date_,adj close_bergepaint.ns,close_bergepaint.ns,high_bergepaint.ns,low_bergepaint.ns,open_bergepaint.ns,volume_bergepaint.ns
2024-02-22,564.2271728515625,571.6500244140625,573.5,559.0499877929688,573.0,1075229
2024-02-23,564.4739379882812,571.9000244140625,572.8499755859375,562.0499877929688,571.9500122070312,877319
2024-02-26,559.0946655273438,566.4500122070312,570.9500122070312,555.0,562.0,1111006
2024-02-27,555.5906982421875,562.9000244140625,568.7000122070312,556.25,563.0499877929688,1046795
2024-02-28,556.8738403320312,564.2000122070312,567.5,555.0999755859375,562.0,1083775
2024-02-29,598.822021484375,606.7000122070312,620.5999755859375,556.0,558.0499877929688,8044840
2024-03-01,581.4998779296875,589.1500244140625,595.1500244140625,579.0,589.2999877929688,5148516
2024-03-04,571.3829956054688,578.9000244140625,594.6500244140625,574.3499755859375,594.6500244140625,1121932
2024-03-05,568.8167114257812,576.2999877929688,581.75,570.0,575.5,718291
2024-03-06,570.2972412109375,577.7999877929688,585.0,567.1500244140625,575.0999755859375,688953
2024-03-07,565.9544067382812,573.4000244140625,583.5499877929688,570.0499877929688,576.9500122070312,928556
2024-03-11,568.8660888671875,576.3499755859375,583.9000244140625,569.0,573.4000244140625,792829
2024-03-12,556.5283203125,563.8499755859375,576.2999877929688,562.25,574.1500244140625,513030
2024-03-13,549.5205688476562,556.75,570.1500244140625,553.25,566.75,785395
2024-03-14,557.9102172851562,565.25,567.5,549.0499877929688,554.0999755859375,461038
2024-03-15,550.5569458007812,557.7999877929688,567.5,556.0,563.9500122070312,710688
2024-03-18,548.0401000976562,555.25,557.7999877929688,552.4000244140625,557.7999877929688,485247
2024-03-19,542.8582763671875,550.0,552.5,542.25,552.0999755859375,849823
2024-03-20,541.5751342773438,548.7000122070312,554.3499755859375,543.0,547.0499877929688,605119
2024-03-21,548.3361206054688,555.5499877929688,556.8499755859375,549.0499877929688,549.2000122070312,915142
2024-03-22,551.0997924804688,558.3499755859375,559.9000244140625,552.0,552.0,394757
2024-03-26,550.9517822265625,558.2000122070312,561.9500122070312,554.0,555.3499755859375,634752
2024-03-27,559.8348999023438,567.2000122070312,570.0,557.3499755859375,558.2000122070312,844130
2024-03-28,565.6089477539062,573.0499877929688,586.0,561.0,564.0,1546078
2024-04-01,559.0946655273438,566.4500122070312,573.3499755859375,565.0,570.0,569340
2024-04-02,564.2764282226562,571.7000122070312,574.0,563.25,566.4500122070312,373873
2024-04-03,553.7647094726562,561.0499877929688,570.4000244140625,560.0499877929688,569.5,602966
2024-04-04,551.3959350585938,558.6500244140625,565.25,555.0999755859375,564.9000244140625,792921
2024-04-05,554.8505249023438,562.1500244140625,563.3499755859375,555.0,555.6500244140625,328980
2024-04-08,552.7283935546875,560.0,564.5499877929688,557.0,562.1500244140625,320033
2024-04-09,548.5335693359375,555.75,564.4500122070312,555.0,560.0,350549
2024-04-10,554.4063720703125,561.7000122070312,562.7000122070312,555.0999755859375,559.0,310094
2024-04-12,549.5205688476562,556.75,563.0,555.4000244140625,561.7000122070312,326402
2024-04-15,538.86083984375,545.9500122070312,552.5499877929688,543.0,548.0999755859375,439357
2024-04-16,524.3023681640625,531.2000122070312,547.3499755859375,529.8499755859375,542.0,858385
2024-04-18,509.2010803222656,515.9000244140625,537.0,513.7000122070312,532.0499877929688,1385210
2024-04-19,497.9984130859375,504.54998779296875,515.0,500.70001220703125,515.0,1587104
2024-04-22,499.9230651855469,506.5,516.0,501.54998779296875,510.0,1908717
2024-04-23,499.7750549316406,506.3500061035156,511.5,502.0,511.5,1297766
2024-04-24,500.1205139160156,506.70001220703125,510.0,505.95001220703125,509.79998779296875,598336
2024-04-25,499.13348388671875,505.70001220703125,509.75,503.6000061035156,507.0,785265
2024-04-26,496.5672302246094,503.1000061035156,509.45001220703125,502.0,504.0,691473
2024-04-29,497.8009948730469,504.3500061035156,507.79998779296875,503.04998779296875,507.79998779296875,454281
2024-04-30,501.9464416503906,508.54998779296875,519.9500122070312,505.75,507.5,1744043
2024-05-02,515.666015625,522.4500122070312,526.0,510.8999938964844,511.04998779296875,1110923
2024-05-03,516.4556274414062,523.25,526.9000244140625,513.5,526.9000244140625,1472843
2024-05-06,504.7101135253906,511.3500061035156,527.75,509.54998779296875,527.75,1047073
2024-05-07,506.239990234375,512.9000244140625,519.9500122070312,511.8500061035156,515.0,635314
2024-05-08,494.79058837890625,501.29998779296875,514.2999877929688,500.0,512.9000244140625,1165268
2024-05-09,475.0009460449219,481.25,501.6499938964844,479.54998779296875,501.3999938964844,2376176
2024-05-10,483.88409423828125,490.25,492.3999938964844,478.0,487.0,1293255
2024-05-13,489.31268310546875,495.75,496.8500061035156,486.20001220703125,492.70001220703125,1144255
2024-05-14,488.12823486328125,494.54998779296875,499.3999938964844,490.20001220703125,499.3999938964844,955256
2024-05-15,478.80096435546875,485.1000061035156,494.0,480.1000061035156,494.0,3269682
2024-05-16,483.6373291015625,490.0,492.0,484.25,487.0,1715553
2024-05-17,485.46331787109375,491.8500061035156,493.70001220703125,485.54998779296875,490.0,1243561
2024-05-21,485.5620422363281,491.95001220703125,494.8999938964844,484.25,494.20001220703125,1880165
2024-05-22,481.6632995605469,488.0,494.0,486.0,493.45001220703125,1610062
2024-05-23,481.95941162109375,488.29998779296875,491.6499938964844,487.45001220703125,489.0,950540
2024-05-24,481.3672180175781,487.70001220703125,489.8999938964844,485.0,489.0,1118105
2024-05-27,480.03472900390625,486.3500061035156,493.8999938964844,483.1000061035156,493.8999938964844,2500799
2024-05-28,489.6087646484375,496.04998779296875,497.6000061035156,487.1000061035156,489.95001220703125,1874042
2024-05-29,486.2529296875,492.6499938964844,501.3999938964844,489.0,493.25,1815179
2024-05-30,471.3489685058594,477.54998779296875,491.8999938964844,476.1000061035156,490.5,1929766
2024-05-31,454.0268859863281,460.0,481.45001220703125,450.79998779296875,476.04998779296875,47931536
2024-06-03,465.67364501953125,471.79998779296875,473.95001220703125,462.6499938964844,463.0,2352584
2024-06-04,449.7827453613281,455.70001220703125,471.79998779296875,439.0,471.79998779296875,4981632
2024-06-05,468.8814392089844,475.04998779296875,481.6499938964844,452.0,452.0,6311374
2024-06-06,470.9541931152344,477.1499938964844,485.04998779296875,473.0,478.0,2809556
2024-06-07,476.2840576171875,482.54998779296875,483.25,476.0,479.3999938964844,1761247
2024-06-10,485.5620422363281,491.95001220703125,493.25,481.0,485.8999938964844,2809858
2024-06-11,486.69708251953125,493.1000061035156,496.6000061035156,489.0,491.0,2543671
2024-06-12,492.5204772949219,499.0,500.8999938964844,489.8999938964844,496.95001220703125,2520688
2024-06-13,494.8399658203125,501.3500061035156,504.95001220703125,497.0,499.0,1971064
2024-06-14,496.17242431640625,502.70001220703125,504.29998779296875,500.5,502.0,851134
2024-06-18,497.4555358886719,504.0,508.70001220703125,502.8999938964844,505.0,1948411
2024-06-19,491.18798828125,497.6499938964844,506.70001220703125,497.1000061035156,506.0,1060446
2024-06-20,503.52569580078125,510.1499938964844,514.9000244140625,497.5,498.0,3107570
2024-06-21,495.678955078125,502.20001220703125,515.0,500.04998779296875,513.0499877929688,1474799
2024-06-24,496.2711181640625,502.79998779296875,504.95001220703125,496.29998779296875,503.79998779296875,982768
2024-06-25,493.55682373046875,500.04998779296875,504.3999938964844,499.04998779296875,501.5,911396
2024-06-26,489.3620300292969,495.79998779296875,502.25,494.45001220703125,500.04998779296875,857647
2024-06-27,495.2840881347656,501.79998779296875,504.3500061035156,494.6000061035156,495.79998779296875,1784087
2024-06-28,497.6529846191406,504.20001220703125,506.8999938964844,500.0,501.79998779296875,965612
2024-07-01,500.663330078125,507.25,509.75,503.70001220703125,504.20001220703125,825823
2024-07-02,501.5516357421875,508.1499938964844,510.25,504.3500061035156,506.75,553025
2024-07-03,504.0685729980469,510.70001220703125,518.5,508.5,511.3999938964844,2251803
2024-07-04,506.33868408203125,513.0,516.9500122070312,507.6000061035156,511.0,1138953
2024-07-05,507.72052001953125,514.4000244140625,519.5,511.75,517.1500244140625,949375
2024-07-08,502.8841247558594,509.5,517.4000244140625,507.45001220703125,514.4000244140625,1057824
2024-07-09,507.1776123046875,513.8499755859375,515.7000122070312,508.75,510.0,2123464
2024-07-10,519.4660034179688,526.2999877929688,531.9000244140625,505.04998779296875,515.9000244140625,4436823
2024-07-11,516.6036376953125,523.4000244140625,531.9000244140625,519.5,530.0,2847976
2024-07-12,519.1698608398438,526.0,532.5,522.5499877929688,525.0,1118958
2024-07-15,513.889404296875,520.6500244140625,536.8499755859375,518.75,528.0,2913766
2024-07-16,513.7412719726562,520.5,524.0,518.6500244140625,522.25,1216233
2024-07-18,514.4815673828125,521.25,523.7999877929688,507.20001220703125,509.0,2144891
2024-07-19,516.9490356445312,523.75,528.7999877929688,520.4500122070312,521.0,2245402
2024-07-22,519.95947265625,526.7999877929688,528.7000122070312,517.4000244140625,523.9000244140625,1179701
2024-07-23,518.8244018554688,525.6500244140625,528.0499877929688,511.04998779296875,526.7999877929688,1235313
2024-07-24,523.068603515625,529.9500122070312,532.0,524.1500244140625,526.0,673964
2024-07-25,523.4140625,530.2999877929688,533.7000122070312,524.6500244140625,527.0,736843
2024-07-26,535.35693359375,542.4000244140625,543.5,530.0,530.0,1460612
2024-07-29,531.8036499023438,538.7999877929688,546.5999755859375,537.75,545.5,881090
2024-07-30,543.6971435546875,550.8499755859375,555.9500122070312,539.9500122070312,540.0,1784109
2024-07-31,547.6946411132812,554.9000244140625,558.4500122070312,551.0,553.7000122070312,915710
2024-08-01,545.8192749023438,553.0,558.0,547.7000122070312,553.8499755859375,752570
2024-08-02,543.10498046875,550.25,555.6500244140625,544.5999755859375,544.5999755859375,570732
2024-08-05,540.7210083007812,544.3499755859375,548.7000122070312,534.4000244140625,541.0499877929688,1479162
2024-08-06,537.0953369140625,540.7000122070312,549.6500244140625,539.2999877929688,545.0999755859375,551170
2024-08-07,530.191650390625,533.75,544.2000122070312,532.0,542.7000122070312,524567
2024-08-08,514.6956787109375,518.1500244140625,532.7999877929688,517.0,531.0,1314999
2024-08-09,528.105712890625,531.6500244140625,536.9500122070312,514.7999877929688,522.0999755859375,2216308
2024-08-12,522.54296875,526.0499877929688,546.0499877929688,521.75,532.9500122070312,2182696
2024-08-13,531.2843017578125,534.8499755859375,536.7000122070312,521.0,525.0499877929688,1806393
2024-08-14,543.552001953125,547.2000122070312,550.8499755859375,528.7999877929688,534.8499755859375,3121337
2024-08-16,546.2340087890625,549.9000244140625,551.9500122070312,537.2000122070312,550.25,1337329
2024-08-19,558.9983520507812,562.75,564.3499755859375,548.0499877929688,558.5,2510348
2024-08-20,564.2133178710938,568.0,570.5499877929688,561.0,562.75,1809059
2024-08-21,572.2096557617188,576.0499877929688,582.9500122070312,558.0,558.0,2734967
2024-08-22,578.169677734375,582.0499877929688,597.2000122070312,578.5499877929688,579.5,3307418
2024-08-23,561.9287109375,565.7000122070312,584.9000244140625,564.2000122070312,582.25,1020719
2024-08-26,568.5343017578125,572.3499755859375,573.2000122070312,563.0499877929688,565.7000122070312,799496
2024-08-27,580.2556762695312,584.1500244140625,586.0,569.5,570.0,1759210
2024-08-28,570.0242919921875,573.8499755859375,583.7000122070312,571.5,583.7000122070312,655824
2024-08-29,568.236328125,572.0499877929688,576.0,568.2999877929688,573.8499755859375,690713
2024-08-30,567.2429809570312,571.0499877929688,577.0,570.1500244140625,572.0499877929688,354394
2024-09-02,572.2593383789062,576.0999755859375,579.25,570.1500244140625,574.0999755859375,655142
2024-09-03,572.9546508789062,576.7999877929688,581.0,575.0499877929688,576.0999755859375,471349
2024-09-04,593.71533203125,597.7000122070312,599.5,574.7000122070312,576.4000244140625,5339588
2024-09-05,591.530029296875,595.5,604.5,593.0499877929688,599.0,2116046
2024-09-06,592.3246459960938,596.2999877929688,601.0,586.25,593.0,1767040
2024-09-09,598.3342895507812,602.3499755859375,605.0,593.6500244140625,598.0,1339041
2024-09-10,597.7383422851562,601.75,609.2999877929688,600.2999877929688,601.0,1156637
2024-09-11,613.8800048828125,618.0,622.2999877929688,604.5,608.0,5029471
2024-09-12,616.7109985351562,620.8499755859375,626.9000244140625,615.25,621.0,1923351
2024-09-13,618.4990234375,622.6500244140625,624.4500122070312,610.75,617.0,1082762
2024-09-16,620.9823608398438,625.1500244140625,626.7000122070312,618.4500122070312,621.0999755859375,846694
2024-09-17,618.399658203125,622.5499877929688,629.5,616.0,622.0999755859375,904631
2024-09-18,616.0653686523438,620.2000122070312,621.5499877929688,613.5499877929688,619.0999755859375,1302741
2024-09-19,616.3633422851562,620.5,626.5999755859375,616.9500122070312,619.0,691021
2024-09-20,618.6976318359375,622.8499755859375,625.9500122070312,615.0999755859375,622.0,932381
2024-09-23,610.7509765625,614.8499755859375,624.0,611.0,623.25,1379254
2024-09-24,607.9199829101562,612.0,620.0,610.4500122070312,615.0,763937
2024-09-25,611.8436889648438,615.9500122070312,618.0,600.2000122070312,609.0,959982
2024-09-26,609.807373046875,613.9000244140625,615.9000244140625,606.1500244140625,615.2000122070312,1803592
2024-09-27,613.4329833984375,617.5499877929688,629.1500244140625,613.7999877929688,617.0,8924066
2024-09-30,618.1513061523438,622.2999877929688,625.0,613.0,616.5,1430522
2024-10-01,615.51904296875,619.6500244140625,624.0,607.6500244140625,621.9000244140625,1098938
2024-10-03,593.0696411132812,597.0499877929688,614.0999755859375,590.2000122070312,605.0,1567171
2024-10-04,573.1036987304688,576.9500122070312,592.9500122070312,574.25,588.0999755859375,1777023
2024-10-07,564.0643310546875,567.8499755859375,581.6500244140625,561.9000244140625,576.9000244140625,1238244
2024-10-08,569.279296875,573.0999755859375,576.5999755859375,561.2000122070312,561.2000122070312,886312
2024-10-09,571.9613037109375,575.7999877929688,585.0,572.1500244140625,576.0999755859375,895473
2024-10-10,569.4779663085938,573.2999877929688,582.0,571.7999877929688,576.4500122070312,699203
2024-10-11,567.7396850585938,571.5499877929688,574.75,565.8499755859375,572.7999877929688,657654
2024-10-14,564.6603393554688,568.4500122070312,576.0999755859375,565.0,571.0,726045
2024-10-15,577.375,581.25,588.5999755859375,572.1500244140625,572.1500244140625,2560859
2024-10-16,565.9020385742188,569.7000122070312,583.7000122070312,567.5,581.5499877929688,491083
2024-10-17,554.4290161132812,558.1500244140625,572.7000122070312,556.5499877929688,572.0,504715
2024-10-18,552.6409912109375,556.3499755859375,558.3499755859375,549.0499877929688,558.1500244140625,818515
2024-10-21,552.9390258789062,556.6500244140625,565.4500122070312,554.3499755859375,557.2000122070312,775279
2024-10-22,534.8603515625,538.4500122070312,559.5999755859375,536.0499877929688,556.5,622476
2024-10-23,531.0359497070312,534.5999755859375,540.5499877929688,530.4000244140625,537.0499877929688,517436
2024-10-24,540.3733520507812,544.0,551.5,535.6500244140625,538.4500122070312,1003315
2024-10-25,533.370361328125,536.9500122070312,552.7999877929688,533.9500122070312,548.0,1092908
2024-10-28,535.6053466796875,539.2000122070312,548.3499755859375,534.8499755859375,541.1500244140625,427883
2024-10-29,541.8633422851562,545.5,548.9500122070312,531.0499877929688,543.0,585566
2024-10-30,543.2540283203125,546.9000244140625,550.3499755859375,539.5499877929688,542.75,976488
2024-10-31,533.2213134765625,536.7999877929688,547.75,528.25,546.2999877929688,1514198
2024-11-01,528.2050170898438,531.75,542.75,529.0999755859375,539.0,229817
2024-11-04,521.0033569335938,524.5,533.75,520.0,531.75,603925
2024-11-05,509.97735595703125,513.4000244140625,527.2999877929688,510.0,524.5,1320133
2024-11-06,521.6490478515625,525.1500244140625,528.5,508.0,510.5,2276886
2024-11-07,512.808349609375,516.25,527.0,513.9500122070312,526.9000244140625,755213
2024-11-08,500.8883361816406,504.25,518.0,502.70001220703125,516.25,730157
2024-11-11,487.5279846191406,490.79998779296875,496.29998779296875,485.95001220703125,490.0,1574113
2024-11-12,492.8423156738281,496.1499938964844,498.0,490.6000061035156,494.0,746801
2024-11-13,486.4850158691406,489.75,495.1499938964844,485.3999938964844,493.3999938964844,1258501
2024-11-14,488.62066650390625,491.8999938964844,495.75,486.0,491.3999938964844,364603
2024-11-18,476.1543273925781,479.3500061035156,494.0,478.3999938964844,493.54998779296875,460129
2024-11-19,473.07501220703125,476.25,483.45001220703125,475.0,479.5,476377
2024-11-21,462.39666748046875,465.5,478.5,463.75,478.5,757344
2024-11-22,473.07501220703125,476.25,477.6000061035156,465.5,465.5,410464
2024-11-25,472.7273254394531,475.8999938964844,484.45001220703125,474.54998779296875,480.1499938964844,468128
2024-11-26,483.70367431640625,486.95001220703125,489.6000061035156,478.45001220703125,480.45001220703125,768438
2024-11-27,487.0810241699219,490.3500061035156,492.0,484.5,492.0,488477
2024-11-28,486.18701171875,489.45001220703125,493.0,484.54998779296875,492.0,676369
2024-11-29,490.40869140625,493.70001220703125,495.54998779296875,489.25,492.0,437653
2024-12-02,486.33599853515625,489.6000061035156,497.95001220703125,487.5,496.29998779296875,3195771
2024-12-03,478.9356689453125,482.1499938964844,493.75,481.3999938964844,492.1499938964844,2234434
2024-12-04,475.111328125,478.29998779296875,485.8999938964844,477.04998779296875,482.1000061035156,1625906
2024-12-05,479.6806640625,482.8999938964844,484.1499938964844,476.25,480.0,1546335
2024-12-06,477.24700927734375,480.45001220703125,486.95001220703125,479.6499938964844,485.0,1154541
2024-12-09,475.906005859375,479.1000061035156,482.8999938964844,474.29998779296875,482.0,1214274
2024-12-10,474.2173156738281,477.3999938964844,481.1000061035156,474.5,481.0,2045768
2024-12-11,472.9756774902344,476.1499938964844,480.95001220703125,474.75,478.6499938964844,1163869
2024-12-12,468.9029846191406,472.04998779296875,477.5,470.3999938964844,477.5,897153
2024-12-13,471.8333435058594,475.0,475.8999938964844,465.0,471.3500061035156,1255041
2024-12-16,474.3166809082031,477.5,479.3999938964844,471.8500061035156,476.0,319487
2024-12-17,459.9629821777344,463.04998779296875,479.8999938964844,462.20001220703125,479.8999938964844,846496
2024-12-18,449.8310241699219,452.8500061035156,465.70001220703125,451.54998779296875,464.29998779296875,1553122
2024-12-19,442.0829772949219,445.04998779296875,456.45001220703125,444.0,449.1000061035156,1734273
2024-12-20,441.83465576171875,444.79998779296875,448.1000061035156,441.95001220703125,448.0,2478191
2024-12-23,440.6426696777344,443.6000061035156,447.0,437.75,447.0,1073520
2024-12-24,440.8910217285156,443.8500061035156,447.95001220703125,441.8500061035156,443.6000061035156,469109
2024-12-26,438.05999755859375,441.0,445.8999938964844,439.45001220703125,445.5,559602
2024-12-27,439.351318359375,442.29998779296875,445.0,441.0,443.79998779296875,289316
2024-12-30,445.26165771484375,448.25,450.54998779296875,437.75,443.1499938964844,1481944
2024-12-31,445.5596618652344,448.54998779296875,450.1000061035156,444.6000061035156,447.5,525227
2025-01-01,455.0956726074219,458.1499938964844,459.70001220703125,446.8999938964844,448.0,811891
2025-01-02,454.3506774902344,457.3999938964844,460.6000061035156,451.6000061035156,459.0,709043
2025-01-03,454.79766845703125,457.8500061035156,461.0,456.0,457.3999938964844,498090
2025-01-06,444.6159973144531,447.6000061035156,459.1000061035156,442.6499938964844,457.8500061035156,968101
2025-01-07,448.2416687011719,451.25,452.70001220703125,447.1499938964844,447.1499938964844,376952
2025-01-08,458.870361328125,461.95001220703125,463.6000061035156,449.1000061035156,452.0,1411033
2025-01-09,465.625,468.75,472.3999938964844,461.5,462.0,1600589
2025-01-10,457.7776794433594,460.8500061035156,467.79998779296875,458.6000061035156,467.0,472058
2025-01-13,448.3906555175781,451.3999938964844,461.6499938964844,449.04998779296875,454.8500061035156,1046468
2025-01-14,459.36700439453125,462.45001220703125,465.0,451.5,451.5,928304
2025-01-15,461.3039855957031,464.3999938964844,466.54998779296875,460.95001220703125,465.8500061035156,360555
2025-01-16,461.7013244628906,464.79998779296875,468.20001220703125,461.0,468.1499938964844,459527
2025-01-17,465.6746520996094,468.79998779296875,471.1000061035156,462.45001220703125,463.0,418850
2025-01-20,465.3766784667969,468.5,472.29998779296875,465.1499938964844,470.0,283815
2025-01-21,472.0320129394531,475.20001220703125,478.8999938964844,468.20001220703125,468.5,2398969
2025-01-22,472.8763122558594,476.04998779296875,477.8500061035156,469.6499938964844,475.20001220703125,872456
2025-01-23,477.1476745605469,480.3500061035156,485.45001220703125,472.0,476.0,1399938
2025-01-24,476.89935302734375,480.1000061035156,485.25,478.0,480.3500061035156,540500
2025-01-27,476.79998779296875,480.0,485.3500061035156,475.1499938964844,477.6499938964844,1695755
2025-01-28,469.59832763671875,472.75,480.8999938964844,468.25,478.20001220703125,1084524
2025-01-29,455.7413330078125,458.79998779296875,473.6499938964844,457.6499938964844,472.75,1610261
2025-01-30,472.67767333984375,475.8500061035156,478.75,460.04998779296875,460.04998779296875,1080143
2025-01-31,469.59832763671875,472.75,477.20001220703125,469.04998779296875,475.0,514076
2025-02-01,488.8689880371094,492.1499938964844,494.95001220703125,468.04998779296875,475.0,1154007
2025-02-03,482.2633361816406,485.5,497.0,481.1000061035156,493.0,1769700
2025-02-04,486.1373291015625,489.3999938964844,495.54998779296875,470.6499938964844,487.04998779296875,2988222
2025-02-05,475.8563232421875,479.04998779296875,489.3999938964844,472.3999938964844,489.3999938964844,1715973
2025-02-06,472.82666015625,476.0,484.5,475.0,480.1499938964844,457035
2025-02-07,476.1543273925781,479.3500061035156,481.0,474.75,477.0,373233
2025-02-10,481.5679931640625,484.79998779296875,487.5,473.1000061035156,479.3500061035156,865594
2025-02-11,472.7273254394531,475.8999938964844,489.1000061035156,472.25,486.1499938964844,973237
2025-02-12,481.46868896484375,484.70001220703125,492.79998779296875,469.3500061035156,480.0,2862289
2025-02-13,482.0150146484375,485.25,491.75,479.95001220703125,484.70001220703125,561092
2025-02-14,475.111328125,478.29998779296875,486.95001220703125,474.54998779296875,485.04998779296875,454659
2025-02-17,480.475341796875,483.70001220703125,484.6000061035156,473.1000061035156,473.1000061035156,395337
2025-02-18,488.67034912109375,491.95001220703125,493.3999938964844,478.04998779296875,484.0,784798
2025-02-19,485.739990234375,489.0,493.79998779296875,485.45001220703125,492.54998779296875,436944
2025-02-20,488.7696533203125,492.04998779296875,492.75,484.0,484.0,306930
2025-02-21,487.9750061035156,491.25,492.0,483.70001220703125,491.54998779296875,602309
2025-02-24,499.4976806640625,502.8500061035156,505.0,484.1000061035156,484.1000061035156,1194522
2025-02-25,497.6103515625,500.95001220703125,507.0,497.5,503.0,1346011
2025-02-27,501.8816833496094,505.25,511.75,498.0,501.70001220703125,1774264
2025-02-28,485.2929992675781,488.54998779296875,501.1499938964844,486.0,495.5,700093
2025-03-03,485.392333984375,488.6499938964844,491.75,479.6000061035156,488.0,560937
2025-03-04,478.38934326171875,481.6000061035156,489.25,480.04998779296875,485.0,367199
2025-03-05,480.7733459472656,484.0,486.95001220703125,478.1000061035156,480.04998779296875,285928
2025-03-06,497.2626647949219,500.6000061035156,503.45001220703125,487.8500061035156,488.3999938964844,1566314
2025-03-07,505.954345703125,509.3500061035156,512.0,498.45001220703125,501.0,720896
2025-03-10,501.0870056152344,504.45001220703125,514.7000122070312,500.0,509.20001220703125,835474
2025-03-11,494.7296447753906,498.04998779296875,503.8500061035156,493.1499938964844,500.0,588944
2025-03-12,479.3826904296875,482.6000061035156,501.54998779296875,480.5,498.0,380975
2025-03-13,484.9453430175781,488.20001220703125,490.54998779296875,473.6000061035156,482.5,637761
2025-03-17,499.29901123046875,502.6499938964844,504.0,484.1000061035156,484.1000061035156,464397
2025-03-18,499.29901123046875,502.6499938964844,502.6499938964844,502.6499938964844,502.6499938964844,0
2025-03-19,498.0573425292969,501.3999938964844,508.54998779296875,500.04998779296875,506.0,784632
2025-03-20,504.46435546875,507.8500061035156,510.3999938964844,498.95001220703125,502.20001220703125,473062
2025-03-21,496.96466064453125,500.29998779296875,509.8999938964844,497.0,507.79998779296875,943473
2025-03-24,508.1893310546875,511.6000061035156,514.1500244140625,501.0,501.0,672842
2025-03-25,497.6600036621094,501.0,514.0,499.95001220703125,514.0,893963
2025-03-26,498.1070251464844,501.45001220703125,509.25,499.04998779296875,502.8999938964844,494207
2025-03-27,498.4049987792969,501.75,505.0,497.0,501.04998779296875,566150
2025-03-28,496.8653564453125,500.20001220703125,511.8999938964844,499.1000061035156,501.75,587958
2025-04-01,490.2099914550781,493.5,505.1000061035156,489.75,500.0,814105
2025-04-02,501.732666015625,505.1000061035156,508.1000061035156,486.54998779296875,494.0,520039
2025-04-03,507.8913269042969,511.29998779296875,513.5999755859375,497.70001220703125,500.95001220703125,339443
2025-04-04,508.6363220214844,512.0499877929688,521.5,506.29998779296875,515.0,1588941
2025-04-07,508.5370178222656,511.95001220703125,515.25,494.5,499.95001220703125,1263089
2025-04-08,531.9796752929688,535.5499877929688,538.0,516.8499755859375,520.0,2226260
2025-04-09,534.0159912109375,537.5999755859375,551.0,535.3499755859375,539.0,1450416
2025-04-11,526.9633178710938,530.5,542.0499877929688,525.5499877929688,541.5499877929688,658774
2025-04-15,522.8906860351562,526.4000244140625,534.4500122070312,520.5,533.5,851597
2025-04-16,538.4363403320312,542.0499877929688,546.8499755859375,526.7000122070312,528.4000244140625,1045359
2025-04-17,539.9759521484375,543.5999755859375,548.5999755859375,537.0499877929688,542.6500244140625,1294585
2025-04-21,549.6609497070312,553.3499755859375,562.0,544.0,547.0,944764
2025-04-22,575.3386840820312,579.2000122070312,582.8499755859375,548.9000244140625,554.9000244140625,2109067
2025-04-23,585.1726684570312,589.0999755859375,594.0,573.75,577.0999755859375,1134427
