date_,adj close_escorts.ns,close_escorts.ns,high_escorts.ns,low_escorts.ns,open_escorts.ns,volume_escorts.ns
2024-02-26,2853.3134765625,2890.85009765625,2924.64990234375,2851.35009765625,2916.449951171875,152335
2024-02-27,2818.47216796875,2855.550048828125,2925.0,2846.25,2890.85009765625,88135
2024-02-28,2788.515869140625,2825.199951171875,2878.949951171875,2802.60009765625,2856.050048828125,261600
2024-02-29,2819.3603515625,2856.449951171875,2869.449951171875,2803.300048828125,2826.699951171875,159625
2024-03-01,2860.91357421875,2898.550048828125,2927.0,2825.199951171875,2845.050048828125,370420
2024-03-04,2880.9501953125,2918.85009765625,2936.949951171875,2871.050048828125,2895.0,167158
2024-03-05,2828.53955078125,2865.75,2966.35009765625,2859.050048828125,2930.0,223995
2024-03-06,2805.196533203125,2842.10009765625,2865.75,2802.199951171875,2865.75,141990
2024-03-07,2812.89501953125,2849.89990234375,2887.14990234375,2813.0,2840.60009765625,340248
2024-03-11,2801.24853515625,2838.10009765625,2873.550048828125,2831.14990234375,2868.0,142570
2024-03-12,2779.781005859375,2816.35009765625,2847.949951171875,2800.050048828125,2843.0,124111
2024-03-13,2677.674072265625,2712.89990234375,2830.75,2700.550048828125,2805.10009765625,186399
2024-03-14,2710.541748046875,2746.199951171875,2755.75,2700.0,2705.300048828125,156419
2024-03-15,2667.45849609375,2702.550048828125,2773.949951171875,2682.5,2755.300048828125,204337
2024-03-18,2666.323486328125,2701.39990234375,2722.949951171875,2670.550048828125,2722.949951171875,123514
2024-03-19,2678.31591796875,2713.550048828125,2753.050048828125,2680.050048828125,2692.199951171875,212248
2024-03-20,2704.52099609375,2740.10009765625,2774.10009765625,2699.050048828125,2739.0,188614
2024-03-21,2727.271728515625,2763.14990234375,2774.800048828125,2730.35009765625,2750.0,117971
2024-03-22,2714.93408203125,2750.64990234375,2776.5,2741.550048828125,2760.0,116383
2024-03-26,2715.526123046875,2751.25,2775.0,2743.300048828125,2750.0,100227
2024-03-27,2762.360107421875,2798.699951171875,2829.550048828125,2749.14990234375,2751.25,249879
2024-03-28,2741.238037109375,2777.300048828125,2812.35009765625,2754.550048828125,2799.949951171875,227259
2024-04-01,2821.383544921875,2858.5,2869.39990234375,2768.300048828125,2779.0,284176
2024-04-02,2837.323974609375,2874.64990234375,2883.0,2834.0,2870.0,99272
2024-04-03,2967.2646484375,3006.300048828125,3017.449951171875,2852.0,2875.5,743351
2024-04-04,2981.033447265625,3020.25,3039.550048828125,2992.0,3015.14990234375,282496
2024-04-05,2959.41796875,2998.35009765625,3020.0,2992.949951171875,3020.0,120186
2024-04-08,3032.358154296875,3072.25,3086.39990234375,2950.050048828125,3000.60009765625,404732
2024-04-09,2982.859619140625,3022.10009765625,3099.0,3001.0,3099.0,223935
2024-04-10,2991.6435546875,3031.0,3065.10009765625,3009.0,3039.0,122771
2024-04-12,2984.685302734375,3023.949951171875,3076.0,3015.64990234375,3024.75,218307
2024-04-15,2960.30615234375,2999.25,3019.89990234375,2922.449951171875,3000.0,278258
2024-04-16,3023.376220703125,3063.14990234375,3079.89990234375,2962.5,2980.0,383358
2024-04-18,2979.059326171875,3018.25,3142.89990234375,2988.14990234375,3075.0,611352
