date_,adj close_divislab.ns,close_divislab.ns,high_divislab.ns,low_divislab.ns,open_divislab.ns,volume_divislab.ns
2024-02-29,3451.800537109375,3488.800048828125,3529.39990234375,3465.0,3509.199951171875,807900
2024-03-01,3445.46826171875,3482.39990234375,3519.0,3474.0,3491.0,347396
2024-03-04,3445.369140625,3482.300048828125,3542.0,3478.0,3514.800048828125,494795
2024-03-05,3447.496337890625,3484.449951171875,3496.5,3452.0,3484.60009765625,485056
2024-03-06,3507.057861328125,3544.64990234375,3560.0,3450.0,3485.0,642191
2024-03-07,3563.404052734375,3601.60009765625,3620.0,3536.5,3544.64990234375,624261
2024-03-11,3566.520751953125,3604.75,3652.050048828125,3586.050048828125,3601.60009765625,408279
2024-03-12,3539.806884765625,3577.75,3634.89990234375,3564.60009765625,3600.0,415249
2024-03-13,3442.89599609375,3479.800048828125,3587.0,3454.75,3577.75,402498
2024-03-14,3480.591796875,3517.89990234375,3530.0,3441.0,3460.0,385179
2024-03-15,3448.436279296875,3485.39990234375,3524.699951171875,3455.050048828125,3517.10009765625,317079
2024-03-18,3469.41162109375,3506.60009765625,3520.0,3475.0,3485.39990234375,171118
2024-03-19,3410.591796875,3447.14990234375,3514.949951171875,3422.050048828125,3509.800048828125,525027
2024-03-20,3391.94189453125,3428.300048828125,3460.0,3397.14990234375,3447.14990234375,517131
2024-03-21,3428.549560546875,3465.300048828125,3477.39990234375,3431.25,3444.800048828125,279116
2024-03-22,3395.05859375,3431.449951171875,3476.35009765625,3425.0,3463.0,409887
2024-03-26,3355.037353515625,3391.0,3439.0,3375.0,3400.0,478462
2024-03-27,3332.133056640625,3367.85009765625,3403.39990234375,3350.0,3390.0,506472
2024-03-28,3408.76171875,3445.300048828125,3469.699951171875,3367.050048828125,3367.050048828125,1145370
2024-04-01,3530.11083984375,3567.949951171875,3590.0,3450.0,3450.0,651461
2024-04-02,3584.082275390625,3622.5,3636.0,3555.199951171875,3571.0,675426
2024-04-03,3645.820556640625,3684.89990234375,3726.0,3611.050048828125,3663.800048828125,799460
2024-04-04,3694.59765625,3734.199951171875,3755.89990234375,3688.25,3708.0,976430
2024-04-05,3708.399658203125,3748.14990234375,3784.0,3726.699951171875,3734.25,553607
2024-04-08,3755.742431640625,3796.0,3813.0,3720.550048828125,3750.0,602786
2024-04-09,3764.597412109375,3804.949951171875,3822.0,3772.050048828125,3806.0,275295
2024-04-10,3699.446044921875,3739.10009765625,3776.050048828125,3705.14990234375,3763.0,1015345
2024-04-12,3739.615234375,3779.699951171875,3809.0,3728.0,3739.0,573189
2024-04-15,3677.135009765625,3716.550048828125,3770.0,3686.199951171875,3770.0,428141
2024-04-16,3724.279541015625,3764.199951171875,3781.0,3686.199951171875,3699.949951171875,318671
2024-04-18,3669.56591796875,3708.89990234375,3781.10009765625,3695.199951171875,3780.0,802591
2024-04-19,3632.760498046875,3671.699951171875,3710.85009765625,3641.0,3661.0,746223
2024-04-22,3697.86279296875,3737.5,3744.699951171875,3675.0,3689.75,439590
2024-04-23,3728.68212890625,3768.64990234375,3780.050048828125,3730.0,3737.5,307637
2024-04-24,3773.353515625,3813.800048828125,3823.949951171875,3765.550048828125,3779.64990234375,473558
2024-04-25,3803.03564453125,3843.800048828125,3876.800048828125,3790.550048828125,3834.0,835354
2024-04-26,3973.755615234375,4016.35009765625,4039.0,3836.050048828125,3850.0,1155173
2024-04-29,3946.94287109375,3989.25,4100.0,3971.10009765625,4025.0,752787
2024-04-30,3959.953369140625,4002.39990234375,4066.0,3973.60009765625,4013.0,360469
2024-05-02,3922.603759765625,3964.64990234375,4009.0,3935.5,4002.39990234375,868450
2024-05-03,3909.048828125,3950.949951171875,3991.0,3900.0,3965.10009765625,348122
2024-05-06,3920.97119140625,3963.0,3989.0,3901.14990234375,3950.949951171875,271254
2024-05-07,3869.918212890625,3911.39990234375,3969.550048828125,3873.25,3969.550048828125,291924
2024-05-08,3885.699462890625,3927.35009765625,3951.39990234375,3873.14990234375,3903.0,308127
2024-05-09,3749.75634765625,3789.949951171875,3949.050048828125,3755.199951171875,3934.0,626179
2024-05-10,3753.268798828125,3793.5,3831.35009765625,3768.0,3794.75,276308
2024-05-13,3870.017333984375,3911.5,3933.199951171875,3724.0,3776.10009765625,608329
2024-05-14,3854.879638671875,3896.199951171875,3955.0,3865.14990234375,3910.0,262796
2024-05-15,3851.268310546875,3892.550048828125,3949.949951171875,3867.550048828125,3896.5,188401
2024-05-16,3889.458984375,3931.14990234375,3945.0,3830.0,3896.0,362920
2024-05-17,3869.275390625,3910.75,3954.699951171875,3895.60009765625,3935.0,267526
2024-05-21,3973.953369140625,4016.550048828125,4038.89990234375,3850.0,3861.699951171875,472233
2024-05-22,4015.508056640625,4058.550048828125,4071.75,3986.699951171875,4051.0,398441
2024-05-23,4069.38037109375,4113.0,4127.5498046875,4027.39990234375,4060.0,693482
2024-05-24,4078.6806640625,4122.39990234375,4175.0,4105.5498046875,4113.0,612183
2024-05-27,4210.12158203125,4255.25,4359.0,4215.60009765625,4298.75,2534740
2024-05-28,4345.5205078125,4392.10009765625,4401.60009765625,4238.4501953125,4242.75,2151413
2024-05-29,4400.82763671875,4448.0,4467.5,4355.5498046875,4360.0,1220726
2024-05-30,4366.0009765625,4412.7998046875,4465.0,4390.0,4444.0498046875,768574
2024-05-31,4261.52099609375,4307.2001953125,4455.85009765625,4290.14990234375,4427.4501953125,970571
2024-06-03,4276.06494140625,4321.89990234375,4435.5,4292.9501953125,4400.0,515368
2024-06-04,4278.291015625,4324.14990234375,4422.60009765625,4180.5,4323.39990234375,847809
2024-06-05,4454.94775390625,4502.7001953125,4525.0,4306.75,4334.35009765625,1077221
2024-06-06,4401.7177734375,4448.89990234375,4500.0,4366.60009765625,4500.0,790310
2024-06-07,4476.07080078125,4524.0498046875,4540.39990234375,4438.7998046875,4450.7998046875,432970
2024-06-10,4488.14208984375,4536.25,4579.60009765625,4515.0498046875,4524.0498046875,462274
2024-06-11,4427.986328125,4475.4501953125,4585.0,4462.2998046875,4560.0,264078
2024-06-12,4405.1318359375,4452.35009765625,4515.0,4433.89990234375,4504.0,296209
2024-06-13,4544.78466796875,4593.5,4617.0,4496.85009765625,4501.2998046875,1275865
2024-06-14,4539.9365234375,4588.60009765625,4627.9501953125,4559.10009765625,4595.0,281968
2024-06-18,4516.09228515625,4564.5,4583.89990234375,4521.0,4521.0,241254
2024-06-19,4432.19140625,4479.7001953125,4581.2998046875,4466.0,4565.0,223028
2024-06-20,4456.283203125,4504.0498046875,4522.25,4439.7001953125,4486.0,412934
2024-06-21,4474.19140625,4522.14990234375,4575.9501953125,4489.75,4500.0,583517
2024-06-24,4471.619140625,4519.5498046875,4555.4501953125,4488.5,4512.60009765625,188506
2024-06-25,4491.1591796875,4539.2998046875,4597.4501953125,4488.0498046875,4515.0,353120
2024-06-26,4497.1455078125,4545.35009765625,4568.89990234375,4512.5,4546.4501953125,203886
2024-06-27,4474.3896484375,4522.35009765625,4556.0498046875,4500.10009765625,4545.35009765625,531345
2024-06-28,4547.70361328125,4596.4501953125,4648.4501953125,4522.35009765625,4522.35009765625,391476
2024-07-01,4553.29345703125,4602.10009765625,4615.2001953125,4540.2001953125,4596.4501953125,507284
2024-07-02,4522.96875,4571.4501953125,4620.85009765625,4565.25,4607.7001953125,258530
2024-07-03,4510.798828125,4559.14990234375,4595.0498046875,4505.0,4576.9501953125,573402
2024-07-04,4495.85888671875,4544.0498046875,4577.39990234375,4521.7001953125,4559.14990234375,242990
2024-07-05,4580.6005859375,4629.7001953125,4670.0,4550.0,4550.0,1285879
2024-07-08,4416.85595703125,4464.2001953125,4649.64990234375,4445.0,4629.39990234375,890261
2024-07-09,4503.67578125,4551.9501953125,4582.89990234375,4458.0,4491.39990234375,769145
2024-07-10,4587.77392578125,4636.9501953125,4651.85009765625,4536.7998046875,4572.0,550188
2024-07-11,4533.9013671875,4582.5,4660.0,4565.0498046875,4656.7001953125,559139
2024-07-12,4491.1591796875,4539.2998046875,4594.60009765625,4485.2998046875,4590.0,661038
2024-07-15,4526.87646484375,4575.39990234375,4604.35009765625,4536.10009765625,4542.0,616728
2024-07-16,4522.3251953125,4570.7998046875,4598.9501953125,4551.7001953125,4575.39990234375,266585
2024-07-18,4536.1767578125,4584.7998046875,4603.10009765625,4515.75,4550.0,432503
2024-07-19,4471.86572265625,4519.7998046875,4587.25,4496.4501953125,4580.0,279117
2024-07-22,4486.70703125,4534.7998046875,4577.35009765625,4441.35009765625,4500.0,308095
2024-07-23,4478.98974609375,4527.0,4541.0498046875,4395.2998046875,4521.0,499837
2024-07-24,4503.3291015625,4551.60009765625,4579.2998046875,4501.4501953125,4506.2001953125,392515
2024-07-25,4498.77783203125,4547.0,4582.7001953125,4475.2998046875,4530.0,232749
2024-07-26,4739.79443359375,4790.60009765625,4810.0,4563.85009765625,4570.9501953125,1262221
2024-07-29,4871.63134765625,4923.85009765625,4951.0,4771.7001953125,4804.0,886247
2024-07-30,4860.2529296875,4912.35009765625,4945.0,4889.14990234375,4923.85009765625,515488
2024-07-31,4870.98828125,4923.2001953125,4943.75,4800.2001953125,4904.35009765625,1167323
2024-08-01,4865.744140625,4917.89990234375,5008.0,4900.0,4930.0,622863
2024-08-02,4968.6259765625,4991.25,5010.0,4839.10009765625,4861.7001953125,960970
2024-08-05,4805.07080078125,4826.9501953125,4988.89990234375,4778.0,4933.5498046875,1449786
2024-08-06,4805.66748046875,4827.5498046875,4959.0,4815.0498046875,4830.0,403211
2024-08-07,4924.07861328125,4946.5,4957.10009765625,4841.0,4841.0,590493
2024-08-08,4812.58642578125,4834.5,5024.85009765625,4823.0,4920.10009765625,722958
2024-08-09,4808.05712890625,4829.9501953125,4904.7998046875,4816.0498046875,4904.7998046875,222355
2024-08-12,4868.830078125,4891.0,4905.0,4777.5498046875,4828.9501953125,431270
2024-08-13,4839.7626953125,4861.7998046875,4919.9501953125,4803.0498046875,4900.0,203334
2024-08-14,4640.8681640625,4662.0,4848.0,4642.0498046875,4848.0,729449
2024-08-16,4612.8955078125,4633.89990234375,4709.7998046875,4623.2998046875,4665.0,522991
2024-08-19,4648.732421875,4669.89990234375,4689.9501953125,4615.5498046875,4665.0,232374
2024-08-20,4701.7412109375,4723.14990234375,4728.85009765625,4663.2998046875,4674.7998046875,255795
2024-08-21,4878.58544921875,4900.7998046875,4963.35009765625,4734.9501953125,4736.0,1371112
2024-08-22,4889.18798828125,4911.4501953125,4929.9501953125,4869.0,4927.5,480842
2024-08-23,4833.939453125,4855.9501953125,4950.0,4828.9501953125,4927.0,420463
2024-08-26,4903.92041015625,4926.25,4934.0,4860.0,4860.0,288510
2024-08-27,4880.2783203125,4902.5,4995.5,4875.0,4908.0,400046
2024-08-28,5007.8974609375,5030.7001953125,5096.0,4858.9501953125,4882.10009765625,963990
2024-08-29,4989.8291015625,5012.5498046875,5077.35009765625,4990.0498046875,5049.89990234375,430810
2024-08-30,5070.810546875,5093.89990234375,5132.5,5019.5,5019.5,853203
2024-09-02,5014.01953125,5036.85009765625,5132.9501953125,5023.0498046875,5124.7998046875,196235
2024-09-03,5043.037109375,5066.0,5098.4501953125,5036.5498046875,5036.85009765625,288902
2024-09-04,5073.49853515625,5096.60009765625,5110.0,5015.25,5060.5,313543
2024-09-05,5097.68798828125,5120.89990234375,5164.4501953125,5087.14990234375,5100.0,491284
2024-09-06,5114.51123046875,5137.7998046875,5170.0,5062.35009765625,5127.0,432124
2024-09-09,5150.0498046875,5173.5,5194.2998046875,5082.2001953125,5105.0,354291
2024-09-10,5401.853515625,5426.4501953125,5447.35009765625,5198.0,5200.9501953125,1628691
2024-09-11,5414.64501953125,5439.2998046875,5469.89990234375,5380.0498046875,5405.0,595689
2024-09-12,5457.94775390625,5482.7998046875,5513.0,5396.2001953125,5450.0,763771
2024-09-13,5473.72607421875,5498.64990234375,5531.75,5403.0498046875,5465.0498046875,401361
2024-09-16,5454.513671875,5479.35009765625,5520.0,5471.7001953125,5495.0,238494
2024-09-17,5427.48681640625,5452.2001953125,5560.0,5436.0,5479.0498046875,529121
2024-09-18,5444.359375,5469.14990234375,5482.7001953125,5392.0498046875,5451.9501953125,213575
2024-09-19,5404.5908203125,5429.2001953125,5513.0,5419.0,5469.14990234375,341889
2024-09-20,5426.04296875,5450.75,5505.0,5427.35009765625,5456.2998046875,630993
2024-09-23,5348.49609375,5372.85009765625,5582.9501953125,5364.5,5490.0,588823
2024-09-24,5351.4326171875,5375.7998046875,5419.7001953125,5317.64990234375,5375.0,515534
2024-09-25,5369.8486328125,5394.2998046875,5448.5,5354.5,5375.7998046875,693122
2024-09-26,5354.9169921875,5379.2998046875,5418.60009765625,5292.25,5410.0,554676
2024-09-27,5433.16064453125,5457.89990234375,5523.2998046875,5315.64990234375,5371.7001953125,6886792
2024-09-30,5418.6767578125,5443.35009765625,5512.14990234375,5378.5498046875,5472.9501953125,820627
2024-10-01,5399.21484375,5423.7998046875,5464.0498046875,5362.75,5440.5498046875,686142
2024-10-03,5405.685546875,5430.2998046875,5493.7001953125,5241.7001953125,5400.0,602874
2024-10-04,5400.95703125,5425.5498046875,5522.2001953125,5385.25,5408.0,524300
2024-10-07,5379.853515625,5404.35009765625,5521.0,5376.7001953125,5448.0,383652
2024-10-08,5521.90625,5547.0498046875,5566.5,5398.64990234375,5401.7001953125,396786
2024-10-09,5962.60009765625,5989.75,6029.9501953125,5642.0498046875,5655.89990234375,3022787
2024-10-10,5915.2158203125,5942.14990234375,6022.0,5920.2998046875,5960.0,640572
2024-10-11,6114.40869140625,6142.25,6159.85009765625,5958.89990234375,5975.0,1089288
2024-10-14,6186.6796875,6214.85009765625,6235.0,6118.0498046875,6140.0,647056
2024-10-15,6079.02001953125,6106.7001953125,6275.85009765625,6020.35009765625,6150.0,1370567
2024-10-16,6095.89306640625,6123.64990234375,6142.75,6057.0,6101.7001953125,476603
2024-10-17,6049.8525390625,6077.39990234375,6170.9501953125,6045.60009765625,6123.64990234375,290563
2024-10-18,5994.95263671875,6022.25,6091.89990234375,6004.64990234375,6077.4501953125,334347
2024-10-21,5898.1435546875,5925.0,6108.39990234375,5909.35009765625,6029.9501953125,566368
2024-10-22,5791.57861328125,5817.9501953125,5964.0,5805.0,5920.0,569761
2024-10-23,5701.63818359375,5727.60009765625,5858.39990234375,5717.25,5804.39990234375,327730
2024-10-24,5710.64697265625,5736.64990234375,5771.2998046875,5692.25,5761.0,560790
2024-10-25,5754.54736328125,5780.75,5834.9501953125,5742.0,5742.0,1007972
2024-10-28,5788.04443359375,5814.39990234375,5850.0,5707.7998046875,5764.89990234375,391605
2024-10-29,5777.044921875,5803.35009765625,5845.10009765625,5746.0,5800.0,274283
2024-10-30,5859.91748046875,5886.60009765625,5933.9501953125,5797.0,5843.75,500928
2024-10-31,5862.95361328125,5889.64990234375,5940.0,5858.64990234375,5937.5,423706
2024-11-01,5876.79052734375,5903.5498046875,5932.5498046875,5871.75,5928.2001953125,34122
2024-11-04,5874.9990234375,5901.75,5941.2998046875,5841.7001953125,5904.25,357941
2024-11-05,5784.9091796875,5811.25,5901.75,5678.35009765625,5900.0,397496
2024-11-06,5927.1611328125,5954.14990234375,6005.7001953125,5810.0,5810.0,619492
2024-11-07,5932.93505859375,5959.9501953125,6050.0,5881.5498046875,6000.0,789818
2024-11-08,5922.880859375,5949.85009765625,6062.0,5880.0,5980.0,447048
2024-11-11,5873.20703125,5899.9501953125,6155.0,5782.2001953125,6155.0,1339441
2024-11-12,5784.36181640625,5810.7001953125,5949.85009765625,5782.0498046875,5915.0,433122
2024-11-13,5743.94580078125,5770.10009765625,5831.7001953125,5710.5498046875,5809.60009765625,250370
2024-11-14,5724.0361328125,5750.10009765625,5825.9501953125,5723.14990234375,5770.10009765625,220287
2024-11-18,5740.51123046875,5766.64990234375,5814.0498046875,5690.5,5700.0,390727
2024-11-19,5874.10302734375,5900.85009765625,5960.9501953125,5769.85009765625,5769.85009765625,427565
2024-11-21,5950.00732421875,5977.10009765625,6004.5,5880.10009765625,5880.10009765625,448388
2024-11-22,5971.1611328125,5998.35009765625,6056.9501953125,5980.0,5980.0,309695
2024-11-25,6110.6259765625,6138.4501953125,6185.0,6020.9501953125,6029.9501953125,839267
2024-11-26,6044.974609375,6072.5,6159.0498046875,6006.10009765625,6149.14990234375,218533
2024-11-27,5972.00732421875,5999.2001953125,6105.85009765625,5988.9501953125,6072.5,149153
2024-11-28,5924.82177734375,5951.7998046875,6022.7998046875,5902.10009765625,6022.7998046875,318089
2024-11-29,6144.720703125,6172.7001953125,6208.2998046875,6000.0,6024.0498046875,1027507
2024-12-02,6226.99609375,6255.35009765625,6282.0,6169.5498046875,6185.0,665882
2024-12-03,6182.39892578125,6210.5498046875,6285.4501953125,6194.2001953125,6280.0,742965
2024-12-04,6228.140625,6256.5,6268.25,6178.0498046875,6225.0,556873
2024-12-05,6068.5673828125,6096.2001953125,6184.85009765625,5866.10009765625,6184.85009765625,1426021
2024-12-06,6102.9609375,6130.75,6192.9501953125,6105.10009765625,6140.0,704328
2024-12-09,5932.63623046875,5959.64990234375,6041.5498046875,5937.64990234375,5999.9501953125,1123022
2024-12-10,5905.708984375,5932.60009765625,6032.7998046875,5871.0,5989.4501953125,393478
2024-12-11,5901.080078125,5927.9501953125,5970.5,5904.0,5956.0,355231
2024-12-12,5924.72265625,5951.7001953125,6055.0,5928.25,5950.0,359123
2024-12-13,5850.0625,5876.7001953125,5949.2998046875,5844.2001953125,5949.2998046875,445372
2024-12-16,5829.904296875,5856.4501953125,5909.9501953125,5820.0,5883.5,308602
2024-12-17,5820.89501953125,5847.39990234375,5935.0,5819.5498046875,5868.0,393644
2024-12-18,5823.234375,5849.75,5904.7998046875,5839.4501953125,5848.0,280887
2024-12-19,5794.3662109375,5820.75,5869.0,5780.0,5847.35009765625,451008
2024-12-20,5820.248046875,5846.75,5957.25,5790.0,5790.0,497158
2024-12-23,5822.93603515625,5849.4501953125,5935.0,5837.0,5846.75,464380
2024-12-24,5756.14013671875,5782.35009765625,5933.0498046875,5739.4501953125,5860.0,252658
2024-12-26,5860.06689453125,5886.75,5922.0,5716.5,5792.0,183602
2024-12-27,5854.392578125,5881.0498046875,5934.9501953125,5870.14990234375,5900.0,186225
2024-12-30,6017.599609375,6045.0,6138.85009765625,5880.0,5881.0498046875,1928937
2024-12-31,6071.1552734375,6098.7998046875,6135.25,5975.64990234375,6029.39990234375,610044
2025-01-01,6045.47265625,6073.0,6135.10009765625,6060.7001953125,6090.0,116675
2025-01-02,6116.8974609375,6144.75,6154.75,6010.0,6073.0,180792
2025-01-03,6020.88427734375,6048.2998046875,6248.89990234375,6030.14990234375,6159.0,427384
2025-01-06,5864.9443359375,5891.64990234375,6068.2001953125,5841.0,6068.2001953125,334922
2025-01-07,5881.1708984375,5907.9501953125,5936.9501953125,5875.0,5910.0,303309
2025-01-08,5841.7998046875,5868.39990234375,5965.85009765625,5822.2001953125,5930.0,213589
2025-01-09,5798.1484375,5824.5498046875,5905.5498046875,5811.75,5861.7001953125,98271
2025-01-10,5745.18994140625,5771.35009765625,5840.0,5715.2001953125,5800.0,384413
2025-01-13,5706.51611328125,5732.5,5887.5,5654.35009765625,5824.0,770897
2025-01-14,5963.1474609375,5990.2998046875,6006.4501953125,5749.35009765625,5761.10009765625,439344
2025-01-15,5850.2119140625,5876.85009765625,6000.39990234375,5768.5,6000.35009765625,483267
2025-01-16,5889.23388671875,5916.0498046875,5952.7998046875,5755.7001953125,5840.0,428736
2025-01-17,5889.23388671875,5916.0498046875,5938.85009765625,5871.7001953125,5930.5,177031
2025-01-20,5973.40087890625,6000.60009765625,6028.0,5840.0498046875,5917.0,309737
2025-01-21,5792.5244140625,5818.89990234375,6068.0498046875,5806.2998046875,6011.7001953125,437884
2025-01-22,5786.1533203125,5812.5,5846.89990234375,5755.0,5838.5498046875,513868
2025-01-23,5824.42919921875,5850.9501953125,5905.0498046875,5780.39990234375,5780.39990234375,449602
2025-01-24,5736.4794921875,5762.60009765625,5900.39990234375,5707.2998046875,5850.0,387486
2025-01-27,5551.47216796875,5576.75,5749.0,5546.0,5725.5,243092
2025-01-28,5385.67724609375,5410.2001953125,5585.0,5351.64990234375,5580.39990234375,588891
2025-01-29,5594.67529296875,5620.14990234375,5648.0,5361.5,5374.10009765625,241519
2025-01-30,5709.900390625,5735.89990234375,5791.60009765625,5601.7998046875,5621.10009765625,234255
2025-01-31,5552.41796875,5577.7001953125,5750.9501953125,5548.89990234375,5717.5498046875,429090
2025-02-01,5593.08251953125,5618.5498046875,5653.85009765625,5510.0,5589.0,108307
2025-02-03,5857.4287109375,5884.10009765625,5955.10009765625,5471.0,5619.0,1299208
2025-02-04,6068.6171875,6096.25,6230.0,5972.7001953125,6049.9501953125,1307734
2025-02-05,6095.74365234375,6123.5,6207.2001953125,6007.5,6060.5498046875,389786
2025-02-06,6091.9609375,6119.7001953125,6205.89990234375,6098.0498046875,6148.2998046875,373619
2025-02-07,6112.71630859375,6140.5498046875,6161.5,6080.5,6116.5498046875,153029
2025-02-10,5911.880859375,5938.7998046875,6179.0,5921.64990234375,6142.0,284788
2025-02-11,5919.794921875,5946.75,5964.7998046875,5862.10009765625,5949.9501953125,443166
2025-02-12,5942.7900390625,5969.85009765625,6000.0,5805.0,5946.75,292103
2025-02-13,5983.255859375,6010.5,6155.0,5984.75,5999.7001953125,667461
2025-02-14,5817.26171875,5843.75,6060.0,5766.0498046875,6017.2998046875,294685
2025-02-17,5896.89892578125,5923.75,5940.0,5760.25,5832.0,207670
2025-02-18,5813.23046875,5839.7001953125,5978.89990234375,5793.0,5950.0,283564
2025-02-19,5907.99853515625,5934.89990234375,5956.25,5740.0,5810.0,337225
2025-02-20,5951.20166015625,5978.2998046875,5987.9501953125,5892.2998046875,5915.0,292029
2025-02-21,5730.95458984375,5757.0498046875,5998.2998046875,5684.14990234375,5960.0,1003530
2025-02-24,5676.70166015625,5702.5498046875,5750.7001953125,5664.4501953125,5680.39990234375,306309
2025-02-25,5700.443359375,5726.39990234375,5774.2998046875,5664.7998046875,5701.0,188012
2025-02-27,5590.3447265625,5615.7998046875,5785.0,5579.25,5726.39990234375,257921
2025-02-28,5455.4091796875,5480.25,5600.0,5364.85009765625,5600.0,564464
2025-03-03,5515.13720703125,5540.25,5572.39990234375,5360.64990234375,5480.25,308548
2025-03-04,5492.68994140625,5517.7001953125,5556.9501953125,5457.85009765625,5500.0,142095
2025-03-05,5491.54443359375,5516.5498046875,5563.0498046875,5460.0,5460.0,392202
2025-03-06,5543.45849609375,5568.7001953125,5645.9501953125,5549.9501953125,5549.9501953125,280218
2025-03-07,5553.462890625,5578.75,5619.7998046875,5528.39990234375,5553.2998046875,187672
2025-03-10,5489.25537109375,5514.25,5631.64990234375,5486.85009765625,5578.75,281666
2025-03-11,5521.1103515625,5546.25,5578.2001953125,5414.25,5454.0,211471
2025-03-12,5641.4619140625,5667.14990234375,5677.10009765625,5481.7001953125,5525.0,345394
2025-03-13,5594.97412109375,5620.4501953125,5758.25,5604.0,5695.5,219553
2025-03-17,5645.1455078125,5670.85009765625,5695.0,5582.0498046875,5620.4501953125,133663
2025-03-18,5645.1455078125,5670.85009765625,5670.85009765625,5670.85009765625,5670.85009765625,0
2025-03-19,5791.72802734375,5818.10009765625,5850.0,5742.0498046875,5780.0,231264
2025-03-20,5795.7099609375,5822.10009765625,5865.7998046875,5805.0,5850.0,252148
2025-03-21,5771.072265625,5797.35009765625,5855.5,5739.5498046875,5848.0,537097
2025-03-24,5883.908203125,5910.7001953125,5935.0,5775.39990234375,5795.89990234375,322013
2025-03-25,5814.17578125,5840.64990234375,5940.25,5815.4501953125,5940.25,330676
2025-03-26,5812.732421875,5839.2001953125,5918.2001953125,5767.5498046875,5869.85009765625,238411
2025-03-27,5846.03076171875,5872.64990234375,5893.75,5727.2001953125,5838.0,385946
2025-03-28,5749.271484375,5775.4501953125,5885.0,5738.0,5850.0,291524
2025-04-01,5524.544921875,5549.7001953125,5818.5,5521.0,5749.5,341053
2025-04-02,5640.3173828125,5666.0,5681.4501953125,5535.0,5550.5498046875,316866
2025-04-03,5736.8779296875,5763.0,5970.0,5729.35009765625,5889.9501953125,537669
2025-04-04,5457.99755859375,5482.85009765625,5762.64990234375,5384.9501953125,5760.0,681423
2025-04-07,5235.11279296875,5258.9501953125,5358.85009765625,4955.0,4955.0,565168
2025-04-08,5362.88037109375,5387.2998046875,5475.0,5303.0,5347.10009765625,369634
2025-04-09,5361.73583984375,5386.14990234375,5429.60009765625,5231.60009765625,5300.0,458062
2025-04-11,5563.96484375,5589.2998046875,5625.0,5386.14990234375,5550.0,794543
2025-04-15,5708.5068359375,5734.5,5767.5,5605.0,5638.5,586197
2025-04-16,5727.91845703125,5754.0,5805.5,5685.0,5715.0,280947
2025-04-17,5614.43505859375,5640.0,5798.0,5596.0,5750.0,531948
2025-04-21,5864.79541015625,5891.5,5920.0,5799.0,5850.0,717346
