date_,adj close_cesc.ns,close_cesc.ns,high_cesc.ns,low_cesc.ns,open_cesc.ns,volume_cesc.ns
2024-01-16,126.31394958496094,138.85000610351562,143.5,137.5,140.39999389648438,9217735
2024-01-17,125.85909271240234,138.35000610351562,141.39999389648438,136.14999389648438,137.9499969482422,7388183
2024-01-18,128.63372802734375,141.39999389648438,142.5,132.0,137.10000610351562,11276056
2024-01-19,130.68057250976562,143.64999389648438,145.60000610351562,141.0500030517578,142.85000610351562,12392887
2024-01-23,118.80879974365234,130.60000610351562,141.3000030517578,129.0,141.0,10496555
2024-01-24,119.53656768798828,131.39999389648438,135.8000030517578,130.0,132.5,9592330
2024-01-25,121.2650375366211,133.3000030517578,134.25,131.85000610351562,132.6999969482422,4206714
2024-01-29,126.54138946533203,139.10000610351562,140.64999389648438,134.5,134.75,14397836
2024-01-30,130.2257080078125,143.14999389648438,149.89999389648438,141.0,141.6999969482422,27034297
2024-01-31,130.1802520751953,143.10000610351562,145.5,141.8000030517578,144.60000610351562,8359254
2024-02-01,131.589111328125,140.10000610351562,142.85000610351562,139.0,141.39999389648438,6343323
2024-02-02,129.33489990234375,137.6999969482422,141.6999969482422,136.6999969482422,140.39999389648438,6498178
2024-02-05,133.79635620117188,142.4499969482422,144.0,136.10000610351562,138.39999389648438,12812541
2024-02-06,131.30734252929688,139.8000030517578,144.0,139.0,143.5500030517578,6082798
2024-02-07,130.22718811035156,138.64999389648438,142.25,137.6999969482422,140.4499969482422,6165170
2024-02-08,130.3211212158203,138.75,143.3000030517578,138.14999389648438,142.5,7023285
2024-02-09,126.37626647949219,134.5500030517578,138.9499969482422,133.25,138.9499969482422,6146630
2024-02-12,114.82347106933594,122.25,135.1999969482422,116.4000015258789,134.64999389648438,9033792
2024-02-13,116.18538665771484,123.69999694824219,124.80000305175781,118.3499984741211,120.0,7826770
2024-02-14,120.41201782226562,128.1999969482422,128.9499969482422,121.4000015258789,122.44999694824219,4153611
2024-02-15,125.4839859008789,133.60000610351562,134.5,129.1999969482422,129.25,5277064
2024-02-16,124.12205505371094,132.14999389648438,134.8000030517578,130.9499969482422,134.6999969482422,3385817
2024-02-19,122.10267639160156,130.0,133.25,129.60000610351562,132.14999389648438,4692223
2024-02-20,122.57229614257812,130.5,132.0,129.1999969482422,130.0,2172350
2024-02-21,120.55290985107422,128.35000610351562,132.14999389648438,128.0,131.14999389648438,3402895
2024-02-22,122.2435531616211,130.14999389648438,131.89999389648438,126.19999694824219,129.0,10848629
2024-02-23,121.4921646118164,129.35000610351562,130.9499969482422,129.0,130.64999389648438,2044573
2024-02-26,121.30430603027344,129.14999389648438,130.25,126.80000305175781,129.25,3365663
2024-02-27,122.57229614257812,130.5,131.6999969482422,128.1999969482422,129.14999389648438,2976160
2024-02-28,121.35127258300781,129.1999969482422,132.10000610351562,124.05000305175781,131.0,4626074
2024-02-29,119.14403533935547,126.8499984741211,129.4499969482422,124.8499984741211,129.0,5122564
2024-03-01,119.00314331054688,126.69999694824219,129.3000030517578,125.8499984741211,126.8499984741211,4674159
2024-03-04,121.86786651611328,129.75,133.60000610351562,128.10000610351562,128.10000610351562,7530065
2024-03-05,120.50595092773438,128.3000030517578,130.39999389648438,127.0,130.0,3411156
2024-03-06,118.53351593017578,126.19999694824219,130.6999969482422,124.69999694824219,128.3000030517578,4803709
2024-03-07,117.73515319824219,125.3499984741211,128.5500030517578,124.80000305175781,126.19999694824219,3100807
2024-03-11,114.02511596679688,121.4000015258789,125.9000015258789,120.80000305175781,125.8499984741211,3766428
2024-03-12,112.66319274902344,119.94999694824219,121.4000015258789,116.30000305175781,121.4000015258789,5507624
2024-03-13,105.61881256103516,112.44999694824219,120.55000305175781,111.4000015258789,120.19999694824219,7472871
2024-03-14,109.8454360961914,116.94999694824219,117.5,109.75,110.19999694824219,4369059
2024-03-15,110.31507110595703,117.44999694824219,118.75,112.4000015258789,118.0,4531805
2024-03-18,108.10783386230469,115.0999984741211,119.0,114.5,117.5999984741211,3278597
2024-03-19,107.30946350097656,114.25,118.05000305175781,113.9000015258789,114.8499984741211,2737601
2024-03-20,106.65199279785156,113.55000305175781,116.8499984741211,112.80000305175781,114.9000015258789,4228808
2024-03-21,113.22675323486328,120.55000305175781,121.5,113.69999694824219,113.69999694824219,6524040
2024-03-22,112.42838287353516,119.69999694824219,122.9000015258789,118.30000305175781,120.0,4636040
2024-03-26,111.48912811279297,118.69999694824219,120.44999694824219,118.05000305175781,119.69999694824219,4001553
2024-03-27,114.68258666992188,122.0999984741211,124.4000015258789,118.94999694824219,119.6500015258789,7780336
2024-03-28,114.25992584228516,121.6500015258789,132.0,118.30000305175781,132.0,10305499
2024-04-01,117.87604522705078,125.5,126.4000015258789,122.55000305175781,123.4000015258789,5201212
2024-04-02,119.75454711914062,127.5,127.8499984741211,125.05000305175781,125.94999694824219,3272008
2024-04-03,121.21038818359375,129.0500030517578,130.0500030517578,126.69999694824219,127.3499984741211,4700410
2024-04-04,129.28794860839844,137.64999389648438,138.1999969482422,130.0,130.1999969482422,16832363
2024-04-05,127.2685546875,135.5,137.85000610351562,134.39999389648438,136.6999969482422,9695795
2024-04-08,132.29354858398438,140.85000610351562,142.5,134.64999389648438,136.14999389648438,14282732
2024-04-09,134.078125,142.75,145.1999969482422,140.89999389648438,141.89999389648438,10605486
2024-04-10,133.7024383544922,142.35000610351562,145.0,141.14999389648438,143.64999389648438,5285898
2024-04-12,132.5283660888672,141.10000610351562,144.1999969482422,140.0,142.0,5769001
2024-04-15,131.63607788085938,140.14999389648438,143.9499969482422,133.5,136.0,7582456
2024-04-16,132.5283660888672,141.10000610351562,143.64999389648438,138.3000030517578,138.85000610351562,4302456
2024-04-18,133.7024383544922,142.35000610351562,145.8000030517578,140.35000610351562,141.35000610351562,8318186
2024-04-19,132.38746643066406,140.9499969482422,143.0,137.85000610351562,139.5,3598242
2024-04-22,134.82952880859375,143.5500030517578,145.3000030517578,141.5,142.0,6155080
2024-04-23,133.65545654296875,142.3000030517578,146.8000030517578,141.0,145.0,5626193
2024-04-24,132.5753173828125,141.14999389648438,143.9499969482422,140.5500030517578,143.3000030517578,3210706
2024-04-25,132.85708618164062,141.4499969482422,142.4499969482422,140.6999969482422,141.14999389648438,1825283
2024-04-26,134.78256225585938,143.5,145.0,141.0500030517578,142.10000610351562,4857225
2024-04-29,138.44564819335938,147.39999389648438,150.3000030517578,144.0500030517578,144.5,17629442
2024-04-30,138.398681640625,147.35000610351562,150.60000610351562,146.8000030517578,148.6999969482422,7667056
2024-05-02,143.42367553710938,152.6999969482422,155.5,146.9499969482422,147.64999389648438,20238147
2024-05-03,143.5645751953125,152.85000610351562,157.64999389648438,151.64999389648438,154.1999969482422,11205177
2024-05-06,139.94845581054688,149.0,154.10000610351562,146.0500030517578,153.9499969482422,11287598
2024-05-07,133.7024383544922,142.35000610351562,150.14999389648438,140.3000030517578,149.35000610351562,7212459
2024-05-08,134.78256225585938,143.5,145.64999389648438,140.0,140.0,2846993
2024-05-09,131.5421600341797,140.0500030517578,144.25,137.85000610351562,144.0,6191220
2024-05-10,133.09190368652344,141.6999969482422,142.85000610351562,139.4499969482422,140.89999389648438,7725284
2024-05-13,131.589111328125,140.10000610351562,142.3000030517578,135.5,142.0,5038201
2024-05-14,133.937255859375,142.60000610351562,143.1999969482422,139.1999969482422,140.5500030517578,4039429
2024-05-15,132.01177978515625,140.5500030517578,144.60000610351562,140.0,143.5,2750023
2024-05-16,132.5753173828125,141.14999389648438,143.4499969482422,139.5500030517578,141.5,2427759
2024-05-17,138.21083068847656,147.14999389648438,148.25,140.39999389648438,142.0,7437015
2024-05-21,138.21083068847656,147.14999389648438,149.0500030517578,143.60000610351562,146.39999389648438,4255374
2024-05-22,139.3848876953125,148.39999389648438,149.4499969482422,144.5500030517578,148.0,5444422
2024-05-23,137.69424438476562,146.60000610351562,151.25,145.0,149.25,3732251
2024-05-24,136.1914520263672,145.0,148.89999389648438,141.0,143.0,9724463
2024-05-27,137.1306915283203,146.0,146.89999389648438,142.85000610351562,145.39999389648438,3540412
2024-05-28,133.1858367919922,141.8000030517578,147.5,141.0500030517578,146.64999389648438,2168130
2024-05-29,136.567138671875,145.39999389648438,146.0,140.0,141.3000030517578,3420372
2024-05-30,134.17205810546875,142.85000610351562,146.0,141.60000610351562,146.0,4026617
2024-05-31,138.11691284179688,147.0500030517578,149.1999969482422,142.0500030517578,142.0500030517578,13595163
2024-06-03,142.9540557861328,152.1999969482422,155.6999969482422,149.0,153.60000610351562,8353049
2024-06-04,123.37066650390625,131.35000610351562,152.0,121.80000305175781,152.0,11628696
2024-06-05,127.78514862060547,136.0500030517578,137.89999389648438,129.0500030517578,132.5,7889462
2024-06-06,133.7024383544922,142.35000610351562,143.5,137.0,138.0,5948404
2024-06-07,138.0699462890625,147.0,148.0,141.14999389648438,143.0,3092904
2024-06-10,137.81634521484375,146.72999572753906,148.69000244140625,146.10000610351562,147.8000030517578,3438212
2024-06-11,138.79318237304688,147.77000427246094,148.4499969482422,145.60000610351562,148.0,4086646
2024-06-12,139.8357391357422,148.8800048828125,150.0,146.52999877929688,147.8000030517578,3105917
2024-06-13,141.0004119873047,150.1199951171875,150.75,147.6999969482422,150.25,3889263
2024-06-14,140.6528778076172,149.75,150.50999450683594,148.11000061035156,150.1199951171875,3785962
2024-06-18,142.0523681640625,151.24000549316406,155.1999969482422,150.0,151.3000030517578,4558146
2024-06-19,140.37110900878906,149.4499969482422,152.75,146.44000244140625,152.10000610351562,3725588
2024-06-20,140.9628448486328,150.0800018310547,151.3000030517578,147.89999389648438,149.6999969482422,2716556
2024-06-21,141.6203155517578,150.77999877929688,153.25,150.0500030517578,150.2100067138672,2975386
2024-06-24,142.8319549560547,152.07000732421875,155.0,149.64999389648438,150.1699981689453,5502704
2024-06-25,142.25901794433594,151.4600067138672,153.6999969482422,150.8000030517578,152.8000030517578,2786627
2024-06-26,157.7754364013672,167.97999572753906,170.0,151.4600067138672,151.89999389648438,63690072
2024-06-27,155.22067260742188,165.25999450683594,171.1999969482422,164.0,169.39999389648438,15995220
2024-06-28,152.72227478027344,162.60000610351562,167.39999389648438,161.5500030517578,165.0,5023035
2024-07-01,151.6327362060547,161.44000244140625,163.89999389648438,159.50999450683594,161.55999755859375,4875762
2024-07-02,148.9370880126953,158.57000732421875,163.60000610351562,157.50999450683594,162.0,3119639
2024-07-03,149.40670776367188,159.07000732421875,162.99000549316406,157.1999969482422,160.0,8915769
2024-07-04,149.37852478027344,159.0399932861328,160.66000366210938,156.8699951171875,160.00999450683594,3345297
2024-07-05,157.81301879882812,168.02000427246094,169.89999389648438,157.14999389648438,159.14999389648438,11901412
2024-07-08,161.6169891357422,172.07000732421875,178.8000030517578,169.0,169.60000610351562,14288074
2024-07-09,170.88739013671875,181.94000244140625,189.0399932861328,174.0,174.0,40013333
2024-07-10,174.75711059570312,186.05999755859375,188.5,179.0500030517578,183.39999389648438,18221608
2024-07-11,180.24232482910156,191.89999389648438,192.60000610351562,181.41000366210938,187.5,14706939
2024-07-12,175.56484985351562,186.9199981689453,192.6999969482422,186.0,192.6999969482422,9334536
2024-07-15,172.34323120117188,183.49000549316406,190.39999389648438,182.50999450683594,186.94000244140625,6448190
2024-07-16,169.0652313232422,180.0,185.5500030517578,178.14999389648438,184.99000549316406,5213740
2024-07-18,164.96070861816406,175.6300048828125,181.6999969482422,174.22999572753906,180.0,6755556
2024-07-19,157.2400665283203,167.41000366210938,176.4499969482422,166.6699981689453,175.60000610351562,6774987
2024-07-22,157.30581665039062,167.47999572753906,173.66000366210938,164.0500030517578,165.39999389648438,7330565
2024-07-23,155.0328369140625,165.05999755859375,170.47999572753906,153.6199951171875,168.82000732421875,4894382
2024-07-24,158.39535522460938,168.63999938964844,174.25,163.85000610351562,165.14999389648438,9115225
2024-07-25,157.49365234375,167.67999267578125,172.6999969482422,166.60000610351562,168.25,4421855
2024-07-26,156.74227905273438,166.8800048828125,169.92999267578125,166.25,168.67999267578125,4230772
2024-07-29,156.80801391601562,166.9499969482422,170.63999938964844,166.3300018310547,167.99000549316406,3940441
2024-07-30,162.28384399414062,172.77999877929688,177.60000610351562,168.9499969482422,169.97999572753906,18871311
2024-07-31,162.03964233398438,172.52000427246094,176.6999969482422,172.0,174.35000610351562,7331826
2024-08-01,170.79345703125,181.83999633789062,183.0,172.63999938964844,173.38999938964844,27161163
2024-08-02,168.66136169433594,179.57000732421875,181.63999938964844,176.05999755859375,180.0,10289950
2024-08-05,160.1705322265625,170.52999877929688,175.44000244140625,166.75,175.0,8846839
2024-08-06,163.43911743164062,174.00999450683594,177.3800048828125,170.3000030517578,173.0,7581263
2024-08-07,163.8993682861328,174.5,178.8000030517578,174.0,176.60000610351562,4915324
2024-08-08,164.10598754882812,174.72000122070312,175.5,171.0,174.0,5889711
2024-08-09,165.07342529296875,175.75,178.47999572753906,175.0,175.75,4061370
2024-08-12,167.61880493164062,178.4600067138672,179.5,171.11000061035156,173.0,6713490
2024-08-13,165.0922088623047,175.77000427246094,180.8000030517578,173.3000030517578,179.6999969482422,3623633
2024-08-14,161.41973876953125,171.86000061035156,175.77000427246094,169.58999633789062,175.77000427246094,4515262
2024-08-16,158.6113739013672,168.8699951171875,174.1999969482422,168.00999450683594,174.0,2672227
2024-08-19,163.23248291015625,173.7899932861328,176.8699951171875,169.25,170.38999938964844,8356720
2024-08-20,166.1441650390625,176.88999938964844,180.35000610351562,174.24000549316406,176.0,8341090
2024-08-21,176.3444366455078,187.75,193.5,177.11000061035156,178.3000030517578,40850013
2024-08-22,180.32687377929688,191.99000549316406,195.1999969482422,185.69000244140625,188.60000610351562,25791945
2024-08-23,178.64559936523438,190.1999969482422,194.77999877929688,187.6999969482422,192.75,8467311
2024-08-26,177.25550842285156,188.72000122070312,193.77999877929688,188.0,191.5500030517578,7907309
2024-08-27,195.74937438964844,208.41000366210938,210.0,187.7100067138672,188.36000061035156,70281201
2024-08-28,191.71060180664062,204.11000061035156,209.3000030517578,202.6199951171875,208.89999389648438,12674762
2024-08-29,186.2535400390625,198.3000030517578,205.3000030517578,197.0,204.5,7459586
2024-08-30,182.2523193359375,194.0399932861328,202.57000732421875,193.0,199.1999969482422,11703680
2024-09-02,183.89601135253906,195.7899932861328,200.5,193.72000122070312,195.5500030517578,5730756
2024-09-03,185.7557373046875,197.77000427246094,199.3300018310547,194.6999969482422,196.0,5326356
2024-09-04,182.1584014892578,193.94000244140625,202.5,191.5800018310547,195.10000610351562,10255373
2024-09-05,181.9423828125,193.7100067138672,198.3699951171875,193.25,194.6999969482422,5565788
2024-09-06,176.51348876953125,187.92999267578125,197.6999969482422,187.00999450683594,194.02000427246094,5107131
2024-09-09,178.44837951660156,189.99000549316406,192.0,182.10000610351562,187.66000366210938,8132817
2024-09-10,186.7701416015625,198.85000610351562,199.5,189.8800048828125,190.75,11938715
2024-09-11,182.62803649902344,194.44000244140625,201.4499969482422,193.60000610351562,200.0,6414243
2024-09-12,183.15402221679688,195.0,197.6999969482422,190.64999389648438,195.4499969482422,5846636
2024-09-13,185.5303192138672,197.52999877929688,202.39999389648438,195.64999389648438,196.0,9482841
2024-09-16,183.67059326171875,195.5500030517578,198.69000244140625,194.39999389648438,198.5,2375704
2024-09-17,180.74012756347656,192.42999267578125,196.83999633789062,191.58999633789062,196.0,2571775
2024-09-18,180.63682556152344,192.32000732421875,193.0500030517578,188.82000732421875,190.8300018310547,2573125
2024-09-19,177.71575927734375,189.2100067138672,193.47999572753906,183.5,192.4499969482422,4720715
2024-09-20,175.03887939453125,186.36000061035156,191.10000610351562,185.60000610351562,190.1999969482422,3914349
2024-09-23,183.7175750732422,195.60000610351562,196.6999969482422,186.3699951171875,187.0,8306145
2024-09-24,188.62985229492188,200.8300018310547,203.5,195.35000610351562,196.35000610351562,11714046
2024-09-25,193.4951629638672,206.00999450683594,207.1999969482422,200.0,200.8000030517578,13667372
2024-09-26,191.6824188232422,204.0800018310547,212.49000549316406,201.1999969482422,206.85000610351562,10328933
2024-09-27,187.75633239746094,199.89999389648438,205.66000366210938,199.0500030517578,204.0,4168819
2024-09-30,189.1840057373047,201.4199981689453,206.69000244140625,196.1999969482422,199.99000549316406,8668324
2024-10-01,188.76133728027344,200.97000122070312,204.1199951171875,200.14999389648438,201.5,2540572
2024-10-03,181.7075653076172,193.4600067138672,198.58999633789062,191.6999969482422,196.0,4451061
2024-10-04,182.4965362548828,194.3000030517578,196.97999572753906,187.67999267578125,195.0,4495929
2024-10-07,172.2962646484375,183.44000244140625,194.6999969482422,179.22999572753906,194.3000030517578,7646091
2024-10-08,178.58924865722656,190.13999938964844,190.94000244140625,179.11000061035156,183.4199981689453,4449013
2024-10-09,176.25051879882812,187.64999389648438,191.97000122070312,187.00999450683594,191.10000610351562,2652063
2024-10-10,174.3907928466797,185.6699981689453,190.25,184.49000549316406,188.75,2212216
2024-10-11,174.2311248779297,185.5,187.88999938964844,184.3000030517578,186.0,1922281
2024-10-14,176.09083557128906,187.47999572753906,189.5800018310547,183.3699951171875,185.60000610351562,3135912
2024-10-15,182.40260314941406,194.1999969482422,196.17999267578125,187.94000244140625,188.6999969482422,4724952
2024-10-16,181.57606506347656,193.32000732421875,197.38999938964844,192.1199951171875,194.89999389648438,5857119
