date_,adj close_cesc.ns,close_cesc.ns,high_cesc.ns,low_cesc.ns,open_cesc.ns,volume_cesc.ns
2024-10-17,181.24734497070312,192.97000122070312,193.77999877929688,190.2100067138672,193.0,2502943
2024-10-18,185.06069946289062,197.02999877929688,200.39999389648438,187.35000610351562,192.0,7819844
2024-10-21,180.92799377441406,192.6300048828125,199.5399932861328,190.0,198.5,3629663
2024-10-22,175.24551391601562,186.5800018310547,193.6999969482422,185.64999389648438,192.60000610351562,2797445
2024-10-23,176.63560485839844,188.05999755859375,191.33999633789062,183.75999450683594,185.5,2864630
2024-10-24,176.31626892089844,187.72000122070312,190.83999633789062,187.0,188.39999389648438,1801202
2024-10-25,171.50730895996094,182.60000610351562,189.0,179.5399932861328,186.99000549316406,3056417
2024-10-28,166.19113159179688,176.94000244140625,183.89999389648438,175.9499969482422,182.92999267578125,4221615
2024-10-29,171.2537078857422,182.3300018310547,183.39999389648438,175.13999938964844,176.94000244140625,2408173
2024-10-30,172.0614471435547,183.19000244140625,184.83999633789062,181.1699981689453,182.3300018310547,1516877
2024-10-31,177.69696044921875,189.19000244140625,191.60000610351562,182.2899932861328,182.82000732421875,5739875
2024-11-01,179.1058349609375,190.69000244140625,192.55999755859375,189.19000244140625,189.19000244140625,505681
2024-11-04,169.85421752929688,180.83999633789062,191.39999389648438,180.1999969482422,191.39999389648438,4061721
2024-11-05,171.15977478027344,182.22999572753906,184.64999389648438,179.1999969482422,180.83999633789062,2798226
2024-11-06,175.31124877929688,186.64999389648438,188.99000549316406,183.1999969482422,184.0,4563269
2024-11-07,174.61622619628906,185.91000366210938,189.1999969482422,185.16000366210938,187.19000244140625,1918822
2024-11-08,171.64817810058594,182.75,186.47999572753906,181.99000549316406,185.0,1425068
2024-11-11,172.84103393554688,184.02000427246094,185.6999969482422,179.64999389648438,181.99000549316406,2416660
2024-11-12,172.74710083007812,183.9199981689453,188.6199951171875,182.6999969482422,184.33999633789062,4262381
2024-11-13,164.35020446777344,174.97999572753906,183.39999389648438,174.02999877929688,183.3000030517578,3898790
2024-11-14,164.3314208984375,174.9600067138672,178.7899932861328,174.3000030517578,174.97999572753906,2990972
2024-11-18,160.69651794433594,171.08999633789062,177.17999267578125,170.2100067138672,175.89999389648438,2211164
2024-11-19,159.6539306640625,169.97999572753906,174.4499969482422,169.0,171.4499969482422,2450601
2024-11-21,160.59320068359375,170.97999572753906,173.3800048828125,169.1999969482422,169.52999877929688,3435430
2024-11-22,162.47169494628906,172.97999572753906,173.39999389648438,170.50999450683594,172.39999389648438,1351299
2024-11-25,163.9275360107422,174.52999877929688,181.99000549316406,174.00999450683594,178.0,4243657
2024-11-26,161.55123901367188,172.0,176.19000244140625,171.0,173.0500030517578,3777719
2024-11-27,163.13856506347656,173.69000244140625,174.5,171.41000366210938,173.39999389648438,2243457
2024-11-28,163.7678680419922,174.36000061035156,176.52000427246094,172.1999969482422,174.58999633789062,3996044
2024-11-29,163.4109344482422,173.97999572753906,176.0,172.44000244140625,174.9600067138672,3691449
2024-12-02,166.67953491210938,177.4600067138672,178.0,173.0,173.85000610351562,4570893
2024-12-03,173.08523559570312,184.27999877929688,188.85000610351562,178.0,178.14999389648438,14178508
2024-12-04,175.273681640625,186.61000061035156,188.6999969482422,184.07000732421875,185.0,7962516
2024-12-05,179.93238830566406,191.57000732421875,193.8000030517578,185.14999389648438,185.50999450683594,12312895
2024-12-06,185.85906982421875,197.8800048828125,203.8000030517578,191.41000366210938,192.4499969482422,21098223
2024-12-09,187.5309295654297,199.66000366210938,202.5,197.50999450683594,197.8800048828125,5322121
2024-12-10,182.5529022216797,194.36000061035156,199.92999267578125,192.33999633789062,199.8000030517578,4290299
2024-12-11,181.48214721679688,193.22000122070312,195.77999877929688,192.83999633789062,195.3000030517578,2228429
2024-12-12,179.1621856689453,190.75,194.85000610351562,187.58999633789062,192.99000549316406,3248506
2024-12-13,176.109619140625,187.5,191.6999969482422,185.10000610351562,190.60000610351562,3651174
2024-12-16,177.26490783691406,188.72999572753906,190.22999572753906,186.60000610351562,187.4499969482422,3115095
2024-12-17,176.07205200195312,187.4600067138672,191.47999572753906,185.52999877929688,188.6999969482422,4294839
2024-12-18,173.5642547607422,184.7899932861328,188.97999572753906,183.60000610351562,187.4499969482422,3900341
2024-12-19,175.61183166503906,186.97000122070312,188.3000030517578,181.50999450683594,181.9499969482422,4474807
2024-12-20,171.6387939453125,182.74000549316406,188.36000061035156,182.0,186.97000122070312,4861983
2024-12-23,173.5266876220703,184.75,185.1300048828125,180.24000549316406,184.67999267578125,3990598
2024-12-24,172.2962646484375,183.44000244140625,186.41000366210938,182.5,185.35000610351562,6412060
2024-12-26,173.59243774414062,184.82000732421875,186.8000030517578,182.89999389648438,184.0,4411186
2024-12-27,173.37640380859375,184.58999633789062,187.30999755859375,183.66000366210938,186.49000549316406,2229890
2024-12-30,174.05267333984375,185.30999755859375,186.89999389648438,183.25999450683594,185.0,3356676
2024-12-31,174.63499450683594,185.92999267578125,188.39999389648438,183.1199951171875,186.89999389648438,6616815
2025-01-01,174.81346130371094,186.1199951171875,186.9499969482422,184.5,185.92999267578125,2358037
2025-01-02,177.81906127929688,189.32000732421875,190.49000549316406,185.64999389648438,186.5,5437601
2025-01-03,174.6068115234375,185.89999389648438,192.27000427246094,185.1999969482422,190.5,4632855
2025-01-06,165.3833770751953,176.0800018310547,186.72000122070312,175.25999450683594,186.60000610351562,4835749
2025-01-07,168.34201049804688,179.22999572753906,181.52999877929688,175.64999389648438,177.97999572753906,3797828
2025-01-08,163.82421875,174.4199981689453,178.8000030517578,171.11000061035156,178.49000549316406,5181686
2025-01-09,159.5694122314453,169.88999938964844,174.39999389648438,169.3000030517578,174.0,5606219
2025-01-10,152.55319213867188,162.4199981689453,171.38999938964844,161.5,171.0,10421244
2025-01-13,142.7849884033203,152.02000427246094,161.60000610351562,150.5500030517578,161.0,17221343
2025-01-14,144.35354614257812,153.69000244140625,156.89999389648438,151.16000366210938,153.25999450683594,6388587
2025-01-15,144.72923278808594,154.08999633789062,156.8000030517578,152.3000030517578,156.16000366210938,10402105
2025-01-16,145.8805694580078,150.77999877929688,153.6999969482422,148.61000061035156,152.08999633789062,11232829
2025-01-17,147.68980407714844,152.64999389648438,153.39999389648438,149.10000610351562,150.7899932861328,7692289
2025-01-20,148.47349548339844,153.4600067138672,153.9600067138672,150.30999755859375,152.8800048828125,5268649
2025-01-21,142.67813110351562,147.47000122070312,154.88999938964844,147.0,154.8800048828125,5653435
2025-01-22,137.84059143066406,142.47000122070312,147.58999633789062,140.75,146.91000366210938,6696262
2025-01-23,140.40447998046875,145.1199951171875,146.0,141.02999877929688,142.47000122070312,4554286
2025-01-24,134.4833526611328,139.0,145.27999877929688,138.1999969482422,144.50999450683594,7941642
2025-01-27,131.7840118408203,136.2100067138672,137.75,133.0500030517578,137.02000427246094,8760125
2025-01-28,128.09780883789062,132.39999389648438,138.4499969482422,129.8000030517578,138.4499969482422,7443490
2025-01-29,134.14471435546875,138.64999389648438,139.16000366210938,132.57000732421875,132.94000244140625,3742569
2025-01-30,136.94081115722656,141.5399932861328,142.58999633789062,138.0,138.64999389648438,4888531
2025-01-31,138.33401489257812,142.97999572753906,143.7100067138672,140.7100067138672,142.0,3522031
2025-02-01,134.2995147705078,138.80999755859375,145.2899932861328,136.14999389648438,143.0,6264331
2025-02-03,130.75843811035156,135.14999389648438,137.24000549316406,132.5800018310547,137.00999450683594,5326976
2025-02-04,133.0901336669922,137.55999755859375,138.61000061035156,134.50999450683594,135.9499969482422,7485825
2025-02-05,134.93807983398438,139.47000122070312,141.60000610351562,137.60000610351562,138.14999389648438,4239626
2025-02-06,133.6609649658203,138.14999389648438,140.8000030517578,136.89999389648438,140.8000030517578,3058830
2025-02-07,130.80682373046875,135.1999969482422,138.77000427246094,134.22000122070312,138.14999389648438,4211982
2025-02-10,129.14271545410156,133.47999572753906,135.8800048828125,132.11000061035156,135.0,4965720
2025-02-11,124.81795501708984,129.00999450683594,134.2100067138672,128.5,133.99000549316406,4331799
2025-02-12,123.77305603027344,127.93000030517578,129.36000061035156,124.0999984741211,128.8300018310547,8097476
2025-02-13,121.828369140625,125.91999816894531,132.0,125.72000122070312,128.5,5280907
2025-02-14,118.20989990234375,122.18000030517578,127.38999938964844,120.56999969482422,127.30000305175781,8386902
2025-02-17,121.828369140625,125.91999816894531,126.73999786376953,119.0,121.98999786376953,7730920
2025-02-18,123.74403381347656,127.9000015258789,128.39999389648438,123.25,126.4000015258789,4278931
2025-02-19,127.2657470703125,131.5399932861328,134.1300048828125,126.12000274658203,126.91000366210938,6647511
2025-02-20,133.3707275390625,137.85000610351562,138.42999267578125,131.0,131.5399932861328,6908552
2025-02-21,132.1226348876953,136.55999755859375,139.5,133.8800048828125,137.0500030517578,5095169
2025-02-24,132.4999542236328,136.9499969482422,137.17999267578125,134.0,134.11000061035156,2744331
2025-02-25,128.92019653320312,133.25,138.0,131.35000610351562,137.00999450683594,5296481
2025-02-27,129.8876953125,134.25,135.5500030517578,130.02000427246094,133.5,6022533
2025-02-28,126.54011535644531,130.7899932861328,133.88999938964844,129.25,132.99000549316406,4520186
2025-03-03,128.23324584960938,132.5399932861328,135.0,126.77999877929688,130.3000030517578,5410872
2025-03-04,132.53866577148438,136.99000549316406,138.5,129.0500030517578,130.88999938964844,4357853
2025-03-05,136.72796630859375,141.32000732421875,142.17999267578125,137.55999755859375,138.00999450683594,6746428
2025-03-06,135.31539916992188,139.86000061035156,143.92999267578125,139.25999450683594,143.0,4463376
2025-03-07,136.36032104492188,140.94000244140625,141.5500030517578,138.6300048828125,139.58999633789062,3407588
2025-03-10,134.88003540039062,139.41000366210938,142.5399932861328,137.7100067138672,140.92999267578125,3538726
2025-03-11,134.609130859375,139.1300048828125,140.14999389648438,136.0,137.88999938964844,2402250
2025-03-12,135.0445098876953,139.5800018310547,141.27000427246094,136.88999938964844,140.00999450683594,2413313
2025-03-13,134.16407775878906,138.6699981689453,140.64999389648438,138.10000610351562,140.00999450683594,2278724
2025-03-17,135.43150329589844,139.97999572753906,140.47999572753906,138.6999969482422,139.0,2258403
2025-03-18,135.43150329589844,139.97999572753906,139.97999572753906,139.97999572753906,139.97999572753906,0
2025-03-19,142.8232421875,147.6199951171875,149.6999969482422,141.5500030517578,142.0,6939863
2025-03-20,142.04925537109375,146.82000732421875,150.4600067138672,144.0500030517578,149.99000549316406,4899220
2025-03-21,145.91928100585938,150.82000732421875,151.8000030517578,146.6199951171875,147.0500030517578,5498233
