date_,adj close_jindalsaw.ns,close_jindalsaw.ns,high_jindalsaw.ns,low_jindalsaw.ns,open_jindalsaw.ns,volume_jindalsaw.ns
2024-02-15,253.03013610839844,257.2250061035156,262.125,250.97500610351562,251.8249969482422,2215562
2024-02-16,246.93124389648438,251.02499389648438,261.6499938964844,249.10000610351562,257.2250061035156,1293256
2024-02-19,258.3174743652344,262.6000061035156,267.20001220703125,253.0,253.0,2689354
2024-02-20,264.24420166015625,268.625,279.2250061035156,264.3500061035156,271.5,3890942
2024-02-21,255.56312561035156,259.79998779296875,273.125,258.5249938964844,270.95001220703125,2041318
2024-02-22,255.21885681152344,259.45001220703125,263.95001220703125,253.9250030517578,261.3500061035156,1353094
2024-02-23,260.01434326171875,264.32501220703125,265.0,259.54998779296875,260.5,978862
2024-02-26,252.6366729736328,256.82501220703125,265.3999938964844,255.52499389648438,264.5,1126740
2024-02-27,247.15257263183594,251.25,258.5,250.0,256.82501220703125,1319376
2024-02-28,240.41427612304688,244.39999389648438,252.6750030517578,241.27499389648438,251.25,1819114
2024-02-29,234.58590698242188,238.47500610351562,245.875,233.625,245.875,3791788
2024-03-01,240.90611267089844,244.89999389648438,246.875,240.47500610351562,243.75,1309574
2024-03-04,239.47976684570312,243.4499969482422,248.1999969482422,238.75,247.875,1304038
2024-03-05,236.82379150390625,240.75,245.85000610351562,238.75,243.39999389648438,1150504
2024-03-06,227.47872924804688,231.25,241.375,227.5,240.75,2036472
2024-03-07,229.1756134033203,232.97500610351562,236.97500610351562,231.5749969482422,231.5749969482422,862318
2024-03-11,221.30606079101562,224.97500610351562,234.0,222.97500610351562,233.0,1304462
2024-03-12,217.71559143066406,221.3249969482422,228.9250030517578,217.6750030517578,226.47500610351562,2022898
2024-03-13,192.33633422851562,195.52499389648438,223.47500610351562,189.97500610351562,222.5,4818920
2024-03-14,206.30477905273438,209.72500610351562,212.625,191.0,195.0,2896506
2024-03-15,214.17430114746094,217.72500610351562,220.85000610351562,203.22500610351562,212.5,2525512
2024-03-18,205.12432861328125,208.52499389648438,220.85000610351562,206.6999969482422,216.5,2201280
2024-03-19,201.53387451171875,204.875,212.39999389648438,204.0,209.0,1212562
2024-03-20,199.12380981445312,202.4250030517578,209.1999969482422,199.10000610351562,206.6750030517578,1139926
2024-03-21,212.23150634765625,215.75,217.47500610351562,204.85000610351562,205.97500610351562,2754582
2024-03-22,214.10052490234375,217.64999389648438,218.5500030517578,211.27499389648438,217.5,1080986
2024-03-26,210.9035186767578,214.39999389648438,222.5,213.0,218.0,1379524
2024-03-27,208.37051391601562,211.8249969482422,220.97500610351562,210.0,214.0,1630126
2024-03-28,212.8217315673828,216.35000610351562,219.60000610351562,214.39999389648438,214.5,1476718
2024-04-01,232.6185302734375,236.47500610351562,238.9499969482422,219.4250030517578,219.60000610351562,3075562
2024-04-02,239.52896118164062,243.5,245.0,233.72500610351562,236.0,1871862
2024-04-03,245.94754028320312,250.02499389648438,251.0,242.125,244.89999389648438,2198224
2024-04-04,246.29183959960938,250.375,257.0,248.375,252.3000030517578,2044320
2024-04-05,244.39822387695312,248.4499969482422,253.9499969482422,245.9499969482422,249.0,941246
2024-04-08,243.66046142578125,247.6999969482422,256.5,246.52499389648438,251.0,1234474
2024-04-09,241.1028594970703,245.10000610351562,252.25,240.52499389648438,248.47500610351562,1005240
2024-04-10,242.3816680908203,246.39999389648438,252.0,244.97500610351562,246.0,899936
2024-04-12,252.09561157226562,256.2749938964844,259.125,243.8000030517578,246.0,3738216
2024-04-15,243.98016357421875,248.02499389648438,254.47500610351562,241.10000610351562,245.0500030517578,2134504
2024-04-16,235.9138946533203,239.8249969482422,249.4499969482422,238.0,246.0,2010272
2024-04-18,237.78289794921875,241.72500610351562,248.0,238.9499969482422,242.5,1272796
2024-04-19,236.307373046875,240.22500610351562,245.0,232.3000030517578,238.5,1606248
2024-04-22,242.18492126464844,246.1999969482422,247.5,240.0749969482422,242.4499969482422,1283670
2024-04-23,244.25067138671875,248.3000030517578,252.0,247.25,248.47500610351562,1127980
2024-04-24,262.5473327636719,266.8999938964844,268.5,249.47500610351562,249.75,6007316
2024-04-25,269.4331970214844,273.8999938964844,276.5,264.0,269.375,3708806
2024-04-26,275.13861083984375,279.70001220703125,282.0,274.1499938964844,275.42498779296875,3113986
2024-04-29,275.1139831542969,279.67498779296875,287.92498779296875,276.75,282.5,2396768
2024-04-30,272.9744873046875,277.5,281.1499938964844,272.25,280.8999938964844,1662338
2024-05-02,273.26959228515625,277.79998779296875,282.4750061035156,276.2749938964844,277.70001220703125,1650466
2024-05-03,282.8114013671875,287.5,290.0,274.45001220703125,279.0,2607818
2024-05-06,289.5988464355469,294.3999938964844,299.0,282.0,290.3500061035156,7142308
2024-05-07,279.3439025878906,283.9750061035156,298.8999938964844,277.5,294.95001220703125,4445168
2024-05-08,261.6866149902344,266.0249938964844,284.5,260.8500061035156,284.0249938964844,10295362
2024-05-09,256.8173522949219,261.07501220703125,273.42498779296875,259.6000061035156,271.0,3366398
2024-05-10,261.6128234863281,265.95001220703125,269.25,261.5249938964844,265.0,2114972
2024-05-13,257.77642822265625,262.04998779296875,267.45001220703125,257.70001220703125,266.4750061035156,2195926
2024-05-14,268.916748046875,273.375,274.95001220703125,263.625,264.1499938964844,2528602
2024-05-15,269.4331970214844,273.8999938964844,276.5,270.57501220703125,275.8500061035156,1564782
2024-05-16,265.6213684082031,270.0249938964844,280.25,268.8999938964844,276.75,2461206
2024-05-17,270.58905029296875,275.07501220703125,281.0,273.0249938964844,274.79998779296875,1842812
2024-05-21,268.4248962402344,272.875,277.57501220703125,270.0,276.5,1611370
2024-05-22,271.76947021484375,276.2749938964844,282.5,265.45001220703125,269.5,2720898
2024-05-23,267.66253662109375,272.1000061035156,276.9750061035156,270.07501220703125,276.2749938964844,1124200
2024-05-24,266.826416015625,271.25,274.04998779296875,269.0,272.5,1127618
2024-05-27,278.2618408203125,282.875,285.0,270.0,273.9750061035156,4569006
2024-05-28,272.9990539550781,277.5249938964844,284.0,274.32501220703125,284.0,1354054
2024-05-29,270.4168701171875,274.8999938964844,279.17498779296875,271.54998779296875,276.5,1232526
2024-05-30,269.187255859375,273.6499938964844,279.0,272.1499938964844,274.8500061035156,1160058
2024-05-31,264.5147399902344,268.8999938964844,274.5,266.5,274.5,1945114
2024-06-03,270.81036376953125,275.29998779296875,284.0,272.3999938964844,278.5,2751204
2024-06-04,236.6024627685547,240.52499389648438,275.0,236.47500610351562,275.0,5245832
2024-06-05,250.054443359375,254.1999969482422,256.45001220703125,240.60000610351562,247.5,2696552
2024-06-06,258.5633850097656,262.8500061035156,268.0,257.0,257.5,1505444
2024-06-07,273.0482482910156,277.57501220703125,284.0,261.17498779296875,263.5,3372608
2024-06-10,274.5238037109375,279.07501220703125,291.4750061035156,277.625,280.8999938964844,2716060
2024-06-11,273.9293212890625,276.4750061035156,281.875,273.5249938964844,278.8500061035156,1439114
2024-06-12,274.39996337890625,276.95001220703125,281.5,275.45001220703125,276.75,1075586
2024-06-13,279.60162353515625,282.20001220703125,283.5,274.57501220703125,277.07501220703125,1213028
2024-06-14,277.79339599609375,280.375,287.3500061035156,277.57501220703125,282.0,2504098
2024-06-18,276.5301513671875,279.1000061035156,284.0,278.04998779296875,283.0,925508
2024-06-19,278.11541748046875,280.70001220703125,285.0,271.875,279.0,2019808
2024-06-20,279.8988342285156,282.5,287.0,278.29998779296875,280.5,1448728
2024-06-21,283.1932373046875,285.82501220703125,290.375,281.70001220703125,282.5,1927140
2024-06-24,280.3199157714844,282.92498779296875,291.3500061035156,279.42498779296875,285.82501220703125,1952694
2024-06-25,276.6292419433594,279.20001220703125,295.5,277.5,286.29998779296875,3277100
2024-06-26,273.1614685058594,275.70001220703125,280.875,274.17498779296875,280.0,1212838
2024-06-27,266.7708435058594,269.25,279.2250061035156,266.0,275.04998779296875,1575958
2024-06-28,269.42120361328125,271.92498779296875,276.9750061035156,270.25,271.0,850394
2024-07-01,270.33770751953125,272.8500061035156,275.9750061035156,268.9750061035156,271.92498779296875,1261444
2024-07-02,269.19830322265625,271.70001220703125,275.29998779296875,269.125,272.8500061035156,1298088
2024-07-03,274.4247131347656,276.9750061035156,281.3500061035156,272.4750061035156,272.5,1375394
2024-07-04,273.904541015625,276.45001220703125,282.25,275.2250061035156,279.0,1088710
2024-07-05,273.45867919921875,276.0,280.4750061035156,273.5,277.5,1426266
2024-07-08,282.20245361328125,284.82501220703125,288.5,274.57501220703125,276.0,3291714
2024-07-09,277.24847412109375,279.82501220703125,291.625,278.6000061035156,285.07501220703125,2644758
2024-07-10,277.05029296875,279.625,287.2250061035156,272.5,280.5,2192802
2024-07-11,279.1805114746094,281.7749938964844,284.82501220703125,277.5249938964844,277.5249938964844,942108
2024-07-12,279.3043518066406,281.8999938964844,287.20001220703125,280.04998779296875,282.5,1249672
2024-07-15,275.78704833984375,278.3500061035156,284.3500061035156,277.5,283.5,1106430
2024-07-16,279.5025329589844,282.1000061035156,286.92498779296875,276.79998779296875,277.4750061035156,1559744
2024-07-18,280.3446960449219,282.95001220703125,292.3500061035156,280.3500061035156,282.29998779296875,6080566
2024-07-19,271.6257019042969,274.1499938964844,282.95001220703125,264.54998779296875,282.95001220703125,3293830
2024-07-22,273.2853088378906,275.82501220703125,278.25,267.375,272.5,1774322
2024-07-23,270.1642761230469,272.67498779296875,276.42498779296875,263.42498779296875,274.7749938964844,1203248
2024-07-24,274.6971740722656,277.25,280.0,270.375,270.375,842266
2024-07-25,275.78704833984375,278.3500061035156,280.8500061035156,272.0,273.75,1492828
2024-07-26,286.7105407714844,289.375,291.29998779296875,277.5,279.5,2913132
2024-07-29,298.1046447753906,300.875,308.6000061035156,290.5,290.5,7843040
2024-07-30,314.8985900878906,317.82501220703125,327.2749938964844,306.375,311.5,17861014
2024-07-31,321.1900939941406,324.17498779296875,326.0,313.32501220703125,320.5,4399764
2024-08-01,320.6451721191406,323.625,326.0,319.0249938964844,321.67498779296875,4107520
2024-08-02,322.2056884765625,325.20001220703125,332.0,318.3500061035156,320.25,3814136
2024-08-05,309.1519775390625,312.0249938964844,327.20001220703125,307.42498779296875,315.0,5472274
2024-08-06,298.32757568359375,301.1000061035156,320.42498779296875,299.32501220703125,314.9750061035156,2623734
2024-08-07,316.23614501953125,319.17498779296875,325.67498779296875,298.75,307.4750061035156,4524326
2024-08-08,314.4527282714844,317.375,325.0,311.625,322.5,3433364
2024-08-09,323.5927734375,326.6000061035156,335.0,316.45001220703125,320.20001220703125,4173454
2024-08-12,316.1370849609375,319.07501220703125,328.4750061035156,318.0249938964844,327.0,1712870
2024-08-13,305.53558349609375,308.375,321.45001220703125,306.5,319.04998779296875,1221970
2024-08-14,307.120849609375,309.9750061035156,311.8500061035156,300.54998779296875,311.45001220703125,1645836
2024-08-16,311.5298767089844,314.42498779296875,315.25,309.25,311.70001220703125,1214446
2024-08-19,320.5213317871094,323.5,330.45001220703125,314.17498779296875,318.0,2125836
2024-08-20,319.3819274902344,322.3500061035156,327.92498779296875,321.0,327.0,977264
2024-08-21,325.1037292480469,328.125,331.5,322.5,323.92498779296875,1552198
2024-08-22,340.8325500488281,344.0,347.5,329.2749938964844,331.7250061035156,7455886
2024-08-23,341.2288818359375,344.3999938964844,355.0,338.0,344.95001220703125,7243494
2024-08-26,348.3130187988281,351.54998779296875,352.25,340.07501220703125,347.8500061035156,3010940
2024-08-27,344.4241943359375,347.625,354.0,345.5,353.42498779296875,1326184
2024-08-28,339.2968444824219,342.45001220703125,348.45001220703125,340.5249938964844,347.42498779296875,1925136
2024-08-29,333.7484130859375,336.8500061035156,348.8999938964844,331.625,341.95001220703125,3012452
2024-08-30,337.19140625,340.32501220703125,344.0,336.3999938964844,338.04998779296875,1678148
2024-09-02,339.5940856933594,342.75,347.125,339.04998779296875,342.5,1669122
2024-09-03,353.9853210449219,357.2749938964844,359.25,344.2250061035156,345.5,3352370
2024-09-04,354.1091613769531,357.3999938964844,359.4750061035156,351.79998779296875,357.0,2373288
2024-09-05,353.5890197753906,356.875,362.0,355.54998779296875,359.625,1554944
2024-09-06,342.49212646484375,345.67498779296875,357.25,343.82501220703125,357.0,3304578
2024-09-09,338.7271423339844,341.875,350.1000061035156,331.82501220703125,345.95001220703125,3126396
2024-09-10,350.14599609375,353.3999938964844,355.0,342.82501220703125,344.8999938964844,1440750
2024-09-11,337.0923156738281,340.2250061035156,353.8500061035156,338.2749938964844,353.3999938964844,1870496
2024-09-12,349.1799621582031,352.42498779296875,354.5,342.625,345.0249938964844,1709292
2024-09-13,351.3349609375,354.6000061035156,359.2250061035156,350.70001220703125,356.07501220703125,1691860
2024-09-16,357.3292541503906,360.6499938964844,366.04998779296875,355.625,356.82501220703125,1621868
2024-09-17,352.9697570800781,356.25,362.82501220703125,355.0,362.0,824694
2024-09-18,354.3073425292969,357.6000061035156,360.70001220703125,353.7250061035156,353.95001220703125,728812
2024-09-19,345.68743896484375,348.8999938964844,359.92498779296875,344.5,359.0,2249636
2024-09-20,351.8551330566406,355.125,359.17498779296875,350.6000061035156,353.29998779296875,1551096
2024-09-23,357.27972412109375,360.6000061035156,364.5,351.25,357.0,2051342
2024-09-24,370.4324951171875,373.875,377.375,360.1000061035156,362.42498779296875,4103364
2024-09-25,358.0228271484375,361.3500061035156,377.0,358.5249938964844,377.0,1772732
2024-09-26,364.5372619628906,367.92498779296875,370.9750061035156,360.2749938964844,363.25,1380496
2024-09-27,369.3178405761719,372.75,379.8999938964844,368.25,372.5,1882384
2024-09-30,368.22796630859375,371.6499938964844,379.95001220703125,370.95001220703125,375.875,1254254
2024-10-01,364.2400207519531,367.625,374.32501220703125,366.42498779296875,372.20001220703125,1267792
2024-10-03,350.4927978515625,353.75,373.5,349.7250061035156,361.5,4467012
2024-10-04,359.73193359375,363.07501220703125,368.8999938964844,349.0,356.5,1828854
2024-10-07,349.3038330078125,352.54998779296875,369.5,342.7250061035156,365.92498779296875,3030214
2024-10-08,370.3829650878906,373.82501220703125,375.0,347.5249938964844,352.54998779296875,2310226
2024-10-09,365.8500671386719,369.25,383.8500061035156,366.29998779296875,372.0,1286973
2024-10-10,357.676025390625,361.0,371.70001220703125,360.0,369.25,750458
2024-10-11,350.34417724609375,353.6000061035156,364.45001220703125,348.6499938964844,360.8999938964844,1392269
2024-10-14,357.4283447265625,360.75,363.70001220703125,352.3999938964844,355.5,1000242
2024-10-15,361.9859924316406,365.3500061035156,367.8500061035156,355.6000061035156,360.95001220703125,988670
2024-10-16,363.02630615234375,366.3999938964844,369.0,360.20001220703125,365.0,789476
2024-10-17,362.9272155761719,366.29998779296875,375.6000061035156,361.8999938964844,368.8999938964844,1535277
2024-10-18,361.88690185546875,365.25,370.45001220703125,355.0,364.95001220703125,1119626
2024-10-21,340.4362487792969,343.6000061035156,378.1499938964844,326.8500061035156,376.0,6327201
2024-10-22,329.933837890625,333.0,347.6499938964844,330.20001220703125,347.6499938964844,3082131
2024-10-23,326.2679138183594,329.29998779296875,342.70001220703125,325.1000061035156,330.04998779296875,1633534
2024-10-24,315.36920166015625,318.29998779296875,333.6499938964844,315.04998779296875,330.0,1149627
2024-10-25,299.0706787109375,301.8500061035156,321.8999938964844,293.54998779296875,318.95001220703125,2833783
2024-10-28,301.5476379394531,304.3500061035156,309.0,299.45001220703125,301.8500061035156,1421032
2024-10-29,301.8944396972656,304.70001220703125,308.75,298.20001220703125,306.1499938964844,792072
2024-10-30,310.9106140136719,313.79998779296875,320.5,307.0,307.0,1579383
2024-10-31,313.5857849121094,316.5,317.79998779296875,310.29998779296875,315.3999938964844,1076244
2024-11-01,311.5546569824219,314.45001220703125,328.29998779296875,309.1499938964844,328.0,571551
2024-11-04,307.0465393066406,309.8999938964844,322.5,306.95001220703125,316.8999938964844,1460766
2024-11-05,322.30474853515625,325.29998779296875,326.8500061035156,309.1499938964844,311.8999938964844,2154626
2024-11-06,325.3761901855469,328.3999938964844,329.79998779296875,313.3500061035156,327.0,1592464
2024-11-07,315.66644287109375,318.6000061035156,337.79998779296875,317.70001220703125,328.3999938964844,1499391
2024-11-08,304.1732482910156,307.0,318.8999938964844,306.0,317.1000061035156,889468
2024-11-11,301.59716796875,304.3999938964844,309.0,302.04998779296875,307.0,627736
2024-11-12,300.06146240234375,302.8500061035156,312.0,301.5,307.0,758565
2024-11-13,285.89312744140625,288.54998779296875,303.8500061035156,287.5,300.25,1179382
2024-11-14,292.28375244140625,295.0,298.8999938964844,287.54998779296875,292.04998779296875,939362
2024-11-18,300.8540954589844,303.6499938964844,308.45001220703125,295.25,299.0,1418077
2024-11-19,298.178955078125,300.95001220703125,309.70001220703125,298.1499938964844,305.1000061035156,546196
2024-11-21,297.13861083984375,299.8999938964844,304.0,294.5,300.8500061035156,795272
2024-11-22,294.26531982421875,297.0,305.54998779296875,294.5,300.0,747653
2024-11-25,302.5879821777344,305.3999938964844,308.8999938964844,300.79998779296875,300.79998779296875,1133411
2024-11-26,303.6778564453125,306.5,314.8999938964844,303.75,306.29998779296875,1026025
2024-11-27,303.7769470214844,306.6000061035156,310.95001220703125,303.70001220703125,308.8999938964844,588017
2024-11-28,309.3749084472656,312.25,314.0,307.0,308.79998779296875,1059409
2024-11-29,305.21356201171875,308.04998779296875,314.29998779296875,303.04998779296875,313.8999938964844,857633
2024-12-02,308.0373229980469,310.8999938964844,316.0,307.3999938964844,308.6000061035156,859002
2024-12-03,314.0316467285156,316.95001220703125,318.8999938964844,312.0,312.0,914671
2024-12-04,314.7747497558594,317.70001220703125,319.8999938964844,310.75,315.0,1235860
2024-12-05,316.5086364746094,319.45001220703125,323.25,314.6499938964844,319.0,1191530
2024-12-06,332.9062194824219,336.0,339.79998779296875,320.0,320.8500061035156,2412384
2024-12-09,334.2438049316406,337.3500061035156,341.6499938964844,333.1499938964844,334.75,842895
2024-12-10,331.9649658203125,335.04998779296875,342.79998779296875,331.45001220703125,338.3999938964844,887331
2024-12-11,324.9798889160156,328.0,336.25,326.6499938964844,335.0,664825
2024-12-12,322.5028991699219,325.5,332.45001220703125,323.45001220703125,328.0,1051206
2024-12-13,318.7874450683594,321.75,325.3999938964844,314.3999938964844,324.5,768740
2024-12-16,314.1802673339844,317.1000061035156,326.0,316.0,322.6499938964844,525946
2024-12-17,306.3529968261719,309.20001220703125,319.45001220703125,306.5,316.95001220703125,1243089
2024-12-18,301.9439697265625,304.75,333.0,302.0,310.6499938964844,6569326
2024-12-19,310.3656921386719,313.25,315.8500061035156,299.8999938964844,303.45001220703125,1367434
2024-12-20,297.2872314453125,300.04998779296875,314.95001220703125,297.70001220703125,314.3500061035156,953453
2024-12-23,299.21929931640625,302.0,307.5,300.0,305.0,720178
2024-12-24,300.2100830078125,303.0,305.3500061035156,300.6000061035156,304.0,428248
2024-12-26,293.8690185546875,296.6000061035156,305.25,295.25,302.04998779296875,730792
2024-12-27,296.7423095703125,299.5,304.0,296.6000061035156,298.0,705703
2024-12-30,285.8435974121094,288.5,301.95001220703125,287.8999938964844,299.8999938964844,1467788
2024-12-31,288.7168884277344,291.3999938964844,293.3500061035156,287.70001220703125,288.0,568914
2025-01-01,278.8585205078125,281.45001220703125,289.29998779296875,279.25,289.29998779296875,1971430
2025-01-02,281.6822509765625,284.29998779296875,287.8999938964844,278.3999938964844,283.3999938964844,1714554
2025-01-03,281.9794921875,284.6000061035156,287.5,283.5,284.5,757930
2025-01-06,264.9378662109375,267.3999938964844,288.6000061035156,264.5,286.0,1602801
2025-01-07,268.9505920410156,271.45001220703125,275.0,268.0,268.45001220703125,1541644
2025-01-08,265.92864990234375,268.3999938964844,275.3500061035156,266.75,273.8999938964844,940824
2025-01-09,256.2684326171875,258.6499938964844,269.79998779296875,257.95001220703125,267.5,704479
2025-01-10,253.44468688964844,255.8000030517578,259.5,247.3000030517578,256.6499938964844,1123162
2025-01-13,238.1864776611328,240.39999389648438,253.9499969482422,237.5500030517578,253.8000030517578,1038019
2025-01-14,242.694580078125,244.9499969482422,248.5500030517578,242.64999389648438,244.0,1224251
2025-01-15,249.03565979003906,251.35000610351562,262.0,244.9499969482422,244.9499969482422,2501036
2025-01-16,255.92164611816406,258.29998779296875,262.5,252.89999389648438,253.0500030517578,1154141
2025-01-17,255.8225860595703,258.20001220703125,261.0,254.5,259.3999938964844,910751
2025-01-20,261.1233215332031,263.54998779296875,265.3999938964844,257.25,260.0,873075
2025-01-21,255.3271942138672,257.70001220703125,266.5,256.04998779296875,265.1499938964844,922966
2025-01-22,250.17506408691406,252.5,259.79998779296875,248.3000030517578,259.0,1030825
2025-01-23,252.75112915039062,255.10000610351562,257.29998779296875,249.60000610351562,250.0500030517578,601440
2025-01-24,243.63583374023438,245.89999389648438,259.8999938964844,244.5,256.70001220703125,1104759
2025-01-27,227.93177795410156,230.0500030517578,244.9499969482422,227.5,244.9499969482422,2190279
2025-01-28,223.96861267089844,226.0500030517578,233.5500030517578,217.64999389648438,231.0,2690180
2025-01-29,244.52755737304688,246.8000030517578,248.60000610351562,225.0,226.25,2988439
2025-01-30,241.30747985839844,243.5500030517578,257.0,241.0,257.0,1720454
2025-01-31,247.74761962890625,250.0500030517578,251.6999969482422,240.6999969482422,242.5,771726
2025-02-01,239.17726135253906,241.39999389648438,250.6999969482422,239.0,249.0500030517578,794772
2025-02-03,231.64724731445312,233.8000030517578,241.1999969482422,229.10000610351562,235.8000030517578,1267676
2025-02-04,252.30526733398438,254.64999389648438,255.8000030517578,236.0500030517578,236.0500030517578,3715707
2025-02-05,256.2189025878906,258.6000061035156,265.20001220703125,254.3000030517578,255.8000030517578,1601661
2025-02-06,265.08648681640625,267.54998779296875,268.29998779296875,258.20001220703125,259.20001220703125,1651673
2025-02-07,252.05755615234375,254.39999389648438,269.45001220703125,251.5,268.5,1262793
2025-02-10,244.08169555664062,246.35000610351562,252.10000610351562,242.25,247.5500030517578,880767
2025-02-11,236.89845275878906,239.10000610351562,246.1999969482422,236.25,244.8000030517578,1967044
2025-02-12,233.1829833984375,235.35000610351562,240.0,227.25,240.0,1883202
2025-02-13,243.23951721191406,245.5,248.75,236.0,236.9499969482422,1837377
2025-02-14,230.30967712402344,232.4499969482422,245.85000610351562,229.10000610351562,245.10000610351562,1006572
2025-02-17,232.1921844482422,234.35000610351562,234.9499969482422,224.60000610351562,228.0500030517578,1103257
2025-02-18,230.80506896972656,232.9499969482422,239.0,228.0,234.35000610351562,1128377
2025-02-19,240.16806030273438,242.39999389648438,243.5,229.60000610351562,233.25,1362295
2025-02-20,249.48150634765625,251.8000030517578,253.3000030517578,240.8000030517578,241.5,1487810
2025-02-21,254.1382293701172,256.5,260.6499938964844,248.4499969482422,249.0,1225981
2025-02-24,244.7257080078125,247.0,256.25,245.8000030517578,254.60000610351562,787435
2025-02-25,238.5332489013672,240.75,254.35000610351562,239.10000610351562,248.3000030517578,1423375
2025-02-27,237.54246520996094,239.75,246.0,237.4499969482422,240.0,1421715
2025-02-28,244.18077087402344,246.4499969482422,250.75,236.5,238.85000610351562,3320471
2025-03-03,232.32098388671875,234.47999572753906,252.9199981689453,231.5500030517578,246.66000366210938,1281328
2025-03-04,232.1921844482422,234.35000610351562,240.33999633789062,230.41000366210938,231.14999389648438,2203249
2025-03-05,248.0547637939453,250.36000061035156,251.60000610351562,235.85000610351562,235.8800048828125,2020206
2025-03-06,270.1890869140625,272.70001220703125,275.0,252.0,252.0,4077744
2025-03-07,264.78924560546875,267.25,276.3800048828125,266.20001220703125,273.0,1803732
2025-03-10,252.75112915039062,255.10000610351562,272.8399963378906,252.5,266.6000061035156,1673809
2025-03-11,258.061767578125,260.4599914550781,264.6000061035156,250.0,252.94000244140625,2245922
2025-03-12,254.27696228027344,256.6400146484375,264.1000061035156,253.99000549316406,262.3500061035156,919780
2025-03-13,258.21038818359375,260.6099853515625,263.0,250.6300048828125,256.95001220703125,1554142
2025-03-17,250.15524291992188,252.47999572753906,264.5,251.0,262.5,904665
2025-03-18,250.15524291992188,252.47999572753906,252.47999572753906,252.47999572753906,252.47999572753906,0
2025-03-19,264.1452331542969,266.6000061035156,271.20001220703125,263.57000732421875,267.6000061035156,1187234
2025-03-20,280.72119140625,283.3299865722656,286.3999938964844,267.6700134277344,267.6700134277344,3471424
2025-03-21,272.4877014160156,275.0199890136719,285.0899963378906,273.70001220703125,284.0,2107331
2025-03-24,278.3036804199219,280.8900146484375,283.5899963378906,277.4200134277344,279.5,1189634
2025-03-25,264.33349609375,266.7900085449219,283.3999938964844,266.0,282.45001220703125,1556309
2025-03-26,264.13531494140625,266.5899963378906,269.489990234375,262.3900146484375,268.7900085449219,928923
2025-03-27,270.1494445800781,272.6600036621094,275.8699951171875,264.5,267.0,1566337
2025-03-28,267.60308837890625,270.0899963378906,274.8500061035156,267.010009765625,272.6600036621094,907197
2025-04-01,269.2973327636719,271.79998779296875,272.3999938964844,265.6000061035156,271.0,836988
2025-04-02,268.85150146484375,271.3500061035156,274.0,268.0,271.79998779296875,615368
2025-04-03,273.80548095703125,276.3500061035156,277.45001220703125,267.0,267.1499938964844,807734
2025-04-04,258.5472717285156,260.95001220703125,277.95001220703125,256.1499938964844,277.95001220703125,1263121
2025-04-07,231.64724731445312,233.8000030517578,241.1999969482422,225.10000610351562,229.10000610351562,2132767
2025-04-08,242.9918212890625,245.25,247.35000610351562,233.4499969482422,240.0,1484539
2025-04-09,243.04136657714844,245.3000030517578,247.5,235.9499969482422,241.14999389648438,850040
2025-04-11,244.82479858398438,247.10000610351562,254.0,245.3000030517578,253.0,963031
2025-04-15,255.07949829101562,257.45001220703125,258.29998779296875,250.5500030517578,252.0,810296
2025-04-16,255.52532958984375,257.8999938964844,259.1499938964844,253.6999969482422,257.5,594807
2025-04-17,265.5818786621094,268.04998779296875,271.70001220703125,255.60000610351562,257.8999938964844,1291814
