date_,adj close_amber.ns,close_amber.ns,high_amber.ns,low_amber.ns,open_amber.ns,volume_amber.ns
2024-05-27,3733.10009765625,3733.10009765625,3789.0,3710.0,3789.0,71590
2024-05-28,3571.300048828125,3571.300048828125,3764.550048828125,3547.10009765625,3760.0,146549
2024-05-29,3562.199951171875,3562.199951171875,3617.0,3518.35009765625,3558.949951171875,102888
2024-05-30,3510.25,3510.25,3606.89990234375,3493.0,3580.10009765625,51431
2024-05-31,3598.85009765625,3598.85009765625,3683.050048828125,3517.14990234375,3517.14990234375,461043
2024-06-03,3722.5,3722.5,3775.25,3686.550048828125,3745.0,221181
2024-06-04,3535.89990234375,3535.89990234375,3749.949951171875,3310.0,3749.949951171875,121891
2024-06-05,3635.550048828125,3635.550048828125,3693.449951171875,3462.449951171875,3556.550048828125,65770
2024-06-06,3717.64990234375,3717.64990234375,3770.0,3656.14990234375,3678.0,66946
2024-06-07,3743.5,3743.5,3800.0,3711.0,3772.0,63800
2024-06-10,3809.949951171875,3809.949951171875,3851.449951171875,3765.050048828125,3798.949951171875,78773
2024-06-11,3850.699951171875,3850.699951171875,3875.5,3792.800048828125,3820.0,79849
2024-06-12,4077.39990234375,4077.39990234375,4180.0,3851.10009765625,3859.60009765625,389947
2024-06-13,4063.5,4063.5,4143.5498046875,3981.64990234375,4140.0,199817
2024-06-14,4038.5,4038.5,4211.89990234375,4014.10009765625,4107.0,159266
2024-06-18,4009.85009765625,4009.85009765625,4270.0,3970.0,4051.0,1162945
2024-06-19,3998.89990234375,3998.89990234375,4046.60009765625,3954.35009765625,4004.949951171875,218155
2024-06-20,3997.449951171875,3997.449951171875,4044.0,3953.0,3998.89990234375,129320
2024-06-21,3967.5,3967.5,4055.0,3951.25,4000.0,108778
2024-06-24,4108.89990234375,4108.89990234375,4132.64990234375,3942.10009765625,3979.89990234375,185089
2024-06-25,4051.550048828125,4051.550048828125,4170.0,4011.39990234375,4157.85009765625,146064
2024-06-26,4262.75,4262.75,4298.0,4079.0,4079.0,495903
2024-06-27,4279.25,4279.25,4425.35009765625,4217.0,4275.0,329724
2024-06-28,4521.75,4521.75,4563.64990234375,4280.0,4298.0,552950
2024-07-01,4488.39990234375,4488.39990234375,4555.25,4430.0,4521.75,163338
2024-07-02,4496.75,4496.75,4521.10009765625,4443.0498046875,4490.0,81822
2024-07-03,4443.10009765625,4443.10009765625,4665.0,4416.14990234375,4510.0,193963
2024-07-04,4499.35009765625,4499.35009765625,4548.9501953125,4456.0498046875,4460.0,65604
2024-07-05,4503.7998046875,4503.7998046875,4549.0,4482.2001953125,4495.0,51157
2024-07-08,4498.35009765625,4498.35009765625,4547.0,4468.0,4547.0,106426
2024-07-09,4567.9501953125,4567.9501953125,4888.0,4521.5,4544.0,435441
2024-07-10,4567.89990234375,4567.89990234375,4600.0,4470.0,4560.0498046875,143025
2024-07-11,4551.5,4551.5,4636.39990234375,4520.5498046875,4565.0,70193
2024-07-12,4555.7998046875,4555.7998046875,4616.7998046875,4535.0498046875,4580.0,54853
2024-07-15,4697.25,4697.25,4743.5,4545.64990234375,4602.89990234375,224123
2024-07-16,4593.25,4593.25,4706.7998046875,4550.0,4693.0498046875,109801
2024-07-18,4428.64990234375,4428.64990234375,4578.0,4307.2998046875,4578.0,170961
2024-07-19,4171.10009765625,4171.10009765625,4444.64990234375,4030.64990234375,4429.64990234375,184151
2024-07-22,4279.7001953125,4279.7001953125,4330.0,4090.0,4130.39990234375,140287
2024-07-23,4205.5,4205.5,4288.35009765625,4057.25,4275.0,109152
2024-07-24,4311.9501953125,4311.9501953125,4350.0,4205.4501953125,4205.5,84321
2024-07-25,4384.5498046875,4384.5498046875,4420.0,4273.7998046875,4312.0,122306
2024-07-26,4380.39990234375,4380.39990234375,4524.0,4353.0,4430.0,318945
2024-07-29,4386.9501953125,4386.9501953125,4529.0,4357.75,4490.0,192009
2024-07-30,4347.5,4347.5,4446.89990234375,4333.0,4406.0,61749
2024-07-31,4334.5,4334.5,4385.35009765625,4325.0,4373.9501953125,54595
2024-08-01,4261.14990234375,4261.14990234375,4361.89990234375,4240.0,4335.0,42976
2024-08-02,4389.5,4389.5,4615.0,4205.10009765625,4209.0498046875,699150
2024-08-05,4249.60009765625,4249.60009765625,4279.0498046875,4120.0,4250.0,209317
2024-08-06,4215.25,4215.25,4391.9501953125,4170.0,4306.0,89239
2024-08-07,4285.7998046875,4285.7998046875,4325.0,4206.0,4220.0,64539
2024-08-08,4342.60009765625,4342.60009765625,4371.9501953125,4248.0,4248.0,51699
2024-08-09,4314.9501953125,4314.9501953125,4399.0,4276.0498046875,4374.9501953125,61240
2024-08-12,4158.7998046875,4158.7998046875,4270.0,4142.0,4227.0,101358
2024-08-13,4074.050048828125,4074.050048828125,4188.0,4045.050048828125,4160.0,63461
2024-08-14,4086.75,4086.75,4119.9501953125,3964.0,4050.0,118241
2024-08-16,4143.5,4143.5,4152.4501953125,4055.0,4117.0,133792
2024-08-19,4189.9501953125,4189.9501953125,4215.0,4097.7001953125,4144.0,171107
2024-08-20,4240.5498046875,4240.5498046875,4256.7998046875,4089.050048828125,4239.39990234375,173382
2024-08-21,4179.7998046875,4179.7998046875,4254.2998046875,4159.0,4241.0,199274
2024-08-22,4199.85009765625,4199.85009765625,4220.5498046875,4146.60009765625,4212.5,99269
2024-08-23,4195.85009765625,4195.85009765625,4270.0,4158.4501953125,4203.0,93106
2024-08-26,4242.10009765625,4242.10009765625,4280.0,4190.35009765625,4220.0,67878
2024-08-27,4303.2998046875,4303.2998046875,4348.9501953125,4203.0,4240.0,173947
2024-08-28,4379.39990234375,4379.39990234375,4390.0,4310.5,4310.5,96127
2024-08-29,4556.7998046875,4556.7998046875,4592.7001953125,4384.89990234375,4401.0,538395
2024-08-30,4467.2998046875,4467.2998046875,4614.89990234375,4450.10009765625,4597.0,113651
2024-09-02,4465.85009765625,4465.85009765625,4520.0,4418.0498046875,4500.0,64451
2024-09-03,4455.14990234375,4455.14990234375,4500.0,4440.10009765625,4469.0,53204
2024-09-04,4510.85009765625,4510.85009765625,4520.0,4399.64990234375,4443.5498046875,47908
2024-09-05,4690.60009765625,4690.60009765625,4719.89990234375,4513.9501953125,4526.25,298641
2024-09-06,4514.39990234375,4514.39990234375,4727.0,4480.0,4670.0498046875,119831
2024-09-09,4532.0498046875,4532.0498046875,4543.2998046875,4378.0498046875,4490.0,91808
2024-09-10,4465.25,4465.25,4517.4501953125,4441.0,4500.0,59121
2024-09-11,4420.4501953125,4420.4501953125,4448.7001953125,4384.5,4400.0,47573
2024-09-12,4501.7001953125,4501.7001953125,4525.35009765625,4410.60009765625,4446.9501953125,64417
2024-09-13,4645.2001953125,4645.2001953125,4662.10009765625,4534.75,4590.0,160695
2024-09-16,4558.75,4558.75,4654.0,4510.0,4654.0,73939
2024-09-17,4507.5498046875,4507.5498046875,4575.0,4481.0,4575.0,44864
2024-09-18,4458.35009765625,4458.35009765625,4544.5498046875,4435.0,4544.5498046875,31680
2024-09-19,4390.0,4390.0,4490.0,4266.10009765625,4490.0,104348
2024-09-20,4347.5498046875,4347.5498046875,4400.0,4320.0498046875,4389.9501953125,51727
2024-09-23,4994.64990234375,4994.64990234375,5187.9501953125,4382.35009765625,4420.0,3005187
2024-09-24,4723.0498046875,4723.0498046875,5361.14990234375,4680.0,4970.0,3055636
2024-09-25,4806.5,4806.5,4911.9501953125,4635.0,4775.0,1189676
2024-09-26,4667.85009765625,4667.85009765625,4866.14990234375,4630.14990234375,4850.0,350885
2024-09-27,4658.75,4658.75,4746.5498046875,4536.0498046875,4693.0498046875,395841
2024-09-30,4809.10009765625,4809.10009765625,4848.5498046875,4580.0,4632.0498046875,368403
2024-10-01,4845.7001953125,4845.7001953125,4910.0,4742.39990234375,4800.0,267172
2024-10-03,5163.85009765625,5163.85009765625,5235.0,4703.7998046875,4810.0,1698043
2024-10-04,4918.89990234375,4918.89990234375,5159.9501953125,4890.0,5159.9501953125,376874
2024-10-07,4931.2998046875,4931.2998046875,5051.0,4800.0,4921.2001953125,344865
2024-10-08,5064.7998046875,5064.7998046875,5140.0,4920.14990234375,4940.0,444498
2024-10-09,5154.0498046875,5154.0498046875,5189.0,5050.0,5095.0,269085
2024-10-10,5117.10009765625,5117.10009765625,5223.25,5087.85009765625,5209.85009765625,192192
2024-10-11,5019.85009765625,5019.85009765625,5122.5,5005.0,5122.5,104333
2024-10-14,5145.39990234375,5145.39990234375,5298.0,5035.0,5048.89990234375,774480
2024-10-15,5166.7998046875,5166.7998046875,5222.9501953125,5052.0498046875,5168.35009765625,187088
2024-10-16,5491.64990234375,5491.64990234375,5665.9501953125,5163.89990234375,5190.9501953125,1596995
2024-10-17,5482.7998046875,5482.7998046875,5567.0,5367.9501953125,5480.10009765625,497367
2024-10-18,5403.5498046875,5403.5498046875,5512.2998046875,5345.0,5450.0498046875,256476
2024-10-21,6344.4501953125,6344.4501953125,6484.25,5420.10009765625,5420.10009765625,4610496
2024-10-22,5692.4501953125,5692.4501953125,6430.0,5493.10009765625,6430.0,2606090
2024-10-23,6408.0498046875,6408.0498046875,6788.2998046875,5763.0,5772.2001953125,3362041
2024-10-24,6255.2001953125,6255.2001953125,7159.0,6148.0498046875,6276.7998046875,5659630
2024-10-25,6171.2001953125,6171.2001953125,6550.0,5910.0,6401.0,2317963
2024-10-28,6235.64990234375,6235.64990234375,6368.60009765625,6033.7001953125,6229.39990234375,1139748
2024-10-29,6280.5498046875,6280.5498046875,6338.39990234375,6155.64990234375,6200.14990234375,674583
2024-10-30,6050.64990234375,6050.64990234375,6279.0,5950.0,6279.0,779342
2024-10-31,6040.25,6040.25,6055.9501953125,5950.0,6041.0,406218
2024-11-01,6160.9501953125,6160.9501953125,6293.60009765625,6045.25,6045.25,154446
2024-11-04,5990.64990234375,5990.64990234375,6340.0,5950.0,6130.0498046875,572988
2024-11-05,6063.10009765625,6063.10009765625,6195.25,5992.0498046875,6009.9501953125,535685
2024-11-06,6228.7001953125,6228.7001953125,6297.0,6034.10009765625,6143.7001953125,762450
2024-11-07,6222.10009765625,6222.10009765625,6333.0,6163.75,6272.75,536559
2024-11-08,6154.0498046875,6154.0498046875,6264.0,6069.5,6225.0,297211
2024-11-11,6047.75,6047.75,6150.0,5870.0,6125.0,212267
2024-11-12,6135.35009765625,6135.35009765625,6289.7998046875,6072.14990234375,6092.7998046875,358393
2024-11-13,6086.9501953125,6086.9501953125,6175.0,5962.25,6135.35009765625,301560
2024-11-14,6119.5498046875,6119.5498046875,6185.0498046875,6055.14990234375,6125.0,171704
2024-11-18,6209.0,6209.0,6378.89990234375,6090.0498046875,6119.0,362967
2024-11-19,6168.9501953125,6168.9501953125,6425.0,6131.0,6219.89990234375,452758
2024-11-21,6542.60009765625,6542.60009765625,6679.5,6199.2001953125,6221.9501953125,1996325
2024-11-22,6483.10009765625,6483.10009765625,6570.85009765625,6315.0498046875,6548.0,518181
2024-11-25,6534.9501953125,6534.9501953125,6786.39990234375,6466.0,6625.0,662302
2024-11-26,6445.5,6445.5,6599.39990234375,6407.4501953125,6554.9501953125,265129
2024-11-27,6477.2998046875,6477.2998046875,6535.0,6430.0498046875,6495.5,148185
2024-11-28,5992.25,5992.25,6460.2998046875,5961.25,6410.0498046875,923520
2024-11-29,6064.9501953125,6064.9501953125,6096.0,5960.0,6020.0,435645
2024-12-02,6051.0498046875,6051.0498046875,6266.2001953125,6022.25,6100.0,455594
2024-12-03,6017.7001953125,6017.7001953125,6137.7001953125,5990.5498046875,6130.0,275699
2024-12-04,6013.75,6013.75,6065.39990234375,5981.5498046875,6065.39990234375,166310
2024-12-05,5819.39990234375,5819.39990234375,6047.7001953125,5783.5,6047.64990234375,407095
2024-12-06,5806.4501953125,5806.4501953125,5898.5,5779.0,5868.10009765625,422477
2024-12-09,5793.4501953125,5793.4501953125,5840.0,5750.5498046875,5807.5,233967
2024-12-10,5723.89990234375,5723.89990234375,5824.25,5702.10009765625,5804.2998046875,316932
2024-12-11,5793.14990234375,5793.14990234375,5804.0,5715.0,5748.0,169034
2024-12-12,5737.4501953125,5737.4501953125,5821.5,5715.0,5821.5,173299
2024-12-13,5787.35009765625,5787.35009765625,5809.75,5647.39990234375,5737.4501953125,275999
2024-12-16,5991.5,5991.5,6106.0,5780.0,5790.0,631616
2024-12-17,6005.64990234375,6005.64990234375,6143.9501953125,5967.25,6080.0,387360
2024-12-18,5999.60009765625,5999.60009765625,6035.0,5927.0,6005.0,235087
2024-12-19,6093.39990234375,6093.39990234375,6189.0,5875.0,5903.35009765625,555348
2024-12-20,6122.89990234375,6122.89990234375,6211.4501953125,6089.0,6200.0,475681
2024-12-23,6907.7998046875,6907.7998046875,6994.39990234375,6102.75,6185.0,3246014
2024-12-24,7249.89990234375,7249.89990234375,7498.7001953125,6775.9501953125,6829.75,5193517
2024-12-26,7867.7001953125,7867.7001953125,7977.0,7192.0,7249.89990234375,3615197
2024-12-27,7442.9501953125,7442.9501953125,7818.75,7383.0,7780.0,1814840
2024-12-30,7335.5498046875,7335.5498046875,7523.0,7120.89990234375,7404.5498046875,830472
2024-12-31,7387.5498046875,7387.5498046875,7449.0,7223.2001953125,7372.7001953125,336385
2025-01-01,7671.7001953125,7671.7001953125,7917.4501953125,7353.0,7402.5498046875,1008620
2025-01-02,7544.39990234375,7544.39990234375,7719.7001953125,7470.4501953125,7640.0,256061
2025-01-03,7745.2001953125,7745.2001953125,7900.0,7585.5498046875,7700.0,753227
2025-01-06,7664.7998046875,7664.7998046875,7836.0,7550.0,7749.0,413393
2025-01-07,8060.39990234375,8060.39990234375,8177.0,7614.5498046875,7648.7998046875,1550475
2025-01-08,7791.0498046875,7791.0498046875,8160.0,7616.0,8087.9501953125,827603
2025-01-09,7703.9501953125,7703.9501953125,7921.0,7461.0,7819.89990234375,698590
2025-01-10,7831.14990234375,7831.14990234375,8098.7001953125,7703.0498046875,7750.0,1051880
2025-01-13,7078.5,7078.5,7807.4501953125,6970.89990234375,7759.7001953125,858194
2025-01-14,6898.0,6898.0,7292.0,6869.0,7184.0,513511
2025-01-15,7033.7998046875,7033.7998046875,7118.0,6760.0,6901.0,690894
2025-01-16,6815.85009765625,6815.85009765625,7142.9501953125,6780.0,7100.0,398087
2025-01-17,6757.5,6757.5,6974.0,6730.85009765625,6830.89990234375,344375
2025-01-20,7049.5498046875,7049.5498046875,7088.0,6675.0,6757.5,662008
2025-01-21,6515.0498046875,6515.0498046875,7084.0,6475.0,7084.0,656441
2025-01-22,6283.14990234375,6283.14990234375,6577.0498046875,6202.35009765625,6552.7001953125,567459
2025-01-23,6767.60009765625,6767.60009765625,7044.9501953125,6297.35009765625,6314.5498046875,1449087
2025-01-24,6973.7998046875,6973.7998046875,7248.0,6840.7998046875,7200.0,1829132
2025-01-27,6631.7998046875,6631.7998046875,6999.0498046875,6565.14990234375,6925.75,747322
2025-01-28,6673.5,6673.5,6826.2998046875,6075.0,6640.10009765625,1461346
2025-01-29,6585.35009765625,6585.35009765625,7119.64990234375,6512.2998046875,6673.5,1226641
2025-01-30,6326.0,6326.0,6698.85009765625,6300.0498046875,6655.0,572176
2025-01-31,6501.7998046875,6501.7998046875,6549.89990234375,6332.7001953125,6399.9501953125,576569
2025-02-01,6617.10009765625,6617.10009765625,6674.0,6445.7001953125,6538.0,383194
2025-02-03,6528.39990234375,6528.39990234375,6875.64990234375,6460.0,6500.0,796800
2025-02-04,6918.75,6918.75,6975.0,6556.0,6599.0,729485
2025-02-05,6908.7998046875,6908.7998046875,7298.7998046875,6809.89990234375,6980.0,1631936
2025-02-06,6954.0498046875,6954.0498046875,7017.9501953125,6846.0,7000.0,370571
2025-02-07,6894.0498046875,6894.0498046875,7041.5498046875,6830.0498046875,6966.9501953125,290723
2025-02-10,6928.89990234375,6928.89990234375,6960.60009765625,6732.64990234375,6891.0,280946
2025-02-11,6433.10009765625,6433.10009765625,6957.7998046875,6384.5,6901.0,517009
2025-02-12,5982.39990234375,5982.39990234375,6430.0,5934.0498046875,6426.0,921811
2025-02-13,6143.7001953125,6143.7001953125,6247.89990234375,5875.0498046875,5950.0,746807
2025-02-14,5817.2998046875,5817.2998046875,6212.25,5762.35009765625,6140.0,542506
2025-02-17,5779.85009765625,5779.85009765625,5924.0498046875,5630.0498046875,5798.0,905638
2025-02-18,5514.25,5514.25,5844.39990234375,5235.0,5795.0,1257883
2025-02-19,5517.89990234375,5517.89990234375,5633.75,5351.0,5450.0,690606
2025-02-20,5837.0,5837.0,5870.0,5433.0498046875,5537.39990234375,817813
2025-02-21,6001.2001953125,6001.2001953125,6119.9501953125,5740.2001953125,5801.0,1157560
2025-02-24,6026.85009765625,6026.85009765625,6054.64990234375,5745.60009765625,5905.0498046875,534229
2025-02-25,6024.2998046875,6024.2998046875,6178.0,5912.0498046875,6026.85009765625,563985
2025-02-27,5949.5498046875,5949.5498046875,6150.0,5850.0,6030.0,657030
2025-02-28,5628.64990234375,5628.64990234375,5968.9501953125,5587.0,5871.0,510928
2025-03-03,5657.0,5657.0,5810.0,5481.39990234375,5630.0,769944
2025-03-04,5761.60009765625,5761.60009765625,5823.60009765625,5535.0498046875,5535.0498046875,540225
2025-03-05,5812.0498046875,5812.0498046875,5843.7001953125,5704.0498046875,5805.0,392501
2025-03-06,6174.89990234375,6174.89990234375,6350.0,5862.0498046875,5871.0,1433956
2025-03-07,6339.14990234375,6339.14990234375,6418.0,6200.0,6200.0,1033859
2025-03-10,6431.35009765625,6431.35009765625,6649.89990234375,6310.0498046875,6340.0498046875,1069120
2025-03-11,6414.2001953125,6414.2001953125,6458.0,6160.10009765625,6277.0498046875,658070
2025-03-12,6522.39990234375,6522.39990234375,6539.0,6340.5498046875,6455.0,479846
2025-03-13,6365.5,6365.5,6575.0,6310.10009765625,6516.9501953125,460862
2025-03-17,6489.7001953125,6489.7001953125,6655.0,6347.5498046875,6396.89990234375,586550
2025-03-18,6489.7001953125,6489.7001953125,6489.7001953125,6489.7001953125,6489.7001953125,0
2025-03-19,6861.89990234375,6861.89990234375,6900.0,6609.2001953125,6609.25,489592
2025-03-20,7248.5,7248.5,7347.39990234375,6896.14990234375,6900.0,1540246
2025-03-21,6890.5498046875,6890.5498046875,7261.25,6840.0,7260.0,783413
2025-03-24,7001.75,7001.75,7085.0,6896.9501953125,6980.10009765625,452595
2025-03-25,6884.89990234375,6884.89990234375,7139.7998046875,6839.7998046875,7070.4501953125,352793
2025-03-26,6857.14990234375,6857.14990234375,6992.4501953125,6741.85009765625,6900.0,295298
2025-03-27,7131.2998046875,7131.2998046875,7204.9501953125,6728.2998046875,6827.2001953125,564817
2025-03-28,7210.85009765625,7210.85009765625,7299.0,7180.0,7181.0,511573
2025-04-01,6879.5498046875,6879.5498046875,7219.0,6848.2001953125,7180.0,376900
2025-04-02,6996.0498046875,6996.0498046875,7009.0,6801.35009765625,6900.0,312615
2025-04-03,6929.89990234375,6929.89990234375,7058.0,6878.7998046875,6940.0,237625
2025-04-04,6595.14990234375,6595.14990234375,6973.2001953125,6518.25,6915.0,307246
2025-04-07,6151.39990234375,6151.39990234375,6294.4501953125,5675.25,5700.5,387620
2025-04-08,6458.0498046875,6458.0498046875,6523.0,6306.2998046875,6450.0,400725
2025-04-09,6159.39990234375,6159.39990234375,6417.5,6088.0,6416.0,390920
2025-04-11,6530.0498046875,6530.0498046875,6587.0,6250.0,6340.0,609690
2025-04-15,6880.0,6880.0,6930.0,6735.5,6790.0,397603
2025-04-16,6744.5,6744.5,6870.0,6721.0,6870.0,284043
2025-04-17,6686.0,6686.0,6974.0,6643.5,6790.0,633384
2025-04-21,6751.0,6751.0,6824.0,6711.5,6799.0,250408
2025-04-22,6635.0,6635.0,6819.0,6600.0,6819.0,391558
2025-04-23,6606.0,6606.0,6770.0,6525.0,6700.0,311464
2025-04-24,6388.0,6388.0,6644.0,6358.0,6644.0,333424
2025-04-25,6394.0,6394.0,6470.0,6250.5,6436.0,339260
2025-04-28,6381.0,6381.0,6469.0,6233.5,6388.0,230556
2025-04-29,6315.5,6315.5,6489.5,6290.0,6380.5,232237
2025-04-30,6155.5,6155.5,6330.0,6055.0,6315.0,326788
2025-05-02,6188.0,6188.0,6255.5,6068.0,6150.0,219270
