date_,adj close_j&kbank.ns,close_j&kbank.ns,high_j&kbank.ns,low_j&kbank.ns,open_j&kbank.ns,volume_j&kbank.ns
2024-03-21,125.01810455322266,130.0500030517578,133.89999389648438,129.3000030517578,132.0,5342871
2024-03-22,125.54682159423828,130.60000610351562,132.5,130.0,130.14999389648438,2335360
2024-03-26,124.1048583984375,129.10000610351562,132.5500030517578,128.5500030517578,130.9499969482422,2533265
2024-03-27,126.2197265625,131.3000030517578,133.75,129.64999389648438,129.89999389648438,5540098
2024-03-28,129.0075225830078,134.1999969482422,136.0,132.0,132.5,3734690
2024-04-01,130.20916748046875,135.4499969482422,137.60000610351562,134.10000610351562,135.0,2634196
2024-04-02,131.45884704589844,136.75,137.25,134.8000030517578,135.5,1717679
2024-04-03,133.86212158203125,139.25,139.8000030517578,135.0,136.10000610351562,4043117
2024-04-04,132.420166015625,137.75,141.6999969482422,136.5500030517578,140.1999969482422,3717203
2024-04-05,133.6698760986328,139.0500030517578,139.6999969482422,137.10000610351562,137.60000610351562,2128884
2024-04-08,131.1223907470703,136.39999389648438,139.0,133.60000610351562,137.0,4672461
2024-04-09,132.6124267578125,137.9499969482422,139.25,136.35000610351562,136.64999389648438,2355997
2024-04-10,133.7179412841797,139.10000610351562,140.0,136.39999389648438,137.5,2485569
2024-04-12,132.37210083007812,137.6999969482422,139.4499969482422,136.8000030517578,137.9499969482422,2246532
2024-04-15,126.9887924194336,132.10000610351562,135.60000610351562,130.60000610351562,131.0,3486028
2024-04-16,125.2584228515625,130.3000030517578,132.89999389648438,130.0,131.0,2169196
2024-04-18,126.07553100585938,131.14999389648438,133.4499969482422,129.89999389648438,130.85000610351562,3362760
2024-04-19,123.1435546875,128.10000610351562,130.64999389648438,127.69999694824219,129.39999389648438,3070583
2024-04-22,126.46006774902344,131.5500030517578,132.9499969482422,129.14999389648438,130.1999969482422,2894038
2024-04-23,125.45068359375,130.5,133.39999389648438,130.0,133.25,2009878
2024-04-24,124.4893798828125,129.5,132.4499969482422,129.0,131.1999969482422,1615973
2024-04-25,127.1810531616211,132.3000030517578,133.5500030517578,129.4499969482422,129.5,3193482
2024-04-26,127.22911071777344,132.35000610351562,133.4499969482422,131.3000030517578,132.60000610351562,2207456
2024-04-29,130.88206481933594,136.14999389648438,136.8000030517578,131.8000030517578,133.1999969482422,6070169
2024-04-30,131.21853637695312,136.5,137.0,134.5,137.0,4033799
2024-05-02,133.28533935546875,138.64999389648438,139.0500030517578,135.1999969482422,136.0,6020885
2024-05-03,133.95826721191406,139.35000610351562,139.9499969482422,136.5500030517578,139.39999389648438,3619843
2024-05-06,129.63238525390625,134.85000610351562,147.1999969482422,134.0,145.0,18372191
2024-05-07,124.39324188232422,129.39999389648438,136.6999969482422,127.80000305175781,136.14999389648438,7264336
2024-05-08,127.32523345947266,132.4499969482422,134.39999389648438,129.0,129.39999389648438,4484340
2024-05-09,123.3358154296875,128.3000030517578,133.35000610351562,127.5,132.9499969482422,2813665
2024-05-10,124.05679321289062,129.0500030517578,130.0,124.69999694824219,129.0,2060312
2024-05-13,122.75901794433594,127.69999694824219,129.9499969482422,125.5,129.8000030517578,1790382
2024-05-14,123.86454010009766,128.85000610351562,130.0500030517578,128.10000610351562,128.10000610351562,1523236
2024-05-15,124.87389373779297,129.89999389648438,133.14999389648438,129.25,130.1999969482422,2870652
2024-05-16,124.44131469726562,129.4499969482422,131.5,128.60000610351562,130.89999389648438,1511620
2024-05-17,124.1048583984375,129.10000610351562,130.39999389648438,127.80000305175781,130.10000610351562,2172969
2024-05-21,124.4893798828125,129.5,130.35000610351562,128.14999389648438,129.5,2818823
2024-05-22,124.3451919555664,129.35000610351562,131.39999389648438,128.6999969482422,129.89999389648438,1802517
2024-05-23,124.6335678100586,129.64999389648438,134.5,129.14999389648438,130.0,8211274
2024-05-24,125.11422729492188,130.14999389648438,132.5,129.5,129.85000610351562,2815165
2024-05-27,126.26780700683594,131.35000610351562,132.8000030517578,129.75,130.89999389648438,5017365
2024-05-28,124.15291595458984,129.14999389648438,132.25,128.10000610351562,131.75,2618513
2024-05-29,123.3358154296875,128.3000030517578,129.85000610351562,127.9000015258789,128.9499969482422,1628833
2024-05-30,121.12480163574219,126.0,128.6999969482422,125.5,128.0,1614359
2024-05-31,126.60425567626953,131.6999969482422,133.8000030517578,124.55000305175781,126.4000015258789,5996619
2024-06-03,130.35336303710938,135.60000610351562,137.75,132.3000030517578,136.0,11964335
2024-06-04,104.3499755859375,108.55000305175781,135.0,108.5,135.0,30329311
2024-06-05,112.04044342041016,116.55000305175781,119.69999694824219,102.6500015258789,112.0,11459521
2024-06-06,114.82823181152344,119.44999694824219,124.8499984741211,118.5,119.5,6701350
2024-06-07,116.46245574951172,121.1500015258789,121.94999694824219,118.55000305175781,120.19999694824219,3513640
2024-06-10,117.02001953125,121.7300033569336,124.0,121.20999908447266,121.87999725341797,2796373
2024-06-11,116.99117279052734,121.69999694824219,122.58000183105469,120.83999633789062,122.25,3142859
2024-06-12,118.04861450195312,122.80000305175781,123.80000305175781,122.01000213623047,122.25,2310111
2024-06-13,118.06784057617188,122.81999969482422,123.80000305175781,121.66000366210938,123.5,1852077
2024-06-14,117.66409301757812,122.4000015258789,123.4000015258789,121.80999755859375,122.8499984741211,1943533
2024-06-18,116.37593841552734,121.05999755859375,123.4000015258789,120.75,123.0999984741211,2368413
2024-06-19,116.67394256591797,121.37000274658203,123.0999984741211,119.44000244140625,121.38999938964844,2909418
2024-06-20,116.16444396972656,120.83999633789062,122.98999786376953,120.55000305175781,121.51000213623047,2867813
2024-06-21,115.99141693115234,120.66000366210938,121.69999694824219,119.69000244140625,121.5,1838727
2024-06-24,113.58815002441406,118.16000366210938,121.25,117.58999633789062,121.25,4447378
2024-06-25,112.51148223876953,117.04000091552734,119.5,116.43000030517578,118.70999908447266,2638854
2024-06-26,112.42496490478516,116.94999694824219,118.30000305175781,116.55000305175781,117.4000015258789,1953279
2024-06-27,111.11758422851562,115.58999633789062,117.58999633789062,113.69999694824219,116.97000122070312,3115968
2024-06-28,109.95439910888672,114.37999725341797,119.1500015258789,113.7300033569336,116.1500015258789,4141823
2024-07-01,112.73257446289062,117.2699966430664,118.0,114.55999755859375,115.0,2407163
2024-07-02,112.6749038696289,117.20999908447266,118.69999694824219,116.44999694824219,117.6500015258789,2460868
2024-07-03,110.0889892578125,114.5199966430664,118.19000244140625,114.01000213623047,117.69000244140625,4169012
2024-07-04,109.56026458740234,113.97000122070312,115.94000244140625,113.81999969482422,115.19999694824219,2527071
2024-07-05,107.76261901855469,112.0999984741211,114.69000244140625,111.75,113.95999908447266,4847293
2024-07-08,102.0716781616211,106.18000030517578,112.7699966430664,105.79000091552734,112.51000213623047,9519132
2024-07-09,104.56146240234375,108.7699966430664,111.6500015258789,106.62999725341797,106.75,7007026
2024-07-10,102.9176254272461,107.05999755859375,109.83000183105469,105.66000366210938,109.3499984741211,3979418
2024-07-11,103.09066009521484,107.23999786376953,108.9000015258789,106.6500015258789,108.0,2256246
2024-07-12,103.25408935546875,107.41000366210938,108.75,106.52999877929688,107.23999786376953,2096797
2024-07-15,108.95463562011719,113.33999633789062,113.94999694824219,106.80000305175781,107.70999908447266,8578458
2024-07-16,109.5025863647461,113.91000366210938,115.29000091552734,112.9000015258789,113.94999694824219,3773531
2024-07-18,107.41654968261719,111.73999786376953,115.83999633789062,111.11000061035156,113.8499984741211,4120127
2024-07-19,106.36872863769531,110.6500015258789,112.69999694824219,109.79000091552734,111.69999694824219,2376872
2024-07-22,106.10916900634766,110.37999725341797,111.86000061035156,107.7699966430664,109.0,2633320
2024-07-23,104.16732788085938,108.36000061035156,110.5,104.44999694824219,110.4000015258789,3124125
2024-07-24,102.98491668701172,107.12999725341797,111.79000091552734,106.30000305175781,108.9000015258789,7070683
2024-07-25,103.70590209960938,107.87999725341797,108.5,106.62000274658203,107.0,2956802
2024-07-26,104.21540069580078,108.41000366210938,109.3499984741211,107.08000183105469,107.88999938964844,4110021
2024-07-29,108.32979583740234,112.69000244140625,116.5,111.01000213623047,111.01000213623047,14691986
2024-07-30,108.00294494628906,112.3499984741211,113.87999725341797,112.0999984741211,113.5,3349625
2024-07-31,105.32089233398438,109.55999755859375,112.70999908447266,109.29000091552734,112.55000305175781,4161065
2024-08-01,105.27283477783203,109.51000213623047,111.30000305175781,108.2300033569336,110.80000305175781,4618028
2024-08-02,112.43457794189453,116.95999908447266,123.69999694824219,107.70999908447266,108.0,58317725
2024-08-05,106.13801574707031,110.41000366210938,114.4000015258789,110.0,113.5,9588993
2024-08-06,108.22405242919922,112.58000183105469,115.47000122070312,111.6500015258789,112.5,7695417
2024-08-07,111.07913208007812,115.55000305175781,116.44999694824219,112.61000061035156,113.75,5754604
2024-08-08,110.050537109375,114.4800033569336,116.9000015258789,114.01000213623047,115.94999694824219,3992366
2024-08-09,110.81470489501953,113.11000061035156,114.83999633789062,112.44000244140625,114.5,3790997
2024-08-12,108.67894744873047,110.93000030517578,111.88999938964844,109.86000061035156,111.0,3338819
2024-08-13,107.51309204101562,109.73999786376953,113.55000305175781,109.0999984741211,111.69999694824219,3020066
2024-08-14,105.82799530029297,108.0199966430664,111.69999694824219,107.6500015258789,111.0,3020307
2024-08-16,107.16039276123047,109.37999725341797,110.18000030517578,108.5,110.18000030517578,2095284
2024-08-19,108.75732421875,111.01000213623047,111.38999938964844,109.55999755859375,110.0,2042170
2024-08-20,108.6005630493164,110.8499984741211,112.25,110.41000366210938,111.79000091552734,2543614
2024-08-21,108.92387390136719,111.18000030517578,111.95999908447266,110.22000122070312,111.5,2667706
2024-08-22,108.93367004394531,111.19000244140625,112.37999725341797,111.01000213623047,111.76000213623047,1855244
2024-08-23,108.14990234375,110.38999938964844,111.58000183105469,109.75,111.45999908447266,1932896
2024-08-26,107.20938110351562,109.43000030517578,111.38999938964844,109.0999984741211,111.38999938964844,2391070
2024-08-27,106.16109466552734,108.36000061035156,109.8499984741211,108.05000305175781,109.8499984741211,2027078
2024-08-28,106.38642883300781,108.58999633789062,109.25,108.25,109.25,1588885
2024-08-29,109.05123138427734,111.30999755859375,114.0999984741211,110.2300033569336,114.0,8283438
2024-08-30,107.66004943847656,109.88999938964844,112.19999694824219,108.8499984741211,112.0,3603890
2024-09-02,107.62085723876953,109.8499984741211,110.5999984741211,108.86000061035156,110.5,1684669
2024-09-03,106.42561340332031,108.62999725341797,110.55999755859375,108.26000213623047,109.8499984741211,2655232
2024-09-04,106.73912048339844,108.94999694824219,109.73999786376953,107.61000061035156,108.0,1587287
2024-09-05,106.43541717529297,108.63999938964844,109.44999694824219,108.30000305175781,109.44999694824219,1307728
2024-09-06,104.38782501220703,106.55000305175781,109.88999938964844,106.0,109.30000305175781,2603713
2024-09-09,102.51658630371094,104.63999938964844,106.38999938964844,103.22000122070312,105.61000061035156,3290790
2024-09-10,103.95675659179688,106.11000061035156,106.69000244140625,105.19000244140625,105.19000244140625,1261436
2024-09-11,102.20307922363281,104.31999969482422,106.0,104.22000122070312,106.0,1385705
2024-09-12,103.76081848144531,105.91000366210938,106.80000305175781,104.5,104.75,1956609
2024-09-13,103.62364959716797,105.7699966430664,107.79000091552734,105.5,106.0999984741211,2757057
2024-09-16,104.14289855957031,106.30000305175781,108.19999694824219,105.66999816894531,106.26000213623047,2809495
2024-09-17,101.63484191894531,103.73999786376953,106.68000030517578,103.44999694824219,106.5,2728653
2024-09-18,103.06521606445312,105.19999694824219,105.5999984741211,103.61000061035156,103.73999786376953,6694865
2024-09-19,102.51658630371094,104.63999938964844,106.6500015258789,102.5999984741211,106.23999786376953,2486405
2024-09-20,103.37872314453125,105.5199966430664,105.9000015258789,103.0999984741211,104.6500015258789,3834460
2024-09-23,106.47460174560547,108.68000030517578,109.30000305175781,104.9000015258789,104.9000015258789,4858786
2024-09-24,106.82730102539062,109.04000091552734,109.5999984741211,107.54000091552734,109.5999984741211,3185978
2024-09-25,106.81749725341797,109.02999877929688,109.5999984741211,108.20999908447266,109.33000183105469,2236127
2024-09-26,106.80770111083984,109.0199966430664,110.5,108.63999938964844,108.9000015258789,1927286
2024-09-27,105.10301208496094,107.27999877929688,109.44999694824219,106.5,109.30000305175781,1769692
2024-09-30,105.05403137207031,107.2300033569336,107.47000122070312,105.19999694824219,107.19999694824219,1615442
2024-10-01,103.34933471679688,105.48999786376953,108.0,104.9000015258789,107.2300033569336,3266429
2024-10-03,100.98824310302734,103.08000183105469,105.0,102.25,104.55000305175781,1940311
2024-10-04,99.66564178466797,101.7300033569336,104.27999877929688,101.29000091552734,103.1500015258789,2441112
2024-10-07,95.37451934814453,97.3499984741211,103.16999816894531,96.58999633789062,102.38999938964844,3740439
2024-10-08,97.49068450927734,99.51000213623047,100.44999694824219,96.0999984741211,97.94000244140625,3596741
2024-10-09,97.3437271118164,99.36000061035156,102.4000015258789,99.0,100.4000015258789,2562361
2024-10-10,97.50048065185547,99.5199966430664,101.63999938964844,99.30000305175781,99.75,1516748
2024-10-11,97.10860443115234,99.12000274658203,99.94999694824219,98.61000061035156,99.5199966430664,1004436
2024-10-14,96.6285400390625,98.62999725341797,100.7300033569336,98.51000213623047,99.44999694824219,1460959
2024-10-15,94.84547424316406,96.80999755859375,99.05999755859375,96.5999984741211,98.62000274658203,2045375
2024-10-16,95.14918518066406,97.12000274658203,97.7699966430664,96.56999969482422,96.80000305175781,1452589
2024-10-17,95.13938903808594,97.11000061035156,98.5999984741211,96.38999938964844,97.5,1452261
2024-10-18,94.46338653564453,96.41999816894531,97.19000244140625,95.5,97.12000274658203,1451456
2024-10-21,92.76850128173828,94.69000244140625,97.38999938964844,94.41999816894531,96.79000091552734,1401684
2024-10-22,89.32971954345703,91.18000030517578,94.69000244140625,89.77999877929688,94.66000366210938,3845837
2024-10-23,92.21006774902344,94.12000274658203,94.48999786376953,88.11000061035156,91.18000030517578,2881180
2024-10-24,91.9945297241211,93.9000015258789,94.80000305175781,92.5,94.1500015258789,1978145
2024-10-25,95.64883422851562,97.62999725341797,99.87999725341797,88.5999984741211,93.6500015258789,12421947
2024-10-28,95.14918518066406,97.12000274658203,99.3499984741211,95.5999984741211,98.0,4126483
2024-10-29,94.61034393310547,96.56999969482422,97.94999694824219,94.4800033569336,97.94999694824219,3367062
2024-10-30,98.23526000976562,100.2699966430664,101.0,96.26000213623047,96.56999969482422,4928151
2024-10-31,98.39201354980469,100.43000030517578,101.73999786376953,99.0,99.80000305175781,2033204
2024-11-01,100.04772186279297,102.12000274658203,102.4000015258789,100.87999725341797,101.30000305175781,766272
2024-11-04,97.08900451660156,99.0999984741211,101.9000015258789,98.05000305175781,101.9000015258789,2312979
2024-11-05,98.06871032714844,100.0999984741211,100.73999786376953,97.5,98.9000015258789,2443318
2024-11-06,99.25415802001953,101.30999755859375,101.5,99.48999786376953,100.9000015258789,1918431
2024-11-07,103.80979919433594,105.95999908447266,108.75,100.80999755859375,101.47000122070312,12567641
2024-11-08,101.36052703857422,103.45999908447266,107.0,102.2300033569336,106.98999786376953,3754040
2024-11-11,99.44029998779297,101.5,104.0999984741211,101.19999694824219,103.0,2352782
2024-11-12,97.56906127929688,99.58999633789062,103.30000305175781,99.1500015258789,102.0,1779312
2024-11-13,94.01272583007812,95.95999908447266,100.4800033569336,95.5,99.0,3305153
2024-11-14,93.14078521728516,95.06999969482422,97.5,94.55000305175781,96.0,2603551
2024-11-18,91.43609619140625,93.33000183105469,96.87000274658203,92.66000366210938,96.0,3270153
2024-11-19,93.91475677490234,95.86000061035156,98.77999877929688,94.0,94.0,3219160
2024-11-21,92.50397491455078,94.41999816894531,95.83999633789062,91.55000305175781,95.83999633789062,2813936
2024-11-22,92.95463562011719,94.87999725341797,96.58999633789062,93.16000366210938,94.56999969482422,2793316
2024-11-25,95.27655029296875,97.25,98.66000366210938,96.51000213623047,98.0,2342306
2024-11-26,95.13938903808594,97.11000061035156,98.58000183105469,96.94999694824219,97.4000015258789,2031922
2024-11-27,95.48228454589844,97.45999908447266,97.91000366210938,96.6500015258789,97.01000213623047,1861665
2024-11-28,95.2667465209961,97.23999786376953,99.9000015258789,96.75,98.0,3750578
2024-11-29,95.48228454589844,97.45999908447266,98.44999694824219,96.11000061035156,97.5999984741211,1685546
2024-12-02,96.56976318359375,98.56999969482422,99.0999984741211,96.19999694824219,97.4000015258789,2398695
2024-12-03,101.15479278564453,103.25,103.75,98.56999969482422,98.69999694824219,4806519
2024-12-04,104.93646240234375,107.11000061035156,108.5,103.33999633789062,104.0,8021442
2024-12-05,103.98614501953125,106.13999938964844,108.0,105.0,107.6500015258789,2946118
2024-12-06,104.49559783935547,106.66000366210938,109.55000305175781,104.94999694824219,106.5999984741211,4365923
2024-12-09,102.92806243896484,105.05999755859375,107.18000030517578,104.75,106.9000015258789,1469747
2024-12-10,102.31084442138672,104.43000030517578,106.19999694824219,104.01000213623047,105.30000305175781,1753128
2024-12-11,102.41861724853516,104.54000091552734,105.44999694824219,104.1500015258789,104.5,1037526
2024-12-12,102.3402328491211,104.45999908447266,104.83999633789062,102.9800033569336,104.43000030517578,1619045
2024-12-13,100.04772186279297,102.12000274658203,104.38999938964844,100.44999694824219,104.38999938964844,1850781
2024-12-16,100.22407531738281,102.30000305175781,103.75,101.95999908447266,102.38999938964844,1300571
2024-12-17,98.40181732177734,100.44000244140625,102.69999694824219,100.22000122070312,102.19999694824219,1303043
2024-12-18,99.3717269897461,101.43000030517578,101.9000015258789,98.69999694824219,100.41000366210938,4642103
2024-12-19,98.91126251220703,100.95999908447266,101.73999786376953,97.87999725341797,98.0,1780766
2024-12-20,94.26744842529297,96.22000122070312,100.95999908447266,95.5,100.86000061035156,2781140
2024-12-23,95.2667465209961,97.23999786376953,98.98999786376953,95.70999908447266,97.5999984741211,1610346
2024-12-24,96.18767547607422,98.18000030517578,98.48999786376953,96.6500015258789,97.33999633789062,930609
2024-12-26,99.93995666503906,102.01000213623047,105.66000366210938,98.62000274658203,99.01000213623047,14202540
2024-12-27,98.37242889404297,100.41000366210938,102.55000305175781,100.05000305175781,102.30000305175781,1384996
2024-12-30,97.25555419921875,99.2699966430664,101.05999755859375,98.72000122070312,100.4000015258789,1936887
2024-12-31,98.77410125732422,100.81999969482422,101.5,98.25,99.38999938964844,1939664
2025-01-01,98.47039794921875,100.51000213623047,101.18000030517578,100.08999633789062,100.44999694824219,801595
2025-01-02,99.05821990966797,101.11000061035156,101.56999969482422,100.41999816894531,100.4800033569336,1700907
2025-01-03,98.71532440185547,100.76000213623047,103.0999984741211,100.5,101.94999694824219,3194308
2025-01-06,96.06031799316406,98.05000305175781,101.19000244140625,96.61000061035156,100.94999694824219,3174173
2025-01-07,95.68801879882812,97.66999816894531,99.19000244140625,97.30999755859375,98.5,1385425
2025-01-08,94.85527038574219,96.81999969482422,97.9800033569336,96.5,97.66999816894531,1325011
2025-01-09,93.56205749511719,95.5,97.27999877929688,95.0199966430664,96.75,1032627
2025-01-10,89.5844497680664,91.44000244140625,95.55000305175781,91.01000213623047,95.0199966430664,3068689
2025-01-13,86.67471313476562,88.47000122070312,91.37999725341797,86.61000061035156,90.5999984741211,3867353
2025-01-14,91.91615295410156,93.81999969482422,95.02999877929688,88.47000122070312,88.5,3729514
2025-01-15,90.15267181396484,92.0199966430664,94.5,91.80000305175781,94.0,2222100
2025-01-16,93.11139678955078,95.04000091552734,97.27999877929688,93.44999694824219,93.51000213623047,2759932
2025-01-17,92.63134002685547,94.55000305175781,95.9800033569336,93.62999725341797,95.44999694824219,1875198
2025-01-20,95.97213745117188,97.95999908447266,98.47000122070312,94.80000305175781,95.44999694824219,2698475
2025-01-21,92.27864074707031,94.19000244140625,98.4000015258789,93.80000305175781,98.18000030517578,4325783
2025-01-22,88.87905883789062,90.72000122070312,94.91999816894531,90.01000213623047,94.80000305175781,4024303
2025-01-23,89.61383819580078,91.47000122070312,93.38999938964844,90.45999908447266,91.19999694824219,5500712
2025-01-24,88.60474395751953,90.44000244140625,92.61000061035156,90.0,91.98999786376953,1813041
2025-01-27,87.17436981201172,88.9800033569336,90.47000122070312,87.63999938964844,89.94000244140625,3021736
2025-01-28,93.7677993774414,95.70999908447266,97.38999938964844,89.27999877929688,90.5,11946161
2025-01-29,92.91545104980469,94.83999633789062,95.44000244140625,93.05000305175781,93.05000305175781,2971186
2025-01-30,97.20657348632812,99.22000122070312,105.5999984741211,94.4000015258789,94.5,10057856
2025-01-31,97.50048065185547,99.5199966430664,100.9000015258789,97.9000015258789,99.80000305175781,3314548
2025-02-01,98.7643051147461,100.80999755859375,105.26000213623047,98.25,99.5199966430664,5314086
2025-02-03,98.54876708984375,100.58999633789062,100.98999786376953,97.80000305175781,98.52999877929688,2607838
2025-02-04,101.25276184082031,103.3499984741211,105.80000305175781,101.0,101.0,5781098
2025-02-05,99.39131164550781,101.44999694824219,106.8499984741211,99.26000213623047,103.75,14261951
2025-02-06,100.21427154541016,102.29000091552734,102.5999984741211,99.30999755859375,99.30999755859375,4084237
2025-02-07,97.75520324707031,99.77999877929688,102.68000030517578,99.31999969482422,101.5999984741211,2887668
2025-02-10,95.21776580810547,97.19000244140625,99.9000015258789,97.0,99.9000015258789,1690914
2025-02-11,94.91405487060547,96.87999725341797,97.87999725341797,96.37999725341797,97.25,3468042
2025-02-12,97.69642639160156,99.72000122070312,100.43000030517578,94.91999816894531,96.80000305175781,5034223
2025-02-13,95.12958526611328,97.0999984741211,100.48999786376953,96.69999694824219,99.72000122070312,2077992
2025-02-14,93.1309814453125,95.05999755859375,97.9000015258789,94.36000061035156,97.0999984741211,3109627
2025-02-17,94.67892456054688,96.63999938964844,98.0,92.81999969482422,94.0,3330734
2025-02-18,93.65023040771484,95.58999633789062,97.38999938964844,93.23999786376953,96.01000213623047,4651369
2025-02-19,94.77689361572266,96.73999786376953,97.54000091552734,93.69999694824219,94.05999755859375,1705629
2025-02-20,98.24505615234375,100.27999877929688,101.31999969482422,96.19000244140625,97.0,3206235
2025-02-21,99.0288314819336,101.08000183105469,101.62000274658203,99.26000213623047,100.0,2327446
2025-02-24,98.00012969970703,100.02999877929688,100.69999694824219,99.05000305175781,100.0,1340417
2025-02-25,95.76640319824219,97.75,101.12000274658203,97.20999908447266,99.5,1985170
2025-02-27,94.90425872802734,96.87000274658203,98.6500015258789,96.19999694824219,98.38999938964844,1671924
2025-02-28,92.87626647949219,94.80000305175781,96.58999633789062,92.68000030517578,96.58999633789062,2111995
2025-03-03,90.25064849853516,92.12000274658203,95.19999694824219,90.5999984741211,94.55000305175781,2566165
2025-03-04,90.58374786376953,92.45999908447266,94.0,90.0,90.0,1380276
2025-03-05,94.96304321289062,96.93000030517578,98.0,93.06999969482422,93.69000244140625,2407923
2025-03-06,95.28634643554688,97.26000213623047,98.69000244140625,96.30000305175781,97.94999694824219,1205225
2025-03-07,94.5809555053711,96.54000091552734,98.19000244140625,96.0999984741211,97.0,1101968
2025-03-10,92.32762145996094,94.23999786376953,98.4000015258789,93.75,96.6500015258789,1373361
2025-03-11,90.67192840576172,92.55000305175781,94.41999816894531,92.19999694824219,93.0,1413121
2025-03-12,90.37800598144531,92.25,93.68000030517578,91.55999755859375,92.55000305175781,1452116
2025-03-13,89.1827621459961,91.02999877929688,93.05000305175781,90.72000122070312,92.33999633789062,1140300
2025-03-17,91.78878784179688,93.69000244140625,94.58999633789062,91.02999877929688,92.19999694824219,2897856
2025-03-18,91.78878784179688,93.69000244140625,93.69000244140625,93.69000244140625,93.69000244140625,0
2025-03-19,91.17156982421875,93.05999755859375,95.5,90.95999908447266,94.0,5258743
