date_,adj close_triveni.ns,close_triveni.ns,high_triveni.ns,low_triveni.ns,open_triveni.ns,volume_triveni.ns
2024-02-22,344.6629333496094,348.04998779296875,353.0,343.04998779296875,352.45001220703125,362059
2024-02-23,343.72216796875,347.1000061035156,352.79998779296875,346.04998779296875,349.04998779296875,194257
2024-02-26,339.5135192871094,342.8500061035156,348.6499938964844,341.75,346.0,174608
2024-02-27,339.2659606933594,342.6000061035156,345.1000061035156,340.04998779296875,342.0,155464
2024-02-28,333.8690185546875,337.1499938964844,353.3999938964844,335.20001220703125,350.0,748688
2024-02-29,326.6400451660156,329.8500061035156,346.5,328.3500061035156,346.0,794752
2024-03-01,319.2625427246094,322.3999938964844,334.3500061035156,322.0,332.3500061035156,681550
2024-03-04,350.406494140625,353.8500061035156,357.04998779296875,326.6499938964844,331.5,4511586
2024-03-05,342.2367858886719,345.6000061035156,356.0,344.04998779296875,354.0,776835
2024-03-06,332.2845458984375,335.54998779296875,345.0,333.0,345.0,490578
2024-03-07,332.0369873046875,335.29998779296875,338.0,332.0,335.54998779296875,377543
2024-03-11,331.6408996582031,334.8999938964844,340.6499938964844,332.29998779296875,335.8999938964844,485046
2024-03-12,319.55963134765625,322.70001220703125,339.0,322.0,336.6000061035156,508564
2024-03-13,304.80462646484375,307.79998779296875,329.75,304.5,323.95001220703125,841562
2024-03-14,311.2413635253906,314.29998779296875,322.75,305.0,307.79998779296875,337870
2024-03-15,312.7267761230469,315.79998779296875,322.0,308.0,315.8999938964844,298100
2024-03-18,320.1537780761719,323.29998779296875,325.25,312.95001220703125,317.54998779296875,379323
2024-03-19,313.66754150390625,316.75,324.29998779296875,315.45001220703125,324.29998779296875,376025
2024-03-20,315.6480712890625,318.75,319.95001220703125,312.3500061035156,318.0,249933
2024-03-21,316.786865234375,319.8999938964844,323.8500061035156,318.5,322.0,190753
2024-03-22,315.05389404296875,318.1499938964844,323.04998779296875,315.95001220703125,318.8999938964844,427686
2024-03-26,316.539306640625,319.6499938964844,322.6000061035156,315.5,315.5,286165
2024-03-27,311.2908935546875,314.3500061035156,322.3999938964844,313.0,322.3999938964844,317941
2024-03-28,308.072509765625,311.1000061035156,319.20001220703125,308.1000061035156,316.8999938964844,398225
2024-04-01,328.1749572753906,331.3999938964844,332.75,312.54998779296875,312.54998779296875,701854
2024-04-02,330.7496643066406,334.0,336.8500061035156,328.1000061035156,331.0,574139
2024-04-03,333.42340087890625,336.70001220703125,339.70001220703125,331.3999938964844,335.3999938964844,631164
2024-04-04,330.4526062011719,333.70001220703125,338.95001220703125,330.3999938964844,336.8999938964844,347041
2024-04-05,328.9176330566406,332.1499938964844,336.6000061035156,329.70001220703125,333.70001220703125,403441
2024-04-08,330.9972229003906,334.25,335.0,328.45001220703125,333.1000061035156,325004
2024-04-09,334.215576171875,337.5,339.3500061035156,331.95001220703125,336.1499938964844,494198
2024-04-10,335.6019592285156,338.8999938964844,340.5,332.04998779296875,339.0,866681
2024-04-12,328.4720458984375,331.70001220703125,338.5,330.95001220703125,338.04998779296875,334596
2024-04-15,320.896484375,324.04998779296875,331.54998779296875,319.54998779296875,328.70001220703125,316898
2024-04-16,323.5701904296875,326.75,331.0,318.04998779296875,320.0,682598
2024-04-18,325.7983093261719,329.0,332.75,327.5,327.5,238101
2024-04-19,321.7877502441406,324.95001220703125,329.6499938964844,322.04998779296875,328.0,191033
2024-04-22,356.3976135253906,359.8999938964844,364.0,329.5,335.0,8222370
2024-04-23,351.5452880859375,355.0,363.5,352.25,359.95001220703125,1270450
2024-04-24,352.78314208984375,356.25,360.3500061035156,352.5,356.20001220703125,718077
2024-04-25,358.18011474609375,361.70001220703125,368.3999938964844,355.5,356.5,1421613
2024-04-26,360.5567321777344,364.1000061035156,365.75,355.1499938964844,362.0,797947
2024-04-29,367.4886169433594,371.1000061035156,380.3999938964844,365.45001220703125,366.6000061035156,1800607
2024-04-30,358.82379150390625,362.3500061035156,372.5,360.04998779296875,372.5,682851
2024-05-02,359.9130554199219,363.45001220703125,367.95001220703125,359.04998779296875,364.0,404468
2024-05-03,352.486083984375,355.95001220703125,367.25,353.95001220703125,363.5,432122
2024-05-06,344.8609619140625,348.25,358.8999938964844,345.29998779296875,356.0,377969
2024-05-07,344.514404296875,347.8999938964844,349.6499938964844,341.04998779296875,348.5,329885
2024-05-08,351.4462585449219,354.8999938964844,356.25,343.20001220703125,345.20001220703125,262731
2024-05-09,344.4648742675781,347.8500061035156,360.70001220703125,345.6499938964844,356.75,405469
2024-05-10,341.0484313964844,344.3999938964844,350.0,340.3500061035156,349.6000061035156,233549
2024-05-13,342.8804626464844,346.25,347.8500061035156,340.75,345.1000061035156,245428
2024-05-14,352.4365234375,355.8999938964844,357.6000061035156,344.3500061035156,347.1000061035156,334712
2024-05-15,351.9909362792969,355.45001220703125,357.75,349.75,356.45001220703125,345314
2024-05-16,346.6929931640625,350.1000061035156,356.3999938964844,349.29998779296875,356.3999938964844,305817
2024-05-17,361.5469970703125,365.1000061035156,366.70001220703125,351.04998779296875,355.1000061035156,1145757
2024-05-21,348.3269348144531,351.75,360.0,350.5,359.1499938964844,459465
2024-05-22,347.5346984863281,350.95001220703125,357.0,345.54998779296875,357.0,311265
2024-05-23,342.73193359375,346.1000061035156,351.70001220703125,345.1000061035156,351.1499938964844,207711
2024-05-24,341.2959899902344,344.6499938964844,351.0,342.95001220703125,346.1000061035156,249403
2024-05-27,339.41448974609375,342.75,347.0,340.0,344.70001220703125,172453
2024-05-28,338.27569580078125,341.6000061035156,343.75,339.0,342.20001220703125,230282
2024-05-29,335.20587158203125,338.5,344.0,336.0,341.6000061035156,220089
2024-05-30,325.94683837890625,329.1499938964844,339.0,327.0,337.6000061035156,413341
2024-05-31,325.0061340332031,328.20001220703125,331.95001220703125,323.79998779296875,330.79998779296875,280377
2024-06-03,329.56134033203125,332.79998779296875,338.3999938964844,328.95001220703125,336.79998779296875,301947
2024-06-04,302.37847900390625,305.3500061035156,335.79998779296875,267.5,335.79998779296875,912767
2024-06-05,324.4119567871094,327.6000061035156,330.0,299.04998779296875,315.0,573869
2024-06-06,312.8753356933594,315.95001220703125,331.95001220703125,315.04998779296875,330.5,1541592
2024-06-07,330.9972229003906,334.25,338.5,313.54998779296875,313.54998779296875,1364747
2024-06-10,336.047607421875,339.3500061035156,343.5,329.1499938964844,334.75,720286
2024-06-11,364.765380859375,368.3500061035156,372.54998779296875,336.25,339.79998779296875,2890132
2024-06-12,368.52838134765625,372.1499938964844,378.75,366.0,371.8999938964844,2020059
2024-06-13,387.838623046875,391.6499938964844,398.8999938964844,372.75,375.8999938964844,5601210
2024-06-14,390.46282958984375,394.29998779296875,399.0,385.3500061035156,394.54998779296875,1951408
2024-06-18,381.0552673339844,384.79998779296875,396.5,383.5,395.0,768392
2024-06-19,410.1196594238281,414.1499938964844,427.0,375.25,388.54998779296875,8837244
2024-06-20,413.1894836425781,417.25,424.20001220703125,410.6499938964844,417.70001220703125,2283568
2024-06-21,399.17718505859375,403.1000061035156,420.0,401.29998779296875,420.0,1770933
2024-06-24,396.4539794921875,400.3500061035156,409.0,395.1499938964844,400.04998779296875,804485
2024-06-25,396.8995666503906,400.79998779296875,418.0,396.1000061035156,413.0,1918144
2024-06-26,391.1560363769531,395.0,403.0,393.0,402.20001220703125,519803
2024-06-27,392.6414489746094,396.5,410.79998779296875,391.0,393.04998779296875,893816
2024-06-28,392.19580078125,396.04998779296875,413.8999938964844,394.0,400.1000061035156,1275553
2024-07-01,393.03753662109375,396.8999938964844,403.3500061035156,395.5,399.0,491373
2024-07-02,388.0862121582031,391.8999938964844,402.0,388.0,397.0,655720
2024-07-03,388.1357116699219,391.95001220703125,397.70001220703125,391.0,393.95001220703125,358799
2024-07-04,389.9181823730469,393.75,401.5,391.0,393.95001220703125,459392
2024-07-05,391.3045654296875,395.1499938964844,397.8500061035156,391.3500061035156,393.70001220703125,378612
2024-07-08,398.28594970703125,402.20001220703125,410.79998779296875,395.1000061035156,399.0,937463
2024-07-09,399.0286560058594,402.95001220703125,423.95001220703125,393.45001220703125,402.20001220703125,2606442
2024-07-10,396.3054504394531,400.20001220703125,405.5,392.1499938964844,403.8999938964844,1040482
2024-07-11,410.9118957519531,414.95001220703125,418.0,401.5,401.95001220703125,1762980
2024-07-12,421.953369140625,426.1000061035156,433.6499938964844,416.3999938964844,419.0,2253843
2024-07-15,414.4768371582031,418.54998779296875,434.8500061035156,414.3500061035156,430.0,1863041
2024-07-16,416.40789794921875,420.5,428.0,417.3500061035156,418.8999938964844,745115
2024-07-18,403.8314514160156,407.79998779296875,424.3500061035156,405.0,423.8500061035156,846658
2024-07-19,392.0968017578125,395.95001220703125,407.70001220703125,394.0,407.0,882815
2024-07-22,393.9783020019531,397.8500061035156,403.6000061035156,378.0,378.0,542909
2024-07-23,387.6900939941406,391.5,404.5,377.29998779296875,401.45001220703125,611006
2024-07-24,409.5750427246094,413.6000061035156,415.5,392.0,392.0,736779
2024-07-25,401.4548034667969,405.3999938964844,421.8999938964844,402.75,407.8999938964844,559083
2024-07-26,405.5149230957031,409.5,415.70001220703125,405.0,406.0,343790
2024-07-29,408.2381591796875,412.25,422.8999938964844,410.5,414.95001220703125,949810
2024-07-30,417.0515441894531,421.1499938964844,426.0,411.1000061035156,412.0,661731
2024-07-31,418.68548583984375,422.79998779296875,429.6000061035156,414.75,422.0,990606
2024-08-01,411.7041015625,415.75,426.3500061035156,413.0,425.8999938964844,310847
2024-08-02,394.0278015136719,397.8999938964844,407.95001220703125,393.0,393.04998779296875,1042158
2024-08-05,370.4098815917969,374.04998779296875,388.79998779296875,372.1000061035156,377.0,684507
2024-08-06,368.2313232421875,371.8500061035156,385.95001220703125,370.0,384.0,391617
2024-08-07,378.03497314453125,381.75,383.45001220703125,373.75,373.75,348946
2024-08-08,375.0146789550781,378.70001220703125,385.3999938964844,377.29998779296875,381.75,234083
2024-08-09,376.10394287109375,379.79998779296875,383.8500061035156,378.5,378.70001220703125,143224
2024-08-12,386.6502990722656,390.45001220703125,391.95001220703125,374.0,377.0,552279
2024-08-13,408.1391296386719,412.1499938964844,426.0,391.8500061035156,392.0,4384090
2024-08-14,403.43536376953125,407.3999938964844,417.5,406.0,411.0,1251933
2024-08-16,411.208984375,415.25,418.5,408.54998779296875,409.5,540789
2024-08-19,460.722412109375,465.25,482.0,415.79998779296875,416.79998779296875,8568536
2024-08-20,446.3634948730469,450.75,466.8999938964844,444.1000061035156,466.8999938964844,1940602
2024-08-21,447.40325927734375,451.79998779296875,464.3999938964844,444.3500061035156,451.20001220703125,1722948
2024-08-22,448.4925537109375,452.8999938964844,460.0,448.25,453.6499938964844,711597
2024-08-23,446.4625244140625,450.8500061035156,471.6499938964844,446.0,457.95001220703125,1640078
2024-08-26,441.8082580566406,446.1499938964844,452.70001220703125,443.04998779296875,451.8500061035156,369624
2024-08-27,445.9673767089844,450.3500061035156,452.0,441.70001220703125,441.70001220703125,341957
2024-08-28,442.25390625,446.6000061035156,464.3999938964844,444.0,452.70001220703125,667444
2024-08-29,434.8268737792969,439.1000061035156,448.45001220703125,434.5,448.45001220703125,372683
2024-08-30,472.2095031738281,476.8500061035156,484.0,459.29998779296875,468.0,12847651
2024-09-02,465.12908935546875,469.70001220703125,476.8500061035156,466.1000061035156,476.8500061035156,938425
2024-09-03,466.8125305175781,471.3999938964844,479.5,468.1000061035156,472.0,643459
2024-09-04,464.88153076171875,469.45001220703125,480.0,450.0,450.0,1004823
2024-09-05,467.8028259277344,472.3999938964844,475.45001220703125,468.45001220703125,471.0,415241
2024-09-06,459.01568603515625,462.29998779296875,471.5,457.29998779296875,471.0,539161
2024-09-09,461.9447326660156,465.25,474.8999938964844,452.70001220703125,465.0,736537
2024-09-10,460.15753173828125,463.45001220703125,487.0,455.20001220703125,468.04998779296875,1720805
2024-09-11,459.6114196777344,462.8999938964844,467.95001220703125,457.0,463.8999938964844,425338
2024-09-12,464.4269714355469,467.75,472.6499938964844,460.25,465.0,371226
2024-09-13,470.53326416015625,473.8999938964844,481.5,465.6000061035156,467.0,570499
2024-09-16,503.89459228515625,507.5,518.0,476.3500061035156,476.3999938964844,12301011
2024-09-17,497.78826904296875,501.3500061035156,508.54998779296875,488.54998779296875,507.95001220703125,1718041
2024-09-18,476.34173583984375,479.75,506.3999938964844,476.0,502.0,1413624
2024-09-19,470.1857604980469,473.54998779296875,488.3500061035156,461.54998779296875,483.5,1181840
2024-09-20,481.7530212402344,485.20001220703125,497.0,474.70001220703125,475.0,1586317
2024-09-23,479.2707824707031,482.70001220703125,491.6000061035156,480.3999938964844,486.20001220703125,469628
2024-09-24,474.802734375,478.20001220703125,491.3500061035156,475.6000061035156,484.45001220703125,466010
2024-09-25,476.14312744140625,479.54998779296875,492.70001220703125,477.45001220703125,480.45001220703125,596703
2024-09-26,468.7460632324219,472.1000061035156,482.5,468.3500061035156,481.95001220703125,459267
2024-09-27,466.8099060058594,470.1499938964844,502.29998779296875,466.5,478.0,3745463
2024-09-30,472.1715393066406,475.54998779296875,477.1000061035156,463.1000061035156,470.6499938964844,826381
2024-10-01,475.2495422363281,478.6499938964844,485.6000061035156,475.0,475.0,813424
2024-10-03,469.8382568359375,473.20001220703125,480.1000061035156,465.0,474.0,789430
2024-10-04,458.71783447265625,462.0,474.45001220703125,455.5,473.20001220703125,612070
2024-10-07,431.7110595703125,434.79998779296875,463.5,423.0,459.1000061035156,1737898
2024-10-08,449.6824645996094,452.8999938964844,454.79998779296875,430.1000061035156,433.5,679118
2024-10-09,446.9519958496094,450.1499938964844,456.79998779296875,448.1499938964844,455.0,295910
2024-10-10,435.63299560546875,438.75,452.29998779296875,436.3999938964844,452.29998779296875,524925
2024-10-11,432.0089416503906,435.1000061035156,437.95001220703125,432.29998779296875,437.8999938964844,374034
2024-10-14,432.0089416503906,435.1000061035156,444.04998779296875,433.0,435.1000061035156,323178
2024-10-15,438.8102722167969,441.95001220703125,447.0,433.29998779296875,435.1000061035156,633943
2024-10-16,434.4414978027344,437.54998779296875,442.0,429.1000061035156,440.0,418498
2024-10-17,429.2784729003906,432.3500061035156,441.04998779296875,430.04998779296875,439.8999938964844,220283
2024-10-18,418.9027099609375,421.8999938964844,435.79998779296875,420.0,430.0,605796
2024-10-21,407.78228759765625,410.70001220703125,426.8500061035156,409.0,423.25,335892
2024-10-22,391.498779296875,394.29998779296875,410.70001220703125,388.6499938964844,408.0,444404
2024-10-23,404.6050109863281,407.5,411.0,383.04998779296875,394.0,679261
2024-10-24,400.8320007324219,403.70001220703125,412.45001220703125,398.0,407.5,338944
2024-10-25,389.4137268066406,392.20001220703125,405.0,388.0,403.70001220703125,305967
2024-10-28,394.3782043457031,397.20001220703125,400.45001220703125,385.54998779296875,391.54998779296875,351385
2024-10-29,398.9951477050781,401.8500061035156,404.5,394.04998779296875,397.1000061035156,317084
2024-10-30,411.30706787109375,414.25,417.0,399.29998779296875,401.5,362663
2024-10-31,411.9524230957031,414.8999938964844,420.8999938964844,408.79998779296875,414.25,259825
2024-11-01,414.4346618652344,417.3999938964844,423.0,415.6499938964844,419.6000061035156,51192
2024-11-04,400.1866149902344,403.04998779296875,418.0,399.0,417.3999938964844,288776
2024-11-05,414.1864318847656,417.1499938964844,419.0,400.6000061035156,402.8500061035156,354494
2024-11-06,401.3780822753906,404.25,409.29998779296875,396.79998779296875,405.0,1121774
2024-11-07,406.2432861328125,409.1499938964844,413.3999938964844,403.5,404.29998779296875,307848
2024-11-08,401.427734375,404.29998779296875,410.3999938964844,394.6000061035156,410.1499938964844,346139
2024-11-11,393.33563232421875,396.1499938964844,405.45001220703125,394.79998779296875,404.04998779296875,277413
2024-11-12,388.4208068847656,391.20001220703125,407.8999938964844,387.5,403.0,423551
2024-11-13,376.35711669921875,379.04998779296875,391.75,378.0,391.20001220703125,293740
2024-11-14,374.8181457519531,377.5,388.1499938964844,374.1000061035156,378.0,302717
2024-11-18,364.7898864746094,367.3999938964844,377.5,366.1000061035156,372.0,286450
2024-11-19,363.10198974609375,365.70001220703125,380.0,363.20001220703125,369.20001220703125,355410
2024-11-21,358.7828674316406,361.3500061035156,368.0,356.54998779296875,366.0,324352
2024-11-22,368.5628967285156,371.20001220703125,374.70001220703125,360.75,361.25,318518
2024-11-25,379.88189697265625,382.6000061035156,385.6499938964844,376.8999938964844,383.0,221671
2024-11-26,390.4066162109375,393.20001220703125,395.0,378.1499938964844,383.75,523966
2024-11-27,394.3782043457031,397.20001220703125,406.6000061035156,391.29998779296875,395.0,432262
2024-11-28,389.5129699707031,392.29998779296875,403.25,391.0,397.20001220703125,217074
2024-11-29,396.2646789550781,399.1000061035156,401.0,386.54998779296875,392.8500061035156,378371
2024-12-02,398.9951477050781,401.8500061035156,405.95001220703125,394.45001220703125,399.25,317293
2024-12-03,401.17950439453125,404.04998779296875,414.0,401.8999938964844,401.8999938964844,345278
2024-12-04,405.69720458984375,408.6000061035156,409.8500061035156,401.3999938964844,401.3999938964844,250779
2024-12-05,444.6683654785156,447.8500061035156,457.6499938964844,409.0,410.0,3759539
2024-12-06,445.76055908203125,448.95001220703125,452.0,438.54998779296875,438.8999938964844,1145866
2024-12-09,433.8954162597656,437.0,450.04998779296875,431.54998779296875,449.0,397267
2024-12-10,471.52618408203125,474.8999938964844,481.5,435.79998779296875,438.3999938964844,5343667
2024-12-11,474.5545349121094,477.95001220703125,492.5,467.95001220703125,481.0,2310993
2024-12-12,457.92352294921875,461.20001220703125,476.0,459.0,475.5,583679
2024-12-13,455.83843994140625,459.1000061035156,462.79998779296875,450.04998779296875,460.95001220703125,424259
2024-12-16,451.5689697265625,454.79998779296875,466.70001220703125,450.0,459.1000061035156,309742
2024-12-17,455.49090576171875,458.75,463.79998779296875,450.1499938964844,455.70001220703125,615301
2024-12-18,468.3985595703125,471.75,473.8999938964844,451.04998779296875,456.0,1019608
2024-12-19,465.0723571777344,468.3999938964844,472.0,447.0,457.04998779296875,1199177
2024-12-20,450.67535400390625,453.8999938964844,477.45001220703125,450.29998779296875,467.8500061035156,774146
2024-12-23,454.5476379394531,457.79998779296875,465.0,448.54998779296875,456.70001220703125,474178
2024-12-24,490.788330078125,494.29998779296875,507.0,453.04998779296875,457.0,8947682
2024-12-26,489.7954406738281,493.29998779296875,498.0,477.5,490.0,1650213
2024-12-27,496.05072021484375,499.6000061035156,513.9000244140625,486.8500061035156,490.20001220703125,2602682
2024-12-30,445.1151428222656,448.29998779296875,536.0,442.5,503.8999938964844,12977842
2024-12-31,449.8810729980469,453.1000061035156,462.0,443.29998779296875,452.3999938964844,2028898
2025-01-01,459.5121154785156,462.79998779296875,471.8999938964844,452.0,456.04998779296875,1506026
2025-01-02,451.7179260253906,454.95001220703125,465.29998779296875,453.79998779296875,462.04998779296875,594781
2025-01-03,444.2215270996094,447.3999938964844,460.45001220703125,446.0,457.0,501076
2025-01-06,424.01611328125,427.04998779296875,451.6000061035156,423.0,447.70001220703125,914264
2025-01-07,427.14373779296875,430.20001220703125,442.1000061035156,427.25,427.6000061035156,622620
2025-01-08,421.38494873046875,424.3999938964844,432.8999938964844,418.6000061035156,431.0,438185
2025-01-09,416.5197448730469,419.5,432.0,418.5,424.3999938964844,285469
2025-01-10,406.2929382324219,409.20001220703125,422.3500061035156,399.6499938964844,420.95001220703125,561078
2025-01-13,385.1442565917969,387.8999938964844,405.6000061035156,370.04998779296875,370.04998779296875,1238773
2025-01-14,397.0093688964844,399.8500061035156,402.8500061035156,378.0,382.79998779296875,925771
2025-01-15,395.37109375,398.20001220703125,405.54998779296875,389.8999938964844,396.1499938964844,447414
2025-01-16,402.7681579589844,405.6499938964844,419.75,404.25,419.75,588867
2025-01-17,395.71856689453125,398.54998779296875,407.1000061035156,396.70001220703125,406.20001220703125,380767
2025-01-20,401.03057861328125,403.8999938964844,418.20001220703125,401.0,401.0,1359953
2025-01-21,395.3214111328125,398.1499938964844,411.0,395.45001220703125,407.6499938964844,454048
2025-01-22,383.7045593261719,386.45001220703125,402.25,378.6499938964844,399.8999938964844,507843
2025-01-23,384.6477966308594,387.3999938964844,395.54998779296875,383.25,384.3500061035156,244476
2025-01-24,382.8109436035156,385.54998779296875,390.45001220703125,378.0,390.0,285892
2025-01-27,380.427978515625,383.1499938964844,387.6000061035156,372.45001220703125,381.20001220703125,366107
2025-01-28,382.4137878417969,385.1499938964844,387.1499938964844,369.0,385.0,450352
2025-01-29,396.0164794921875,398.8500061035156,400.8999938964844,383.1499938964844,385.3999938964844,730828
2025-01-30,381.9173278808594,384.6499938964844,404.5,382.1499938964844,404.5,358247
2025-01-31,380.4776611328125,383.20001220703125,387.3999938964844,378.95001220703125,378.95001220703125,277845
2025-02-01,373.5273742675781,376.20001220703125,392.5,373.0,387.6000061035156,344801
2025-02-03,375.3642272949219,378.04998779296875,379.0,369.29998779296875,372.0,212500
2025-02-04,377.1514587402344,379.8500061035156,386.0,375.0,383.75,363104
2025-02-05,377.2010803222656,379.8999938964844,382.5,364.20001220703125,367.6000061035156,842376
2025-02-06,386.6335754394531,389.3999938964844,398.79998779296875,375.29998779296875,382.04998779296875,1150227
2025-02-07,382.0166320800781,384.75,391.75,377.1000061035156,389.3999938964844,327825
2025-02-10,378.09466552734375,380.79998779296875,389.45001220703125,371.1499938964844,388.0,208619
2025-02-11,376.1585388183594,378.8500061035156,382.0,371.5,380.79998779296875,257110
2025-02-12,361.46368408203125,364.04998779296875,380.0,361.3500061035156,378.8500061035156,546055
2025-02-13,361.7615661621094,364.3500061035156,370.29998779296875,362.1000061035156,362.70001220703125,294155
2025-02-14,368.21539306640625,370.8500061035156,375.75,357.29998779296875,365.1000061035156,504812
2025-02-17,368.2650146484375,370.8999938964844,374.54998779296875,357.04998779296875,369.95001220703125,386539
2025-02-18,366.9742736816406,369.6000061035156,374.0,361.20001220703125,374.0,314502
2025-02-19,372.98126220703125,375.6499938964844,383.6000061035156,365.1000061035156,368.0,272164
2025-02-20,373.03094482421875,375.70001220703125,380.0,372.29998779296875,373.25,183347
2025-02-21,375.1656494140625,377.8500061035156,391.0,376.1000061035156,378.70001220703125,435664
2025-02-24,385.0449523925781,387.79998779296875,397.70001220703125,374.79998779296875,377.70001220703125,2740538
2025-02-25,361.3644104003906,363.95001220703125,387.79998779296875,360.3500061035156,387.79998779296875,1429397
2025-02-27,348.30780029296875,350.79998779296875,361.79998779296875,342.0,360.0,920877
2025-02-28,346.3716735839844,348.8500061035156,352.0,338.70001220703125,347.8500061035156,551594
2025-03-03,356.8467102050781,359.3999938964844,361.95001220703125,340.1000061035156,348.8500061035156,495475
2025-03-04,355.85382080078125,358.3999938964844,364.75,350.1000061035156,351.79998779296875,374548
2025-03-05,356.7474060058594,359.29998779296875,368.25,355.1000061035156,358.0,542383
2025-03-06,363.54876708984375,366.1499938964844,370.29998779296875,361.95001220703125,362.95001220703125,383906
2025-03-07,371.491943359375,374.1499938964844,377.95001220703125,364.25,366.1000061035156,396554
2025-03-10,364.5416564941406,367.1499938964844,382.5,365.25,375.3999938964844,298450
2025-03-11,365.0877685546875,367.70001220703125,370.1000061035156,360.20001220703125,360.20001220703125,262916
2025-03-12,370.0025939941406,372.6499938964844,375.0,368.6499938964844,370.0,238822
2025-03-13,362.6551513671875,365.25,377.8999938964844,363.1499938964844,376.6000061035156,349864
2025-03-17,364.2438049316406,366.8500061035156,370.70001220703125,360.3999938964844,363.0,307513
2025-03-18,364.2438049316406,366.8500061035156,366.8500061035156,366.8500061035156,366.8500061035156,0
2025-03-19,386.1867980957031,388.95001220703125,398.75,388.20001220703125,390.0,708983
2025-03-20,377.548583984375,380.25,393.0,379.04998779296875,390.1000061035156,253729
2025-03-21,400.0376892089844,402.8999938964844,407.45001220703125,378.1499938964844,381.54998779296875,3587199
2025-03-24,396.8604431152344,399.70001220703125,408.75,398.0,404.3500061035156,241101
2025-03-25,393.53424072265625,396.3500061035156,403.79998779296875,390.6499938964844,402.0,446934
2025-03-26,382.2648620605469,385.0,397.1499938964844,383.5,396.8999938964844,169293
2025-03-27,389.3640441894531,392.1499938964844,396.3999938964844,380.5,385.29998779296875,294774
2025-03-28,381.7187805175781,384.45001220703125,404.0,382.54998779296875,396.6499938964844,371101
2025-04-01,376.3074645996094,379.0,387.0,376.20001220703125,380.0,256819
2025-04-02,376.20819091796875,378.8999938964844,380.54998779296875,366.6000061035156,375.3999938964844,380476
2025-04-03,378.24365234375,380.95001220703125,386.0,373.04998779296875,376.95001220703125,357500
2025-04-04,376.0096130371094,378.70001220703125,396.6000061035156,374.0,381.8500061035156,1381236
2025-04-07,361.9104919433594,364.5,368.0,313.1000061035156,317.0,450559
2025-04-08,370.30047607421875,372.95001220703125,376.95001220703125,368.8999938964844,373.0,282186
2025-04-09,361.2651062011719,363.8500061035156,376.79998779296875,357.5,373.8999938964844,242936
2025-04-11,377.2010803222656,379.8999938964844,381.79998779296875,370.0,374.95001220703125,282830
2025-04-15,392.9384765625,395.75,396.6499938964844,382.79998779296875,385.0,284745
2025-04-16,399.6405334472656,402.5,404.3999938964844,392.3500061035156,393.0,278002
2025-04-17,394.8746337890625,397.70001220703125,406.0,396.0,402.5,181057
2025-04-21,396.7611389160156,399.6000061035156,401.45001220703125,392.1499938964844,399.0,290372
2025-04-22,404.158203125,407.04998779296875,410.5,396.1000061035156,400.0,353215
2025-04-23,411.207763671875,414.1499938964844,418.0,403.29998779296875,409.25,811158
2025-04-24,434.5408020019531,437.6499938964844,450.0,408.20001220703125,412.0,3029680
