date_,adj close_olectra.ns,close_olectra.ns,high_olectra.ns,low_olectra.ns,open_olectra.ns,volume_olectra.ns
2024-04-15,1738.97021484375,1739.800048828125,1767.699951171875,1700.0999755859375,1755.0,1710354
2024-04-16,1767.056640625,1767.9000244140625,1790.0999755859375,1722.449951171875,1730.0,859597
2024-04-18,1771.6544189453125,1772.5,1822.949951171875,1761.1500244140625,1776.699951171875,626013
2024-04-19,1753.4132080078125,1754.25,1761.949951171875,1721.449951171875,1751.949951171875,482009
2024-04-22,1795.892822265625,1796.75,1810.0,1766.0999755859375,1771.4000244140625,608946
2024-04-23,1767.1566162109375,1768.0,1818.0,1750.25,1807.0,795711
2024-04-24,1774.4031982421875,1775.25,1822.0,1728.050048828125,1780.0,1115423
2024-04-25,1806.937744140625,1807.800048828125,1815.800048828125,1774.0,1784.5,822213
2024-04-26,1744.467529296875,1745.300048828125,1769.0,1591.6500244140625,1631.0,2723836
2024-04-29,1734.5220947265625,1735.3499755859375,1777.3499755859375,1726.75,1760.050048828125,596701
2024-04-30,1725.876220703125,1726.699951171875,1756.449951171875,1715.0,1746.0999755859375,477139
2024-05-02,1721.428466796875,1722.25,1744.0,1719.0,1729.199951171875,444693
2024-05-03,1709.2841796875,1710.0999755859375,1742.0,1702.0,1732.6500244140625,420498
2024-05-06,1674.55078125,1675.3499755859375,1718.9000244140625,1657.0999755859375,1718.0,477030
2024-05-07,1633.7203369140625,1634.5,1688.800048828125,1625.0,1682.449951171875,474479
2024-05-08,1641.016845703125,1641.800048828125,1663.0999755859375,1623.0999755859375,1634.5,389380
2024-05-09,1612.580322265625,1613.3499755859375,1655.0,1605.0,1642.0,366882
2024-05-10,1608.482421875,1609.25,1639.0,1591.1500244140625,1619.699951171875,344871
2024-05-13,1624.1748046875,1624.949951171875,1631.75,1560.0,1605.0,699081
2024-05-14,1628.4227294921875,1629.199951171875,1666.8499755859375,1621.0999755859375,1634.949951171875,525481
2024-05-15,1708.8843994140625,1709.699951171875,1726.4000244140625,1635.1500244140625,1637.0,1175309
2024-05-16,1693.1920166015625,1694.0,1728.800048828125,1681.449951171875,1725.0999755859375,402612
2024-05-17,1693.74169921875,1694.550048828125,1709.4000244140625,1688.199951171875,1708.0,288090
2024-05-21,1703.4371337890625,1704.25,1725.0,1694.8499755859375,1700.0,379937
2024-05-22,1793.09423828125,1793.949951171875,1805.199951171875,1700.0,1706.300048828125,2882235
2024-05-23,1807.837158203125,1808.699951171875,1839.0,1798.5999755859375,1808.0,903049
2024-05-24,1783.498779296875,1784.3499755859375,1851.0,1776.0,1810.0,1399592
2024-05-27,1807.937255859375,1808.800048828125,1865.0,1765.0,1793.699951171875,2021136
2024-05-28,1786.2474365234375,1787.0999755859375,1834.3499755859375,1781.0,1817.050048828125,824018
2024-05-29,1800.3408203125,1801.199951171875,1825.0,1753.4000244140625,1780.0,773951
2024-05-30,1756.8614501953125,1757.699951171875,1806.300048828125,1750.0,1802.0,425130
2024-05-31,1745.3170166015625,1746.1500244140625,1787.25,1725.0,1763.0,688174
2024-06-03,1803.9891357421875,1804.8499755859375,1876.1500244140625,1786.300048828125,1855.0,810735
2024-06-04,1620.676513671875,1621.449951171875,1799.949951171875,1458.5,1795.050048828125,1946862
2024-06-05,1636.369140625,1637.1500244140625,1670.9000244140625,1547.050048828125,1653.75,1041241
2024-06-06,1693.1419677734375,1693.949951171875,1738.5,1658.0,1658.699951171875,789362
2024-06-07,1747.365966796875,1748.199951171875,1758.0,1685.199951171875,1699.5,743963
2024-06-10,1748.265625,1749.0999755859375,1784.0,1741.0,1760.199951171875,451723
2024-06-11,1786.6473388671875,1787.5,1834.0,1730.0,1757.0,1046935
2024-06-12,1778.801025390625,1779.6500244140625,1796.949951171875,1775.1500244140625,1792.949951171875,464587
2024-06-13,1748.8154296875,1749.6500244140625,1792.5999755859375,1746.699951171875,1788.0,529217
2024-06-14,1756.311767578125,1757.1500244140625,1782.4000244140625,1743.300048828125,1755.0,469793
2024-06-18,1795.9927978515625,1796.8499755859375,1820.0,1751.5,1760.449951171875,1024750
2024-06-19,1775.15283203125,1776.0,1824.9000244140625,1761.0999755859375,1805.8499755859375,808198
2024-06-20,1761.859130859375,1762.699951171875,1779.0,1755.0,1776.0,305932
2024-06-21,1770.255126953125,1771.0999755859375,1792.0,1745.0,1767.050048828125,496556
2024-06-24,1737.120849609375,1737.949951171875,1778.949951171875,1732.25,1771.0999755859375,492613
2024-06-25,1807.33740234375,1808.199951171875,1892.0,1743.0,1743.949951171875,6173594
2024-06-26,1810.3359375,1811.199951171875,1858.0,1804.949951171875,1818.4000244140625,1263980
2024-06-27,1781.5997314453125,1782.449951171875,1838.0,1762.5999755859375,1819.5,906543
2024-06-28,1778.4012451171875,1779.25,1805.699951171875,1775.550048828125,1791.5999755859375,410472
2024-07-01,1839.77197265625,1840.6500244140625,1865.0,1765.3499755859375,1779.699951171875,1877660
2024-07-02,1802.8896484375,1803.75,1875.5,1796.050048828125,1848.699951171875,1134831
2024-07-03,1807.937255859375,1808.800048828125,1835.0,1801.0,1818.0,486810
2024-07-04,1801.4404296875,1802.300048828125,1824.800048828125,1800.0,1817.699951171875,400569
2024-07-05,1822.480224609375,1823.3499755859375,1854.800048828125,1786.050048828125,1802.699951171875,1054990
2024-07-08,1906.5401611328125,1907.449951171875,1948.0,1819.5,1820.0,4351214
2024-07-09,1904.5909423828125,1905.5,1960.0,1890.0,1920.0,1702889
2024-07-10,1847.46826171875,1848.3499755859375,1919.9000244140625,1812.5999755859375,1910.0,1267500
2024-07-11,1839.4222412109375,1840.300048828125,1867.5,1835.0999755859375,1859.0999755859375,499464
2024-07-12,1801.4901123046875,1802.3499755859375,1859.9000244140625,1795.199951171875,1841.0,820407
2024-07-15,1809.5364990234375,1810.4000244140625,1823.4000244140625,1787.949951171875,1800.0999755859375,451083
2024-07-16,1812.0352783203125,1812.9000244140625,1842.550048828125,1804.0,1814.699951171875,517139
2024-07-18,1762.858642578125,1763.699951171875,1815.8499755859375,1760.0,1811.0,902425
2024-07-19,1754.762451171875,1755.5999755859375,1769.0,1718.0999755859375,1767.0,516849
2024-07-22,1752.9134521484375,1753.75,1778.0999755859375,1719.0,1721.0,487910
2024-07-23,1710.1337890625,1710.949951171875,1759.5,1615.9000244140625,1757.949951171875,704539
2024-07-24,1723.4775390625,1724.300048828125,1745.0,1710.9000244140625,1711.75,373745
2024-07-25,1700.8883056640625,1701.699951171875,1722.0,1693.449951171875,1708.0,337606
2024-07-26,1707.0853271484375,1707.9000244140625,1732.699951171875,1690.5,1704.949951171875,370139
2024-07-29,1707.0352783203125,1707.8499755859375,1733.5999755859375,1703.050048828125,1709.5,384622
2024-07-30,1713.632080078125,1714.449951171875,1757.0,1700.0,1707.9000244140625,636902
2024-07-31,1708.28466796875,1709.0999755859375,1730.75,1706.0,1718.0,333766
2024-08-01,1694.59130859375,1695.4000244140625,1717.949951171875,1690.0,1716.4000244140625,291701
2024-08-02,1676.749755859375,1677.550048828125,1689.699951171875,1657.4000244140625,1678.0,356505
2024-08-05,1592.0902099609375,1592.8499755859375,1639.1500244140625,1581.050048828125,1605.449951171875,1236743
2024-08-06,1556.7069091796875,1557.449951171875,1629.699951171875,1550.5,1584.0,687330
2024-08-07,1582.6446533203125,1583.4000244140625,1594.0,1550.300048828125,1594.0,524881
2024-08-08,1553.658447265625,1554.4000244140625,1594.0,1550.6500244140625,1586.0,457350
2024-08-09,1561.354736328125,1562.0999755859375,1583.6500244140625,1560.0,1574.4000244140625,364278
2024-08-12,1542.2139892578125,1542.949951171875,1560.0,1527.550048828125,1550.0,603096
2024-08-13,1652.611328125,1653.4000244140625,1742.0,1611.9000244140625,1615.0,7582955
2024-08-14,1641.9163818359375,1642.699951171875,1691.3499755859375,1627.550048828125,1669.9000244140625,937043
2024-08-16,1607.6328125,1608.4000244140625,1663.699951171875,1600.0,1659.0999755859375,700210
2024-08-19,1610.531494140625,1611.300048828125,1639.949951171875,1605.699951171875,1620.0,448620
2024-08-20,1593.689453125,1594.449951171875,1632.199951171875,1587.4000244140625,1620.050048828125,456002
2024-08-21,1597.287841796875,1598.050048828125,1609.4000244140625,1580.050048828125,1598.0,297201
2024-08-22,1611.9306640625,1612.699951171875,1631.949951171875,1600.0,1600.0,454158
2024-08-23,1595.738525390625,1596.5,1619.800048828125,1593.050048828125,1617.0,304731
2024-08-26,1578.74658203125,1579.5,1602.0,1567.1500244140625,1602.0,454656
2024-08-27,1567.10205078125,1567.8499755859375,1590.0,1558.0,1583.699951171875,462509
2024-08-28,1583.1943359375,1583.949951171875,1639.75,1576.6500244140625,1583.0,1631175
2024-08-29,1567.0521240234375,1567.800048828125,1597.1500244140625,1561.550048828125,1582.699951171875,406444
2024-08-30,1561.155029296875,1561.9000244140625,1581.6500244140625,1558.050048828125,1576.0,337251
2024-09-02,1552.0093994140625,1552.75,1569.550048828125,1546.1500244140625,1565.0,336029
2024-09-03,1572.999267578125,1573.75,1582.6500244140625,1545.300048828125,1554.6500244140625,384700
2024-09-04,1559.7554931640625,1560.5,1584.0,1532.550048828125,1532.550048828125,380687
2024-09-05,1561.354736328125,1562.0999755859375,1580.949951171875,1558.050048828125,1567.699951171875,257034
2024-09-06,1545.662353515625,1546.4000244140625,1567.0,1543.0,1567.0,203899
2024-09-09,1529.9197998046875,1530.6500244140625,1547.5,1521.0,1546.699951171875,237291
2024-09-10,1561.40478515625,1562.1500244140625,1587.4000244140625,1544.0,1546.699951171875,381952
2024-09-11,1616.7784423828125,1617.550048828125,1672.949951171875,1550.0,1563.0,2719387
2024-09-12,1627.6732177734375,1628.449951171875,1699.0,1619.4000244140625,1650.0,2353431
2024-09-13,1624.57470703125,1625.3499755859375,1663.1500244140625,1615.1500244140625,1639.9000244140625,719332
2024-09-16,1601.8355712890625,1602.5999755859375,1632.699951171875,1600.050048828125,1625.8499755859375,305565
2024-09-17,1659.7579345703125,1660.550048828125,1689.699951171875,1584.800048828125,1603.4000244140625,2647514
2024-09-18,1688.9439697265625,1689.75,1722.0,1656.25,1669.4000244140625,1747296
2024-09-19,1660.9007568359375,1661.300048828125,1706.9000244140625,1631.449951171875,1700.0,767696
2024-09-20,1671.84814453125,1672.25,1689.699951171875,1643.3499755859375,1669.0,487927
2024-09-23,1701.9407958984375,1702.3499755859375,1717.1500244140625,1663.0,1673.949951171875,837663
2024-09-24,1697.092041015625,1697.5,1733.9000244140625,1690.0,1702.3499755859375,514001
2024-09-25,1669.7486572265625,1670.1500244140625,1698.699951171875,1662.0,1692.0,264003
2024-09-26,1659.251220703125,1659.6500244140625,1682.0999755859375,1655.949951171875,1673.0,205082
2024-09-27,1635.9068603515625,1636.300048828125,1673.5,1626.0,1646.0,261107
2024-09-30,1655.0521240234375,1655.449951171875,1670.0,1615.0,1635.0,470870
2024-10-01,1749.2294921875,1749.6500244140625,1763.0,1646.050048828125,1652.699951171875,2648856
2024-10-03,1710.4388427734375,1710.8499755859375,1770.0,1689.1500244140625,1724.8499755859375,983981
2024-10-04,1642.955078125,1643.3499755859375,1710.5999755859375,1631.449951171875,1705.0,1042681
2024-10-07,1560.9248046875,1561.300048828125,1659.0,1552.699951171875,1651.949951171875,761314
2024-10-08,1660.9007568359375,1661.300048828125,1673.5,1556.050048828125,1569.699951171875,1299305
2024-10-09,1678.79638671875,1679.199951171875,1730.0,1661.4000244140625,1667.0,1096718
2024-10-10,1683.1953125,1683.5999755859375,1746.949951171875,1667.199951171875,1680.0,1030333
2024-10-11,1751.678955078125,1752.0999755859375,1769.550048828125,1663.449951171875,1682.0,1794101
2024-10-14,1745.9803466796875,1746.4000244140625,1761.4000244140625,1703.050048828125,1752.5,869158
2024-10-15,1726.385009765625,1726.800048828125,1787.0,1711.550048828125,1746.199951171875,658910
2024-10-16,1709.2391357421875,1709.6500244140625,1747.300048828125,1700.550048828125,1724.0,406246
2024-10-17,1682.3956298828125,1682.800048828125,1715.550048828125,1670.449951171875,1709.699951171875,469804
2024-10-18,1683.095458984375,1683.5,1704.949951171875,1642.0,1675.0,467244
2024-10-21,1726.4349365234375,1726.8499755859375,1738.800048828125,1690.0,1691.0,791582
2024-10-22,1619.160888671875,1619.550048828125,1733.1500244140625,1607.5999755859375,1729.0,1158471
2024-10-23,1644.3046875,1644.699951171875,1716.0,1612.550048828125,1690.0,3002130
2024-10-24,1648.5537109375,1648.949951171875,1716.800048828125,1631.0,1664.949951171875,1092239
2024-10-25,1596.016357421875,1596.4000244140625,1683.949951171875,1585.0,1654.0,1031461
2024-10-28,1618.2109375,1618.5999755859375,1647.0,1570.300048828125,1606.0,776069
2024-10-29,1619.7606201171875,1620.1500244140625,1643.800048828125,1607.4000244140625,1628.949951171875,279830
2024-10-30,1634.9071044921875,1635.300048828125,1659.949951171875,1613.0,1620.0,402166
2024-10-31,1646.9041748046875,1647.300048828125,1656.800048828125,1627.050048828125,1638.0,296096
2024-11-01,1652.0528564453125,1652.449951171875,1665.0,1643.300048828125,1647.4000244140625,145605
2024-11-04,1619.210693359375,1619.5999755859375,1649.25,1612.550048828125,1648.0,337979
2024-11-05,1610.9627685546875,1611.3499755859375,1633.1500244140625,1604.0,1618.0,330359
2024-11-06,1641.9053955078125,1642.300048828125,1646.8499755859375,1618.5,1624.699951171875,314415
2024-11-07,1612.912353515625,1613.300048828125,1653.9000244140625,1608.0,1650.0,289053
2024-11-08,1590.967529296875,1591.3499755859375,1626.949951171875,1585.050048828125,1618.699951171875,331456
2024-11-11,1561.524658203125,1561.9000244140625,1590.0,1557.25,1584.75,283538
2024-11-12,1509.8870849609375,1510.25,1582.8499755859375,1496.5,1565.0,596330
2024-11-13,1425.9072265625,1426.25,1507.949951171875,1420.949951171875,1507.949951171875,703917
2024-11-14,1417.2093505859375,1417.550048828125,1452.300048828125,1412.0,1429.3499755859375,431087
2024-11-18,1425.7572021484375,1426.0999755859375,1437.949951171875,1386.25,1420.9000244140625,420374
2024-11-19,1419.1087646484375,1419.449951171875,1463.0,1414.0,1435.0,320976
2024-11-21,1425.9072265625,1426.25,1434.25,1384.449951171875,1417.9000244140625,443228
2024-11-22,1389.216064453125,1389.550048828125,1428.6500244140625,1384.050048828125,1426.0,375965
2024-11-25,1491.5914306640625,1491.949951171875,1505.0,1417.3499755859375,1435.0,721805
2024-11-26,1493.240966796875,1493.5999755859375,1528.5,1476.4000244140625,1493.0,542171
2024-11-27,1570.7724609375,1571.1500244140625,1579.75,1490.050048828125,1504.0,720750
2024-11-28,1581.769775390625,1582.1500244140625,1625.199951171875,1559.0,1576.050048828125,633736
2024-11-29,1595.9163818359375,1596.300048828125,1614.5,1566.0,1594.0,422127
2024-12-02,1566.323486328125,1566.699951171875,1599.6500244140625,1561.0999755859375,1592.0,327437
2024-12-03,1581.769775390625,1582.1500244140625,1593.0,1567.0,1570.0,222890
2024-12-04,1578.5704345703125,1578.949951171875,1618.550048828125,1575.0999755859375,1582.1500244140625,364669
2024-12-05,1568.6229248046875,1569.0,1589.3499755859375,1562.0,1580.0,271770
2024-12-06,1578.420654296875,1578.800048828125,1592.8499755859375,1570.0,1571.0999755859375,248830
2024-12-09,1571.2222900390625,1571.5999755859375,1594.9000244140625,1567.0,1580.0,174789
2024-12-10,1650.9031982421875,1651.300048828125,1660.0,1558.050048828125,1566.0,1573247
2024-12-11,1638.5560302734375,1638.949951171875,1668.800048828125,1616.0,1659.0,899221
2024-12-12,1585.0689697265625,1585.449951171875,1645.5999755859375,1580.0,1644.0,400399
2024-12-13,1586.7685546875,1587.1500244140625,1619.949951171875,1571.5,1583.5,775738
2024-12-16,1573.421875,1573.800048828125,1605.6500244140625,1570.0,1587.1500244140625,292354
2024-12-17,1563.3741455078125,1563.75,1585.25,1560.0,1573.9000244140625,237187
2024-12-18,1536.7305908203125,1537.0999755859375,1563.699951171875,1506.25,1563.699951171875,458927
2024-12-19,1504.6883544921875,1505.050048828125,1527.0,1497.949951171875,1519.8499755859375,286781
2024-12-20,1472.64599609375,1473.0,1524.75,1465.0,1510.0,272121
2024-12-23,1464.8978271484375,1465.25,1498.949951171875,1460.0,1489.6500244140625,268747
2024-12-24,1462.1986083984375,1462.550048828125,1495.0,1459.550048828125,1468.0,260715
2024-12-26,1445.2525634765625,1445.5999755859375,1480.0,1442.5999755859375,1467.0,214599
2024-12-27,1426.257080078125,1426.5999755859375,1462.300048828125,1424.0,1453.9000244140625,271512
2024-12-30,1446.6522216796875,1447.0,1463.0,1425.9000244140625,1429.8499755859375,311170
2024-12-31,1446.202392578125,1446.550048828125,1455.949951171875,1425.25,1443.75,242109
2025-01-01,1485.1429443359375,1485.5,1489.0,1447.4000244140625,1447.4000244140625,279621
2025-01-02,1492.6912841796875,1493.050048828125,1497.0,1473.949951171875,1487.0,169394
2025-01-03,1489.2919921875,1489.6500244140625,1518.0,1482.0,1497.0,215695
2025-01-06,1412.310546875,1412.6500244140625,1499.9000244140625,1405.0,1499.9000244140625,426926
2025-01-07,1438.104248046875,1438.449951171875,1454.0,1411.0,1415.0,243732
2025-01-08,1422.7579345703125,1423.0999755859375,1444.4000244140625,1415.1500244140625,1439.8499755859375,211312
2025-01-09,1407.3616943359375,1407.699951171875,1431.6500244140625,1405.0,1420.0,125858
2025-01-10,1352.624755859375,1352.949951171875,1407.0,1345.0,1407.0,365478
2025-01-13,1256.3480224609375,1256.6500244140625,1346.9000244140625,1240.0,1339.6500244140625,709182
2025-01-14,1435.6048583984375,1435.949951171875,1478.5,1265.550048828125,1268.0,3501369
2025-01-15,1357.4737548828125,1357.800048828125,1422.0,1350.0,1409.0,1029364
2025-01-16,1399.1136474609375,1399.449951171875,1437.9000244140625,1369.699951171875,1369.699951171875,713705
2025-01-17,1391.2655029296875,1391.5999755859375,1400.0,1378.1500244140625,1397.9000244140625,259374
2025-01-20,1413.5601806640625,1413.9000244140625,1424.0,1381.800048828125,1400.0,403914
2025-01-21,1402.9127197265625,1403.25,1441.449951171875,1390.8499755859375,1418.0,350319
2025-01-22,1417.859130859375,1418.199951171875,1429.199951171875,1350.75,1400.050048828125,437710
2025-01-23,1403.2626953125,1403.5999755859375,1426.0999755859375,1396.0,1412.0,220444
2025-01-24,1380.8680419921875,1381.199951171875,1425.5,1372.0,1409.0,389247
2025-01-27,1317.6832275390625,1318.0,1390.449951171875,1304.550048828125,1371.050048828125,428890
2025-01-28,1311.78466796875,1312.0999755859375,1331.0,1244.9000244140625,1320.0,663925
2025-01-29,1324.9315185546875,1325.25,1342.949951171875,1305.0,1316.050048828125,444101
2025-01-30,1424.107666015625,1424.449951171875,1506.949951171875,1352.449951171875,1365.050048828125,8564481
2025-01-31,1465.8475341796875,1466.199951171875,1482.949951171875,1405.0,1413.449951171875,1981977
2025-02-01,1452.15087890625,1452.5,1518.0,1420.050048828125,1469.800048828125,1519573
2025-02-03,1369.920654296875,1370.25,1444.550048828125,1362.0,1425.0,716314
2025-02-04,1363.8720703125,1364.199951171875,1399.949951171875,1351.4000244140625,1379.699951171875,431527
2025-02-05,1368.321044921875,1368.6500244140625,1395.0,1362.5,1372.800048828125,356504
2025-02-06,1356.2239990234375,1356.550048828125,1379.0,1341.949951171875,1373.25,332601
2025-02-07,1350.1754150390625,1350.5,1368.6500244140625,1340.0,1354.75,274605
2025-02-10,1332.9796142578125,1333.300048828125,1362.1500244140625,1320.8499755859375,1347.1500244140625,241579
2025-02-11,1288.940185546875,1289.25,1330.0,1285.050048828125,1330.0,332808
2025-02-12,1246.6502685546875,1246.949951171875,1289.0,1209.1500244140625,1289.0,599118
2025-02-13,1228.70458984375,1229.0,1264.800048828125,1223.5,1250.0,396452
2025-02-14,1170.8685302734375,1171.1500244140625,1240.699951171875,1150.0999755859375,1235.0,744703
2025-02-17,1146.2745361328125,1146.550048828125,1180.050048828125,1122.449951171875,1158.0,612513
2025-02-18,1103.334716796875,1103.5999755859375,1160.0,1087.3499755859375,1148.0999755859375,631598
2025-02-19,1175.5673828125,1175.8499755859375,1194.25,1088.0,1097.0,821988
2025-02-20,1210.5589599609375,1210.8499755859375,1225.0,1152.300048828125,1168.0,526912
2025-02-21,1191.9635009765625,1192.25,1239.1500244140625,1181.0,1212.0,442304
2025-02-24,1174.567626953125,1174.8499755859375,1196.25,1150.8499755859375,1178.050048828125,274932
2025-02-25,1159.4212646484375,1159.699951171875,1193.550048828125,1148.5,1179.0,254471
2025-02-27,1126.0792236328125,1126.3499755859375,1164.449951171875,1120.0,1159.699951171875,229677
2025-02-28,1071.3924560546875,1071.6500244140625,1128.199951171875,1060.0,1120.0,592011
2025-03-03,1046.9482421875,1047.199951171875,1109.449951171875,1008.2999877929688,1078.0,662861
2025-03-04,1061.544921875,1061.800048828125,1116.800048828125,1016.4000244140625,1020.0499877929688,988238
2025-03-05,1087.9384765625,1088.199951171875,1100.0,1062.050048828125,1062.050048828125,398420
2025-03-06,1113.4822998046875,1113.75,1138.449951171875,1085.0999755859375,1100.0,531017
2025-03-07,1142.8253173828125,1143.0999755859375,1150.8499755859375,1105.199951171875,1113.75,512341
2025-03-10,1096.786376953125,1097.050048828125,1162.5,1086.050048828125,1148.25,520695
2025-03-11,1085.0391845703125,1085.300048828125,1095.0,1060.050048828125,1072.25,348120
2025-03-12,1047.947998046875,1048.199951171875,1100.25,1044.050048828125,1088.0,451533
2025-03-13,1038.5003662109375,1038.75,1062.949951171875,1028.5999755859375,1054.949951171875,382148
2025-03-17,1016.0557250976562,1016.2999877929688,1059.199951171875,1010.0,1041.0,469717
2025-03-18,1016.0557250976562,1016.2999877929688,1016.2999877929688,1016.2999877929688,1016.2999877929688,0
2025-03-19,1127.279052734375,1127.550048828125,1139.9000244140625,1070.0,1070.0,1648978
2025-03-20,1125.279541015625,1125.550048828125,1147.5,1111.050048828125,1140.0,681958
2025-03-21,1215.0079345703125,1215.300048828125,1220.0,1108.0,1125.0,1712957
2025-03-24,1264.39599609375,1264.699951171875,1319.8499755859375,1223.449951171875,1230.0,2895375
2025-03-25,1201.861083984375,1202.1500244140625,1275.300048828125,1195.550048828125,1270.0,988437
2025-03-26,1186.21484375,1186.5,1222.699951171875,1180.050048828125,1205.0,769588
2025-03-27,1167.16943359375,1167.449951171875,1205.199951171875,1160.3499755859375,1185.6500244140625,928552
2025-03-28,1167.2193603515625,1167.5,1215.800048828125,1161.0999755859375,1174.550048828125,758271
