date_,adj close_bandhanbnk.ns,close_bandhanbnk.ns,high_bandhanbnk.ns,low_bandhanbnk.ns,open_bandhanbnk.ns,volume_bandhanbnk.ns
2024-04-02,189.8953399658203,193.10000610351562,193.60000610351562,187.64999389648438,189.0,10760909
2024-04-03,187.33848571777344,190.5,192.14999389648438,189.3000030517578,192.0,14292770
2024-04-04,194.6648406982422,197.9499969482422,199.64999389648438,191.9499969482422,191.9499969482422,29229806
2024-04-05,194.07479858398438,197.35000610351562,203.0,196.5,203.0,33590383
2024-04-08,181.88059997558594,184.9499969482422,189.25,179.25,185.10000610351562,64195143
2024-04-09,179.6679229736328,182.6999969482422,187.39999389648438,182.0,185.14999389648438,16386732
2024-04-10,179.61875915527344,182.64999389648438,184.0,180.3000030517578,182.5,24579879
2024-04-12,179.9137725830078,182.9499969482422,186.89999389648438,182.64999389648438,183.0,25930326
2024-04-15,173.0299530029297,175.9499969482422,181.9499969482422,175.5,181.9499969482422,21581545
2024-04-16,170.96481323242188,173.85000610351562,175.8000030517578,172.75,173.10000610351562,14970993
2024-04-18,170.42393493652344,173.3000030517578,177.0500030517578,173.0,175.75,11637760
2024-04-19,170.66978454589844,173.5500030517578,174.85000610351562,170.3000030517578,172.0,9249379
2024-04-22,177.79946899414062,180.8000030517578,181.5,175.25,175.75,13392591
2024-04-23,179.81544494628906,182.85000610351562,183.3000030517578,181.10000610351562,182.39999389648438,11422429
2024-04-24,180.79884338378906,183.85000610351562,185.5,183.35000610351562,184.10000610351562,11165851
2024-04-25,181.53640747070312,184.60000610351562,185.75,182.25,184.0,10608276
2024-04-26,181.1430206298828,184.1999969482422,185.85000610351562,183.60000610351562,185.0,6869668
2024-04-29,180.84800720214844,183.89999389648438,185.0,182.0,185.0,7473732
2024-04-30,185.17498779296875,188.3000030517578,190.10000610351562,183.6999969482422,184.0,23333823
2024-05-02,187.58433532714844,190.75,191.3000030517578,188.5,189.0500030517578,11938817
2024-05-03,184.4866180419922,187.60000610351562,192.5500030517578,186.89999389648438,191.64999389648438,9237768
2024-05-06,183.74905395507812,186.85000610351562,189.5,184.3000030517578,189.10000610351562,10021920
2024-05-07,178.14364624023438,181.14999389648438,187.5500030517578,180.60000610351562,186.85000610351562,7781592
2024-05-08,177.30775451660156,180.3000030517578,181.89999389648438,179.0,181.5,11433990
2024-05-09,179.76626586914062,182.8000030517578,187.35000610351562,180.64999389648438,181.4499969482422,16614322
2024-05-10,183.94573974609375,187.0500030517578,189.1999969482422,182.5,184.0,12941472
2024-05-13,185.02748107910156,188.14999389648438,189.75,183.60000610351562,188.5,7875556
2024-05-14,185.4208526611328,188.5500030517578,190.5500030517578,187.9499969482422,188.25,6583961
2024-05-15,186.74844360351562,189.89999389648438,191.39999389648438,188.14999389648438,189.39999389648438,10799367
2024-05-16,176.61936950683594,179.60000610351562,190.39999389648438,176.5500030517578,190.0,40071506
2024-05-17,178.14364624023438,181.14999389648438,183.0500030517578,179.39999389648438,181.0,11276823
2024-05-21,181.04470825195312,184.10000610351562,185.0,180.5,183.0,12520544
2024-05-22,180.45465087890625,183.5,185.39999389648438,181.5,184.89999389648438,12798840
2024-05-23,185.37167358398438,188.5,189.14999389648438,183.6999969482422,183.9499969482422,13948604
2024-05-24,183.20819091796875,186.3000030517578,189.8000030517578,185.10000610351562,189.0,6485191
2024-05-27,185.9125518798828,189.0500030517578,189.9499969482422,186.64999389648438,187.10000610351562,11764071
2024-05-28,187.14181518554688,190.3000030517578,193.35000610351562,188.5500030517578,189.6999969482422,15138336
2024-05-29,188.51856994628906,191.6999969482422,194.10000610351562,188.3000030517578,188.85000610351562,11336445
2024-05-30,183.25735473632812,186.35000610351562,192.14999389648438,185.60000610351562,190.89999389648438,7598590
2024-05-31,185.17498779296875,188.3000030517578,189.10000610351562,185.0500030517578,187.14999389648438,10104242
2024-06-03,191.81298828125,195.0500030517578,196.0,190.75,192.8000030517578,18181203
2024-06-04,174.30838012695312,177.25,194.0,169.14999389648438,194.0,23184484
2024-06-05,187.48599243164062,190.64999389648438,191.35000610351562,176.0500030517578,179.10000610351562,21811685
2024-06-06,188.37106323242188,191.5500030517578,194.8000030517578,190.35000610351562,192.0,10024162
2024-06-07,193.2880859375,196.5500030517578,197.8000030517578,190.64999389648438,191.0500030517578,12023356
2024-06-10,195.02871704101562,198.32000732421875,202.7899932861328,195.39999389648438,196.5500030517578,14567117
2024-06-11,195.1565399169922,198.4499969482422,201.0,197.0,198.32000732421875,7975438
2024-06-12,193.20941162109375,196.47000122070312,201.0,195.5,198.0,10706446
2024-06-13,191.00657653808594,194.22999572753906,198.85000610351562,193.66000366210938,198.3000030517578,8820650
2024-06-14,191.11476135253906,194.33999633789062,195.89999389648438,193.52999877929688,194.39999389648438,5128519
2024-06-18,194.7533416748047,198.0399932861328,198.75,193.50999450683594,195.0,8385218
2024-06-19,195.53024291992188,198.8300018310547,201.6999969482422,196.5399932861328,198.3000030517578,24410955
2024-06-20,204.72506713867188,208.17999267578125,209.75,199.00999450683594,199.9499969482422,39711959
2024-06-21,205.75762939453125,209.22999572753906,210.85000610351562,206.0,209.08999633789062,23990564
2024-06-24,204.48904418945312,207.94000244140625,209.2899932861328,204.61000061035156,207.8000030517578,8450335
2024-06-25,200.0735626220703,203.4499969482422,205.60000610351562,198.8000030517578,200.0,25150275
2024-06-26,202.15838623046875,205.57000732421875,208.5,203.0500030517578,205.0,22029562
2024-06-27,196.97584533691406,200.3000030517578,205.9499969482422,199.0500030517578,205.5,15437904
2024-06-28,200.39808654785156,203.77999877929688,206.99000549316406,200.91000366210938,202.1999969482422,9047376
2024-07-01,202.4435577392578,205.86000061035156,206.75,203.77000427246094,204.0,6917067
2024-07-02,198.88365173339844,202.24000549316406,206.8800048828125,200.89999389648438,206.85000610351562,7947836
2024-07-03,207.62611389160156,211.1300048828125,211.6999969482422,202.4199981689453,203.5,23960719
2024-07-04,204.6070556640625,208.05999755859375,214.60000610351562,206.16000366210938,210.25,27883085
2024-07-05,200.93896484375,204.3300018310547,206.6999969482422,203.0,206.6999969482422,11946566
2024-07-08,201.07664489746094,204.47000122070312,205.22000122070312,201.11000061035156,202.4600067138672,8768558
2024-07-09,197.42820739746094,200.75999450683594,205.60000610351562,200.0,205.0,8027550
2024-07-10,189.2364501953125,192.42999267578125,201.55999755859375,190.0500030517578,201.52000427246094,24679628
2024-07-11,193.45526123046875,196.72000122070312,197.0,192.3000030517578,193.85000610351562,9205351
2024-07-12,189.4036407470703,192.60000610351562,197.88999938964844,192.22000122070312,197.19000244140625,10446564
2024-07-15,192.0784912109375,195.32000732421875,195.8000030517578,191.80999755859375,193.38999938964844,6366233
2024-07-16,195.13687133789062,198.42999267578125,202.9499969482422,194.72000122070312,195.99000549316406,29906784
2024-07-18,192.67835998535156,195.92999267578125,201.25999450683594,195.6999969482422,198.00999450683594,8349371
2024-07-19,189.25611877441406,192.4499969482422,195.89999389648438,191.0,195.89999389648438,8287965
2024-07-22,194.65501403808594,197.94000244140625,199.0,190.39999389648438,191.02999877929688,10624805
2024-07-23,192.27517700195312,195.52000427246094,199.49000549316406,189.10000610351562,197.3000030517578,10847273
2024-07-24,184.9783172607422,188.10000610351562,198.39999389648438,186.5399932861328,196.0,32878186
2024-07-25,182.74598693847656,185.8300018310547,188.9499969482422,185.52999877929688,188.10000610351562,11606916
2024-07-26,189.30528259277344,192.5,193.25,184.75,185.10000610351562,14431603
2024-07-29,215.23765563964844,218.8699951171875,220.0,200.11000061035156,203.0,133627172
2024-07-30,216.1227264404297,219.77000427246094,222.30999755859375,216.5500030517578,218.44000244140625,30074854
2024-07-31,214.4607696533203,218.0800018310547,219.89999389648438,215.25,219.0,19665113
2024-08-01,210.16329956054688,213.7100067138672,218.49000549316406,212.7100067138672,217.10000610351562,13341398
2024-08-02,209.00286865234375,212.52999877929688,214.60000610351562,209.0,210.10000610351562,14184491
2024-08-05,198.88365173339844,202.24000549316406,209.1999969482422,200.60000610351562,206.1999969482422,15968418
2024-08-06,197.74290466308594,201.0800018310547,206.5,199.67999267578125,205.0,9201678
2024-08-07,200.2309112548828,203.61000061035156,205.8699951171875,201.5800018310547,204.5399932861328,11946013
2024-08-08,195.87442016601562,199.17999267578125,203.88999938964844,198.1999969482422,203.61000061035156,6762655
2024-08-09,196.1891326904297,199.5,202.89999389648438,199.0,201.99000549316406,6126300
2024-08-12,193.77978515625,197.0500030517578,200.0,196.39999389648438,199.10000610351562,5828861
2024-08-13,190.8564910888672,192.60000610351562,197.82000732421875,191.32000732421875,197.0399932861328,14975254
2024-08-14,188.27011108398438,189.99000549316406,193.97999572753906,189.5,192.60000610351562,9922718
2024-08-16,189.85562133789062,191.58999633789062,193.5,189.75,192.5,11031971
2024-08-19,190.28173828125,192.02000427246094,194.75,191.5,193.4499969482422,5487644
2024-08-20,195.12747192382812,196.91000366210938,197.1999969482422,192.60000610351562,193.0,8108709
2024-08-21,201.9253692626953,203.77000427246094,204.75999450683594,197.0,197.0,17806887
2024-08-22,203.57032775878906,205.42999267578125,211.07000732421875,204.7100067138672,206.0,20210212
2024-08-23,199.8939208984375,201.72000122070312,206.39999389648438,201.0,206.0,6110305
2024-08-26,198.2489471435547,200.05999755859375,203.0,199.61000061035156,202.0,7078317
2024-08-27,199.23989868164062,201.05999755859375,202.24000549316406,198.6199951171875,200.10000610351562,7994055
2024-08-28,194.87973022460938,196.66000366210938,202.83999633789062,196.1199951171875,202.0,12862179
2024-08-29,192.1744384765625,193.92999267578125,197.44000244140625,191.63999938964844,196.67999267578125,21247971
2024-08-30,198.48678588867188,200.3000030517578,201.9199981689453,195.0399932861328,195.0399932861328,109887950
2024-09-02,199.78492736816406,201.61000061035156,203.63999938964844,199.3800048828125,202.25,13653009
2024-09-03,199.54708862304688,201.3699951171875,204.60000610351562,200.7100067138672,201.8300018310547,13861713
2024-09-04,197.8030242919922,199.61000061035156,203.44000244140625,196.5,196.5,19074638
2024-09-05,201.81637573242188,203.66000366210938,208.25,200.02000427246094,200.60000610351562,27300909
2024-09-06,194.55271911621094,196.3300018310547,203.60000610351562,195.8000030517578,203.60000610351562,19496566
2024-09-09,193.64105224609375,195.41000366210938,196.4199981689453,193.66000366210938,195.0,5957440
2024-09-10,198.2291259765625,200.0399932861328,201.08999633789062,196.5,197.5,7824925
2024-09-11,193.91851806640625,195.69000244140625,200.60000610351562,195.11000061035156,199.8000030517578,12190835
2024-09-12,195.19683837890625,196.97999572753906,197.72999572753906,195.3000030517578,197.5,8449294
2024-09-13,205.22523498535156,207.10000610351562,207.75,198.0500030517578,199.0,31709763
2024-09-16,203.42169189453125,205.27999877929688,209.3800048828125,204.6999969482422,207.60000610351562,9398011
2024-09-17,205.7999725341797,207.67999267578125,209.91000366210938,206.5500030517578,206.5500030517578,20252143
2024-09-18,211.2006378173828,213.1300048828125,214.1999969482422,207.61000061035156,208.30999755859375,30130004
2024-09-19,209.43675231933594,211.35000610351562,215.39999389648438,206.0,214.10000610351562,19927468
2024-09-20,208.1385955810547,210.0399932861328,212.8000030517578,209.1699981689453,211.88999938964844,13719259
2024-09-23,210.89344787597656,212.82000732421875,215.44000244140625,208.0,210.5,15053282
2024-09-24,205.98825073242188,207.8699951171875,212.82000732421875,207.49000549316406,212.6999969482422,10255743
2024-09-25,202.8667755126953,204.72000122070312,207.63999938964844,202.75,206.9499969482422,10582008
2024-09-26,203.4613494873047,205.32000732421875,206.0,202.30999755859375,205.25,8620616
2024-09-27,201.38035583496094,203.22000122070312,206.89999389648438,202.3000030517578,206.32000732421875,26877170
2024-09-30,196.94090270996094,198.74000549316406,204.3800048828125,197.85000610351562,202.5,9408152
2024-10-01,193.51222229003906,195.27999877929688,199.27000427246094,195.0,198.7100067138672,13472976
2024-10-03,187.29898071289062,189.00999450683594,194.24000549316406,188.16000366210938,193.99000549316406,15062802
2024-10-04,185.16844177246094,186.86000061035156,190.92999267578125,186.52000427246094,189.0,11285553
2024-10-07,182.67124938964844,184.33999633789062,192.35000610351562,182.5500030517578,190.0,15914811
2024-10-08,185.96121215820312,187.66000366210938,189.0,183.75999450683594,184.25,7433105
2024-10-09,187.14044189453125,188.85000610351562,191.44000244140625,187.80999755859375,188.5,8315684
2024-10-10,186.00083923339844,187.6999969482422,190.39999389648438,187.07000732421875,190.3000030517578,5377952
2024-10-11,208.3566131591797,210.25999450683594,211.8000030517578,198.4499969482422,202.0,129824389
2024-10-14,198.2489471435547,200.05999755859375,210.64999389648438,198.7100067138672,210.63999938964844,36977274
2024-10-15,192.5906524658203,194.35000610351562,201.4499969482422,193.80999755859375,200.7899932861328,21662894
2024-10-16,190.99522399902344,192.74000549316406,194.67999267578125,191.86000061035156,194.00999450683594,12636822
2024-10-17,188.4683074951172,190.19000244140625,193.4499969482422,188.3699951171875,193.0500030517578,13647152
2024-10-18,190.2222900390625,191.9600067138672,192.67999267578125,188.19000244140625,190.0,9895258
2024-10-21,183.21627807617188,184.88999938964844,191.9499969482422,184.0,191.9499969482422,14428385
2024-10-22,172.22666931152344,173.8000030517578,184.89999389648438,173.0,182.50999450683594,20527388
2024-10-23,180.6398162841797,182.2899932861328,183.6699981689453,172.8000030517578,174.6999969482422,16728599
2024-10-24,179.0245819091797,180.66000366210938,182.9499969482422,180.14999389648438,182.0500030517578,5937155
2024-10-25,166.68728637695312,168.2100067138672,180.47999572753906,167.3000030517578,180.0,21112594
2024-10-28,183.1370086669922,184.80999755859375,189.67999267578125,172.5,175.0,43360345
2024-10-29,177.5084228515625,179.1300048828125,183.92999267578125,177.1300048828125,182.10000610351562,19123806
2024-10-30,175.94273376464844,177.5500030517578,179.8000030517578,177.14999389648438,178.5,9467079
2024-10-31,180.560546875,182.2100067138672,183.25,176.77000427246094,179.60000610351562,16999003
2024-11-01,181.9875030517578,183.64999389648438,184.4499969482422,183.0,184.4499969482422,2284079
2024-11-04,178.5489044189453,180.17999267578125,183.5,177.25,183.5,7639211
2024-11-05,179.62905883789062,181.27000427246094,182.00999450683594,178.1300048828125,180.0,6263739
2024-11-06,181.57130432128906,183.22999572753906,185.2899932861328,181.63999938964844,183.5,8361731
2024-11-07,179.75787353515625,181.39999389648438,183.77999877929688,181.1199951171875,183.24000549316406,5083958
2024-11-08,176.07154846191406,177.67999267578125,181.69000244140625,176.5,181.39999389648438,7092881
2024-11-11,173.55453491210938,175.13999938964844,177.4499969482422,174.2100067138672,177.25,6569352
2024-11-12,171.02761840820312,172.58999633789062,177.3000030517578,172.0,175.30999755859375,5526480
2024-11-13,163.60543823242188,165.10000610351562,172.39999389648438,164.1999969482422,172.0,14618927
2024-11-14,165.74586486816406,167.25999450683594,168.75,165.0500030517578,165.8000030517578,12377786
2024-11-18,164.19009399414062,165.69000244140625,167.64999389648438,164.1199951171875,167.3000030517578,11130039
2024-11-19,166.09271240234375,167.61000061035156,172.42999267578125,166.0,166.0,10399744
2024-11-21,164.35855102539062,165.86000061035156,166.94000244140625,162.8000030517578,166.6999969482422,7231100
2024-11-22,168.39169311523438,169.92999267578125,170.72999572753906,166.2100067138672,166.2100067138672,5267959
2024-11-25,169.59075927734375,171.13999938964844,174.77000427246094,170.36000061035156,174.5,6606857
2024-11-26,168.8079071044922,170.35000610351562,172.4199981689453,169.22000122070312,172.39999389648438,4700220
2024-11-27,169.76913452148438,171.32000732421875,171.7100067138672,169.41000366210938,170.41000366210938,3548666
2024-11-28,169.41238403320312,170.9600067138672,174.07000732421875,170.3000030517578,171.50999450683594,8051413
2024-11-29,167.54940795898438,169.0800018310547,171.9499969482422,167.1199951171875,171.5,8868710
2024-12-02,169.24391174316406,170.7899932861328,171.22999572753906,166.9600067138672,168.97999572753906,5645780
2024-12-03,173.68336486816406,175.27000427246094,176.0,171.0,171.0,8068296
2024-12-04,176.43820190429688,178.0500030517578,178.6999969482422,175.0,175.14999389648438,9637948
2024-12-05,175.83372497558594,177.44000244140625,179.27999877929688,176.11000061035156,178.13999938964844,4963068
2024-12-06,174.67431640625,176.27000427246094,178.3000030517578,173.97000122070312,177.67999267578125,7629959
2024-12-09,172.96987915039062,174.5500030517578,177.25,174.33999633789062,176.5,4192897
2024-12-10,173.8617401123047,175.4499969482422,176.52000427246094,173.39999389648438,174.60000610351562,4855252
2024-12-11,172.841064453125,174.4199981689453,176.67999267578125,174.25,175.5,3533366
2024-12-12,168.96644592285156,170.50999450683594,174.32000732421875,170.02000427246094,174.3000030517578,6135002
2024-12-13,168.19351196289062,169.72999572753906,171.0,165.61000061035156,170.0,9913065
2024-12-16,168.29261779785156,169.8300018310547,170.6199951171875,168.50999450683594,169.39999389648438,5471979
2024-12-17,162.38656616210938,163.8699951171875,169.8000030517578,163.25,169.8000030517578,19449155
2024-12-18,162.46583557128906,163.9499969482422,165.0,162.8000030517578,163.80999755859375,7448097
2024-12-19,161.69290161132812,163.1699981689453,164.49000549316406,160.5500030517578,161.5,4852045
2024-12-20,157.61019897460938,159.0500030517578,164.47999572753906,157.00999450683594,163.1999969482422,8962910
2024-12-23,162.89195251464844,164.3800048828125,165.41000366210938,158.1999969482422,160.10000610351562,13543835
2024-12-24,165.0323944091797,166.5399932861328,167.3800048828125,163.5,163.5,8575581
2024-12-26,160.00828552246094,161.47000122070312,167.10000610351562,160.50999450683594,167.0,17084660
2024-12-27,159.33444213867188,160.7899932861328,162.69000244140625,160.5800018310547,161.50999450683594,5486812
2024-12-30,157.56065368652344,159.0,161.5500030517578,158.39999389648438,160.7899932861328,5336627
2024-12-31,157.62010192871094,159.05999755859375,159.72000122070312,157.30999755859375,158.5,4344692
2025-01-01,158.4822235107422,159.92999267578125,160.75,159.0,159.0,3631951
2025-01-02,159.47317504882812,160.92999267578125,161.25,157.85000610351562,160.00999450683594,6361227
2025-01-03,156.25259399414062,157.67999267578125,161.39999389648438,157.32000732421875,160.8000030517578,12133819
2025-01-06,150.237548828125,151.61000061035156,159.8000030517578,151.16000366210938,158.4600067138672,12737677
2025-01-07,153.57704162597656,154.97999572753906,155.36000061035156,152.02000427246094,152.02000427246094,8377149
2025-01-08,150.3465576171875,151.72000122070312,154.55999755859375,150.64999389648438,154.0,9398131
2025-01-09,147.56199645996094,148.91000366210938,152.89999389648438,148.5,151.5,8904498
2025-01-10,142.65679931640625,143.9600067138672,150.0,143.25,150.0,13133570
2025-01-13,136.42373657226562,137.6699981689453,143.49000549316406,137.0,143.35000610351562,10921399
2025-01-14,146.60076904296875,147.94000244140625,149.0500030517578,138.41000366210938,138.58999633789062,12624790
2025-01-15,146.9376983642578,148.27999877929688,150.8000030517578,147.30999755859375,148.0,6296217
2025-01-16,149.80152893066406,151.1699981689453,151.69000244140625,150.1300048828125,150.69000244140625,4479065
2025-01-17,149.87091064453125,151.24000549316406,151.94000244140625,148.94000244140625,151.00999450683594,3519854
2025-01-20,151.06004333496094,152.44000244140625,152.89999389648438,149.1999969482422,150.25,3521513
2025-01-21,148.91958618164062,150.27999877929688,153.50999450683594,149.8000030517578,152.44000244140625,4290551
2025-01-22,150.13844299316406,151.50999450683594,151.89999389648438,148.5500030517578,150.05999755859375,5828892
2025-01-23,149.7718048095703,151.13999938964844,152.19000244140625,150.3699951171875,150.5800018310547,3073609
2025-01-24,147.4827117919922,148.8300018310547,151.69000244140625,148.3300018310547,150.6999969482422,2782878
2025-01-27,148.1466522216797,149.5,149.99000549316406,145.39999389648438,147.2100067138672,6783778
2025-01-28,149.75198364257812,151.1199951171875,152.8000030517578,146.16000366210938,151.89999389648438,11617633
2025-01-29,148.97903442382812,150.33999633789062,154.4499969482422,149.60000610351562,150.0,6165678
2025-01-30,146.907958984375,148.25,151.49000549316406,148.0,151.35000610351562,5223410
2025-01-31,150.00962829589844,151.3800048828125,152.58999633789062,147.35000610351562,149.07000732421875,6779375
2025-02-01,150.01954650878906,151.38999938964844,153.99000549316406,147.1999969482422,151.3800048828125,11623319
2025-02-03,146.22421264648438,147.55999755859375,149.13999938964844,144.8000030517578,148.0,8873799
2025-02-04,149.64297485351562,151.00999450683594,151.6999969482422,147.25,147.75,11615124
2025-02-05,152.5662841796875,153.9600067138672,156.3000030517578,150.0,150.0,9304369
2025-02-06,150.9014892578125,152.27999877929688,154.74000549316406,150.8000030517578,154.00999450683594,7676403
2025-02-07,150.99066162109375,152.3699951171875,154.99000549316406,151.1999969482422,153.0500030517578,5769334
2025-02-10,147.56199645996094,148.91000366210938,152.64999389648438,148.14999389648438,152.0,3344068
2025-02-11,143.1027374267578,144.41000366210938,148.88999938964844,143.52999877929688,148.52000427246094,4341078
2025-02-12,141.14064025878906,142.42999267578125,144.5,138.36000061035156,142.0500030517578,8373787
2025-02-13,139.02001953125,140.2899932861328,143.4499969482422,139.88999938964844,142.44000244140625,5377186
2025-02-14,134.15447998046875,135.3800048828125,141.9499969482422,134.25999450683594,141.10000610351562,7367185
2025-02-17,131.61764526367188,132.82000732421875,135.6199951171875,131.1300048828125,134.10000610351562,12241001
2025-02-18,129.13037109375,130.30999755859375,133.38999938964844,128.16000366210938,132.1699981689453,9963563
2025-02-19,132.27166748046875,133.47999572753906,133.89999389648438,128.75999450683594,129.5,5877541
2025-02-20,135.25442504882812,136.49000549316406,137.16000366210938,132.25999450683594,132.52999877929688,5585864
2025-02-21,138.11827087402344,139.3800048828125,143.0,137.3000030517578,137.3000030517578,18633977
2025-02-24,137.82098388671875,139.0800018310547,141.08999633789062,138.0,138.89999389648438,7809087
2025-02-25,134.1148223876953,135.33999633789062,140.17999267578125,134.82000732421875,139.0,6796987
2025-02-27,135.6508026123047,136.88999938964844,146.3800048828125,135.5,140.60000610351562,46865998
2025-02-28,139.91188049316406,141.19000244140625,141.8300018310547,134.05999755859375,135.5,18217115
2025-03-03,138.96055603027344,140.22999572753906,144.19000244140625,138.00999450683594,142.10000610351562,15623300
2025-03-04,146.01611328125,147.35000610351562,147.89999389648438,138.1699981689453,139.2899932861328,17202216
2025-03-05,146.0953826904297,147.42999267578125,148.14999389648438,145.58999633789062,146.00999450683594,7761859
2025-03-06,147.94845581054688,149.3000030517578,150.4499969482422,147.8000030517578,148.85000610351562,8626770
2025-03-07,148.57275390625,149.92999267578125,151.13999938964844,148.66000366210938,149.25,8864396
2025-03-10,146.6304931640625,147.97000122070312,152.24000549316406,146.91000366210938,149.2899932861328,6256855
2025-03-11,138.84165954589844,140.11000061035156,145.19000244140625,138.27000427246094,144.8000030517578,22651047
2025-03-12,140.26861572265625,141.5500030517578,142.92999267578125,139.10000610351562,140.11000061035156,5854921
2025-03-13,138.5740966796875,139.83999633789062,142.3800048828125,139.1300048828125,141.9199981689453,5118957
2025-03-17,137.08767700195312,138.33999633789062,143.47999572753906,137.61000061035156,140.55999755859375,7356884
2025-03-18,137.08767700195312,138.33999633789062,138.33999633789062,138.33999633789062,138.33999633789062,0
2025-03-19,139.99114990234375,141.27000427246094,142.25,140.42999267578125,140.64999389648438,10076310
2025-03-20,140.2388916015625,141.52000427246094,143.72999572753906,141.11000061035156,141.6999969482422,5225373
2025-03-21,143.6477508544922,144.9600067138672,145.27999877929688,141.0,141.52000427246094,8287957
