date_,adj close_sumichem.ns,close_sumichem.ns,high_sumichem.ns,low_sumichem.ns,open_sumichem.ns,volume_sumichem.ns
2024-03-12,346.6248779296875,347.95001220703125,355.0,347.04998779296875,354.0,542439
2024-03-13,338.0576171875,339.3500061035156,350.70001220703125,336.6499938964844,348.0,494290
2024-03-14,343.48681640625,344.79998779296875,347.8500061035156,336.1000061035156,339.3999938964844,428208
2024-03-15,342.6899108886719,344.0,347.3999938964844,339.5,345.8999938964844,182817
2024-03-18,342.0921630859375,343.3999938964844,346.0,340.1499938964844,345.3500061035156,176927
2024-03-19,342.9887390136719,344.29998779296875,349.0,342.0,345.79998779296875,209041
2024-03-20,345.728271484375,347.04998779296875,350.0,344.29998779296875,344.29998779296875,289122
2024-03-21,344.88153076171875,346.20001220703125,351.29998779296875,346.0,349.04998779296875,169541
2024-03-22,364.7555236816406,366.1499938964844,373.20001220703125,345.1499938964844,345.20001220703125,584049
2024-03-26,347.8701171875,349.20001220703125,364.3500061035156,347.0,362.6499938964844,809491
2024-03-27,344.3834228515625,345.70001220703125,353.95001220703125,343.8500061035156,353.95001220703125,872069
2024-03-28,346.42559814453125,347.75,349.0,341.79998779296875,346.75,473156
2024-04-01,360.571533203125,361.95001220703125,362.8500061035156,350.04998779296875,354.95001220703125,271825
2024-04-02,360.17303466796875,361.54998779296875,364.3500061035156,360.0,363.95001220703125,173131
2024-04-03,370.0353698730469,371.45001220703125,374.0,359.3999938964844,362.5,364252
2024-04-04,364.1080017089844,365.5,375.45001220703125,364.5,373.3500061035156,291230
2024-04-05,378.70220947265625,380.1499938964844,382.3999938964844,364.54998779296875,366.29998779296875,697173
2024-04-08,389.1622314453125,390.6499938964844,393.20001220703125,377.1000061035156,381.04998779296875,638659
2024-04-09,383.9820556640625,385.45001220703125,391.8999938964844,383.1000061035156,390.75,172933
2024-04-10,402.81005859375,404.3500061035156,414.3999938964844,382.25,385.45001220703125,1208380
2024-04-12,401.6146240234375,403.1499938964844,408.8999938964844,400.1499938964844,404.3500061035156,613304
2024-04-15,389.8097229003906,391.29998779296875,401.1000061035156,387.04998779296875,398.04998779296875,426191
2024-04-16,387.7177734375,389.20001220703125,395.04998779296875,388.0,391.04998779296875,139220
2024-04-18,398.3271789550781,399.8500061035156,404.3500061035156,390.1499938964844,392.75,305342
2024-04-19,399.8215026855469,401.3500061035156,411.0,390.29998779296875,396.0,506094
2024-04-22,406.6454162597656,408.20001220703125,413.5,404.75,410.0,423944
2024-04-23,400.767822265625,402.29998779296875,412.0,401.54998779296875,412.0,240656
2024-04-24,398.1777648925781,399.70001220703125,406.29998779296875,398.1000061035156,403.0,153651
2024-04-25,405.499755859375,407.04998779296875,409.5,399.3500061035156,400.3999938964844,265736
2024-04-26,402.71044921875,404.25,411.1499938964844,402.25,410.5,301705
2024-04-29,399.77166748046875,401.29998779296875,406.20001220703125,399.0,406.20001220703125,164617
2024-04-30,399.5724182128906,401.1000061035156,405.29998779296875,395.5,402.54998779296875,262446
2024-05-02,399.9709167480469,401.5,405.70001220703125,396.0,401.8999938964844,227937
2024-05-03,401.6146240234375,403.1499938964844,404.29998779296875,393.3500061035156,402.6000061035156,296255
2024-05-06,397.0321350097656,398.54998779296875,403.95001220703125,394.0,403.95001220703125,127499
2024-05-07,398.0283203125,399.54998779296875,401.20001220703125,390.0,399.29998779296875,176254
2024-05-08,392.5990905761719,394.1000061035156,405.0,392.25,398.0,188454
2024-05-09,384.7789611816406,386.25,398.0,384.6000061035156,394.95001220703125,175201
2024-05-10,383.0854187011719,384.54998779296875,390.1499938964844,383.45001220703125,387.3999938964844,81907
2024-05-13,385.575927734375,387.04998779296875,390.0,380.04998779296875,384.6499938964844,157988
2024-05-14,397.9785461425781,399.5,406.0,388.04998779296875,393.3999938964844,289918
2024-05-15,392.0511779785156,393.54998779296875,402.04998779296875,391.20001220703125,400.25,242802
2024-05-16,391.8021240234375,393.29998779296875,396.5,391.8500061035156,395.5,77343
2024-05-17,407.990234375,409.54998779296875,412.0,392.6499938964844,394.3500061035156,738423
2024-05-21,411.02862548828125,412.6000061035156,419.5,400.5,405.0,581170
2024-05-22,418.0517883300781,419.6499938964844,421.3500061035156,404.54998779296875,414.79998779296875,791056
2024-05-23,434.8376159667969,436.5,442.8999938964844,421.5,422.70001220703125,1920556
2024-05-24,438.6231384277344,440.29998779296875,446.0,432.3999938964844,440.8500061035156,909360
2024-05-27,439.3204650878906,441.0,449.0,435.0,443.0,585130
2024-05-28,447.2900085449219,449.0,482.0,445.25,457.8999938964844,13005897
2024-05-29,487.6855773925781,489.54998779296875,498.0,449.20001220703125,451.1499938964844,5271869
2024-05-30,474.884521484375,476.70001220703125,487.8500061035156,473.0,487.0,1446873
2024-05-31,461.8841857910156,463.6499938964844,480.0,461.04998779296875,476.25,1176381
2024-06-03,462.43212890625,464.20001220703125,478.45001220703125,452.0,472.0,1491310
2024-06-04,454.4127502441406,456.1499938964844,467.70001220703125,426.79998779296875,467.70001220703125,1134743
2024-06-05,487.2373046875,489.1000061035156,496.8500061035156,443.70001220703125,460.8500061035156,1179028
2024-06-06,477.7734680175781,479.6000061035156,500.0,476.25,491.8999938964844,771294
2024-06-07,480.9612731933594,482.79998779296875,487.1499938964844,474.1000061035156,480.0,719774
2024-06-10,493.4635009765625,495.3500061035156,506.0,480.45001220703125,484.8500061035156,736456
2024-06-11,485.9920654296875,487.8500061035156,502.70001220703125,485.0,500.0,658689
2024-06-12,486.2410888671875,488.1000061035156,493.45001220703125,477.20001220703125,491.54998779296875,851378
2024-06-13,487.03802490234375,488.8999938964844,491.25,479.79998779296875,489.0,350658
2024-06-14,495.6550598144531,497.54998779296875,503.95001220703125,488.1000061035156,490.0,727572
2024-06-18,476.82708740234375,478.6499938964844,510.75,476.29998779296875,505.95001220703125,1199776
2024-06-19,471.94573974609375,473.75,491.70001220703125,469.3500061035156,480.0,1505683
2024-06-20,494.45965576171875,496.3500061035156,503.0,470.29998779296875,473.29998779296875,1572970
2024-06-21,490.6243591308594,492.5,502.95001220703125,486.3500061035156,499.5,1889542
2024-06-24,486.63958740234375,488.5,497.54998779296875,481.20001220703125,492.0,436964
2024-06-25,478.9190673828125,480.75,492.45001220703125,479.0,492.0,153071
2024-06-26,481.1605224609375,483.0,487.8999938964844,478.70001220703125,482.0,188367
2024-06-27,476.1795349121094,478.0,487.25,475.5,483.0,282432
2024-06-28,478.17193603515625,480.0,483.1000061035156,476.5,479.95001220703125,227628
2024-07-01,476.92669677734375,478.75,493.8999938964844,477.0,481.95001220703125,770035
2024-07-02,510.64776611328125,512.5999755859375,515.0,479.79998779296875,479.79998779296875,3820314
2024-07-03,491.67034912109375,493.54998779296875,517.7000122070312,491.79998779296875,515.7999877929688,1429150
2024-07-04,491.0726318359375,492.95001220703125,500.8999938964844,491.3500061035156,494.95001220703125,575020
2024-07-05,487.6855773925781,489.54998779296875,500.0,487.29998779296875,493.8999938964844,566220
2024-07-08,497.298828125,499.20001220703125,499.8500061035156,488.1499938964844,491.0,1722945
2024-07-09,490.176025390625,492.04998779296875,509.70001220703125,490.0,500.0,902514
2024-07-10,495.3562316894531,497.25,503.0,482.8500061035156,493.6000061035156,639727
2024-07-11,493.6129150390625,495.5,503.29998779296875,488.79998779296875,488.79998779296875,498831
2024-07-12,500.68585205078125,502.6000061035156,506.0,493.0,495.5,1025197
2024-07-15,500.58624267578125,502.5,509.45001220703125,493.75,507.0,482622
2024-07-16,496.5018615722656,498.3999938964844,509.0,496.3500061035156,503.8999938964844,423712
2024-07-18,503.2759704589844,505.20001220703125,507.20001220703125,495.8500061035156,498.04998779296875,651863
2024-07-19,498.0865173339844,499.1000061035156,509.8999938964844,495.70001220703125,509.20001220703125,704260
2024-07-22,516.5489501953125,517.5999755859375,522.5,487.3500061035156,495.95001220703125,1933670
2024-07-23,516.6487426757812,517.7000122070312,523.5,488.54998779296875,517.9000244140625,847996
2024-07-24,498.8848876953125,499.8999938964844,515.9500122070312,498.04998779296875,510.0,353061
2024-07-25,496.9388732910156,497.95001220703125,508.75,495.0,499.8999938964844,309181
2024-07-26,503.4256591796875,504.45001220703125,516.0,499.04998779296875,499.5,499144
2024-07-29,532.6661376953125,533.75,540.4500122070312,518.0499877929688,534.1500244140625,2895425
2024-07-30,517.1477661132812,518.2000122070312,535.5,516.4500122070312,533.75,442634
2024-07-31,517.6965942382812,518.75,546.9000244140625,516.6500244140625,520.0,1947359
2024-08-01,512.6069946289062,513.6500244140625,525.5999755859375,508.75,520.75,468895
2024-08-02,509.6130676269531,510.6499938964844,517.1500244140625,506.75,509.0,910323
2024-08-05,492.447998046875,493.45001220703125,512.2999877929688,488.8500061035156,504.95001220703125,791932
2024-08-06,491.79931640625,492.79998779296875,514.0,490.8999938964844,495.3500061035156,593923
2024-08-07,503.97454833984375,505.0,510.29998779296875,491.1000061035156,497.5,1916583
2024-08-08,508.91448974609375,509.95001220703125,520.5,504.45001220703125,505.0,517098
2024-08-09,515.3514404296875,516.4000244140625,527.4000244140625,512.0999755859375,512.0999755859375,584246
2024-08-12,536.0592651367188,537.1500244140625,539.0,508.3500061035156,516.4000244140625,1072956
2024-08-13,525.5306396484375,526.5999755859375,545.9500122070312,524.0,539.6500244140625,782397
2024-08-14,535.310791015625,536.4000244140625,548.9500122070312,524.25,531.8499755859375,1135044
2024-08-16,537.2567749023438,538.3499755859375,546.0999755859375,524.7000122070312,538.0,597140
2024-08-19,529.0235595703125,530.0999755859375,541.9000244140625,528.2999877929688,539.0,212047
2024-08-20,535.6600952148438,536.75,543.0,530.7000122070312,533.6500244140625,302629
2024-08-21,542.6458740234375,543.75,548.0,535.6500244140625,538.7999877929688,427013
2024-08-22,541.14892578125,542.25,567.3499755859375,540.0999755859375,548.9000244140625,1992118
2024-08-23,531.3688354492188,532.4500122070312,543.4500122070312,530.0,542.25,269370
2024-08-26,522.9359741210938,524.0,534.9000244140625,522.2999877929688,532.4500122070312,236119
2024-08-27,528.3250122070312,529.4000244140625,542.2999877929688,525.0499877929688,525.0499877929688,541227
2024-08-28,528.8739013671875,529.9500122070312,546.4500122070312,527.6500244140625,532.0,480407
2024-08-29,523.7343139648438,524.7999877929688,537.2999877929688,522.0499877929688,532.0,366321
2024-08-30,510.3116455078125,511.3500061035156,530.0,507.04998779296875,529.9000244140625,604001
2024-09-02,511.409423828125,512.4500122070312,523.9000244140625,511.1499938964844,513.0,419609
2024-09-03,506.31976318359375,507.3500061035156,519.1500244140625,506.0,513.9000244140625,332546
2024-09-04,518.2953491210938,519.3499755859375,526.5999755859375,501.3500061035156,506.3500061035156,698743
2024-09-05,515.9002685546875,516.9500122070312,528.7999877929688,513.0999755859375,522.3499755859375,442790
2024-09-06,537.1570434570312,538.25,548.2999877929688,519.2000122070312,521.0,2276632
2024-09-09,530.7200927734375,531.7999877929688,539.0,523.0999755859375,538.25,427965
2024-09-10,607.6136474609375,608.8499755859375,628.2999877929688,533.0,533.6500244140625,9638799
2024-09-11,579.8201904296875,581.0,609.8499755859375,576.6500244140625,604.0,2629564
2024-09-12,590.398681640625,591.5999755859375,596.5999755859375,571.0,583.7000122070312,1345083
2024-09-13,590.5982666015625,591.7999877929688,602.0999755859375,580.2999877929688,593.0,919031
2024-09-16,591.1471557617188,592.3499755859375,600.0,581.0999755859375,593.4500122070312,420905
2024-09-17,612.2542114257812,613.5,628.0,581.2000122070312,593.1500244140625,3134732
2024-09-18,599.8294677734375,601.0499877929688,615.5999755859375,594.0499877929688,614.9000244140625,482497
2024-09-19,585.3090209960938,586.5,606.0,572.8499755859375,604.0,581323
2024-09-20,557.76513671875,558.9000244140625,591.7000122070312,554.2000122070312,586.5,1555427
2024-09-23,565.5492553710938,566.7000122070312,573.7000122070312,553.4500122070312,563.0,957335
2024-09-24,562.4555053710938,563.5999755859375,574.9000244140625,559.0,572.2000122070312,761250
2024-09-25,553.6734008789062,554.7999877929688,569.9000244140625,553.0,563.5,276483
2024-09-26,547.5359497070312,548.6500244140625,557.0499877929688,545.2000122070312,556.4000244140625,232938
2024-09-27,558.962646484375,560.0999755859375,568.5,546.0999755859375,548.6500244140625,1251155
2024-09-30,555.6693725585938,556.7999877929688,562.7999877929688,550.0499877929688,553.25,217552
2024-10-01,564.55126953125,565.7000122070312,577.25,557.0,557.9000244140625,728278
2024-10-03,547.38623046875,548.5,564.7999877929688,543.9500122070312,560.0,315162
2024-10-04,549.4320068359375,550.5499877929688,562.7000122070312,539.4000244140625,555.0,379573
2024-10-07,520.5907592773438,521.6500244140625,554.2999877929688,518.9000244140625,552.0,309646
2024-10-08,546.9371337890625,548.0499877929688,552.4500122070312,518.0,518.0,492586
2024-10-09,538.4044799804688,539.5,552.9000244140625,537.5,552.9000244140625,233372
2024-10-10,542.9951171875,544.0999755859375,552.5999755859375,539.5999755859375,542.0499877929688,209583
2024-10-11,543.9931030273438,545.0999755859375,550.0,541.0999755859375,548.0,148593
2024-10-14,538.4044799804688,539.5,547.9500122070312,536.4500122070312,546.0,153678
2024-10-15,551.9768676757812,553.0999755859375,559.7000122070312,540.1500244140625,540.1500244140625,681993
2024-10-16,570.1897583007812,571.3499755859375,573.3499755859375,550.5999755859375,553.0999755859375,1264453
2024-10-17,565.0003662109375,566.1500244140625,577.9500122070312,561.3499755859375,572.0,562658
2024-10-18,546.88720703125,548.0,563.7000122070312,546.0,562.0,376246
2024-10-21,526.2791137695312,527.3499755859375,553.0,524.0,552.0,329953
2024-10-22,501.2301330566406,502.25,528.9500122070312,500.0,527.2000122070312,341232
2024-10-23,516.598876953125,517.6500244140625,524.7000122070312,492.1000061035156,500.0,389766
2024-10-24,514.90234375,515.9500122070312,524.75,510.3500061035156,524.5,268614
2024-10-25,493.495849609375,494.5,520.75,490.3500061035156,517.3499755859375,400819
2024-10-28,513.35546875,514.4000244140625,539.4500122070312,492.45001220703125,499.8999938964844,944706
2024-10-29,551.9768676757812,553.0999755859375,564.25,519.9000244140625,519.9000244140625,3115341
2024-10-30,564.4015502929688,565.5499877929688,567.9000244140625,548.3499755859375,551.5,824380
2024-10-31,572.1358642578125,573.2999877929688,581.0,556.9000244140625,564.75,1048673
2024-11-01,569.4412841796875,570.5999755859375,578.9000244140625,566.0499877929688,578.9000244140625,79609
2024-11-04,559.5115356445312,560.6500244140625,575.2999877929688,556.2000122070312,570.5499877929688,335115
2024-11-05,565.6989135742188,566.8499755859375,571.8499755859375,558.0499877929688,563.6500244140625,420531
2024-11-06,563.0543212890625,564.2000122070312,573.4500122070312,561.2999877929688,570.6500244140625,405788
2024-11-07,563.2039794921875,564.3499755859375,593.0,560.2999877929688,564.0,1559849
2024-11-08,546.7874755859375,547.9000244140625,566.4500122070312,545.0999755859375,565.7999877929688,460353
2024-11-11,534.1630859375,535.25,550.6500244140625,531.2000122070312,549.0,352597
2024-11-12,527.4766845703125,528.5499877929688,546.6500244140625,527.0499877929688,536.4000244140625,346257
2024-11-13,509.7128601074219,510.75,527.7000122070312,508.1499938964844,525.9500122070312,264341
2024-11-14,519.84228515625,520.9000244140625,530.0,503.0,503.0,380765
2024-11-18,515.2515869140625,516.2999877929688,528.4000244140625,510.54998779296875,527.4000244140625,275414
2024-11-19,517.2474975585938,518.2999877929688,529.7999877929688,515.0,516.9500122070312,344037
2024-11-21,508.5652160644531,509.6000061035156,520.0,508.04998779296875,520.0,241896
2024-11-22,513.754638671875,514.7999877929688,517.7000122070312,510.25,512.0,151255
2024-11-25,555.7691650390625,556.9000244140625,560.0,522.0,522.0,1466278
2024-11-26,542.1468505859375,543.25,560.9000244140625,540.8499755859375,560.9000244140625,315432
2024-11-27,540.4503173828125,541.5499877929688,550.0499877929688,535.4000244140625,544.0,316321
2024-11-28,533.5643310546875,534.6500244140625,549.9000244140625,533.0,543.5,357177
2024-11-29,550.5298461914062,551.6500244140625,554.4000244140625,531.6500244140625,536.7000122070312,561871
2024-12-02,541.8474731445312,542.9500122070312,557.4500122070312,541.0,555.9500122070312,319403
2024-12-03,542.74560546875,543.8499755859375,557.7000122070312,541.0,544.8499755859375,395809
2024-12-04,542.9452514648438,544.0499877929688,551.9500122070312,542.0,546.2999877929688,251642
2024-12-05,556.1683349609375,557.2999877929688,560.0,544.0499877929688,546.75,554750
2024-12-06,548.034912109375,549.1500244140625,572.0999755859375,546.0499877929688,560.0,585843
2024-12-09,543.9431762695312,545.0499877929688,554.6500244140625,542.1500244140625,552.4500122070312,229937
2024-12-10,544.5919189453125,545.7000122070312,548.9500122070312,537.5499877929688,545.0,343733
2024-12-11,533.1651611328125,534.25,548.3499755859375,533.0,545.7000122070312,279735
2024-12-12,527.92578125,529.0,537.75,526.0499877929688,534.25,167139
2024-12-13,524.6824340820312,525.75,529.9000244140625,516.0,522.6500244140625,280076
2024-12-16,531.2689819335938,532.3499755859375,536.7000122070312,524.0,525.7000122070312,232371
2024-12-17,533.264892578125,534.3499755859375,543.0,528.7000122070312,534.1500244140625,274109
2024-12-18,531.6182861328125,532.7000122070312,534.3499755859375,525.9500122070312,534.3499755859375,179859
2024-12-19,516.598876953125,517.6500244140625,527.75,516.0,525.25,201901
2024-12-20,524.6325073242188,525.7000122070312,536.0,508.3999938964844,517.5,644244
2024-12-23,510.7108459472656,511.75,531.0,510.1499938964844,530.0,202253
2024-12-24,526.07958984375,527.1500244140625,536.0,508.04998779296875,515.8499755859375,267620
2024-12-26,525.5306396484375,526.5999755859375,531.2999877929688,516.25,529.9000244140625,170979
2024-12-27,517.7465209960938,518.7999877929688,529.5,518.0999755859375,528.7999877929688,82085
2024-12-30,534.662109375,535.75,552.7000122070312,512.0,519.0999755859375,1650745
2024-12-31,531.6182861328125,532.7000122070312,546.4000244140625,526.0,534.5999755859375,363281
2025-01-01,528.7241821289062,529.7999877929688,536.0,526.1500244140625,533.9500122070312,130920
2025-01-02,539.9014282226562,541.0,545.5,526.2999877929688,529.9500122070312,386314
2025-01-03,535.8596801757812,536.9500122070312,544.5499877929688,534.2000122070312,538.4000244140625,176052
2025-01-06,513.9542236328125,515.0,536.9000244140625,512.2000122070312,536.9000244140625,209279
2025-01-07,522.98583984375,524.0499877929688,525.9000244140625,515.7000122070312,516.0,139968
2025-01-08,509.6130676269531,510.6499938964844,525.0,509.29998779296875,524.0499877929688,159338
2025-01-09,497.2382507324219,498.25,527.7999877929688,495.70001220703125,509.0,484955
2025-01-10,475.08331298828125,476.04998779296875,500.79998779296875,475.0,498.8999938964844,662488
2025-01-13,463.45697021484375,464.3999938964844,474.75,457.3999938964844,472.0,793219
2025-01-14,473.0374755859375,474.0,478.0,462.20001220703125,462.20001220703125,328366
2025-01-15,475.98150634765625,476.95001220703125,484.8500061035156,474.79998779296875,481.0,349003
2025-01-16,482.46832275390625,483.45001220703125,486.0,476.6000061035156,478.5,271885
2025-01-17,493.9948425292969,495.0,499.6000061035156,479.75,483.45001220703125,686264
2025-01-20,495.2922058105469,496.29998779296875,498.0,488.0,491.1499938964844,362201
2025-01-21,490.20257568359375,491.20001220703125,503.8999938964844,488.0,496.29998779296875,122836
2025-01-22,477.27886962890625,478.25,493.04998779296875,475.1000061035156,492.6499938964844,317190
2025-01-23,480.9713439941406,481.95001220703125,492.8500061035156,474.70001220703125,475.0,220612
2025-01-24,483.7157897949219,484.70001220703125,501.0,474.70001220703125,482.8999938964844,510001
2025-01-27,504.82281494140625,505.8500061035156,517.6500244140625,459.3500061035156,482.70001220703125,2204026
2025-01-28,496.38995361328125,497.3999938964844,508.6499938964844,485.0,495.0,1229900
2025-01-29,501.77899169921875,502.79998779296875,509.0,492.1000061035156,494.1000061035156,546280
2025-01-30,518.3453369140625,519.4000244140625,530.0,503.5,503.5,2653913
2025-01-31,510.66094970703125,511.70001220703125,526.9000244140625,509.0,522.5499877929688,213184
2025-02-01,509.2637634277344,510.29998779296875,522.9000244140625,506.0,514.25,204119
2025-02-03,516.4491577148438,517.5,522.7999877929688,505.0,506.95001220703125,287279
2025-02-04,523.0357055664062,524.0999755859375,529.0,516.0,520.9500122070312,392047
2025-02-05,522.836181640625,523.9000244140625,530.0,514.5,525.25,290148
2025-02-06,534.3627319335938,535.4500122070312,549.0,523.3499755859375,524.9500122070312,1058918
2025-02-07,532.0174560546875,533.0999755859375,537.5499877929688,523.9500122070312,535.4500122070312,250545
2025-02-10,501.9287109375,502.95001220703125,532.5499877929688,499.95001220703125,528.0,492061
2025-02-11,491.3502197265625,492.3500061035156,505.8999938964844,488.3500061035156,503.79998779296875,196855
2025-02-12,481.8695373535156,482.8500061035156,492.3500061035156,477.0,492.3500061035156,369295
2025-02-13,482.7178039550781,483.70001220703125,496.8500061035156,480.1000061035156,482.0,1390959
2025-02-14,469.9936828613281,470.95001220703125,486.54998779296875,464.04998779296875,484.25,342354
2025-02-17,472.6882019042969,473.6499938964844,477.5,456.04998779296875,472.3500061035156,267510
2025-02-18,475.3827209472656,476.3500061035156,480.0,465.1000061035156,469.8999938964844,158064
2025-02-19,483.8155517578125,484.79998779296875,493.0,471.29998779296875,476.3500061035156,276094
2025-02-20,494.4439392089844,495.45001220703125,500.0,486.6000061035156,489.0,339954
2025-02-21,494.49383544921875,495.5,504.6499938964844,490.3500061035156,495.45001220703125,198389
2025-02-24,482.5680847167969,483.54998779296875,494.0,481.29998779296875,490.25,381651
2025-02-25,473.5364685058594,474.5,488.8999938964844,472.0,478.20001220703125,120181
2025-02-27,473.63629150390625,474.6000061035156,482.75,470.1499938964844,472.25,278137
2025-02-28,459.6647033691406,460.6000061035156,474.0,452.79998779296875,467.5,698263
2025-03-03,461.76043701171875,462.70001220703125,466.95001220703125,446.20001220703125,457.0,380724
2025-03-04,471.04156494140625,472.0,473.45001220703125,453.70001220703125,455.0,264972
2025-03-05,479.2748107910156,480.25,482.8999938964844,461.8500061035156,471.6000061035156,378910
2025-03-06,499.1343688964844,500.1499938964844,504.8999938964844,480.5,480.5,476828
2025-03-07,490.901123046875,491.8999938964844,504.6000061035156,489.1499938964844,504.6000061035156,147734
2025-03-10,490.80133056640625,491.79998779296875,497.0,487.45001220703125,494.70001220703125,183038
2025-03-11,492.447998046875,493.45001220703125,497.20001220703125,469.75,484.79998779296875,122046
2025-03-12,492.29827880859375,493.29998779296875,496.5,484.5,490.1000061035156,146380
2025-03-13,485.3624267578125,486.3500061035156,492.0,482.54998779296875,491.1000061035156,254307
2025-03-17,487.6577453613281,488.6499938964844,490.0,475.70001220703125,482.5,197300
2025-03-18,487.6577453613281,488.6499938964844,488.6499938964844,488.6499938964844,488.6499938964844,0
2025-03-19,509.16400146484375,510.20001220703125,513.2000122070312,490.0,490.0,267784
2025-03-20,523.3351440429688,524.4000244140625,527.5499877929688,510.20001220703125,512.7000122070312,355522
2025-03-21,533.9635009765625,535.0499877929688,537.9000244140625,517.5,524.4000244140625,359984
2025-03-24,534.2130126953125,535.2999877929688,543.25,529.0999755859375,529.25,250721
2025-03-25,525.5806274414062,526.6500244140625,540.0,520.2999877929688,536.0,350408
2025-03-26,533.0154418945312,534.0999755859375,537.0,522.2999877929688,527.0,151728
2025-03-27,529.2730712890625,530.3499755859375,535.0,526.9000244140625,533.0499877929688,170599
2025-03-28,558.2141723632812,559.3499755859375,568.9500122070312,528.4500122070312,530.0,1273067
2025-04-01,551.6275634765625,552.75,578.1500244140625,549.1500244140625,550.0499877929688,955840
2025-04-02,569.890380859375,571.0499877929688,575.7999877929688,548.3499755859375,553.7000122070312,727416
2025-04-03,571.7366943359375,572.9000244140625,579.4500122070312,560.0499877929688,565.0,381275
2025-04-04,559.0125732421875,560.1500244140625,577.7999877929688,550.5499877929688,573.9500122070312,389557
2025-04-07,537.1071166992188,538.2000122070312,542.4000244140625,502.0,502.0,310637
2025-04-08,558.6133422851562,559.75,567.75,545.0999755859375,545.0999755859375,434463
2025-04-09,557.4656982421875,558.5999755859375,570.4000244140625,554.75,563.4000244140625,312756
2025-04-11,564.1021728515625,565.25,574.0,549.0499877929688,570.0,389230
2025-04-15,554.1224975585938,555.25,576.8499755859375,550.25,576.8499755859375,698173
2025-04-16,555.6693725585938,556.7999877929688,562.1500244140625,548.75,555.0,389637
2025-04-17,551.7273559570312,552.8499755859375,565.9000244140625,550.5499877929688,560.0,251739
2025-04-21,551.8272094726562,552.9500122070312,561.7999877929688,551.0,552.8499755859375,237459
2025-04-22,553.3241577148438,554.4500122070312,572.0,549.2000122070312,555.5,838543
