date_,adj close_irb.ns,close_irb.ns,high_irb.ns,low_irb.ns,open_irb.ns,volume_irb.ns
2024-01-16,45.770599365234375,46.29999923706055,47.650001525878906,45.20000076293945,46.849998474121094,26567865
2024-01-17,44.97975158691406,45.5,46.04999923706055,44.849998474121094,45.75,22197819
2024-01-18,46.363746643066406,46.900001525878906,47.349998474121094,45.0,45.54999923706055,45405014
2024-01-19,46.70973587036133,47.25,48.25,46.650001525878906,47.349998474121094,36216844
2024-01-23,47.35231018066406,47.900001525878906,51.45000076293945,47.400001525878906,50.0,64100446
2024-01-24,48.58802032470703,49.150001525878906,49.70000076293945,47.599998474121094,48.04999923706055,29902836
2024-01-25,50.12029266357422,50.70000076293945,51.0,49.29999923706055,49.599998474121094,31690503
2024-01-29,59.2645263671875,59.95000076293945,60.79999923706055,52.20000076293945,52.29999923706055,193249563
2024-01-30,67.22248077392578,68.0,69.0,60.349998474121094,63.20000076293945,272853553
2024-01-31,65.34420776367188,66.0999984741211,69.1500015258789,64.0999984741211,68.6500015258789,63999206
2024-02-01,64.35564422607422,65.0999984741211,69.5999984741211,64.4000015258789,68.80000305175781,60845497
2024-02-02,65.98677062988281,66.75,69.0,66.19999694824219,66.44999694824219,38530998
2024-02-05,69.2490463256836,70.05000305175781,72.0,67.30000305175781,67.5,62417172
2024-02-06,69.2490463256836,70.05000305175781,71.69999694824219,67.30000305175781,71.0,27312713
2024-02-07,68.11219787597656,68.9000015258789,70.94999694824219,68.0,70.69999694824219,19014537
2024-02-08,69.15169525146484,69.8499984741211,70.80000305175781,68.5999984741211,70.0,21906789
2024-02-09,67.76568603515625,68.44999694824219,70.0,64.0999984741211,70.0,28112918
2024-02-12,60.984169006347656,61.599998474121094,69.19999694824219,61.599998474121094,68.44999694824219,27204198
2024-02-13,59.994171142578125,60.599998474121094,61.70000076293945,55.900001525878906,60.45000076293945,25839432
2024-02-14,65.98369598388672,66.6500015258789,66.6500015258789,58.54999923706055,59.75,27709690
2024-02-15,65.38969421386719,66.05000305175781,68.3499984741211,64.3499984741211,67.4000015258789,21938423
2024-02-16,66.42918395996094,67.0999984741211,68.0999984741211,65.80000305175781,66.55000305175781,14907399
2024-02-19,65.83518981933594,66.5,67.94999694824219,66.30000305175781,67.5,7905253
2024-02-20,65.19168853759766,65.8499984741211,66.75,65.19999694824219,66.69999694824219,6145605
2024-02-21,64.94418334960938,65.5999984741211,67.9000015258789,65.0,66.0999984741211,12325814
2024-02-22,66.47868347167969,67.1500015258789,67.5,63.45000076293945,66.0999984741211,14367255
2024-02-23,65.88468170166016,66.55000305175781,67.75,66.30000305175781,67.5,12155205
2024-02-26,66.42918395996094,67.0999984741211,69.30000305175781,65.94999694824219,66.8499984741211,23600950
2024-02-27,65.48868560791016,66.1500015258789,68.1500015258789,65.69999694824219,67.30000305175781,16748936
2024-02-28,63.21167755126953,63.849998474121094,66.5,62.75,66.5,15401272
2024-02-29,62.2216796875,62.849998474121094,64.0,62.099998474121094,63.0,17545354
2024-03-01,63.26118469238281,63.900001525878906,65.75,63.5,63.5,11785960
2024-03-04,62.023677825927734,62.650001525878906,64.9000015258789,62.5,64.80000305175781,10189006
2024-03-05,61.38016891479492,62.0,63.099998474121094,61.70000076293945,62.650001525878906,7518960
2024-03-06,60.142669677734375,60.75,61.95000076293945,59.04999923706055,61.900001525878906,14619538
2024-03-07,60.687171936035156,61.29999923706055,63.79999923706055,61.099998474121094,63.099998474121094,12180543
2024-03-11,58.60816955566406,59.20000076293945,61.599998474121094,58.849998474121094,61.5,10811086
2024-03-12,55.98466110229492,56.54999923706055,59.599998474121094,55.650001525878906,59.29999923706055,18801756
2024-03-13,50.440643310546875,50.95000076293945,58.150001525878906,50.900001525878906,56.54999923706055,32853939
2024-03-14,55.44015121459961,56.0,56.0,49.400001525878906,50.0,22659199
2024-03-15,56.7271614074707,57.29999923706055,60.20000076293945,55.0,56.0,36564735
2024-03-18,54.54915237426758,55.099998474121094,57.900001525878906,54.400001525878906,57.70000076293945,18875893
2024-03-19,53.55915069580078,54.099998474121094,56.0,53.849998474121094,55.400001525878906,11004826
2024-03-20,53.41065216064453,53.95000076293945,55.5,53.150001525878906,54.5,11503320
2024-03-21,58.31116485595703,58.900001525878906,59.29999923706055,54.849998474121094,54.900001525878906,41411701
2024-03-22,58.80616760253906,59.400001525878906,60.20000076293945,58.45000076293945,59.849998474121094,21976043
2024-03-26,57.7171630859375,58.29999923706055,59.900001525878906,57.79999923706055,59.599998474121094,9747610
2024-03-27,58.31116485595703,58.900001525878906,59.95000076293945,58.400001525878906,58.54999923706055,17913769
2024-03-28,57.964664459228516,58.54999923706055,60.0,58.099998474121094,59.45000076293945,10126639
2024-04-01,60.687171936035156,61.29999923706055,61.95000076293945,58.70000076293945,58.79999923706055,23178098
2024-04-02,63.11267852783203,63.75,64.9000015258789,60.849998474121094,61.5,27692371
2024-04-03,62.86518096923828,63.5,64.4000015258789,62.900001525878906,64.0,14624101
2024-04-04,62.518672943115234,63.150001525878906,65.30000305175781,62.5,64.0,15416408
2024-04-05,66.52818298339844,67.19999694824219,67.9000015258789,63.0,63.25,61806407
2024-04-08,69.3001937866211,70.0,73.0999984741211,67.6500015258789,67.80000305175781,97754754
2024-04-09,69.6961898803711,70.4000015258789,72.0,69.0999984741211,70.75,41770958
2024-04-10,68.65669250488281,69.3499984741211,70.0999984741211,66.8499984741211,70.0999984741211,31257424
2024-04-12,67.36968994140625,68.05000305175781,70.25,67.6500015258789,69.3499984741211,21734964
2024-04-15,64.8451919555664,65.5,67.5,63.04999923706055,64.9000015258789,33350965
2024-04-16,65.19168853759766,65.8499984741211,67.5,64.55000305175781,64.5999984741211,22049532
2024-04-18,64.6471939086914,65.30000305175781,67.55000305175781,65.0,67.1500015258789,16692921
2024-04-19,65.48868560791016,66.1500015258789,67.0,63.400001525878906,63.75,25533696
2024-04-22,66.37969207763672,67.05000305175781,67.55000305175781,66.3499984741211,67.05000305175781,12180791
2024-04-23,67.66669464111328,68.3499984741211,69.5,67.25,67.5,18131130
2024-04-24,66.92418670654297,67.5999984741211,68.9000015258789,67.30000305175781,68.9000015258789,10009891
2024-04-25,67.12220001220703,67.80000305175781,69.3499984741211,67.25,67.5,15248650
2024-04-26,68.11219787597656,68.80000305175781,70.4000015258789,67.5999984741211,68.25,31097107
