date_,adj close_shriramfin.ns,close_shriramfin.ns,high_shriramfin.ns,low_shriramfin.ns,open_shriramfin.ns,volume_shriramfin.ns
2024-02-19,474.765625,487.9800109863281,492.3900146484375,483.30999755859375,489.8800048828125,3451410
2024-02-20,470.2414855957031,483.3299865722656,488.9700012207031,479.05999755859375,487.9800109863281,4396705
2024-02-21,458.4302673339844,471.19000244140625,483.010009765625,469.010009765625,482.760009765625,3665875
2024-02-22,466.06768798828125,479.0400085449219,479.94000244140625,466.6099853515625,471.82000732421875,2571220
2024-02-23,475.84552001953125,489.0899963378906,491.3999938964844,477.6199951171875,479.70001220703125,5723325
2024-02-26,483.5705261230469,497.0299987792969,507.0,489.5899963378906,489.9800109863281,5989015
2024-02-27,461.6311950683594,474.4800109863281,501.8699951171875,451.3999938964844,495.0,20513770
2024-02-28,457.0390319824219,469.760009765625,487.5899963378906,461.5799865722656,478.3999938964844,11119410
2024-02-29,474.51263427734375,487.7200012207031,491.0199890136719,470.2300109863281,479.79998779296875,20232355
2024-03-01,476.8184509277344,490.0899963378906,494.7699890136719,487.0,493.8999938964844,5500370
2024-03-04,476.0498352050781,489.29998779296875,493.0,483.79998779296875,492.0,2666695
2024-03-05,473.1310729980469,486.29998779296875,491.1700134277344,482.20001220703125,482.20001220703125,6190170
2024-03-06,462.05926513671875,474.9200134277344,490.6000061035156,469.7799987792969,488.79998779296875,6744720
2024-03-07,476.643310546875,489.9100036621094,491.0799865722656,474.9200134277344,474.9200134277344,5963990
2024-03-11,482.7533264160156,496.19000244140625,499.9800109863281,484.1300048828125,489.20001220703125,11377355
2024-03-12,471.23388671875,484.3500061035156,496.79998779296875,482.0400085449219,496.79998779296875,7206710
2024-03-13,451.7073974609375,464.2799987792969,487.94000244140625,460.0199890136719,486.9800109863281,8118855
2024-03-14,445.8892822265625,458.29998779296875,465.5899963378906,453.2300109863281,463.0,10111785
2024-03-15,441.08306884765625,453.3599853515625,463.0,450.20001220703125,458.79998779296875,7257360
2024-03-18,449.28485107421875,461.7900085449219,466.5799865722656,452.95001220703125,453.0,5870405
2024-03-19,445.013671875,457.3999938964844,468.5799865722656,455.510009765625,464.6000061035156,6619825
2024-03-20,450.3063659667969,462.8399963378906,465.5799865722656,456.0,458.0,4526425
2024-03-21,449.644775390625,462.1600036621094,470.989990234375,458.0,464.5400085449219,8698620
2024-03-22,453.5169982910156,466.1400146484375,471.739990234375,461.0299987792969,467.79998779296875,6367775
2024-03-26,461.6603698730469,474.510009765625,477.8800048828125,455.989990234375,456.20001220703125,10693585
2024-03-27,464.34564208984375,477.2699890136719,486.0,469.0,482.0,77232200
2024-03-28,459.17938232421875,471.9599914550781,478.9100036621094,467.6499938964844,474.80999755859375,11625440
2024-04-01,473.17974853515625,486.3500061035156,487.3999938964844,473.2099914550781,474.20001220703125,4228910
2024-04-02,479.8345031738281,493.19000244140625,494.260009765625,485.989990234375,486.0,4433110
2024-04-03,497.4443664550781,511.2900085449219,513.3599853515625,491.760009765625,495.3999938964844,11588495
2024-04-04,486.3238525390625,499.8599853515625,514.989990234375,497.20001220703125,514.989990234375,7019985
2024-04-05,490.1280212402344,503.7699890136719,506.3999938964844,499.6199951171875,502.1099853515625,3253480
2024-04-08,499.92535400390625,513.8400268554688,516.0599975585938,505.3999938964844,508.5899963378906,3678905
2024-04-09,496.26708984375,510.0799865722656,521.1300048828125,504.6199951171875,518.0,4766875
2024-04-10,491.91815185546875,505.6099853515625,513.25,503.8999938964844,511.989990234375,3504425
2024-04-12,483.6580810546875,497.1199951171875,503.989990234375,495.7799987792969,503.989990234375,4144555
2024-04-15,469.852294921875,482.92999267578125,498.6000061035156,481.6099853515625,498.6000061035156,4750690
2024-04-16,467.1476135253906,480.1499938964844,484.79998779296875,473.6700134277344,480.0,4033025
2024-04-18,461.4462890625,474.2900085449219,488.45001220703125,472.2200012207031,483.9800109863281,6791185
2024-04-19,460.4928283691406,473.30999755859375,475.7300109863281,465.0199890136719,469.9700012207031,4797160
2024-04-22,471.7981872558594,484.92999267578125,486.4599914550781,474.79998779296875,478.0,3489700
2024-04-23,472.2457275390625,485.3900146484375,491.2799987792969,483.4200134277344,488.3900146484375,2892585
2024-04-24,478.8810119628906,492.2099914550781,496.3399963378906,483.6000061035156,485.3999938964844,8459300
2024-04-25,484.87420654296875,498.3699951171875,500.8599853515625,484.45001220703125,491.79998779296875,14587660
2024-04-26,486.1876525878906,499.7200012207031,507.3900146484375,467.3999938964844,502.5,20810260
2024-04-29,484.9423522949219,498.44000244140625,515.3900146484375,486.04998779296875,513.989990234375,11904615
2024-04-30,496.5201110839844,510.3399963378906,515.760009765625,496.79998779296875,498.6000061035156,13426225
2024-05-02,502.4354553222656,516.4199829101562,519.7999877929688,507.0,509.30999755859375,9243475
2024-05-03,503.6905517578125,517.7100219726562,531.5999755859375,515.030029296875,520.0,7622145
2024-05-06,495.7125549316406,509.510009765625,521.7899780273438,499.7699890136719,520.0,4326785
2024-05-07,483.6969909667969,497.1600036621094,513.0,488.3299865722656,509.510009765625,7825870
2024-05-08,476.3417053222656,489.6000061035156,499.6000061035156,486.54998779296875,496.70001220703125,7324775
2024-05-09,459.3934326171875,472.17999267578125,494.8299865722656,470.8399963378906,489.6000061035156,4104015
2024-05-10,456.1730651855469,468.8699951171875,481.3399963378906,466.2200012207031,474.79998779296875,10984650
2024-05-13,447.8935241699219,460.3599853515625,470.92999267578125,455.75,469.0,8390345
2024-05-14,453.4488830566406,466.07000732421875,483.57000732421875,463.3599853515625,469.0,12376035
2024-05-15,451.4349670410156,464.0,468.3999938964844,460.6099853515625,467.6000061035156,4269680
2024-05-16,455.07366943359375,467.739990234375,469.1600036621094,453.0,467.3999938964844,12445545
2024-05-17,461.4754943847656,474.32000732421875,477.3299865722656,464.20001220703125,468.79998779296875,4729135
2024-05-21,461.7965393066406,474.6499938964844,477.8999938964844,469.7300109863281,474.0,3935580
2024-05-22,454.69427490234375,467.3500061035156,475.9700012207031,466.4200134277344,474.6499938964844,3465540
2024-05-23,467.0892333984375,480.0899963378906,481.94000244140625,465.70001220703125,469.20001220703125,5512760
2024-05-24,466.5152282714844,479.5,485.7900085449219,472.5400085449219,479.9700012207031,4877325
2024-05-27,463.1099853515625,476.0,484.70001220703125,475.20001220703125,482.0,3398210
2024-05-28,465.7757873535156,478.739990234375,486.6000061035156,475.0,478.0,6493910
2024-05-29,462.0689697265625,474.92999267578125,479.5299987792969,471.6000061035156,475.010009765625,2197930
2024-05-30,448.0686340332031,460.5400085449219,476.0,458.3999938964844,473.20001220703125,6688165
2024-05-31,458.060546875,470.80999755859375,477.4700012207031,462.7300109863281,463.7799987792969,12916455
2024-06-03,488.24053955078125,501.8299865722656,509.3900146484375,485.04998779296875,490.0,15161795
2024-06-04,439.89617919921875,452.1400146484375,508.0,438.6000061035156,508.0,17788625
2024-06-05,464.55963134765625,477.489990234375,479.5799865722656,446.0,448.3800048828125,7114095
2024-06-06,481.5565490722656,494.9599914550781,507.0,480.010009765625,486.0,10501485
2024-06-07,486.06121826171875,499.5899963378906,501.3900146484375,492.010009765625,495.8699951171875,3706890
2024-06-10,490.1766357421875,503.82000732421875,510.5,497.0400085449219,502.0,4849020
2024-06-11,492.88140869140625,506.6000061035156,510.4100036621094,498.0,502.989990234375,4681350
2024-06-12,499.487548828125,513.3900146484375,516.6900024414062,506.1099853515625,506.95001220703125,3510365
2024-06-13,522.3219604492188,536.8599853515625,539.530029296875,516.219970703125,518.4000244140625,10022455
2024-06-14,531.6328125,546.4299926757812,549.4000244140625,539.010009765625,542.4000244140625,15318425
2024-06-18,550.6241455078125,565.9500122070312,568.22998046875,546.469970703125,549.7899780273438,12393205
2024-06-19,543.1327514648438,558.25,566.2000122070312,552.0,565.9600219726562,9175135
2024-06-20,545.8471069335938,561.0399780273438,570.9000244140625,552.9500122070312,560.9099731445312,6948810
2024-06-21,549.048095703125,564.3300170898438,568.4000244140625,559.0,562.0,9672340
2024-06-24,560.83984375,576.4500122070312,578.0,555.969970703125,563.8599853515625,5367855
2024-06-25,581.7769775390625,597.969970703125,600.0,572.3300170898438,576.6500244140625,15844875
2024-06-26,581.6213989257812,597.8099975585938,611.8900146484375,591.719970703125,597.1599731445312,9032225
2024-06-27,574.2271728515625,590.2100219726562,599.3300170898438,584.7899780273438,597.4099731445312,12298175
2024-06-28,566.5314331054688,582.2999877929688,593.8599853515625,580.0,590.2100219726562,6005455
2024-07-01,569.0123291015625,584.8499755859375,588.4000244140625,580.4099731445312,580.4099731445312,6673330
2024-07-02,549.680419921875,564.97998046875,588.0,563.1300048828125,585.4000244140625,12638725
2024-07-03,554.652099609375,570.0900268554688,577.0,561.1099853515625,568.0,7945600
2024-07-04,551.4025268554688,566.75,573.5999755859375,564.0,573.5900268554688,3958315
2024-07-05,557.648681640625,573.1699829101562,574.4500122070312,562.8599853515625,567.0,6163345
2024-07-08,546.4114379882812,561.6199951171875,571.2000122070312,559.219970703125,571.2000122070312,4065755
2024-07-09,543.2786254882812,558.4000244140625,562.7899780273438,555.030029296875,561.780029296875,6359760
2024-07-10,537.4605102539062,552.4199829101562,560.9299926757812,541.0,558.7899780273438,8300735
2024-07-11,532.9656372070312,547.7999877929688,557.0900268554688,542.8300170898438,552.4199829101562,5689115
2024-07-12,543.7456665039062,558.8800048828125,572.0,550.0,550.0,9030805
2024-07-15,560.8495483398438,576.4600219726562,577.7999877929688,561.4400024414062,562.5999755859375,7400215
2024-07-16,547.462158203125,562.7000122070312,580.0,560.4000244140625,577.3800048828125,4907090
2024-07-18,557.9307861328125,573.4600219726562,574.7899780273438,555.4000244140625,555.4000244140625,4119020
2024-07-19,546.946533203125,562.1699829101562,575.1699829101562,557.8699951171875,572.0,3677715
2024-07-22,550.1668090820312,565.47998046875,569.5900268554688,552.8099975585938,559.97998046875,2717785
2024-07-23,535.847412109375,547.8400268554688,565.4000244140625,532.6799926757812,565.4000244140625,12227465
2024-07-24,532.9227905273438,544.8499755859375,552.0,533.0599975585938,547.7999877929688,5130575
2024-07-25,524.0709228515625,535.7999877929688,542.0,527.0999755859375,539.9000244140625,10445410
2024-07-26,572.1939086914062,585.0,608.7999877929688,538.0,541.1599731445312,32196680
2024-07-29,575.715087890625,588.5999755859375,607.1500244140625,581.0,594.0,12753435
2024-07-30,569.6605834960938,582.4099731445312,596.280029296875,578.4000244140625,588.5999755859375,9486875
2024-07-31,573.5535278320312,586.3900146484375,589.4099731445312,583.2100219726562,586.780029296875,4655790
2024-08-01,584.7625732421875,597.8499755859375,599.7999877929688,583.989990234375,586.5800170898438,8859720
2024-08-02,585.3201293945312,598.4199829101562,604.5800170898438,584.0,589.0,8905205
2024-08-05,565.6307373046875,578.2899780273438,588.3699951171875,561.6199951171875,575.2000122070312,9480440
2024-08-06,554.9400634765625,567.3599853515625,588.0900268554688,565.0,584.030029296875,5917390
2024-08-07,572.2037353515625,585.010009765625,586.4199829101562,574.1099853515625,578.02001953125,3986695
2024-08-08,561.8651123046875,574.4400024414062,584.0,571.719970703125,584.0,4434050
2024-08-09,578.6690063476562,591.6199951171875,594.6699829101562,576.02001953125,582.0,4568775
2024-08-12,582.1901245117188,595.219970703125,603.0,585.52001953125,589.989990234375,5709795
2024-08-13,565.611328125,578.27001953125,599.0900268554688,572.0999755859375,596.0,7249815
2024-08-14,566.3449096679688,579.02001953125,583.3200073242188,572.7999877929688,580.2000122070312,3626125
2024-08-16,583.2465209960938,596.2999877929688,598.3800048828125,580.4099731445312,582.5999755859375,4976095
2024-08-19,601.654541015625,615.1199951171875,617.0,602.6099853515625,605.5999755859375,9092170
2024-08-20,618.1356811523438,631.969970703125,635.4000244140625,610.4600219726562,623.5999755859375,12149555
2024-08-21,617.9793090820312,631.8099975585938,638.0,623.3699951171875,627.989990234375,5227030
2024-08-22,614.9568481445312,628.719970703125,633.3900146484375,624.6599731445312,633.0,4610695
2024-08-23,611.6215209960938,625.3099975585938,632.4600219726562,623.5399780273438,632.0,2466965
2024-08-26,618.5856323242188,632.4299926757812,635.9500122070312,622.2000122070312,628.0,3366050
2024-08-27,631.7509765625,645.8900146484375,653.780029296875,623.2000122070312,630.780029296875,9915805
2024-08-28,626.3518676757812,640.3699951171875,649.5999755859375,638.3499755859375,645.0,3352220
2024-08-29,626.0877685546875,640.0999755859375,652.4000244140625,634.9099731445312,639.7999877929688,5976425
2024-08-30,626.8703002929688,640.9000244140625,644.8800048828125,635.4000244140625,640.1500244140625,11026125
2024-09-02,630.9293823242188,645.0499877929688,651.6799926757812,642.8099975585938,643.989990234375,3165735
2024-09-03,639.9964599609375,654.3200073242188,656.6099853515625,638.010009765625,642.2000122070312,7181415
2024-09-04,634.5874633789062,648.7899780273438,656.3900146484375,645.2000122070312,647.4099731445312,3467420
2024-09-05,634.8907470703125,649.0999755859375,658.7999877929688,645.8300170898438,649.3900146484375,3368300
2024-09-06,632.9638671875,647.1300048828125,653.3900146484375,644.0399780273438,650.780029296875,3058060
2024-09-09,648.6233520507812,663.1400146484375,664.6400146484375,643.219970703125,658.0,8095085
2024-09-10,637.737060546875,652.010009765625,667.5800170898438,646.030029296875,665.5800170898438,6190070
2024-09-11,641.6201171875,655.97998046875,659.5999755859375,650.8200073242188,653.010009765625,2946285
2024-09-12,665.2611083984375,680.1500244140625,682.47998046875,659.1099853515625,660.0,9163615
2024-09-13,658.9033203125,673.6500244140625,685.0,673.0,679.9400024414062,4786700
2024-09-16,668.8212890625,683.7899780273438,687.969970703125,672.52001953125,675.5999755859375,4724820
2024-09-17,669.9265747070312,684.9199829101562,693.3499755859375,681.489990234375,683.0,8030320
2024-09-18,699.2894897460938,714.9400024414062,717.989990234375,688.0,688.9000244140625,10582475
2024-09-19,689.635498046875,705.0700073242188,724.72998046875,700.0,714.3099975585938,6428925
2024-09-20,690.9559936523438,706.4199829101562,717.2000122070312,703.4000244140625,707.7999877929688,6407140
2024-09-23,697.9200439453125,713.5399780273438,722.4000244140625,708.0,710.1900024414062,2935070
2024-09-24,687.8651123046875,703.260009765625,716.2999877929688,700.4000244140625,716.2999877929688,6681865
2024-09-25,689.3812255859375,704.8099975585938,707.9600219726562,691.5999755859375,703.260009765625,3801635
2024-09-26,709.8041381835938,725.6900024414062,727.4000244140625,705.9099731445312,707.4199829101562,5359390
2024-09-27,708.3565063476562,724.2100219726562,730.4500122070312,719.1599731445312,723.5999755859375,4967200
2024-09-30,699.7296142578125,715.3900146484375,728.989990234375,713.5999755859375,722.7899780273438,4405700
2024-10-01,698.4482421875,714.0800170898438,725.5599975585938,711.5599975585938,715.4000244140625,3381135
2024-10-03,666.9727172851562,681.9000244140625,714.97998046875,680.010009765625,714.0,8036680
2024-10-04,652.6531982421875,667.260009765625,682.9000244140625,663.0999755859375,681.4000244140625,8827525
2024-10-07,645.4249267578125,659.8699951171875,682.5999755859375,651.2000122070312,673.9600219726562,5480765
2024-10-08,651.2838134765625,665.8599853515625,674.6099853515625,655.5999755859375,655.5999755859375,9122180
2024-10-09,662.7571411132812,677.5900268554688,696.0,668.0,670.9000244140625,6569580
2024-10-10,652.9172973632812,667.530029296875,683.1900024414062,665.1799926757812,680.0,3740385
2024-10-11,653.6116943359375,668.239990234375,671.5800170898438,661.6099853515625,670.0,1799620
2024-10-14,664.1948852539062,679.0599975585938,686.0,670.75,673.5999755859375,3844085
2024-10-15,665.3392944335938,680.22998046875,687.719970703125,673.719970703125,684.0,5209855
2024-10-16,663.236328125,678.0800170898438,684.4000244140625,673.4199829101562,683.4000244140625,1607350
2024-10-17,637.4533081054688,651.719970703125,677.1900024414062,649.1900024414062,675.7999877929688,8237815
2024-10-18,654.2865600585938,668.9299926757812,674.780029296875,629.1500244140625,637.5499877929688,9380205
2024-10-21,648.15380859375,662.6599731445312,676.7000122070312,654.4000244140625,671.3900146484375,5627980
2024-10-22,636.6513061523438,650.9000244140625,678.2000122070312,648.0,662.6599731445312,19691260
2024-10-23,625.5497436523438,639.5499877929688,652.0999755859375,634.010009765625,640.0,9660305
2024-10-24,634.8125,649.02001953125,653.2000122070312,637.1099853515625,638.0,7501270
2024-10-25,604.9899291992188,618.530029296875,650.8599853515625,605.5999755859375,650.8599853515625,15251890
2024-10-28,637.59033203125,651.8599853515625,668.8300170898438,628.7999877929688,632.7999877929688,21602980
2024-10-29,638.8618774414062,653.1599731445312,657.1300048828125,632.47998046875,648.4199829101562,10906400
2024-10-30,623.2120971679688,637.1599731445312,651.9400024414062,635.3900146484375,643.4099731445312,6964385
2024-10-31,614.0374755859375,627.780029296875,637.0,617.52001953125,637.0,8075010
2024-11-01,616.3946533203125,630.1900024414062,632.7999877929688,628.0,631.7999877929688,286730
2024-11-04,615.7980346679688,629.5800170898438,633.9299926757812,621.7899780273438,631.0800170898438,4842960
2024-11-05,618.6150512695312,632.4600219726562,635.2000122070312,611.0,631.52001953125,7606175
2024-11-06,623.38818359375,637.3400268554688,640.0,627.260009765625,637.4000244140625,4294660
2024-11-07,604.7635498046875,614.030029296875,638.780029296875,611.5999755859375,638.780029296875,5846920
2024-11-08,592.5113525390625,601.5900268554688,617.0,599.4099731445312,617.0,3851745
2024-11-11,590.8369750976562,599.8900146484375,611.4099731445312,591.5599975585938,602.0,4101875
2024-11-12,577.3929443359375,586.239990234375,605.0700073242188,584.530029296875,602.8900146484375,5430660
2024-11-13,562.1564331054688,570.77001953125,586.0999755859375,567.8499755859375,586.0999755859375,6755505
2024-11-14,556.000732421875,564.52001953125,573.4000244140625,556.5999755859375,570.5599975585938,7172685
2024-11-18,561.0335693359375,569.6300048828125,573.3599853515625,560.0,564.52001953125,4841895
2024-11-19,556.4242553710938,564.9500122070312,573.2000122070312,560.3400268554688,569.5999755859375,5942545
2024-11-21,551.9822387695312,560.4400024414062,567.4000244140625,553.5999755859375,567.1900024414062,4777400
2024-11-22,561.4078979492188,570.010009765625,573.0,549.1099853515625,550.0,8194990
2024-11-25,580.6627807617188,589.5599975585938,603.0,585.3900146484375,585.3900146484375,13791540
2024-11-26,600.0753784179688,609.27001953125,615.8599853515625,589.7999877929688,592.9500122070312,10105100
2024-11-27,594.6879272460938,603.7999877929688,613.3400268554688,601.469970703125,605.780029296875,4064750
2024-11-28,599.5533447265625,608.739990234375,615.0,598.25,608.0,12057145
2024-11-29,594.81591796875,603.9299926757812,613.3099975585938,598.4400024414062,611.5,5600545
2024-12-02,609.5010375976562,618.8400268554688,622.969970703125,602.1400146484375,603.9299926757812,5433440
2024-12-03,621.5858154296875,631.1099853515625,641.3800048828125,625.010009765625,626.2000122070312,9872220
2024-12-04,617.0059814453125,626.4600219726562,634.6900024414062,623.9400024414062,629.1099853515625,5743725
2024-12-05,615.8240966796875,625.260009765625,631.8099975585938,614.5999755859375,630.489990234375,7117350
2024-12-06,615.8339233398438,625.27001953125,629.6500244140625,618.719970703125,625.4000244140625,3193785
2024-12-09,612.0026245117188,621.3800048828125,632.6699829101562,619.0999755859375,620.1199951171875,3963995
2024-12-10,627.682373046875,637.2999877929688,639.4299926757812,621.7999877929688,625.0900268554688,5630900
2024-12-11,639.845947265625,649.6500244140625,653.52001953125,635.5999755859375,639.0999755859375,7350105
2024-12-12,639.8164672851562,649.6199951171875,653.0,644.3099975585938,647.9000244140625,5108345
2024-12-13,622.9646606445312,632.510009765625,650.9299926757812,623.52001953125,648.4099731445312,6003130
2024-12-16,618.0203857421875,627.489990234375,639.4000244140625,625.4000244140625,634.7999877929688,2943305
2024-12-17,586.39501953125,595.3800048828125,627.0,593.0499877929688,627.0,10413170
2024-12-18,577.432373046875,586.280029296875,606.5999755859375,581.77001953125,595.3800048828125,7447675
2024-12-19,580.199951171875,589.0900268554688,590.5,570.6599731445312,574.0,7354675
2024-12-20,566.7658081054688,575.4500122070312,592.1400146484375,568.72998046875,590.6500244140625,12499100
2024-12-23,567.8787231445312,576.5800170898438,590.7999877929688,574.5599975585938,581.2000122070312,4691250
2024-12-24,567.8885498046875,576.5900268554688,579.52001953125,571.02001953125,576.5999755859375,2020780
2024-12-26,576.5458984375,585.3800048828125,587.1900024414062,574.22998046875,578.4600219726562,4462340
2024-12-27,571.0304565429688,579.780029296875,587.969970703125,578.0999755859375,587.3800048828125,1524915
2024-12-30,574.98974609375,583.7999877929688,593.77001953125,579.0599975585938,582.5599975585938,3452720
2024-12-31,569.1098022460938,577.8300170898438,582.5399780273438,576.2100219726562,579.5800170898438,4075070
2025-01-01,574.9207763671875,583.72998046875,586.2000122070312,576.5800170898438,579.7999877929688,1297175
2025-01-02,602.7740478515625,612.010009765625,613.780029296875,586.3200073242188,587.4600219726562,7297085
2025-01-03,600.4693603515625,609.6699829101562,619.5999755859375,607.22998046875,612.0,3652225
2025-01-06,584.9471435546875,593.9099731445312,616.27001953125,591.0,606.2000122070312,5430225
2025-01-07,582.7508544921875,591.6799926757812,604.4000244140625,590.0,595.4099731445312,2781710
2025-01-08,571.0008544921875,579.75,594.0,568.1699829101562,594.0,4976035
2025-01-09,553.4891967773438,561.969970703125,584.8300170898438,560.2000122070312,580.75,5408205
2025-01-10,523.971435546875,532.0,566.0,529.0,566.0,5999299
2025-01-13,513.2359619140625,521.0999755859375,540.7000122070312,518.75,530.0499877929688,5558523
2025-01-14,535.8888549804688,544.0999755859375,547.5,518.2999877929688,526.9500122070312,6987503
2025-01-15,525.1533813476562,533.2000122070312,545.9500122070312,529.0999755859375,545.0,4072535
2025-01-16,538.5481567382812,546.7999877929688,553.75,535.5499877929688,535.5499877929688,6194466
2025-01-17,518.554443359375,526.5,547.5499877929688,523.8499755859375,546.5499877929688,5347916
2025-01-20,508.90240478515625,516.7000122070312,521.5,493.3500061035156,511.0,12701612
2025-01-21,512.447998046875,520.2999877929688,530.75,513.4500122070312,518.0,7753705
2025-01-22,510.8229675292969,518.6500244140625,528.3499755859375,513.0499877929688,520.3499755859375,5895189
2025-01-23,521.8046875,529.7999877929688,533.4500122070312,511.6000061035156,518.6500244140625,5150004
2025-01-24,519.4901123046875,527.4500122070312,541.7999877929688,509.1499938964844,531.9500122070312,7602501
2025-01-27,503.9285583496094,511.6499938964844,530.6500244140625,508.1499938964844,525.9000244140625,8523575
2025-01-28,522.1001586914062,530.0999755859375,541.7999877929688,508.6000061035156,520.0499877929688,16222471
2025-01-29,545.1470336914062,553.5,555.6500244140625,530.25,531.1500244140625,9135552
2025-01-30,530.1763916015625,538.2999877929688,560.0,536.8499755859375,553.5,7172857
2025-01-31,538.04296875,543.75,550.9000244140625,536.2000122070312,546.4000244140625,4058608
2025-02-01,526.2183837890625,531.7999877929688,549.6500244140625,518.0,547.9000244140625,3874882
2025-02-03,540.4177856445312,546.1500244140625,558.0,516.0,525.0,7442129
2025-02-04,570.6966552734375,576.75,579.9000244140625,545.4000244140625,556.0,12290382
2025-02-05,565.3037719726562,571.2999877929688,590.7999877929688,568.4000244140625,577.0,6953215
2025-02-06,560.40576171875,566.3499755859375,570.0,554.3499755859375,570.0,6345455
2025-02-07,553.6771240234375,559.5499877929688,579.0999755859375,554.8499755859375,567.9000244140625,5747620
2025-02-10,554.9140014648438,560.7999877929688,566.5999755859375,546.5,561.7000122070312,4253881
2025-02-11,532.8975219726562,538.5499877929688,566.0,534.0,566.0,6416783
2025-02-12,541.4073486328125,547.1500244140625,551.5,527.0,538.5499877929688,5467745
2025-02-13,542.8915405273438,548.6500244140625,560.25,538.0,547.0,5723009
2025-02-14,533.4912719726562,539.1500244140625,554.9500122070312,526.7999877929688,550.9500122070312,6763071
2025-02-17,544.5736694335938,550.3499755859375,553.0,525.0999755859375,537.0,4397756
2025-02-18,547.542236328125,553.3499755859375,554.4500122070312,539.0999755859375,550.9500122070312,2988732
2025-02-19,551.9454956054688,557.7999877929688,559.75,546.5,547.7999877929688,4066886
2025-02-20,574.7536010742188,580.8499755859375,582.25,557.0,557.0,7590778
2025-02-21,578.958984375,585.0999755859375,594.7000122070312,576.7000122070312,580.8499755859375,9328402
2025-02-24,571.1419067382812,577.2000122070312,581.75,568.7999877929688,576.0,4523171
2025-02-25,568.222900390625,574.25,586.75,571.5,581.7999877929688,6222936
2025-02-27,600.4312133789062,606.7999877929688,608.7999877929688,580.2999877929688,581.2999877929688,17099035
2025-02-28,610.821044921875,617.2999877929688,620.0,602.25,609.9500122070312,23771834
2025-03-03,614.779052734375,621.2999877929688,630.0,614.9000244140625,625.2999877929688,10284029
2025-03-04,626.25732421875,632.9000244140625,635.4000244140625,613.4000244140625,618.5999755859375,5369562
2025-03-05,624.674072265625,631.2999877929688,637.5,621.5,626.5999755859375,9532495
2025-03-06,637.5870971679688,644.3499755859375,650.7999877929688,637.0,638.7999877929688,8075827
2025-03-07,624.228759765625,630.8499755859375,647.6500244140625,627.4500122070312,644.3499755859375,5829062
2025-03-10,619.0338745117188,625.5999755859375,641.5,622.8499755859375,631.5499877929688,4906168
2025-03-11,631.5511474609375,638.25,640.0,615.5499877929688,624.2000122070312,6734891
2025-03-12,630.2648315429688,636.9500122070312,647.25,629.0999755859375,639.0,5378060
2025-03-13,613.04736328125,619.5499877929688,644.0,617.5,638.0,5273706
2025-03-17,616.7085571289062,623.25,629.5,613.4000244140625,613.4000244140625,4548324
2025-03-18,616.7085571289062,623.25,623.25,623.25,623.25,0
2025-03-19,660.9393920898438,667.9500122070312,677.5999755859375,637.6500244140625,645.7000122070312,9823834
2025-03-20,660.8899536132812,667.9000244140625,695.0,665.0,690.0,8747482
2025-03-21,669.696533203125,676.7999877929688,679.0,667.6500244140625,669.0499877929688,6365496
