date_,adj close_adaniports.ns,close_adaniports.ns,high_adaniports.ns,low_adaniports.ns,open_adaniports.ns,volume_adaniports.ns
2024-03-18,1255.0826416015625,1266.5999755859375,1270.050048828125,1227.25,1250.0,4858444
2024-03-19,1229.91357421875,1241.199951171875,1272.8499755859375,1237.25,1271.050048828125,2311324
2024-03-20,1234.075439453125,1245.4000244140625,1252.949951171875,1230.199951171875,1248.0,2772098
2024-03-21,1250.9703369140625,1262.449951171875,1268.699951171875,1251.300048828125,1260.0,3155563
2024-03-22,1269.9462890625,1281.5999755859375,1289.0999755859375,1255.050048828125,1262.449951171875,3076926
2024-03-26,1292.3406982421875,1304.199951171875,1314.0,1281.0,1281.5999755859375,3610644
2024-03-27,1310.7716064453125,1322.800048828125,1343.0,1312.0999755859375,1315.0,4938400
2024-03-28,1329.6484375,1341.8499755859375,1358.699951171875,1314.0,1334.0,4188741
2024-04-01,1363.3887939453125,1375.9000244140625,1381.75,1350.25,1356.800048828125,3251462
2024-04-02,1391.3819580078125,1404.1500244140625,1424.949951171875,1388.199951171875,1397.800048828125,5769001
2024-04-03,1384.4949951171875,1397.199951171875,1402.0,1389.199951171875,1399.8499755859375,2727582
2024-04-04,1354.421142578125,1366.8499755859375,1408.5999755859375,1362.25,1408.5999755859375,4197697
2024-04-05,1363.0419921875,1375.550048828125,1381.9000244140625,1357.3499755859375,1367.0,1853120
2024-04-08,1336.38671875,1348.6500244140625,1381.949951171875,1337.0,1381.949951171875,14038860
2024-04-09,1344.165283203125,1356.5,1364.9000244140625,1346.0999755859375,1356.1500244140625,1935801
2024-04-10,1340.00341796875,1352.300048828125,1359.9000244140625,1348.199951171875,1359.0,3984001
2024-04-12,1331.9769287109375,1344.199951171875,1358.4000244140625,1341.0,1350.0,2183230
2024-04-15,1303.587646484375,1315.550048828125,1335.0,1308.5999755859375,1320.0,3372368
2024-04-16,1292.4893798828125,1304.3499755859375,1322.0,1294.4000244140625,1302.0,2696593
2024-04-18,1283.76953125,1295.550048828125,1336.5,1291.0,1315.949951171875,6219274
2024-04-19,1298.0880126953125,1310.0,1316.0,1270.0,1280.0,3899281
2024-04-22,1309.087158203125,1321.0999755859375,1331.0,1315.0,1321.0999755859375,8903130
2024-04-23,1310.0780029296875,1322.0999755859375,1338.550048828125,1318.9000244140625,1321.0999755859375,3847872
2024-04-24,1308.4925537109375,1320.5,1332.9000244140625,1318.050048828125,1331.0,2553035
2024-04-25,1318.451171875,1330.550048828125,1336.949951171875,1316.800048828125,1320.5,6097087
2024-04-26,1312.55517578125,1324.5999755859375,1341.5999755859375,1321.0999755859375,1340.0,2565490
2024-04-29,1305.2720947265625,1317.25,1335.75,1307.0,1334.300048828125,2191564
2024-04-30,1312.8526611328125,1324.9000244140625,1334.6500244140625,1316.25,1323.550048828125,2321071
2024-05-02,1326.626220703125,1338.800048828125,1348.699951171875,1306.550048828125,1333.949951171875,7991511
2024-05-03,1308.29443359375,1320.300048828125,1354.0,1310.449951171875,1353.0,3528822
2024-05-06,1278.2203369140625,1289.949951171875,1322.5,1257.0,1322.5,4000668
2024-05-07,1275.9412841796875,1287.6500244140625,1301.1500244140625,1265.0,1291.0999755859375,3474340
2024-05-08,1265.6357421875,1277.25,1293.699951171875,1269.050048828125,1293.3499755859375,1627418
2024-05-09,1233.2332763671875,1244.550048828125,1285.800048828125,1240.0,1279.0,2591646
2024-05-10,1255.2313232421875,1266.75,1278.699951171875,1245.75,1250.0,2022402
2024-05-13,1294.520751953125,1306.4000244140625,1313.0,1261.6500244140625,1267.0,2495810
2024-05-14,1319.1448974609375,1331.25,1339.9000244140625,1285.25,1306.4000244140625,2989543
2024-05-15,1325.684814453125,1337.8499755859375,1353.949951171875,1333.0,1337.8499755859375,2189768
2024-05-16,1332.8194580078125,1345.050048828125,1366.75,1310.5,1352.199951171875,4822618
2024-05-17,1323.5543212890625,1335.699951171875,1343.300048828125,1321.1500244140625,1330.0,1945123
2024-05-21,1372.9014892578125,1385.5,1398.800048828125,1333.0,1344.0,4200578
2024-05-22,1365.6678466796875,1378.199951171875,1394.3499755859375,1364.199951171875,1394.3499755859375,1878562
2024-05-23,1430.2254638671875,1443.3499755859375,1448.800048828125,1369.9000244140625,1384.0,7821034
2024-05-24,1403.2232666015625,1416.0999755859375,1444.949951171875,1382.1500244140625,1435.0,19100263
2024-05-27,1418.6319580078125,1431.6500244140625,1457.050048828125,1423.5999755859375,1445.0,5517078
2024-05-28,1387.76513671875,1400.5,1438.0,1398.0,1438.0,4070886
2024-05-29,1397.1787109375,1410.0,1427.8499755859375,1382.9000244140625,1406.0,3214475
2024-05-30,1370.919677734375,1383.5,1413.6500244140625,1373.6500244140625,1410.0,3477661
2024-05-31,1424.3297119140625,1437.4000244140625,1451.0,1391.0,1391.0,8238969
2024-06-03,1569.5469970703125,1583.949951171875,1621.4000244140625,1535.0,1549.0,23398347
2024-06-04,1237.5931396484375,1248.949951171875,1558.0,1188.0,1558.0,52109624
2024-06-05,1342.282470703125,1354.5999755859375,1368.0,1160.5999755859375,1281.0,20879925
2024-06-06,1340.6474609375,1352.949951171875,1404.0,1344.800048828125,1384.0,12153840
2024-06-07,1366.31201171875,1378.8499755859375,1385.0,1355.050048828125,1357.699951171875,5884018
2024-06-10,1371.4647216796875,1384.050048828125,1415.3499755859375,1381.25,1404.0,4843234
2024-06-11,1390.688232421875,1403.449951171875,1418.800048828125,1384.050048828125,1391.0,4122878
2024-06-12,1381.274658203125,1393.949951171875,1414.449951171875,1390.5999755859375,1411.75,3258265
2024-06-13,1391.67919921875,1404.449951171875,1411.0,1388.050048828125,1403.5999755859375,2839159
2024-06-14,1423.7730712890625,1430.699951171875,1442.0,1395.449951171875,1409.0,5651491
2024-06-18,1438.00390625,1445.0,1458.5999755859375,1434.050048828125,1447.0,5651898
2024-06-19,1441.387451171875,1448.4000244140625,1452.0,1420.449951171875,1446.0,4484742
2024-06-20,1462.2857666015625,1469.4000244140625,1476.800048828125,1444.0999755859375,1459.300048828125,4905603
2024-06-21,1478.3077392578125,1485.5,1498.9000244140625,1470.0,1479.949951171875,25891893
2024-06-24,1453.1800537109375,1460.25,1479.6500244140625,1450.199951171875,1474.8499755859375,3009931
2024-06-25,1449.099853515625,1456.1500244140625,1468.9000244140625,1437.0,1466.1500244140625,3343186
2024-06-26,1460.6934814453125,1467.800048828125,1474.5,1451.050048828125,1458.9000244140625,3217949
2024-06-27,1478.3077392578125,1485.5,1494.0,1459.0,1475.5999755859375,7803408
2024-06-28,1470.943603515625,1478.0999755859375,1494.0,1445.0,1480.0,11534763
2024-07-01,1467.3609619140625,1474.5,1491.4000244140625,1471.5999755859375,1483.0,3372730
2024-07-02,1467.7093505859375,1474.8499755859375,1489.5999755859375,1455.050048828125,1479.5,5368562
2024-07-03,1503.3360595703125,1510.6500244140625,1514.0,1470.800048828125,1479.800048828125,4435563
2024-07-04,1496.369873046875,1503.6500244140625,1520.0,1494.3499755859375,1514.6500244140625,2980840
2024-07-05,1493.185302734375,1500.449951171875,1509.5,1493.9000244140625,1508.0,2111633
2024-07-08,1468.1572265625,1475.300048828125,1501.050048828125,1469.0,1496.0,2177821
2024-07-09,1470.8441162109375,1478.0,1503.949951171875,1475.0,1480.0,2256634
2024-07-10,1480.5966796875,1487.800048828125,1494.449951171875,1460.0,1492.0,2082079
2024-07-11,1476.665771484375,1483.8499755859375,1498.5,1477.9000244140625,1495.0,1765496
2024-07-12,1479.501953125,1486.699951171875,1497.0,1481.1500244140625,1490.0,2018935
2024-07-15,1487.8115234375,1495.050048828125,1505.0,1485.300048828125,1494.0,1913095
2024-07-16,1491.792236328125,1499.050048828125,1510.5999755859375,1493.25,1496.0,2170314
2024-07-18,1486.6671142578125,1493.9000244140625,1504.25,1472.199951171875,1490.0,3263419
2024-07-19,1462.186279296875,1469.300048828125,1502.199951171875,1465.5,1492.550048828125,2568243
2024-07-22,1460.24560546875,1467.3499755859375,1475.0,1442.550048828125,1470.0,1721261
2024-07-23,1500.052001953125,1507.3499755859375,1517.0,1419.0,1468.0,5987213
2024-07-24,1477.6112060546875,1484.800048828125,1513.550048828125,1480.0,1508.0,2201442
2024-07-25,1479.800537109375,1487.0,1499.449951171875,1466.8499755859375,1471.0,2211808
2024-07-26,1535.2806396484375,1542.75,1547.9000244140625,1490.0,1495.9000244140625,4500728
2024-07-29,1541.2017822265625,1548.699951171875,1559.0,1540.0,1547.9000244140625,1928637
2024-07-30,1538.763671875,1546.25,1556.9000244140625,1536.0,1554.5999755859375,2800881
2024-07-31,1562.2991943359375,1569.9000244140625,1577.9000244140625,1547.0,1557.0,2622023
2024-08-01,1582.451171875,1590.1500244140625,1604.949951171875,1568.5,1580.949951171875,7160588
2024-08-02,1580.3115234375,1588.0,1599.699951171875,1550.199951171875,1579.949951171875,4313297
2024-08-05,1486.6173095703125,1493.8499755859375,1563.449951171875,1471.550048828125,1540.0,7147230
2024-08-06,1486.8660888671875,1494.0999755859375,1539.75,1488.0999755859375,1524.9000244140625,3159971
2024-08-07,1536.3255615234375,1543.800048828125,1547.8499755859375,1514.199951171875,1520.0,2258441
2024-08-08,1511.6456298828125,1519.0,1556.0,1513.800048828125,1538.0,2468123
2024-08-09,1526.3740234375,1533.800048828125,1543.5,1519.0,1541.5,1503033
2024-08-12,1494.130859375,1501.4000244140625,1524.25,1457.3499755859375,1500.0,9230512
2024-08-13,1476.2677001953125,1483.449951171875,1517.449951171875,1479.5,1505.8499755859375,2485446
2024-08-14,1454.8717041015625,1461.949951171875,1488.0,1452.0,1488.0,2648057
2024-08-16,1486.21923828125,1493.449951171875,1497.199951171875,1457.050048828125,1471.199951171875,1985315
2024-08-19,1489.2047119140625,1496.449951171875,1507.0,1490.0,1500.949951171875,1343387
2024-08-20,1485.32373046875,1492.550048828125,1510.0,1486.300048828125,1504.949951171875,990643
2024-08-21,1496.2205810546875,1503.5,1517.0,1492.550048828125,1499.0999755859375,1551436
2024-08-22,1485.074951171875,1492.300048828125,1509.5,1490.4000244140625,1507.0,1442064
2024-08-23,1484.0797119140625,1491.300048828125,1503.0,1486.0999755859375,1493.0,1181075
2024-08-26,1475.3720703125,1482.550048828125,1497.0,1480.0,1495.5,1087057
2024-08-27,1471.1923828125,1478.3499755859375,1496.9000244140625,1475.5999755859375,1484.9000244140625,910064
2024-08-28,1462.683837890625,1469.800048828125,1486.4000244140625,1467.0,1479.4000244140625,1225101
2024-08-29,1468.903564453125,1476.050048828125,1483.0,1452.5999755859375,1472.050048828125,3359850
2024-08-30,1474.7252197265625,1481.9000244140625,1487.0,1466.0,1480.949951171875,1996592
2024-09-02,1487.26416015625,1494.5,1499.5,1478.800048828125,1490.0,2054244
2024-09-03,1472.3865966796875,1479.550048828125,1498.0999755859375,1476.5999755859375,1494.5,882478
2024-09-04,1464.97265625,1472.0999755859375,1475.1500244140625,1461.050048828125,1472.0,1122071
2024-09-05,1458.454345703125,1465.550048828125,1476.800048828125,1463.0,1476.75,959956
2024-09-06,1435.41650390625,1442.4000244140625,1468.75,1427.550048828125,1465.5999755859375,3340767
2024-09-09,1428.9478759765625,1435.9000244140625,1441.5999755859375,1411.0,1431.0,1621371
2024-09-10,1446.3631591796875,1453.4000244140625,1464.0,1435.0,1439.0,1542798
2024-09-11,1423.673583984375,1430.5999755859375,1457.8499755859375,1425.0999755859375,1454.949951171875,1637596
2024-09-12,1465.47021484375,1472.5999755859375,1475.0,1440.199951171875,1444.0,4003674
2024-09-13,1445.0694580078125,1452.0999755859375,1475.6500244140625,1450.0,1472.949951171875,1683544
2024-09-16,1433.724609375,1440.699951171875,1461.1500244140625,1438.800048828125,1455.0999755859375,1673805
2024-09-17,1419.69287109375,1426.5999755859375,1445.0,1420.0999755859375,1442.800048828125,1321316
2024-09-18,1421.88232421875,1428.800048828125,1439.25,1415.050048828125,1430.0,1421406
2024-09-19,1401.3819580078125,1408.199951171875,1438.0,1394.449951171875,1433.0,2072872
2024-09-20,1431.7342529296875,1438.699951171875,1453.050048828125,1409.199951171875,1418.949951171875,4407151
2024-09-23,1449.099853515625,1456.1500244140625,1458.949951171875,1443.8499755859375,1448.0,1139915
2024-09-24,1449.597412109375,1456.6500244140625,1465.8499755859375,1447.0,1456.1500244140625,1537307
2024-09-25,1445.517333984375,1452.550048828125,1464.0,1438.199951171875,1459.0,1227806
2024-09-26,1465.47021484375,1472.5999755859375,1475.75,1448.0,1456.8499755859375,2066994
2024-09-27,1449.6470947265625,1456.699951171875,1485.0,1452.449951171875,1485.0,2694100
2024-09-30,1441.1883544921875,1448.199951171875,1468.75,1444.0,1456.699951171875,2042408
2024-10-01,1460.3948974609375,1467.5,1472.8499755859375,1448.0,1448.199951171875,1687795
2024-10-03,1418.2996826171875,1425.199951171875,1469.0,1414.199951171875,1452.75,3967953
2024-10-04,1406.8553466796875,1413.699951171875,1446.4000244140625,1404.199951171875,1424.800048828125,2611371
2024-10-07,1348.6385498046875,1355.199951171875,1423.9000244140625,1337.0,1410.0,4531821
2024-10-08,1411.6820068359375,1418.550048828125,1424.3499755859375,1342.0,1342.0,3031170
2024-10-09,1401.332275390625,1408.1500244140625,1432.949951171875,1404.3499755859375,1424.75,1507508
2024-10-10,1410.33837890625,1417.199951171875,1430.050048828125,1406.8499755859375,1417.0,1628495
2024-10-11,1401.4317626953125,1408.25,1426.8499755859375,1405.199951171875,1415.199951171875,1158809
2024-10-14,1403.471923828125,1410.300048828125,1426.0,1407.1500244140625,1418.0,762384
2024-10-15,1413.4234619140625,1420.300048828125,1424.699951171875,1407.0,1415.949951171875,1018477
2024-10-16,1397.00341796875,1403.800048828125,1418.4000244140625,1392.0,1418.0,1450465
2024-10-17,1387.9473876953125,1394.699951171875,1408.0,1387.550048828125,1403.800048828125,1418861
2024-10-18,1398.7945556640625,1405.5999755859375,1410.550048828125,1376.0,1389.0,1290065
2024-10-21,1368.84033203125,1375.5,1412.9000244140625,1371.300048828125,1409.9000244140625,1644382
2024-10-22,1356.2515869140625,1362.8499755859375,1387.0999755859375,1353.9000244140625,1374.699951171875,2467299
2024-10-23,1333.9599609375,1340.449951171875,1370.800048828125,1335.199951171875,1362.800048828125,1916219
2024-10-24,1347.842529296875,1354.4000244140625,1359.0,1336.199951171875,1345.0,1115993
2024-10-25,1312.3153076171875,1318.699951171875,1368.0,1304.1500244140625,1360.0,2078274
2024-10-28,1345.653076171875,1352.199951171875,1364.0999755859375,1303.1500244140625,1326.8499755859375,2126411
2024-10-29,1366.0538330078125,1372.699951171875,1377.449951171875,1322.0,1364.699951171875,3790528
2024-10-30,1389.4400634765625,1396.199951171875,1414.9000244140625,1358.050048828125,1379.949951171875,2526884
2024-10-31,1369.2880859375,1375.949951171875,1408.0,1372.0999755859375,1407.949951171875,1891761
2024-11-01,1387.6488037109375,1394.4000244140625,1397.949951171875,1378.4000244140625,1386.5,243881
2024-11-04,1342.7174072265625,1349.25,1395.0,1336.0,1394.199951171875,1700308
2024-11-05,1322.913818359375,1329.3499755859375,1353.050048828125,1295.9000244140625,1350.0,4852958
2024-11-06,1363.366943359375,1370.0,1382.0,1315.199951171875,1330.0,3645515
2024-11-07,1346.548828125,1353.0999755859375,1372.949951171875,1350.0,1372.949951171875,1292794
2024-11-08,1355.5052490234375,1362.0999755859375,1367.300048828125,1338.5999755859375,1353.0999755859375,1400491
2024-11-11,1341.3740234375,1347.9000244140625,1357.949951171875,1339.050048828125,1355.0999755859375,1269498
2024-11-12,1319.5799560546875,1326.0,1354.800048828125,1320.0,1348.050048828125,1038042
2024-11-13,1281.66455078125,1287.9000244140625,1329.25,1284.8499755859375,1322.0,1437072
2024-11-14,1258.4276123046875,1264.550048828125,1296.6500244140625,1260.6500244140625,1289.949951171875,2963013
2024-11-18,1273.106201171875,1279.300048828125,1288.9000244140625,1261.300048828125,1264.0,1445637
2024-11-19,1283.406005859375,1289.6500244140625,1321.449951171875,1282.0,1285.0,2631778
2024-11-21,1109.2532958984375,1114.6500244140625,1160.699951171875,995.6500244140625,1160.699951171875,46926687
2024-11-22,1131.246337890625,1136.75,1155.9000244140625,1054.0,1072.5999755859375,27086168
2024-11-25,1161.15087890625,1166.800048828125,1191.4000244140625,1139.699951171875,1185.0,10532688
2024-11-26,1123.384521484375,1128.8499755859375,1174.449951171875,1119.3499755859375,1172.050048828125,5802555
2024-11-27,1194.1402587890625,1199.949951171875,1231.699951171875,1102.0,1102.0,24434211
2024-11-28,1161.9468994140625,1167.5999755859375,1226.9000244140625,1163.1500244140625,1196.6500244140625,15602469
2024-11-29,1184.288330078125,1190.050048828125,1215.5999755859375,1168.9000244140625,1175.0,9412850
2024-12-02,1209.91357421875,1215.800048828125,1220.9000244140625,1189.4000244140625,1201.9000244140625,6941125
2024-12-03,1282.410888671875,1288.6500244140625,1309.5,1220.0,1226.949951171875,16753958
2024-12-04,1263.4033203125,1269.550048828125,1301.0,1262.0,1301.0,4874025
2024-12-05,1270.8670654296875,1277.050048828125,1284.800048828125,1254.199951171875,1274.0,4369917
2024-12-06,1252.9542236328125,1259.050048828125,1282.5,1256.0999755859375,1279.0,2232531
2024-12-09,1260.71630859375,1266.8499755859375,1277.550048828125,1249.0,1257.800048828125,2849557
2024-12-10,1242.7039794921875,1248.75,1272.9000244140625,1244.4000244140625,1272.9000244140625,2406907
2024-12-11,1227.826416015625,1233.800048828125,1258.3499755859375,1230.75,1254.0999755859375,2595435
2024-12-12,1237.97705078125,1244.0,1268.0,1223.449951171875,1233.800048828125,5457302
2024-12-13,1253.8497314453125,1259.949951171875,1262.0,1230.0,1241.949951171875,2818291
2024-12-16,1237.131103515625,1243.1500244140625,1261.8499755859375,1240.949951171875,1258.0,1337624
2024-12-17,1225.9356689453125,1231.9000244140625,1259.5,1229.050048828125,1235.0999755859375,2684726
2024-12-18,1204.19140625,1210.050048828125,1238.9000244140625,1207.25,1236.0,1931870
2024-12-19,1199.1658935546875,1205.0,1209.0,1185.0,1187.5,1541271
2024-12-20,1176.7249755859375,1182.449951171875,1215.9000244140625,1176.199951171875,1205.0,3045185
2024-12-23,1186.02978515625,1191.800048828125,1199.0,1174.25,1189.949951171875,1540796
2024-12-24,1176.4761962890625,1182.199951171875,1203.0999755859375,1180.0,1198.0,1380778
2024-12-26,1237.92724609375,1243.949951171875,1249.0,1182.550048828125,1187.0,3827047
2024-12-27,1224.7413330078125,1230.699951171875,1250.949951171875,1225.75,1248.449951171875,2595142
2024-12-30,1212.6004638671875,1218.5,1258.800048828125,1212.0,1233.75,8312636
2024-12-31,1225.139404296875,1231.0999755859375,1236.800048828125,1208.1500244140625,1222.0,1717204
2025-01-01,1212.7994384765625,1218.699951171875,1231.800048828125,1206.3499755859375,1223.0,1937930
2025-01-02,1220.064208984375,1226.0,1228.4000244140625,1208.0999755859375,1223.800048828125,3772207
2025-01-03,1193.7423095703125,1199.550048828125,1237.5999755859375,1197.0,1234.5,3040564
2025-01-06,1157.4189453125,1163.050048828125,1200.9000244140625,1158.050048828125,1199.550048828125,2298522
2025-01-07,1168.31591796875,1174.0,1182.1500244140625,1162.050048828125,1163.050048828125,2010913
2025-01-08,1146.7210693359375,1152.300048828125,1183.550048828125,1141.0999755859375,1183.550048828125,2900996
2025-01-09,1126.8675537109375,1132.3499755859375,1156.699951171875,1129.949951171875,1156.699951171875,1884725
2025-01-10,1106.8150634765625,1112.199951171875,1137.4000244140625,1106.300048828125,1134.9000244140625,1902237
2025-01-13,1061.4857177734375,1066.6500244140625,1106.449951171875,1058.949951171875,1100.9000244140625,2273302
2025-01-14,1111.69140625,1117.0999755859375,1131.4000244140625,1075.050048828125,1078.8499755859375,6277854
2025-01-15,1123.434326171875,1128.9000244140625,1141.949951171875,1118.5,1125.0,3135942
2025-01-16,1145.178466796875,1150.75,1190.0,1145.4000244140625,1179.949951171875,3997547
2025-01-17,1157.8668212890625,1163.5,1173.6500244140625,1145.5,1163.0,2464355
2025-01-20,1143.138427734375,1148.699951171875,1172.0,1146.5,1172.0,1312101
2025-01-21,1100.8441162109375,1106.199951171875,1154.25,1104.0,1150.0,3134022
2025-01-22,1096.913330078125,1102.25,1118.050048828125,1080.449951171875,1115.5,1906032
2025-01-23,1098.65478515625,1104.0,1114.25,1089.6500244140625,1102.25,1968815
2025-01-24,1088.8525390625,1094.1500244140625,1115.0,1088.25,1104.1500244140625,2400140
2025-01-27,1076.7613525390625,1082.0,1093.5999755859375,1067.550048828125,1085.0999755859375,2371555
2025-01-28,1075.4676513671875,1080.699951171875,1096.6500244140625,1061.25,1087.0,2404643
2025-01-29,1091.638916015625,1096.949951171875,1102.8499755859375,1074.5,1085.0,4603700
2025-01-30,1071.8353271484375,1077.050048828125,1118.5,1010.75,1103.9000244140625,14097862
2025-01-31,1094.02734375,1099.3499755859375,1109.25,1074.0,1085.0,4659891
2025-02-01,1078.8511962890625,1084.0999755859375,1117.5,1063.0,1105.9000244140625,4919797
2025-02-03,1079.5975341796875,1084.8499755859375,1094.0,1055.0,1084.0,3961203
2025-02-04,1119.6527099609375,1125.0999755859375,1127.9000244140625,1091.75,1100.0,4071098
2025-02-05,1138.8094482421875,1144.3499755859375,1154.9000244140625,1123.550048828125,1126.0,2979646
2025-02-06,1158.4141845703125,1164.050048828125,1169.4000244140625,1140.0999755859375,1155.5999755859375,6263278
2025-02-07,1140.551025390625,1146.0999755859375,1175.6500244140625,1132.800048828125,1160.0,4079540
2025-02-10,1138.66015625,1144.199951171875,1158.8499755859375,1127.25,1150.0,2415627
2025-02-11,1134.580078125,1140.0999755859375,1160.0,1114.050048828125,1144.199951171875,4901591
2025-02-12,1123.4840087890625,1128.949951171875,1144.199951171875,1098.949951171875,1140.0,2862155
2025-02-13,1106.1683349609375,1111.550048828125,1151.6500244140625,1106.050048828125,1133.800048828125,3763868
2025-02-14,1057.5548095703125,1062.699951171875,1120.0,1042.1500244140625,1120.0,4565339
2025-02-17,1077.656982421875,1082.9000244140625,1089.300048828125,1040.0,1058.949951171875,2518527
2025-02-18,1079.8961181640625,1085.1500244140625,1087.9000244140625,1061.949951171875,1082.9000244140625,1715308
2025-02-19,1077.607177734375,1082.8499755859375,1091.699951171875,1054.550048828125,1061.5999755859375,1792268
2025-02-20,1106.3175048828125,1111.699951171875,1126.0,1074.0,1074.199951171875,3714173
2025-02-21,1078.0052490234375,1083.25,1119.0999755859375,1080.0,1111.699951171875,2360177
2025-02-24,1065.217529296875,1070.4000244140625,1083.25,1065.699951171875,1083.25,1669749
2025-02-25,1075.119384765625,1080.3499755859375,1091.4000244140625,1067.75,1074.5999755859375,1665355
2025-02-27,1073.72607421875,1078.949951171875,1087.949951171875,1069.0999755859375,1083.0,1819078
2025-02-28,1064.222412109375,1069.4000244140625,1082.9000244140625,1059.199951171875,1074.0,2849138
2025-03-03,1047.9515380859375,1053.050048828125,1081.0,1040.5999755859375,1074.949951171875,2274285
2025-03-04,1052.8277587890625,1057.949951171875,1063.0,1036.5,1047.949951171875,1788886
2025-03-05,1107.3126220703125,1112.699951171875,1118.6500244140625,1055.0,1056.800048828125,3785743
2025-03-06,1130.6988525390625,1136.199951171875,1148.75,1101.8499755859375,1118.199951171875,4020627
2025-03-07,1138.958740234375,1144.5,1156.949951171875,1134.0999755859375,1136.199951171875,2211623
2025-03-10,1137.3665771484375,1142.9000244140625,1168.6500244140625,1136.949951171875,1146.0,2430740
2025-03-11,1129.5047607421875,1135.0,1145.9000244140625,1124.4000244140625,1137.300048828125,2399428
2025-03-12,1122.8372802734375,1128.300048828125,1155.1500244140625,1105.0,1139.0,2842848
2025-03-13,1113.78125,1119.199951171875,1139.449951171875,1115.050048828125,1135.0,1358839
2025-03-17,1131.6444091796875,1137.1500244140625,1148.550048828125,1111.199951171875,1114.800048828125,1489537
