date_,adj close_jbchepharm.ns,close_jbchepharm.ns,high_jbchepharm.ns,low_jbchepharm.ns,open_jbchepharm.ns,volume_jbchepharm.ns
2024-06-03,1760.2601318359375,1782.0999755859375,1825.0,1744.0,1782.0,124373
2024-06-04,1724.8494873046875,1746.25,1801.050048828125,1667.050048828125,1799.9000244140625,143462
2024-06-05,1758.679931640625,1780.5,1785.949951171875,1701.75,1736.0,210806
2024-06-06,1749.3948974609375,1771.0999755859375,1789.9000244140625,1752.050048828125,1780.5,94494
2024-06-07,1777.4964599609375,1799.550048828125,1823.0,1771.699951171875,1788.0999755859375,349221
2024-06-10,1858.24462890625,1881.300048828125,1926.8499755859375,1808.0,1819.3499755859375,528007
2024-06-11,1861.6029052734375,1884.699951171875,1918.5,1876.3499755859375,1895.050048828125,119067
2024-06-12,1870.24560546875,1893.449951171875,1907.949951171875,1877.199951171875,1899.8499755859375,69561
2024-06-13,1862.2447509765625,1885.3499755859375,1917.550048828125,1879.0999755859375,1894.5,152184
2024-06-14,1831.575439453125,1854.300048828125,1903.3499755859375,1846.0,1903.25,85383
2024-06-18,1778.5828857421875,1800.6500244140625,1878.949951171875,1792.0,1871.75,204197
2024-06-19,1788.2628173828125,1810.449951171875,1830.949951171875,1782.6500244140625,1812.0,104163
2024-06-20,1784.4598388671875,1806.5999755859375,1846.4000244140625,1788.1500244140625,1811.8499755859375,80485
2024-06-21,1733.294677734375,1754.800048828125,1823.0,1744.449951171875,1809.75,139162
2024-06-24,1732.3563232421875,1753.8499755859375,1766.0,1740.050048828125,1754.949951171875,107277
2024-06-25,1723.0223388671875,1744.4000244140625,1786.9000244140625,1731.949951171875,1753.9000244140625,60261
2024-06-26,1703.6129150390625,1724.75,1760.5,1717.050048828125,1760.25,186949
2024-06-27,1661.090576171875,1681.699951171875,1753.0,1668.699951171875,1726.0,244507
2024-06-28,1733.1466064453125,1754.6500244140625,1788.0,1695.300048828125,1700.8499755859375,384505
2024-07-01,1770.8292236328125,1792.800048828125,1906.0,1757.699951171875,1800.050048828125,1404940
2024-07-02,1766.878173828125,1788.800048828125,1837.0,1763.4000244140625,1794.4000244140625,373395
2024-07-03,1783.0277099609375,1805.1500244140625,1818.199951171875,1773.699951171875,1801.0999755859375,76254
2024-07-04,1763.71728515625,1785.5999755859375,1804.0,1780.0999755859375,1803.5,90788
2024-07-05,1721.1949462890625,1742.550048828125,1799.4000244140625,1733.050048828125,1792.9000244140625,160211
2024-07-08,1716.3548583984375,1737.6500244140625,1765.0,1734.0,1759.0,71258
2024-07-09,1703.5142822265625,1724.6500244140625,1749.0,1718.550048828125,1748.0,87396
2024-07-10,1704.79833984375,1725.949951171875,1747.0,1690.0999755859375,1740.0,554802
2024-07-11,1700.1064453125,1721.199951171875,1734.449951171875,1691.0,1691.0,352103
2024-07-12,1728.1583251953125,1749.5999755859375,1775.0,1730.0,1744.9000244140625,94076
2024-07-15,1762.68017578125,1784.550048828125,1793.0,1727.0999755859375,1749.5999755859375,115736
2024-07-16,1778.089111328125,1800.1500244140625,1804.949951171875,1787.75,1797.800048828125,82608
2024-07-18,1785.2008056640625,1807.3499755859375,1815.0,1770.0,1800.0999755859375,256654
2024-07-19,1768.5572509765625,1790.5,1813.800048828125,1772.199951171875,1813.800048828125,97033
2024-07-22,1789.84326171875,1812.050048828125,1819.5,1785.050048828125,1790.5,76144
2024-07-23,1802.8319091796875,1825.199951171875,1830.0,1782.550048828125,1810.0,166735
2024-07-24,1836.020263671875,1858.800048828125,1869.75,1831.0,1838.9000244140625,105177
2024-07-25,1839.9217529296875,1862.75,1879.949951171875,1838.050048828125,1838.050048828125,109536
2024-07-26,1861.6029052734375,1884.699951171875,1898.699951171875,1862.75,1862.75,95123
2024-07-29,1888.568359375,1912.0,1958.0,1880.050048828125,1896.6500244140625,278009
2024-07-30,1919.58349609375,1943.4000244140625,1963.199951171875,1922.199951171875,1935.0,192157
2024-07-31,1901.0137939453125,1924.5999755859375,1950.0,1889.1500244140625,1950.0,92296
2024-08-01,1889.111572265625,1912.550048828125,1960.0,1895.050048828125,1920.050048828125,88629
2024-08-02,1903.72998046875,1927.3499755859375,1962.0,1894.25,1896.0,194311
2024-08-05,1881.2589111328125,1904.5999755859375,2010.0,1825.0,1825.0,638845
2024-08-06,1865.0106201171875,1888.1500244140625,1931.0999755859375,1873.199951171875,1917.25,75366
2024-08-07,1893.8526611328125,1917.3499755859375,1933.0,1892.050048828125,1906.0,44634
2024-08-08,1923.6826171875,1947.550048828125,1955.0,1918.5999755859375,1935.4000244140625,103120
2024-08-09,1906.6934814453125,1930.3499755859375,1999.0,1920.949951171875,1998.800048828125,172634
2024-08-12,1921.6082763671875,1945.449951171875,1960.0,1907.199951171875,1944.25,89770
2024-08-13,1921.65771484375,1945.5,1980.699951171875,1919.949951171875,1960.0,167144
2024-08-14,1951.3436279296875,1968.699951171875,1998.949951171875,1920.199951171875,1959.9000244140625,145391
2024-08-16,1949.1629638671875,1966.5,2030.0,1951.550048828125,1968.699951171875,543473
2024-08-19,1926.811767578125,1943.949951171875,1984.3499755859375,1930.0999755859375,1967.0,87701
2024-08-20,1925.5233154296875,1942.6500244140625,1959.5999755859375,1923.4000244140625,1957.949951171875,118220
2024-08-21,1908.2271728515625,1925.199951171875,1971.0,1922.0,1942.6500244140625,90417
2024-08-22,1920.27001953125,1937.3499755859375,1961.1500244140625,1922.0,1934.8499755859375,80107
2024-08-23,1869.174560546875,1885.800048828125,1955.050048828125,1875.199951171875,1955.0,58532
2024-08-26,1885.7769775390625,1902.550048828125,1949.0999755859375,1870.050048828125,1885.949951171875,142586
2024-08-27,1940.8370361328125,1958.0999755859375,1982.5999755859375,1898.550048828125,1920.5,338497
2024-08-28,1951.690673828125,1969.050048828125,1991.949951171875,1950.050048828125,1984.0,272889
2024-08-29,1943.8602294921875,1961.1500244140625,1985.0,1949.0,1976.0,70835
2024-08-30,1936.574951171875,1953.800048828125,1965.0,1920.0,1961.1500244140625,74116
2024-09-02,1953.2269287109375,1970.5999755859375,1974.9000244140625,1934.050048828125,1934.050048828125,205733
2024-09-03,1907.6820068359375,1924.6500244140625,1991.3499755859375,1905.0,1986.0,223541
2024-09-04,1907.6820068359375,1924.6500244140625,1965.0,1917.0,1930.300048828125,131096
2024-09-05,1916.5531005859375,1933.5999755859375,1990.0,1930.0,1937.1500244140625,148246
2024-09-06,1911.3990478515625,1928.4000244140625,1970.0,1920.0,1946.1500244140625,116512
2024-09-09,1920.022216796875,1937.0999755859375,1945.0,1907.0999755859375,1934.949951171875,101043
2024-09-10,1895.292236328125,1912.1500244140625,1980.0,1910.0,1941.4000244140625,236896
2024-09-11,1851.2835693359375,1867.75,1970.0,1850.0,1924.5999755859375,287460
2024-09-12,1866.74609375,1883.3499755859375,1904.699951171875,1864.300048828125,1873.8499755859375,71269
2024-09-13,1906.343994140625,1923.300048828125,1930.0,1892.8499755859375,1899.699951171875,207654
2024-09-16,1884.1907958984375,1900.949951171875,1957.5999755859375,1891.050048828125,1930.0,108645
2024-09-17,1859.064453125,1875.5999755859375,1913.300048828125,1866.5999755859375,1913.300048828125,56010
2024-09-18,1840.62841796875,1857.0,1908.449951171875,1847.550048828125,1879.949951171875,113071
2024-09-19,1869.868408203125,1886.5,1900.0,1847.0,1857.0,252405
2024-09-20,1880.523681640625,1897.25,1910.0,1876.0999755859375,1889.949951171875,178811
2024-09-23,1934.790771484375,1952.0,1960.0,1896.050048828125,1914.0,344130
2024-09-24,1927.2083740234375,1944.3499755859375,1969.550048828125,1920.0,1955.0,160629
2024-09-25,1892.7152099609375,1909.550048828125,1948.0,1855.0,1948.0,446424
2024-09-26,1871.9002685546875,1888.550048828125,1925.0,1880.0,1901.5,215601
2024-09-27,1821.746337890625,1837.949951171875,1905.949951171875,1826.6500244140625,1890.0,214402
2024-09-30,1858.4697265625,1875.0,1898.75,1849.4000244140625,1849.9000244140625,229244
2024-10-01,1818.7728271484375,1834.949951171875,1894.9000244140625,1830.0,1878.5,140665
2024-10-03,1726.3448486328125,1741.699951171875,1830.050048828125,1732.050048828125,1805.0,534365
2024-10-04,1700.029052734375,1715.1500244140625,1764.199951171875,1670.0,1755.25,630334
2024-10-07,1687.193115234375,1702.199951171875,1730.25,1666.0,1719.300048828125,459960
2024-10-08,1740.5189208984375,1756.0,1765.8499755859375,1682.0999755859375,1699.9000244140625,218636
2024-10-09,1773.9217529296875,1789.699951171875,1825.0,1742.8499755859375,1763.25,478231
2024-10-10,1796.5704345703125,1812.550048828125,1845.0,1789.699951171875,1794.800048828125,504343
2024-10-11,1790.37548828125,1806.300048828125,1835.3499755859375,1798.0,1822.0,238070
2024-10-14,1814.8079833984375,1830.949951171875,1844.8499755859375,1798.0,1815.3499755859375,160777
2024-10-15,1868.9761962890625,1885.5999755859375,1901.5,1831.0999755859375,1837.699951171875,306034
2024-10-16,1888.7999267578125,1905.5999755859375,1924.8499755859375,1853.300048828125,1893.8499755859375,188290
2024-10-17,1867.83642578125,1884.449951171875,1932.1500244140625,1873.0,1921.949951171875,70293
2024-10-18,1874.675537109375,1891.3499755859375,1905.0,1858.949951171875,1884.449951171875,150736
2024-10-21,1889.24609375,1906.050048828125,1912.75,1881.0999755859375,1902.0,122152
2024-10-22,1883.6953125,1900.449951171875,1926.949951171875,1870.050048828125,1911.0,139100
2024-10-23,1901.6357421875,1918.550048828125,1930.0,1900.449951171875,1914.9000244140625,327742
2024-10-24,1880.4739990234375,1897.199951171875,1935.0,1883.199951171875,1920.550048828125,95077
2024-10-25,1875.2208251953125,1891.9000244140625,1917.75,1852.0,1898.0,138312
2024-10-28,1853.0181884765625,1869.5,1920.0,1858.5,1866.0,56330
2024-10-29,1837.7044677734375,1854.050048828125,1886.449951171875,1835.800048828125,1878.800048828125,71678
2024-10-30,1865.9532470703125,1882.550048828125,1910.0,1850.550048828125,1850.550048828125,147735
2024-10-31,1943.7611083984375,1961.050048828125,1979.0,1865.5999755859375,1865.5999755859375,269031
2024-11-01,1943.017822265625,1960.300048828125,1984.0,1938.0,1961.050048828125,24802
2024-11-04,1834.5325927734375,1850.8499755859375,1945.0,1844.699951171875,1945.0,138958
2024-11-05,1836.5645751953125,1852.9000244140625,1893.5999755859375,1840.4000244140625,1849.0,84003
2024-11-06,1864.119384765625,1880.699951171875,1890.0,1830.0,1845.5,94949
2024-11-07,1843.354248046875,1859.75,1909.0,1839.449951171875,1860.050048828125,170891
2024-11-08,1824.47216796875,1840.699951171875,1870.199951171875,1830.0,1862.75,122886
2024-11-11,1764.1585693359375,1779.8499755859375,1846.050048828125,1755.9000244140625,1845.0,297290
2024-11-12,1763.8612060546875,1779.550048828125,1799.0,1762.0999755859375,1775.0,74860
2024-11-13,1700.3262939453125,1715.449951171875,1775.0,1706.8499755859375,1760.0,141857
2024-11-14,1667.1217041015625,1681.949951171875,1718.0,1660.0,1700.050048828125,135429
2024-11-18,1664.5941162109375,1679.4000244140625,1696.5999755859375,1666.0,1687.4000244140625,136382
2024-11-19,1652.35302734375,1667.050048828125,1705.0,1660.0,1681.050048828125,107426
2024-11-21,1687.04443359375,1702.050048828125,1722.0,1655.25,1677.5999755859375,103716
2024-11-22,1728.030029296875,1743.4000244140625,1753.949951171875,1694.050048828125,1702.050048828125,158158
2024-11-25,1739.0321044921875,1754.5,1820.0,1748.800048828125,1780.0,96926
2024-11-26,1734.2742919921875,1749.699951171875,1775.800048828125,1740.0,1754.0,45855
2024-11-27,1736.9010009765625,1752.3499755859375,1769.4000244140625,1734.050048828125,1765.6500244140625,40601
2024-11-28,1711.3284912109375,1726.550048828125,1765.0,1718.050048828125,1740.050048828125,316351
2024-11-29,1720.0013427734375,1735.300048828125,1744.199951171875,1716.550048828125,1724.0,234473
2024-12-02,1743.591552734375,1759.0999755859375,1769.699951171875,1734.0,1736.0,161021
2024-12-03,1780.463623046875,1796.300048828125,1811.0999755859375,1757.050048828125,1759.0999755859375,82148
2024-12-04,1795.28173828125,1811.25,1827.449951171875,1780.0,1801.0,153231
2024-12-05,1763.068359375,1778.75,1836.449951171875,1770.5,1814.0,53132
2024-12-06,1748.398681640625,1763.949951171875,1788.6500244140625,1748.949951171875,1767.0,117184
2024-12-09,1766.9339599609375,1782.6500244140625,1796.8499755859375,1736.550048828125,1764.0,140822
2024-12-10,1778.877685546875,1794.699951171875,1807.1500244140625,1765.550048828125,1798.8499755859375,279786
2024-12-11,1798.7012939453125,1814.699951171875,1828.050048828125,1800.0,1800.0,166487
2024-12-12,1824.521728515625,1840.75,1845.0,1802.699951171875,1832.0,780039
2024-12-13,1825.1163330078125,1841.3499755859375,1865.3499755859375,1809.0,1830.0,405684
2024-12-16,1805.6395263671875,1821.699951171875,1864.1500244140625,1816.800048828125,1848.550048828125,331975
2024-12-17,1813.123046875,1829.25,1838.8499755859375,1796.75,1818.25,234433
2024-12-18,1839.4390869140625,1855.800048828125,1865.0,1829.199951171875,1829.199951171875,254805
2024-12-19,1896.3824462890625,1913.25,1952.0,1844.699951171875,1855.800048828125,953840
2024-12-20,1875.2208251953125,1891.9000244140625,1935.0,1860.6500244140625,1916.5,205327
2024-12-23,1843.3045654296875,1859.699951171875,1899.6500244140625,1822.4000244140625,1885.6500244140625,137141
2024-12-24,1840.677978515625,1857.050048828125,1878.300048828125,1819.4000244140625,1867.050048828125,98743
2024-12-26,1792.8038330078125,1808.75,1866.800048828125,1797.6500244140625,1858.5,93189
2024-12-27,1802.5174560546875,1818.550048828125,1848.949951171875,1790.0,1805.0,210752
2024-12-30,1840.62841796875,1857.0,1891.300048828125,1791.25,1815.0,236943
2024-12-31,1827.8917236328125,1844.1500244140625,1886.449951171875,1827.050048828125,1857.0,137082
2025-01-01,1861.6414794921875,1878.199951171875,1898.0,1835.5,1840.5,289768
2025-01-02,1848.1119384765625,1864.550048828125,1875.0,1833.0999755859375,1867.050048828125,118114
2025-01-03,1851.1348876953125,1867.5999755859375,1895.0,1852.1500244140625,1853.949951171875,345966
2025-01-06,1811.091064453125,1827.199951171875,1884.550048828125,1817.0,1879.0,55344
2025-01-07,1879.6810302734375,1896.4000244140625,1900.0,1829.9000244140625,1829.9000244140625,222201
2025-01-08,1879.6314697265625,1896.3499755859375,1918.5,1870.550048828125,1906.4000244140625,153251
2025-01-09,1853.811279296875,1870.300048828125,1904.050048828125,1860.550048828125,1897.0,101449
2025-01-10,1806.977783203125,1823.050048828125,1871.6500244140625,1791.75,1870.0,129069
2025-01-13,1769.85791015625,1785.5999755859375,1826.0,1755.0,1806.5,304867
2025-01-14,1745.4251708984375,1760.949951171875,1786.949951171875,1755.0,1784.0,55485
2025-01-15,1750.0341796875,1765.5999755859375,1783.949951171875,1750.699951171875,1783.949951171875,33537
2025-01-16,1769.26318359375,1785.0,1800.9000244140625,1760.0,1760.0,414491
2025-01-17,1732.39111328125,1747.800048828125,1799.0,1735.0,1781.0,130990
2025-01-20,1786.5592041015625,1802.449951171875,1811.9000244140625,1739.050048828125,1758.0,109040
2025-01-21,1776.94482421875,1792.75,1847.949951171875,1780.0,1802.4000244140625,114314
2025-01-22,1787.9964599609375,1803.9000244140625,1811.0,1777.0,1802.199951171875,222963
2025-01-23,1789.731201171875,1805.6500244140625,1816.5,1786.0,1786.0,20150
2025-01-24,1764.2576904296875,1779.949951171875,1806.949951171875,1769.949951171875,1804.699951171875,76980
2025-01-27,1746.1190185546875,1761.6500244140625,1779.949951171875,1735.800048828125,1779.949951171875,42957
2025-01-28,1699.3350830078125,1714.449951171875,1761.9000244140625,1690.199951171875,1761.6500244140625,105629
2025-01-29,1704.737060546875,1719.9000244140625,1732.949951171875,1692.0,1692.0,39187
2025-01-30,1730.60693359375,1746.0,1766.75,1707.0,1707.1500244140625,26131
2025-01-31,1748.3492431640625,1763.9000244140625,1777.0,1725.199951171875,1725.199951171875,23557
2025-02-01,1763.2664794921875,1778.949951171875,1797.8499755859375,1738.75,1765.0,14656
2025-02-03,1701.2679443359375,1716.4000244140625,1772.4000244140625,1710.5999755859375,1772.4000244140625,53251
2025-02-04,1726.791015625,1742.1500244140625,1765.0,1710.0,1725.4000244140625,133468
2025-02-05,1698.6910400390625,1713.800048828125,1789.949951171875,1708.1500244140625,1789.949951171875,225427
2025-02-06,1701.3175048828125,1716.449951171875,1760.9000244140625,1707.0,1739.5,142923
2025-02-07,1664.760009765625,1671.25,1731.8499755859375,1660.25,1727.5999755859375,94885
2025-02-10,1672.03173828125,1678.550048828125,1710.949951171875,1668.0,1679.5999755859375,180172
2025-02-11,1606.8856201171875,1613.1500244140625,1700.0,1589.5,1680.0,186191
2025-02-12,1619.7852783203125,1626.0999755859375,1644.0,1519.800048828125,1600.0,398901
2025-02-13,1677.16162109375,1683.699951171875,1704.699951171875,1610.550048828125,1626.0999755859375,254087
2025-02-14,1662.817626953125,1669.300048828125,1695.949951171875,1651.0999755859375,1668.5999755859375,136878
2025-02-17,1634.37841796875,1640.75,1669.300048828125,1613.050048828125,1669.300048828125,197440
2025-02-18,1608.6785888671875,1614.949951171875,1649.3499755859375,1602.050048828125,1640.75,38324
2025-02-19,1667.698486328125,1674.199951171875,1689.199951171875,1560.3499755859375,1603.5999755859375,219878
2025-02-20,1623.7200927734375,1630.050048828125,1683.4000244140625,1620.0999755859375,1677.5999755859375,131663
2025-02-21,1600.610107421875,1606.8499755859375,1641.199951171875,1586.800048828125,1638.5999755859375,115538
2025-02-24,1564.7998046875,1570.9000244140625,1606.699951171875,1560.050048828125,1606.050048828125,154128
2025-02-25,1585.7679443359375,1591.949951171875,1639.0,1536.1500244140625,1558.0,138876
2025-02-27,1571.6729736328125,1577.800048828125,1602.300048828125,1524.8499755859375,1602.300048828125,135470
2025-02-28,1637.9644775390625,1644.3499755859375,1667.199951171875,1525.25,1577.5,216953
2025-03-03,1592.5416259765625,1598.75,1646.800048828125,1571.0,1640.0,160834
2025-03-04,1600.610107421875,1606.8499755859375,1623.199951171875,1582.9000244140625,1595.550048828125,59405
2025-03-05,1637.2672119140625,1643.6500244140625,1650.0,1605.050048828125,1614.0,72961
2025-03-06,1585.96728515625,1592.1500244140625,1667.0,1576.5,1652.300048828125,168550
2025-03-07,1572.1212158203125,1578.25,1611.9000244140625,1572.4000244140625,1593.5999755859375,65606
2025-03-10,1584.6224365234375,1590.800048828125,1608.0,1581.4000244140625,1592.949951171875,54717
2025-03-11,1562.0106201171875,1568.0999755859375,1593.25,1536.4000244140625,1575.050048828125,70455
2025-03-12,1498.5579833984375,1504.4000244140625,1578.300048828125,1497.550048828125,1576.0,86006
2025-03-13,1511.906005859375,1517.800048828125,1551.0,1433.5999755859375,1514.199951171875,270129
2025-03-17,1516.338623046875,1522.25,1547.949951171875,1498.199951171875,1544.0,78258
2025-03-18,1516.338623046875,1522.25,1522.25,1522.25,1522.25,0
2025-03-19,1593.13916015625,1599.3499755859375,1603.699951171875,1567.75,1585.0,86979
2025-03-20,1623.670166015625,1630.0,1635.0,1604.550048828125,1615.300048828125,110381
2025-03-21,1643.8914794921875,1650.300048828125,1665.0,1620.050048828125,1630.0,120812
2025-03-24,1673.12744140625,1679.6500244140625,1694.699951171875,1650.300048828125,1650.300048828125,98495
2025-03-25,1723.6802978515625,1730.4000244140625,1747.5,1666.0,1694.800048828125,160293
