date_,adj close_lindeindia.ns,close_lindeindia.ns,high_lindeindia.ns,low_lindeindia.ns,open_lindeindia.ns,volume_lindeindia.ns
2025-05-09,6072.20654296875,6083.5,6100.0,5800.0,5800.0,22635
2025-05-12,6311.26171875,6323.0,6419.0,6185.0,6185.0,27685
2025-05-13,6445.0126953125,6457.0,6495.0,6300.0,6300.0,24454
2025-05-14,6821.31298828125,6834.0,6900.0,6473.0,6510.0,112809
2025-05-15,7140.71875,7154.0,7260.0,6998.0,7089.5,200641
2025-05-16,7164.67431640625,7178.0,7250.0,7023.5,7180.0,58941
2025-05-19,7296.42919921875,7310.0,7420.0,7195.0,7200.0,77435
2025-05-20,7028.9267578125,7042.0,7374.0,7021.0,7353.5,46382
2025-05-21,7133.23291015625,7146.5,7200.0,7022.0,7100.0,31960
2025-05-22,6969.0380859375,6982.0,7146.5,6947.0,7146.5,36911
2025-05-23,7040.90478515625,7054.0,7109.5,6890.5,7009.0,37741
2025-05-26,7546.46435546875,7560.5,7715.0,7104.0,7104.0,457383
2025-05-27,7505.54052734375,7519.5,7680.0,7498.5,7580.0,61619
2025-05-28,7574.41259765625,7588.5,7870.0,7500.0,7560.0,130586
2025-05-29,7530.494140625,7544.5,7655.5,7510.0,7625.0,27920
2025-05-30,7491.56640625,7505.5,7639.0,7471.5,7570.0,25719
2025-06-02,7506.03955078125,7520.0,7605.0,7419.5,7514.0,25588
2025-06-03,7457.13037109375,7471.0,7636.5,7450.0,7577.5,29775
2025-06-04,7515.02294921875,7529.0,7595.0,7471.0,7471.0,23720
2025-06-05,7488.07275390625,7502.0,7595.0,7481.0,7525.0,19749
2025-06-06,7434.67236328125,7448.5,7580.0,7424.5,7560.0,14639
2025-06-09,7465.11572265625,7479.0,7550.0,7454.5,7514.0,14716
2025-06-10,7282.95458984375,7296.5,7524.0,7231.0,7524.0,35870
2025-06-11,7345.33837890625,7359.0,7489.0,7300.0,7360.0,35877
2025-06-12,7178.1494140625,7191.5,7415.0,7170.0,7345.0,17054
2025-06-13,7122.25341796875,7135.5,7373.0,7092.0,7160.0,28585
2025-06-16,7124.24951171875,7137.5,7197.0,7022.0,7130.0,17032
2025-06-17,7089.8134765625,7103.0,7171.0,7040.0,7159.0,17178
2025-06-18,7002.97509765625,7016.0,7161.5,6981.5,7116.0,11907
2025-06-19,6720.00146484375,6732.5,7072.0,6720.0,7005.0,34056
2025-06-20,6510.39111328125,6522.5,6812.5,6485.0,6745.0,231590
2025-06-23,6854.251953125,6867.0,6920.0,6501.0,6519.0,78012
2025-06-24,6550.31689453125,6562.5,6940.0,6541.0,6930.0,115420
2025-06-25,6592.2392578125,6604.5,6660.0,6549.0,6610.0,37282
2025-06-26,6582.2578125,6594.5,6745.0,6570.0,6626.0,36052
2025-06-27,6626.67529296875,6639.0,6719.5,6594.5,6604.0,59215
2025-06-30,6643.14453125,6655.5,6763.0,6630.0,6675.0,28415
2025-07-01,6563.29296875,6575.5,6713.5,6539.5,6680.0,88971
2025-07-02,6656.1201171875,6668.5,6675.0,6543.0,6630.0,26533
2025-07-03,6582.2578125,6594.5,6730.0,6585.0,6690.0,18954
2025-07-04,6607.21142578125,6619.5,6633.0,6563.0,6625.0,21341
2025-07-07,6667.10009765625,6679.5,6748.0,6611.0,6616.0,23102
2025-07-08,6880.70263671875,6893.5,6920.0,6669.0,6675.5,140403
2025-07-09,6779.89013671875,6792.5,6902.0,6775.0,6892.5,23782
2025-07-10,6757.93115234375,6770.5,6820.5,6720.0,6812.0,20736
2025-07-11,6781.88623046875,6794.5,6839.5,6751.0,6751.0,17325
2025-07-14,6827.80078125,6840.5,6874.0,6750.0,6805.0,26193
2025-07-15,6828.79931640625,6841.5,6883.5,6805.0,6840.5,10880
2025-07-16,6737.96826171875,6750.5,6884.5,6740.0,6867.5,12566
2025-07-17,6710.51904296875,6723.0,6797.5,6710.0,6769.0,8420
2025-07-18,6691.05517578125,6703.5,6765.0,6653.0,6731.0,11378
2025-07-21,6676.58203125,6689.0,6723.0,6650.0,6690.0,11750
2025-07-22,6595.732421875,6608.0,6709.0,6590.0,6650.0,13930
2025-07-23,6569.78076171875,6582.0,6639.5,6542.5,6610.0,16383
2025-07-24,6593.2373046875,6605.5,6824.5,6595.0,6645.0,26666
2025-07-25,6452.0,6464.0,6655.0,6445.0,6655.0,20554
2025-07-28,6488.93115234375,6501.0,6619.5,6402.5,6411.0,21976
2025-07-29,6552.8125,6565.0,6590.0,6434.5,6501.0,13658
2025-07-30,6605.21484375,6617.5,6649.5,6575.0,6615.0,8405
2025-07-31,6561.296875,6573.5,6645.0,6511.0,6511.0,13275
2025-08-01,6562.7939453125,6575.0,6618.0,6530.0,6617.0,13710
2025-08-04,6585.251953125,6597.5,6645.0,6534.5,6645.0,9671
2025-08-05,6526.86083984375,6539.0,6645.0,6524.5,6645.0,14174
2025-08-06,6452.0,6464.0,6637.0,6411.0,6590.0,12817
2025-08-07,6533.0,6533.0,6575.0,6355.0,6459.5,15955
2025-08-08,6375.5,6375.5,6499.5,6350.0,6499.5,20534
2025-08-11,6219.5,6219.5,6321.0,6105.0,6303.0,44773
2025-08-12,6214.0,6214.0,6342.0,6180.0,6180.0,12485
2025-08-13,6226.0,6226.0,6291.5,6199.5,6215.0,10292
2025-08-14,6212.5,6212.5,6256.0,6194.0,6195.0,6718
2025-08-18,6392.5,6392.5,6527.0,6212.5,6245.0,32335
2025-08-19,6417.5,6417.5,6524.0,6341.0,6397.0,16311
2025-08-20,6366.0,6366.0,6450.0,6349.5,6450.0,10616
2025-08-21,6348.5,6348.5,6423.5,6325.0,6400.0,8207
2025-08-22,6311.5,6311.5,6360.5,6295.5,6359.0,7242
2025-08-25,6295.0,6295.0,6368.5,6211.0,6321.0,16824
2025-08-26,6418.0,6418.0,6589.0,6211.5,6265.0,120576
2025-08-28,6374.0,6374.0,6425.5,6339.5,6401.0,8955
2025-08-29,6378.5,6378.5,6446.5,6306.0,6397.0,12671
2025-09-01,6368.5,6368.5,6427.5,6335.0,6379.5,13745
2025-09-02,6380.0,6380.0,6430.0,6334.0,6387.0,10290
2025-09-03,6438.5,6438.5,6450.0,6369.5,6410.0,9147
2025-09-04,6456.5,6456.5,6513.0,6403.0,6507.0,12137
2025-09-05,6425.5,6425.5,6511.5,6355.0,6468.0,15655
2025-09-08,6494.0,6494.0,6501.0,6380.0,6463.0,12190
2025-09-09,6463.0,6463.0,6568.0,6438.0,6550.0,16935
2025-09-10,6465.0,6465.0,6500.0,6446.0,6500.0,21570
2025-09-11,6443.0,6443.0,6565.0,6404.0,6478.0,12099
2025-09-12,6439.0,6439.0,6510.5,6410.0,6425.0,8793
2025-09-15,6529.5,6529.5,6560.0,6409.0,6439.0,17601
2025-09-16,6510.5,6510.5,6559.5,6490.0,6559.5,11406
2025-09-17,6443.0,6443.0,6600.0,6433.0,6534.5,38858
2025-09-18,6446.0,6446.0,6500.0,6410.0,6500.0,17455
2025-09-19,6314.5,6314.5,6457.5,6275.0,6450.0,30609
2025-09-22,6379.0,6379.0,6464.0,6315.0,6315.0,14744
2025-09-23,6480.0,6480.0,6519.5,6360.5,6373.0,27984
2025-09-24,6371.5,6371.5,6520.0,6346.0,6473.5,21797
2025-09-25,6378.0,6378.0,6410.0,6355.0,6385.0,12111
2025-09-26,6317.0,6317.0,6408.0,6275.0,6378.0,12256
2025-09-29,6201.0,6201.0,6370.0,6176.0,6370.0,15751
2025-09-30,6245.5,6245.5,6265.0,6200.0,6227.0,9602
2025-10-01,6266.5,6266.5,6342.5,6213.5,6245.5,44639
2025-10-03,6226.0,6226.0,6299.0,6201.0,6222.0,11313
2025-10-06,6145.5,6145.5,6265.0,6102.0,6240.0,25249
2025-10-07,6144.5,6144.5,6196.0,6119.0,6155.0,10514
2025-10-08,6116.0,6116.0,6188.0,6084.5,6140.0,10825
2025-10-09,6180.5,6180.5,6230.0,6112.5,6136.0,13539
2025-10-10,6198.5,6198.5,6240.0,6170.0,6192.0,13049
2025-10-13,6177.5,6177.5,6206.0,6158.0,6180.0,9114
2025-10-14,6181.0,6181.0,6242.0,6143.5,6180.5,7412
2025-10-15,6177.5,6177.5,6239.5,6150.0,6180.5,13806
2025-10-16,6191.0,6191.0,6280.0,6179.5,6210.0,16792
2025-10-17,6153.5,6153.5,6230.0,6128.5,6207.0,61246
2025-10-20,6093.5,6093.5,6161.0,6081.0,6131.0,21890
2025-10-21,6138.0,6138.0,6151.0,6101.5,6101.5,1811
2025-10-23,6107.5,6107.5,6180.0,6091.5,6150.5,11806
2025-10-24,6108.0,6108.0,6141.0,6066.0,6130.0,15032
2025-10-27,6085.0,6085.0,6131.0,6048.0,6123.0,13199
2025-10-28,6065.0,6065.0,6129.0,6055.5,6089.5,11731
2025-10-29,6066.0,6066.0,6100.0,6059.0,6070.0,7637
2025-10-30,6059.5,6059.5,6080.0,6048.0,6048.0,7349
2025-10-31,6013.5,6013.5,6094.5,6000.0,6075.0,9493
2025-11-03,6023.0,6023.0,6041.0,5985.0,6029.0,14224
2025-11-04,5986.5,5986.5,6023.0,5972.5,6023.0,13728
2025-11-05,5986.5,5986.5,5986.5,5986.5,5986.5,0
2025-11-06,5843.0,5843.0,6020.0,5808.5,6020.0,17094
2025-11-07,5878.5,5878.5,6105.0,5844.0,6105.0,161877
2025-11-10,5839.0,5839.0,5950.0,5821.5,5910.0,23690
2025-11-11,5779.5,5779.5,5890.0,5751.0,5880.0,26995
2025-11-12,5801.0,5801.0,5839.0,5779.0,5779.0,21319
2025-11-13,5758.0,5758.0,5850.0,5740.5,5821.0,27689
2025-11-14,5743.0,5743.0,5795.0,5707.5,5768.0,69104
2025-11-17,5741.0,5741.0,5800.0,5715.0,5743.0,21650
2025-11-18,5695.5,5695.5,5760.0,5673.0,5750.5,30093
2025-11-19,6076.5,6076.5,6122.5,5678.0,5707.0,234547
2025-11-20,6125.5,6125.5,6332.0,6035.0,6060.5,146715
2025-11-21,5966.5,5966.5,6123.0,5924.0,6120.0,41575
2025-11-24,5894.5,5894.5,6000.0,5847.5,5975.5,27584
2025-11-25,5890.0,5890.0,5944.0,5865.0,5900.0,20980
2025-11-26,5908.0,5908.0,6074.0,5871.0,5909.0,142346
2025-11-27,6022.5,6022.5,6035.0,5925.0,5966.0,36102
2025-11-28,5966.0,5966.0,6063.5,5927.0,6024.0,32279
2025-12-01,5884.5,5884.5,6023.0,5865.0,6023.0,19886
2025-12-02,5793.0,5793.0,5905.0,5747.0,5880.0,28529
2025-12-03,5771.0,5771.0,5828.0,5732.0,5828.0,13990
2025-12-04,5800.0,5800.0,5855.5,5741.0,5741.0,18552
2025-12-05,5910.0,5910.0,6034.0,5775.0,5787.0,116174
2025-12-08,5854.0,5854.0,6219.0,5820.0,5947.0,171457
2025-12-09,5923.0,5923.0,5944.5,5765.0,5849.0,20289
2025-12-10,5865.0,5865.0,6017.0,5840.0,5923.0,19949
2025-12-11,5971.5,5971.5,5994.0,5870.0,5940.0,35328
2025-12-12,6008.5,6008.5,6052.5,5952.0,5965.0,23652
2025-12-15,6137.5,6137.5,6190.0,5965.0,6033.5,47979
2025-12-16,6044.0,6044.0,6136.0,6027.5,6136.0,13108
2025-12-17,6003.5,6003.5,6065.0,5930.0,6054.0,20573
2025-12-18,5940.5,5940.5,6010.0,5890.5,5989.5,12704
2025-12-19,5896.0,5896.0,5982.0,5870.0,5930.0,28926
2025-12-22,5914.0,5914.0,5953.0,5886.5,5933.0,9674
2025-12-23,5883.0,5883.0,5953.0,5866.5,5920.0,13206
2025-12-24,5833.0,5833.0,5947.0,5818.5,5947.0,13422
2025-12-26,5956.0,5956.0,6000.0,5803.5,5832.0,44590
2025-12-29,5948.5,5948.5,5992.0,5892.0,5914.0,21842
2025-12-30,5905.0,5905.0,5979.0,5880.0,5948.5,27646
2025-12-31,5955.5,5955.5,5970.0,5893.0,5915.0,17026
2026-01-01,5908.0,5908.0,5961.0,5887.0,5935.0,7219
2026-01-02,5955.5,5955.5,5994.0,5901.5,5994.0,16263
2026-01-05,5927.5,5927.5,6010.0,5894.0,5955.5,12963
2026-01-06,5951.0,5951.0,5980.0,5880.0,5949.0,13389
2026-01-07,5968.0,5968.0,6000.0,5930.0,5958.0,19669
2026-01-08,5878.0,5878.0,5967.5,5855.5,5967.5,17936
2026-01-09,5907.5,5907.5,6027.0,5835.5,5878.0,21219
2026-01-12,6105.0,6105.0,6309.5,5890.5,5978.5,309281
2026-01-13,6083.0,6083.0,6237.5,6061.0,6105.5,29655
2026-01-14,6080.0,6080.0,6099.5,6011.5,6081.0,11067
2026-01-16,6101.0,6101.0,6120.0,6017.0,6100.0,18938
