date_,adj close_rcf.ns,close_rcf.ns,high_rcf.ns,low_rcf.ns,open_rcf.ns,volume_rcf.ns
2024-02-16,146.7166748046875,149.0500030517578,153.4499969482422,148.10000610351562,152.10000610351562,2640159
2024-02-19,149.32518005371094,151.6999969482422,154.1999969482422,148.75,149.89999389648438,3227972
2024-02-20,146.81509399414062,149.14999389648438,154.6999969482422,148.5500030517578,152.0500030517578,2660450
2024-02-21,148.34083557128906,150.6999969482422,154.64999389648438,148.0,149.9499969482422,4101586
2024-02-22,146.3229217529297,148.64999389648438,151.60000610351562,146.5500030517578,151.60000610351562,2263427
2024-02-23,146.9135284423828,149.25,151.14999389648438,148.5,150.0,1918716
2024-02-26,144.10813903808594,146.39999389648438,149.1999969482422,144.6999969482422,149.0500030517578,1871095
2024-02-27,143.66519165039062,145.9499969482422,148.89999389648438,145.0500030517578,146.39999389648438,1648622
2024-02-28,138.89112854003906,141.10000610351562,147.25,140.25,146.5,2080000
2024-02-29,139.38330078125,141.60000610351562,145.6999969482422,138.5500030517578,140.5,2877269
2024-03-01,140.51528930664062,142.75,144.75,142.10000610351562,142.9499969482422,1290954
2024-03-04,142.1886749267578,144.4499969482422,147.3000030517578,143.6999969482422,145.5,1692674
2024-03-05,139.97389221191406,142.1999969482422,145.1999969482422,141.8000030517578,144.5,1271619
2024-03-06,136.33181762695312,138.5,142.25,136.5,142.0,2041930
2024-03-07,138.4481658935547,140.64999389648438,143.9499969482422,139.0,139.0,3006807
2024-03-11,135.15061950683594,137.3000030517578,140.89999389648438,136.14999389648438,140.4499969482422,2226374
2024-03-12,130.13043212890625,132.1999969482422,137.8000030517578,131.0500030517578,137.6999969482422,2485065
2024-03-13,118.46595764160156,120.3499984741211,133.75,118.4000015258789,132.3000030517578,4907012
2024-03-14,125.65167236328125,127.6500015258789,128.9499969482422,118.94999694824219,121.0,3566705
2024-03-15,127.27584838867188,129.3000030517578,130.35000610351562,124.0999984741211,127.80000305175781,2809734
2024-03-18,124.02750396728516,126.0,131.39999389648438,125.55000305175781,129.89999389648438,2417762
2024-03-19,123.97828674316406,125.94999694824219,128.0,125.1500015258789,126.94999694824219,1969089
2024-03-20,123.04315948486328,125.0,127.8499984741211,123.1500015258789,126.5,2121862
2024-03-21,127.07898712158203,129.10000610351562,131.10000610351562,126.30000305175781,126.30000305175781,2662693
2024-03-22,128.45706176757812,130.5,132.3000030517578,128.75,129.0,2154717
2024-03-26,125.65167236328125,127.6500015258789,131.60000610351562,127.05000305175781,130.3000030517578,1832812
2024-03-27,125.70088958740234,127.69999694824219,130.89999389648438,127.05000305175781,127.5,3642136
2024-03-28,126.2422866821289,128.25,131.25,127.6500015258789,128.5,2277400
2024-04-01,135.34747314453125,137.5,138.0,129.10000610351562,129.4499969482422,4409857
2024-04-02,137.90676879882812,140.10000610351562,141.85000610351562,136.0,136.9499969482422,4255678
2024-04-03,142.33633422851562,144.60000610351562,146.14999389648438,138.60000610351562,139.60000610351562,5908494
2024-04-04,141.9425811767578,144.1999969482422,147.0500030517578,142.0,145.39999389648438,2720052
2024-04-05,143.46832275390625,145.75,146.60000610351562,141.8000030517578,143.8000030517578,2965777
2024-04-08,142.87770080566406,145.14999389648438,146.89999389648438,143.89999389648438,146.5500030517578,2032381
2024-04-09,143.4191131591797,145.6999969482422,149.39999389648438,144.5500030517578,145.89999389648438,4176555
2024-04-10,145.43701171875,147.75,149.39999389648438,144.60000610351562,146.39999389648438,2940467
2024-04-12,142.58242797851562,144.85000610351562,147.75,144.5500030517578,147.5,1543064
2024-04-15,137.31617736816406,139.5,141.9499969482422,135.85000610351562,140.5,2544759
2024-04-16,138.4481658935547,140.64999389648438,142.8000030517578,137.3000030517578,137.35000610351562,2148877
2024-04-18,136.67636108398438,138.85000610351562,143.39999389648438,138.39999389648438,141.0,1594394
2024-04-19,136.28260803222656,138.4499969482422,140.0,134.3000030517578,136.1999969482422,2065488
2024-04-22,142.58242797851562,144.85000610351562,145.4499969482422,138.89999389648438,139.8000030517578,3610234
2024-04-23,141.54885864257812,143.8000030517578,145.75,143.14999389648438,145.6999969482422,1675420
2024-04-24,149.6204833984375,152.0,152.89999389648438,144.4499969482422,144.5,11453462
2024-04-25,148.3900604248047,150.75,153.60000610351562,149.60000610351562,152.85000610351562,3462863
2024-04-26,149.6204833984375,152.0,154.89999389648438,150.0,151.5,5786171
2024-04-29,149.66970825195312,152.0500030517578,154.60000610351562,151.60000610351562,153.1999969482422,2503893
2024-04-30,148.29161071777344,150.64999389648438,153.5,150.1999969482422,152.89999389648438,1764726
2024-05-02,150.7524871826172,153.14999389648438,155.1999969482422,149.10000610351562,151.0,4336764
2024-05-03,148.63613891601562,151.0,154.85000610351562,149.3000030517578,154.0500030517578,2067841
2024-05-06,143.9604949951172,146.25,151.85000610351562,145.5,151.75,2090539
2024-05-07,140.51528930664062,142.75,146.5500030517578,141.5,146.5,1505411
2024-05-08,143.36988830566406,145.64999389648438,146.5,141.39999389648438,142.6999969482422,2046281
2024-05-09,138.2020721435547,140.39999389648438,146.8000030517578,140.0,145.64999389648438,1375533
2024-05-10,138.2512969970703,140.4499969482422,141.6999969482422,138.25,141.0500030517578,2124696
2024-05-13,137.070068359375,139.25,141.10000610351562,136.10000610351562,140.9499969482422,1963890
2024-05-14,141.54885864257812,143.8000030517578,144.10000610351562,138.6999969482422,139.3000030517578,1762178
2024-05-15,143.4191131591797,145.6999969482422,148.0500030517578,144.5,144.60000610351562,2395334
2024-05-16,142.0902557373047,144.35000610351562,146.8000030517578,143.5,146.8000030517578,1121890
2024-05-17,146.0768280029297,148.39999389648438,150.6999969482422,144.10000610351562,145.0,3428441
2024-05-21,148.78379821777344,151.14999389648438,153.10000610351562,145.0,148.4499969482422,5210334
2024-05-22,146.6182403564453,148.9499969482422,153.9499969482422,148.0,152.6999969482422,2244999
2024-05-23,145.38780212402344,147.6999969482422,151.60000610351562,147.3000030517578,149.0500030517578,2099156
2024-05-24,154.7882843017578,157.25,161.9499969482422,146.5500030517578,147.8000030517578,25660475
2024-05-27,161.2357635498047,163.8000030517578,169.39999389648438,159.0,159.39999389648438,15230016
2024-05-28,154.64065551757812,157.10000610351562,166.5,155.14999389648438,165.0,7908035
2024-05-29,157.49525451660156,160.0,162.6999969482422,154.6999969482422,156.3000030517578,6869620
2024-05-30,154.3945770263672,156.85000610351562,159.8000030517578,155.8000030517578,159.35000610351562,2309815
2024-05-31,151.6876220703125,154.10000610351562,158.14999389648438,152.10000610351562,157.6999969482422,3015661
2024-06-03,159.36549377441406,161.89999389648438,164.5500030517578,156.64999389648438,162.0,7695333
2024-06-04,137.2177276611328,139.39999389648438,157.6999969482422,133.0,157.5500030517578,6960856
2024-06-05,143.3206787109375,145.60000610351562,146.5500030517578,133.8000030517578,139.39999389648438,5217768
2024-06-06,147.99632263183594,150.35000610351562,153.5,147.10000610351562,147.89999389648438,3863271
2024-06-07,152.03213500976562,154.4499969482422,155.3000030517578,149.10000610351562,151.25,3315043
2024-06-10,165.4684600830078,168.10000610351562,168.9499969482422,154.66000366210938,155.60000610351562,24131499
2024-06-11,161.29481506347656,163.86000061035156,169.9499969482422,163.11000061035156,169.0,6859835
2024-06-12,163.19461059570312,165.7899932861328,169.1999969482422,163.50999450683594,164.35000610351562,11218978
2024-06-13,164.9762725830078,167.60000610351562,171.38999938964844,164.14999389648438,165.8800048828125,12508176
2024-06-14,165.11407470703125,167.74000549316406,170.66000366210938,166.0,168.39999389648438,6114844
2024-06-18,170.65594482421875,173.3699951171875,175.1999969482422,165.5,168.9499969482422,20187995
2024-06-19,182.3204345703125,185.22000122070312,194.0,183.0,183.0,66224688
2024-06-20,218.78057861328125,222.25999450683594,222.25999450683594,184.30999755859375,186.3000030517578,143936858
2024-06-21,204.537109375,207.7899932861328,227.6999969482422,206.3300018310547,223.89999389648438,56852352
2024-06-24,191.24844360351562,194.2899932861328,204.39999389648438,191.66000366210938,196.0,27353892
2024-06-25,186.2184295654297,189.17999267578125,197.10000610351562,188.25999450683594,195.1999969482422,17939140
2024-06-26,188.22650146484375,191.22000122070312,196.0,188.00999450683594,190.0,18469008
2024-06-27,182.4188690185547,185.32000732421875,191.75,182.75,191.75,7779409
2024-06-28,190.16566467285156,193.19000244140625,194.5,185.44000244140625,185.89999389648438,13017610
2024-07-01,193.916015625,197.0,201.8000030517578,192.10000610351562,194.0,17449096
2024-07-02,193.29586791992188,196.3699951171875,199.0,192.5,198.5,6071900
2024-07-03,195.00865173339844,198.11000061035156,203.39999389648438,195.60000610351562,196.89999389648438,13376694
2024-07-04,199.26101684570312,202.42999267578125,207.5,196.1300048828125,198.4600067138672,20229596
2024-07-05,200.74737548828125,203.94000244140625,207.0,201.75,202.92999267578125,9978075
2024-07-08,224.8146209716797,228.38999938964844,233.0,205.0,205.17999267578125,53584185
2024-07-09,227.15736389160156,230.77000427246094,243.6999969482422,227.00999450683594,234.89999389648438,48454569
2024-07-10,216.33941650390625,219.77999877929688,227.89999389648438,213.64999389648438,227.89999389648438,18043004
2024-07-11,219.02667236328125,222.50999450683594,227.5,220.5,220.75,10203932
2024-07-12,224.7850799560547,228.36000061035156,244.89999389648438,226.02000427246094,226.02000427246094,36448691
2024-07-15,229.13589477539062,232.77999877929688,237.3000030517578,224.5,231.0,15937399
2024-07-16,227.8660888671875,231.49000549316406,242.1999969482422,229.8000030517578,232.77999877929688,17196817
2024-07-18,221.00521850585938,224.52000427246094,233.8000030517578,221.5800018310547,232.0,10815655
2024-07-19,210.67941284179688,214.02999877929688,224.97999572753906,213.0,224.6999969482422,9322947
2024-07-22,231.35067749023438,235.02999877929688,242.0,210.75999450683594,213.89999389648438,67093597
2024-07-23,214.0950927734375,217.5,245.0,208.60000610351562,236.39999389648438,52974757
2024-07-24,213.25840759277344,216.64999389648438,222.49000549316406,215.5500030517578,217.5500030517578,11558475
2024-07-25,206.1219024658203,209.39999389648438,215.6999969482422,208.66000366210938,213.0,6913830
2024-07-26,210.12818908691406,213.47000122070312,217.85000610351562,210.25,210.5,9194806
2024-07-29,212.0771942138672,215.4499969482422,218.89999389648438,212.86000061035156,215.0,6329003
2024-07-30,216.44769287109375,219.88999938964844,222.27999877929688,213.50999450683594,216.0,12955580
2024-07-31,215.16802978515625,218.58999633789062,224.60000610351562,217.35000610351562,221.0,9632730
2024-08-01,212.9729461669922,216.36000061035156,221.39999389648438,215.10000610351562,219.0,6191879
2024-08-02,208.52369689941406,211.83999633789062,214.89999389648438,210.2100067138672,213.02000427246094,4700474
2024-08-05,193.4632110595703,196.5399932861328,207.4499969482422,195.32000732421875,207.0800018310547,6343329
2024-08-06,190.5101776123047,193.5399932861328,205.1999969482422,192.6999969482422,198.0500030517578,4987200
2024-08-07,199.6645965576172,202.83999633789062,203.89999389648438,194.60000610351562,197.8000030517578,4431814
2024-08-08,196.72140502929688,199.85000610351562,206.25,199.1999969482422,203.0,3806269
2024-08-09,200.11740112304688,203.3000030517578,206.39999389648438,200.6999969482422,201.6999969482422,4457426
2024-08-12,197.16436767578125,200.3000030517578,205.39999389648438,197.9499969482422,200.77999877929688,5718030
2024-08-13,187.8524627685547,190.83999633789062,198.2899932861328,189.8800048828125,196.5,5143582
2024-08-14,184.1414794921875,187.07000732421875,192.39999389648438,185.2100067138672,191.6999969482422,2678155
2024-08-16,189.1714630126953,192.17999267578125,194.14999389648438,189.10000610351562,190.0,5361987
2024-08-19,187.23233032226562,190.2100067138672,195.39999389648438,189.5,192.47999572753906,2776149
2024-08-20,187.2913818359375,190.27000427246094,192.6999969482422,188.3000030517578,191.44000244140625,2643118
2024-08-21,189.35848999023438,192.3699951171875,194.5,190.44000244140625,190.61000061035156,3940948
2024-08-22,199.51693725585938,202.69000244140625,207.5,192.5,193.64999389648438,17633000
2024-08-23,196.72140502929688,199.85000610351562,204.1999969482422,199.3000030517578,203.89999389648438,3366254
2024-08-26,196.08157348632812,199.1999969482422,202.69000244140625,198.27999877929688,201.3800048828125,3317203
2024-08-27,200.02880859375,203.2100067138672,207.88999938964844,199.2100067138672,199.2100067138672,7416177
2024-08-28,199.74334716796875,202.9199981689453,206.97999572753906,202.0,204.0,3219929
2024-08-29,195.8551788330078,198.97000122070312,203.4499969482422,198.00999450683594,203.4499969482422,2148826
2024-08-30,198.08966064453125,201.24000549316406,206.3000030517578,199.00999450683594,199.00999450683594,6135470
2024-09-02,198.74916076660156,201.91000366210938,205.5,199.11000061035156,202.0,3909517
2024-09-03,197.72543334960938,200.8699951171875,204.5,200.1999969482422,202.30999755859375,2588546
2024-09-04,196.92811584472656,200.05999755859375,204.25,197.50999450683594,197.50999450683594,3331971
2024-09-05,196.00282287597656,199.1199951171875,203.8800048828125,198.16000366210938,201.24000549316406,2350834
2024-09-06,188.77774047851562,191.77999877929688,202.11000061035156,191.10000610351562,200.1199951171875,3069620
2024-09-09,184.05287170410156,186.97999572753906,192.64999389648438,184.0,192.4499969482422,2850295
2024-09-10,186.8385772705078,189.80999755859375,192.67999267578125,187.74000549316406,187.75,1694113
2024-09-11,188.078857421875,191.07000732421875,193.99000549316406,188.3699951171875,189.9499969482422,3812825
2024-09-12,186.2676544189453,189.22999572753906,193.19000244140625,188.1999969482422,192.1999969482422,1696690
2024-09-13,186.7106170654297,189.67999267578125,192.44000244140625,188.83999633789062,189.75999450683594,1718630
2024-09-16,185.42111206054688,188.3699951171875,190.60000610351562,187.5500030517578,190.60000610351562,1189077
2024-09-17,183.48196411132812,186.39999389648438,190.3000030517578,185.41000366210938,188.3699951171875,1386859
2024-09-18,188.56118774414062,191.55999755859375,194.58999633789062,182.00999450683594,185.5,6812550
2024-09-19,183.9938201904297,186.9199981689453,194.9499969482422,183.16000366210938,194.39999389648438,4100303
2024-09-20,182.04483032226562,184.94000244140625,187.64999389648438,183.35000610351562,187.39999389648438,2241771
2024-09-23,185.9394073486328,187.6300048828125,190.39999389648438,184.6999969482422,185.97999572753906,2120337
2024-09-24,185.43399047851562,187.1199951171875,190.25,186.52000427246094,188.0,1638950
2024-09-25,183.71958923339844,185.38999938964844,188.10000610351562,184.14999389648438,186.50999450683594,1155987
2024-09-26,179.92410278320312,181.55999755859375,186.2899932861328,181.0500030517578,185.4499969482422,1678522
2024-09-27,181.23220825195312,182.8800048828125,185.64999389648438,181.82000732421875,182.1999969482422,1630821
2024-09-30,179.7259063720703,181.36000061035156,183.99000549316406,180.2100067138672,182.5,1117728
2024-10-01,184.383544921875,186.05999755859375,189.3000030517578,181.36000061035156,181.3800048828125,4582503
2024-10-03,179.20068359375,180.8300018310547,184.39999389648438,180.0500030517578,183.0,1441631
2024-10-04,172.88807678222656,174.4600067138672,182.0,173.22000122070312,180.5,2537203
2024-10-07,162.51242065429688,163.99000549316406,175.75,163.1999969482422,175.49000549316406,2500704
2024-10-08,167.7844696044922,169.30999755859375,170.5,162.50999450683594,163.5,1752865
2024-10-09,169.46914672851562,171.00999450683594,173.8000030517578,170.10000610351562,170.10000610351562,1259797
2024-10-10,181.01419067382812,182.66000366210938,185.30999755859375,175.1199951171875,176.4600067138672,17555119
2024-10-11,178.1997833251953,179.82000732421875,182.58999633789062,178.4600067138672,182.58999633789062,2139999
2024-10-14,174.59255981445312,176.17999267578125,181.24000549316406,174.89999389648438,179.9499969482422,1464255
2024-10-15,173.8790740966797,175.4600067138672,177.2899932861328,174.24000549316406,176.36000061035156,1023102
2024-10-16,173.74032592773438,175.32000732421875,179.72999572753906,174.0500030517578,174.85000610351562,2447954
2024-10-17,173.5421142578125,175.1199951171875,178.6999969482422,171.25999450683594,175.00999450683594,2687984
2024-10-18,170.9457244873047,172.5,173.9499969482422,169.11000061035156,173.1999969482422,1610101
2024-10-21,165.7430419921875,167.25,173.85000610351562,166.0,173.1999969482422,1180610
2024-10-22,154.97097778320312,156.3800048828125,167.6300048828125,153.77999877929688,167.1999969482422,2307719
2024-10-23,157.50791931152344,158.94000244140625,161.8300018310547,151.6999969482422,156.3699951171875,2425423
2024-10-24,156.17999267578125,157.60000610351562,161.05999755859375,155.85000610351562,159.5500030517578,1392086
2024-10-25,147.47909545898438,148.82000732421875,157.5,147.8000030517578,157.5,2426670
2024-10-28,151.57188415527344,152.9499969482422,153.89999389648438,147.92999267578125,149.64999389648438,1887735
2024-10-29,153.1772918701172,154.57000732421875,157.49000549316406,151.0,153.6999969482422,2104159
2024-10-30,159.03402709960938,160.47999572753906,162.49000549316406,154.00999450683594,154.57000732421875,3175220
2024-10-31,159.9358367919922,161.38999938964844,162.14999389648438,159.02000427246094,159.99000549316406,1218792
2024-11-01,160.9862823486328,162.4499969482422,163.0,161.64999389648438,161.89999389648438,325812
2024-11-04,156.63583374023438,158.05999755859375,162.47000122070312,156.1999969482422,162.4499969482422,1116572
2024-11-05,159.8862762451172,161.33999633789062,162.11000061035156,156.60000610351562,156.89999389648438,1526205
2024-11-06,166.13941955566406,167.64999389648438,168.14999389648438,161.4199981689453,162.1999969482422,2687559
2024-11-07,168.56736755371094,170.10000610351562,173.39999389648438,167.39999389648438,168.99000549316406,5055816
2024-11-08,163.1466522216797,164.6300048828125,170.89999389648438,164.0,170.4499969482422,1359233
2024-11-11,160.5205078125,161.97999572753906,165.39999389648438,159.0,163.25,1425028
2024-11-12,158.122314453125,159.55999755859375,165.52000427246094,156.10000610351562,162.5500030517578,972579
2024-11-13,151.10610961914062,152.47999572753906,158.4600067138672,151.75,157.60000610351562,1391908
2024-11-14,154.53494262695312,155.94000244140625,160.7100067138672,152.72000122070312,156.6999969482422,4362609
2024-11-18,151.0367431640625,152.41000366210938,156.8000030517578,151.41000366210938,155.0,1764259
2024-11-19,151.25477600097656,152.6300048828125,156.72000122070312,152.25,153.85000610351562,1328264
2024-11-21,149.12413024902344,150.47999572753906,152.39999389648438,148.5500030517578,152.14999389648438,1150462
2024-11-22,151.85926818847656,153.24000549316406,153.8800048828125,149.83999633789062,151.6999969482422,1298622
2024-11-25,159.3709716796875,160.82000732421875,165.0,155.86000061035156,155.8699951171875,3971160
2024-11-26,159.83673095703125,161.2899932861328,164.2100067138672,160.5500030517578,161.9499969482422,1863651
2024-11-27,163.8205108642578,165.30999755859375,166.86000061035156,160.52999877929688,161.94000244140625,3054294
2024-11-28,170.80699157714844,172.36000061035156,175.8000030517578,165.5,166.0500030517578,8689240
2024-11-29,177.4268035888672,179.0399932861328,180.5,170.64999389648438,172.75,10048073
2024-12-02,175.23672485351562,176.8300018310547,178.58999633789062,175.36000061035156,178.5,2845122
2024-12-03,177.55563354492188,179.1699981689453,181.50999450683594,176.1999969482422,177.0,3514231
2024-12-04,178.33851623535156,179.9600067138672,181.5,177.16000366210938,179.85000610351562,2399129
2024-12-05,178.6060791015625,180.22999572753906,184.60000610351562,177.61000061035156,180.60000610351562,5710496
2024-12-06,178.9132843017578,180.5399932861328,181.89999389648438,179.02999877929688,180.9499969482422,2627387
2024-12-09,177.17904663085938,178.7899932861328,181.6699981689453,177.85000610351562,180.5,1835318
2024-12-10,176.82229614257812,178.42999267578125,182.0,177.24000549316406,179.5,3390083
2024-12-11,177.5457305908203,179.16000366210938,182.7899932861328,177.8300018310547,178.6999969482422,4478908
2024-12-12,176.89166259765625,178.5,181.10000610351562,176.17999267578125,178.0,2486425
2024-12-13,174.0673370361328,175.64999389648438,178.49000549316406,172.6999969482422,177.8000030517578,1509678
2024-12-16,174.87005615234375,176.4600067138672,178.07000732421875,175.5,175.5,1244249
2024-12-17,182.91688537597656,184.5800018310547,188.88999938964844,178.58999633789062,178.58999633789062,19258730
2024-12-18,185.11688232421875,186.8000030517578,187.89999389648438,182.0,185.0,5726153
2024-12-19,178.64572143554688,180.27000427246094,183.69000244140625,179.10000610351562,182.0,3760055
2024-12-20,168.53762817382812,170.07000732421875,182.1300048828125,169.05999755859375,180.35000610351562,3339653
2024-12-23,165.15835571289062,166.66000366210938,172.72999572753906,165.5,172.0,2035531
2024-12-24,169.37005615234375,170.91000366210938,171.52999877929688,165.8800048828125,166.99000549316406,2334995
2024-12-26,167.50698852539062,169.02999877929688,171.8000030517578,168.0500030517578,171.8000030517578,1165700
2024-12-27,166.74392700195312,168.25999450683594,170.5,167.25,169.8000030517578,1048125
2024-12-30,165.77276611328125,167.27999877929688,169.39999389648438,165.52000427246094,168.82000732421875,1686814
2024-12-31,172.23402404785156,173.8000030517578,175.5,166.27999877929688,168.0,4412772
2025-01-01,178.64572143554688,180.27000427246094,181.35000610351562,173.3800048828125,174.1999969482422,7022303
2025-01-02,179.4583282470703,181.08999633789062,183.85000610351562,179.75,180.69000244140625,4220256
2025-01-03,179.0024871826172,180.6300048828125,182.75,179.00999450683594,181.0,1753910
2025-01-06,166.69439697265625,168.2100067138672,181.0,167.5500030517578,181.0,2022911
2025-01-07,179.33941650390625,180.97000122070312,184.39999389648438,169.0,169.0,9210166
2025-01-08,173.97816467285156,175.55999755859375,180.33999633789062,174.64999389648438,180.10000610351562,2120300
2025-01-09,173.2448272705078,174.82000732421875,183.7100067138672,173.25999450683594,175.55999755859375,6186837
2025-01-10,166.57546997070312,168.08999633789062,174.30999755859375,166.3300018310547,174.3000030517578,2599535
2025-01-13,154.9214324951172,156.3300018310547,166.89999389648438,154.61000061035156,164.99000549316406,2517763
2025-01-14,161.54122924804688,163.00999450683594,163.6199951171875,157.80999755859375,158.0,2176840
2025-01-15,160.68898010253906,162.14999389648438,166.1999969482422,161.3000030517578,163.5,1827827
2025-01-16,163.46376037597656,164.9499969482422,167.3800048828125,163.5,163.89999389648438,1550332
2025-01-17,168.19078063964844,169.72000122070312,173.8000030517578,163.91000366210938,164.41000366210938,7364019
2025-01-20,168.89437866210938,170.42999267578125,172.60000610351562,168.8800048828125,170.6999969482422,1734285
2025-01-21,168.18087768554688,169.7100067138672,176.39999389648438,168.10000610351562,170.7899932861328,4929063
2025-01-22,165.07907104492188,166.5800018310547,169.88999938964844,162.60000610351562,169.5,2293906
2025-01-23,168.26014709472656,169.7899932861328,172.8000030517578,165.74000549316406,166.41000366210938,2316056
2025-01-24,164.66285705566406,166.16000366210938,171.63999938964844,164.25,169.91000366210938,1307924
2025-01-27,152.89979553222656,154.2899932861328,164.0,153.1999969482422,164.0,2405419
2025-01-28,151.10610961914062,152.47999572753906,157.2899932861328,147.35000610351562,155.89999389648438,2951840
2025-01-29,154.83224487304688,156.24000549316406,157.67999267578125,152.50999450683594,153.10000610351562,2310971
2025-01-30,156.4079132080078,157.8300018310547,162.4499969482422,157.0,157.1999969482422,2939687
2025-01-31,161.71961975097656,163.19000244140625,164.47999572753906,156.80999755859375,158.42999267578125,3784887
2025-02-01,159.8070068359375,161.25999450683594,171.3800048828125,159.41000366210938,164.1999969482422,9287358
2025-02-03,154.67367553710938,156.0800018310547,160.5,154.14999389648438,158.50999450683594,1760990
2025-02-04,155.78358459472656,157.1999969482422,158.25,155.2100067138672,157.0,1562464
2025-02-05,156.82412719726562,158.25,161.49000549316406,158.0,158.5500030517578,1507277
2025-02-06,156.80430603027344,158.22999572753906,160.19000244140625,157.0500030517578,158.0,1112332
2025-02-07,154.97097778320312,156.3800048828125,158.39999389648438,154.5,158.1999969482422,1283846
2025-02-10,149.03494262695312,150.38999938964844,157.0500030517578,149.61000061035156,156.3800048828125,1411124
2025-02-11,139.81874084472656,141.08999633789062,150.7899932861328,140.2100067138672,150.7899932861328,2273272
2025-02-12,138.8079376220703,140.07000732421875,141.3000030517578,132.36000061035156,140.4499969482422,3362799
2025-02-13,140.05657958984375,141.3300018310547,147.8000030517578,139.69000244140625,142.88999938964844,4075117
2025-02-14,133.59532165527344,134.80999755859375,142.7899932861328,132.88999938964844,142.10000610351562,2579609
2025-02-17,131.66290283203125,132.86000061035156,134.8000030517578,129.2100067138672,134.8000030517578,2360280
2025-02-18,127.25299835205078,128.41000366210938,134.02999877929688,126.1500015258789,133.5,1712408
2025-02-19,129.7106475830078,130.88999938964844,133.8000030517578,124.5,128.57000732421875,1840069
2025-02-20,132.38632202148438,133.58999633789062,134.44000244140625,129.52000427246094,130.89999389648438,1871803
2025-02-21,129.4034423828125,130.5800018310547,137.3699951171875,130.02000427246094,133.39999389648438,2229234
2025-02-24,126.40074157714844,127.55000305175781,129.6199951171875,126.16000366210938,129.0,1250700
2025-02-25,126.06380462646484,127.20999908447266,130.74000549316406,126.5,127.80000305175781,1586868
2025-02-27,121.41606140136719,122.5199966430664,127.8499984741211,121.73999786376953,127.25,1719940
2025-02-28,115.96561431884766,117.0199966430664,121.06999969482422,115.75,120.0,2294658
2025-03-03,113.77552795410156,114.80999755859375,118.9000015258789,110.80000305175781,118.69000244140625,3188755
2025-03-04,116.599853515625,117.66000366210938,118.6500015258789,112.36000061035156,112.69999694824219,2426034
2025-03-05,121.59443664550781,122.69999694824219,123.5,117.94999694824219,117.94999694824219,2094431
2025-03-06,123.00164794921875,124.12000274658203,125.80000305175781,122.95999908447266,124.87000274658203,1449923
2025-03-07,123.82416534423828,124.94999694824219,128.60000610351562,123.4000015258789,123.55000305175781,3473866
2025-03-10,118.70075225830078,119.77999877929688,126.80000305175781,119.19999694824219,125.6500015258789,2111314
2025-03-11,117.1448974609375,118.20999908447266,119.5999984741211,116.0,118.9000015258789,1676576
2025-03-12,116.1539077758789,117.20999908447266,120.8499984741211,116.55999755859375,118.94000244140625,1474469
2025-03-13,114.89535522460938,115.94000244140625,119.18000030517578,115.31999969482422,118.25,2331667
2025-03-17,113.71607208251953,114.75,117.19000244140625,114.01000213623047,116.4800033569336,1390716
2025-03-18,113.71607208251953,114.75,114.75,114.75,114.75,0
2025-03-19,121.396240234375,122.5,123.5,118.6500015258789,119.0,2914880
2025-03-20,122.28813934326172,123.4000015258789,126.37000274658203,121.80999755859375,123.75,2260601
