date_,adj close_maruti.ns,close_maruti.ns,high_maruti.ns,low_maruti.ns,open_maruti.ns,volume_maruti.ns
2025-05-14,12534.3359375,12670.0,12718.0,12411.0,12485.0,306050
2025-05-15,12813.31640625,12952.0,13023.0,12548.0,12600.0,561496
2025-05-16,12855.8564453125,12995.0,13086.0,12912.0,12950.0,425275
2025-05-19,12849.919921875,12989.0,13046.0,12930.0,12990.0,244277
2025-05-20,12502.6787109375,12638.0,13010.0,12610.0,13005.0,361111
2025-05-21,12479.9248046875,12615.0,12808.0,12594.0,12675.0,209104
2025-05-22,12311.7451171875,12445.0,12611.0,12395.0,12611.0,434848
2025-05-23,12319.6591796875,12453.0,12495.0,12423.0,12450.0,169465
2025-05-26,12288.001953125,12421.0,12539.0,12391.0,12455.0,214703
2025-05-27,12281.0771484375,12414.0,12479.0,12290.0,12421.0,344679
2025-05-28,12198.9658203125,12331.0,12415.0,12305.0,12414.0,178181
2025-05-29,12259.3125,12392.0,12428.0,12266.0,12340.0,191097
2025-05-30,12187.0947265625,12319.0,12490.0,12251.0,12392.0,351353
2025-06-02,12158.4052734375,12290.0,12319.0,12132.0,12161.0,264972
2025-06-03,11998.1396484375,12128.0,12350.0,12060.0,12273.0,369114
2025-06-04,12032.7646484375,12163.0,12245.0,12128.0,12128.0,205846
2025-06-05,11996.1611328125,12126.0,12257.0,12016.0,12200.0,319783
2025-06-06,12328.5634765625,12462.0,12535.0,12100.0,12139.0,456129
2025-06-09,12501.689453125,12637.0,12660.0,12466.0,12505.0,323443
2025-06-10,12385.9423828125,12520.0,12744.0,12461.0,12660.0,325292
2025-06-11,12318.669921875,12452.0,12560.0,12427.0,12470.0,306061
2025-06-12,12257.333984375,12390.0,12490.0,12307.0,12459.0,347339
2025-06-13,12275.1416015625,12408.0,12425.0,12176.0,12200.0,385493
2025-06-16,12395.8349609375,12530.0,12567.0,12336.0,12404.0,184242
2025-06-17,12460.138671875,12595.0,12615.0,12470.0,12529.0,226597
2025-06-18,12611.5009765625,12748.0,12880.0,12550.0,12620.0,467738
2025-06-19,12668.8798828125,12806.0,12825.0,12714.0,12750.0,339117
2025-06-20,12654.0400390625,12791.0,12890.0,12728.0,12809.0,652128
2025-06-23,12563.025390625,12699.0,12786.0,12666.0,12771.0,192037
2025-06-24,12475.9677734375,12611.0,12855.0,12553.0,12830.0,332717
2025-06-25,12630.2978515625,12767.0,12807.0,12617.0,12684.0,316536
2025-06-26,12578.8544921875,12715.0,12848.0,12689.0,12780.0,354735
2025-06-27,12506.6357421875,12642.0,12799.0,12621.0,12750.0,346403
2025-06-30,12267.2265625,12400.0,12675.0,12332.0,12667.0,448956
2025-07-01,12308.77734375,12442.0,12459.0,12320.0,12450.0,283481
2025-07-02,12486.849609375,12622.0,12643.0,12359.0,12380.0,609735
2025-07-03,12615.4580078125,12752.0,12820.0,12590.0,12630.0,606221
2025-07-04,12510.5927734375,12646.0,12748.0,12608.0,12715.0,225607
2025-07-07,12385.9423828125,12520.0,12670.0,12471.0,12647.0,220116
2025-07-08,12281.0771484375,12414.0,12555.0,12359.0,12525.0,241050
2025-07-09,12336.4775390625,12470.0,12540.0,12430.0,12435.0,174203
2025-07-10,12514.5498046875,12650.0,12670.0,12401.0,12500.0,277325
2025-07-11,12439.3642578125,12574.0,12685.0,12521.0,12640.0,194420
2025-07-14,12380.0068359375,12514.0,12616.0,12431.0,12590.0,246737
2025-07-15,12401.7705078125,12536.0,12598.0,12481.0,12481.0,147377
2025-07-16,12429.470703125,12564.0,12571.0,12439.0,12536.0,204480
2025-07-17,12342.4130859375,12476.0,12627.0,12463.0,12569.0,189207
2025-07-18,12286.0234375,12419.0,12527.0,12370.0,12525.0,124068
2025-07-21,12272.173828125,12405.0,12478.0,12342.0,12431.0,232066
2025-07-22,12358.2421875,12492.0,12530.0,12319.0,12449.0,169006
2025-07-23,12491.796875,12627.0,12719.0,12540.0,12540.0,342005
2025-07-24,12422.5458984375,12557.0,12661.0,12519.0,12648.0,157163
2025-07-25,12271.1845703125,12404.0,12557.0,12357.0,12545.0,260700
2025-07-28,12207.869140625,12340.0,12535.0,12302.0,12371.0,292879
2025-07-29,12335.48828125,12469.0,12507.0,12268.0,12340.0,285115
2025-07-30,12482.892578125,12618.0,12643.0,12420.0,12431.0,203847
2025-07-31,12473.0,12608.0,12760.0,12464.0,12506.0,709783
2025-08-01,12302.0,12302.0,12779.0,12273.0,12521.0,346024
2025-08-04,12365.0,12365.0,12425.0,12225.0,12326.0,255693
2025-08-05,12537.0,12537.0,12577.0,12370.0,12400.0,233560
2025-08-06,12524.0,12524.0,12619.0,12483.0,12570.0,151608
2025-08-07,12632.0,12632.0,12654.0,12429.0,12525.0,173393
2025-08-08,12590.0,12590.0,12725.0,12564.0,12630.0,247048
2025-08-11,12597.0,12597.0,12734.0,12482.0,12585.0,187230
2025-08-12,12840.0,12840.0,12959.0,12606.0,12620.0,504476
2025-08-13,12834.0,12834.0,12925.0,12752.0,12840.0,252065
2025-08-14,12936.0,12936.0,12956.0,12825.0,12864.0,318580
2025-08-18,14068.0,14068.0,14125.0,13664.0,13703.0,2154781
2025-08-19,14250.0,14250.0,14270.0,13979.0,14070.0,906623
2025-08-20,14221.0,14221.0,14362.0,14200.0,14362.0,391425
2025-08-21,14280.0,14280.0,14401.0,14156.0,14219.0,513460
2025-08-22,14349.0,14349.0,14370.0,14230.0,14349.0,458935
2025-08-25,14452.0,14452.0,14478.0,14280.0,14401.0,357110
2025-08-26,14714.0,14714.0,14825.0,14391.0,14452.0,962974
2025-08-28,14752.0,14752.0,14895.0,14625.0,14895.0,666635
2025-08-29,14791.0,14791.0,14850.0,14692.0,14750.0,621560
2025-09-01,14887.0,14887.0,14938.0,14654.0,14790.0,572927
2025-09-02,14842.0,14842.0,14934.0,14783.0,14859.0,379167
2025-09-03,14927.0,14927.0,14991.0,14750.0,14875.0,561656
2025-09-04,14662.0,14662.0,15240.0,14630.0,15240.0,784369
2025-09-05,14895.0,14895.0,14957.0,14701.0,14740.0,473806
2025-09-08,15258.0,15258.0,15319.0,14850.0,14921.0,691077
2025-09-09,15365.0,15365.0,15384.0,15201.0,15249.0,605860
2025-09-10,15108.0,15108.0,15384.0,15072.0,15366.0,489062
2025-09-11,15095.0,15095.0,15191.0,15038.0,15111.0,657161
2025-09-12,15325.0,15325.0,15373.0,15153.0,15160.0,420101
2025-09-15,15265.0,15265.0,15378.0,15249.0,15350.0,170587
2025-09-16,15573.0,15573.0,15594.0,15284.0,15300.0,381944
2025-09-17,15801.0,15801.0,15818.0,15570.0,15592.0,624986
2025-09-18,15817.0,15817.0,15939.0,15703.0,15916.0,642175
2025-09-19,15864.0,15864.0,16060.0,15811.0,16000.0,652443
2025-09-22,15816.0,15816.0,16000.0,15779.0,15879.0,302234
2025-09-23,16097.0,16097.0,16325.0,16031.0,16120.0,873114
2025-09-24,16249.0,16249.0,16375.0,16063.0,16188.0,663647
2025-09-25,16269.0,16269.0,16370.0,16067.0,16249.0,490262
2025-09-26,16286.0,16286.0,16435.0,16202.0,16235.0,490957
2025-09-29,15984.0,15984.0,16340.0,15950.0,16300.0,627326
2025-09-30,16029.0,16029.0,16054.0,15921.0,15985.0,390006
2025-10-01,15965.0,15965.0,16109.0,15850.0,16026.0,426075
2025-10-03,15806.0,15806.0,16025.0,15736.0,15949.0,470216
2025-10-06,15998.0,15998.0,16057.0,15708.0,15840.0,268497
2025-10-07,16108.0,16108.0,16159.0,15977.0,16014.0,330326
2025-10-08,16012.0,16012.0,16236.0,15979.0,16108.0,306518
2025-10-09,15985.0,15985.0,16075.0,15853.0,16070.0,300499
2025-10-10,16265.0,16265.0,16315.0,15911.0,15980.0,423031
2025-10-13,16323.0,16323.0,16432.0,16218.0,16264.0,337617
2025-10-14,16261.0,16261.0,16350.0,16121.0,16350.0,307925
2025-10-15,16212.0,16212.0,16380.0,16200.0,16300.0,266435
2025-10-16,16298.0,16298.0,16332.0,16200.0,16246.0,265727
2025-10-17,16401.0,16401.0,16549.0,16298.0,16298.0,411608
2025-10-20,16424.0,16424.0,16518.0,16380.0,16500.0,374246
2025-10-21,16396.0,16396.0,16476.0,16330.0,16453.0,28990
2025-10-23,16393.0,16393.0,16660.0,16340.0,16660.0,481753
2025-10-24,16274.0,16274.0,16423.0,16200.0,16392.0,208520
2025-10-27,16388.0,16388.0,16410.0,16275.0,16350.0,209829
2025-10-28,16311.0,16311.0,16495.0,16261.0,16399.0,383383
2025-10-29,16138.0,16138.0,16428.0,16046.0,16360.0,232815
2025-10-30,16206.0,16206.0,16275.0,16077.0,16190.0,230383
2025-10-31,16186.0,16186.0,16516.0,15949.0,16204.0,719402
2025-11-03,15651.0,15651.0,16100.0,15530.0,16016.0,942850
2025-11-04,15374.0,15374.0,15633.0,15355.0,15607.0,748848
2025-11-05,15374.0,15374.0,15374.0,15374.0,15374.0,0
2025-11-06,15452.0,15452.0,15534.0,15309.0,15534.0,429800
2025-11-07,15479.0,15479.0,15499.0,15260.0,15459.0,227247
2025-11-10,15583.0,15583.0,15647.0,15380.0,15380.0,274191
2025-11-11,15645.0,15645.0,15680.0,15512.0,15640.0,181524
2025-11-12,15696.0,15696.0,15731.0,15555.0,15674.0,244015
2025-11-13,15749.0,15749.0,15800.0,15660.0,15661.0,250711
2025-11-14,15684.0,15684.0,15735.0,15572.0,15725.0,253698
2025-11-17,15878.0,15878.0,15892.0,15655.0,15689.0,301069
2025-11-18,15930.0,15930.0,15999.0,15750.0,15878.0,392903
2025-11-19,15768.0,15768.0,15950.0,15715.0,15950.0,286434
2025-11-20,15801.0,15801.0,15823.0,15618.0,15810.0,249492
2025-11-21,15977.0,15977.0,16150.0,15737.0,15790.0,586351
2025-11-24,15958.0,15958.0,16085.0,15911.0,16005.0,525788
2025-11-25,15889.0,15889.0,16050.0,15842.0,15958.0,214525
2025-11-26,16156.0,16156.0,16210.0,15950.0,15950.0,314946
2025-11-27,15903.0,15903.0,16171.0,15875.0,16166.0,339986
2025-11-28,15900.0,15900.0,16049.0,15850.0,15906.0,352340
2025-12-01,16097.0,16097.0,16177.0,15851.0,15975.0,434052
2025-12-02,16239.0,16239.0,16261.0,16095.0,16127.0,383165
2025-12-03,16082.0,16082.0,16248.0,16010.0,16219.0,264397
2025-12-04,15994.0,15994.0,16135.0,15887.0,16058.0,248812
2025-12-05,16282.0,16282.0,16338.0,15979.0,16000.0,332032
2025-12-08,16187.0,16187.0,16256.0,16094.0,16200.0,220513
2025-12-09,16020.0,16020.0,16226.0,15985.0,16051.0,276388
2025-12-10,16019.0,16019.0,16125.0,15925.0,16090.0,293374
2025-12-11,16248.0,16248.0,16296.0,15983.0,16049.0,268701
2025-12-12,16522.0,16522.0,16536.0,16247.0,16248.0,404711
2025-12-15,16415.0,16415.0,16500.0,16360.0,16500.0,225221
2025-12-16,16354.0,16354.0,16451.0,16320.0,16400.0,156134
2025-12-17,16398.0,16398.0,16490.0,16357.0,16389.0,257406
2025-12-18,16329.0,16329.0,16486.0,16221.0,16440.0,213981
2025-12-19,16414.0,16414.0,16475.0,16329.0,16329.0,360190
2025-12-22,16649.0,16649.0,16693.0,16414.0,16464.0,271590
2025-12-23,16585.0,16585.0,16720.0,16558.0,16709.0,215650
2025-12-24,16703.0,16703.0,16720.0,16542.0,16640.0,258486
2025-12-25,16703.0,16703.0,16703.0,16703.0,16703.0,0
2025-12-26,16596.0,16596.0,16703.0,16516.0,16703.0,212925
2025-12-29,16542.0,16542.0,16682.0,16499.0,16600.0,251796
2025-12-30,16647.0,16647.0,16818.0,16482.0,16575.0,1055843
2025-12-31,16697.0,16697.0,16776.0,16581.0,16581.0,314427
2026-01-01,16708.0,16708.0,16798.0,16602.0,16700.0,171293
2026-01-02,16960.0,16960.0,16999.0,16723.0,16750.0,388562
2026-01-05,17155.0,17155.0,17370.0,16980.0,17025.0,305668
2026-01-06,17292.0,17292.0,17306.0,17142.0,17170.0,192182
2026-01-07,16809.0,16809.0,17249.0,16524.0,17230.0,427979
2026-01-08,16664.0,16664.0,16808.0,16541.0,16808.0,238421
2026-01-09,16501.0,16501.0,16704.0,16417.0,16663.0,286302
2026-01-12,16582.0,16582.0,16615.0,16271.0,16456.0,288686
2026-01-13,16426.0,16426.0,16726.0,16293.0,16662.0,312205
2026-01-14,16152.0,16152.0,16412.0,16090.0,16390.0,240043
2026-01-16,15859.0,15859.0,16197.0,15770.0,16000.0,703056
