date_,adj close_maruti.ns,close_maruti.ns,high_maruti.ns,low_maruti.ns,open_maruti.ns,volume_maruti.ns
2024-03-11,11168.0458984375,11395.5498046875,11555.900390625,11350.0498046875,11515.150390625,525344
2024-03-12,11280.11328125,11509.900390625,11575.900390625,11381.0,11400.0,283816
2024-03-13,11162.7548828125,11390.150390625,11554.849609375,11267.599609375,11510.0,385204
2024-03-14,11176.9150390625,11404.599609375,11460.0,11302.0498046875,11401.75,523058
2024-03-15,11247.52734375,11476.650390625,11521.0498046875,11314.0498046875,11380.0,972333
2024-03-18,11403.9892578125,11636.2998046875,11665.400390625,11366.2998046875,11436.650390625,311049
2024-03-19,11365.5224609375,11597.0498046875,11679.9501953125,11456.150390625,11542.099609375,409259
2024-03-20,11702.75390625,11941.150390625,12025.0,11651.150390625,11651.150390625,1031037
2024-03-21,11670.4130859375,11908.150390625,12000.0,11825.349609375,11999.0,544311
2024-03-22,12091.38671875,12337.7001953125,12427.2998046875,11890.0498046875,11890.0498046875,1062263
2024-03-26,12005.9765625,12250.5498046875,12321.900390625,12141.2001953125,12285.5498046875,507568
2024-03-27,12260.58984375,12510.349609375,12722.7001953125,12285.7001953125,12290.0,878986
2024-03-28,12348.7919921875,12600.349609375,12726.7998046875,12385.5,12569.9501953125,860324
2024-04-01,12318.65625,12569.599609375,12689.0,12506.150390625,12613.349609375,314676
2024-04-02,12301.849609375,12552.4501953125,12648.0,12462.25,12624.9501953125,333508
2024-04-03,12179.736328125,12427.849609375,12525.5,12412.5498046875,12450.0,271935
2024-04-04,12316.353515625,12567.25,12649.0,12318.0498046875,12490.0,491166
2024-04-05,12173.611328125,12421.599609375,12557.900390625,12384.5,12492.0,231600
2024-04-08,12608.2568359375,12865.099609375,12927.650390625,12450.0,12450.0,570422
2024-04-09,12630.7001953125,12888.0,12985.7001953125,12780.0,12865.099609375,314466
2024-04-10,12429.5478515625,12682.75,12958.0,12600.900390625,12933.0,464239
2024-04-12,12021.6572265625,12266.5498046875,12660.0,12225.0,12660.0,973366
2024-04-15,12174.8359375,12422.849609375,12510.0,12032.9501953125,12199.5,831257
2024-04-16,12253.0927734375,12502.7001953125,12549.900390625,12275.349609375,12308.0,579183
2024-04-18,12157.3427734375,12405.0,12602.0,12320.0498046875,12570.0,679117
2024-04-19,12457.1845703125,12710.9501953125,12759.400390625,12225.0,12399.900390625,635535
2024-04-22,12530.24609375,12785.5,12879.150390625,12659.0,12783.150390625,342212
2024-04-23,12736.7890625,12996.25,13024.5,12776.2998046875,12845.0,397281
2024-04-24,12685.630859375,12944.0498046875,13073.9501953125,12900.0,13000.0,296364
2024-04-25,12664.51171875,12922.5,12980.7001953125,12740.349609375,12964.0,640725
2024-04-26,12449.736328125,12703.349609375,13045.0,12660.0,12922.0,704626
2024-04-29,12436.505859375,12689.849609375,12994.7998046875,12603.0,12800.0498046875,613937
2024-04-30,12561.6083984375,12817.5,12996.0,12740.2001953125,12786.0,528776
2024-05-02,12549.7001953125,12805.349609375,12844.150390625,12514.7998046875,12750.0,814923
2024-05-03,12242.75390625,12492.150390625,12830.0,12411.400390625,12817.9501953125,834990
2024-05-06,12190.9580078125,12439.2998046875,12646.400390625,12372.5,12550.0,342231
2024-05-07,12117.2099609375,12364.0498046875,12508.5,12239.0,12472.400390625,604375
2024-05-08,12293.1259765625,12543.5498046875,12559.9501953125,12325.0,12392.0,399669
2024-05-09,12255.00390625,12504.650390625,12739.7998046875,12436.75,12540.0,504590
2024-05-10,12422.4423828125,12675.5,12696.9501953125,12501.0,12505.0,328670
2024-05-13,12420.8251953125,12673.849609375,12708.400390625,12477.5498046875,12660.0,281421
2024-05-14,12558.3740234375,12814.2001953125,12840.0,12651.400390625,12673.849609375,331037
2024-05-15,12512.41015625,12767.2998046875,12872.400390625,12700.0,12820.0,232030
2024-05-16,12248.1435546875,12497.650390625,12848.0,12300.0,12848.0,914201
2024-05-17,12389.1220703125,12641.5,12665.900390625,12322.2998046875,12515.150390625,809226
2024-05-21,12224.279296875,12473.2998046875,12678.900390625,12441.7998046875,12600.150390625,443136
2024-05-22,12281.169921875,12531.349609375,12563.0,12363.099609375,12427.7998046875,280015
2024-05-23,12676.6650390625,12934.900390625,12975.099609375,12473.0498046875,12566.0498046875,768732
2024-05-24,12740.90625,13000.4501953125,13034.0,12811.0,12865.0,624801
2024-05-27,12648.4384765625,12906.099609375,13058.5,12777.0,13023.4501953125,464953
2024-05-28,12562.685546875,12818.599609375,12985.9501953125,12800.25,12890.0,333806
2024-05-29,12533.333984375,12788.650390625,12850.0498046875,12750.0,12818.0,353706
2024-05-30,12346.490234375,12598.0,12810.0,12550.0,12721.0,524559
2024-05-31,12151.7568359375,12399.2998046875,12633.349609375,12330.0,12598.0,908304
2024-06-03,12227.0732421875,12476.150390625,12825.0,12402.5498046875,12825.0,485936
2024-06-04,11932.9638671875,12176.0498046875,12597.2001953125,11561.4501953125,12596.599609375,825928
2024-06-05,12252.994140625,12502.599609375,12614.099609375,12125.099609375,12180.0,447581
2024-06-06,12420.482421875,12673.5,12690.0,12468.0,12511.5498046875,447536
2024-06-07,12555.1396484375,12810.900390625,12828.0,12582.349609375,12582.349609375,532480
2024-06-10,12463.65234375,12717.5498046875,12920.0,12627.900390625,12765.150390625,293471
2024-06-11,12606.8369140625,12863.650390625,12939.5498046875,12655.2001953125,12743.5,358807
2024-06-12,12592.8212890625,12849.349609375,12951.599609375,12802.0,12863.650390625,302719
2024-06-13,12590.37109375,12846.849609375,12940.0,12739.599609375,12940.0,297240
2024-06-14,12588.7548828125,12845.2001953125,12895.0,12778.7998046875,12831.5,216967
2024-06-18,12310.1796875,12560.9501953125,12880.0,12542.0498046875,12878.400390625,823306
2024-06-19,11997.6953125,12242.099609375,12625.0,12200.0,12610.0,694871
2024-06-20,11906.9443359375,12149.5,12305.5,12135.0,12246.0,907751
2024-06-21,11957.90625,12201.5,12366.25,12083.5,12220.0,947800
2024-06-24,11940.1669921875,12183.400390625,12289.0,12041.0,12181.0,550862
2024-06-25,11874.7001953125,12116.599609375,12237.7998046875,12072.0498046875,12201.400390625,594272
2024-06-26,11954.720703125,12198.25,12323.849609375,12067.7001953125,12117.0,447931
2024-06-27,11935.6103515625,12178.75,12227.2998046875,12010.0,12200.0,1230852
2024-06-28,11793.6025390625,12033.849609375,12201.5,12004.150390625,12184.9501953125,1160395
2024-07-01,11866.9091796875,12108.650390625,12260.0,12005.5498046875,12045.0,1134926
2024-07-02,11802.177734375,12042.599609375,12149.9501953125,11995.0,12149.9501953125,687181
2024-07-03,11881.6103515625,12123.650390625,12150.0,11960.0,12115.0,467532
2024-07-04,11848.2392578125,12089.599609375,12210.0,12071.7998046875,12135.0,299684
2024-07-05,11862.4013671875,12104.0498046875,12137.4501953125,12021.900390625,12069.150390625,406926
2024-07-08,11783.556640625,12023.599609375,12112.0,11966.0,12104.0,496933
2024-07-09,12571.6044921875,12827.7001953125,12959.9501953125,12264.0498046875,12325.0,2114130
2024-07-10,12517.7998046875,12772.7998046875,13300.0,12732.650390625,12950.0498046875,2070520
2024-07-11,12461.3505859375,12715.2001953125,12923.7998046875,12695.0498046875,12800.0,608983
2024-07-12,12311.69921875,12562.5,12669.900390625,12475.0,12620.0,674746
2024-07-15,12391.5224609375,12643.9501953125,12768.5,12590.0,12600.0,697186
2024-07-16,12387.2109375,12639.5498046875,12798.0,12581.75,12643.0,347810
2024-07-18,12391.6201171875,12644.0498046875,12680.0,12463.0,12633.0,391216
2024-07-19,12274.26171875,12524.2998046875,12710.0,12496.4501953125,12650.0,351955
2024-07-22,12388.8759765625,12641.25,12658.9501953125,12400.0498046875,12500.0,249631
2024-07-23,12376.919921875,12629.0498046875,12734.9501953125,12360.0,12720.0,332258
2024-07-24,12237.951171875,12487.25,12663.2001953125,12458.2001953125,12634.0,285860
2024-07-25,12259.4638671875,12509.2001953125,12525.0,12388.0498046875,12388.0498046875,396789
2024-07-26,12410.8779296875,12663.7001953125,12743.099609375,12389.2001953125,12470.0,537693
2024-07-29,12496.9736328125,12751.5498046875,12773.7001953125,12603.0,12709.0,388263
2024-07-30,12616.6376953125,12873.650390625,12968.7998046875,12709.900390625,12760.0,526539
2024-07-31,12853.9521484375,13115.7998046875,13375.0,12895.150390625,12980.0,836405
2024-08-01,13092.3466796875,13359.0498046875,13680.0,13112.0,13393.0,2040384
2024-08-02,12590.1328125,12726.400390625,13174.900390625,12673.0498046875,13126.0,1333355
2024-08-05,12070.208984375,12200.849609375,12490.0,12027.650390625,12490.0,1131415
2024-08-06,12001.2060546875,12131.099609375,12554.900390625,12110.0,12390.0,623565
2024-08-07,12239.0322265625,12371.5,12450.0,12265.900390625,12399.0,433514
2024-08-08,12088.0166015625,12218.849609375,12392.7001953125,12152.150390625,12371.0,358577
2024-08-09,12093.3095703125,12224.2001953125,12390.0,12195.099609375,12390.0,320211
2024-08-12,12141.833984375,12273.25,12370.0,12100.0,12200.0,291212
2024-08-13,12045.873046875,12176.25,12340.0498046875,12122.0,12337.0,464483
2024-08-14,12074.9580078125,12205.650390625,12239.0,12130.0,12239.0,449827
2024-08-16,12082.5263671875,12213.2998046875,12343.9501953125,12111.0,12314.9501953125,552732
2024-08-19,12019.7060546875,12149.7998046875,12244.0498046875,12126.7998046875,12195.0,277319
2024-08-20,12084.158203125,12214.9501953125,12310.0,12150.099609375,12160.5,471927
2024-08-21,12090.0947265625,12220.9501953125,12248.9501953125,12177.0498046875,12214.9501953125,295984
2024-08-22,12144.900390625,12276.349609375,12325.0,12181.0,12280.0,501316
2024-08-23,12170.5732421875,12302.2998046875,12375.0498046875,12254.400390625,12300.0,440809
2024-08-26,12112.69921875,12243.7998046875,12334.5,12222.0,12325.0,232805
2024-08-27,12363.08984375,12496.900390625,12530.0,12225.099609375,12245.0,477609
2024-08-28,12225.181640625,12357.5,12519.9501953125,12330.0,12500.0,313227
2024-08-29,12320.451171875,12453.7998046875,12480.0,12250.0,12343.0,608598
2024-08-30,12270.1953125,12403.0,12570.0,12316.2001953125,12460.0,2271179
2024-09-02,12294.333984375,12427.400390625,12525.0,12350.400390625,12373.0,331514
2024-09-03,12264.357421875,12397.099609375,12474.2998046875,12359.900390625,12474.0,445514
2024-09-04,12204.1591796875,12336.25,12398.0,12234.099609375,12325.0498046875,735076
2024-09-05,12166.912109375,12298.599609375,12370.0,12230.0,12337.0,595865
2024-09-06,12055.6669921875,12186.150390625,12304.849609375,12094.7001953125,12250.0,733354
2024-09-09,12015.69921875,12145.75,12219.849609375,12102.0,12197.5,415790
2024-09-10,12132.08984375,12263.400390625,12288.0498046875,12098.0,12150.099609375,285122
2024-09-11,12111.51171875,12242.599609375,12334.0,12165.0,12260.0,349799
2024-09-12,12268.0673828125,12400.849609375,12427.0,12151.349609375,12262.099609375,547830
2024-09-13,12184.17578125,12316.0498046875,12395.0,12291.0498046875,12365.0,361093
2024-09-16,12157.416015625,12289.0,12364.0,12256.0,12321.9501953125,170114
2024-09-17,12114.62890625,12245.75,12285.0,12151.650390625,12285.0,568161
2024-09-18,12073.423828125,12204.099609375,12337.9501953125,12170.0,12240.0498046875,182282
2024-09-19,12219.24609375,12351.5,12410.0,12206.400390625,12259.9501953125,465608
2024-09-20,12479.4306640625,12614.5,12705.150390625,12360.0498046875,12360.400390625,875654
2024-09-23,12547.294921875,12683.099609375,12749.0,12625.0,12625.0,235586
2024-09-24,12602.201171875,12738.599609375,12778.9501953125,12583.099609375,12583.099609375,425916
2024-09-25,12648.4013671875,12785.2998046875,12816.2001953125,12611.0,12727.25,341172
2024-09-26,13240.4931640625,13383.7998046875,13411.0,12830.0,12835.0,1471069
2024-09-27,13351.095703125,13495.599609375,13541.650390625,13274.4501953125,13383.0,865698
2024-09-30,13096.25390625,13238.0,13500.0,13208.7001953125,13343.5498046875,415743
2024-10-01,13025.025390625,13166.0,13300.4501953125,13000.0498046875,13238.0,388888
2024-10-03,12511.927734375,12647.349609375,13148.0,12592.2998046875,12941.0498046875,863520
2024-10-04,12470.7744140625,12605.75,12877.849609375,12512.5,12689.900390625,679362
2024-10-07,12393.3623046875,12527.5,12648.0,12378.0,12626.0498046875,465500
2024-10-08,12397.7646484375,12531.9501953125,12630.099609375,12462.0498046875,12502.25,387060
2024-10-09,12624.0654296875,12760.7001953125,12850.0,12540.5,12554.9501953125,465231
2024-10-10,12805.5009765625,12944.099609375,12965.0,12711.5,12798.900390625,492698
2024-10-11,12639.8447265625,12776.650390625,12980.0,12725.0,12944.099609375,274243
2024-10-14,12403.6005859375,12537.849609375,12799.0,12462.2998046875,12775.0,488067
2024-10-15,12313.4765625,12446.75,12709.0,12355.0,12709.0,532135
2024-10-16,12251.2998046875,12383.900390625,12454.9501953125,12231.0,12414.0498046875,418138
2024-10-17,12013.720703125,12143.75,12420.099609375,12070.0,12400.0,875937
2024-10-18,11975.484375,12105.099609375,12141.25,11844.4501953125,12070.0,506871
2024-10-21,12045.52734375,12175.900390625,12250.0,11944.5498046875,12145.5498046875,375275
2024-10-22,11795.630859375,11923.2998046875,12289.7998046875,11840.0,12215.9501953125,904901
2024-10-23,11828.1796875,11956.2001953125,12119.900390625,11753.4501953125,11923.2998046875,412638
2024-10-24,11637.740234375,11763.7001953125,11998.9501953125,11636.900390625,11998.9501953125,552495
2024-10-25,11379.6826171875,11502.849609375,11794.2998046875,11440.0,11763.599609375,624582
2024-10-28,11360.29296875,11483.25,11632.650390625,11440.0,11504.7998046875,613830
2024-10-29,10927.724609375,11046.0,11483.0,10742.4501953125,11450.0,2268683
2024-10-30,11135.921875,11256.4501953125,11520.0,10945.0,10979.0,1672966
2024-10-31,10957.849609375,11076.4501953125,11247.5498046875,11050.0,11225.0,838211
2024-11-01,10991.0400390625,11110.0,11209.5498046875,11080.0,11150.0,65670
2024-11-04,10934.1064453125,11052.4501953125,11295.0,10860.0,11295.0,444462
2024-11-05,11050.49609375,11170.099609375,11275.0,11011.900390625,11042.0,321159
2024-11-06,11232.6748046875,11354.25,11430.0,11172.599609375,11219.0,416027
2024-11-07,11179.154296875,11300.150390625,11385.0,11186.599609375,11305.150390625,530194
2024-11-08,11181.9736328125,11303.0,11344.0,11125.599609375,11260.5,269993
2024-11-11,11277.6376953125,11399.7001953125,11518.150390625,11310.0,11331.5,450681
2024-11-12,11023.78515625,11143.099609375,11516.900390625,11107.25,11392.0498046875,549747
2024-11-13,10931.2861328125,11049.599609375,11142.849609375,10864.2998046875,11140.0,507710
2024-11-14,10888.2021484375,11006.0498046875,11117.7001953125,10892.099609375,11055.0,431348
2024-11-18,10975.162109375,11093.9501953125,11182.9501953125,10915.0,10950.0,333440
2024-11-19,10841.953125,10959.2998046875,11195.25,10896.400390625,11090.0,864067
2024-11-21,10745.1513671875,10861.4501953125,10958.2001953125,10770.0,10921.150390625,540201
2024-11-22,10945.1357421875,11063.599609375,11106.650390625,10827.25,10905.0,493678
2024-11-25,10907.0986328125,11025.150390625,11247.9501953125,10990.0498046875,11202.0,635726
2024-11-26,10826.767578125,10943.9501953125,11077.9501953125,10891.4501953125,11025.150390625,406586
2024-11-27,10939.9423828125,11058.349609375,11116.900390625,10870.0,10936.0,343332
2024-11-28,10832.6044921875,10949.849609375,11080.599609375,10888.0,11060.400390625,607669
2024-11-29,10955.623046875,11074.2001953125,11130.099609375,10920.0,10949.9501953125,338207
2024-12-02,11118.955078125,11239.2998046875,11330.0,11151.0,11151.0,446880
2024-12-03,11158.4775390625,11279.25,11309.0,11203.0,11250.0,258644
2024-12-04,11010.6767578125,11129.849609375,11300.0,11106.0,11281.0,554674
2024-12-05,11062.515625,11182.25,11270.0,11031.0,11134.9501953125,545501
2024-12-06,11196.763671875,11317.9501953125,11375.9501953125,11121.0,11200.0,417214
2024-12-09,11159.021484375,11279.7998046875,11368.900390625,11252.5498046875,11322.0,254485
2024-12-10,11078.2958984375,11198.2001953125,11314.349609375,11170.0,11275.0,410569
2024-12-11,11156.9931640625,11277.75,11320.849609375,11220.599609375,11229.900390625,226584
2024-12-12,11047.8251953125,11167.400390625,11299.349609375,11078.25,11299.349609375,396561
2024-12-13,11151.8486328125,11272.5498046875,11290.0,11033.599609375,11137.400390625,263579
2024-12-16,11156.251953125,11277.0,11329.4501953125,11205.0,11255.5498046875,223389
2024-12-17,10989.60546875,11108.5498046875,11272.4501953125,11059.7001953125,11263.0,295445
2024-12-18,10884.6416015625,11002.4501953125,11098.0498046875,10970.099609375,11085.0,497103
2024-12-19,10838.044921875,10955.349609375,11035.400390625,10852.4501953125,10888.0,435360
2024-12-20,10784.3271484375,10901.0498046875,11077.0,10865.9501953125,10940.0,404608
2024-12-23,10706.123046875,10822.0,10989.7998046875,10755.400390625,10928.0,237165
2024-12-24,10621.6376953125,10736.599609375,10887.4501953125,10725.0,10822.0,151149
2024-12-26,10779.3310546875,10896.0,10974.7998046875,10770.0,10770.5,349811
2024-12-27,10823.8984375,10941.0498046875,11133.0,10912.599609375,10929.5,257973
2024-12-30,10683.3203125,10798.9501953125,10950.0,10750.099609375,10941.0498046875,335481
2024-12-31,10742.1337890625,10858.400390625,10893.7001953125,10750.599609375,10765.0,198997
2025-01-01,11088.287109375,11208.2998046875,11273.9501953125,10800.2001953125,10858.0,383202
2025-01-02,11714.5087890625,11841.2998046875,11859.150390625,11226.0,11285.0,1417042
2025-01-03,11806.4638671875,11934.25,12049.7998046875,11787.9501953125,11849.9501953125,701315
2025-01-06,11629.7763671875,11755.650390625,11979.900390625,11690.7001953125,11929.0,383268
2025-01-07,11595.7939453125,11721.2998046875,11825.9501953125,11673.7001953125,11755.650390625,308104
2025-01-08,11695.416015625,11822.0,11859.9501953125,11725.2998046875,11726.0,303100
2025-01-09,11614.837890625,11740.5498046875,11850.0,11659.650390625,11822.0,266413
2025-01-10,11506.5595703125,11631.099609375,11760.0,11570.0,11690.0,218246
2025-01-13,11374.5888671875,11497.7001953125,11654.4501953125,11468.0,11468.5,253524
2025-01-14,11615.431640625,11741.150390625,11785.5498046875,11531.0,11533.9501953125,627463
2025-01-15,11819.4736328125,11947.400390625,12192.400390625,11861.0,11890.5498046875,692822
2025-01-16,11962.8212890625,12092.2998046875,12134.0,11956.2001953125,11981.4501953125,551211
2025-01-17,12006.3994140625,12136.349609375,12189.900390625,12004.2998046875,12101.900390625,285370
2025-01-20,11891.3447265625,12020.0498046875,12147.0498046875,11984.0498046875,12147.0498046875,251731
2025-01-21,11756.455078125,11883.7001953125,12139.7998046875,11862.0498046875,12017.0498046875,300038
2025-01-22,11891.6416015625,12020.349609375,12078.849609375,11900.0498046875,11900.0498046875,396590
2025-01-23,11916.7705078125,12045.75,12106.2998046875,11961.2998046875,12005.0,480876
2025-01-24,11839.75390625,11967.900390625,12093.0,11914.099609375,11930.0,310343
2025-01-27,11865.42578125,11993.849609375,12046.900390625,11811.0498046875,11901.900390625,251783
2025-01-28,11993.9345703125,12123.75,12164.7001953125,11884.9501953125,12018.349609375,533451
2025-01-29,11849.6474609375,11977.900390625,12320.7001953125,11885.0498046875,12120.0,817549
2025-01-30,11871.509765625,12000.0,12110.849609375,11923.099609375,12021.0,418442
2025-01-31,12178.833984375,12310.650390625,12390.0,12000.0,12000.0,709009
2025-02-01,12778.1962890625,12916.5,13150.0,12228.650390625,12320.0,1101170
2025-02-03,12999.25390625,13139.9501953125,13461.2001953125,12921.650390625,12990.0,926127
2025-02-04,12969.5751953125,13109.9501953125,13259.9501953125,12971.5,13250.0,530749
2025-02-05,12946.6728515625,13086.7998046875,13150.0,13003.5,13110.0,271633
2025-02-06,12934.009765625,13074.0,13130.0,13006.7998046875,13060.0,414134
2025-02-07,12909.7724609375,13049.5,13108.5,13012.0,13060.0,355223
2025-02-10,12762.615234375,12900.75,13060.0,12886.650390625,13050.0,294142
2025-02-11,12588.103515625,12724.349609375,13017.25,12699.4501953125,12899.9501953125,354195
2025-02-12,12520.041015625,12655.5498046875,12765.349609375,12608.0498046875,12700.0,425735
2025-02-13,12535.6220703125,12671.2998046875,12744.9501953125,12614.75,12675.0,186742
2025-02-14,12544.4765625,12680.25,12780.0,12584.099609375,12700.0,233454
2025-02-17,12626.2412109375,12762.900390625,12774.0,12578.099609375,12601.599609375,192210
2025-02-18,12649.2919921875,12786.2001953125,12884.9501953125,12735.150390625,12764.9501953125,267936
2025-02-19,12550.3134765625,12686.150390625,12769.150390625,12651.0,12727.0,288694
2025-02-20,12307.4423828125,12440.650390625,12650.0,12380.0,12650.0,423739
2025-02-21,12191.4970703125,12323.4501953125,12438.599609375,12245.0,12420.0,477013
2025-02-24,12213.013671875,12345.2001953125,12432.5,12220.099609375,12248.349609375,399571
2025-02-25,12342.7587890625,12476.349609375,12507.400390625,12350.0,12388.75,363355
2025-02-27,12248.0341796875,12380.599609375,12550.0,12312.0,12531.7001953125,236805
2025-02-28,11817.939453125,11945.849609375,12338.5,11811.7001953125,12338.5,605149
2025-03-03,11649.5126953125,11775.599609375,12059.4501953125,11757.75,11886.0,186884
2025-03-04,11491.869140625,11616.25,11724.25,11591.0,11690.0,255726
2025-03-05,11492.95703125,11617.349609375,11830.0,11568.349609375,11605.0,349730
2025-03-06,11541.482421875,11666.400390625,11729.5,11480.0,11701.0,315309
2025-03-07,11539.2568359375,11664.150390625,11742.2998046875,11601.0,11650.0,259055
2025-03-10,11461.9921875,11586.0498046875,11697.900390625,11533.650390625,11600.0,153894
2025-03-11,11522.240234375,11646.9501953125,11692.0,11510.0,11579.5,245822
2025-03-12,11515.462890625,11640.099609375,11723.9501953125,11522.0,11620.7998046875,249361
2025-03-13,11390.515625,11513.7998046875,11685.0,11489.75,11634.7998046875,260736
2025-03-17,11429.9892578125,11553.7001953125,11752.9501953125,11456.349609375,11513.7998046875,275569
2025-03-18,11429.9892578125,11553.7001953125,11553.7001953125,11553.7001953125,11553.7001953125,0
2025-03-19,11491.1767578125,11615.5498046875,11714.4501953125,11547.0,11700.0,476555
2025-03-20,11604.5986328125,11730.2001953125,11765.0,11588.0,11699.900390625,379421
2025-03-21,11607.1708984375,11732.7998046875,11921.7001953125,11705.7998046875,11780.0,560565
2025-03-24,11794.5927734375,11922.25,11990.0,11742.0498046875,11779.9501953125,359033
2025-03-25,11741.814453125,11868.900390625,12075.25,11800.0,11951.400390625,514283
2025-03-26,11608.6552734375,11734.2998046875,11868.900390625,11710.0,11807.0,478517
2025-03-27,11596.4375,11721.9501953125,11898.0,11638.0,11773.150390625,645787
2025-03-28,11398.77734375,11522.150390625,11745.9501953125,11400.099609375,11699.0498046875,541795
2025-04-01,11358.166015625,11481.099609375,11545.7998046875,11290.0,11480.0,498244
2025-04-02,11590.6494140625,11716.099609375,11732.0,11410.0498046875,11481.099609375,452994
2025-04-03,11562.94921875,11688.099609375,11802.9501953125,11611.0498046875,11630.5,326624
2025-04-04,11359.056640625,11482.0,11630.0,11330.0,11600.0,355785
2025-04-07,11208.4365234375,11329.75,11358.5,11059.4501953125,11105.599609375,602353
2025-04-08,11336.2041015625,11458.900390625,11550.349609375,11290.0498046875,11530.0,629968
2025-04-09,11334.720703125,11457.400390625,11538.7001953125,11425.0,11460.099609375,255114
2025-04-11,11474.8525390625,11599.0498046875,11678.75,11480.0,11480.349609375,231420
2025-04-15,11728.0625,11855.0,11940.0,11680.0,11790.0,458593
2025-04-16,11539.107421875,11664.0,11768.0,11615.0,11768.0,470494
2025-04-17,11569.775390625,11695.0,11728.0,11525.0,11664.0,302146
2025-04-21,11619.240234375,11745.0,11769.0,11588.0,11695.0,318493
2025-04-22,11608.3583984375,11734.0,11788.0,11615.0,11770.0,516753
2025-04-23,11779.505859375,11907.0,11971.0,11729.0,11799.0,493839
2025-04-24,11766.6455078125,11894.0,12040.0,11858.0,11940.0,387863
2025-04-25,11572.744140625,11698.0,12046.0,11598.0,11902.0,906266
2025-04-28,11719.1591796875,11846.0,11896.0,11289.0,11428.0,457303
2025-04-29,11714.212890625,11841.0,11940.0,11741.0,11812.0,455596
2025-04-30,12125.7578125,12257.0,12325.0,11800.0,11825.0,967250
2025-05-02,12272.173828125,12405.0,12727.0,12250.0,12257.0,707908
2025-05-05,12324.6064453125,12458.0,12490.0,12362.0,12490.0,270014
2025-05-06,12446.2890625,12581.0,12599.0,12371.0,12438.0,414921
2025-05-07,12497.732421875,12633.0,12669.0,12355.0,12355.0,303619
2025-05-08,12259.3125,12392.0,12597.0,12330.0,12560.0,485326
2025-05-09,12118.8330078125,12250.0,12360.0,12115.0,12135.0,278112
2025-05-12,12480.9140625,12616.0,12630.0,12426.0,12426.0,185165
2025-05-13,12348.3486328125,12482.0,12700.0,12430.0,12600.0,378269
