date_,adj close_chennpetro.ns,close_chennpetro.ns,high_chennpetro.ns,low_chennpetro.ns,open_chennpetro.ns,volume_chennpetro.ns
2024-03-28,859.5772705078125,906.7999877929688,926.8499755859375,900.0,924.0,647649
2024-04-01,895.1244506835938,944.2999877929688,948.5999755859375,908.25,910.0,741482
2024-04-02,885.4556274414062,934.0999755859375,967.6500244140625,926.6500244140625,946.9500122070312,961384
2024-04-03,902.28125,951.8499755859375,964.9500122070312,934.0999755859375,938.7999877929688,1349597
2024-04-04,891.1431274414062,940.0999755859375,959.2000122070312,933.5999755859375,956.6500244140625,635777
2024-04-05,892.37548828125,941.4000244140625,955.75,921.2999877929688,946.25,722155
2024-04-08,877.63525390625,925.8499755859375,953.5999755859375,923.0,942.0999755859375,487882
2024-04-09,856.117431640625,903.1500244140625,933.8499755859375,900.0,929.7999877929688,532475
2024-04-10,857.91845703125,905.0499877929688,920.7999877929688,900.5499877929688,903.2000122070312,382881
2024-04-12,849.150146484375,895.7999877929688,929.2999877929688,885.2999877929688,905.0999755859375,997388
2024-04-15,878.1091918945312,926.3499755859375,941.0,862.2000122070312,899.0,1754812
2024-04-16,864.0799560546875,911.5499877929688,937.0999755859375,906.0,917.0,1109425
2024-04-18,882.0905151367188,930.5499877929688,965.0,920.0,922.0,1695301
2024-04-19,893.2760009765625,942.3499755859375,961.9500122070312,900.2000122070312,920.0,1347513
2024-04-22,892.2332763671875,941.25,964.8499755859375,936.0999755859375,950.8499755859375,649866
2024-04-23,879.8629150390625,928.2000122070312,950.7000122070312,925.0,946.7999877929688,524662
2024-04-24,1019.01806640625,1075.0,1098.6500244140625,915.0999755859375,931.0999755859375,16264605
2024-04-25,1020.155517578125,1076.199951171875,1097.9000244140625,1056.0,1080.0,4112611
2024-04-26,996.884033203125,1051.6500244140625,1122.5,1047.0,1080.0,4104745
2024-04-29,986.4094848632812,1040.5999755859375,1066.9000244140625,1032.050048828125,1065.8499755859375,1117785
2024-04-30,969.5838623046875,1022.8499755859375,1055.75,1015.0499877929688,1047.0,935481
2024-05-02,961.668701171875,1014.5,1035.699951171875,1006.0499877929688,1028.199951171875,1000790
2024-05-03,964.0385131835938,1017.0,1033.0,1012.5,1020.0499877929688,703294
2024-05-06,921.1449584960938,971.75,1026.0,968.0,1025.0,1118682
2024-05-07,865.5966186523438,913.1500244140625,989.0,905.9000244140625,980.0,1371550
2024-05-08,847.6334838867188,894.2000122070312,934.5999755859375,864.0,914.0,3996373
2024-05-09,804.739990234375,848.9500122070312,904.5,840.0999755859375,895.7999877929688,1124133
2024-05-10,811.6597290039062,856.25,885.9000244140625,832.5,860.0,1933367
2024-05-13,821.32861328125,866.4500122070312,875.0,828.5,856.2999877929688,1109398
2024-05-14,860.3356323242188,907.5999755859375,914.7999877929688,870.0,870.0,1447692
2024-05-15,858.62939453125,905.7999877929688,919.7000122070312,903.0499877929688,912.4000244140625,532073
2024-05-16,850.9985961914062,897.75,924.4000244140625,888.5999755859375,914.0,909771
2024-05-17,830.7130126953125,876.3499755859375,905.8499755859375,875.0,899.9000244140625,947484
2024-05-21,844.1735229492188,890.5499877929688,908.75,879.5,895.0,670407
2024-05-22,845.974609375,892.4500122070312,903.0,882.2000122070312,896.3499755859375,562493
2024-05-23,890.24267578125,939.1500244140625,945.5,898.0,898.0,1747906
2024-05-24,923.4674072265625,974.2000122070312,998.0,932.0,941.75,2580965
2024-05-27,921.8085327148438,972.4500122070312,984.0,953.0,979.0,939542
2024-05-28,909.6751098632812,959.6500244140625,976.0,954.0499877929688,972.4500122070312,560188
2024-05-29,899.6744384765625,949.0999755859375,968.0,945.25,960.0,623389
2024-05-30,871.0946044921875,918.9500122070312,952.0,910.0499877929688,949.0,674005
2024-05-31,869.8623046875,917.6500244140625,926.2000122070312,902.0,924.0,744342
2024-06-03,922.5668334960938,973.25,979.9500122070312,932.5,948.0,1156332
2024-06-04,826.8739013671875,872.2999877929688,970.0,794.2999877929688,970.0,1563522
2024-06-05,845.4532470703125,891.9000244140625,904.7999877929688,858.0,880.0,717652
2024-06-06,890.3848266601562,939.2999877929688,951.75,900.25,903.0,680471
2024-06-07,904.0349731445312,953.7000122070312,957.7999877929688,933.5,940.0,436147
2024-06-10,905.6464233398438,955.4000244140625,980.0,952.0,958.5,375594
2024-06-11,918.5855712890625,969.0499877929688,990.9500122070312,948.6500244140625,960.0,864171
2024-06-12,927.2590942382812,978.2000122070312,998.0,968.5999755859375,970.2000122070312,633685
2024-06-13,928.8231201171875,979.8499755859375,994.9000244140625,975.0,984.1500244140625,604920
2024-06-14,935.5534057617188,986.9500122070312,1009.0,981.3499755859375,985.0,1186448
2024-06-18,938.3023681640625,989.8499755859375,1015.0,987.0,996.0999755859375,514736
2024-06-19,923.37255859375,974.0999755859375,999.4500122070312,958.5499877929688,999.0,527075
2024-06-20,919.2017211914062,969.7000122070312,978.9500122070312,966.5499877929688,970.5,300222
2024-06-21,918.39599609375,968.8499755859375,986.4000244140625,965.0999755859375,969.7000122070312,288272
2024-06-24,917.7324829101562,968.1500244140625,1008.9000244140625,950.5,972.0,1242304
2024-06-25,909.0115356445312,958.9500122070312,978.0,955.7999877929688,975.0,403933
2024-06-26,899.3900756835938,948.7999877929688,961.2000122070312,945.0499877929688,954.0499877929688,372673
2024-06-27,906.2625732421875,956.0499877929688,966.4000244140625,945.0,951.9500122070312,295502
2024-06-28,930.9559326171875,982.0999755859375,993.5999755859375,960.0,960.8499755859375,1173122
2024-07-01,930.5768432617188,981.7000122070312,996.0,977.0,985.0,410774
2024-07-02,935.2216186523438,986.5999755859375,1003.0,979.5,979.9500122070312,409601
2024-07-03,922.8038330078125,973.5,995.0,968.2999877929688,995.0,485146
2024-07-04,914.6990966796875,964.9500122070312,982.2000122070312,960.4500122070312,982.2000122070312,357037
2024-07-05,898.394775390625,947.75,970.5,945.6500244140625,970.5,696848
2024-07-08,919.486083984375,970.0,1006.0,958.0499877929688,962.0,2089596
2024-07-09,968.9203491210938,1022.1500244140625,1063.699951171875,980.9500122070312,985.0,6465779
2024-07-10,954.8436279296875,1007.2999877929688,1034.0,986.2999877929688,1028.0,1357515
2024-07-11,996.0308837890625,1050.75,1068.0,1013.0,1018.0,2949985
2024-07-12,992.333984375,1046.8499755859375,1063.949951171875,1038.0,1059.0,820332
2024-07-15,1028.212890625,1084.699951171875,1102.050048828125,1050.0,1055.0,2568329
2024-07-16,1148.9783935546875,1212.0999755859375,1275.0,1097.300048828125,1100.0,20604223
2024-07-18,1156.467041015625,1220.0,1244.8499755859375,1190.0,1215.0,5291350
2024-07-19,1028.1636962890625,1035.75,1177.75,1025.0,1177.050048828125,5834969
2024-07-22,1022.1580200195312,1029.699951171875,1046.800048828125,1000.0,1034.949951171875,1949844
2024-07-23,980.9620361328125,988.2000122070312,1035.0,950.2999877929688,1031.949951171875,1554265
2024-07-24,1008.0620727539062,1015.5,1025.0,991.0499877929688,995.0,1385818
2024-07-25,1008.6080322265625,1016.0499877929688,1058.699951171875,994.4000244140625,1004.0,1835046
2024-07-26,991.7821655273438,999.0999755859375,1012.5,988.8499755859375,1004.9500122070312,819925
2024-07-29,1007.51611328125,1014.9500122070312,1031.949951171875,1006.0999755859375,1020.0,585437
2024-07-30,1015.804931640625,1023.2999877929688,1041.800048828125,1006.4000244140625,1017.7999877929688,659536
2024-07-31,989.64794921875,996.9500122070312,1038.5,990.2000122070312,1038.5,627036
2024-08-01,1021.2647094726562,1028.800048828125,1034.0,996.5999755859375,1016.9000244140625,1186587
2024-08-02,995.3062133789062,1002.6500244140625,1019.0,1000.0,1018.0,456511
2024-08-05,928.7969360351562,935.6500244140625,983.8499755859375,930.0,960.0499877929688,966337
2024-08-06,899.5626220703125,906.2000122070312,975.7999877929688,902.5499877929688,950.7000122070312,927765
2024-08-07,928.0027465820312,934.8499755859375,944.0,915.4000244140625,937.0,507488
2024-08-08,914.8497924804688,921.5999755859375,946.7999877929688,917.7999877929688,943.7000122070312,421105
2024-08-09,905.4193725585938,912.0999755859375,941.9500122070312,910.0,935.8499755859375,508712
2024-08-12,917.3314819335938,924.0999755859375,937.3499755859375,886.6500244140625,910.0,783600
2024-08-13,888.5438842773438,895.0999755859375,924.7999877929688,891.0,922.0,787946
2024-08-14,958.6268310546875,965.7000122070312,984.2999877929688,899.0499877929688,903.0,5028015
2024-08-16,974.4103393554688,981.5999755859375,1002.5,970.5999755859375,974.0,1397969
2024-08-19,979.72119140625,986.9500122070312,1006.3499755859375,984.0999755859375,987.0,751461
2024-08-20,970.4396362304688,977.5999755859375,999.0,975.0,994.7000122070312,759010
2024-08-21,983.7415161132812,991.0,997.0,981.9500122070312,984.7000122070312,423223
2024-08-22,986.52099609375,993.7999877929688,1015.0,991.0,998.4500122070312,538950
2024-08-23,1009.3029174804688,1016.75,1039.0,991.0999755859375,996.4000244140625,1288902
2024-08-26,994.5617065429688,1001.9000244140625,1027.0,997.2999877929688,1025.0,403343
2024-08-27,977.7854614257812,985.0,1011.0,981.75,1011.0,446607
2024-08-28,962.9945678710938,970.0999755859375,993.7000122070312,968.0999755859375,989.9500122070312,410111
2024-08-29,958.3290405273438,965.4000244140625,985.7000122070312,960.0,974.0,393697
2024-08-30,968.2557983398438,975.4000244140625,984.2999877929688,968.0,972.5,434746
2024-09-02,974.4103393554688,981.5999755859375,993.75,973.0499877929688,985.0,405961
2024-09-03,976.246826171875,983.4500122070312,987.4000244140625,978.4500122070312,985.7000122070312,233510
2024-09-04,965.82373046875,972.9500122070312,989.6500244140625,970.0499877929688,983.25,408521
2024-09-05,967.1141967773438,974.25,983.7000122070312,964.0,970.0499877929688,609470
2024-09-06,913.2119140625,919.9500122070312,974.25,916.0,974.0999755859375,1149359
2024-09-09,890.5292358398438,897.0999755859375,931.9500122070312,892.5499877929688,924.9500122070312,781445
2024-09-10,891.869384765625,898.4500122070312,914.7999877929688,895.0999755859375,908.5,729036
2024-09-11,871.7677001953125,878.2000122070312,909.0,868.0,909.0,527797
2024-09-12,874.7457275390625,881.2000122070312,887.0,870.0,880.0,593584
2024-09-13,874.8945922851562,881.3499755859375,891.9500122070312,872.25,886.0,498604
2024-09-16,869.6830444335938,876.0999755859375,892.0,872.1500244140625,892.0,365352
2024-09-17,870.9238891601562,877.3499755859375,888.7000122070312,872.4500122070312,881.7999877929688,587492
2024-09-18,870.8246459960938,877.25,891.9000244140625,873.0,885.5,673123
2024-09-19,873.5545043945312,880.0,887.0,864.2999877929688,879.75,516747
2024-09-20,883.1338500976562,889.6500244140625,914.0,853.3499755859375,885.9000244140625,1962381
2024-09-23,908.7944946289062,915.5,927.8499755859375,903.2000122070312,913.0,845300
2024-09-24,914.700927734375,921.4500122070312,927.6500244140625,917.5499877929688,922.0,312745
2024-09-25,920.7562255859375,927.5499877929688,932.0,912.6500244140625,925.0,352075
2024-09-26,913.0133666992188,919.75,930.0,914.5999755859375,928.2999877929688,222741
2024-09-27,913.9067993164062,920.6500244140625,933.8499755859375,913.1500244140625,919.9500122070312,513964
2024-09-30,927.605712890625,934.4500122070312,943.9000244140625,923.0499877929688,943.9000244140625,421215
2024-10-01,928.8961791992188,935.75,944.0,932.2000122070312,936.9000244140625,337014
2024-10-03,911.7725219726562,918.5,931.9500122070312,912.5499877929688,928.0,348475
2024-10-04,936.2916259765625,943.2000122070312,964.5,916.0,916.0,2311368
2024-10-07,903.781494140625,910.4500122070312,951.2999877929688,903.0999755859375,950.0,573885
2024-10-08,916.5869750976562,923.3499755859375,934.0,882.7000122070312,910.0,676511
2024-10-09,913.8074951171875,920.5499877929688,941.7000122070312,918.0,929.0,267720
2024-10-10,898.2721557617188,904.9000244140625,927.6500244140625,901.0499877929688,922.7000122070312,290371
2024-10-11,902.3421020507812,909.0,913.4000244140625,893.7000122070312,906.9500122070312,364110
2024-10-14,899.9100341796875,906.5499877929688,913.0999755859375,898.0,913.0,195557
2024-10-15,886.0125732421875,892.5499877929688,908.9000244140625,890.0999755859375,908.0,273192
2024-10-16,922.14599609375,928.9500122070312,937.8499755859375,884.0,889.9500122070312,611583
2024-10-17,936.4901733398438,943.4000244140625,999.0,920.0,930.0,5661062
2024-10-18,923.138671875,929.9500122070312,941.0,911.3499755859375,941.0,581318
2024-10-21,897.5772705078125,904.2000122070312,925.0,895.0499877929688,925.0,640481
2024-10-22,873.0581665039062,879.5,906.5499877929688,863.8499755859375,906.5499877929688,736527
2024-10-23,780.2926635742188,786.0499877929688,815.5999755859375,752.0999755859375,796.0,4411466
2024-10-24,752.9444580078125,758.5,792.5,755.0999755859375,791.4000244140625,998873
2024-10-25,702.5165405273438,707.7000122070312,766.2999877929688,696.7999877929688,763.0,2299227
2024-10-28,687.1796875,692.25,720.0,685.9000244140625,709.5,1476734
2024-10-29,676.0617065429688,681.0499877929688,717.7999877929688,673.6500244140625,693.7999877929688,1210985
2024-10-30,641.6158447265625,646.3499755859375,683.0499877929688,641.7000122070312,683.0,2439687
2024-10-31,635.0145874023438,639.7000122070312,655.0,633.0499877929688,643.0,1357828
2024-11-01,650.8477783203125,655.6500244140625,657.0,647.0499877929688,647.0499877929688,210231
2024-11-04,610.1976928710938,614.7000122070312,658.4000244140625,612.0499877929688,656.0499877929688,2142289
2024-11-05,627.76806640625,632.4000244140625,645.2000122070312,610.0,610.2000122070312,5866529
2024-11-06,660.8241577148438,665.7000122070312,676.9000244140625,635.3499755859375,639.0999755859375,4372775
2024-11-07,650.798095703125,655.5999755859375,672.0,647.6500244140625,671.5,1781578
2024-11-08,620.174072265625,624.75,656.75,619.0,656.75,1808208
2024-11-11,626.5272216796875,631.1500244140625,637.0499877929688,606.4000244140625,620.3499755859375,1610753
2024-11-12,597.7892456054688,602.2000122070312,632.0999755859375,599.5,632.0,1141701
2024-11-13,592.8258666992188,597.2000122070312,603.9000244140625,578.0499877929688,595.0,1721109
2024-11-14,574.0642700195312,578.2999877929688,597.1500244140625,569.0,596.0,2242366
2024-11-18,564.9813232421875,569.1500244140625,596.25,566.0,579.0,1683496
2024-11-19,574.659912109375,578.9000244140625,607.7000122070312,575.0,592.0,4011835
2024-11-21,565.0309448242188,569.2000122070312,576.2999877929688,565.2000122070312,574.9500122070312,1001178
2024-11-22,578.97802734375,583.25,592.2999877929688,570.0,570.0,1791144
2024-11-25,586.9690551757812,591.2999877929688,606.7999877929688,589.5999755859375,599.0,1165200
2024-11-26,604.9861450195312,609.4500122070312,617.5,588.75,591.2999877929688,1730044
2024-11-27,617.047119140625,621.5999755859375,624.0,601.1500244140625,610.0,1263219
2024-11-28,623.4498901367188,628.0499877929688,633.7999877929688,621.0499877929688,622.25,917403
2024-11-29,622.159423828125,626.75,631.75,621.25,621.25,563439
2024-12-02,624.7900390625,629.4000244140625,642.5,617.0999755859375,625.0,1507207
2024-12-03,645.0902099609375,649.8499755859375,655.7000122070312,630.8499755859375,635.0,1745362
2024-12-04,641.6158447265625,646.3499755859375,657.7999877929688,640.0,649.8499755859375,974610
2024-12-05,625.5345458984375,630.1500244140625,650.1500244140625,628.0,649.9500122070312,1345575
2024-12-06,614.5654296875,619.0999755859375,634.0,616.0999755859375,631.0,1046422
2024-12-09,595.8038940429688,600.2000122070312,620.7999877929688,597.75,619.6500244140625,1269413
2024-12-10,600.9658203125,605.4000244140625,610.4000244140625,592.5,602.2999877929688,908416
2024-12-11,597.342529296875,601.75,612.4000244140625,600.0,609.5499877929688,619838
2024-12-12,593.9674072265625,598.3499755859375,605.0499877929688,596.0,604.0,633961
2024-12-13,588.06103515625,592.4000244140625,601.1500244140625,591.0,595.0,923434
2024-12-16,589.6989135742188,594.0499877929688,599.0,590.0499877929688,598.0999755859375,713073
2024-12-17,581.4100952148438,585.7000122070312,595.6500244140625,585.0,592.0,544538
2024-12-18,570.3417358398438,574.5499877929688,587.0,572.0,585.2000122070312,674688
2024-12-19,601.7599487304688,606.2000122070312,611.9500122070312,562.5499877929688,568.2000122070312,5885038
2024-12-20,589.9470825195312,594.2999877929688,617.7999877929688,590.25,606.0,1742333
2024-12-23,596.9951171875,601.4000244140625,606.3499755859375,584.6500244140625,594.5,843201
2024-12-24,590.5923461914062,594.9500122070312,602.5499877929688,591.0999755859375,598.4000244140625,554402
2024-12-26,603.1993408203125,607.6500244140625,612.0,593.2000122070312,594.9000244140625,950876
2024-12-27,601.7103271484375,606.1500244140625,614.8499755859375,603.0999755859375,613.1500244140625,448165
2024-12-30,587.76318359375,592.0999755859375,604.4500122070312,588.0999755859375,604.0,407764
2024-12-31,621.2163696289062,625.7999877929688,651.0,586.25,590.0,13267354
2025-01-01,627.3213500976562,631.9500122070312,639.5999755859375,624.0,625.7999877929688,1455082
2025-01-02,629.6541137695312,634.2999877929688,638.4500122070312,625.9500122070312,628.7999877929688,942489
2025-01-03,628.8103637695312,633.4500122070312,647.3499755859375,631.0,635.0,1142814
2025-01-06,593.222900390625,597.5999755859375,636.3499755859375,595.0,633.4500122070312,922773
2025-01-07,600.0227661132812,604.4500122070312,615.5999755859375,597.5499877929688,597.5999755859375,720041
2025-01-08,610.892578125,615.4000244140625,636.3499755859375,604.9000244140625,606.0,3150423
2025-01-09,607.6663818359375,612.1500244140625,621.2999877929688,607.5,615.0,644293
2025-01-10,597.193603515625,601.5999755859375,611.9000244140625,594.0,608.0,632783
2025-01-13,570.540283203125,574.75,621.0,572.4500122070312,599.8499755859375,1449090
2025-01-14,570.8876953125,575.0999755859375,582.4500122070312,563.5,574.0,910652
2025-01-15,570.2921142578125,574.5,591.8499755859375,571.0,577.9000244140625,703555
2025-01-16,574.16357421875,578.4000244140625,584.9000244140625,574.9500122070312,574.9500122070312,457987
2025-01-17,586.6216430664062,590.9500122070312,596.3499755859375,573.3499755859375,579.0,927885
2025-01-20,593.4710693359375,597.8499755859375,608.9500122070312,577.25,590.9500122070312,1491143
2025-01-21,580.5166625976562,584.7999877929688,603.4000244140625,580.5499877929688,598.0,574683
2025-01-22,577.6875610351562,581.9500122070312,588.5,567.0,586.9500122070312,486263
2025-01-23,571.9300537109375,576.1500244140625,580.7000122070312,571.7999877929688,580.0,361006
2025-01-24,552.821044921875,556.9000244140625,586.9500122070312,552.0,581.0499877929688,896077
2025-01-27,526.018798828125,529.9000244140625,552.4000244140625,527.0,551.1500244140625,642438
2025-01-28,519.8145751953125,523.6500244140625,535.2000122070312,508.3999938964844,530.0499877929688,742403
2025-01-29,521.7999267578125,525.6500244140625,533.0,522.0499877929688,522.0499877929688,453000
2025-01-30,520.6583251953125,524.5,538.4000244140625,523.0,525.9500122070312,423003
2025-01-31,537.4841918945312,541.4500122070312,543.0,520.0499877929688,521.5999755859375,631350
2025-02-01,536.6900634765625,540.6500244140625,550.75,529.0,538.5,303861
2025-02-03,512.121337890625,515.9000244140625,535.0,514.2999877929688,535.0,440056
2025-02-04,523.4874267578125,527.3499755859375,532.0,517.0,517.0,470010
2025-02-05,528.7486572265625,532.6500244140625,542.0,527.3499755859375,527.3499755859375,501569
2025-02-06,522.891845703125,526.75,538.9500122070312,525.1500244140625,532.6500244140625,332297
2025-02-07,519.0203857421875,522.8499755859375,529.0,518.9500122070312,523.2999877929688,251815
2025-02-10,513.2628784179688,517.0499877929688,523.5999755859375,513.0499877929688,520.0,292928
2025-02-11,498.0253601074219,501.70001220703125,515.4500122070312,498.0,513.4500122070312,428777
2025-02-12,497.5786437988281,501.25,505.3999938964844,478.25,497.0,667130
2025-02-13,498.0749816894531,501.75,512.1500244140625,496.6000061035156,496.6000061035156,275319
2025-02-14,475.83905029296875,479.3500061035156,503.95001220703125,476.5,500.0,431826
2025-02-17,480.5046081542969,484.04998779296875,485.6499938964844,467.8500061035156,479.29998779296875,572939
2025-02-18,475.09454345703125,478.6000061035156,485.8500061035156,470.20001220703125,480.0,425626
2025-02-19,492.6152648925781,496.25,499.8999938964844,470.25,475.0,441451
2025-02-20,496.18890380859375,499.8500061035156,503.6499938964844,487.79998779296875,493.79998779296875,373375
2025-02-21,501.40045166015625,505.1000061035156,516.2000122070312,492.8500061035156,498.45001220703125,532028
2025-02-24,504.67626953125,508.3999938964844,509.8500061035156,492.29998779296875,498.54998779296875,318623
2025-02-25,488.1482238769531,491.75,511.29998779296875,490.04998779296875,504.04998779296875,359306
2025-02-27,466.3589782714844,469.79998779296875,492.3999938964844,465.95001220703125,488.6000061035156,535140
2025-02-28,448.29229736328125,451.6000061035156,468.8500061035156,450.0,468.5,620150
2025-03-03,448.7389831542969,452.04998779296875,461.04998779296875,433.1000061035156,450.1499938964844,704479
2025-03-04,459.2613525390625,462.6499938964844,467.6000061035156,439.45001220703125,445.5,658152
2025-03-05,467.8479919433594,471.29998779296875,477.8999938964844,461.0,462.95001220703125,1011812
2025-03-06,523.1896362304688,527.0499877929688,532.7999877929688,480.0,480.29998779296875,18041525
2025-03-07,525.3239135742188,529.2000122070312,535.9000244140625,521.0499877929688,528.0,3098187
2025-03-10,509.2922058105469,513.0499877929688,531.25,509.0,527.0,1341935
2025-03-11,547.4605712890625,551.5,564.0,500.04998779296875,503.5,22934476
2025-03-12,548.7510375976562,552.7999877929688,559.7000122070312,544.0,552.2999877929688,3648330
2025-03-13,565.9739990234375,570.1500244140625,577.5,543.0499877929688,553.9000244140625,5423249
2025-03-17,557.7347412109375,561.8499755859375,574.1500244140625,555.4500122070312,570.1500244140625,1407460
2025-03-18,557.7347412109375,561.8499755859375,561.8499755859375,561.8499755859375,561.8499755859375,0
2025-03-19,569.1505126953125,573.3499755859375,583.0,561.9500122070312,561.9500122070312,1854614
2025-03-20,571.2847900390625,575.5,585.9000244140625,567.5,578.3499755859375,944583
2025-03-21,628.3140258789062,632.9500122070312,643.7000122070312,570.4500122070312,575.4500122070312,11178322
2025-03-24,632.8803100585938,637.5499877929688,657.1500244140625,633.1500244140625,640.0,4058569
2025-03-25,609.7509765625,614.25,643.8499755859375,608.4500122070312,641.5,1746398
2025-03-26,625.9315795898438,630.5499877929688,664.5,613.0,614.25,13441161
2025-03-27,621.5638427734375,626.1500244140625,634.0,614.25,630.2000122070312,1967438
2025-03-28,610.5947265625,615.0999755859375,642.9500122070312,610.1500244140625,625.5,1239909
2025-04-01,595.5557250976562,599.9500122070312,615.0,595.5999755859375,615.0,1032041
2025-04-02,603.9934692382812,608.4500122070312,614.25,586.5999755859375,602.5999755859375,1217503
2025-04-03,605.7802734375,610.25,619.1500244140625,596.0,600.0,849276
2025-04-04,604.3408813476562,608.7999877929688,625.4000244140625,593.5499877929688,611.9500122070312,3197609
2025-04-07,590.1456298828125,594.5,625.6500244140625,527.0,527.0,3157214
2025-04-08,605.5321044921875,610.0,616.5999755859375,594.1500244140625,606.0,1398964
2025-04-09,602.3555297851562,606.7999877929688,622.2999877929688,598.1500244140625,616.0,2348460
2025-04-11,611.6867065429688,616.2000122070312,628.4000244140625,605.7999877929688,612.3499755859375,1462299
2025-04-15,614.9129028320312,619.4500122070312,627.0999755859375,618.0499877929688,620.9000244140625,906858
2025-04-16,626.3782958984375,631.0,647.4000244140625,614.0999755859375,620.0,2519984
2025-04-17,617.196044921875,621.75,634.0,620.0,630.0,960866
2025-04-21,630.6964111328125,635.3499755859375,642.2999877929688,624.75,627.4500122070312,1197378
2025-04-22,629.1577758789062,633.7999877929688,642.4000244140625,630.4000244140625,638.0,807401
2025-04-23,623.79736328125,628.4000244140625,643.3499755859375,620.8499755859375,640.0,915573
2025-04-24,622.5565185546875,627.1500244140625,634.9000244140625,625.0,629.2999877929688,528196
