date_,adj close_naukri.ns,close_naukri.ns,high_naukri.ns,low_naukri.ns,open_naukri.ns,volume_naukri.ns
2024-01-16,1034.7049560546875,1042.47998046875,1066.989990234375,1037.199951171875,1062.4200439453125,1085975
2024-01-17,1027.1220703125,1034.8399658203125,1048.719970703125,1026.68994140625,1038.97998046875,1653915
2024-01-18,1014.1494140625,1021.77001953125,1036.7900390625,996.6400146484375,1028.02001953125,1666250
2024-01-19,1011.9857788085938,1019.5900268554688,1036.6700439453125,1006.0,1023.010009765625,1331415
2024-01-23,981.8421630859375,989.219970703125,1019.989990234375,982.4099731445312,1019.989990234375,1295645
2024-01-24,996.8991088867188,1004.3900146484375,1006.3800048828125,972.4400024414062,982.0,983485
2024-01-25,989.077880859375,996.510009765625,1015.0,987.0,1008.989990234375,1133705
2024-01-29,987.6287231445312,995.0499877929688,1009.760009765625,985.510009765625,999.219970703125,2064020
2024-01-30,971.2418212890625,978.5399780273438,1004.6599731445312,974.4099731445312,994.0,1012505
2024-01-31,998.8245849609375,1006.3300170898438,1010.0,974.4000244140625,977.0,1542135
2024-02-01,1004.849365234375,1012.4000244140625,1040.0,1009.6900024414062,1040.0,1454700
2024-02-02,1027.7076416015625,1035.4300537109375,1043.0,1018.4000244140625,1020.0,1105710
2024-02-05,1028.9581298828125,1036.68994140625,1057.8399658203125,1028.25,1041.97998046875,2028625
2024-02-06,1063.1612548828125,1071.1500244140625,1074.0,1035.6500244140625,1045.0,2145525
2024-02-07,1071.7763671875,1079.8299560546875,1083.9599609375,1067.6700439453125,1074.0,1338865
2024-02-08,1091.39892578125,1099.5999755859375,1101.8800048828125,1078.5,1083.5999755859375,1567325
2024-02-09,1090.3270263671875,1098.52001953125,1107.77001953125,1083.97998046875,1102.1099853515625,1792175
2024-02-12,1069.404052734375,1077.43994140625,1109.0,1075.550048828125,1109.0,603220
2024-02-13,1060.3521728515625,1068.3199462890625,1088.8699951171875,1052.1199951171875,1077.219970703125,1260450
2024-02-14,1014.8839111328125,1022.510009765625,1084.9599609375,1006.27001953125,1084.9599609375,3225445
2024-02-15,1024.96826171875,1032.6700439453125,1035.5699462890625,1013.2000122070312,1022.510009765625,1137505
2024-02-16,1046.2879638671875,1054.1500244140625,1059.780029296875,1036.0400390625,1036.0400390625,937725
2024-02-19,1059.7269287109375,1067.68994140625,1076.0,1044.0,1055.199951171875,1290430
2024-02-20,1055.3895263671875,1063.3199462890625,1077.5999755859375,1056.4000244140625,1062.02001953125,941525
2024-02-21,1039.3402099609375,1047.1500244140625,1072.0,1042.199951171875,1066.989990234375,621940
2024-02-22,1060.10400390625,1068.0699462890625,1070.4000244140625,1047.989990234375,1057.5400390625,938065
2024-02-23,1059.468994140625,1067.4300537109375,1087.5899658203125,1063.469970703125,1072.0,689965
2024-02-26,1043.548583984375,1051.3900146484375,1065.6400146484375,1041.4599609375,1060.219970703125,825820
2024-02-27,1061.116455078125,1069.0899658203125,1085.6099853515625,1046.02001953125,1046.02001953125,1062060
2024-02-28,1055.052001953125,1062.97998046875,1083.0799560546875,1060.010009765625,1074.0,812005
2024-02-29,1045.6925048828125,1053.550048828125,1069.4000244140625,1042.31005859375,1062.0,2600635
2024-03-01,1048.9677734375,1056.8499755859375,1066.489990234375,1038.3199462890625,1057.52001953125,776675
2024-03-04,1023.8268432617188,1031.52001953125,1072.3499755859375,1029.1199951171875,1056.0,1844330
2024-03-05,997.0181274414062,1004.510009765625,1034.0,1002.5800170898438,1033.800048828125,1432690
2024-03-06,1007.6185302734375,1015.1900024414062,1028.3900146484375,1001.0,1003.489990234375,2221830
2024-03-07,1010.1098022460938,1017.7000122070312,1026.0,1005.2000122070312,1016.0,1674355
2024-03-11,1024.5115966796875,1032.2099609375,1038.0,1000.02001953125,1024.050048828125,2163730
2024-03-12,1023.1318969726562,1030.8199462890625,1048.6400146484375,1024.8800048828125,1032.2099609375,1219900
2024-03-13,1013.8219604492188,1021.4400024414062,1047.3900146484375,1008.8499755859375,1032.0,2162255
2024-03-14,1032.8687744140625,1040.6300048828125,1044.0,993.9099731445312,1014.5,1304705
2024-03-15,1040.4219970703125,1048.239990234375,1056.0,1032.260009765625,1032.260009765625,1370070
2024-03-18,1031.5189208984375,1039.27001953125,1056.0,1035.6500244140625,1048.22998046875,1027705
2024-03-19,1011.400146484375,1019.0,1043.0899658203125,1013.8599853515625,1034.010009765625,710110
2024-03-20,1012.680419921875,1020.2899780273438,1025.800048828125,1010.4000244140625,1010.4000244140625,966685
2024-03-21,1052.6004638671875,1060.510009765625,1063.7900390625,1026.0,1026.199951171875,1489015
2024-03-22,1040.79931640625,1048.6199951171875,1058.4599609375,1013.6099853515625,1058.4599609375,1919055
2024-03-26,1035.6180419921875,1043.4000244140625,1058.449951171875,1030.43994140625,1048.6199951171875,804335
2024-03-27,1086.9425048828125,1095.1099853515625,1108.8599853515625,1041.050048828125,1043.97998046875,3792770
2024-03-28,1110.058837890625,1118.4000244140625,1126.3599853515625,1083.0,1096.199951171875,2866225
2024-04-01,1133.3138427734375,1141.8299560546875,1160.4599609375,1118.4100341796875,1120.0,1998085
2024-04-02,1122.76318359375,1131.199951171875,1146.6199951171875,1127.5,1139.6199951171875,821715
2024-04-03,1114.4259033203125,1122.800048828125,1131.3699951171875,1115.9000244140625,1125.989990234375,673100
2024-04-04,1117.244873046875,1125.6400146484375,1149.5799560546875,1123.5400390625,1127.989990234375,1252785
2024-04-05,1126.465576171875,1134.9300537109375,1145.68994140625,1121.22998046875,1124.800048828125,556115
2024-04-08,1235.7939453125,1245.0799560546875,1248.739990234375,1166.0,1166.0,8509165
2024-04-09,1236.687255859375,1245.97998046875,1271.0,1233.4100341796875,1244.800048828125,3219045
2024-04-10,1207.615478515625,1216.68994140625,1246.97998046875,1209.5899658203125,1241.0,1298645
2024-04-12,1185.799560546875,1194.7099609375,1220.0,1188.550048828125,1216.0,1930285
2024-04-15,1156.6783447265625,1165.3699951171875,1184.0,1162.8699951171875,1170.0,1489870
2024-04-16,1140.7481689453125,1149.3199462890625,1165.5699462890625,1146.699951171875,1162.0,884165
2024-04-18,1135.0213623046875,1143.550048828125,1164.56005859375,1139.699951171875,1158.0,895385
2024-04-19,1133.899658203125,1142.4200439453125,1144.6500244140625,1124.4000244140625,1137.4000244140625,1344265
2024-04-22,1151.41796875,1160.0699462890625,1176.989990234375,1136.050048828125,1152.280029296875,1294110
2024-04-23,1156.7281494140625,1165.4200439453125,1180.0400390625,1160.2099609375,1167.97998046875,1203355
2024-04-24,1166.405517578125,1175.1700439453125,1181.0,1165.5400390625,1170.5400390625,1149375
2024-04-25,1172.41015625,1181.219970703125,1188.0,1164.0,1171.0,1329980
