date_,adj close_welspunliv.ns,close_welspunliv.ns,high_welspunliv.ns,low_welspunliv.ns,open_welspunliv.ns,volume_welspunliv.ns
2024-03-22,139.87509155273438,141.64999389648438,146.5,140.5500030517578,142.0,3496196
2024-03-26,138.78887939453125,140.5500030517578,144.89999389648438,140.0,142.0,1330446
2024-03-27,135.57960510253906,137.3000030517578,141.8000030517578,136.1999969482422,141.0,1725832
2024-03-28,135.8758544921875,137.60000610351562,142.10000610351562,135.0,138.64999389648438,1875865
2024-04-01,152.662841796875,154.60000610351562,156.39999389648438,139.1999969482422,140.0,9697046
2024-04-02,150.1941680908203,152.10000610351562,154.89999389648438,150.5,154.89999389648438,2174049
2024-04-03,153.5515594482422,155.5,156.3000030517578,151.5500030517578,153.0,1831371
2024-04-04,153.9959259033203,155.9499969482422,157.6999969482422,150.64999389648438,156.25,1461811
2024-04-05,153.05783081054688,155.0,159.6999969482422,153.64999389648438,156.4499969482422,2018907
2024-04-08,151.47787475585938,153.39999389648438,157.75,152.39999389648438,155.6999969482422,687440
2024-04-09,152.31723022460938,154.25,156.39999389648438,151.64999389648438,153.4499969482422,852222
2024-04-10,151.2310028076172,153.14999389648438,160.4499969482422,152.35000610351562,156.5,2291690
2024-04-12,149.55230712890625,151.4499969482422,155.35000610351562,150.64999389648438,151.9499969482422,872880
2024-04-15,146.83676147460938,148.6999969482422,151.1999969482422,144.4499969482422,149.14999389648438,1227451
2024-04-16,144.56558227539062,146.39999389648438,149.39999389648438,145.10000610351562,146.4499969482422,826139
2024-04-18,145.35556030273438,147.1999969482422,149.6999969482422,145.75,148.4499969482422,936886
2024-04-19,144.02249145507812,145.85000610351562,146.9499969482422,143.0,144.0,936197
2024-04-22,147.0342559814453,148.89999389648438,151.0,147.5,147.5,681418
2024-04-23,159.08139038085938,161.10000610351562,162.0,150.0,150.0,8677703
2024-04-24,157.40267944335938,159.39999389648438,163.39999389648438,158.5,162.5500030517578,2672689
2024-04-25,153.6503143310547,155.60000610351562,163.5500030517578,153.0,159.39999389648438,6495892
2024-04-26,151.0828857421875,153.0,159.60000610351562,152.14999389648438,158.0,3243077
2024-04-29,149.79917907714844,151.6999969482422,155.0,150.85000610351562,155.0,1783328
2024-04-30,148.021728515625,149.89999389648438,154.89999389648438,149.0,152.10000610351562,1860935
2024-05-02,148.31797790527344,150.1999969482422,151.5,147.1999969482422,150.1999969482422,2041758
2024-05-03,146.73802185058594,148.60000610351562,151.39999389648438,147.39999389648438,151.1999969482422,931589
2024-05-06,147.92298889160156,149.8000030517578,152.89999389648438,146.14999389648438,148.5,3241919
2024-05-07,140.81320190429688,142.60000610351562,149.5,141.8000030517578,149.5,1885299
2024-05-08,139.7763671875,141.5500030517578,144.8000030517578,141.0500030517578,143.35000610351562,1400226
2024-05-09,137.3570556640625,139.10000610351562,143.0,138.60000610351562,141.60000610351562,1191325
2024-05-10,138.3445281982422,140.10000610351562,141.35000610351562,136.85000610351562,139.5500030517578,982236
2024-05-13,137.3570556640625,139.10000610351562,140.60000610351562,136.8000030517578,140.0,859691
2024-05-14,137.55455017089844,139.3000030517578,141.5500030517578,139.0,139.60000610351562,899002
2024-05-15,139.82574462890625,141.60000610351562,143.6999969482422,139.89999389648438,139.89999389648438,829837
2024-05-16,144.4668426513672,146.3000030517578,148.85000610351562,142.0,142.1999969482422,2458811
2024-05-17,142.34378051757812,144.14999389648438,146.25,144.0,146.25,891128
2024-05-21,141.45506286621094,143.25,145.85000610351562,142.5,145.75,1018346
2024-05-22,141.9981689453125,143.8000030517578,145.5,142.5,144.0,705158
2024-05-23,142.09690856933594,143.89999389648438,146.85000610351562,143.5500030517578,145.0,666192
2024-05-24,141.70193481445312,143.5,145.8000030517578,143.0,144.1999969482422,1191862
2024-05-27,142.04754638671875,143.85000610351562,145.0,142.0,143.5,880210
2024-05-28,140.61570739746094,142.39999389648438,144.35000610351562,141.6999969482422,144.35000610351562,787103
2024-05-29,138.49264526367188,140.25,141.85000610351562,140.0500030517578,141.64999389648438,904796
2024-05-30,136.91268920898438,138.64999389648438,141.39999389648438,138.14999389648438,140.0500030517578,502796
2024-05-31,134.6415252685547,136.35000610351562,140.14999389648438,135.39999389648438,138.8000030517578,861440
2024-06-03,135.33274841308594,137.0500030517578,140.89999389648438,136.1999969482422,139.39999389648438,911889
2024-06-04,126.3961410522461,128.0,138.0,126.0,137.0500030517578,2367415
2024-06-05,128.37107849121094,130.0,132.5,122.6500015258789,130.35000610351562,1917274
2024-06-06,133.01217651367188,134.6999969482422,135.8000030517578,131.5500030517578,133.0,1983706
2024-06-07,135.53024291992188,137.25,140.35000610351562,133.14999389648438,134.5,1508264
2024-06-10,137.55455017089844,139.3000030517578,141.39999389648438,137.5,138.3000030517578,2019990
2024-06-11,138.2260284423828,139.97999572753906,140.3699951171875,137.22000122070312,140.3699951171875,1385967
2024-06-12,136.75469970703125,138.49000549316406,141.5,137.0500030517578,141.3699951171875,1894152
2024-06-13,139.05551147460938,140.82000732421875,144.5,139.52999877929688,140.0,3789274
2024-06-14,142.3339080810547,144.13999938964844,144.77000427246094,141.1999969482422,142.3300018310547,2606335
2024-06-18,146.54051208496094,148.39999389648438,149.3800048828125,145.52000427246094,147.0,3646165
2024-06-19,142.63015747070312,144.44000244140625,149.63999938964844,144.0500030517578,149.5,1390898
2024-06-20,144.4372100830078,146.27000427246094,147.8000030517578,143.10000610351562,144.44000244140625,2039682
2024-06-21,142.67953491210938,144.49000549316406,146.14999389648438,143.5,145.64999389648438,1113350
2024-06-24,144.131103515625,145.9600067138672,149.3699951171875,142.1999969482422,144.5,2792763
2024-06-25,143.291748046875,145.11000061035156,148.25,144.5500030517578,147.6999969482422,1172183
2024-06-26,148.6870574951172,150.47000122070312,151.0,145.6999969482422,146.10000610351562,5761627
2024-06-27,149.9420166015625,151.74000549316406,154.8000030517578,148.5500030517578,152.0,6067570
2024-06-28,151.83926391601562,153.66000366210938,156.0,152.4499969482422,153.89999389648438,3887869
2024-07-01,153.0447998046875,154.8800048828125,156.5,153.10000610351562,154.0,2058778
2024-07-02,149.28982543945312,151.0800018310547,156.05999755859375,150.5,155.1999969482422,1484047
2024-07-03,151.54281616210938,153.36000061035156,154.07000732421875,149.8000030517578,151.30999755859375,1366659
2024-07-04,149.18113708496094,150.97000122070312,154.9499969482422,150.50999450683594,154.9499969482422,1240632
2024-07-05,149.6554412841797,151.4499969482422,151.75,149.32000732421875,150.97000122070312,969494
2024-07-08,150.8313446044922,152.63999938964844,153.99000549316406,150.5,152.4499969482422,1552132
2024-07-09,158.71678161621094,160.6199951171875,164.5,152.66000366210938,153.0,17373008
2024-07-10,163.55873107910156,165.52000427246094,166.27999877929688,157.3000030517578,162.5,9965160
2024-07-11,172.19515991210938,174.25999450683594,175.0,163.60000610351562,167.4199981689453,18311942
2024-07-12,168.25244140625,170.27000427246094,178.7899932861328,169.39999389648438,176.0,7552419
2024-07-15,167.42239379882812,169.42999267578125,176.8000030517578,167.83999633789062,174.0,5935153
2024-07-16,172.20504760742188,174.27000427246094,175.0,169.80999755859375,170.14999389648438,3942040
2024-07-18,173.7860870361328,175.8699951171875,177.25,167.02999877929688,174.0,10349033
2024-07-19,169.96194458007812,172.0,177.35000610351562,169.6999969482422,176.5,4902917
2024-07-22,175.52523803710938,177.6300048828125,182.0,170.44000244140625,175.0,14328909
2024-07-23,171.5726318359375,173.6300048828125,179.41000366210938,165.10000610351562,179.0,5358508
2024-07-24,174.9619903564453,177.05999755859375,181.6999969482422,173.24000549316406,174.0,12034007
2024-07-25,177.05685424804688,179.17999267578125,184.5,175.5,176.14999389648438,8215036
2024-07-26,180.56480407714844,182.72999572753906,186.0,179.60000610351562,180.25,6872529
2024-07-29,187.17552185058594,189.4199981689453,190.0,184.1300048828125,185.9499969482422,6897346
2024-07-30,183.36126708984375,185.55999755859375,191.0,184.50999450683594,191.0,3153054
2024-07-31,181.35531616210938,183.52999877929688,187.60000610351562,183.0,186.97999572753906,2667359
2024-08-01,184.58657836914062,186.8000030517578,190.60000610351562,182.25,184.08999633789062,6082308
2024-08-02,182.8770751953125,185.07000732421875,187.0,182.5,184.89999389648438,3012308
2024-08-05,172.2346954345703,174.3000030517578,182.3000030517578,172.0500030517578,175.97999572753906,5874650
2024-08-06,177.95608520507812,180.08999633789062,193.6999969482422,176.0,176.0,26681117
2024-08-07,182.0371551513672,184.22000122070312,187.27000427246094,181.27999877929688,187.0,3593732
2024-08-08,176.98770141601562,179.11000061035156,186.58999633789062,177.33999633789062,185.9499969482422,2454945
2024-08-09,175.20901489257812,177.30999755859375,181.89999389648438,175.10000610351562,180.6699981689453,2880014
2024-08-12,176.15765380859375,178.27000427246094,180.5399932861328,173.85000610351562,177.32000732421875,2121021
2024-08-13,173.94418334960938,176.02999877929688,179.92999267578125,175.00999450683594,178.35000610351562,1140272
2024-08-14,172.26434326171875,174.3300018310547,176.4199981689453,172.10000610351562,176.14999389648438,1656472
2024-08-16,173.47975158691406,175.55999755859375,178.85000610351562,173.55999755859375,176.4499969482422,1392781
2024-08-19,180.48574829101562,182.64999389648438,184.6999969482422,175.55999755859375,175.55999755859375,3384179
2024-08-20,183.5391387939453,185.74000549316406,186.8000030517578,181.64999389648438,184.0,3801523
2024-08-21,191.5826873779297,193.8800048828125,194.89999389648438,185.8000030517578,185.97999572753906,7758594
2024-08-22,193.0155029296875,195.3300018310547,196.60000610351562,190.39999389648438,194.74000549316406,4520619
2024-08-23,194.81393432617188,197.14999389648438,198.3000030517578,192.0500030517578,192.41000366210938,3871586
2024-08-26,197.6202850341797,199.99000549316406,202.22000122070312,195.0,195.0,9330701
2024-08-27,200.26852416992188,202.6699981689453,206.39999389648438,199.25,200.89999389648438,12199603
2024-08-28,204.80413818359375,207.25999450683594,209.89999389648438,202.5,203.5,14897596
2024-08-29,194.17164611816406,196.5,212.9499969482422,194.10000610351562,212.10000610351562,39290110
2024-08-30,190.70323181152344,192.99000549316406,199.0,191.0500030517578,198.0,10756978
2024-09-02,186.60240173339844,188.83999633789062,194.17999267578125,186.61000061035156,193.97000122070312,6767152
2024-09-03,185.11029052734375,187.3300018310547,190.6999969482422,185.39999389648438,188.85000610351562,4121639
2024-09-04,186.0589141845703,188.2899932861328,192.89999389648438,183.5,184.10000610351562,4946323
2024-09-05,187.26446533203125,189.50999450683594,191.6999969482422,187.67999267578125,189.24000549316406,2651726
2024-09-06,181.95809936523438,184.13999938964844,190.3800048828125,182.55999755859375,189.5,5152793
2024-09-09,181.57272338867188,183.75,185.5800018310547,180.5500030517578,184.38999938964844,1842529
2024-09-10,184.49765014648438,186.7100067138672,187.13999938964844,183.94000244140625,185.0,2648378
2024-09-11,176.4442138671875,178.55999755859375,188.4199981689453,176.5800018310547,187.0,3347598
2024-09-12,178.6477813720703,180.7899932861328,182.6999969482422,178.75,180.39999389648438,2532773
2024-09-13,181.65176391601562,183.8300018310547,185.75,176.7100067138672,179.6999969482422,5793034
2024-09-16,176.60232543945312,178.72000122070312,186.8800048828125,177.6199951171875,185.6699981689453,2219977
2024-09-17,175.8612060546875,177.97000122070312,179.32000732421875,174.5,179.0,6620022
2024-09-18,176.54302978515625,178.66000366210938,183.6999969482422,176.30999755859375,179.5,7644293
2024-09-19,175.1892547607422,177.2899932861328,181.30999755859375,172.61000061035156,180.4499969482422,2729254
2024-09-20,169.6852569580078,171.72000122070312,179.02000427246094,170.10000610351562,178.0,6381071
2024-09-23,171.5726318359375,173.6300048828125,175.3000030517578,171.00999450683594,173.4499969482422,3751779
2024-09-24,169.27024841308594,171.3000030517578,173.85000610351562,170.88999938964844,173.85000610351562,2943226
2024-09-25,166.5626983642578,168.55999755859375,170.89999389648438,167.39999389648438,170.89999389648438,1801293
2024-09-26,163.6674346923828,165.6300048828125,171.24000549316406,165.10000610351562,169.0,4132115
2024-09-27,163.54884338378906,165.50999450683594,167.27000427246094,164.5500030517578,166.0,3435187
2024-09-30,161.73065185546875,163.6699981689453,165.75999450683594,162.0,163.8000030517578,3052714
2024-10-01,172.936279296875,175.00999450683594,175.8000030517578,164.1199951171875,164.75,22268739
2024-10-03,167.24452209472656,169.25,176.3000030517578,168.02000427246094,172.99000549316406,4470444
2024-10-04,163.3907470703125,165.35000610351562,169.88999938964844,164.44000244140625,169.0,3763066
2024-10-07,155.6535186767578,157.52000427246094,167.8000030517578,156.72000122070312,166.6999969482422,4622700
2024-10-08,161.6318359375,163.57000732421875,164.3000030517578,155.5,157.5399932861328,2908043
2024-10-09,169.46786499023438,171.5,172.3000030517578,163.5800018310547,164.75,5220546
2024-10-10,166.43423461914062,168.42999267578125,172.6300048828125,167.30999755859375,171.5,1731117
2024-10-11,163.47967529296875,165.44000244140625,169.39999389648438,165.0,167.85000610351562,1254986
2024-10-14,161.8096923828125,163.75,167.1999969482422,162.2100067138672,166.0,1503560
2024-10-15,160.4559326171875,162.3800048828125,165.0,160.50999450683594,164.0,1995321
2024-10-16,164.7445068359375,166.72000122070312,167.75999450683594,161.0,162.0,2441086
2024-10-17,159.7444610595703,161.66000366210938,166.89999389648438,160.89999389648438,166.50999450683594,2005063
2024-10-18,165.6338348388672,167.6199951171875,168.6999969482422,157.5500030517578,161.5,4909028
2024-10-21,158.25234985351562,160.14999389648438,166.75,159.14999389648438,166.5399932861328,1998407
2024-10-22,152.1949920654297,154.02000427246094,160.97999572753906,149.39999389648438,160.14999389648438,3889483
2024-10-23,157.2740936279297,159.16000366210938,159.5,149.5,153.0,2628018
2024-10-24,151.82937622070312,153.64999389648438,158.67999267578125,153.0,158.10000610351562,1184956
2024-10-25,145.74237060546875,147.49000549316406,156.3000030517578,145.24000549316406,153.5500030517578,5811278
2024-10-28,148.70681762695312,150.49000549316406,153.6999969482422,145.85000610351562,147.5,2882210
2024-10-29,147.27398681640625,149.0399932861328,152.99000549316406,147.22999572753906,151.00999450683594,1517447
2024-10-30,150.11000061035156,151.91000366210938,154.6999969482422,148.85000610351562,149.07000732421875,2443936
2024-10-31,150.4064483642578,152.2100067138672,154.11000061035156,148.6999969482422,151.91000366210938,2243620
2024-11-01,153.4400634765625,155.27999877929688,155.6999969482422,153.0,154.0,551406
2024-11-04,153.1831512451172,155.02000427246094,157.3800048828125,147.2899932861328,156.49000549316406,3635690
2024-11-05,152.7977752685547,154.6300048828125,157.6999969482422,153.0,153.89999389648438,1402023
2024-11-06,158.3808135986328,160.27999877929688,160.8699951171875,155.0,155.0,2531415
2024-11-07,160.7523651123047,162.67999267578125,165.0,157.5,160.8699951171875,2404541
2024-11-08,156.11795043945312,157.99000549316406,163.1999969482422,157.25,162.99000549316406,1712536
2024-11-11,155.1100311279297,156.97000122070312,158.3000030517578,153.41000366210938,157.02000427246094,1776202
2024-11-12,152.7977752685547,154.6300048828125,158.38999938964844,153.5,157.0,1880047
2024-11-13,146.96766662597656,148.72999572753906,154.3000030517578,147.8000030517578,154.3000030517578,1459611
2024-11-14,147.83724975585938,149.61000061035156,152.88999938964844,148.10000610351562,150.0,1475606
2024-11-18,145.7028350830078,147.4499969482422,152.39999389648438,144.7899932861328,150.0,1403453
2024-11-19,146.8985137939453,148.66000366210938,151.88999938964844,147.8000030517578,148.3000030517578,648001
2024-11-21,145.69296264648438,147.44000244140625,148.8699951171875,145.47999572753906,148.11000061035156,1082140
2024-11-22,147.13565063476562,148.89999389648438,151.6999969482422,147.89999389648438,149.0800018310547,1196780
2024-11-25,148.89456176757812,150.67999267578125,152.6999969482422,150.00999450683594,151.89999389648438,1040135
2024-11-26,146.37478637695312,148.1300048828125,151.2899932861328,147.10000610351562,150.0,1925704
2024-11-27,151.0289764404297,152.83999633789062,153.52999877929688,148.5500030517578,149.4600067138672,1225204
2024-11-28,149.4084014892578,151.1999969482422,154.5,150.72000122070312,153.4499969482422,996311
2024-11-29,150.69300842285156,152.5,153.3000030517578,149.9600067138672,152.5399932861328,1281208
2024-12-02,154.84323120117188,156.6999969482422,157.6999969482422,151.49000549316406,152.5,1785873
2024-12-03,158.1831817626953,160.0800018310547,161.60000610351562,156.3000030517578,157.10000610351562,3751499
2024-12-04,161.4342041015625,163.3699951171875,163.9499969482422,159.13999938964844,160.89999389648438,2824602
2024-12-05,163.41049194335938,165.3699951171875,169.8000030517578,163.61000061035156,165.0,4351715
2024-12-06,162.21484375,164.16000366210938,168.99000549316406,163.00999450683594,166.35000610351562,3084674
2024-12-09,171.6912078857422,173.75,175.0,165.16000366210938,165.4499969482422,14603217
2024-12-10,170.6536407470703,172.6999969482422,177.19000244140625,170.50999450683594,174.99000549316406,5691174
2024-12-11,170.45602416992188,172.5,174.6999969482422,171.57000732421875,173.14999389648438,2222569
2024-12-12,167.36309814453125,169.3699951171875,173.5,168.64999389648438,172.44000244140625,1687681
2024-12-13,173.53904724121094,175.6199951171875,176.89999389648438,166.11000061035156,168.85000610351562,5139078
2024-12-16,176.3256378173828,178.44000244140625,180.6999969482422,174.4499969482422,176.25,9278196
2024-12-17,170.04100036621094,172.0800018310547,178.5,171.5,178.5,3475391
2024-12-18,169.8828887939453,171.9199981689453,175.9600067138672,170.60000610351562,173.0,2446921
2024-12-19,168.73663330078125,170.75999450683594,171.39999389648438,166.25,168.4199981689453,1864968
2024-12-20,161.40455627441406,163.33999633789062,171.47999572753906,162.0,171.39999389648438,3251677
2024-12-23,159.05276489257812,160.9600067138672,165.6699981689453,160.30999755859375,164.89999389648438,1430037
2024-12-24,157.23455810546875,159.1199951171875,163.05999755859375,158.50999450683594,161.1199951171875,1207022
2024-12-26,155.2681427001953,157.1300048828125,161.36000061035156,156.22000122070312,159.8800048828125,993219
2024-12-27,154.29974365234375,156.14999389648438,159.4600067138672,154.72000122070312,157.00999450683594,1520370
2024-12-30,153.45982360839844,155.3000030517578,156.97999572753906,154.0,156.14999389648438,1146215
2024-12-31,154.93215942382812,156.7899932861328,157.55999755859375,153.5,154.5,1253352
2025-01-01,159.46778869628906,161.3800048828125,162.5,157.50999450683594,157.50999450683594,1785947
2025-01-02,161.5527801513672,163.49000549316406,164.3699951171875,161.00999450683594,161.8000030517578,1254327
2025-01-03,161.5527801513672,163.49000549316406,166.75999450683594,162.5500030517578,164.6999969482422,1411287
2025-01-06,154.30963134765625,156.16000366210938,164.7899932861328,155.0,164.5,1318148
2025-01-07,157.88673400878906,159.77999877929688,160.77999877929688,156.3000030517578,156.35000610351562,872277
2025-01-08,152.9558563232422,154.7899932861328,160.8300018310547,154.19000244140625,160.8000030517578,983422
2025-01-09,148.58824157714844,150.3699951171875,155.6699981689453,150.0,154.07000732421875,1137492
2025-01-10,146.2957305908203,148.0500030517578,150.8000030517578,145.8000030517578,150.0,1295915
2025-01-13,142.17514038085938,143.8800048828125,147.60000610351562,143.10000610351562,145.8000030517578,2550850
2025-01-14,145.21865844726562,146.9600067138672,147.66000366210938,142.6300048828125,143.99000549316406,1459102
2025-01-15,149.20089721679688,150.99000549316406,159.44000244140625,149.8800048828125,149.8800048828125,20622815
2025-01-16,150.01116943359375,151.80999755859375,153.39999389648438,150.5,151.5500030517578,1382376
2025-01-17,151.9380645751953,153.75999450683594,155.67999267578125,150.49000549316406,151.80999755859375,1608642
2025-01-20,151.54281616210938,153.36000061035156,156.13999938964844,152.5,156.07000732421875,925614
2025-01-21,149.64556884765625,151.44000244140625,154.6999969482422,150.25,153.5,804652
2025-01-22,147.48150634765625,149.25,151.1199951171875,145.0,151.08999633789062,1160047
2025-01-23,146.65147399902344,148.41000366210938,152.25,146.74000549316406,148.1999969482422,860455
2025-01-24,150.69300842285156,152.5,154.6999969482422,145.85000610351562,149.39999389648438,1880495
2025-01-27,142.39254760742188,144.10000610351562,151.41000366210938,143.3000030517578,151.41000366210938,1413475
2025-01-28,145.84117126464844,147.58999633789062,149.42999267578125,134.61000061035156,144.83999633789062,3597151
2025-01-29,147.5902099609375,149.36000061035156,149.8000030517578,145.6699981689453,146.7899932861328,1012848
2025-01-30,138.4893341064453,140.14999389648438,150.6999969482422,135.75999450683594,149.5,4542106
2025-01-31,136.07826232910156,137.7100067138672,142.6199951171875,136.50999450683594,140.99000549316406,2988318
2025-02-01,136.4142303466797,138.0500030517578,144.88999938964844,136.97999572753906,139.08999633789062,2412346
2025-02-03,130.42604064941406,131.99000549316406,140.4600067138672,131.05999755859375,138.3800048828125,2185208
2025-02-04,129.53668212890625,131.08999633789062,134.5,129.11000061035156,133.0,2427699
2025-02-05,130.27780151367188,131.83999633789062,133.97999572753906,130.3300018310547,132.10000610351562,1551229
2025-02-06,128.5485382080078,130.08999633789062,133.5,129.52000427246094,133.1999969482422,1211910
2025-02-07,127.04656219482422,128.57000732421875,131.35000610351562,126.97000122070312,130.89999389648438,1397620
2025-02-10,125.1690673828125,126.66999816894531,130.22999572753906,125.0999984741211,129.64999389648438,1307933
2025-02-11,122.11568450927734,123.58000183105469,126.66999816894531,121.19999694824219,126.66999816894531,1514080
2025-02-12,123.70660400390625,125.19000244140625,127.0,120.0,123.98999786376953,1731175
2025-02-13,120.54451751708984,121.98999786376953,127.0,121.5,125.3499984741211,1113093
2025-02-14,116.79942321777344,118.19999694824219,123.63999938964844,115.31999969482422,123.01000213623047,1742832
2025-02-17,119.09193420410156,120.5199966430664,123.87000274658203,116.27999877929688,118.01000213623047,3448709
2025-02-18,115.49506378173828,116.87999725341797,120.80000305175781,114.5,120.5999984741211,1774400
2025-02-19,120.86072540283203,122.30999755859375,123.37000274658203,116.0,117.0,2142512
2025-02-20,121.90817260742188,123.37000274658203,124.4000015258789,120.55999755859375,122.0,1000377
2025-02-21,117.60971069335938,119.0199966430664,126.69999694824219,118.5999984741211,122.3499984741211,2020542
2025-02-24,112.97528839111328,114.33000183105469,118.7699966430664,113.87999725341797,118.75,1407391
2025-02-25,114.17095184326172,115.54000091552734,117.0,114.0,114.88999938964844,1766014
2025-02-27,110.68277740478516,112.01000213623047,116.55999755859375,111.5999984741211,116.0,1553742
2025-02-28,105.65308380126953,106.91999816894531,112.01000213623047,104.80000305175781,112.01000213623047,2932972
2025-03-03,115.48519134521484,116.87000274658203,125.0,106.63999938964844,107.0,15838656
2025-03-04,111.7499771118164,113.08999633789062,116.18000030517578,110.37000274658203,113.94000244140625,10465094
2025-03-05,117.09587097167969,118.5,119.62999725341797,111.86000061035156,112.5999984741211,4154742
2025-03-06,119.6749496459961,121.11000061035156,121.94999694824219,118.37000274658203,119.0,2285131
2025-03-07,121.20658874511719,122.66000366210938,124.5,121.0,121.0,1992698
2025-03-10,118.90419006347656,120.33000183105469,124.80000305175781,119.0,122.5999984741211,2194128
2025-03-11,120.62357330322266,122.06999969482422,122.80000305175781,116.41999816894531,119.0,6167529
2025-03-12,119.6749496459961,121.11000061035156,123.56999969482422,120.33000183105469,122.48999786376953,2621479
2025-03-13,118.60774230957031,120.02999877929688,122.51000213623047,119.05000305175781,122.0,1476427
2025-03-17,115.2677993774414,116.6500015258789,121.48999786376953,116.05000305175781,121.0,1735500
2025-03-18,115.2677993774414,116.6500015258789,116.6500015258789,116.6500015258789,116.6500015258789,0
2025-03-19,129.29954528808594,130.85000610351562,131.5,126.93000030517578,127.3499984741211,4812872
2025-03-20,129.0821533203125,130.6300048828125,131.89999389648438,129.89999389648438,131.89999389648438,2230425
2025-03-21,135.8213348388672,137.4499969482422,139.5,130.07000732421875,130.89999389648438,5916927
2025-03-24,138.3608856201172,140.02000427246094,140.6699981689453,137.52000427246094,138.0,2233124
2025-03-25,137.79763793945312,139.4499969482422,141.49000549316406,136.1699981689453,141.39999389648438,3042391
