date_,adj close_whirlpool.ns,close_whirlpool.ns,high_whirlpool.ns,low_whirlpool.ns,open_whirlpool.ns,volume_whirlpool.ns
2024-03-04,1235.3348388671875,1243.1500244140625,1265.199951171875,1220.1500244140625,1247.0,121077
2024-03-05,1246.6632080078125,1254.550048828125,1269.0999755859375,1240.0,1248.0,203904
2024-03-06,1238.9619140625,1246.800048828125,1258.8499755859375,1223.3499755859375,1255.5,108467
2024-03-07,1253.171875,1261.0999755859375,1265.800048828125,1241.3499755859375,1250.0,81773
2024-03-11,1251.1845703125,1259.0999755859375,1268.9000244140625,1236.550048828125,1266.050048828125,150495
2024-03-12,1246.0172119140625,1253.9000244140625,1264.0999755859375,1239.199951171875,1260.300048828125,117190
2024-03-13,1251.6812744140625,1259.5999755859375,1265.0999755859375,1245.050048828125,1254.949951171875,391468
2024-03-14,1250.041748046875,1257.949951171875,1265.0,1233.300048828125,1262.4000244140625,87755
2024-03-15,1221.6712646484375,1229.4000244140625,1257.75,1222.0,1256.0,255580
2024-03-18,1254.7122802734375,1262.6500244140625,1272.0,1227.0,1229.0,133266
2024-03-19,1262.910400390625,1270.9000244140625,1283.449951171875,1255.199951171875,1262.0,131632
2024-03-20,1253.3707275390625,1261.300048828125,1275.0,1225.0,1275.0,147330
2024-03-21,1246.8619384765625,1254.75,1266.75,1246.050048828125,1262.550048828125,86229
2024-03-22,1229.670654296875,1237.449951171875,1254.75,1231.0,1254.699951171875,116366
2024-03-26,1215.0133056640625,1222.699951171875,1233.5,1215.1500244140625,1221.0,142003
2024-03-27,1217.398193359375,1225.0999755859375,1237.0999755859375,1212.0,1221.050048828125,242116
2024-03-28,1213.771240234375,1221.449951171875,1239.0,1215.0,1229.949951171875,99525
2024-04-01,1243.3837890625,1251.25,1270.0,1221.449951171875,1221.449951171875,71364
2024-04-02,1269.7669677734375,1277.800048828125,1289.9000244140625,1243.75,1252.0,151388
2024-04-03,1334.5570068359375,1343.0,1348.0,1276.8499755859375,1280.0,311311
2024-04-04,1329.24072265625,1337.6500244140625,1356.25,1325.300048828125,1356.0,197123
2024-04-05,1345.736328125,1354.25,1369.0,1339.300048828125,1339.300048828125,155784
2024-04-08,1403.4710693359375,1412.3499755859375,1421.0,1361.4000244140625,1361.4000244140625,431505
2024-04-09,1390.7515869140625,1399.550048828125,1437.5999755859375,1383.5,1427.199951171875,128220
2024-04-10,1416.1409912109375,1425.0999755859375,1436.0,1399.9000244140625,1399.949951171875,101512
2024-04-12,1413.308837890625,1422.25,1445.0,1406.8499755859375,1410.050048828125,106205
2024-04-15,1411.8680419921875,1420.800048828125,1432.0,1373.0999755859375,1406.0,139092
2024-04-16,1409.0357666015625,1417.949951171875,1436.550048828125,1392.75,1420.0,120523
2024-04-18,1405.607666015625,1414.5,1437.5,1389.3499755859375,1419.300048828125,99012
2024-04-19,1432.78564453125,1441.8499755859375,1478.199951171875,1388.0999755859375,1414.449951171875,129315
2024-04-22,1516.1085205078125,1525.699951171875,1528.0,1455.0,1468.0,605392
2024-04-23,1558.639404296875,1568.5,1606.0,1527.5999755859375,1539.9000244140625,1133489
2024-04-24,1543.584716796875,1553.3499755859375,1592.300048828125,1545.6500244140625,1568.5,173048
2024-04-25,1507.5626220703125,1517.0999755859375,1540.9000244140625,1471.949951171875,1529.949951171875,199540
2024-04-26,1491.6630859375,1501.0999755859375,1544.5999755859375,1490.199951171875,1517.0999755859375,88383
2024-04-29,1467.41650390625,1476.699951171875,1509.5999755859375,1467.449951171875,1505.25,182673
2024-04-30,1497.2777099609375,1506.75,1550.0,1469.050048828125,1478.0,130777
2024-05-02,1480.7322998046875,1490.0999755859375,1510.949951171875,1483.0,1504.800048828125,63409
2024-05-03,1458.07568359375,1467.300048828125,1503.0,1460.050048828125,1490.0999755859375,62060
2024-05-06,1416.9359130859375,1425.9000244140625,1477.550048828125,1417.199951171875,1477.5,137880
2024-05-07,1444.0145263671875,1453.1500244140625,1457.699951171875,1405.050048828125,1426.5,135032
2024-05-08,1438.30078125,1447.4000244140625,1465.949951171875,1420.0,1451.0,237873
2024-05-09,1409.13525390625,1418.050048828125,1450.25,1414.75,1450.0,33153
2024-05-10,1420.215087890625,1429.199951171875,1442.699951171875,1413.9000244140625,1424.0,35967
2024-05-13,1414.5013427734375,1423.449951171875,1436.3499755859375,1414.5,1417.949951171875,44149
2024-05-14,1441.5303955078125,1450.6500244140625,1460.0999755859375,1414.5,1432.0999755859375,131015
2024-05-15,1468.559326171875,1477.8499755859375,1486.5999755859375,1450.949951171875,1450.949951171875,83420
2024-05-16,1500.85498046875,1510.3499755859375,1523.9000244140625,1471.199951171875,1471.199951171875,139601
2024-05-17,1549.7457275390625,1559.550048828125,1592.0,1515.0,1518.5999755859375,1290214
2024-05-21,1556.1053466796875,1565.949951171875,1639.949951171875,1555.0,1625.0,602020
2024-05-22,1510.1461181640625,1519.699951171875,1574.25,1514.3499755859375,1565.699951171875,204378
2024-05-23,1523.2633056640625,1532.9000244140625,1559.699951171875,1520.4000244140625,1520.4000244140625,137067
2024-05-24,1518.6424560546875,1528.25,1535.0,1503.0,1535.0,116242
2024-05-27,1519.487060546875,1529.0999755859375,1549.0,1521.0999755859375,1529.5,269669
2024-05-28,1519.3380126953125,1528.949951171875,1547.8499755859375,1501.300048828125,1532.1500244140625,334918
2024-05-29,1522.170166015625,1531.800048828125,1545.0,1520.050048828125,1528.949951171875,403582
2024-05-30,1458.771240234375,1468.0,1526.050048828125,1462.25,1526.0,302620
2024-05-31,1488.7318115234375,1498.1500244140625,1528.0,1451.949951171875,1469.0,126720
2024-06-03,1506.1217041015625,1515.6500244140625,1530.8499755859375,1486.8499755859375,1520.0,811866
2024-06-04,1454.4486083984375,1463.6500244140625,1533.75,1380.0,1519.0,117163
2024-06-05,1527.436767578125,1537.0999755859375,1555.0,1458.699951171875,1478.25,126399
2024-06-06,1533.6475830078125,1543.3499755859375,1567.6500244140625,1531.550048828125,1541.550048828125,63828
2024-06-07,1610.7100830078125,1620.9000244140625,1635.0,1540.0,1543.3499755859375,415929
2024-06-10,1691.8963623046875,1702.5999755859375,1733.0,1630.0,1640.0,545134
2024-06-11,1730.303466796875,1741.25,1760.0,1680.050048828125,1716.0999755859375,461960
2024-06-12,1777.30615234375,1788.550048828125,1810.0,1742.800048828125,1761.0,1175487
2024-06-13,1783.516845703125,1794.800048828125,1837.800048828125,1778.800048828125,1820.0,491057
2024-06-14,1773.6790771484375,1784.9000244140625,1809.5,1776.949951171875,1794.800048828125,111358
2024-06-18,1813.5269775390625,1825.0,1838.0,1757.4000244140625,1784.9000244140625,199870
2024-06-19,1819.588623046875,1831.0999755859375,1845.0,1769.25,1837.0,156341
2024-06-20,1809.10498046875,1820.550048828125,1839.550048828125,1811.0,1835.0,50172
2024-06-21,1835.58740234375,1847.199951171875,1856.949951171875,1800.050048828125,1820.550048828125,236955
2024-06-24,1817.8992919921875,1829.4000244140625,1888.8499755859375,1815.8499755859375,1854.800048828125,153859
2024-06-25,1834.047119140625,1845.6500244140625,1864.0,1818.0,1837.949951171875,279181
2024-06-26,1825.501220703125,1837.050048828125,1849.0,1822.0,1845.6500244140625,49499
2024-06-27,1971.8751220703125,1984.3499755859375,2199.0,1952.550048828125,2140.0,2632140
2024-06-28,1985.787109375,1998.3499755859375,2037.25,1969.9000244140625,1984.0,446203
2024-07-01,1944.6971435546875,1957.0,2045.75,1940.050048828125,1998.3499755859375,282753
2024-07-02,1929.1455078125,1941.3499755859375,1976.449951171875,1925.0,1974.800048828125,152335
2024-07-03,1923.7794189453125,1935.949951171875,1954.300048828125,1921.0,1941.75,63472
2024-07-04,1990.50732421875,2003.0999755859375,2011.8499755859375,1942.5999755859375,1947.4000244140625,187000
2024-07-05,2009.63623046875,2022.3499755859375,2039.300048828125,1961.4000244140625,2003.0999755859375,147808
2024-07-08,1988.4205322265625,2001.0,2027.0,1977.8499755859375,2022.3499755859375,146944
2024-07-09,2020.368408203125,2033.1500244140625,2051.0,1966.0,2011.050048828125,195211
2024-07-10,2011.8721923828125,2024.5999755859375,2080.0,2000.0,2013.0,359876
2024-07-11,1998.953857421875,2011.5999755859375,2038.050048828125,2000.0,2001.0,89151
2024-07-12,1974.6575927734375,1987.1500244140625,2021.449951171875,1971.0,2013.5999755859375,111696
2024-07-15,2004.1212158203125,2016.800048828125,2025.0,1941.0999755859375,1986.0999755859375,149807
2024-07-16,2041.4351806640625,2054.35009765625,2062.14990234375,2002.5999755859375,2008.949951171875,216063
2024-07-18,2032.392333984375,2045.25,2070.0,2003.5999755859375,2018.050048828125,122664
2024-07-19,1995.674560546875,2008.300048828125,2040.5,1993.949951171875,2026.699951171875,113529
2024-07-22,2025.038818359375,2037.8499755859375,2054.25,1956.5,1994.1500244140625,90288
2024-07-23,2034.4791259765625,2047.3499755859375,2062.449951171875,2010.0,2048.0,116025
2024-07-24,1995.4261474609375,2008.050048828125,2020.0,1976.75,2020.0,180858
2024-07-25,2024.1444091796875,2036.949951171875,2056.050048828125,1987.949951171875,2000.0,731503
2024-07-26,2049.397216796875,2057.300048828125,2067.0,2030.3499755859375,2056.0,257678
2024-07-29,2143.0361328125,2151.300048828125,2200.0,2080.0,2081.800048828125,959053
2024-07-30,2124.95556640625,2133.14990234375,2187.39990234375,2091.699951171875,2175.0,693271
2024-07-31,2136.31201171875,2144.550048828125,2150.0,2119.300048828125,2147.050048828125,192743
2024-08-01,2124.607177734375,2132.800048828125,2150.5,2095.0,2140.0,223407
2024-08-02,2122.96337890625,2131.14990234375,2144.0,2083.0,2100.0,1420318
2024-08-05,2023.0985107421875,2030.9000244140625,2088.550048828125,2000.25,2088.550048828125,103011
2024-08-06,2033.9068603515625,2041.75,2088.14990234375,2015.0,2015.0,138607
2024-08-07,2059.40869140625,2067.35009765625,2081.14990234375,2020.6500244140625,2044.9000244140625,65919
2024-08-08,2089.641845703125,2097.699951171875,2107.60009765625,2044.050048828125,2067.35009765625,87360
2024-08-09,2081.473388671875,2089.5,2140.0,2078.60009765625,2104.75,259980
2024-08-12,2086.404296875,2094.449951171875,2107.89990234375,2058.64990234375,2070.10009765625,55997
2024-08-13,2035.450927734375,2043.300048828125,2105.949951171875,2009.699951171875,2105.949951171875,45729
2024-08-14,2066.680419921875,2074.64990234375,2079.949951171875,2005.0,2050.0,117813
2024-08-16,2088.894775390625,2096.949951171875,2135.89990234375,2057.0,2059.75,125959
2024-08-19,2092.38134765625,2100.449951171875,2107.050048828125,2081.300048828125,2103.14990234375,31700
2024-08-20,2053.6806640625,2061.60009765625,2199.35009765625,2052.0,2107.550048828125,284896
2024-08-21,2057.565673828125,2065.5,2086.0,2041.800048828125,2065.25,78298
2024-08-22,2051.638427734375,2059.550048828125,2086.89990234375,2046.699951171875,2065.5,61803
2024-08-23,2035.1021728515625,2042.949951171875,2070.800048828125,2017.3499755859375,2058.050048828125,63100
2024-08-26,2001.0335693359375,2008.75,2060.0,2001.699951171875,2054.0,82094
2024-08-27,2010.74609375,2018.5,2050.89990234375,1991.699951171875,2008.0,283359
2024-08-28,2065.983154296875,2073.949951171875,2084.0,2000.199951171875,2021.0999755859375,88955
2024-08-29,2186.368896484375,2194.800048828125,2248.0,2076.0,2081.449951171875,1635138
2024-08-30,2175.1123046875,2183.5,2216.699951171875,2160.0,2189.89990234375,251288
2024-09-02,2211.97021484375,2220.5,2245.0,2142.0,2195.0,326755
2024-09-03,2197.02783203125,2205.5,2243.89990234375,2190.35009765625,2220.5,88120
2024-09-04,2209.429931640625,2217.949951171875,2225.0,2154.0,2186.550048828125,168090
2024-09-05,2227.56005859375,2236.14990234375,2280.0,2184.449951171875,2220.0,285905
2024-09-06,2215.85498046875,2224.39990234375,2260.0,2190.0,2260.0,250209
2024-09-09,2130.384765625,2138.60009765625,2219.64990234375,2126.25,2205.10009765625,68416
2024-09-10,2131.9287109375,2140.14990234375,2159.949951171875,2119.199951171875,2140.25,81536
2024-09-11,2111.706787109375,2119.85009765625,2140.14990234375,2090.550048828125,2140.14990234375,75131
2024-09-12,2102.890869140625,2111.0,2140.699951171875,2094.550048828125,2140.699951171875,45112
2024-09-13,2093.278076171875,2101.35009765625,2128.39990234375,2094.0,2119.800048828125,43564
2024-09-16,2039.3358154296875,2047.199951171875,2111.10009765625,2011.0999755859375,2101.35009765625,87978
2024-09-17,2026.8839111328125,2034.699951171875,2042.4000244140625,1980.199951171875,2030.0,178067
2024-09-18,2034.703857421875,2042.550048828125,2084.60009765625,2020.550048828125,2020.550048828125,98536
2024-09-19,2017.91845703125,2025.699951171875,2077.0,2012.550048828125,2045.0999755859375,109766
2024-09-20,2054.3779296875,2062.300048828125,2075.0,1995.0999755859375,2039.550048828125,223488
2024-09-23,2031.1673583984375,2039.0,2100.0,2029.5999755859375,2062.35009765625,42388
2024-09-24,2056.619384765625,2064.550048828125,2097.800048828125,2022.199951171875,2039.199951171875,81273
2024-09-25,2103.936767578125,2112.050048828125,2139.0,2034.050048828125,2069.10009765625,276491
2024-09-26,2147.319580078125,2155.60009765625,2166.0,2104.75,2131.0,305619
2024-09-27,2192.993408203125,2201.449951171875,2220.0,2150.949951171875,2155.0,136234
2024-09-30,2280.804931640625,2289.60009765625,2340.800048828125,2189.0,2201.800048828125,877016
2024-10-01,2275.574951171875,2284.35009765625,2316.949951171875,2261.0,2284.25,452447
2024-10-03,2317.76220703125,2326.699951171875,2336.949951171875,2241.10009765625,2274.800048828125,289784
2024-10-04,2353.5244140625,2362.60009765625,2378.60009765625,2306.949951171875,2341.0,460724
2024-10-07,2302.81982421875,2311.699951171875,2379.300048828125,2259.550048828125,2379.300048828125,273301
2024-10-08,2352.079833984375,2361.14990234375,2370.0,2283.75,2294.0,181311
2024-10-09,2362.43994140625,2371.550048828125,2394.0,2354.550048828125,2372.0,96559
2024-10-10,2361.543212890625,2370.64990234375,2414.949951171875,2325.0,2358.5,157511
2024-10-11,2358.056640625,2367.14990234375,2386.75,2342.75,2382.550048828125,73635
2024-10-14,2363.735107421875,2372.85009765625,2400.0,2350.550048828125,2362.0,63998
2024-10-15,2378.12939453125,2387.300048828125,2413.449951171875,2351.300048828125,2372.300048828125,403919
2024-10-16,2398.401123046875,2407.64990234375,2440.0,2295.050048828125,2384.800048828125,349958
2024-10-17,2346.25244140625,2355.300048828125,2426.949951171875,2341.35009765625,2385.800048828125,1188956
2024-10-18,2328.869384765625,2337.85009765625,2391.949951171875,2291.75,2326.75,197269
2024-10-21,2340.5244140625,2349.550048828125,2380.0,2305.0,2305.0,76470
2024-10-22,2339.627685546875,2348.64990234375,2449.699951171875,2330.800048828125,2330.800048828125,617678
2024-10-23,2281.6015625,2290.39990234375,2350.949951171875,2269.0,2350.0,268447
2024-10-24,2231.445068359375,2240.050048828125,2318.449951171875,2211.10009765625,2304.199951171875,543321
2024-10-25,2180.342041015625,2188.75,2249.699951171875,2155.60009765625,2234.5,94897
2024-10-28,2150.05908203125,2158.35009765625,2206.35009765625,2142.199951171875,2152.0,100639
2024-10-29,2064.588623046875,2072.550048828125,2150.050048828125,2063.85009765625,2148.0,141364
2024-10-30,2025.8380126953125,2033.6500244140625,2105.75,2025.0,2056.10009765625,211417
2024-10-31,1981.6583251953125,1989.300048828125,2055.0,1980.0,2047.449951171875,218041
2024-11-01,2037.4432373046875,2045.300048828125,2095.0,1986.0,1986.0,14122
2024-11-04,1986.0911865234375,1993.75,2048.0,1983.5,2045.300048828125,109753
2024-11-05,2031.4163818359375,2039.25,2057.949951171875,1962.949951171875,1996.5999755859375,377882
2024-11-06,2043.818603515625,2051.699951171875,2074.0,2032.0,2042.4000244140625,80858
2024-11-07,2066.630615234375,2074.60009765625,2122.89990234375,2027.4000244140625,2051.699951171875,130749
2024-11-08,2054.9755859375,2062.89990234375,2080.89990234375,2032.0,2074.60009765625,65190
2024-11-11,1924.1302490234375,1931.550048828125,2076.300048828125,1911.0,2074.25,232090
2024-11-12,1787.6065673828125,1794.5,1933.9000244140625,1785.0,1932.0,223704
2024-11-13,1772.714111328125,1779.550048828125,1804.8499755859375,1740.3499755859375,1780.0,210054
2024-11-14,1796.0240478515625,1802.949951171875,1857.0,1755.050048828125,1768.5,168047
2024-11-18,1823.0201416015625,1830.050048828125,1845.199951171875,1764.800048828125,1790.9000244140625,99757
2024-11-19,1829.4951171875,1836.550048828125,1861.25,1794.050048828125,1811.199951171875,189688
2024-11-21,1729.181884765625,1735.8499755859375,1836.0,1720.0,1829.5,224961
2024-11-22,1758.518798828125,1765.300048828125,1771.25,1709.0,1722.0,78435
2024-11-25,1782.575927734375,1789.449951171875,1865.949951171875,1771.050048828125,1827.699951171875,252564
2024-11-26,1809.22314453125,1816.199951171875,1827.699951171875,1764.1500244140625,1789.449951171875,64857
2024-11-27,1791.98974609375,1798.9000244140625,1815.25,1785.0,1813.6500244140625,185214
2024-11-28,1832.1846923828125,1839.25,1853.4000244140625,1782.5,1795.0,143481
2024-11-29,1841.897216796875,1849.0,1857.1500244140625,1813.75,1848.9000244140625,69229
2024-12-02,1827.552490234375,1834.5999755859375,1858.25,1801.199951171875,1830.5,125616
2024-12-03,1863.5137939453125,1870.699951171875,1888.0,1840.050048828125,1844.300048828125,108230
2024-12-04,1902.5633544921875,1909.9000244140625,1937.3499755859375,1857.5999755859375,1876.0,175173
2024-12-05,1885.1802978515625,1892.449951171875,1922.9000244140625,1879.550048828125,1920.0,40291
2024-12-06,1887.7703857421875,1895.050048828125,1915.0,1860.5999755859375,1892.449951171875,75403
2024-12-09,1870.835693359375,1878.050048828125,1905.300048828125,1861.5,1905.0,47038
2024-12-10,1922.0382080078125,1929.449951171875,1940.0,1859.25,1859.25,148772
2024-12-11,1929.5093994140625,1936.949951171875,1951.0,1885.0,1950.0,386285
2024-12-12,1939.271728515625,1946.75,1952.0,1913.300048828125,1929.550048828125,56766
2024-12-13,1905.6513671875,1913.0,1936.9000244140625,1890.0,1926.75,51620
2024-12-16,1901.567138671875,1908.9000244140625,1920.050048828125,1893.800048828125,1918.0,53632
2024-12-17,1943.00732421875,1950.5,1965.0,1904.1500244140625,1918.0,122941
2024-12-18,1938.026611328125,1945.5,1958.9000244140625,1923.3499755859375,1950.5,67951
2024-12-19,1945.049560546875,1952.550048828125,1969.0,1879.050048828125,1879.050048828125,112253
2024-12-20,1932.497802734375,1939.949951171875,1981.0999755859375,1915.0,1952.550048828125,170934
2024-12-23,1844.2381591796875,1851.3499755859375,1944.5,1835.0999755859375,1939.949951171875,87302
2024-12-24,1885.827880859375,1893.0999755859375,1918.5,1844.949951171875,1874.699951171875,176441
2024-12-26,1864.310791015625,1871.5,1900.0,1846.4000244140625,1893.0999755859375,44477
2024-12-27,1867.99658203125,1875.199951171875,1901.800048828125,1861.1500244140625,1867.050048828125,35353
2024-12-30,1779.5875244140625,1786.449951171875,1874.6500244140625,1777.0,1850.5,223173
2024-12-31,1833.081298828125,1840.1500244140625,1852.3499755859375,1786.449951171875,1789.6500244140625,49435
2025-01-01,1807.87841796875,1814.8499755859375,1847.9000244140625,1803.6500244140625,1825.5,29114
2025-01-02,1837.3646240234375,1844.449951171875,1852.0,1814.8499755859375,1814.8499755859375,28228
2025-01-03,1866.85107421875,1874.050048828125,1886.699951171875,1827.699951171875,1827.699951171875,53083
2025-01-06,1791.64111328125,1798.550048828125,1889.8499755859375,1790.050048828125,1875.0,140371
2025-01-07,1747.85986328125,1754.5999755859375,1824.949951171875,1739.699951171875,1787.0,122860
2025-01-08,1703.6802978515625,1710.25,1769.949951171875,1702.050048828125,1761.75,68447
2025-01-09,1694.4158935546875,1700.949951171875,1733.5,1691.0,1714.199951171875,54010
2025-01-10,1695.0634765625,1701.5999755859375,1720.0,1656.949951171875,1701.0,176872
2025-01-13,1588.9725341796875,1595.0999755859375,1688.800048828125,1580.0999755859375,1665.5,168581
2025-01-14,1677.232177734375,1683.699951171875,1718.5999755859375,1585.0,1595.0999755859375,189249
2025-01-15,1677.7801513671875,1684.25,1719.949951171875,1665.0999755859375,1687.0,79745
2025-01-16,1672.50048828125,1678.949951171875,1730.0,1666.199951171875,1684.25,310878
2025-01-17,1677.3319091796875,1683.800048828125,1715.0,1654.1500244140625,1674.5999755859375,59491
2025-01-20,1648.0946044921875,1654.449951171875,1691.050048828125,1645.3499755859375,1683.800048828125,74537
2025-01-21,1597.83837890625,1604.0,1663.1500244140625,1589.0,1654.449951171875,69443
2025-01-22,1567.50537109375,1573.550048828125,1609.0,1566.5999755859375,1605.0999755859375,82448
2025-01-23,1601.573974609375,1607.75,1629.9000244140625,1557.050048828125,1567.0,81271
2025-01-24,1614.7730712890625,1621.0,1648.699951171875,1600.949951171875,1609.949951171875,60411
2025-01-27,1601.673583984375,1607.8499755859375,1612.8499755859375,1550.5,1603.199951171875,74913
2025-01-28,1571.191162109375,1577.25,1606.8499755859375,1536.6500244140625,1599.0,77571
2025-01-29,1569.8961181640625,1575.949951171875,1611.699951171875,1566.6500244140625,1577.25,110167
2025-01-30,1255.956787109375,1260.800048828125,1260.800048828125,1260.800048828125,1260.800048828125,328238
2025-01-31,1135.421630859375,1139.800048828125,1217.0,1075.0,1075.0,3056261
2025-02-01,1171.8311767578125,1176.3499755859375,1212.4000244140625,1143.1500244140625,1174.0,1006043
2025-02-03,1176.96142578125,1181.5,1224.0,1121.1500244140625,1170.0,1151426
2025-02-04,1145.5325927734375,1149.949951171875,1219.699951171875,1145.0,1190.1500244140625,676685
2025-02-05,1125.111328125,1129.449951171875,1166.699951171875,1110.0,1165.0,1269398
2025-02-06,1099.211181640625,1103.449951171875,1136.300048828125,1100.0,1136.300048828125,477635
2025-02-07,1104.0426025390625,1108.300048828125,1118.0,1084.8499755859375,1108.4000244140625,505554
2025-02-10,1059.3150634765625,1063.4000244140625,1121.949951171875,1055.0999755859375,1108.3499755859375,330582
2025-02-11,1030.526123046875,1034.5,1068.8499755859375,1027.0,1064.199951171875,389109
2025-02-12,996.0091552734375,999.8499755859375,1034.449951171875,995.7000122070312,1034.449951171875,398582
2025-02-13,1018.7216186523438,1022.6500244140625,1048.6500244140625,997.0,999.0499877929688,504651
2025-02-14,998.5493774414062,1002.4000244140625,1034.449951171875,987.0499877929688,1034.449951171875,680218
2025-02-17,995.7601318359375,999.5999755859375,1013.5999755859375,981.8499755859375,1001.0,295306
2025-02-18,979.1741333007812,982.9500122070312,1009.9500122070312,966.0,1000.0499877929688,303781
2025-02-19,999.5953369140625,1003.4500122070312,1017.0,966.2999877929688,980.0499877929688,708533
2025-02-20,983.5571899414062,987.3499755859375,1012.9500122070312,977.0,1010.0,323373
2025-02-21,975.587890625,979.3499755859375,1007.9000244140625,971.2000122070312,987.3499755859375,364957
2025-02-24,959.3505249023438,963.0499877929688,983.5499877929688,955.0,977.4000244140625,147836
2025-02-25,965.9252319335938,969.6500244140625,982.5,956.25,969.25,211385
2025-02-27,956.312255859375,960.0,979.5,951.5,974.5,177750
2025-02-28,924.4849853515625,928.0499877929688,960.5,912.0,960.0,252168
2025-03-03,918.159423828125,921.7000122070312,935.7000122070312,899.0,930.0,643239
2025-03-04,933.898681640625,937.5,947.7999877929688,900.0,911.1500244140625,642863
2025-03-05,954.4693603515625,958.1500244140625,963.9500122070312,929.5,937.5,244737
2025-03-06,980.6185302734375,984.4000244140625,1001.0999755859375,945.8499755859375,980.0,532738
2025-03-07,992.8712768554688,996.7000122070312,1013.7999877929688,966.5999755859375,982.4500122070312,625012
2025-03-10,959.0018920898438,962.7000122070312,1004.9500122070312,956.9000244140625,996.0,264357
2025-03-11,934.9446411132812,938.5499877929688,969.4500122070312,926.7999877929688,962.5499877929688,645249
2025-03-12,936.3392944335938,939.9500122070312,949.0,923.0,947.9500122070312,712304
2025-03-13,938.23193359375,941.8499755859375,961.0,930.25,944.9500122070312,1493988
2025-03-17,928.8182983398438,932.4000244140625,958.9000244140625,922.0,948.9500122070312,770658
2025-03-18,928.8182983398438,932.4000244140625,932.4000244140625,932.4000244140625,932.4000244140625,0
2025-03-19,961.6416625976562,965.3499755859375,982.0,954.0499877929688,958.7999877929688,829771
2025-03-20,980.6185302734375,984.4000244140625,989.9500122070312,965.3499755859375,978.0,289934
2025-03-21,977.4806518554688,981.25,1000.6500244140625,976.6500244140625,984.4000244140625,273914
2025-03-24,1000.790771484375,1004.6500244140625,1021.0,977.2000122070312,983.75,523837
2025-03-25,983.9556274414062,987.75,1019.9500122070312,969.7000122070312,1019.9500122070312,319039
2025-03-26,965.7259521484375,969.4500122070312,993.9500122070312,959.7999877929688,993.9500122070312,261088
2025-03-27,981.7640991210938,985.5499877929688,994.9000244140625,959.0499877929688,968.7000122070312,252294
