date_,adj close_enrin.ns,close_enrin.ns,high_enrin.ns,low_enrin.ns,open_enrin.ns,volume_enrin.ns
2025-06-19,2735.0,2735.0,2982.0,2698.0,2840.0,4080416
2025-06-20,2640.800048828125,2640.800048828125,2869.0,2610.0,2635.0,10030400
2025-06-23,2615.800048828125,2615.800048828125,2721.0,2508.800048828125,2508.800048828125,3288612
2025-06-24,2706.39990234375,2706.39990234375,2744.0,2526.199951171875,2611.0,2439573
2025-06-25,2802.10009765625,2802.10009765625,2835.89990234375,2670.0,2670.0,1348714
2025-06-26,2827.60009765625,2827.60009765625,2889.0,2753.0,2753.0,3328114
2025-06-27,2901.199951171875,2901.199951171875,2934.0,2840.0,2860.0,663663
2025-06-30,2975.89990234375,2975.89990234375,2994.0,2892.199951171875,2924.89990234375,601274
2025-07-01,2971.5,2971.5,3024.0,2916.0,3000.0,536577
2025-07-02,2951.10009765625,2951.10009765625,2971.5,2876.699951171875,2960.0,568584
2025-07-03,2922.300048828125,2922.300048828125,2971.699951171875,2881.0,2948.0,650654
2025-07-04,2894.0,2894.0,2978.800048828125,2880.0,2935.0,654426
2025-07-07,3000.10009765625,3000.10009765625,3068.699951171875,2892.300048828125,2908.0,1958335
2025-07-08,3046.89990234375,3046.89990234375,3106.5,3022.10009765625,3030.0,1519432
2025-07-09,3126.5,3126.5,3160.0,3055.60009765625,3068.699951171875,1519442
2025-07-10,3140.300048828125,3140.300048828125,3230.0,3099.800048828125,3145.0,821004
2025-07-11,3176.699951171875,3176.699951171875,3197.0,3099.0,3144.699951171875,1046411
2025-07-14,3076.10009765625,3076.10009765625,3183.0,3043.5,3176.699951171875,894477
2025-07-15,3053.699951171875,3053.699951171875,3073.10009765625,2966.10009765625,3072.0,884299
2025-07-16,3086.300048828125,3086.300048828125,3130.0,3005.0,3051.89990234375,767166
2025-07-17,3054.199951171875,3054.199951171875,3184.0,3030.39990234375,3130.0,758679
2025-07-18,3037.5,3037.5,3082.800048828125,2990.0,3060.39990234375,505495
2025-07-21,3057.89990234375,3057.89990234375,3088.0,2995.60009765625,3034.0,364458
2025-07-22,3042.39990234375,3042.39990234375,3131.89990234375,3030.0,3064.0,401792
2025-07-23,3010.60009765625,3010.60009765625,3074.10009765625,2976.0,3045.0,461601
2025-07-24,3005.300048828125,3005.300048828125,3030.0,2980.0,3012.0,485288
2025-07-25,2977.5,2977.5,3015.5,2958.0,3003.0,343613
2025-07-28,3017.199951171875,3017.199951171875,3050.0,2930.0,2976.800048828125,753781
2025-07-29,3034.5,3034.5,3045.0,2962.0,2991.0,623985
2025-07-30,3226.89990234375,3226.89990234375,3275.0,3036.89990234375,3036.89990234375,1303514
2025-07-31,3237.89990234375,3237.89990234375,3277.10009765625,3180.0,3193.0,566282
2025-08-01,3168.800048828125,3168.800048828125,3247.89990234375,3145.0,3232.0,439298
2025-08-04,3233.60009765625,3233.60009765625,3249.800048828125,3116.60009765625,3170.0,861099
2025-08-05,3259.89990234375,3259.89990234375,3419.0,3240.10009765625,3370.0,1643505
2025-08-06,3161.800048828125,3161.800048828125,3289.0,3141.0,3275.0,628232
2025-08-07,3175.300048828125,3175.300048828125,3199.0,3117.5,3161.800048828125,576167
2025-08-08,3083.89990234375,3083.89990234375,3209.5,3074.699951171875,3200.0,569835
2025-08-11,3112.60009765625,3112.60009765625,3164.89990234375,3040.800048828125,3090.0,1120311
2025-08-12,3147.10009765625,3147.10009765625,3218.10009765625,3116.0,3124.0,676128
2025-08-13,3162.39990234375,3162.39990234375,3203.10009765625,3145.5,3190.0,435126
2025-08-14,3173.300048828125,3173.300048828125,3207.0,3155.800048828125,3173.89990234375,291868
2025-08-18,3168.10009765625,3168.10009765625,3258.0,3142.5,3151.0,1013198
2025-08-19,3195.199951171875,3195.199951171875,3209.10009765625,3156.0,3175.0,316378
2025-08-20,3295.0,3295.0,3330.699951171875,3190.0,3205.0,824347
2025-08-21,3297.5,3297.5,3388.0,3280.0,3305.0,618164
2025-08-22,3374.0,3374.0,3394.0,3304.10009765625,3305.5,572409
2025-08-25,3382.699951171875,3382.699951171875,3415.5,3356.699951171875,3399.0,417287
2025-08-26,3337.0,3337.0,3409.39990234375,3325.0,3378.89990234375,323462
2025-08-28,3379.0,3379.0,3437.89990234375,3321.10009765625,3339.89990234375,736641
2025-08-29,3374.89990234375,3374.89990234375,3439.89990234375,3356.5,3439.89990234375,265904
2025-09-01,3492.300048828125,3492.300048828125,3580.0,3375.0,3375.0,720880
2025-09-02,3525.5,3525.5,3595.5,3510.0,3510.0,446967
2025-09-03,3437.10009765625,3437.10009765625,3588.0,3425.0,3531.0,319732
2025-09-04,3389.300048828125,3389.300048828125,3470.89990234375,3361.199951171875,3470.0,314128
2025-09-05,3425.800048828125,3425.800048828125,3475.89990234375,3385.300048828125,3399.0,194795
2025-09-08,3501.89990234375,3501.89990234375,3529.0,3418.0,3425.800048828125,220861
2025-09-09,3458.199951171875,3458.199951171875,3517.0,3430.0,3499.10009765625,284896
2025-09-10,3383.10009765625,3383.10009765625,3482.5,3335.0,3470.0,706150
2025-09-11,3358.10009765625,3358.10009765625,3464.5,3340.60009765625,3391.699951171875,418414
2025-09-12,3386.39990234375,3386.39990234375,3429.0,3352.10009765625,3375.0,381267
2025-09-15,3402.39990234375,3402.39990234375,3449.0,3393.0,3400.0,440197
2025-09-16,3460.89990234375,3460.89990234375,3483.89990234375,3414.89990234375,3415.0,294625
2025-09-17,3499.60009765625,3499.60009765625,3526.0,3425.0,3462.89990234375,551483
2025-09-18,3474.800048828125,3474.800048828125,3540.0,3468.699951171875,3509.89990234375,435534
2025-09-19,3435.60009765625,3435.60009765625,3475.10009765625,3411.0,3470.0,584304
2025-09-22,3528.60009765625,3528.60009765625,3566.5,3432.89990234375,3433.0,792460
2025-09-23,3606.5,3606.5,3625.0,3515.89990234375,3566.0,839211
2025-09-24,3510.199951171875,3510.199951171875,3610.10009765625,3469.89990234375,3610.0,698304
2025-09-25,3527.800048828125,3527.800048828125,3557.0,3472.0,3499.10009765625,487362
2025-09-26,3516.199951171875,3516.199951171875,3608.10009765625,3476.0,3516.0,616010
2025-09-29,3510.60009765625,3510.60009765625,3573.699951171875,3460.800048828125,3515.5,2644655
2025-09-30,3432.800048828125,3432.800048828125,3514.800048828125,3403.0,3485.10009765625,432263
2025-10-01,3399.199951171875,3399.199951171875,3446.89990234375,3384.89990234375,3430.0,271735
2025-10-03,3357.699951171875,3357.699951171875,3435.0,3345.10009765625,3398.0,363956
2025-10-06,3236.39990234375,3236.39990234375,3369.800048828125,3227.0,3351.699951171875,682384
2025-10-07,3282.300048828125,3282.300048828125,3356.0,3245.699951171875,3251.0,425040
2025-10-08,3342.199951171875,3342.199951171875,3353.0,3260.0,3285.0,517546
2025-10-09,3241.10009765625,3241.10009765625,3350.0,3232.0,3350.0,469760
2025-10-10,3235.5,3235.5,3260.0,3211.10009765625,3241.10009765625,267763
2025-10-13,3183.39990234375,3183.39990234375,3246.0,3171.199951171875,3227.60009765625,193664
2025-10-14,3197.300048828125,3197.300048828125,3210.0,3135.0,3183.300048828125,335064
2025-10-15,3144.199951171875,3144.199951171875,3204.0,3130.0,3204.0,347219
2025-10-16,3139.89990234375,3139.89990234375,3181.699951171875,3110.199951171875,3154.0,324000
2025-10-17,3116.699951171875,3116.699951171875,3158.800048828125,3108.300048828125,3145.800048828125,208531
2025-10-20,3100.800048828125,3100.800048828125,3148.0,3095.0,3116.89990234375,196576
2025-10-21,3144.699951171875,3144.699951171875,3159.0,3105.0,3124.0,34372
2025-10-23,3141.89990234375,3141.89990234375,3200.0,3125.300048828125,3165.0,286511
2025-10-24,3138.39990234375,3138.39990234375,3185.0,3115.0,3150.0,327942
2025-10-27,3153.39990234375,3153.39990234375,3165.199951171875,3093.89990234375,3140.0,365706
2025-10-28,3101.300048828125,3101.300048828125,3155.0,3087.60009765625,3153.10009765625,334524
2025-10-29,3134.300048828125,3134.300048828125,3149.89990234375,3044.5,3102.0,747722
2025-10-30,3206.5,3206.5,3216.0,3121.89990234375,3150.0,736839
2025-10-31,3185.60009765625,3185.60009765625,3248.0,3173.10009765625,3211.0,323249
2025-11-03,3206.300048828125,3206.300048828125,3237.0,3178.0,3198.699951171875,211143
2025-11-04,3245.39990234375,3245.39990234375,3298.0,3187.199951171875,3225.0,551946
2025-11-06,3185.60009765625,3185.60009765625,3304.0,3150.39990234375,3280.0,697833
2025-11-07,3228.199951171875,3228.199951171875,3243.199951171875,3095.0,3175.0,464412
2025-11-10,3282.10009765625,3282.10009765625,3309.89990234375,3237.89990234375,3248.89990234375,357564
2025-11-11,3248.199951171875,3248.199951171875,3328.60009765625,3225.0,3311.60009765625,297925
2025-11-12,3283.60009765625,3283.60009765625,3300.0,3250.5,3278.0,324320
2025-11-14,3257.60009765625,3257.60009765625,3303.0,3231.0,3280.5,284739
2025-11-17,3296.10009765625,3296.10009765625,3312.60009765625,3274.0,3274.0,217701
2025-11-18,3348.89990234375,3348.89990234375,3380.0,3312.5,3317.0,539522
2025-11-19,3314.89990234375,3314.89990234375,3392.0,3304.39990234375,3333.0,412298
2025-11-20,3346.0,3346.0,3388.10009765625,3315.0,3334.0,493812
2025-11-21,3332.89990234375,3332.89990234375,3384.0,3270.0,3358.5,362284
2025-11-24,3162.89990234375,3162.89990234375,3376.800048828125,3073.60009765625,3348.0,14975770
2025-11-25,3097.5,3097.5,3294.0,3022.10009765625,3250.0,2473410
2025-11-26,3113.699951171875,3113.699951171875,3156.89990234375,3097.800048828125,3130.0,934038
2025-11-27,3111.60009765625,3111.60009765625,3152.10009765625,3088.300048828125,3133.0,724788
2025-11-28,3159.60009765625,3159.60009765625,3239.0,3118.0,3134.800048828125,961631
2025-12-01,3140.89990234375,3140.89990234375,3174.5,3114.0,3170.0,258130
2025-12-02,3194.300048828125,3194.300048828125,3197.699951171875,3139.39990234375,3145.0,443633
2025-12-03,3150.5,3150.5,3214.0,3123.5,3200.0,274280
2025-12-04,3100.699951171875,3100.699951171875,3190.0,3090.0,3150.0,305254
2025-12-05,3098.199951171875,3098.199951171875,3138.0,3075.0,3118.0,372926
2025-12-08,2953.800048828125,2953.800048828125,3119.800048828125,2931.60009765625,3100.0,518818
2025-12-09,3032.800048828125,3032.800048828125,3042.699951171875,2933.0,2952.0,563954
2025-12-10,2996.300048828125,2996.300048828125,3078.89990234375,2981.699951171875,3042.0,409895
2025-12-11,2905.39990234375,2905.39990234375,2975.0,2896.0,2975.0,653327
2025-12-12,2893.60009765625,2893.60009765625,2954.300048828125,2888.0,2920.10009765625,380471
2025-12-15,2945.60009765625,2945.60009765625,2999.0,2903.60009765625,2905.0,456360
2025-12-16,2979.800048828125,2979.800048828125,3024.199951171875,2942.10009765625,2957.89990234375,612192
2025-12-17,2971.699951171875,2971.699951171875,3012.39990234375,2934.39990234375,2982.0,356990
2025-12-18,2839.39990234375,2839.39990234375,2964.39990234375,2828.0,2962.0,768526
2025-12-19,2747.0,2747.0,2875.0,2702.0,2860.0,4395833
2025-12-22,2616.5,2616.5,2722.0,2576.5,2722.0,4675842
2025-12-23,2593.39990234375,2593.39990234375,2654.89990234375,2564.10009765625,2630.0,1736147
2025-12-24,2595.5,2595.5,2611.0,2580.800048828125,2596.800048828125,573553
2025-12-26,2625.10009765625,2625.10009765625,2644.0,2598.89990234375,2605.0,488094
2025-12-29,2578.5,2578.5,2646.5,2572.0,2639.0,390571
2025-12-30,2574.5,2574.5,2582.5,2540.10009765625,2578.10009765625,300101
2025-12-31,2560.10009765625,2560.10009765625,2594.0,2556.10009765625,2574.0,215819
2026-01-01,2539.0,2539.0,2566.699951171875,2526.10009765625,2561.10009765625,203170
2026-01-02,2546.699951171875,2546.699951171875,2557.5,2521.89990234375,2541.0,181253
2026-01-05,2564.5,2564.5,2586.89990234375,2545.60009765625,2547.0,383932
2026-01-06,2622.0,2622.0,2628.0,2567.5,2573.800048828125,424253
2026-01-07,2603.300048828125,2603.300048828125,2621.0,2574.0,2619.10009765625,162918
2026-01-08,2527.800048828125,2527.800048828125,2641.199951171875,2513.800048828125,2598.10009765625,419780
2026-01-09,2403.800048828125,2403.800048828125,2532.60009765625,2385.199951171875,2519.800048828125,860998
2026-01-12,2373.699951171875,2373.699951171875,2407.800048828125,2321.199951171875,2404.0,859118
2026-01-13,2404.39990234375,2404.39990234375,2423.800048828125,2368.199951171875,2383.0,426428
2026-01-14,2363.5,2363.5,2424.5,2339.0,2404.0,729905
2026-01-16,2327.0,2327.0,2386.10009765625,2315.89990234375,2369.0,520655
