date_,adj close_britannia.ns,close_britannia.ns,high_britannia.ns,low_britannia.ns,open_britannia.ns,volume_britannia.ns
2025-04-17,5384.0419921875,5454.60009765625,5469.2998046875,5396.7998046875,5420.0,186873
2025-04-21,5323.4365234375,5393.2001953125,5480.5,5370.0,5480.5,201975
2025-04-22,5365.18896484375,5435.5,5485.0,5384.0,5440.0,286928
2025-04-23,5472.58154296875,5544.2998046875,5549.0,5406.2998046875,5435.5,266881
2025-04-24,5391.24755859375,5461.89990234375,5622.7001953125,5427.7001953125,5550.0,339754
2025-04-25,5350.3828125,5420.5,5521.0,5362.0,5462.10009765625,244513
2025-04-28,5358.57568359375,5428.7998046875,5481.7998046875,5403.2998046875,5413.0,107666
2025-04-29,5397.564453125,5468.2998046875,5535.0,5405.5,5428.7998046875,294207
2025-04-30,5368.544921875,5438.89990234375,5546.7998046875,5386.10009765625,5484.0,284371
2025-05-02,5232.4287109375,5301.0,5407.0,5276.5,5380.0,262909
2025-05-05,5289.6787109375,5359.0,5380.0,5310.0,5319.0,97149
2025-05-06,5323.732421875,5393.5,5415.5,5311.0,5350.0,175899
2025-05-07,5281.7822265625,5351.0,5395.0,5318.5,5361.0,168716
2025-05-08,5321.2646484375,5391.0,5480.0,5314.5,5351.0,265391
2025-05-09,5365.6826171875,5436.0,5503.5,5354.5,5374.5,476782
2025-05-12,5535.951171875,5608.5,5621.5,5415.0,5540.0,192712
2025-05-13,5414.048828125,5485.0,5640.0,5462.0,5629.5,366566
2025-05-14,5413.0615234375,5484.0,5585.5,5437.5,5456.0,389963
2025-05-15,5394.3076171875,5465.0,5529.5,5457.5,5509.0,462518
2025-05-16,5430.33544921875,5501.5,5527.0,5452.5,5472.0,154274
2025-05-19,5448.1025390625,5519.5,5547.5,5460.0,5501.5,147864
2025-05-20,5357.7861328125,5428.0,5550.0,5420.0,5518.0,275067
2025-05-21,5422.43896484375,5493.5,5534.0,5416.5,5435.0,166304
2025-05-22,5367.1630859375,5437.5,5495.5,5415.0,5493.5,211388
2025-05-23,5415.529296875,5486.5,5499.0,5406.0,5459.0,100229
2025-05-26,5453.53125,5525.0,5547.5,5489.0,5500.0,140009
2025-05-27,5425.39990234375,5496.5,5540.0,5475.0,5525.0,166840
2025-05-28,5402.2041015625,5473.0,5505.5,5410.0,5495.0,321303
2025-05-29,5424.4130859375,5495.5,5533.5,5452.5,5502.0,201350
2025-05-30,5439.21875,5510.5,5532.0,5437.5,5495.5,401901
2025-06-02,5532.49658203125,5605.0,5722.0,5511.5,5515.0,625172
2025-06-03,5503.3779296875,5575.5,5639.0,5545.5,5605.0,166545
2025-06-04,5470.3115234375,5542.0,5595.0,5520.5,5580.0,334358
2025-06-05,5527.56103515625,5600.0,5611.0,5520.5,5542.0,218004
2025-06-06,5534.9638671875,5607.5,5645.5,5555.0,5606.5,152475
2025-06-09,5623.30615234375,5697.0,5721.0,5588.5,5639.0,174499
2025-06-10,5593.6943359375,5667.0,5731.0,5657.0,5731.0,456712
2025-06-11,5576.91455078125,5650.0,5700.0,5634.0,5660.0,138866
2025-06-12,5497.45556640625,5569.5,5698.0,5560.0,5698.0,305696
2025-06-13,5497.94921875,5570.0,5593.5,5425.0,5509.0,324985
2025-06-16,5488.572265625,5560.5,5572.0,5514.5,5552.0,239006
2025-06-17,5496.46875,5568.5,5597.0,5530.0,5550.0,277917
2025-06-18,5500.4169921875,5572.5,5619.5,5545.0,5575.0,220971
2025-06-19,5486.1044921875,5558.0,5609.5,5522.5,5587.0,114523
2025-06-20,5514.7294921875,5587.0,5600.0,5511.0,5564.0,395396
2025-06-23,5497.45556640625,5569.5,5589.0,5450.5,5551.0,221233
2025-06-24,5544.34130859375,5617.0,5638.0,5555.5,5600.0,183157
2025-06-25,5634.1640625,5708.0,5734.5,5610.5,5630.0,282474
2025-06-26,5752.61181640625,5828.0,5840.0,5710.0,5725.0,456290
2025-06-27,5719.544921875,5794.5,5849.0,5748.0,5849.0,350140
2025-06-30,5775.314453125,5851.0,5860.0,5761.0,5800.0,257865
2025-07-01,5669.205078125,5743.5,5869.5,5721.0,5865.0,178343
2025-07-02,5715.103515625,5790.0,5832.5,5677.5,5747.5,300622
2025-07-03,5719.544921875,5794.5,5887.5,5781.0,5799.5,224236
2025-07-04,5696.8427734375,5771.5,5844.0,5756.5,5819.5,145106
2025-07-07,5807.88720703125,5884.0,5899.5,5788.0,5800.0,259829
2025-07-08,5763.4697265625,5839.0,5922.0,5811.5,5890.0,423998
2025-07-09,5805.9130859375,5882.0,5900.0,5813.5,5858.0,232000
2025-07-10,5801.96484375,5878.0,5930.5,5850.5,5905.0,191446
2025-07-11,5684.0107421875,5758.5,5904.5,5717.0,5878.0,175941
2025-07-14,5703.2587890625,5778.0,5808.5,5744.0,5767.0,218865
2025-07-15,5710.66162109375,5785.5,5820.0,5762.0,5800.0,164143
2025-07-16,5711.6484375,5786.5,5829.0,5736.0,5785.5,261589
2025-07-17,5732.376953125,5807.5,5860.0,5785.5,5792.5,196555
2025-07-18,5661.30810546875,5735.5,5820.0,5726.0,5807.5,196043
2025-07-21,5608.0068359375,5681.5,5741.0,5669.0,5735.0,329167
2025-07-22,5634.65771484375,5708.5,5738.5,5634.0,5695.5,235846
2025-07-23,5645.51513671875,5719.5,5757.0,5670.0,5737.0,246735
2025-07-24,5599.61669921875,5673.0,5751.5,5651.5,5724.5,229097
2025-07-25,5521.638671875,5594.0,5698.0,5570.0,5673.0,233003
2025-07-28,5551.744140625,5624.5,5669.0,5571.0,5596.5,173142
2025-07-29,5553.224609375,5626.0,5655.0,5572.0,5601.5,363002
2025-07-30,5672.65966796875,5747.0,5758.5,5627.0,5627.0,176798
2025-07-31,5696.34912109375,5771.0,5825.0,5719.5,5746.0,344973
2025-08-01,5723.0,5798.0,5899.0,5776.5,5799.5,244870
2025-08-04,5787.0,5787.0,5802.0,5714.0,5752.5,189672
2025-08-05,5635.5,5635.5,5795.0,5610.5,5795.0,380387
2025-08-06,5402.5,5402.5,5625.0,5371.0,5599.5,1123534
2025-08-07,5476.5,5476.5,5560.0,5380.5,5380.5,795974
2025-08-08,5387.0,5387.0,5503.0,5380.0,5479.5,551451
2025-08-11,5381.5,5381.5,5400.0,5310.5,5361.0,598841
2025-08-12,5338.0,5338.0,5390.5,5317.5,5390.5,323204
2025-08-13,5375.5,5375.5,5393.0,5299.0,5363.5,388683
2025-08-14,5302.5,5302.5,5398.5,5298.0,5395.0,215308
2025-08-18,5439.0,5439.0,5667.0,5400.0,5400.0,509058
2025-08-19,5499.0,5499.0,5513.0,5399.0,5446.0,153026
2025-08-20,5701.0,5701.0,5734.5,5475.5,5482.0,453573
2025-08-21,5597.5,5597.5,5711.5,5586.0,5701.0,273141
2025-08-22,5545.5,5545.5,5667.5,5525.5,5622.0,269981
2025-08-25,5550.5,5550.5,5608.5,5545.0,5565.5,145718
2025-08-26,5765.5,5765.5,5794.5,5574.5,5574.5,1307463
2025-08-28,5721.0,5721.0,5780.0,5702.5,5765.5,379247
2025-08-29,5824.0,5824.0,5893.5,5671.0,5671.0,699161
2025-09-01,5846.5,5846.5,5873.0,5779.0,5838.5,210421
2025-09-02,5891.5,5891.5,5920.5,5823.0,5840.0,492611
2025-09-03,5908.0,5908.0,5928.5,5865.0,5891.0,399664
2025-09-04,6083.0,6083.0,6336.0,6053.5,6201.0,1385580
2025-09-05,6076.0,6076.0,6104.5,5998.5,6066.0,352302
2025-09-08,6115.5,6115.5,6178.0,6065.0,6117.5,250083
2025-09-09,6142.5,6142.5,6165.0,6088.0,6116.0,216456
2025-09-10,6199.0,6199.0,6238.5,6117.0,6144.5,346491
2025-09-11,6300.5,6300.5,6319.5,6150.0,6180.0,406083
2025-09-12,6247.0,6247.0,6285.5,6207.0,6276.0,212051
2025-09-15,6212.0,6212.0,6270.0,6202.5,6250.0,166253
2025-09-16,6202.5,6202.5,6225.0,6180.0,6219.5,261236
2025-09-17,6097.5,6097.5,6205.0,6035.0,6202.5,713445
2025-09-18,6100.5,6100.5,6129.0,6062.0,6105.0,267540
2025-09-19,6069.5,6069.5,6110.0,6048.0,6105.5,345995
2025-09-22,6056.5,6056.5,6108.0,6025.0,6075.0,394394
2025-09-23,5934.0,5934.0,6069.5,5927.0,6066.5,333112
2025-09-24,5970.5,5970.5,6050.0,5905.5,5935.0,360372
2025-09-25,5953.5,5953.5,6036.0,5939.5,5970.5,374676
2025-09-26,5920.5,5920.5,5980.5,5900.0,5955.0,189383
2025-09-29,5929.0,5929.0,5990.0,5841.0,5900.0,259852
2025-09-30,5991.0,5991.0,6031.0,5917.5,5953.0,298070
2025-10-01,5966.5,5966.5,6018.0,5904.0,5960.5,324111
2025-10-03,5992.5,5992.5,6014.0,5931.5,5965.0,268735
2025-10-06,6011.0,6011.0,6034.0,5957.5,6015.5,197199
2025-10-07,5887.0,5887.0,6036.0,5867.0,6012.0,240923
2025-10-08,5836.0,5836.0,5902.0,5801.5,5855.0,239639
2025-10-09,5876.0,5876.0,5893.0,5795.5,5836.0,231585
2025-10-10,5871.5,5871.5,5920.0,5858.5,5874.5,228395
2025-10-13,5862.0,5862.0,5953.0,5848.0,5871.5,238217
2025-10-14,5800.5,5800.5,5885.0,5794.0,5869.0,176227
2025-10-15,5857.5,5857.5,5880.5,5782.0,5815.0,221062
2025-10-16,6025.5,6025.5,6040.5,5858.0,5876.0,364305
2025-10-17,6083.0,6083.0,6149.0,5994.0,6037.0,392965
2025-10-20,6070.0,6070.0,6148.0,6062.5,6124.0,181283
2025-10-21,6075.0,6075.0,6108.0,6050.0,6108.0,9159
2025-10-23,6068.0,6068.0,6145.0,6049.0,6075.0,255605
2025-10-24,6053.0,6053.0,6069.5,5987.0,6068.0,82081
2025-10-27,5912.0,5912.0,6053.0,5811.5,6053.0,433152
2025-10-28,5861.0,5861.0,5939.0,5806.5,5939.0,392984
2025-10-29,5852.5,5852.5,5906.0,5840.0,5894.0,119742
2025-10-30,5859.5,5859.5,5869.5,5792.0,5850.0,258697
2025-10-31,5836.5,5836.5,5905.0,5825.0,5878.0,264794
2025-11-03,5820.5,5820.5,5899.5,5775.0,5834.0,279737
2025-11-04,5892.5,5892.5,5920.0,5805.0,5820.5,363441
2025-11-05,5892.5,5892.5,5892.5,5892.5,5892.5,0
2025-11-06,6013.5,6013.5,6191.5,5993.5,6186.0,1038063
2025-11-07,6157.5,6157.5,6169.5,5913.5,5970.0,715809
2025-11-10,6133.5,6133.5,6261.5,6121.5,6190.0,395489
2025-11-11,5950.5,5950.5,5965.0,5723.0,5950.0,2154927
2025-11-12,5880.0,5880.0,5970.0,5841.0,5950.5,609987
2025-11-13,5851.5,5851.5,5918.0,5835.5,5902.0,361321
2025-11-14,5803.5,5803.5,5851.0,5750.0,5851.0,415356
2025-11-17,5830.5,5830.5,5850.0,5782.0,5803.5,332821
2025-11-18,5840.0,5840.0,5862.0,5805.5,5818.0,262201
2025-11-19,5874.5,5874.5,5882.5,5804.5,5850.0,280409
2025-11-20,5819.0,5819.0,5900.0,5763.5,5882.0,641980
2025-11-21,5813.0,5813.0,5855.0,5764.5,5816.0,320317
2025-11-24,5815.5,5815.5,5849.0,5785.0,5815.0,696665
2025-11-25,5867.0,5867.0,5878.0,5790.0,5815.5,309271
2025-11-26,5880.5,5880.5,5904.5,5843.0,5865.0,157291
2025-11-27,5826.5,5826.5,5900.0,5815.5,5890.5,156675
2025-11-28,5846.0,5846.0,5852.0,5795.0,5826.5,220417
2025-12-01,5813.5,5813.5,5856.0,5800.0,5825.0,199275
2025-12-02,5875.5,5875.5,5894.0,5792.0,5792.0,290994
2025-12-03,5824.5,5824.5,5908.0,5812.0,5908.0,308053
2025-12-04,5876.5,5876.5,5882.5,5824.5,5840.0,239085
2025-12-05,5961.0,5961.0,5974.0,5838.5,5855.0,244408
2025-12-08,5847.5,5847.5,5985.0,5825.0,5961.0,185407
2025-12-09,5884.0,5884.0,5893.0,5780.0,5850.0,174714
2025-12-10,5828.5,5828.5,5966.0,5812.0,5904.0,329466
2025-12-11,5847.0,5847.0,5895.0,5813.0,5840.0,115481
2025-12-12,5915.5,5915.5,5925.5,5830.0,5848.0,202721
2025-12-15,6038.0,6038.0,6055.0,5857.0,5915.5,244119
2025-12-16,6066.0,6066.0,6145.0,6032.0,6059.5,284337
2025-12-17,6096.0,6096.0,6116.0,6051.0,6060.0,298257
2025-12-18,6040.5,6040.5,6134.5,6012.5,6132.0,199067
2025-12-19,6103.0,6103.0,6116.0,5992.5,6020.0,179450
2025-12-22,6083.0,6083.0,6102.5,6066.0,6102.5,206588
2025-12-23,6061.0,6061.0,6119.0,6030.0,6083.0,216840
2025-12-24,6030.0,6030.0,6078.0,6004.0,6065.0,97580
2025-12-26,6032.5,6032.5,6069.5,6002.0,6006.5,65992
2025-12-29,6041.5,6041.5,6065.5,6005.0,6039.0,103209
2025-12-30,6013.0,6013.0,6045.5,5980.0,6045.0,205456
2025-12-31,6031.0,6031.0,6070.0,5995.0,6013.0,179577
2026-01-01,6009.5,6009.5,6063.0,5992.0,6031.0,138484
2026-01-02,5984.5,5984.5,6033.0,5941.5,6009.5,265702
2026-01-05,6026.5,6026.5,6092.0,5930.5,5970.0,468880
2026-01-06,6129.5,6129.5,6142.5,5948.5,6040.0,300112
2026-01-07,6185.0,6185.0,6271.0,6157.5,6200.0,437361
2026-01-08,6033.5,6033.5,6158.5,5945.5,6155.0,641813
2026-01-09,5977.5,5977.5,6106.5,5930.0,6033.5,139764
2026-01-12,5943.5,5943.5,6000.5,5905.0,5977.5,228799
2026-01-13,5918.0,5918.0,5970.0,5896.0,5930.0,327794
2026-01-14,5906.5,5906.5,5945.5,5868.0,5893.5,307200
2026-01-16,5898.5,5898.5,5944.0,5862.0,5875.0,453904
