date_,adj close_axisbank.ns,close_axisbank.ns,high_axisbank.ns,low_axisbank.ns,open_axisbank.ns,volume_axisbank.ns
2024-08-21,1173.397216796875,1174.4000244140625,1178.0,1161.5,1166.5999755859375,9480630
2024-08-22,1168.950927734375,1169.949951171875,1181.0,1168.949951171875,1179.699951171875,5841326
2024-08-23,1164.954345703125,1165.949951171875,1173.949951171875,1163.5,1170.0,5121962
2024-08-26,1169.30078125,1170.300048828125,1175.25,1166.0999755859375,1171.699951171875,3392612
2024-08-27,1180.2413330078125,1181.25,1184.8499755859375,1164.25,1170.0,8702113
2024-08-28,1169.9500732421875,1170.949951171875,1181.699951171875,1169.3499755859375,1177.0,5483503
2024-08-29,1174.3963623046875,1175.4000244140625,1179.9000244140625,1163.4000244140625,1169.0,7290114
2024-08-30,1174.2464599609375,1175.25,1182.949951171875,1171.8499755859375,1177.0,10190506
2024-09-02,1187.784912109375,1188.800048828125,1194.0,1174.0999755859375,1176.0,6432362
2024-09-03,1190.58251953125,1191.5999755859375,1193.550048828125,1176.699951171875,1188.0,7920246
2024-09-04,1176.6943359375,1177.699951171875,1189.6500244140625,1173.300048828125,1182.699951171875,6527941
2024-09-05,1179.5419921875,1180.550048828125,1182.8499755859375,1173.449951171875,1182.0,4234766
2024-09-06,1157.760498046875,1158.75,1181.3499755859375,1150.800048828125,1176.0,9874576
2024-09-09,1169.8502197265625,1170.8499755859375,1175.5999755859375,1145.0,1158.0,7700940
2024-09-10,1186.1861572265625,1187.199951171875,1190.8499755859375,1173.3499755859375,1178.9000244140625,8723854
2024-09-11,1185.087158203125,1186.0999755859375,1194.8499755859375,1181.0,1187.199951171875,6000329
2024-09-12,1202.3223876953125,1203.3499755859375,1205.699951171875,1176.75,1190.0999755859375,7592871
2024-09-13,1216.410400390625,1217.449951171875,1219.550048828125,1201.0,1209.9000244140625,6762566
2024-09-16,1229.9989013671875,1231.050048828125,1234.0,1215.0,1222.0,4039284
2024-09-17,1231.0478515625,1232.0999755859375,1240.5999755859375,1227.5999755859375,1235.199951171875,8030427
2024-09-18,1239.3907470703125,1240.449951171875,1250.4000244140625,1225.0,1231.9000244140625,8210034
2024-09-19,1241.6387939453125,1242.699951171875,1261.699951171875,1239.0,1248.449951171875,8449864
2024-09-20,1243.9368896484375,1245.0,1250.0,1229.9000244140625,1244.0,15009629
2024-09-23,1245.7353515625,1246.800048828125,1252.449951171875,1240.550048828125,1251.5,5462814
2024-09-24,1238.4915771484375,1239.550048828125,1247.0999755859375,1235.3499755859375,1241.0999755859375,9225946
2024-09-25,1267.01708984375,1268.0999755859375,1271.0,1231.0999755859375,1238.0,6853324
2024-09-26,1276.009521484375,1277.0999755859375,1281.6500244140625,1262.25,1267.550048828125,7270078
2024-09-27,1272.0628662109375,1273.1500244140625,1281.550048828125,1257.25,1273.0,13372027
2024-09-30,1231.1478271484375,1232.199951171875,1275.0,1229.3499755859375,1263.5,8466919
2024-10-01,1225.6025390625,1226.6500244140625,1242.949951171875,1224.6500244140625,1228.0999755859375,11164280
2024-10-03,1174.696044921875,1175.699951171875,1219.1500244140625,1173.0999755859375,1207.5,17300892
2024-10-04,1177.393798828125,1178.4000244140625,1202.800048828125,1174.0,1175.5,13064515
2024-10-07,1144.7216796875,1145.699951171875,1184.8499755859375,1130.9000244140625,1182.949951171875,20047013
2024-10-08,1152.3153076171875,1153.300048828125,1168.3499755859375,1142.5,1153.0,8464570
2024-10-09,1169.15087890625,1170.1500244140625,1185.0,1154.0,1154.0,9807734
2024-10-10,1183.23876953125,1184.25,1191.0,1175.050048828125,1177.0,6806243
2024-10-11,1171.4488525390625,1172.449951171875,1188.199951171875,1166.0,1182.5,4754158
2024-10-14,1163.355712890625,1164.3499755859375,1175.0,1156.5999755859375,1171.550048828125,9765296
2024-10-15,1152.86474609375,1153.8499755859375,1172.0,1149.5,1166.0999755859375,8741516
2024-10-16,1152.2152099609375,1153.199951171875,1162.949951171875,1148.0999755859375,1151.0,7739854
2024-10-17,1130.883544921875,1131.8499755859375,1151.3499755859375,1124.0,1151.0,6595231
2024-10-18,1195.8280029296875,1196.8499755859375,1203.8499755859375,1156.050048828125,1158.0,20829666
2024-10-21,1189.28369140625,1190.300048828125,1214.800048828125,1185.550048828125,1196.8499755859375,7456038
2024-10-22,1174.7459716796875,1175.75,1198.0,1173.3499755859375,1194.25,7256246
2024-10-23,1159.4091796875,1160.4000244140625,1183.1500244140625,1158.6500244140625,1175.0999755859375,6501834
2024-10-24,1166.3531494140625,1167.3499755859375,1175.199951171875,1154.6500244140625,1165.0,5046700
2024-10-25,1188.3343505859375,1189.3499755859375,1201.75,1170.0,1187.0,12798716
2024-10-28,1170.599609375,1171.5999755859375,1194.0,1167.050048828125,1194.0,8572243
2024-10-29,1185.8365478515625,1186.8499755859375,1191.199951171875,1157.5999755859375,1176.4000244140625,9908946
2024-10-30,1169.400634765625,1170.4000244140625,1187.6500244140625,1164.300048828125,1178.75,9686560
2024-10-31,1158.5599365234375,1159.550048828125,1178.0,1153.8499755859375,1165.5,8682294
2024-11-01,1168.5513916015625,1169.550048828125,1172.5,1164.0,1164.050048828125,460781
2024-11-04,1138.2772216796875,1139.25,1176.949951171875,1135.449951171875,1172.0,9288653
2024-11-05,1170.699462890625,1171.699951171875,1174.9000244140625,1133.449951171875,1138.949951171875,11701049
2024-11-06,1165.50390625,1166.5,1183.550048828125,1161.449951171875,1171.800048828125,10353506
2024-11-07,1158.9095458984375,1159.9000244140625,1172.9000244140625,1151.050048828125,1168.5999755859375,6252889
2024-11-08,1159.9586181640625,1160.949951171875,1167.75,1151.0999755859375,1156.0,3786168
2024-11-11,1170.0001220703125,1171.0,1176.800048828125,1142.949951171875,1152.0,6620678
2024-11-12,1157.1611328125,1158.1500244140625,1187.0,1153.800048828125,1171.6500244140625,9606088
2024-11-13,1138.1773681640625,1139.1500244140625,1165.5,1135.0999755859375,1151.9000244140625,8079113
2024-11-14,1139.7259521484375,1140.699951171875,1150.75,1131.5999755859375,1137.550048828125,5975873
2024-11-18,1125.23828125,1126.199951171875,1135.0,1121.550048828125,1131.199951171875,9474971
2024-11-19,1132.981689453125,1133.949951171875,1139.0,1122.050048828125,1130.0,19225966
2024-11-21,1138.1773681640625,1139.1500244140625,1152.0,1115.75,1138.0,8126248
2024-11-22,1141.424560546875,1142.4000244140625,1147.9000244140625,1127.550048828125,1136.6500244140625,16687505
2024-11-25,1154.9129638671875,1155.9000244140625,1164.5,1142.0,1160.0,12385823
2024-11-26,1143.822509765625,1144.800048828125,1159.5999755859375,1142.6500244140625,1157.0999755859375,5127437
2024-11-27,1148.6683349609375,1149.6500244140625,1155.449951171875,1133.550048828125,1145.199951171875,5989943
2024-11-28,1131.532958984375,1132.5,1154.449951171875,1129.4000244140625,1148.5,10731275
2024-11-29,1135.3297119140625,1136.300048828125,1140.9000244140625,1127.699951171875,1133.550048828125,6406277
2024-12-02,1136.1290283203125,1137.0999755859375,1141.4000244140625,1126.5999755859375,1132.699951171875,4785858
2024-12-03,1159.509033203125,1160.5,1164.9000244140625,1138.0,1144.4000244140625,8382042
2024-12-04,1158.4599609375,1159.449951171875,1168.0,1153.9000244140625,1157.5,18379798
2024-12-05,1165.404052734375,1166.4000244140625,1176.9000244140625,1150.0999755859375,1164.0,10640451
2024-12-06,1183.53857421875,1184.550048828125,1193.8499755859375,1160.0,1167.5,7542210
2024-12-09,1162.2567138671875,1163.25,1186.0,1161.0,1184.25,6308112
2024-12-10,1152.6649169921875,1153.6500244140625,1165.050048828125,1151.25,1157.0,4714389
2024-12-11,1146.2703857421875,1147.25,1158.3499755859375,1144.550048828125,1150.0,7788242
2024-12-12,1144.6717529296875,1145.6500244140625,1154.550048828125,1143.5999755859375,1145.0,4825283
2024-12-13,1147.169677734375,1148.1500244140625,1152.699951171875,1113.6500244140625,1141.0,8731618
2024-12-16,1149.917236328125,1150.9000244140625,1155.0,1141.75,1146.5,3975202
2024-12-17,1135.27978515625,1136.25,1151.8499755859375,1130.0,1145.25,7292817
2024-12-18,1121.291748046875,1122.25,1139.9000244140625,1115.949951171875,1136.199951171875,7222127
2024-12-19,1107.953125,1108.9000244140625,1119.050048828125,1101.050048828125,1104.9000244140625,11677610
2024-12-20,1070.9346923828125,1071.8499755859375,1105.8499755859375,1065.0,1103.949951171875,12623056
2024-12-23,1078.228515625,1079.1500244140625,1083.550048828125,1072.4000244140625,1075.0999755859375,3886921
2024-12-24,1077.978759765625,1078.9000244140625,1084.75,1076.0,1077.300048828125,4343694
2024-12-26,1075.780517578125,1076.699951171875,1092.5999755859375,1072.75,1083.0,4775460
2024-12-27,1076.5299072265625,1077.449951171875,1086.25,1076.0,1078.0999755859375,3801667
2024-12-30,1069.036376953125,1069.949951171875,1096.5,1063.949951171875,1074.0999755859375,9452155
2024-12-31,1063.790771484375,1064.699951171875,1070.449951171875,1058.5,1062.0,5292136
2025-01-01,1070.8848876953125,1071.800048828125,1076.949951171875,1053.949951171875,1064.1500244140625,2985355
2025-01-02,1085.672119140625,1086.5999755859375,1088.699951171875,1067.5,1072.0,6557076
2025-01-03,1083.9736328125,1084.9000244140625,1093.5,1079.800048828125,1086.0,7357220
2025-01-06,1062.491943359375,1063.4000244140625,1090.0,1059.9000244140625,1087.75,5283413
2025-01-07,1066.5885009765625,1067.5,1070.5,1056.0,1064.550048828125,4619462
2025-01-08,1074.0321044921875,1074.949951171875,1082.3499755859375,1059.0999755859375,1063.75,8780098
2025-01-09,1060.8433837890625,1061.75,1080.1500244140625,1054.25,1079.5999755859375,9054190
2025-01-10,1039.811279296875,1040.699951171875,1064.8499755859375,1037.0,1056.25,5612886
2025-01-13,1048.404052734375,1049.300048828125,1063.0,1023.25,1026.5999755859375,7180930
2025-01-14,1050.7520751953125,1051.6500244140625,1061.0,1045.5,1052.949951171875,6892897
2025-01-15,1025.9232177734375,1026.800048828125,1052.9000244140625,1014.6500244140625,1043.0,11418721
2025-01-16,1037.1136474609375,1038.0,1046.449951171875,1027.050048828125,1033.9000244140625,10261727
2025-01-17,990.2037353515625,991.0499877929688,1011.7000122070312,974.5999755859375,1000.0,33831617
2025-01-20,987.206298828125,988.0499877929688,994.2000122070312,976.5,992.0499877929688,33440507
2025-01-21,969.37158203125,970.2000122070312,994.4500122070312,963.0,993.5999755859375,11894500
2025-01-22,958.4808349609375,959.2999877929688,975.75,954.0,975.75,17303146
2025-01-23,950.2379150390625,951.0499877929688,963.7000122070312,948.0,954.0,24649522
2025-01-24,947.6900634765625,948.5,961.7999877929688,946.0999755859375,948.0,14421921
2025-01-27,947.2904052734375,948.0999755859375,949.75,933.5,943.0999755859375,12713296
2025-01-28,982.9598999023438,983.7999877929688,993.8499755859375,958.2000122070312,960.0,21781371
2025-01-29,982.560302734375,983.4000244140625,988.6500244140625,977.5999755859375,988.0,11175206
2025-01-30,983.8591918945312,984.7000122070312,991.4000244140625,974.7999877929688,984.6500244140625,10473118
2025-01-31,985.2579345703125,986.0999755859375,990.0,978.0499877929688,982.0,9036312
2025-02-01,997.2977294921875,998.1500244140625,1004.9500122070312,982.0,989.5,4830391
2025-02-03,988.55517578125,989.4000244140625,1000.5,983.3499755859375,987.0999755859375,7124605
2025-02-04,1014.4330444335938,1015.2999877929688,1017.0999755859375,987.7999877929688,994.0,16058171
2025-02-05,1012.4347534179688,1013.2999877929688,1022.0499877929688,1010.5,1020.5999755859375,7858373
2025-02-06,1019.8284301757812,1020.7000122070312,1021.8499755859375,1010.0499877929688,1012.0,5815563
2025-02-07,1023.2255249023438,1024.0999755859375,1027.3499755859375,1007.6500244140625,1019.5,8638651
2025-02-10,1010.8860473632812,1011.75,1026.75,1006.2000122070312,1021.0,3960565
2025-02-11,1006.539794921875,1007.4000244140625,1016.3499755859375,1002.5999755859375,1009.0,4808215
2025-02-12,1006.0402221679688,1006.9000244140625,1010.6500244140625,984.0,1000.0,7669283
2025-02-13,1007.339111328125,1008.2000122070312,1017.4500122070312,1001.0499877929688,1003.0,6348246
2025-02-14,996.6482543945312,997.5,1016.0,987.6500244140625,1010.5499877929688,5375755
2025-02-17,992.1021118164062,992.9500122070312,999.6500244140625,978.0499877929688,992.4500122070312,7166803
2025-02-18,993.3011474609375,994.1500244140625,997.3499755859375,986.5499877929688,992.9500122070312,3090004
2025-02-19,1010.4863891601562,1011.3499755859375,1013.4500122070312,988.1500244140625,991.6500244140625,6401381
2025-02-20,1016.3314208984375,1017.2000122070312,1019.6500244140625,1006.5,1008.4000244140625,5011212
2025-02-21,1008.0885009765625,1008.9500122070312,1021.9000244140625,1000.6500244140625,1012.0,5019937
2025-02-24,1009.1875,1010.0499877929688,1013.0,998.5499877929688,1001.3499755859375,4265454
2025-02-25,1008.23828125,1009.0999755859375,1013.7000122070312,997.0999755859375,1004.0,5708975
2025-02-27,1015.8318481445312,1016.7000122070312,1023.5499877929688,1005.1500244140625,1007.6500244140625,9777690
2025-02-28,1014.6828002929688,1015.5499877929688,1035.5,1009.9500122070312,1014.7999877929688,15026849
2025-03-03,1006.389892578125,1007.25,1019.4000244140625,992.0,1017.0499877929688,6763184
2025-03-04,1000.944580078125,1001.7999877929688,1011.0999755859375,998.5999755859375,1001.0999755859375,5786420
2025-03-05,1013.5838012695312,1014.4500122070312,1017.4000244140625,1002.5499877929688,1003.0,5133873
2025-03-06,1033.2169189453125,1034.0999755859375,1039.5,1015.1500244140625,1022.5999755859375,7861120
2025-03-07,1036.7640380859375,1037.6500244140625,1050.3499755859375,1030.699951171875,1033.699951171875,7597321
2025-03-10,1034.9654541015625,1035.8499755859375,1050.5,1032.3499755859375,1036.0,5995655
2025-03-11,1024.774169921875,1025.6500244140625,1036.800048828125,1021.0999755859375,1030.4000244140625,4771085
2025-03-12,1010.3365478515625,1011.2000122070312,1029.800048828125,999.2000122070312,1025.199951171875,7504702
