date_,adj close_bluedart.ns,close_bluedart.ns,high_bluedart.ns,low_bluedart.ns,open_bluedart.ns,volume_bluedart.ns
2024-01-16,7049.9833984375,7101.14990234375,7316.89990234375,7055.14990234375,7270.0,8039
2024-01-17,6961.3759765625,7011.89990234375,7101.14990234375,6953.10009765625,7100.0,8249
2024-01-18,6884.83154296875,6934.7998046875,7040.0,6882.7998046875,7001.39990234375,4522
2024-01-19,6838.81591796875,6888.4501953125,7005.5,6853.5498046875,6950.25,5834
2024-01-23,6878.03173828125,6927.9501953125,7177.85009765625,6890.0,7050.0,8994
2024-01-24,6825.51220703125,6875.0498046875,6972.0498046875,6813.25,6929.85009765625,14868
2024-01-25,6570.76171875,6618.4501953125,6885.7001953125,6590.0,6875.0498046875,19337
2024-01-29,6514.17236328125,6561.4501953125,6690.0,6531.60009765625,6690.0,10475
2024-01-30,6414.2470703125,6460.7998046875,6545.14990234375,6399.5,6534.0,18212
2024-01-31,6462.29833984375,6509.2001953125,6543.75,6425.0,6460.7998046875,12629
2024-02-01,6466.0712890625,6513.0,6598.0,6469.7001953125,6547.5,12358
2024-02-02,6353.63720703125,6399.75,6547.0498046875,6370.0,6545.25,8155
2024-02-05,6293.4736328125,6339.14990234375,6480.0,6325.0,6480.0,9556
2024-02-06,6088.11376953125,6132.2998046875,6379.2001953125,6085.0,6360.0,131032
2024-02-07,6098.6875,6142.9501953125,6336.0,6132.2998046875,6135.0,35390
2024-02-08,6099.3330078125,6143.60009765625,6242.7001953125,6121.0498046875,6219.0,12550
2024-02-09,6010.8251953125,6054.4501953125,6198.4501953125,6042.0,6198.0,25624
2024-02-12,6080.61865234375,6124.75,6166.85009765625,6055.10009765625,6115.0498046875,11938
2024-02-13,6015.29248046875,6058.9501953125,6155.0,6036.5,6151.14990234375,11429
2024-02-14,6005.41455078125,6049.0,6100.0,6012.0,6100.0,5894
2024-02-15,6048.4521484375,6092.35009765625,6222.64990234375,6074.10009765625,6079.25,37633
2024-02-16,6294.81396484375,6340.5,6385.0,6144.35009765625,6150.0,19257
2024-02-19,6259.1728515625,6304.60009765625,6445.25,6290.0,6390.0,27511
2024-02-20,6295.11181640625,6340.7998046875,6369.75,6260.0,6342.2001953125,10006
2024-02-21,6185.25927734375,6230.14990234375,6370.0,6203.25,6344.4501953125,10407
2024-02-22,6185.904296875,6230.7998046875,6279.0498046875,6161.0498046875,6279.0,5844
2024-02-23,6200.5478515625,6245.5498046875,6268.4501953125,6205.0,6230.7998046875,7296
2024-02-26,6135.61962890625,6180.14990234375,6279.9501953125,6150.0,6279.9501953125,29512
2024-02-27,6130.60595703125,6175.10009765625,6235.9501953125,6140.0,6200.0,7199
2024-02-28,6055.8486328125,6099.7998046875,6233.85009765625,6075.0,6233.85009765625,10660
2024-02-29,5991.2177734375,6034.7001953125,6099.2998046875,6018.14990234375,6098.9501953125,10913
2024-03-01,5848.8505859375,5891.2998046875,6129.39990234375,5862.0,6040.0,33350
2024-03-04,5927.0830078125,5970.10009765625,6101.89990234375,5943.25,5961.0,13979
2024-03-05,5899.9794921875,5942.7998046875,6099.0,5930.0498046875,5999.64990234375,8688
2024-03-06,5846.96435546875,5889.39990234375,5959.0,5866.0498046875,5942.7998046875,10785
2024-03-07,5860.267578125,5902.7998046875,5929.4501953125,5862.10009765625,5915.0,7191
2024-03-11,5739.841796875,5781.5,5979.0,5765.64990234375,5979.0,16081
2024-03-12,5739.24609375,5780.89990234375,5868.0,5706.64990234375,5781.5,10688
2024-03-13,5655.2060546875,5696.25,5825.0,5660.0498046875,5788.0,13534
2024-03-14,5643.1435546875,5684.10009765625,5799.0,5656.7001953125,5696.25,11787
2024-03-15,5658.78076171875,5699.85009765625,5744.9501953125,5667.60009765625,5686.0,25354
2024-03-18,5550.61474609375,5590.89990234375,5715.0,5581.10009765625,5700.0,32523
2024-03-19,5461.3134765625,5500.9501953125,5638.0,5486.60009765625,5638.0,191318
2024-03-20,5576.52734375,5617.0,5656.0498046875,5501.0,5583.4501953125,89757
2024-03-21,5596.6806640625,5637.2998046875,5748.0,5600.0,5679.0,69250
2024-03-22,5770.27099609375,5812.14990234375,5900.0,5681.0,5715.0,47473
2024-03-26,5909.75830078125,5952.64990234375,5978.0,5748.0,5829.0,34461
2024-03-27,5982.18310546875,6025.60009765625,6056.25,5825.0,5999.5,55318
2024-03-28,6139.39208984375,6183.9501953125,6195.0,6048.64990234375,6050.0,36913
2024-04-01,6096.50341796875,6140.75,6249.0,6126.0498046875,6249.0,37598
2024-04-02,6038.72265625,6082.5498046875,6197.89990234375,6055.0,6162.0,11231
2024-04-03,6062.89697265625,6106.89990234375,6130.14990234375,6020.0,6130.14990234375,28595
2024-04-04,6016.6328125,6060.2998046875,6146.89990234375,6030.0,6146.89990234375,16076
2024-04-05,6031.92236328125,6075.7001953125,6117.14990234375,6037.0,6051.0,40120
2024-04-08,5968.830078125,6012.14990234375,6138.89990234375,5958.0,6105.75,55306
2024-04-09,5896.25634765625,5939.0498046875,6042.2001953125,5920.0,6012.14990234375,64251
2024-04-10,5854.50927734375,5897.0,6048.7998046875,5875.0,5929.9501953125,21474
2024-04-12,5972.85107421875,6016.2001953125,6042.2001953125,5900.0498046875,5900.0498046875,20205
2024-04-15,5959.646484375,6002.89990234375,6035.0,5906.10009765625,5989.9501953125,25898
2024-04-16,6046.31787109375,6090.2001953125,6100.0,5921.0498046875,6002.9501953125,42070
2024-04-18,6069.6484375,6113.7001953125,6150.0,6048.0498046875,6148.0,24362
2024-04-19,6251.826171875,6297.2001953125,6320.64990234375,6062.35009765625,6096.35009765625,60449
2024-04-22,6279.27685546875,6324.85009765625,6493.2001953125,6288.0,6372.25,26984
2024-04-23,6208.5400390625,6253.60009765625,6369.0,6196.0,6339.0,22534
2024-04-24,6216.13525390625,6261.25,6332.75,6191.85009765625,6260.0,12249
2024-04-25,6259.619140625,6305.0498046875,6398.0,6265.0,6292.60009765625,18267
2024-04-26,6273.220703125,6318.75,6362.9501953125,6241.0,6310.0,17972
2024-04-29,6226.509765625,6271.7001953125,6330.14990234375,6232.0,6320.0,17043
2024-04-30,6265.82421875,6311.2998046875,6327.9501953125,6221.0,6275.89990234375,35085
2024-05-02,6196.13037109375,6241.10009765625,6384.0,6210.0,6384.0,29741
2024-05-03,6772.3486328125,6821.5,6899.5,6244.7998046875,6272.35009765625,360224
2024-05-06,7245.3154296875,7297.89990234375,7355.0498046875,6736.5498046875,6815.0,398286
2024-05-07,7146.0859375,7197.9501953125,7249.9501953125,7088.5498046875,7202.4501953125,64103
2024-05-08,7200.8876953125,7253.14990234375,7321.0,7090.9501953125,7099.9501953125,44253
2024-05-09,7041.64404296875,7092.75,7284.35009765625,6998.14990234375,7279.0,38869
2024-05-10,6935.81201171875,6986.14990234375,7119.60009765625,6913.25,7060.0498046875,21589
2024-05-13,6964.30517578125,7014.85009765625,7070.0,6805.10009765625,7014.0,25866
2024-05-14,7054.8974609375,7106.10009765625,7179.0,7024.9501953125,7025.0,40659
2024-05-15,7074.40625,7125.75,7184.9501953125,7072.35009765625,7180.0,21077
2024-05-16,7123.54931640625,7175.25,7270.0,7132.89990234375,7165.9501953125,9947
2024-05-17,7164.7998046875,7216.7998046875,7250.0,7176.0,7176.0,20431
2024-05-21,7236.3310546875,7288.85009765625,7333.0,7029.0498046875,7219.0,26664
2024-05-22,7155.3681640625,7207.2998046875,7305.60009765625,7180.0,7288.85009765625,5908
2024-05-23,7202.07958984375,7254.35009765625,7275.0,7120.10009765625,7180.0,11919
2024-05-24,7331.68896484375,7384.89990234375,7485.5498046875,7160.0498046875,7181.7998046875,95378
2024-05-27,7243.330078125,7295.89990234375,7452.85009765625,7249.0498046875,7421.7998046875,12674
2024-05-28,7144.74560546875,7196.60009765625,7295.89990234375,7150.0,7295.89990234375,10316
2024-05-29,7302.40087890625,7355.39990234375,7427.0,7060.0,7060.0,26715
2024-05-30,7276.291015625,7329.10009765625,7349.89990234375,7251.25,7270.0,16886
2024-05-31,7151.64501953125,7203.5498046875,7450.0,7152.25,7385.0,46079
2024-06-03,7183.017578125,7235.14990234375,7349.0,7180.0,7349.0,7243
2024-06-04,6852.56591796875,6902.2998046875,7298.0,6681.60009765625,7298.0,62117
2024-06-05,7053.5078125,7104.7001953125,7175.85009765625,6831.0498046875,6902.2998046875,12660
2024-06-06,7213.1494140625,7265.5,7300.0,7057.5498046875,7104.7998046875,7691
2024-06-07,7333.62451171875,7386.85009765625,7400.0,7203.75,7203.75,5267
2024-06-10,7629.1298828125,7684.5,7875.0,7402.5498046875,7450.0,125982
2024-06-11,7747.71923828125,7803.9501953125,7935.0,7653.85009765625,7675.0498046875,32217
2024-06-12,7750.30029296875,7806.5498046875,7871.9501953125,7749.25,7803.0,11312
2024-06-13,8037.16845703125,8095.5,8179.7998046875,7810.0,7900.0,41138
2024-06-14,7881.34912109375,7938.5498046875,8135.9501953125,7905.0,8125.0,17246
2024-06-18,7943.0517578125,8000.7001953125,8057.64990234375,7901.4501953125,8057.64990234375,12352
2024-06-19,7822.02978515625,7878.7998046875,8000.7001953125,7822.25,8000.7001953125,8790
2024-06-20,7667.30322265625,7722.9501953125,7975.0498046875,7677.0,7974.9501953125,12665
2024-06-21,7672.564453125,7728.25,7975.0498046875,7671.14990234375,7799.0,20003
2024-06-24,7645.1630859375,7700.64990234375,7799.0,7662.7001953125,7730.0,5684
2024-06-25,7607.28857421875,7662.5,7768.2998046875,7645.0,7725.64990234375,3489
2024-06-26,7727.0693359375,7783.14990234375,7888.75,7641.25,7670.25,9402
2024-06-27,7779.9853515625,7836.4501953125,7940.0,7715.0,7715.0,9594
2024-06-28,7914.01220703125,7971.4501953125,8012.89990234375,7837.0,7900.0,18430
2024-07-01,8079.51123046875,8138.14990234375,8317.0,7963.25,7980.0,35905
2024-07-02,8158.935546875,8218.150390625,8266.4501953125,8127.10009765625,8240.0,9747
2024-07-03,8134.46240234375,8193.5,8250.0,8091.64990234375,8225.5,8000
2024-07-04,8132.67578125,8191.7001953125,8239.0,8075.0,8239.0,7997
2024-07-05,8167.671875,8226.9501953125,8258.5498046875,8167.64990234375,8216.2001953125,8863
2024-07-08,8340.0693359375,8400.599609375,8475.0,8196.2001953125,8260.0,20964
2024-07-09,8322.59765625,8383.0,8474.9501953125,8280.0,8474.9501953125,16262
2024-07-10,8331.2841796875,8391.75,8439.5498046875,8308.0498046875,8383.0,9124
2024-07-11,8549.251953125,8611.2998046875,8659.7001953125,8320.849609375,8490.0,53858
2024-07-12,8432.5576171875,8469.099609375,8600.0498046875,8445.25,8600.0,30963
2024-07-15,8488.265625,8525.0498046875,8610.0498046875,8300.0,8467.0,9946
2024-07-16,8896.646484375,8935.2001953125,8980.0,8495.0498046875,8550.0,76112
2024-07-18,8400.1474609375,8436.5498046875,8919.9501953125,8334.0,8862.25,32000
2024-07-19,8172.33544921875,8207.75,8530.0,8009.0,8478.75,54104
2024-07-22,7797.0615234375,7830.85009765625,8189.89990234375,7757.0498046875,8130.0,52277
2024-07-23,7811.9970703125,7845.85009765625,7890.0,7537.0498046875,7815.5498046875,28105
2024-07-24,7869.84619140625,7903.9501953125,8085.0,7855.14990234375,7884.60009765625,14411
2024-07-25,7735.1298828125,7768.64990234375,7941.89990234375,7750.0,7903.9501953125,177270
2024-07-26,7860.68603515625,7894.75,8059.4501953125,7768.64990234375,7768.64990234375,13012
2024-07-29,7655.72412109375,7688.89990234375,8000.0,7652.14990234375,7933.7998046875,34960
2024-07-30,7812.79345703125,7846.64990234375,7878.0,7695.89990234375,7727.2998046875,16027
2024-07-31,8140.27392578125,8175.5498046875,8290.0,7816.0,7914.0,64985
2024-08-01,8183.6865234375,8219.150390625,8296.150390625,8146.0,8190.0,15119
2024-08-02,8079.83642578125,8114.85009765625,8187.10009765625,8096.0,8110.0,6365
2024-08-05,7912.71044921875,7947.0,8078.7001953125,7827.0,8041.25,13330
2024-08-06,8074.60888671875,8109.60009765625,8249.0,7910.5498046875,7950.0,33420
2024-08-07,8105.22607421875,8140.35009765625,8246.0,8083.85009765625,8118.0,13097
2024-08-08,7998.986328125,8033.64990234375,8215.0,7997.25,8145.7998046875,4090
2024-08-09,7892.697265625,7926.89990234375,8157.75,7898.5,8073.85009765625,5084
2024-08-12,8136.888671875,8172.14990234375,8210.0,7875.25,7926.89990234375,10534
2024-08-13,7946.51416015625,7980.9501953125,8200.0,7964.10009765625,8172.14990234375,4255
2024-08-14,7805.82373046875,7839.64990234375,8091.9501953125,7810.0,8030.0,4791
2024-08-16,8017.10791015625,8051.85009765625,8149.9501953125,7872.0,7939.0,9391
2024-08-19,7900.56298828125,7934.7998046875,8094.89990234375,7885.0,8032.0498046875,6604
2024-08-20,7944.2236328125,7978.64990234375,8024.0,7903.0498046875,7934.7998046875,6981
2024-08-21,7994.2568359375,8028.89990234375,8050.0,7947.10009765625,7978.64990234375,7236
2024-08-22,8119.11572265625,8154.2998046875,8224.7001953125,8020.0,8028.89990234375,11702
2024-08-23,8061.31640625,8096.25,8195.0498046875,8037.25,8195.0498046875,3576
2024-08-26,8076.55029296875,8111.5498046875,8195.0,8010.0,8136.75,5354
2024-08-27,8247.111328125,8282.849609375,8389.0,8060.25,8130.0,18399
2024-08-28,8239.892578125,8275.599609375,8350.0,8180.5,8271.0,17806
