date_,adj close_bayercrop.ns,close_bayercrop.ns,high_bayercrop.ns,low_bayercrop.ns,open_bayercrop.ns,volume_bayercrop.ns
2025-04-15,4675.55029296875,4798.39990234375,4884.0,4780.60009765625,4884.0,25265
2025-04-16,4735.5732421875,4860.0,4880.0,4798.60009765625,4800.0,61296
2025-04-17,4869.552734375,4997.5,5095.0,4822.89990234375,4899.5,50041
2025-04-21,4771.8203125,4897.2001953125,5027.2998046875,4878.0,5005.10009765625,22656
2025-04-22,4768.50732421875,4893.7998046875,4970.0,4881.0,4917.2001953125,24216
2025-04-23,4823.951171875,4950.7001953125,4994.0,4856.89990234375,4901.0,32623
2025-04-24,4853.669921875,4981.2001953125,5038.5,4934.0,4968.0,16776
2025-04-25,4772.01513671875,4897.39990234375,5020.89990234375,4783.5,5020.89990234375,32902
2025-04-28,4671.0673828125,4793.7998046875,4897.0,4764.89990234375,4897.0,18810
2025-04-29,4645.14892578125,4767.2001953125,4898.0,4750.7001953125,4810.0,18479
2025-04-30,4570.31494140625,4690.39990234375,4793.5,4679.7001953125,4773.39990234375,15958
2025-05-02,4567.78125,4687.7998046875,4759.89990234375,4400.0,4670.0,20353
2025-05-05,4535.9189453125,4655.10009765625,4723.89990234375,4601.60009765625,4723.89990234375,29892
2025-05-06,4567.3916015625,4687.39990234375,4779.0,4657.7998046875,4657.7998046875,19862
2025-05-07,4557.453125,4677.2001953125,4712.10009765625,4610.0,4690.0,37087
2025-05-08,4496.4560546875,4614.60009765625,4718.7001953125,4594.0,4718.7001953125,20463
2025-05-09,4499.6708984375,4617.89990234375,4636.0,4509.2998046875,4510.0,9736
2025-05-12,4651.8720703125,4774.10009765625,4786.2001953125,4686.10009765625,4700.0,23576
2025-05-13,4644.271484375,4766.2998046875,4803.0,4701.0,4795.0,47026
2025-05-14,4759.640625,4884.7001953125,4901.0,4752.2001953125,4808.7001953125,34562
2025-05-15,4838.17626953125,4965.2998046875,5030.0,4863.39990234375,4889.0,26684
2025-05-16,4911.646484375,5040.7001953125,5059.7998046875,4933.0,5026.0,21617
2025-05-19,4949.7451171875,5079.7998046875,5143.60009765625,5005.0,5064.89990234375,35122
2025-05-20,4976.638671875,5107.39990234375,5134.2001953125,4979.10009765625,5079.7998046875,46620
2025-05-21,5016.49169921875,5148.2998046875,5199.0,5070.0,5107.39990234375,37716
2025-05-22,4927.431640625,5056.89990234375,5175.7998046875,5041.39990234375,5150.0,16269
2025-05-23,4861.46533203125,4989.2001953125,5090.5,4965.0,5065.0,17620
2025-05-26,4999.439453125,5130.7998046875,5151.0,5020.0,5053.10009765625,53931
2025-05-27,5528.73291015625,5674.0,5857.89990234375,5500.0,5598.89990234375,1587717
2025-05-28,5569.169921875,5715.5,5750.0,5606.60009765625,5704.0,127721
2025-05-29,5547.24609375,5693.0,5848.0,5654.0,5720.0,94566
2025-05-30,5532.921875,5678.2998046875,5731.5,5560.0,5731.5,38630
2025-06-02,5473.19189453125,5617.0,5682.0,5561.0,5561.0,26735
2025-06-03,5483.91015625,5628.0,5717.0,5580.5,5660.0,38020
2025-06-04,5456.1396484375,5599.5,5769.5,5550.0,5747.0,49218
2025-06-05,5432.26708984375,5575.0,5637.0,5544.0,5600.0,25725
2025-06-06,5357.23876953125,5498.0,5600.5,5472.5,5575.0,17366
2025-06-09,5352.36669921875,5493.0,5529.0,5438.5,5460.5,25411
2025-06-10,5290.0048828125,5429.0,5539.5,5420.0,5519.5,18089
2025-06-11,5310.46728515625,5450.0,5533.0,5425.0,5449.5,21182
2025-06-12,5249.080078125,5387.0,5515.0,5378.5,5450.0,17011
2025-06-13,5311.44189453125,5451.0,5509.5,5315.0,5320.0,27278
2025-06-16,5360.64892578125,5501.5,5585.5,5401.0,5426.0,27576
2025-06-17,5509.73193359375,5654.5,5671.5,5457.5,5509.5,34261
2025-06-18,5514.60400390625,5659.5,5681.5,5590.5,5654.5,20299
2025-06-19,5451.267578125,5594.5,5749.0,5570.5,5678.0,40201
2025-06-20,5408.39453125,5550.5,5635.0,5496.5,5590.5,52876
2025-06-23,5369.90576171875,5511.0,5578.5,5485.0,5551.0,11466
2025-06-24,5509.73193359375,5654.5,5726.0,5500.0,5574.0,30120
2025-06-25,5602.787109375,5750.0,5757.5,5621.0,5645.0,36366
2025-06-26,5759.66455078125,5911.0,5968.5,5712.0,5750.5,59847
2025-06-27,5957.4677734375,6114.0,6187.0,5900.0,5914.0,197557
2025-06-30,6133.34619140625,6294.5,6393.5,6070.5,6148.0,128839
2025-07-01,6198.1435546875,6361.0,6387.0,6229.0,6270.0,90213
2025-07-02,6222.99072265625,6386.5,6484.0,6318.5,6369.0,116349
2025-07-03,6241.5048828125,6405.5,6451.0,6353.0,6399.0,40808
2025-07-04,6270.736328125,6435.5,6474.0,6376.5,6388.0,45583
2025-07-07,6273.17236328125,6438.0,6511.0,6351.0,6477.5,36241
2025-07-08,6316.533203125,6482.5,6498.0,6348.0,6437.0,57710
2025-07-09,6278.04443359375,6443.0,6500.0,6423.0,6492.0,30902
2025-07-10,6121.16650390625,6282.0,6437.0,6190.0,6425.0,42439
2025-07-11,6037.3681640625,6196.0,6282.0,6135.0,6282.0,42710
2025-07-14,6065.13818359375,6224.5,6239.5,6164.5,6180.0,25130
2025-07-15,6196.19482421875,6359.0,6410.0,6209.0,6282.5,70614
2025-07-16,6177.68115234375,6340.0,6374.5,6229.0,6360.0,35659
2025-07-17,6191.81005859375,6354.5,6386.5,6308.0,6343.0,15113
2025-07-18,6184.98974609375,6347.5,6385.0,6250.0,6303.0,25168
2025-07-21,6127.0126953125,6288.0,6348.0,6266.5,6348.0,7783
2025-07-22,6119.705078125,6280.5,6370.0,6209.0,6341.5,10420
2025-07-23,6190.8359375,6353.5,6422.0,6245.0,6245.0,21831
2025-07-24,6201.06689453125,6364.0,6414.0,6332.0,6388.0,24133
2025-07-25,6173.7841796875,6336.0,6360.0,6210.5,6356.5,27768
2025-07-28,6165.50146484375,6327.5,6491.0,6253.5,6326.0,37725
2025-07-29,6189.3740234375,6352.0,6445.0,6302.5,6330.0,20187
2025-07-30,6172.80908203125,6335.0,6509.5,6250.0,6383.5,64578
2025-07-31,6160.62939453125,6322.5,6450.5,6290.0,6320.0,23099
2025-08-01,6094.37060546875,6254.5,6429.0,6110.5,6405.0,29477
2025-08-04,6090.9599609375,6251.0,6334.0,6191.5,6255.0,27187
2025-08-05,6120.19189453125,6281.0,6325.0,6210.5,6298.5,32963
2025-08-06,5864.89990234375,6019.0,6415.0,5930.0,6343.0,180726
2025-08-07,5564.5,5677.5,6019.0,5611.5,5990.0,129955
2025-08-08,5461.58984375,5572.5,5735.0,5485.5,5655.0,34360
2025-08-11,5518.92529296875,5631.0,5695.0,5512.5,5540.0,17643
2025-08-12,5529.70654296875,5642.0,5700.0,5580.0,5674.0,20256
2025-08-13,5539.99755859375,5652.5,5669.0,5589.0,5620.0,13338
2025-08-14,5537.05712890625,5649.5,5673.5,5563.5,5670.0,15509
2025-08-18,5411.60498046875,5521.5,5706.0,5500.5,5649.5,35451
2025-08-19,5453.2587890625,5564.0,5577.0,5461.5,5529.5,15107
2025-08-20,5471.390625,5582.5,5620.0,5558.5,5598.0,12879
2025-08-21,5483.15185546875,5594.5,5649.5,5580.0,5630.0,7939
2025-08-22,5409.15478515625,5519.0,5620.0,5500.0,5597.0,21970
2025-08-25,5391.5126953125,5501.0,5590.0,5485.5,5542.0,14967
2025-08-26,5224.896484375,5331.0,5525.0,5310.0,5515.0,26673
2025-08-28,5164.13037109375,5269.0,5367.0,5258.5,5331.0,20770
2025-08-29,5127.376953125,5231.5,5280.0,5194.0,5253.5,20747
2025-09-01,5110.22509765625,5214.0,5294.5,5200.0,5294.5,17857
2025-09-02,5098.9541015625,5202.5,5297.5,5175.5,5235.5,19449
2025-09-03,5072.9814453125,5176.0,5240.0,5151.0,5227.0,36202
2025-09-04,5010.25537109375,5112.0,5255.0,5100.0,5230.0,28723
2025-09-05,4981.34228515625,5082.5,5177.0,5061.0,5133.0,13820
2025-09-08,4956.35009765625,5057.0,5169.0,5030.0,5078.5,18722
2025-09-09,5001.4345703125,5103.0,5130.0,5034.5,5096.5,21210
2025-09-10,5007.80517578125,5109.5,5175.0,5078.5,5124.0,18489
2025-09-11,5012.70556640625,5114.5,5158.5,5103.5,5125.0,15903
2025-09-12,5000.4541015625,5102.0,5185.0,5056.0,5174.5,33093
2025-09-15,5005.8447265625,5107.5,5136.5,5060.0,5102.0,17389
2025-09-16,5116.10546875,5220.0,5265.5,5105.0,5129.0,51229
2025-09-17,5091.603515625,5195.0,5247.0,5151.0,5230.0,24755
2025-09-18,5094.0537109375,5197.5,5265.0,5156.5,5199.0,16489
2025-09-19,5240.578125,5347.0,5489.0,5179.0,5200.0,168651
2025-09-22,5140.60791015625,5245.0,5346.0,5218.0,5346.0,18880
2025-09-23,4971.05126953125,5072.0,5250.5,5048.0,5250.0,34850
2025-09-24,4933.31787109375,5033.5,5095.5,4991.0,5050.0,22444
2025-09-25,4885.78271484375,4985.0,5057.5,4945.0,5049.0,16217
2025-09-26,4948.50927734375,5049.0,5066.0,4900.5,4969.5,25501
2025-09-29,4825.9970703125,4924.0,5089.0,4870.0,5089.0,21487
2025-09-30,4714.755859375,4810.5,4924.0,4792.0,4924.0,27309
2025-10-01,4815.11767578125,4912.89990234375,4947.0,4791.0,4810.0,21727
2025-10-03,4954.29150390625,5054.89990234375,5082.0,4902.7998046875,4922.0,15757
2025-10-06,4897.837890625,4997.2998046875,5075.0,4980.0,5075.0,32408
2025-10-07,4892.1533203125,4991.5,5016.89990234375,4967.2998046875,4997.2998046875,17401
2025-10-08,4895.8779296875,4995.2998046875,5010.89990234375,4966.2998046875,5010.89990234375,8489
2025-10-09,4956.93798828125,5057.60009765625,5085.0,4946.60009765625,5005.0,11518
2025-10-10,4907.443359375,5007.10009765625,5074.0,4977.10009765625,5074.0,13426
2025-10-13,4906.1689453125,5005.7998046875,5036.5,4970.0,5001.5,21790
2025-10-14,4874.51171875,4973.5,5019.0,4955.10009765625,4975.0,13774
2025-10-15,4965.46484375,5066.2998046875,5123.7998046875,4956.7998046875,4980.0,12731
2025-10-16,5011.431640625,5113.2001953125,5129.0,5034.7001953125,5097.0,16234
2025-10-17,4923.41845703125,5023.39990234375,5149.89990234375,5001.0,5149.89990234375,15301
2025-10-20,4897.05419921875,4996.5,5055.60009765625,4961.0,5055.60009765625,27374
2025-10-21,4909.697265625,5009.39990234375,5040.0,4998.10009765625,5040.0,2069
2025-10-23,4900.09228515625,4999.60009765625,5050.0,4969.0,5010.0,10646
2025-10-24,4919.79248046875,5019.7001953125,5032.89990234375,4975.2001953125,4988.0,7777
2025-10-27,4934.1015625,5034.2998046875,5069.0,5013.10009765625,5069.0,60069
2025-10-28,4850.79345703125,4949.2998046875,5058.7998046875,4940.0,5058.7998046875,16802
2025-10-29,4757.88037109375,4854.5,4982.5,4540.0,4925.0,62518
2025-10-30,4827.66357421875,4925.7001953125,5020.0,4870.7001953125,4940.0,29614
2025-10-31,4787.38134765625,4884.60009765625,4949.0,4870.0,4900.10009765625,13502
2025-11-03,4774.73828125,4871.7001953125,4915.0,4860.0,4884.60009765625,15239
2025-11-04,4739.3564453125,4835.60009765625,4891.7998046875,4799.0,4871.0,23304
2025-11-05,4739.3564453125,4835.60009765625,4835.60009765625,4835.60009765625,4835.60009765625,0
2025-11-06,4650.265625,4744.7001953125,4835.0,4725.0,4825.0,17129
2025-11-07,4500.5068359375,4591.89990234375,4748.39990234375,4584.5,4744.7001953125,36965
2025-11-10,4550.2958984375,4642.7001953125,4660.0,4578.0,4600.39990234375,41457
2025-11-11,4410.23974609375,4499.7998046875,4639.7998046875,4489.0,4622.0,56460
2025-11-12,4416.31640625,4506.0,4534.60009765625,4431.0,4510.60009765625,133028
2025-11-13,4431.89990234375,4521.89990234375,4567.2001953125,4497.0,4545.89990234375,32409
2025-11-14,4476.2001953125,4476.2001953125,4520.0,4434.7998046875,4452.10009765625,38442
2025-11-17,4558.39990234375,4558.39990234375,4574.0,4460.7001953125,4488.0,37804
2025-11-18,4553.5,4553.5,4588.0,4500.0,4579.0,35549
2025-11-19,4557.89990234375,4557.89990234375,4573.10009765625,4516.7001953125,4553.5,20576
2025-11-20,4576.2001953125,4576.2001953125,4601.7998046875,4506.10009765625,4570.0,21063
2025-11-21,4544.60009765625,4544.60009765625,4581.60009765625,4522.0,4551.0,13079
2025-11-24,4535.2001953125,4535.2001953125,4555.89990234375,4500.0,4544.60009765625,18057
2025-11-25,4607.5,4607.5,4700.0,4510.89990234375,4558.0,20992
2025-11-26,4587.5,4587.5,4624.89990234375,4571.89990234375,4624.89990234375,21457
2025-11-27,4572.39990234375,4572.39990234375,4785.10009765625,4438.0,4775.0,213098
2025-11-28,4658.39990234375,4658.39990234375,4677.2998046875,4504.5,4552.0,66966
2025-12-01,4607.7998046875,4607.7998046875,4673.89990234375,4560.0,4640.0,26533
2025-12-02,4606.2001953125,4606.2001953125,4640.0,4579.0,4600.0,20731
2025-12-03,4507.2998046875,4507.2998046875,4620.10009765625,4500.0,4610.0,25766
2025-12-04,4506.0,4506.0,4598.0,4490.10009765625,4512.0,29368
2025-12-05,4495.10009765625,4495.10009765625,4537.0,4467.2998046875,4506.0,25290
2025-12-08,4435.60009765625,4435.60009765625,4501.10009765625,4422.0,4488.0,33272
2025-12-09,4389.7001953125,4389.7001953125,4464.7001953125,4385.5,4435.60009765625,22152
2025-12-10,4401.60009765625,4401.60009765625,4487.10009765625,4391.7998046875,4407.0,33952
2025-12-11,4394.10009765625,4394.10009765625,4416.2001953125,4385.0,4395.0,9584
2025-12-12,4408.7998046875,4408.7998046875,4434.0,4390.0,4403.0,12510
2025-12-15,4388.7001953125,4388.7001953125,4434.0,4380.10009765625,4424.7998046875,11926
2025-12-16,4374.89990234375,4374.89990234375,4418.0,4360.2998046875,4408.7998046875,11415
2025-12-17,4349.2998046875,4349.2998046875,4399.0,4330.0,4375.0,10076
2025-12-18,4289.7001953125,4289.7001953125,4358.10009765625,4282.0,4358.10009765625,16249
2025-12-19,4301.39990234375,4301.39990234375,4365.0,4275.2001953125,4292.10009765625,143667
2025-12-22,4364.0,4364.0,4375.89990234375,4329.0,4350.0,99197
2025-12-23,4456.60009765625,4456.60009765625,4472.0,4372.39990234375,4387.7998046875,27068
2025-12-24,4526.89990234375,4526.89990234375,4550.60009765625,4455.60009765625,4469.0,25153
2025-12-26,4550.7001953125,4550.7001953125,4562.0,4390.0,4546.89990234375,23427
2025-12-29,4537.0,4537.0,4619.0,4500.0,4589.0,51463
2025-12-30,4514.10009765625,4514.10009765625,4571.0,4464.89990234375,4515.0,92192
2025-12-31,4558.0,4558.0,4573.0,4510.60009765625,4559.2001953125,17316
2026-01-01,4543.2001953125,4543.2001953125,4576.7001953125,4525.10009765625,4558.0,6730
2026-01-02,4546.7001953125,4546.7001953125,4585.60009765625,4529.89990234375,4564.0,24554
2026-01-05,4562.7001953125,4562.7001953125,4572.0,4521.0,4535.0,19666
2026-01-06,4508.10009765625,4508.10009765625,4560.5,4491.0,4560.5,18416
2026-01-07,4535.89990234375,4535.89990234375,4540.0,4500.89990234375,4501.0,7830
2026-01-08,4495.7001953125,4495.7001953125,4557.0,4481.0,4542.39990234375,17748
2026-01-09,4469.0,4469.0,4504.0,4457.60009765625,4495.7001953125,10809
2026-01-12,4425.5,4425.5,4485.0,4370.10009765625,4475.0,18691
2026-01-13,4427.7998046875,4427.7998046875,4471.89990234375,4410.0,4425.0,12318
2026-01-14,4412.2998046875,4412.2998046875,4451.10009765625,4383.7998046875,4427.5,18240
2026-01-16,4398.7001953125,4398.7001953125,4448.0,4381.0,4448.0,17599
