date_,adj close_srf.ns,close_srf.ns,high_srf.ns,low_srf.ns,open_srf.ns,volume_srf.ns
2024-02-19,2337.808837890625,2347.050048828125,2380.949951171875,2344.449951171875,2380.0,166063
2024-02-20,2373.81640625,2383.199951171875,2389.0,2325.300048828125,2347.050048828125,451789
2024-02-21,2389.504638671875,2398.949951171875,2423.550048828125,2384.35009765625,2399.0,881154
2024-02-22,2399.514892578125,2409.0,2418.550048828125,2367.10009765625,2408.949951171875,203280
2024-02-23,2376.40625,2385.800048828125,2419.0,2381.75,2418.0,114496
2024-02-26,2391.098388671875,2400.550048828125,2410.0,2373.75,2393.949951171875,243435
2024-02-27,2383.3291015625,2392.75,2429.550048828125,2364.0,2400.550048828125,442182
2024-02-28,2361.66455078125,2371.0,2404.949951171875,2354.949951171875,2396.60009765625,429664
2024-02-29,2380.240966796875,2389.64990234375,2398.89990234375,2341.89990234375,2370.050048828125,565867
2024-03-01,2387.9111328125,2397.35009765625,2409.89990234375,2380.5,2389.64990234375,282374
2024-03-04,2366.644775390625,2376.0,2403.0,2367.199951171875,2394.050048828125,139551
2024-03-05,2381.884765625,2391.300048828125,2412.39990234375,2373.60009765625,2376.050048828125,241360
2024-03-06,2402.204345703125,2411.699951171875,2416.0,2364.050048828125,2398.0,232307
2024-03-07,2440.4033203125,2450.050048828125,2464.39990234375,2411.75,2411.75,653987
2024-03-11,2445.83203125,2455.5,2491.0,2423.60009765625,2472.0,436096
2024-03-12,2413.609375,2423.14990234375,2459.199951171875,2403.64990234375,2441.35009765625,242866
2024-03-13,2376.60546875,2386.0,2462.0,2375.10009765625,2429.85009765625,442261
2024-03-14,2420.681396484375,2430.25,2436.0,2344.35009765625,2386.0,383267
2024-03-15,2418.988037109375,2428.550048828125,2449.89990234375,2404.39990234375,2430.0,378516
2024-03-18,2460.274658203125,2470.0,2479.699951171875,2411.0,2427.60009765625,563240
2024-03-19,2423.271240234375,2432.85009765625,2480.0,2400.60009765625,2477.85009765625,380710
2024-03-20,2450.613037109375,2460.300048828125,2464.699951171875,2418.949951171875,2444.0,205010
2024-03-21,2528.355712890625,2538.35009765625,2549.85009765625,2469.10009765625,2478.0,1316007
2024-03-22,2540.906005859375,2550.949951171875,2600.0,2532.0,2556.0,1205728
2024-03-26,2569.841552734375,2580.0,2598.0,2546.0,2553.0,687251
2024-03-27,2512.817138671875,2522.75,2597.0,2515.10009765625,2595.199951171875,1097897
2024-03-28,2550.16943359375,2560.25,2574.89990234375,2503.300048828125,2516.449951171875,520691
2024-04-01,2606.2978515625,2616.60009765625,2629.39990234375,2552.050048828125,2559.89990234375,678813
2024-04-02,2611.477294921875,2621.800048828125,2662.949951171875,2600.050048828125,2632.85009765625,1308354
2024-04-03,2612.67236328125,2623.0,2642.89990234375,2602.050048828125,2621.800048828125,367223
2024-04-04,2581.29638671875,2591.5,2637.5,2583.60009765625,2629.949951171875,319548
2024-04-05,2576.6650390625,2586.85009765625,2616.0,2578.300048828125,2590.0,342605
2024-04-08,2596.9345703125,2607.199951171875,2617.949951171875,2555.64990234375,2600.0,286273
2024-04-09,2582.74072265625,2592.949951171875,2623.89990234375,2578.199951171875,2623.89990234375,254205
2024-04-10,2635.1337890625,2645.550048828125,2687.5,2565.75,2586.0,1068326
2024-04-12,2621.935546875,2632.300048828125,2687.5,2625.550048828125,2645.0,699830
2024-04-15,2547.281005859375,2557.35009765625,2618.0,2526.75,2580.0,672725
2024-04-16,2508.334716796875,2518.25,2571.85009765625,2511.0,2532.199951171875,473443
2024-04-18,2519.98876953125,2529.949951171875,2573.949951171875,2517.050048828125,2537.89990234375,566417
2024-04-19,2519.09228515625,2529.050048828125,2553.14990234375,2480.0,2495.0,280298
2024-04-22,2555.00048828125,2565.10009765625,2574.949951171875,2531.699951171875,2552.949951171875,301008
2024-04-23,2607.09423828125,2617.39990234375,2639.35009765625,2560.89990234375,2568.0,697381
2024-04-24,2608.887451171875,2619.199951171875,2659.300048828125,2610.0,2634.89990234375,383408
2024-04-25,2628.509521484375,2638.89990234375,2650.0,2601.14990234375,2619.199951171875,661465
2024-04-26,2630.40234375,2640.800048828125,2659.0,2621.0,2625.0,345768
2024-04-29,2625.8701171875,2636.25,2669.0,2611.0,2649.949951171875,364006
2024-04-30,2610.730224609375,2621.050048828125,2655.0,2614.5,2636.25,348452
2024-05-02,2658.541259765625,2669.050048828125,2686.0,2621.050048828125,2621.050048828125,383008
2024-05-03,2557.54052734375,2567.64990234375,2693.949951171875,2535.0,2688.89990234375,640886
2024-05-06,2577.412109375,2587.60009765625,2614.0,2559.0,2578.550048828125,294624
2024-05-07,2407.334228515625,2416.85009765625,2540.0,2388.75,2540.0,2274991
2024-05-08,2329.890380859375,2339.10009765625,2427.60009765625,2325.14990234375,2409.0,1418023
2024-05-09,2282.328125,2291.35009765625,2352.699951171875,2280.25,2341.0,979132
2024-05-10,2269.080810546875,2278.050048828125,2347.39990234375,2256.0,2302.0,1259049
2024-05-13,2217.733642578125,2226.5,2297.5,2210.0,2278.89990234375,896229
2024-05-14,2277.746337890625,2286.75,2299.0,2207.39990234375,2231.0,749824
2024-05-15,2279.1904296875,2288.199951171875,2319.0,2282.10009765625,2300.0,680715
2024-05-16,2261.809326171875,2270.75,2309.89990234375,2253.14990234375,2300.0,512259
2024-05-17,2271.37158203125,2280.35009765625,2287.449951171875,2258.550048828125,2278.0,321572
2024-05-21,2276.4013671875,2285.39990234375,2299.800048828125,2265.14990234375,2275.60009765625,451188
2024-05-22,2284.91796875,2293.949951171875,2308.0,2273.0,2298.0,301833
2024-05-23,2296.372802734375,2305.449951171875,2309.5,2272.550048828125,2298.60009765625,278551
2024-05-24,2280.087158203125,2289.10009765625,2326.800048828125,2280.199951171875,2310.0,210718
2024-05-27,2300.80517578125,2309.89990234375,2318.10009765625,2289.14990234375,2289.14990234375,314542
2024-05-28,2271.02294921875,2280.0,2324.89990234375,2270.5,2319.89990234375,351822
2024-05-29,2230.1845703125,2239.0,2281.85009765625,2235.0,2261.050048828125,424841
2024-05-30,2214.346923828125,2223.10009765625,2242.75,2214.050048828125,2231.0,372713
2024-05-31,2202.643310546875,2211.35009765625,2234.14990234375,2182.449951171875,2228.699951171875,1407561
2024-06-03,2256.6298828125,2265.550048828125,2272.0,2216.699951171875,2251.60009765625,412116
2024-06-04,2184.913330078125,2193.550048828125,2274.199951171875,2089.10009765625,2274.199951171875,543994
2024-06-05,2286.013916015625,2295.050048828125,2302.949951171875,2191.300048828125,2195.050048828125,434069
2024-06-06,2287.5078125,2296.550048828125,2312.0,2279.0,2299.949951171875,304806
2024-06-07,2303.19580078125,2312.300048828125,2316.949951171875,2238.050048828125,2255.0,508944
2024-06-10,2345.37890625,2354.64990234375,2369.89990234375,2295.60009765625,2322.0,747806
2024-06-11,2318.53515625,2327.699951171875,2372.5,2325.0,2369.0,329672
2024-06-12,2356.58447265625,2365.89990234375,2373.050048828125,2320.050048828125,2327.85009765625,965764
2024-06-13,2390.45068359375,2399.89990234375,2408.0,2372.25,2384.0,610948
2024-06-14,2392.54248046875,2402.0,2414.199951171875,2390.050048828125,2410.199951171875,405161
2024-06-18,2412.662841796875,2422.199951171875,2431.25,2385.0,2402.0,223271
2024-06-19,2407.234619140625,2416.75,2440.0,2390.0,2432.949951171875,434132
2024-06-20,2489.50927734375,2499.35009765625,2509.949951171875,2380.0,2416.550048828125,1137819
2024-06-21,2450.36376953125,2460.050048828125,2520.199951171875,2450.050048828125,2499.35009765625,572663
2024-06-24,2410.720458984375,2420.25,2460.0,2412.10009765625,2459.0,384858
2024-06-25,2384.4248046875,2393.85009765625,2430.550048828125,2381.0,2429.0,759796
2024-06-26,2389.35498046875,2398.800048828125,2415.699951171875,2376.300048828125,2398.5,542766
2024-06-27,2449.168701171875,2458.85009765625,2474.64990234375,2395.0,2398.0,683147
2024-06-28,2426.45849609375,2436.050048828125,2468.89990234375,2409.800048828125,2449.050048828125,576004
2024-07-01,2452.70458984375,2462.39990234375,2471.0,2415.699951171875,2426.050048828125,471598
2024-07-02,2384.275390625,2393.699951171875,2465.0,2370.0,2465.0,845955
2024-07-03,2372.123291015625,2381.5,2416.39990234375,2369.949951171875,2403.800048828125,591324
2024-07-04,2380.8388671875,2390.25,2415.0,2371.75,2390.0,276779
2024-07-05,2391.297607421875,2400.75,2411.5,2372.800048828125,2390.050048828125,366450
2024-07-08,2358.9755859375,2368.300048828125,2419.699951171875,2357.050048828125,2401.0,389677
2024-07-09,2382.58203125,2392.0,2398.0,2370.050048828125,2387.39990234375,311651
2024-07-10,2390.500732421875,2399.949951171875,2402.800048828125,2354.550048828125,2399.0,367639
2024-07-11,2382.58203125,2392.0,2412.949951171875,2375.300048828125,2406.0,241513
2024-07-12,2380.8388671875,2390.25,2404.0,2375.300048828125,2393.5,268806
2024-07-15,2386.267333984375,2395.699951171875,2404.699951171875,2377.0,2390.25,305636
2024-07-16,2385.171875,2394.60009765625,2405.550048828125,2376.050048828125,2399.0,250031
2024-07-18,2395.03271484375,2404.5,2415.949951171875,2376.699951171875,2394.0,519892
2024-07-19,2333.37646484375,2342.60009765625,2410.0,2331.050048828125,2410.0,611272
2024-07-22,2358.228271484375,2367.550048828125,2375.0,2309.300048828125,2315.0,470369
2024-07-23,2351.753662109375,2361.050048828125,2394.0,2283.10009765625,2378.89990234375,1467130
2024-07-24,2358.32763671875,2367.64990234375,2379.949951171875,2317.25,2330.0,1175151
2024-07-25,2390.351318359375,2399.800048828125,2412.0,2342.300048828125,2345.0,1150332
2024-07-26,2446.479248046875,2456.14990234375,2476.0,2400.0,2405.14990234375,1359673
2024-07-29,2499.1708984375,2509.050048828125,2543.5,2466.14990234375,2471.85009765625,895078
2024-07-30,2542.300537109375,2552.35009765625,2563.300048828125,2500.050048828125,2510.050048828125,406480
2024-07-31,2638.207275390625,2644.89990234375,2659.0,2557.300048828125,2560.0,1734449
2024-08-01,2618.2578125,2624.89990234375,2653.550048828125,2601.449951171875,2631.5,810488
2024-08-02,2516.41650390625,2522.800048828125,2618.64990234375,2514.14990234375,2585.0,460619
2024-08-05,2466.7421875,2473.0,2504.550048828125,2418.0,2460.10009765625,1311990
2024-08-06,2482.65185546875,2488.949951171875,2555.0,2481.64990234375,2497.14990234375,731638
2024-08-07,2583.546142578125,2590.10009765625,2595.75,2488.949951171875,2507.0,604727
2024-08-08,2530.68017578125,2537.10009765625,2615.0,2531.0,2615.0,252629
2024-08-09,2547.18798828125,2553.64990234375,2600.0,2538.0,2560.0,243182
2024-08-12,2562.000732421875,2568.5,2583.949951171875,2525.35009765625,2553.550048828125,262274
2024-08-13,2514.6708984375,2521.050048828125,2592.199951171875,2512.199951171875,2592.199951171875,337336
2024-08-14,2485.44482421875,2491.75,2525.050048828125,2445.050048828125,2525.0,261492
2024-08-16,2474.921630859375,2481.199951171875,2519.949951171875,2470.449951171875,2519.949951171875,445311
2024-08-19,2469.88427734375,2476.14990234375,2492.0,2451.60009765625,2492.0,227333
2024-08-20,2467.2412109375,2473.5,2487.89990234375,2452.35009765625,2476.14990234375,253516
2024-08-21,2473.8740234375,2480.14990234375,2487.5,2458.449951171875,2473.5,297048
2024-08-22,2526.690185546875,2533.10009765625,2566.0,2488.300048828125,2491.0,825960
2024-08-23,2484.34765625,2490.64990234375,2559.0,2480.5,2558.0,576226
2024-08-26,2532.12646484375,2538.550048828125,2545.050048828125,2486.64990234375,2490.64990234375,466741
2024-08-27,2549.133544921875,2555.60009765625,2592.0,2541.5,2557.0,598139
2024-08-28,2532.625244140625,2539.050048828125,2568.85009765625,2518.0,2565.0,362347
2024-08-29,2533.921875,2540.35009765625,2549.25,2503.949951171875,2538.0,326129
2024-08-30,2558.110595703125,2564.60009765625,2599.949951171875,2539.0,2539.0,2180896
2024-09-02,2583.74560546875,2590.300048828125,2608.699951171875,2561.0,2579.89990234375,635476
2024-09-03,2579.45654296875,2586.0,2621.949951171875,2575.449951171875,2599.0,666148
2024-09-04,2595.715087890625,2602.300048828125,2608.0,2541.800048828125,2570.050048828125,486482
2024-09-05,2611.874267578125,2618.5,2649.0,2603.0,2603.0,699368
2024-09-06,2502.701171875,2509.050048828125,2618.550048828125,2501.199951171875,2618.550048828125,714721
2024-09-09,2522.75,2529.14990234375,2534.449951171875,2464.85009765625,2499.300048828125,523188
2024-09-10,2529.732421875,2536.14990234375,2564.949951171875,2525.0,2527.5,351145
2024-09-11,2476.118408203125,2482.39990234375,2549.0,2476.85009765625,2549.0,426132
2024-09-12,2481.90380859375,2488.199951171875,2499.0,2470.60009765625,2499.0,231262
2024-09-13,2460.158935546875,2466.39990234375,2506.449951171875,2460.800048828125,2504.0,279878
2024-09-16,2430.733642578125,2436.89990234375,2475.949951171875,2433.199951171875,2459.800048828125,401767
2024-09-17,2424.998046875,2431.14990234375,2460.64990234375,2401.10009765625,2436.89990234375,927267
2024-09-18,2382.306640625,2388.35009765625,2447.89990234375,2372.60009765625,2425.5,575364
2024-09-19,2395.921875,2402.0,2411.14990234375,2360.300048828125,2395.10009765625,641706
2024-09-20,2413.5771484375,2419.699951171875,2440.800048828125,2403.0,2410.0,733741
2024-09-23,2433.77587890625,2439.949951171875,2452.699951171875,2411.199951171875,2435.0,943175
2024-09-24,2426.344970703125,2432.5,2458.85009765625,2426.5,2441.0,490479
2024-09-25,2445.5458984375,2451.75,2462.39990234375,2414.25,2432.5,1055909
2024-09-26,2452.02978515625,2458.25,2477.14990234375,2434.39990234375,2454.449951171875,994116
2024-09-27,2455.3212890625,2461.550048828125,2498.85009765625,2450.14990234375,2459.0,3003981
2024-09-30,2491.529541015625,2497.85009765625,2519.949951171875,2470.10009765625,2474.949951171875,520872
2024-10-01,2475.0712890625,2481.35009765625,2494.0,2428.5,2494.0,724115
2024-10-03,2414.873779296875,2421.0,2499.5,2412.5,2450.0,358947
2024-10-04,2344.40283203125,2350.35009765625,2434.0,2345.0,2421.89990234375,450520
2024-10-07,2301.96044921875,2307.800048828125,2366.949951171875,2292.300048828125,2350.35009765625,327402
2024-10-08,2322.50830078125,2328.39990234375,2345.0,2298.800048828125,2300.0,314627
2024-10-09,2328.692626953125,2334.60009765625,2357.050048828125,2321.60009765625,2339.0,375497
2024-10-10,2336.373046875,2342.300048828125,2364.949951171875,2329.0,2345.0,303852
2024-10-11,2342.806640625,2348.75,2365.64990234375,2327.75,2349.0,216675
2024-10-14,2336.921630859375,2342.85009765625,2363.60009765625,2319.0,2359.0,317281
2024-10-15,2345.449951171875,2351.39990234375,2355.0,2334.800048828125,2348.0,288552
2024-10-16,2300.2646484375,2306.10009765625,2358.199951171875,2287.14990234375,2342.050048828125,1139467
2024-10-17,2257.2236328125,2262.949951171875,2292.0,2206.300048828125,2206.300048828125,1243914
2024-10-18,2319.81494140625,2325.699951171875,2333.35009765625,2259.949951171875,2262.949951171875,601744
2024-10-21,2272.185791015625,2277.949951171875,2336.0,2256.75,2331.949951171875,1464849
2024-10-22,2172.588623046875,2178.10009765625,2288.0,2146.5,2258.800048828125,837878
2024-10-23,2242.510986328125,2248.199951171875,2329.89990234375,2167.300048828125,2167.300048828125,1698381
2024-10-24,2251.58837890625,2257.300048828125,2268.75,2158.449951171875,2210.0,1241116
2024-10-25,2201.315673828125,2206.89990234375,2257.550048828125,2190.0,2246.39990234375,720087
2024-10-28,2251.538330078125,2257.25,2269.949951171875,2206.89990234375,2214.949951171875,405459
2024-10-29,2254.730224609375,2260.449951171875,2275.0,2226.050048828125,2251.0,227838
2024-10-30,2256.226318359375,2261.949951171875,2282.550048828125,2244.14990234375,2252.35009765625,480085
2024-10-31,2237.4736328125,2243.14990234375,2267.199951171875,2225.050048828125,2262.60009765625,402886
2024-11-01,2246.600830078125,2252.300048828125,2259.949951171875,2242.0,2243.14990234375,19850
2024-11-04,2241.014892578125,2246.699951171875,2259.0,2220.25,2249.0,321161
2024-11-05,2293.33203125,2299.14990234375,2305.199951171875,2235.5,2242.0,334191
2024-11-06,2337.12109375,2343.050048828125,2351.949951171875,2301.0,2334.5,305081
2024-11-07,2372.431396484375,2378.449951171875,2383.5,2336.550048828125,2350.0,564529
2024-11-08,2300.114990234375,2305.949951171875,2389.0,2285.0,2389.0,205396
2024-11-11,2288.394775390625,2294.199951171875,2301.699951171875,2258.14990234375,2295.25,253339
2024-11-12,2247.348876953125,2253.050048828125,2308.949951171875,2238.5,2298.050048828125,222545
2024-11-13,2192.33837890625,2197.89990234375,2247.0,2187.75,2230.0,417811
2024-11-14,2229.5439453125,2235.199951171875,2244.050048828125,2191.0,2195.0,152578
2024-11-18,2173.83544921875,2179.35009765625,2242.300048828125,2171.85009765625,2238.0,294619
2024-11-19,2193.934326171875,2199.5,2226.0,2185.0,2186.0,315906
2024-11-21,2138.2255859375,2143.64990234375,2195.25,2133.949951171875,2180.0,238869
2024-11-22,2157.776123046875,2163.25,2182.199951171875,2126.85009765625,2135.5,357851
2024-11-25,2217.923583984375,2223.550048828125,2235.0,2185.5,2190.10009765625,791995
2024-11-26,2228.995361328125,2234.64990234375,2252.300048828125,2223.60009765625,2223.60009765625,124184
2024-11-27,2290.788818359375,2296.60009765625,2300.0,2225.0,2250.300048828125,298675
2024-11-28,2256.675048828125,2262.39990234375,2311.449951171875,2254.5,2299.300048828125,260810
2024-11-29,2259.2685546875,2265.0,2284.0,2250.550048828125,2265.0,583686
2024-12-02,2291.1376953125,2296.949951171875,2310.89990234375,2245.10009765625,2264.949951171875,401509
2024-12-03,2305.401611328125,2311.25,2322.0,2287.75,2297.0,318080
2024-12-04,2327.794677734375,2333.699951171875,2348.0,2311.300048828125,2311.300048828125,466142
2024-12-05,2313.880126953125,2319.75,2338.050048828125,2305.550048828125,2325.050048828125,180013
2024-12-06,2288.893310546875,2294.699951171875,2336.0,2286.39990234375,2319.949951171875,203158
2024-12-09,2296.524169921875,2302.35009765625,2318.14990234375,2257.800048828125,2290.0,393791
2024-12-10,2337.669921875,2343.60009765625,2367.699951171875,2295.0,2320.0,551490
2024-12-11,2330.53759765625,2336.449951171875,2369.89990234375,2332.550048828125,2355.0,97773
2024-12-12,2292.983154296875,2298.800048828125,2345.0,2294.050048828125,2345.0,321800
2024-12-13,2290.88818359375,2296.699951171875,2307.0,2257.550048828125,2300.0,621830
2024-12-16,2300.61376953125,2306.449951171875,2314.800048828125,2287.5,2300.0,107599
2024-12-17,2274.230712890625,2280.0,2314.39990234375,2268.300048828125,2306.60009765625,514460
2024-12-18,2266.301025390625,2272.050048828125,2308.5,2266.75,2280.0,163735
2024-12-19,2278.170654296875,2283.949951171875,2292.050048828125,2202.050048828125,2249.949951171875,296346
2024-12-20,2271.8369140625,2277.60009765625,2337.14990234375,2266.14990234375,2292.0,712404
2024-12-23,2280.76416015625,2286.550048828125,2298.550048828125,2250.550048828125,2280.0,392750
2024-12-24,2272.086181640625,2277.85009765625,2300.85009765625,2259.89990234375,2286.5,310188
2024-12-26,2256.42578125,2262.14990234375,2286.75,2240.199951171875,2279.5,151734
2024-12-27,2258.719970703125,2264.449951171875,2279.199951171875,2251.10009765625,2274.0,149646
2024-12-30,2249.443359375,2255.14990234375,2270.0,2196.85009765625,2265.0,824666
2024-12-31,2232.286865234375,2237.949951171875,2259.800048828125,2205.0,2255.050048828125,226673
2025-01-01,2205.70458984375,2211.300048828125,2243.5,2209.199951171875,2237.0,136970
2025-01-02,2219.120361328125,2224.75,2232.449951171875,2200.449951171875,2228.300048828125,128080
2025-01-03,2279.1181640625,2284.89990234375,2290.0,2216.050048828125,2234.0,504499
2025-01-06,2271.687255859375,2277.449951171875,2300.0,2260.0,2296.25,579516
2025-01-07,2302.608642578125,2308.449951171875,2359.89990234375,2271.0,2271.0,505414
2025-01-08,2345.001220703125,2350.949951171875,2371.949951171875,2298.10009765625,2298.10009765625,977298
2025-01-09,2667.134033203125,2673.89990234375,2697.699951171875,2480.0,2500.0,10340857
2025-01-10,2594.518310546875,2601.10009765625,2620.39990234375,2512.39990234375,2527.050048828125,2152573
2025-01-13,2509.633544921875,2516.0,2597.5,2506.050048828125,2557.0,773391
2025-01-14,2503.399169921875,2509.75,2545.14990234375,2492.199951171875,2505.5,289433
2025-01-15,2485.394775390625,2491.699951171875,2529.25,2484.5,2505.25,311184
2025-01-16,2577.26220703125,2583.800048828125,2595.85009765625,2501.550048828125,2505.0,445214
2025-01-17,2599.8544921875,2606.449951171875,2632.64990234375,2572.25,2583.0,543374
2025-01-20,2605.490478515625,2612.10009765625,2632.0,2575.949951171875,2620.0,420656
2025-01-21,2568.6337890625,2575.14990234375,2632.0,2571.39990234375,2614.0,337461
2025-01-22,2516.765380859375,2523.14990234375,2587.199951171875,2487.0,2570.0,486965
2025-01-23,2590.17919921875,2596.75,2617.60009765625,2505.10009765625,2520.0,448201
2025-01-24,2577.41162109375,2583.949951171875,2614.10009765625,2552.0,2601.0,260384
2025-01-27,2563.895751953125,2570.39990234375,2628.0,2547.0,2575.0,651779
2025-01-28,2593.620361328125,2600.199951171875,2620.949951171875,2569.89990234375,2569.949951171875,773278
2025-01-29,2658.10693359375,2664.85009765625,2677.89990234375,2557.75,2612.0,921481
2025-01-30,2823.986083984375,2831.14990234375,2849.0,2636.050048828125,2700.0,3252957
2025-01-31,2802.739990234375,2809.85009765625,2895.0,2782.0,2840.0,1649633
2025-02-01,2818.89892578125,2826.050048828125,2862.449951171875,2764.050048828125,2820.0,409517
2025-02-03,2935.253662109375,2942.699951171875,2970.0,2826.050048828125,2875.0,2457417
2025-02-04,2966.363037109375,2970.25,2980.0,2917.89990234375,2920.0,1166529
2025-02-05,2954.878173828125,2958.75,2983.89990234375,2932.5,2965.25,554628
2025-02-06,2890.512451171875,2894.300048828125,2958.75,2874.800048828125,2935.0,479146
2025-02-07,2876.18115234375,2879.949951171875,2915.300048828125,2852.60009765625,2909.5,316963
2025-02-10,2852.3125,2856.050048828125,2909.949951171875,2843.050048828125,2899.0,334621
2025-02-11,2808.469970703125,2812.14990234375,2868.800048828125,2771.64990234375,2860.0,385518
2025-02-12,2824.64892578125,2828.35009765625,2866.0,2752.449951171875,2795.0,764079
2025-02-13,2837.731689453125,2841.449951171875,2885.0,2810.0,2856.0,584788
2025-02-14,2748.6484375,2752.25,2849.949951171875,2723.60009765625,2849.0,619621
2025-02-17,2744.2041015625,2747.800048828125,2763.949951171875,2707.449951171875,2750.0,307026
2025-02-18,2737.512939453125,2741.10009765625,2765.449951171875,2726.75,2749.25,292273
2025-02-19,2724.43017578125,2728.0,2764.0,2711.800048828125,2738.60009765625,231538
2025-02-20,2792.2412109375,2795.89990234375,2806.0,2707.050048828125,2714.0,351713
2025-02-21,2775.263427734375,2778.89990234375,2824.60009765625,2754.0,2796.0,424887
2025-02-24,2755.7392578125,2759.35009765625,2796.60009765625,2740.39990234375,2772.0,366653
2025-02-25,2764.427734375,2768.050048828125,2791.14990234375,2720.10009765625,2756.60009765625,510161
2025-02-27,2850.26513671875,2854.0,2864.5,2795.75,2798.0,1514535
2025-02-28,2791.74169921875,2795.39990234375,2831.0,2759.050048828125,2826.10009765625,1004086
2025-03-03,2823.0009765625,2826.699951171875,2835.949951171875,2725.25,2790.10009765625,445987
2025-03-04,2849.566162109375,2853.300048828125,2901.64990234375,2782.14990234375,2819.89990234375,499754
2025-03-05,2841.127197265625,2844.85009765625,2885.0,2834.14990234375,2853.300048828125,534732
2025-03-06,2847.868408203125,2851.60009765625,2879.0,2822.949951171875,2859.949951171875,404634
2025-03-07,2931.5087890625,2935.35009765625,2945.10009765625,2847.10009765625,2860.89990234375,1417602
2025-03-10,2934.304931640625,2938.14990234375,2964.85009765625,2887.300048828125,2945.0,863371
2025-03-11,2917.42724609375,2921.25,2950.0,2862.699951171875,2938.14990234375,787457
2025-03-12,2954.728515625,2958.60009765625,2969.949951171875,2911.0,2955.60009765625,750676
2025-03-13,2947.937255859375,2951.800048828125,2969.0,2913.10009765625,2965.0,522503
2025-03-17,3007.359375,3011.300048828125,3029.85009765625,2946.10009765625,2959.050048828125,882944
2025-03-18,3007.359375,3011.300048828125,3011.300048828125,3011.300048828125,3011.300048828125,0
2025-03-19,3001.417236328125,3005.35009765625,3032.5,2981.39990234375,3005.0,650397
2025-03-20,2989.183349609375,2993.10009765625,3038.0,2987.85009765625,3006.800048828125,682335
2025-03-21,3020.392333984375,3024.35009765625,3051.89990234375,2978.64990234375,3002.0,701613
2025-03-24,2987.435546875,2991.35009765625,3054.89990234375,2987.050048828125,3047.0,473659
2025-03-25,2941.795166015625,2945.64990234375,3014.0,2930.550048828125,3014.0,556612
2025-03-26,2890.11279296875,2893.89990234375,2968.5,2808.300048828125,2937.10009765625,779036
2025-03-27,2942.59423828125,2946.449951171875,2959.0,2878.050048828125,2878.5,847677
2025-03-28,2935.3037109375,2939.14990234375,2990.10009765625,2931.5,2949.699951171875,299741
2025-04-01,2875.73193359375,2879.5,2937.949951171875,2854.0,2931.0,603406
2025-04-02,2977.6982421875,2981.60009765625,2987.0,2851.0,2889.0,715592
2025-04-03,2897.4033203125,2901.199951171875,2960.0,2803.75,2960.0,1345843
2025-04-04,2851.1142578125,2854.85009765625,2933.0,2822.0,2888.10009765625,703507
2025-04-07,2711.646728515625,2715.199951171875,2768.699951171875,2570.199951171875,2570.199951171875,1368024
2025-04-08,2756.537841796875,2760.14990234375,2806.25,2722.0,2740.0,626510
2025-04-09,2740.80859375,2744.39990234375,2774.949951171875,2705.0,2760.550048828125,367531
2025-04-11,2943.4931640625,2947.35009765625,2968.39990234375,2806.550048828125,2838.699951171875,1615027
2025-04-15,3003.2646484375,3007.199951171875,3023.10009765625,2945.0,3005.0,781388
2025-04-16,2987.685302734375,2991.60009765625,3025.0,2982.0,3011.89990234375,527369
