date_,adj close_vtl.ns,close_vtl.ns,high_vtl.ns,low_vtl.ns,open_vtl.ns,volume_vtl.ns
2024-04-24,450.01116943359375,459.0,468.3999938964844,455.29998779296875,465.0,80202
2024-04-25,451.43280029296875,460.45001220703125,464.0,455.1000061035156,459.04998779296875,143714
2024-04-26,442.6580505371094,451.5,462.75,450.1000061035156,459.0,87823
2024-04-29,442.11883544921875,450.95001220703125,460.5,448.0,454.25,128508
2024-04-30,436.8245849609375,445.54998779296875,455.20001220703125,444.6499938964844,453.1499938964844,107450
2024-05-02,431.7264404296875,440.3500061035156,451.5,438.5,450.70001220703125,221439
2024-05-03,430.2067565917969,438.79998779296875,444.25,438.0,441.3999938964844,137820
2024-05-06,429.8145751953125,438.3999938964844,442.0,433.04998779296875,439.29998779296875,115393
2024-05-07,437.167724609375,445.8999938964844,447.6000061035156,432.1000061035156,441.75,155918
2024-05-08,424.8634948730469,433.3500061035156,446.95001220703125,427.95001220703125,446.54998779296875,111275
2024-05-09,418.4908142089844,426.8500061035156,450.0,417.25,431.54998779296875,738017
2024-05-10,428.2949523925781,436.8500061035156,442.25,415.54998779296875,425.3500061035156,283388
2024-05-13,438.8834533691406,447.6499938964844,450.0,425.04998779296875,436.8500061035156,275584
2024-05-14,441.0893859863281,449.8999938964844,453.0,444.3500061035156,448.70001220703125,166539
2024-05-15,447.3150329589844,456.25,460.0,444.3500061035156,449.8999938964844,167884
2024-05-16,447.1679992675781,456.1000061035156,460.6499938964844,452.04998779296875,456.25,76814
2024-05-17,452.9034118652344,461.95001220703125,465.0,448.6000061035156,458.5,260029
2024-05-21,436.3834228515625,445.1000061035156,463.54998779296875,445.0,460.0,198982
2024-05-22,428.8832092285156,437.45001220703125,447.54998779296875,433.04998779296875,445.5,159749
2024-05-23,429.0302734375,437.6000061035156,444.95001220703125,429.8500061035156,439.0,108742
2024-05-24,432.6578063964844,441.29998779296875,447.0,435.1000061035156,439.1499938964844,85316
2024-05-27,450.6484680175781,459.6499938964844,462.25,435.54998779296875,445.1000061035156,387970
2024-05-28,449.07977294921875,458.04998779296875,463.5,452.0,463.5,205151
2024-05-29,445.1581115722656,454.04998779296875,461.3500061035156,450.54998779296875,454.0,106260
2024-05-30,437.8540344238281,446.6000061035156,458.0,445.0,456.5,109082
2024-05-31,443.197265625,452.04998779296875,474.75,445.6000061035156,445.6000061035156,1166425
2024-06-03,451.3837585449219,460.3999938964844,467.0,449.3999938964844,467.0,598945
2024-06-04,438.34423828125,447.1000061035156,465.79998779296875,432.6499938964844,460.3999938964844,240594
2024-06-05,455.6485595703125,464.75,468.79998779296875,429.75,452.6000061035156,163722
2024-06-06,462.511474609375,471.75,485.0,468.04998779296875,469.95001220703125,456832
2024-06-07,464.7664489746094,474.04998779296875,478.8999938964844,469.0,471.5,534456
2024-06-10,458.14862060546875,467.29998779296875,480.0,461.29998779296875,476.1000061035156,144837
2024-06-11,453.63873291015625,462.70001220703125,472.8999938964844,461.1499938964844,469.0,135683
2024-06-12,468.2469482421875,477.6000061035156,504.70001220703125,463.20001220703125,463.20001220703125,1188442
2024-06-13,468.7861328125,478.1499938964844,482.8999938964844,472.8500061035156,476.45001220703125,168594
2024-06-14,461.5310974121094,470.75,478.0,466.20001220703125,477.0,120322
2024-06-18,484.81597900390625,494.5,496.1000061035156,464.04998779296875,470.8500061035156,404233
2024-06-19,470.9430847167969,480.3500061035156,494.5,477.1000061035156,494.5,174969
2024-06-20,468.7371520996094,478.1000061035156,493.0,475.5,485.75,119826
2024-06-21,466.5312194824219,475.8500061035156,488.1499938964844,472.54998779296875,482.1499938964844,171936
2024-06-24,467.1194763183594,476.45001220703125,482.3500061035156,471.29998779296875,474.79998779296875,86955
2024-06-25,469.5214538574219,478.8999938964844,491.5,473.20001220703125,478.8500061035156,194874
2024-06-26,473.8843078613281,483.3500061035156,495.8999938964844,480.95001220703125,483.29998779296875,210646
2024-06-27,468.4920349121094,477.8500061035156,493.6499938964844,476.5,483.3500061035156,220222
2024-06-28,470.9920959472656,480.3999938964844,488.1499938964844,477.3500061035156,479.8999938964844,147988
2024-07-01,481.6296081542969,491.25,500.0,480.3999938964844,480.5,219693
2024-07-02,474.6196594238281,484.1000061035156,499.0,482.1499938964844,498.0,99208
2024-07-03,472.7568664550781,482.20001220703125,488.54998779296875,480.6499938964844,485.0,63744
2024-07-04,475.6490783691406,485.1499938964844,492.0,477.79998779296875,487.0,173175
2024-07-05,525.4052124023438,535.9000244140625,553.9500122070312,482.1000061035156,491.0,3612363
2024-07-08,506.3361511230469,516.4500122070312,541.9500122070312,514.0499877929688,537.7999877929688,550627
2024-07-09,496.23779296875,506.1499938964844,525.1500244140625,504.79998779296875,518.0,271348
2024-07-10,521.2384643554688,531.6500244140625,540.0,504.1000061035156,506.6499938964844,1621596
2024-07-11,512.4146728515625,522.6500244140625,537.9000244140625,521.0,537.9000244140625,216789
2024-07-12,511.9735107421875,522.2000122070312,534.9500122070312,515.1500244140625,526.25,258328
2024-07-15,541.6311645507812,552.4500122070312,585.0,525.0,527.6500244140625,3278104
2024-07-16,547.3665161132812,558.2999877929688,569.2999877929688,542.2000122070312,550.0,562163
2024-07-18,532.954345703125,543.5999755859375,561.8499755859375,537.1500244140625,558.0,402168
2024-07-19,511.3362121582031,521.5499877929688,544.5499877929688,518.4000244140625,540.3499755859375,184718
2024-07-22,523.6895141601562,534.1500244140625,539.4500122070312,514.7000122070312,521.5999755859375,214416
2024-07-23,511.826416015625,522.0499877929688,545.0,509.04998779296875,534.1500244140625,242293
2024-07-24,526.9248657226562,537.4500122070312,542.4000244140625,522.2000122070312,524.7000122070312,198243
2024-07-25,543.3958740234375,554.25,564.0,529.5999755859375,532.5999755859375,315671
2024-07-26,547.8567504882812,558.7999877929688,569.5999755859375,551.0999755859375,556.9500122070312,338016
2024-07-29,557.3178100585938,568.4500122070312,579.3499755859375,558.5499877929688,564.7000122070312,306161
2024-07-30,545.7489013671875,556.6500244140625,592.0,553.0,571.0,1340643
2024-07-31,534.9642944335938,545.6500244140625,566.4500122070312,544.25,558.7000122070312,301577
2024-08-01,531.0916137695312,541.7000122070312,554.75,537.9500122070312,550.1500244140625,128550
2024-08-02,516.1402587890625,526.4500122070312,540.2000122070312,523.0,523.0,162973
2024-08-05,489.5219421386719,499.29998779296875,524.4000244140625,495.0,520.0,294881
2024-08-06,508.8361511230469,519.0,569.75,510.0,510.0,4726873
2024-08-07,514.179443359375,524.4500122070312,541.9500122070312,520.5499877929688,530.0,641804
2024-08-08,500.94384765625,510.95001220703125,527.7999877929688,508.25,524.4500122070312,215821
2024-08-09,509.0812683105469,519.25,521.75,503.29998779296875,513.5499877929688,278802
2024-08-12,494.66912841796875,504.54998779296875,518.9500122070312,502.20001220703125,518.9500122070312,238392
2024-08-13,484.1786804199219,493.8500061035156,513.0999755859375,491.04998779296875,510.6499938964844,184351
2024-08-14,480.9923400878906,490.6000061035156,495.75,485.0,494.0,142119
2024-08-16,483.54144287109375,493.20001220703125,498.54998779296875,485.6499938964844,495.1000061035156,169526
2024-08-19,480.8943176269531,490.5,503.3500061035156,486.54998779296875,493.70001220703125,193678
2024-08-20,477.2667541503906,486.79998779296875,497.70001220703125,485.6000061035156,495.5,172406
2024-08-21,474.22747802734375,483.70001220703125,490.3999938964844,481.20001220703125,487.45001220703125,221814
2024-08-22,474.5216064453125,484.0,498.1499938964844,482.04998779296875,489.8999938964844,311944
2024-08-23,490.4533386230469,500.25,529.0,489.0,489.0,4183280
2024-08-26,485.7963562011719,495.5,499.0,488.6499938964844,498.5,328482
2024-08-27,493.8358154296875,503.70001220703125,519.2999877929688,496.0,496.0,942214
2024-08-28,500.74774169921875,510.75,514.75,500.3999938964844,506.45001220703125,326063
2024-08-29,493.1495056152344,503.0,513.7000122070312,499.3999938964844,512.0,212679
2024-08-30,485.5513000488281,495.25,509.75,494.0,508.95001220703125,158793
2024-09-02,478.63934326171875,488.20001220703125,504.0,484.20001220703125,504.0,301588
2024-09-03,480.453125,490.04998779296875,497.0,486.1000061035156,491.0,214501
2024-09-04,479.1785888671875,488.75,497.25,487.04998779296875,491.0,175234
2024-09-05,478.6883544921875,488.25,497.1000061035156,485.0,494.5,205990
2024-09-06,477.8481140136719,483.3999938964844,500.0,481.95001220703125,492.0,341022
2024-09-09,487.8321228027344,493.5,498.95001220703125,478.04998779296875,498.0,296735
2024-09-10,491.5390625,497.25,500.0,492.79998779296875,493.6000061035156,228863
2024-09-11,493.417236328125,499.1499938964844,515.0,494.8500061035156,498.0,440021
2024-09-12,493.7632141113281,499.5,503.0,491.3999938964844,500.0,146783
2024-09-13,486.2010803222656,491.8500061035156,504.0,491.0,504.0,115769
2024-09-16,493.0712585449219,498.79998779296875,499.8999938964844,490.45001220703125,494.6499938964844,100922
2024-09-17,489.36431884765625,495.04998779296875,499.5,492.1499938964844,499.0,102140
2024-09-18,484.47119140625,490.1000061035156,498.75,487.8500061035156,498.75,81342
2024-09-19,485.1631164550781,490.79998779296875,493.54998779296875,477.0,493.0,230374
2024-09-20,472.6584167480469,478.1499938964844,498.1499938964844,476.0,493.04998779296875,238914
2024-09-23,467.66644287109375,473.1000061035156,482.6499938964844,472.0,479.95001220703125,211332
2024-09-24,470.97796630859375,476.45001220703125,479.0,472.0,477.0,164707
2024-09-25,464.0089111328125,469.3999938964844,478.20001220703125,468.0,477.0,115946
2024-09-26,464.2066345214844,469.6000061035156,476.3500061035156,464.0,472.0,257175
2024-09-27,460.3019714355469,465.6499938964844,475.45001220703125,464.0,470.0,130814
2024-09-30,467.9629821777344,473.3999938964844,479.8500061035156,468.0,470.8999938964844,672835
2024-10-01,464.2066345214844,469.6000061035156,477.04998779296875,467.54998779296875,475.95001220703125,94350
2024-10-03,461.2410888671875,466.6000061035156,473.25,462.5,464.5,123685
2024-10-04,463.1686706542969,468.54998779296875,471.0,461.54998779296875,470.3999938964844,126061
2024-10-07,438.99951171875,444.1000061035156,470.5,442.04998779296875,470.5,154195
2024-10-08,457.880126953125,463.20001220703125,465.0,442.0,446.3500061035156,241365
2024-10-09,463.613525390625,469.0,470.0,464.1000061035156,467.79998779296875,79243
2024-10-10,461.9330139160156,467.29998779296875,472.95001220703125,465.0,471.3500061035156,64350
2024-10-11,463.7123718261719,469.1000061035156,471.25,466.0,469.6000061035156,105290
2024-10-14,455.26055908203125,460.54998779296875,471.3500061035156,460.0,469.1000061035156,64900
2024-10-15,456.6445007324219,461.95001220703125,464.3999938964844,460.0,460.54998779296875,71332
2024-10-16,478.8860778808594,484.45001220703125,490.5,460.75,465.0,318068
2024-10-17,462.1801452636719,467.54998779296875,484.3999938964844,466.0,484.0,159463
2024-10-18,471.1756591796875,476.6499938964844,479.79998779296875,457.3500061035156,469.0,123807
2024-10-21,451.9490661621094,457.20001220703125,476.6499938964844,455.1000061035156,476.6499938964844,99859
2024-10-22,436.23162841796875,441.29998779296875,457.75,436.79998779296875,457.75,164981
2024-10-23,424.7154541015625,429.6499938964844,445.0,427.3999938964844,441.8999938964844,197273
2024-10-24,428.7189636230469,433.70001220703125,448.1000061035156,429.8500061035156,431.79998779296875,259038
2024-10-25,422.9361267089844,427.8500061035156,435.8999938964844,420.5,433.95001220703125,165380
2024-10-28,428.9166259765625,433.8999938964844,437.6499938964844,421.8500061035156,430.0,157881
2024-10-29,432.4258728027344,437.45001220703125,441.5,426.3999938964844,436.1000061035156,77168
2024-10-30,452.8387145996094,458.1000061035156,478.3999938964844,434.1000061035156,439.95001220703125,1824011
2024-10-31,464.5526123046875,469.95001220703125,472.45001220703125,447.29998779296875,460.0,341441
2024-11-01,467.0733337402344,472.5,476.0,470.04998779296875,474.0,40778
2024-11-04,466.28253173828125,471.70001220703125,472.95001220703125,455.0,472.0,146887
2024-11-05,470.236572265625,475.70001220703125,479.0,460.3999938964844,465.0,237192
2024-11-06,472.9055480957031,478.3999938964844,489.5,470.0,480.3999938964844,378551
2024-11-07,479.03436279296875,484.6000061035156,488.5,472.95001220703125,478.3999938964844,158413
2024-11-08,476.66192626953125,482.20001220703125,490.0,477.95001220703125,487.0,184152
2024-11-11,479.1332092285156,484.70001220703125,487.0,468.8500061035156,481.0,143340
2024-11-12,478.7872314453125,484.3500061035156,486.8999938964844,474.3999938964844,484.95001220703125,193063
2024-11-13,457.6330261230469,462.95001220703125,477.3500061035156,454.5,476.1000061035156,195847
2024-11-14,448.8846435546875,454.1000061035156,467.3500061035156,452.95001220703125,463.1000061035156,145107
2024-11-18,443.44781494140625,448.6000061035156,458.6499938964844,443.04998779296875,455.95001220703125,130434
2024-11-19,443.1512451171875,448.29998779296875,457.5,445.0,449.95001220703125,89789
2024-11-21,433.2166748046875,438.25,447.6000061035156,437.3500061035156,443.54998779296875,96931
2024-11-22,434.4029235839844,439.45001220703125,446.25,433.54998779296875,439.6499938964844,402089
2024-11-25,450.07086181640625,455.29998779296875,456.79998779296875,443.5,444.95001220703125,100600
2024-11-26,464.9480285644531,470.3500061035156,471.8999938964844,453.5,455.29998779296875,161752
2024-11-27,468.2101135253906,473.6499938964844,479.0,470.29998779296875,471.3999938964844,101511
2024-11-28,467.5181579589844,472.95001220703125,481.3999938964844,470.75,475.5,184748
2024-11-29,470.6319885253906,476.1000061035156,479.8999938964844,471.29998779296875,473.70001220703125,105168
2024-12-02,491.4402160644531,497.1499938964844,501.1499938964844,474.0,476.3999938964844,476091
2024-12-03,504.9334411621094,510.79998779296875,519.9500122070312,493.3500061035156,502.0,1089208
2024-12-04,509.2829284667969,515.2000122070312,518.0,509.8999938964844,511.04998779296875,245427
2024-12-05,501.8690490722656,507.70001220703125,517.0999755859375,505.04998779296875,515.0,145112
2024-12-06,501.6713562011719,507.5,511.79998779296875,503.8999938964844,507.70001220703125,218789
2024-12-09,523.2703857421875,529.3499755859375,534.0,506.5,510.6000061035156,895480
2024-12-10,529.843994140625,536.0,539.0,527.0,532.0499877929688,487640
2024-12-11,518.0806884765625,524.0999755859375,538.7000122070312,521.0,538.7000122070312,313399
2024-12-12,519.019775390625,525.0499877929688,528.0499877929688,520.3499755859375,526.6500244140625,148486
2024-12-13,540.322265625,546.5999755859375,554.5,515.2000122070312,527.5499877929688,983254
2024-12-16,551.4430541992188,557.8499755859375,563.9500122070312,541.5,549.0,781684
2024-12-17,549.1200561523438,555.5,558.9500122070312,548.25,557.8499755859375,273521
2024-12-18,538.9383544921875,545.2000122070312,558.0,538.8499755859375,553.0,181674
2024-12-19,536.7636108398438,543.0,550.75,525.7999877929688,529.0,204928
2024-12-20,518.9703369140625,525.0,550.0,521.0499877929688,546.0,247883
2024-12-23,519.2669067382812,525.2999877929688,530.4000244140625,518.1500244140625,529.9000244140625,157408
2024-12-24,523.8140869140625,529.9000244140625,534.7999877929688,524.0499877929688,525.5499877929688,112004
2024-12-26,506.51507568359375,512.4000244140625,532.7000122070312,508.54998779296875,529.9000244140625,125443
2024-12-27,507.40472412109375,513.2999877929688,516.5999755859375,506.0,513.7000122070312,96260
2024-12-30,499.9414367675781,505.75,523.7000122070312,503.54998779296875,513.0,168393
2024-12-31,500.1885681152344,506.0,513.7999877929688,502.79998779296875,506.8999938964844,180942
2025-01-01,499.49658203125,505.29998779296875,511.04998779296875,503.70001220703125,509.5,185598
2025-01-02,507.89898681640625,513.7999877929688,515.0,496.1000061035156,507.8999938964844,145115
2025-01-03,503.8460998535156,509.70001220703125,525.0,504.3999938964844,516.0,137918
2025-01-06,481.5056457519531,487.1000061035156,513.4000244140625,484.6000061035156,509.70001220703125,170123
2025-01-07,504.3897705078125,510.25,512.9500122070312,492.0,492.0,229641
2025-01-08,487.6344299316406,493.29998779296875,512.7999877929688,491.5,510.25,115100
2025-01-09,476.2665100097656,481.79998779296875,496.6000061035156,479.1000061035156,493.29998779296875,81768
2025-01-10,467.0238952636719,472.45001220703125,483.5,463.5,481.79998779296875,147149
2025-01-13,445.2271423339844,450.3999938964844,469.95001220703125,441.1499938964844,468.04998779296875,241357
2025-01-14,455.55712890625,460.8500061035156,464.6000061035156,448.1499938964844,450.3999938964844,77578
2025-01-15,469.3468933105469,474.79998779296875,512.0,468.95001220703125,468.95001220703125,6831395
2025-01-16,480.8631286621094,486.45001220703125,491.20001220703125,475.1499938964844,475.25,229190
2025-01-17,489.0677795410156,494.75,498.70001220703125,481.79998779296875,485.20001220703125,176065
2025-01-20,489.9574279785156,495.6499938964844,502.79998779296875,493.1000061035156,498.04998779296875,173858
2025-01-21,472.6584167480469,478.1499938964844,503.0,470.04998779296875,492.0,171255
2025-01-22,473.9435119628906,479.45001220703125,498.95001220703125,467.3500061035156,480.5,685287
2025-01-23,451.6524658203125,456.8999938964844,481.0,455.0,481.0,608781
2025-01-24,435.589111328125,440.6499938964844,456.0,436.0,450.0,344682
2025-01-27,434.7983093261719,439.8500061035156,442.3500061035156,423.0,440.6499938964844,217222
2025-01-28,437.76385498046875,442.8500061035156,445.79998779296875,424.0,440.5,169349
2025-01-29,451.6524658203125,456.8999938964844,463.54998779296875,443.29998779296875,446.25,161700
2025-01-30,454.8651428222656,460.1499938964844,462.0,452.45001220703125,458.70001220703125,104989
2025-01-31,451.50421142578125,456.75,463.20001220703125,450.79998779296875,461.70001220703125,155995
2025-02-01,450.12030029296875,455.3500061035156,474.3999938964844,450.5,461.29998779296875,186599
2025-02-03,437.26959228515625,442.3500061035156,454.3999938964844,437.29998779296875,446.0,111848
2025-02-04,440.0868835449219,445.20001220703125,449.95001220703125,441.1499938964844,446.75,90497
2025-02-05,435.4408264160156,440.5,449.45001220703125,439.0,445.04998779296875,86223
2025-02-06,445.5731201171875,450.75,453.20001220703125,439.79998779296875,442.0,129089
2025-02-07,445.6225280761719,450.79998779296875,452.75,440.0,451.0,86982
2025-02-10,436.0833740234375,441.1499938964844,455.0,440.0,455.0,77938
2025-02-11,423.232666015625,428.1499938964844,440.1499938964844,428.0,440.0,150440
2025-02-12,432.4258728027344,437.45001220703125,438.8999938964844,413.54998779296875,428.1499938964844,277164
2025-02-13,432.9201354980469,437.95001220703125,440.8500061035156,429.29998779296875,437.45001220703125,143037
2025-02-14,430.5971374511719,435.6000061035156,442.3500061035156,430.0,433.0,211594
2025-02-17,425.654541015625,430.6000061035156,435.0,421.0,433.0,170278
2025-02-18,418.29010009765625,423.1499938964844,432.1499938964844,422.0,430.6000061035156,98838
2025-02-19,422.7878723144531,427.70001220703125,430.0,420.79998779296875,422.04998779296875,85706
2025-02-20,421.10736083984375,426.0,430.0,422.3999938964844,425.29998779296875,74060
2025-02-21,415.275146484375,420.1000061035156,430.0,415.25,428.8999938964844,128255
2025-02-24,402.8692626953125,407.54998779296875,420.8999938964844,406.3999938964844,420.8999938964844,104273
2025-02-25,402.9681091308594,407.6499938964844,411.0,403.25,407.54998779296875,78718
2025-02-27,391.6990661621094,396.25,412.0,390.0,412.0,148504
2025-02-28,375.3391418457031,379.70001220703125,396.95001220703125,378.0,396.0,181717
2025-03-03,369.7539978027344,374.04998779296875,387.95001220703125,368.95001220703125,387.95001220703125,156608
2025-03-04,382.0116271972656,386.45001220703125,392.0,361.1000061035156,371.5,584413
2025-03-05,392.9841003417969,397.54998779296875,401.0,384.0,386.45001220703125,254075
2025-03-06,393.18182373046875,397.75,405.1499938964844,394.0,398.1000061035156,143136
2025-03-07,396.5427551269531,401.1499938964844,409.1000061035156,395.20001220703125,397.29998779296875,197329
2025-03-10,383.4449462890625,387.8999938964844,404.0,384.95001220703125,404.0,126028
2025-03-11,376.4759216308594,380.8500061035156,392.04998779296875,375.20001220703125,388.0,232672
2025-03-12,375.9816589355469,380.3500061035156,388.25,376.54998779296875,383.04998779296875,92831
2025-03-13,362.0436096191406,366.25,384.95001220703125,364.04998779296875,384.79998779296875,174899
2025-03-17,360.2642822265625,364.45001220703125,371.8500061035156,362.6499938964844,370.8999938964844,95150
2025-03-18,360.2642822265625,364.45001220703125,364.45001220703125,364.45001220703125,364.45001220703125,0
2025-03-19,382.3575744628906,386.79998779296875,390.0,382.79998779296875,385.0,153254
2025-03-20,391.5013427734375,396.04998779296875,399.6000061035156,387.5,391.0,331974
2025-03-21,391.5013427734375,396.04998779296875,402.25,392.54998779296875,394.8999938964844,149072
2025-03-24,395.2577209472656,399.8500061035156,403.8999938964844,397.5,401.95001220703125,203406
2025-03-25,397.5807189941406,402.20001220703125,405.70001220703125,394.0,400.0,176699
2025-03-26,399.1623229980469,403.79998779296875,407.45001220703125,398.0,402.0,182755
2025-03-27,390.2162780761719,394.75,407.8999938964844,392.5,400.1000061035156,209883
2025-03-28,390.6116943359375,395.1499938964844,400.0,387.04998779296875,394.79998779296875,255639
2025-04-01,393.67608642578125,398.25,401.20001220703125,389.1000061035156,393.0,155300
2025-04-02,397.3830261230469,402.0,407.8999938964844,391.54998779296875,401.0,92649
2025-04-03,470.5331115722656,476.0,482.3999938964844,396.54998779296875,398.0,14617675
2025-04-04,465.3434143066406,470.75,481.0,443.0,476.1499938964844,5092512
2025-04-07,448.14324951171875,453.3500061035156,462.8500061035156,429.0,430.04998779296875,1296043
2025-04-08,440.4822692871094,445.6000061035156,473.6499938964844,441.25,462.45001220703125,732805
2025-04-09,431.53619384765625,436.54998779296875,454.29998779296875,434.0,445.1000061035156,443798
2025-04-11,455.80426025390625,461.1000061035156,468.75,439.75,460.0,541362
2025-04-15,479.7757568359375,485.3500061035156,487.45001220703125,461.5,465.0,478771
2025-04-16,490.6988220214844,496.3999938964844,504.5,475.54998779296875,484.3999938964844,727517
2025-04-17,496.8770446777344,502.6499938964844,504.04998779296875,489.79998779296875,496.0,343261
2025-04-21,492.0333251953125,497.75,509.6000061035156,494.04998779296875,509.6000061035156,347121
2025-04-22,483.23553466796875,488.8500061035156,502.0,484.8999938964844,495.0,214295
2025-04-23,491.9344787597656,497.6499938964844,501.3999938964844,484.1499938964844,493.79998779296875,249514
2025-04-24,481.80218505859375,487.3999938964844,499.1000061035156,485.8500061035156,493.0,129810
2025-04-25,459.3629150390625,464.70001220703125,492.1499938964844,461.25,489.0,340756
