date_,adj close_starhealth.ns,close_starhealth.ns,high_starhealth.ns,low_starhealth.ns,open_starhealth.ns,volume_starhealth.ns
2024-03-27,551.5499877929688,551.5499877929688,554.75,539.0999755859375,539.1500244140625,547055
2024-03-28,543.4500122070312,543.4500122070312,562.5499877929688,539.5,555.0,448045
2024-04-01,556.8499755859375,556.8499755859375,558.9000244140625,543.5,550.0,299912
2024-04-02,559.4500122070312,559.4500122070312,566.0,555.5,556.7999877929688,465580
2024-04-03,560.0499877929688,560.0499877929688,567.9000244140625,557.3499755859375,565.0,343521
2024-04-04,557.7000122070312,557.7000122070312,569.3499755859375,552.0999755859375,566.4000244140625,426813
2024-04-05,563.75,563.75,570.4000244140625,555.1500244140625,561.3499755859375,557687
2024-04-08,563.3499755859375,563.3499755859375,572.5499877929688,560.0999755859375,565.6500244140625,304587
2024-04-09,561.7999877929688,561.7999877929688,574.4000244140625,558.2999877929688,571.4500122070312,308626
2024-04-10,558.7000122070312,558.7000122070312,562.6500244140625,554.5,554.5,201994
2024-04-12,550.7000122070312,550.7000122070312,565.0,548.6500244140625,558.7000122070312,345110
2024-04-15,552.0,552.0,556.0499877929688,538.7999877929688,550.0,284168
2024-04-16,560.3499755859375,560.3499755859375,564.4000244140625,546.75,550.0499877929688,236066
2024-04-18,568.5,568.5,574.9000244140625,555.5499877929688,560.2999877929688,1158612
2024-04-19,566.0,566.0,573.5,557.7000122070312,564.0999755859375,546206
2024-04-22,574.5,574.5,586.6500244140625,567.5,572.7999877929688,705223
2024-04-23,566.75,566.75,575.7999877929688,564.9500122070312,575.0,222085
2024-04-24,570.4500122070312,570.4500122070312,575.0,568.0,572.4000244140625,200829
2024-04-25,563.7000122070312,563.7000122070312,573.8499755859375,561.5499877929688,570.9000244140625,153198
2024-04-26,560.0,560.0,568.0,558.5,568.0,466356
2024-04-29,561.5,561.5,568.0,559.0,565.0,304173
2024-04-30,571.5999755859375,571.5999755859375,577.5,559.8499755859375,566.0,1316424
2024-05-02,563.4000244140625,563.4000244140625,579.7999877929688,561.1500244140625,570.0,423778
2024-05-03,557.25,557.25,568.0,551.0999755859375,565.0999755859375,233038
2024-05-06,550.9500122070312,550.9500122070312,563.9000244140625,545.5499877929688,563.9000244140625,251541
2024-05-07,540.1500244140625,540.1500244140625,554.7000122070312,535.7999877929688,553.4500122070312,448730
2024-05-08,535.1500244140625,535.1500244140625,543.6500244140625,531.25,540.1500244140625,307116
2024-05-09,537.4500122070312,537.4500122070312,541.2000122070312,533.2000122070312,536.1500244140625,202286
2024-05-10,536.25,536.25,540.4500122070312,528.6500244140625,537.4500122070312,329282
2024-05-13,527.0999755859375,527.0999755859375,540.0,524.0,537.0999755859375,326403
2024-05-14,533.25,533.25,537.0,529.0499877929688,529.0499877929688,189571
2024-05-15,542.75,542.75,545.1500244140625,532.9500122070312,536.9500122070312,848405
2024-05-16,547.7000122070312,547.7000122070312,549.9500122070312,540.0,545.5,369918
2024-05-17,554.4000244140625,554.4000244140625,556.7999877929688,545.5999755859375,548.7000122070312,211456
2024-05-21,544.2999877929688,544.2999877929688,557.5,542.2000122070312,557.5,202859
2024-05-22,539.9500122070312,539.9500122070312,546.0,535.7000122070312,545.0,276187
2024-05-23,548.8499755859375,548.8499755859375,573.7999877929688,545.5,560.0,1584297
2024-05-24,545.0999755859375,545.0999755859375,555.0,544.0,552.0999755859375,489247
2024-05-27,535.9000244140625,535.9000244140625,548.0,533.0,548.0,457333
2024-05-28,527.0499877929688,527.0499877929688,538.7000122070312,523.0999755859375,535.0999755859375,616765
2024-05-29,513.7999877929688,513.7999877929688,533.0,513.0,533.0,508895
2024-05-30,520.4000244140625,520.4000244140625,524.5999755859375,505.25,513.7999877929688,1108190
2024-05-31,520.5999755859375,520.5999755859375,527.2000122070312,515.0999755859375,523.9000244140625,1115204
2024-06-03,513.2999877929688,513.2999877929688,530.0,512.0999755859375,530.0,1587607
2024-06-04,499.70001220703125,499.70001220703125,517.9000244140625,491.3500061035156,517.9000244140625,1437643
2024-06-05,499.25,499.25,509.79998779296875,495.5,508.0,4524706
2024-06-06,499.25,499.25,507.70001220703125,498.5,500.0,1116848
2024-06-07,499.6000061035156,499.6000061035156,504.45001220703125,499.0,501.0,1095157
2024-06-10,509.54998779296875,509.54998779296875,515.7000122070312,499.25,504.79998779296875,2149884
2024-06-11,525.3499755859375,525.3499755859375,528.7999877929688,512.25,513.0,1127807
2024-06-12,517.9000244140625,517.9000244140625,529.2999877929688,516.7000122070312,528.9000244140625,627166
2024-06-13,516.9000244140625,516.9000244140625,522.0,515.0,521.9500122070312,682372
2024-06-14,528.4500122070312,528.4500122070312,529.9000244140625,517.3499755859375,519.9000244140625,848092
2024-06-18,531.9500122070312,531.9500122070312,533.0,524.1500244140625,530.5499877929688,472201
2024-06-19,529.5999755859375,529.5999755859375,534.0,523.0499877929688,534.0,495798
2024-06-20,528.7000122070312,528.7000122070312,530.6500244140625,524.1500244140625,530.0,803218
2024-06-21,519.0999755859375,519.0999755859375,531.0,518.0,530.4500122070312,959107
2024-06-24,520.6500244140625,520.6500244140625,527.75,519.2000122070312,520.7999877929688,1011811
2024-06-25,524.9500122070312,524.9500122070312,535.0,522.5999755859375,526.8499755859375,557734
2024-06-26,525.4500122070312,525.4500122070312,529.0999755859375,519.6500244140625,527.9000244140625,528512
2024-06-27,528.6500244140625,528.6500244140625,532.0,520.9500122070312,526.2999877929688,424958
2024-06-28,558.6500244140625,558.6500244140625,560.0,541.2999877929688,541.2999877929688,4289402
2024-07-01,573.2000122070312,573.2000122070312,576.9500122070312,555.5499877929688,558.9500122070312,2056147
2024-07-02,569.2000122070312,569.2000122070312,577.9500122070312,558.2000122070312,577.9500122070312,921692
2024-07-03,576.25,576.25,580.9500122070312,570.0,572.7999877929688,1061162
2024-07-04,588.2999877929688,588.2999877929688,592.4500122070312,570.0,581.0,1449109
2024-07-05,585.4000244140625,585.4000244140625,590.0,576.2000122070312,587.5,1773765
2024-07-08,579.3499755859375,579.3499755859375,589.9500122070312,571.7000122070312,587.9500122070312,1120782
2024-07-09,572.3499755859375,572.3499755859375,579.6500244140625,567.2000122070312,575.0,463125
2024-07-10,575.3499755859375,575.3499755859375,577.9500122070312,562.5,575.0,890651
2024-07-11,579.0499877929688,579.0499877929688,581.8499755859375,570.0499877929688,575.5499877929688,706013
2024-07-12,583.2000122070312,583.2000122070312,593.0,577.25,588.0,1438447
2024-07-15,586.9500122070312,586.9500122070312,596.9000244140625,580.75,589.0,832009
2024-07-16,589.4000244140625,589.4000244140625,594.4000244140625,582.1500244140625,588.9500122070312,1296265
2024-07-18,586.2000122070312,586.2000122070312,616.2999877929688,583.0,589.4000244140625,1390327
2024-07-19,586.5,586.5,600.0,583.0999755859375,586.2000122070312,828651
2024-07-22,582.1500244140625,582.1500244140625,594.0,575.75,580.0,402310
2024-07-23,595.75,595.75,598.7999877929688,562.6500244140625,588.0,721521
2024-07-24,613.2000122070312,613.2000122070312,619.9000244140625,590.0,590.0,1487537
2024-07-25,613.1500244140625,613.1500244140625,617.0499877929688,605.5999755859375,608.0,525218
2024-07-26,613.3499755859375,613.3499755859375,633.9000244140625,611.2999877929688,620.0,832697
2024-07-29,615.9500122070312,615.9500122070312,623.0,610.0,614.8499755859375,347219
2024-07-30,615.5999755859375,615.5999755859375,634.9000244140625,608.0,618.4500122070312,601287
2024-07-31,606.0999755859375,606.0999755859375,623.7999877929688,597.5,619.0,1446404
2024-08-01,602.2000122070312,602.2000122070312,617.5,598.0999755859375,611.8499755859375,600327
2024-08-02,591.25,591.25,598.9500122070312,590.0499877929688,598.0,311873
2024-08-05,579.75,579.75,589.9500122070312,566.0,580.9000244140625,1120303
2024-08-06,571.0,571.0,588.2999877929688,569.2000122070312,583.0,632822
2024-08-07,580.1500244140625,580.1500244140625,584.0,564.2999877929688,573.0,500542
2024-08-08,587.4500122070312,587.4500122070312,596.0,579.5999755859375,581.8499755859375,778203
2024-08-09,579.7999877929688,579.7999877929688,598.4000244140625,575.1500244140625,596.0,547239
2024-08-12,583.25,583.25,590.9500122070312,573.0,581.2000122070312,444519
2024-08-13,579.3499755859375,579.3499755859375,587.4500122070312,576.9000244140625,587.2000122070312,217473
2024-08-14,573.0,573.0,584.5,567.4000244140625,584.4500122070312,192574
2024-08-16,580.5999755859375,580.5999755859375,584.0,573.3499755859375,584.0,699662
2024-08-19,586.5499877929688,586.5499877929688,590.0,580.0999755859375,590.0,600725
2024-08-20,597.0499877929688,597.0499877929688,601.9500122070312,585.3499755859375,590.0,607689
2024-08-21,601.5999755859375,601.5999755859375,605.2999877929688,591.0,599.9000244140625,852644
2024-08-22,609.7999877929688,609.7999877929688,622.4000244140625,603.3499755859375,603.3499755859375,2134000
2024-08-23,602.0499877929688,602.0499877929688,615.9500122070312,594.0,615.0,2210395
2024-08-26,606.5999755859375,606.5999755859375,614.0,600.0,613.0,3835683
2024-08-27,611.5499877929688,611.5499877929688,616.0,600.2000122070312,610.0,4213483
2024-08-28,610.25,610.25,626.5999755859375,606.3499755859375,615.0,1708553
2024-08-29,604.1500244140625,604.1500244140625,616.4500122070312,601.0499877929688,610.7999877929688,524520
2024-08-30,628.6500244140625,628.6500244140625,640.7000122070312,603.0,611.5999755859375,5310015
2024-09-02,620.25,620.25,639.7999877929688,615.0999755859375,637.0,852607
2024-09-03,637.75,637.75,644.9500122070312,623.0,623.0,4156636
2024-09-04,630.25,630.25,645.25,627.0499877929688,637.9500122070312,1908274
2024-09-05,636.7999877929688,636.7999877929688,642.2999877929688,630.9500122070312,638.25,1972557
2024-09-06,635.7000122070312,635.7000122070312,646.25,631.25,639.1500244140625,934605
2024-09-09,628.0499877929688,628.0499877929688,647.0,621.5,644.9000244140625,1342235
2024-09-10,621.5999755859375,621.5999755859375,627.5499877929688,617.5,627.5499877929688,1019052
2024-09-11,620.75,620.75,627.2999877929688,617.0,622.0,794260
2024-09-12,613.7000122070312,613.7000122070312,625.8499755859375,610.25,620.9500122070312,420059
2024-09-13,617.9000244140625,617.9000244140625,624.9000244140625,612.9500122070312,616.7000122070312,942528
2024-09-16,615.9500122070312,615.9500122070312,622.7000122070312,606.0999755859375,620.0,441774
2024-09-17,608.5,608.5,625.4000244140625,605.3499755859375,621.9500122070312,605541
2024-09-18,604.0499877929688,604.0499877929688,614.25,601.0499877929688,608.4500122070312,982520
2024-09-19,605.5999755859375,605.5999755859375,616.7000122070312,603.0,606.9500122070312,1013904
2024-09-20,618.5999755859375,618.5999755859375,622.9500122070312,603.0499877929688,607.0,1044052
2024-09-23,609.8499755859375,609.8499755859375,616.7999877929688,603.2999877929688,610.0,527773
2024-09-24,604.0999755859375,604.0999755859375,613.7999877929688,601.5,613.7999877929688,1302175
2024-09-25,605.2999877929688,605.2999877929688,606.7999877929688,596.2000122070312,604.0,518022
2024-09-26,609.0,609.0,613.5499877929688,601.4000244140625,607.7999877929688,763599
2024-09-27,614.9500122070312,614.9500122070312,618.7000122070312,606.0999755859375,612.0,719983
2024-09-30,607.0999755859375,607.0999755859375,613.4500122070312,600.4000244140625,610.0,653363
2024-10-01,604.9500122070312,604.9500122070312,606.5,600.5,602.5,366410
2024-10-03,590.0,590.0,603.8499755859375,577.4000244140625,598.0,1279367
2024-10-04,580.1500244140625,580.1500244140625,593.75,573.5499877929688,590.2000122070312,676604
2024-10-07,571.7000122070312,571.7000122070312,583.0999755859375,565.5,581.0,755817
2024-10-08,570.7999877929688,570.7999877929688,573.0,561.25,573.0,879836
2024-10-09,577.7000122070312,577.7000122070312,584.0,569.0499877929688,575.0,1024863
2024-10-10,566.25,566.25,571.9500122070312,562.5499877929688,571.0,1299947
2024-10-11,547.5999755859375,547.5999755859375,567.0,543.4000244140625,564.9500122070312,1349416
2024-10-14,549.7999877929688,549.7999877929688,554.8499755859375,547.1500244140625,547.5999755859375,1012711
2024-10-15,562.25,562.25,569.4000244140625,548.7000122070312,550.0,1612260
2024-10-16,552.2999877929688,552.2999877929688,566.2999877929688,546.0999755859375,564.7999877929688,977034
2024-10-17,549.6500244140625,549.6500244140625,554.0,545.5,553.9000244140625,682793
2024-10-18,550.4500122070312,550.4500122070312,552.0999755859375,540.0999755859375,549.6500244140625,421998
2024-10-21,542.5499877929688,542.5499877929688,562.5,539.5999755859375,556.4000244140625,1224141
2024-10-22,546.1500244140625,546.1500244140625,555.5499877929688,539.0,543.7999877929688,885344
2024-10-23,545.4500122070312,545.4500122070312,552.9000244140625,541.2999877929688,552.5,929920
2024-10-24,545.7000122070312,545.7000122070312,552.6500244140625,543.5,548.4500122070312,287612
2024-10-25,539.9500122070312,539.9500122070312,550.7000122070312,530.0999755859375,545.9500122070312,1129480
2024-10-28,541.4000244140625,541.4000244140625,548.9500122070312,528.0499877929688,539.5,787881
2024-10-29,536.25,536.25,543.9000244140625,530.0,540.0999755859375,677270
2024-10-30,515.8499755859375,515.8499755859375,524.4000244140625,500.6499938964844,519.9500122070312,2424648
2024-10-31,503.95001220703125,503.95001220703125,519.9500122070312,500.5,517.9500122070312,1559909
2024-11-01,511.75,511.75,518.9500122070312,506.25,508.0,138709
2024-11-04,488.79998779296875,488.79998779296875,514.9500122070312,478.04998779296875,513.4000244140625,3030770
2024-11-05,480.5,480.5,491.0,472.75,490.0,2597234
2024-11-06,481.3999938964844,481.3999938964844,486.1499938964844,476.3500061035156,482.1000061035156,1616037
2024-11-07,498.8500061035156,498.8500061035156,505.3999938964844,481.3999938964844,481.3999938964844,2050412
2024-11-08,481.70001220703125,481.70001220703125,502.0,480.0,502.0,604084
2024-11-11,479.20001220703125,479.20001220703125,482.29998779296875,462.8999938964844,478.0,1803062
2024-11-12,472.04998779296875,472.04998779296875,478.3500061035156,469.04998779296875,474.45001220703125,1169132
2024-11-13,466.75,466.75,475.79998779296875,462.0,470.0,730877
2024-11-14,474.75,474.75,477.0,466.45001220703125,470.0,489499
2024-11-18,463.5,463.5,474.70001220703125,460.3500061035156,474.0,633413
2024-11-19,462.1000061035156,462.1000061035156,464.5,452.70001220703125,462.3999938964844,2033099
2024-11-21,457.95001220703125,457.95001220703125,465.75,457.0,465.75,869179
2024-11-22,459.70001220703125,459.70001220703125,461.8999938964844,454.70001220703125,457.95001220703125,1060477
2024-11-25,474.70001220703125,474.70001220703125,478.8999938964844,461.54998779296875,463.6000061035156,1184799
2024-11-26,458.20001220703125,458.20001220703125,479.8999938964844,456.70001220703125,479.0,1175505
2024-11-27,456.6499938964844,456.6499938964844,462.95001220703125,455.04998779296875,462.95001220703125,935979
2024-11-28,463.45001220703125,463.45001220703125,465.1000061035156,455.8500061035156,462.8500061035156,1227777
2024-11-29,469.75,469.75,472.5,460.0,461.0,886352
2024-12-02,467.45001220703125,467.45001220703125,475.0,464.5,464.5,604990
2024-12-03,484.8999938964844,484.8999938964844,493.8500061035156,468.0,468.0,1802000
2024-12-04,490.95001220703125,490.95001220703125,495.8999938964844,485.0,485.0,1556624
2024-12-05,492.04998779296875,492.04998779296875,494.75,487.95001220703125,490.3500061035156,717499
2024-12-06,488.54998779296875,488.54998779296875,499.20001220703125,487.20001220703125,490.5,1157764
2024-12-09,468.1499938964844,468.1499938964844,483.20001220703125,464.29998779296875,482.1499938964844,2220029
2024-12-10,462.45001220703125,462.45001220703125,477.45001220703125,460.5,465.5,1493180
2024-12-11,458.3500061035156,458.3500061035156,467.0,457.5,466.3999938964844,1406374
2024-12-12,463.5,463.5,465.6000061035156,457.29998779296875,458.3500061035156,1863721
2024-12-13,464.8500061035156,464.8500061035156,466.6000061035156,460.25,463.0,827641
2024-12-16,476.1499938964844,476.1499938964844,478.70001220703125,464.0,464.8500061035156,1027857
2024-12-17,478.79998779296875,478.79998779296875,490.8999938964844,473.70001220703125,476.5,1068693
2024-12-18,487.45001220703125,487.45001220703125,495.0,477.25,477.25,1672532
2024-12-19,493.1499938964844,493.1499938964844,498.79998779296875,476.45001220703125,484.0,1424019
2024-12-20,485.79998779296875,485.79998779296875,495.75,477.5,495.04998779296875,1204557
2024-12-23,475.20001220703125,475.20001220703125,480.0,471.04998779296875,476.0,691782
2024-12-24,483.6000061035156,483.6000061035156,491.45001220703125,472.04998779296875,472.04998779296875,1001575
2024-12-26,486.54998779296875,486.54998779296875,491.95001220703125,480.45001220703125,487.70001220703125,561839
2024-12-27,477.1499938964844,477.1499938964844,490.79998779296875,475.1499938964844,486.04998779296875,321771
2024-12-30,480.70001220703125,480.70001220703125,489.0,474.0,480.6499938964844,537096
2024-12-31,474.95001220703125,474.95001220703125,480.6000061035156,473.5,477.8500061035156,810250
2025-01-01,481.3500061035156,481.3500061035156,487.75,476.0,476.8500061035156,289465
2025-01-02,488.6499938964844,488.6499938964844,490.6499938964844,479.0,479.0,550995
2025-01-03,482.95001220703125,482.95001220703125,491.20001220703125,482.1000061035156,491.20001220703125,437296
2025-01-06,479.29998779296875,479.29998779296875,490.95001220703125,474.8500061035156,487.8500061035156,649586
2025-01-07,481.5,481.5,485.54998779296875,469.8999938964844,479.29998779296875,471020
2025-01-08,474.70001220703125,474.70001220703125,481.70001220703125,472.0,481.5,276831
2025-01-09,474.20001220703125,474.20001220703125,479.95001220703125,472.29998779296875,475.0,276593
2025-01-10,462.6000061035156,462.6000061035156,474.0,458.95001220703125,474.0,427443
2025-01-13,463.95001220703125,463.95001220703125,476.5,459.0,459.6499938964844,650910
2025-01-14,461.1499938964844,461.1499938964844,470.95001220703125,459.5,466.20001220703125,443815
2025-01-15,462.70001220703125,462.70001220703125,470.45001220703125,461.54998779296875,470.45001220703125,338268
2025-01-16,466.0,466.0,474.0,464.6000061035156,468.0,1519615
2025-01-17,462.0,462.0,470.29998779296875,461.0,466.0,196279
2025-01-20,461.45001220703125,461.45001220703125,466.79998779296875,456.1000061035156,462.5,792495
2025-01-21,463.25,463.25,474.20001220703125,460.54998779296875,465.70001220703125,733630
2025-01-22,459.45001220703125,459.45001220703125,466.6499938964844,454.0,465.70001220703125,487465
2025-01-23,461.95001220703125,461.95001220703125,469.75,456.29998779296875,462.0,616809
2025-01-24,455.3500061035156,455.3500061035156,466.20001220703125,454.5,462.25,683149
2025-01-27,445.0,445.0,454.95001220703125,439.6499938964844,454.95001220703125,436142
2025-01-28,444.8500061035156,444.8500061035156,449.54998779296875,438.0,446.3500061035156,531856
2025-01-29,438.6000061035156,438.6000061035156,445.0,425.5,432.0,813089
2025-01-30,434.95001220703125,434.95001220703125,441.04998779296875,432.20001220703125,440.8500061035156,679940
2025-01-31,433.25,433.25,444.8500061035156,431.1499938964844,432.0,956270
2025-02-01,442.54998779296875,442.54998779296875,463.1499938964844,434.0,434.0,735312
2025-02-03,440.1499938964844,440.1499938964844,450.0,437.29998779296875,443.6000061035156,1116625
2025-02-04,438.45001220703125,438.45001220703125,444.20001220703125,435.0,440.0,432378
2025-02-05,439.45001220703125,439.45001220703125,446.6000061035156,437.20001220703125,444.0,2864641
2025-02-06,435.5,435.5,445.0,434.1499938964844,440.20001220703125,468315
2025-02-07,432.6499938964844,432.6499938964844,437.70001220703125,426.1499938964844,437.70001220703125,643474
2025-02-10,418.70001220703125,418.70001220703125,435.20001220703125,413.54998779296875,432.6499938964844,560266
2025-02-11,399.6000061035156,399.6000061035156,419.54998779296875,397.8500061035156,418.70001220703125,842299
2025-02-12,391.29998779296875,391.29998779296875,407.04998779296875,386.8500061035156,402.70001220703125,1485996
2025-02-13,397.1499938964844,397.1499938964844,410.54998779296875,394.0,394.0,1080872
2025-02-14,392.29998779296875,392.29998779296875,402.95001220703125,385.3500061035156,399.95001220703125,752861
2025-02-17,394.04998779296875,394.04998779296875,397.79998779296875,386.95001220703125,392.29998779296875,825927
2025-02-18,391.95001220703125,391.95001220703125,395.8999938964844,387.0,394.95001220703125,1869565
2025-02-19,389.70001220703125,389.70001220703125,396.29998779296875,383.54998779296875,392.45001220703125,642099
2025-02-20,389.54998779296875,389.54998779296875,396.20001220703125,387.79998779296875,391.0,941863
2025-02-21,384.79998779296875,384.79998779296875,404.95001220703125,383.25,390.3500061035156,1307943
2025-02-24,374.54998779296875,374.54998779296875,384.0,369.45001220703125,383.25,1077871
2025-02-25,366.04998779296875,366.04998779296875,378.25,362.04998779296875,378.25,926089
2025-02-27,364.54998779296875,364.54998779296875,370.6000061035156,355.1000061035156,368.54998779296875,1007426
2025-02-28,375.29998779296875,375.29998779296875,380.0,360.25,364.04998779296875,2488759
2025-03-03,365.1499938964844,365.1499938964844,378.1499938964844,362.5,374.3999938964844,2142649
2025-03-04,358.95001220703125,358.95001220703125,375.0,353.6000061035156,365.04998779296875,2231156
2025-03-05,367.20001220703125,367.20001220703125,368.6000061035156,359.20001220703125,360.54998779296875,1374051
2025-03-06,368.95001220703125,368.95001220703125,379.75,365.20001220703125,370.8999938964844,934184
2025-03-07,366.54998779296875,366.54998779296875,373.1499938964844,365.1000061035156,370.0,880191
2025-03-10,364.75,364.75,378.95001220703125,363.04998779296875,368.0,980398
2025-03-11,364.6499938964844,364.6499938964844,368.04998779296875,353.1499938964844,360.70001220703125,1052514
2025-03-12,352.70001220703125,352.70001220703125,370.0,350.1499938964844,364.70001220703125,1496850
2025-03-13,354.04998779296875,354.04998779296875,365.0,351.1499938964844,356.95001220703125,1282853
2025-03-17,357.70001220703125,357.70001220703125,363.70001220703125,352.1499938964844,356.95001220703125,949906
2025-03-18,357.70001220703125,357.70001220703125,357.70001220703125,357.70001220703125,357.70001220703125,0
2025-03-19,356.1499938964844,356.1499938964844,361.3500061035156,352.5,358.1000061035156,1039265
2025-03-20,358.8999938964844,358.8999938964844,370.1499938964844,356.5,358.95001220703125,1109422
2025-03-21,364.45001220703125,364.45001220703125,373.6000061035156,359.8999938964844,359.8999938964844,2156086
2025-03-24,359.0,359.0,371.1000061035156,358.1000061035156,365.0,1016234
2025-03-25,347.0,347.0,362.8999938964844,345.29998779296875,362.75,2935844
2025-03-26,353.04998779296875,353.04998779296875,354.95001220703125,340.04998779296875,345.1000061035156,1518498
2025-03-27,358.29998779296875,358.29998779296875,360.54998779296875,349.0,353.0,1426801
2025-03-28,356.6499938964844,356.6499938964844,361.8999938964844,349.5,358.04998779296875,1463820
2025-04-01,344.8999938964844,344.8999938964844,357.70001220703125,343.45001220703125,356.6499938964844,967081
2025-04-02,343.1000061035156,343.1000061035156,351.0,340.95001220703125,348.6499938964844,1506126
2025-04-03,350.6000061035156,350.6000061035156,353.8999938964844,342.0,343.1000061035156,1639182
2025-04-04,348.04998779296875,348.04998779296875,353.3999938964844,340.8999938964844,352.79998779296875,1955227
2025-04-07,346.25,346.25,348.20001220703125,327.29998779296875,335.0,1579313
2025-04-08,349.6499938964844,349.6499938964844,352.0,342.6000061035156,350.0,751691
2025-04-09,358.20001220703125,358.20001220703125,361.5,344.04998779296875,344.04998779296875,566462
2025-04-11,360.29998779296875,360.29998779296875,362.8999938964844,353.54998779296875,361.04998779296875,617003
2025-04-15,383.1499938964844,383.1499938964844,385.95001220703125,362.8999938964844,365.5,1133564
2025-04-16,386.1499938964844,386.1499938964844,393.04998779296875,381.25,384.5,696091
2025-04-17,390.3999938964844,390.3999938964844,395.8999938964844,382.25,382.25,930541
2025-04-21,394.8999938964844,394.8999938964844,416.70001220703125,390.79998779296875,393.5,2547466
2025-04-22,400.79998779296875,400.79998779296875,402.95001220703125,390.04998779296875,394.8999938964844,503532
2025-04-23,406.0,406.0,407.5,395.3999938964844,404.0,533601
2025-04-24,403.04998779296875,403.04998779296875,407.6499938964844,397.5,406.04998779296875,345843
2025-04-25,397.70001220703125,397.70001220703125,412.29998779296875,389.20001220703125,403.95001220703125,614999
