date_,adj close_lodha.ns,close_lodha.ns,high_lodha.ns,low_lodha.ns,open_lodha.ns,volume_lodha.ns
2024-01-16,1175.007568359375,1180.949951171875,1217.949951171875,1168.050048828125,1217.949951171875,382939
2024-01-17,1123.8662109375,1129.550048828125,1160.300048828125,1115.8499755859375,1158.0,549154
2024-01-18,1121.7767333984375,1127.449951171875,1138.75,1083.0,1115.0,759062
2024-01-19,1126.3536376953125,1132.050048828125,1154.0,1108.699951171875,1145.0,700082
2024-01-23,1067.6505126953125,1073.050048828125,1143.1500244140625,1029.0,1143.1500244140625,729495
2024-01-24,1055.8104248046875,1061.1500244140625,1106.0,1031.050048828125,1073.050048828125,1124885
2024-01-25,1050.736083984375,1056.050048828125,1117.5,1010.25,1070.4000244140625,977716
2024-01-29,1029.0457763671875,1034.25,1069.0,1025.5999755859375,1050.0,971097
2024-01-30,1030.18994140625,1035.4000244140625,1058.0,1026.5,1053.949951171875,412872
2024-01-31,1064.71533203125,1070.0999755859375,1075.0,1023.5,1033.0,778825
2024-02-01,1066.8544921875,1072.25,1079.800048828125,1027.0,1065.050048828125,716667
2024-02-02,1109.1905517578125,1114.800048828125,1138.449951171875,1082.550048828125,1088.0,734225
2024-02-05,1131.5274658203125,1137.25,1207.1500244140625,1120.0,1130.0,789294
2024-02-06,1105.7081298828125,1111.300048828125,1135.1500244140625,1095.300048828125,1134.9000244140625,319201
2024-02-07,1125.607421875,1131.300048828125,1135.0,1120.0,1120.0,642341
2024-02-08,1103.2703857421875,1108.8499755859375,1136.0,1101.0,1134.949951171875,413134
2024-02-09,1083.3212890625,1088.800048828125,1100.0,1062.800048828125,1100.0,406648
2024-02-12,1027.404052734375,1032.5999755859375,1114.449951171875,1021.25,1098.0,371633
2024-02-13,1037.3040771484375,1042.550048828125,1068.4000244140625,1010.7999877929688,1020.0,518413
2024-02-14,1089.987548828125,1095.5,1105.0,1042.550048828125,1045.0,628612
2024-02-15,1054.516845703125,1059.8499755859375,1090.050048828125,1045.5,1090.0,559097
2024-02-16,1067.8494873046875,1073.25,1084.0999755859375,1062.0,1080.0,237936
2024-02-19,1087.5001220703125,1093.0,1101.800048828125,1068.550048828125,1084.0,239671
2024-02-20,1111.9266357421875,1117.550048828125,1157.0,1105.0,1105.0,1069807
2024-02-21,1130.482666015625,1136.199951171875,1179.300048828125,1109.449951171875,1124.949951171875,4372635
2024-02-22,1129.7364501953125,1135.449951171875,1145.699951171875,1122.949951171875,1141.949951171875,762120
2024-02-23,1104.5638427734375,1110.1500244140625,1145.0,1099.8499755859375,1145.0,879892
2024-02-26,1109.7874755859375,1115.4000244140625,1132.949951171875,1109.9000244140625,1119.0,653463
2024-02-27,1141.4771728515625,1147.25,1161.25,1108.0,1110.0,1669533
2024-02-28,1145.8551025390625,1151.6500244140625,1174.0,1115.050048828125,1160.0,695676
2024-02-29,1159.386474609375,1165.25,1194.949951171875,1108.25,1158.0,7182898
2024-03-01,1167.3961181640625,1173.300048828125,1184.0,1150.050048828125,1164.0,361887
2024-03-04,1179.0372314453125,1185.0,1193.9000244140625,1165.4000244140625,1175.5,432929
2024-03-05,1200.4788818359375,1206.550048828125,1221.9000244140625,1179.9000244140625,1187.0,1561747
2024-03-06,1190.628662109375,1196.6500244140625,1206.050048828125,1126.0,1206.050048828125,1010212
2024-03-07,1166.7989501953125,1172.699951171875,1233.949951171875,1148.800048828125,1197.0,1223851
2024-03-11,1174.9578857421875,1180.9000244140625,1277.9000244140625,1164.0,1192.050048828125,1888131
2024-03-12,1115.4090576171875,1121.050048828125,1197.3499755859375,1105.25,1193.949951171875,6300023
2024-03-13,1007.504638671875,1012.5999755859375,1121.0,986.5,1118.3499755859375,2717829
2024-03-14,1019.7925415039062,1024.949951171875,1050.0,977.3499755859375,982.0,1117683
2024-03-15,998.8982543945312,1003.9500122070312,1079.0,994.3499755859375,1040.0,2154943
2024-03-18,1075.90869140625,1081.3499755859375,1149.0,1010.0,1010.0,1967825
2024-03-19,1075.95849609375,1081.4000244140625,1125.9000244140625,1046.5,1125.25,1837325
2024-03-20,1096.6041259765625,1102.1500244140625,1117.8499755859375,1077.300048828125,1082.050048828125,740931
2024-03-21,1124.8114013671875,1130.5,1139.0,1106.5,1124.1500244140625,496251
2024-03-22,1152.3720703125,1158.199951171875,1170.0,1130.800048828125,1130.9000244140625,641678
2024-03-26,1152.6705322265625,1158.5,1168.0,1108.199951171875,1136.0,659912
2024-03-27,1142.2730712890625,1148.050048828125,1181.449951171875,1141.0,1168.800048828125,609014
2024-03-28,1130.1343994140625,1135.8499755859375,1166.75,1123.25,1157.25,2245991
2024-04-01,1165.505615234375,1171.4000244140625,1177.0999755859375,1135.4000244140625,1135.8499755859375,628432
2024-04-02,1161.32666015625,1167.199951171875,1195.6500244140625,1160.1500244140625,1175.0,428175
2024-04-03,1109.8370361328125,1115.449951171875,1156.199951171875,1110.0,1156.199951171875,1242461
2024-04-04,1132.5224609375,1138.25,1149.0999755859375,1118.0,1120.0,915243
2024-04-05,1153.8643798828125,1159.699951171875,1164.949951171875,1136.3499755859375,1150.0,1256137
2024-04-08,1188.389892578125,1194.4000244140625,1211.1500244140625,1169.949951171875,1176.5,1246762
2024-04-09,1194.011474609375,1200.050048828125,1218.300048828125,1197.050048828125,1203.3499755859375,982122
2024-04-10,1220.9254150390625,1227.0999755859375,1247.949951171875,1206.800048828125,1206.8499755859375,1055016
2024-04-12,1192.270263671875,1198.300048828125,1253.949951171875,1180.75,1227.1500244140625,820102
2024-04-15,1188.3402099609375,1194.3499755859375,1219.0,1137.050048828125,1140.199951171875,459087
2024-04-16,1153.4168701171875,1159.25,1199.5999755859375,1152.25,1193.9000244140625,490464
2024-04-18,1175.5050048828125,1181.449951171875,1190.75,1157.0,1162.1500244140625,683284
2024-04-19,1165.107666015625,1171.0,1185.0,1158.300048828125,1181.449951171875,1087676
2024-04-22,1189.285400390625,1195.300048828125,1205.949951171875,1180.949951171875,1194.9000244140625,2026181
2024-04-23,1228.934814453125,1235.1500244140625,1265.0,1192.800048828125,1209.0,2063669
2024-04-24,1244.15771484375,1250.449951171875,1276.699951171875,1237.6500244140625,1248.9000244140625,499197
2024-04-25,1207.19482421875,1213.300048828125,1309.449951171875,1192.8499755859375,1279.9000244140625,1227018
2024-04-26,1191.524169921875,1197.550048828125,1227.3499755859375,1171.949951171875,1227.3499755859375,780758
2024-04-29,1220.5272216796875,1226.699951171875,1233.75,1160.050048828125,1160.1500244140625,734557
2024-04-30,1232.3675537109375,1238.5999755859375,1261.9000244140625,1228.25,1236.449951171875,869441
2024-05-02,1237.0438232421875,1243.300048828125,1256.0,1216.0,1238.0999755859375,612996
2024-05-03,1204.9063720703125,1211.0,1278.949951171875,1205.25,1253.199951171875,610761
2024-05-06,1160.6302490234375,1166.5,1219.949951171875,1153.300048828125,1219.9000244140625,1064709
2024-05-07,1112.623046875,1118.25,1176.9000244140625,1110.0,1175.9000244140625,1030053
2024-05-08,1106.8521728515625,1112.449951171875,1128.800048828125,1094.0,1115.0,1139273
