date_,adj close_jyothylab.ns,close_jyothylab.ns,high_jyothylab.ns,low_jyothylab.ns,open_jyothylab.ns,volume_jyothylab.ns
2024-02-23,461.4767761230469,469.70001220703125,474.6000061035156,467.5,473.8999938964844,578033
2024-02-26,467.3226013183594,475.6499938964844,478.6499938964844,468.29998779296875,472.3999938964844,397150
2024-02-27,458.8731384277344,467.04998779296875,482.0,463.5,477.0,504334
2024-02-28,460.7398986816406,468.95001220703125,484.79998779296875,465.0,468.45001220703125,1070640
2024-02-29,453.960693359375,462.04998779296875,473.6000061035156,451.6000061035156,472.0,1104553
2024-03-01,444.5287780761719,452.45001220703125,459.95001220703125,437.04998779296875,455.3500061035156,2929783
2024-03-04,426.45086669921875,434.04998779296875,454.45001220703125,432.0,450.0,1291513
2024-03-05,427.1386413574219,434.75,447.5,426.70001220703125,436.5,1122732
2024-03-06,416.3803405761719,423.79998779296875,437.5,415.04998779296875,437.5,964369
2024-03-07,421.98052978515625,429.5,433.0,419.8500061035156,424.04998779296875,1222727
2024-03-11,425.0262756347656,432.6000061035156,435.95001220703125,414.0,429.95001220703125,1437636
2024-03-12,418.2471008300781,425.70001220703125,437.5,420.3999938964844,432.6000061035156,919452
2024-03-13,392.65313720703125,399.6499938964844,425.70001220703125,388.29998779296875,425.70001220703125,2125307
2024-03-14,417.26458740234375,424.70001220703125,430.75,390.3999938964844,390.3999938964844,1760139
2024-03-15,419.9173278808594,427.3999938964844,431.95001220703125,407.04998779296875,423.8999938964844,4811950
2024-03-18,408.5695495605469,415.8500061035156,429.45001220703125,413.1000061035156,427.3999938964844,508111
2024-03-19,397.7621154785156,404.8500061035156,418.95001220703125,401.0,413.3999938964844,397055
2024-03-20,412.302978515625,419.6499938964844,423.75,403.79998779296875,408.8500061035156,580850
2024-03-21,411.2713928222656,418.6000061035156,427.04998779296875,414.20001220703125,425.8500061035156,555858
2024-03-22,416.8224792480469,424.25,426.0,415.70001220703125,418.6000061035156,216321
2024-03-26,420.2611999511719,427.75,431.29998779296875,415.0,419.25,349827
2024-03-27,438.4864196777344,446.29998779296875,449.0,425.54998779296875,431.04998779296875,870431
2024-03-28,432.24761962890625,439.95001220703125,455.75,433.29998779296875,450.0,669527
2024-04-01,436.1776123046875,443.95001220703125,449.3500061035156,440.1000061035156,448.5,207166
2024-04-02,440.7952880859375,448.6499938964844,466.0,444.04998779296875,447.79998779296875,779083
2024-04-03,435.4898376464844,443.25,449.70001220703125,441.8999938964844,448.6499938964844,308087
2024-04-04,428.072021484375,435.70001220703125,448.54998779296875,432.0,446.8500061035156,437256
2024-04-05,436.570556640625,444.3500061035156,447.0,435.3500061035156,435.3500061035156,266448
2024-04-08,436.8653259277344,444.6499938964844,455.0,439.29998779296875,447.0,332677
2024-04-09,435.0476989746094,442.79998779296875,450.0,439.45001220703125,447.0,257915
2024-04-10,431.46160888671875,439.1499938964844,445.79998779296875,436.04998779296875,445.0,158463
2024-04-12,427.3842468261719,435.0,441.29998779296875,421.20001220703125,439.1499938964844,1098832
2024-04-15,421.04718017578125,428.54998779296875,440.45001220703125,421.3500061035156,426.0,549523
2024-04-16,406.2115783691406,413.45001220703125,426.8500061035156,411.5,421.0,868011
2024-04-18,407.2431640625,414.5,420.20001220703125,412.54998779296875,415.54998779296875,322614
2024-04-19,402.9693298339844,410.1499938964844,414.0,405.0,409.0,174855
2024-04-22,409.5028991699219,416.79998779296875,422.0,412.95001220703125,414.95001220703125,127890
2024-04-23,413.58026123046875,420.95001220703125,424.0,412.04998779296875,416.79998779296875,229489
2024-04-24,414.2188720703125,421.6000061035156,428.6000061035156,420.0,424.3999938964844,452162
2024-04-25,419.2295837402344,426.70001220703125,465.95001220703125,421.0,422.54998779296875,4219762
2024-04-26,413.0890197753906,420.45001220703125,429.8999938964844,417.54998779296875,429.5,546589
2024-04-29,423.3069152832031,430.8500061035156,434.5,420.5,425.3999938964844,488145
2024-04-30,426.74566650390625,434.3500061035156,442.5,431.0,437.5,1056004
2024-05-02,431.6581115722656,439.3500061035156,441.0,432.0,432.8500061035156,484490
2024-05-03,415.7908630371094,423.20001220703125,439.3500061035156,417.70001220703125,438.0,974249
2024-05-06,407.0957946777344,414.3500061035156,428.20001220703125,412.0,427.1000061035156,294912
2024-05-07,448.5569763183594,456.54998779296875,459.8999938964844,411.95001220703125,418.0,8813505
2024-05-08,452.9290771484375,461.0,478.25,443.3500061035156,452.95001220703125,5330248
2024-05-09,449.2938232421875,457.29998779296875,470.0,452.45001220703125,462.0,1533645
2024-05-10,452.2413330078125,460.29998779296875,465.8999938964844,452.29998779296875,457.29998779296875,547647
2024-05-13,446.4937438964844,454.45001220703125,473.6499938964844,452.0,467.04998779296875,857021
2024-05-14,451.9956970214844,460.04998779296875,469.3999938964844,454.0,461.25,796727
2024-05-15,433.2301025390625,440.95001220703125,472.70001220703125,427.54998779296875,465.0,5286500
2024-05-16,438.5846862792969,446.3999938964844,453.8999938964844,443.3999938964844,445.0,1308423
2024-05-17,435.195068359375,442.95001220703125,451.0,439.6000061035156,449.8999938964844,704807
2024-05-21,424.3876953125,431.95001220703125,451.0,428.0,450.0,1062141
2024-05-22,422.6191711425781,430.1499938964844,433.8500061035156,418.8999938964844,432.0,833272
2024-05-23,414.4645080566406,421.8500061035156,434.6499938964844,420.0,430.1499938964844,478401
2024-05-24,409.69940185546875,417.0,424.95001220703125,416.1000061035156,421.6499938964844,381573
2024-05-27,413.72760009765625,421.1000061035156,428.0,417.0,417.0,491126
2024-05-28,407.98004150390625,415.25,424.45001220703125,413.1000061035156,424.45001220703125,371417
2024-05-29,406.0150451660156,413.25,418.20001220703125,409.20001220703125,417.04998779296875,294778
2024-05-30,407.2431640625,414.5,425.0,411.29998779296875,415.0,579700
2024-05-31,393.48828125,400.5,421.70001220703125,394.75,418.5,1294833
2024-06-03,387.0038146972656,393.8999938964844,428.0,392.04998779296875,418.0,2380434
2024-06-04,386.4634704589844,393.3500061035156,401.0,366.79998779296875,392.04998779296875,1644225
2024-06-05,439.1741638183594,447.0,454.8500061035156,382.1000061035156,394.3999938964844,4810403
2024-06-06,440.451416015625,448.29998779296875,450.45001220703125,432.5,450.0,1822013
2024-06-07,441.2865295410156,449.1499938964844,461.3500061035156,446.20001220703125,450.0,1067253
2024-06-10,445.265625,453.20001220703125,458.20001220703125,442.20001220703125,457.8500061035156,537454
2024-06-11,444.03753662109375,451.95001220703125,464.1499938964844,449.04998779296875,455.0,686930
2024-06-12,439.12506103515625,446.95001220703125,456.95001220703125,445.0,455.0,250421
2024-06-13,433.18096923828125,440.8999938964844,450.8500061035156,440.0,450.0,469895
2024-06-14,442.7111511230469,450.6000061035156,452.95001220703125,441.0,442.1000061035156,601451
2024-06-18,434.8512268066406,442.6000061035156,456.5,441.5,456.5,529952
2024-06-19,431.46160888671875,439.1499938964844,444.70001220703125,435.3999938964844,444.70001220703125,751014
2024-06-20,432.198486328125,439.8999938964844,448.1499938964844,436.1000061035156,440.70001220703125,308835
2024-06-21,437.2091979980469,445.0,451.79998779296875,439.6499938964844,441.79998779296875,787436
2024-06-24,421.5384216308594,429.04998779296875,446.95001220703125,428.0,445.0,735631
2024-06-25,411.7135009765625,419.04998779296875,432.79998779296875,415.6000061035156,431.70001220703125,575309
2024-06-26,414.317138671875,421.70001220703125,426.79998779296875,413.5,421.0,534757
2024-06-27,405.1308288574219,412.3500061035156,424.75,411.0,422.04998779296875,433776
2024-06-28,424.0437927246094,431.6000061035156,433.5,413.04998779296875,414.70001220703125,1033160
2024-07-01,443.3006591796875,451.20001220703125,465.0,430.20001220703125,433.0,2693930
2024-07-02,468.8945617675781,477.25,480.0,451.20001220703125,452.0,4318288
2024-07-03,473.7443542480469,478.6499938964844,491.45001220703125,472.20001220703125,480.0,2392236
2024-07-04,467.06353759765625,471.8999938964844,480.29998779296875,470.79998779296875,480.29998779296875,620509
2024-07-05,466.6181640625,471.45001220703125,480.95001220703125,465.8999938964844,471.8999938964844,498504
2024-07-08,485.8688049316406,490.8999938964844,493.79998779296875,470.0,477.3999938964844,1570215
2024-07-09,499.27996826171875,504.45001220703125,506.6499938964844,482.29998779296875,493.3999938964844,2045044
2024-07-10,487.6998596191406,492.75,511.95001220703125,490.3500061035156,507.0,1301025
2024-07-11,483.6418762207031,488.6499938964844,497.5,487.0,490.0,560350
2024-07-12,483.2954406738281,488.29998779296875,492.0,478.1000061035156,489.95001220703125,754745
2024-07-15,497.20147705078125,502.3500061035156,504.75,483.1000061035156,489.8999938964844,964551
2024-07-16,486.9080810546875,491.95001220703125,507.6499938964844,489.0,505.5,487537
2024-07-18,491.90631103515625,497.0,508.0,485.1499938964844,493.0,1395377
2024-07-19,490.81756591796875,495.8999938964844,502.8999938964844,492.0,495.04998779296875,906397
2024-07-22,491.80731201171875,496.8999938964844,504.8999938964844,486.0,494.0,753207
2024-07-23,498.2406921386719,503.3999938964844,512.2999877929688,474.0,498.3500061035156,1333675
2024-07-24,503.0904846191406,508.29998779296875,525.1500244140625,504.04998779296875,508.0,2033762
2024-07-25,542.086669921875,547.7000122070312,573.8499755859375,502.0,507.0,13232496
2024-07-26,542.8289794921875,548.4500122070312,565.75,536.75,551.5,2747767
2024-07-29,531.9417114257812,537.4500122070312,561.2999877929688,532.0,555.0,1248928
2024-07-30,529.9127807617188,535.4000244140625,547.0,531.5499877929688,539.3499755859375,1017984
2024-07-31,521.40087890625,526.7999877929688,539.75,524.7999877929688,533.0,770543
2024-08-01,516.0067138671875,521.3499755859375,535.4000244140625,518.0499877929688,526.5,594761
2024-08-02,513.3344116210938,518.6500244140625,528.3499755859375,512.8499755859375,514.0,411629
2024-08-05,507.7917785644531,513.0499877929688,518.0,499.6000061035156,508.29998779296875,639025
2024-08-06,530.8529663085938,536.3499755859375,543.0,513.2000122070312,513.2000122070312,2279680
2024-08-07,544.5115966796875,550.1500244140625,553.0,532.0,540.2000122070312,1003510
2024-08-08,539.8597412109375,545.4500122070312,552.0999755859375,542.0,549.4000244140625,285157
2024-08-09,539.3648681640625,544.9500122070312,551.5999755859375,540.0,547.75,333878
2024-08-12,555.2998657226562,561.0499877929688,564.3499755859375,536.0,543.0,1149732
2024-08-13,542.4825439453125,548.0999755859375,593.4500122070312,542.5999755859375,567.0,2402825
2024-08-14,535.3563842773438,540.9000244140625,557.2999877929688,538.0999755859375,556.0,505129
2024-08-16,550.2521362304688,555.9500122070312,566.0999755859375,538.0,550.0,605430
2024-08-19,550.1531372070312,555.8499755859375,562.75,549.1500244140625,557.8499755859375,292169
2024-08-20,557.9227294921875,563.7000122070312,575.0,554.25,556.9500122070312,518285
2024-08-21,559.9022216796875,565.7000122070312,572.9500122070312,555.9000244140625,563.7000122070312,441322
2024-08-22,564.306640625,570.1500244140625,573.0,556.0999755859375,573.0,378948
2024-08-23,550.0046997070312,555.7000122070312,573.0,553.0999755859375,572.9000244140625,242946
2024-08-26,540.5030517578125,546.0999755859375,565.2000122070312,542.5499877929688,556.0999755859375,627506
2024-08-27,549.6582641601562,555.3499755859375,561.7999877929688,541.5,545.9500122070312,846889
2024-08-28,535.9501953125,541.5,563.6500244140625,537.0,559.3499755859375,853216
2024-08-29,533.970703125,539.5,552.0,537.0,542.2000122070312,453429
2024-08-30,534.2676391601562,539.7999877929688,545.0,537.0499877929688,540.0,392232
2024-09-02,542.72998046875,548.3499755859375,551.4000244140625,539.7999877929688,539.7999877929688,307242
2024-09-03,546.4910888671875,552.1500244140625,554.0,545.0999755859375,553.5499877929688,198603
2024-09-04,548.22314453125,553.9000244140625,558.0499877929688,542.0,545.0,444186
2024-09-05,548.37158203125,554.0499877929688,565.7999877929688,549.5999755859375,556.7000122070312,694675
2024-09-06,540.800048828125,546.4000244140625,573.5499877929688,544.0,555.9000244140625,1412091
2024-09-09,542.0372314453125,547.6500244140625,550.0,532.1500244140625,545.0,432345
2024-09-10,557.0813598632812,562.8499755859375,565.7999877929688,542.25,546.9500122070312,429118
2024-09-11,573.2638549804688,579.2000122070312,595.8499755859375,559.8499755859375,562.0,2966881
2024-09-12,562.8219604492188,568.6500244140625,584.5499877929688,565.1500244140625,580.9500122070312,1158494
2024-09-13,551.1923828125,556.9000244140625,572.2000122070312,554.0,571.5,646159
2024-09-16,541.0474853515625,546.6500244140625,558.4500122070312,545.0,556.9000244140625,439870
2024-09-17,536.1976318359375,541.75,555.0,536.5999755859375,550.75,322055
2024-09-18,535.2078857421875,540.75,550.9500122070312,535.0999755859375,543.0,416382
2024-09-19,538.127685546875,543.7000122070312,548.0,533.0999755859375,541.0499877929688,623499
2024-09-20,531.00146484375,536.5,556.0,535.0,547.0,495216
2024-09-23,535.2078857421875,540.75,543.75,526.1500244140625,541.7999877929688,467708
2024-09-24,530.7045288085938,536.2000122070312,542.0,529.0499877929688,541.9500122070312,484861
2024-09-25,527.8837280273438,533.3499755859375,541.25,525.0,538.5999755859375,302386
2024-09-26,532.98095703125,538.5,540.0,527.5,529.0,272199
2024-09-27,537.6823120117188,543.25,545.0,535.3499755859375,539.9000244140625,272746
2024-09-30,552.2811279296875,558.0,560.0,532.0499877929688,538.4500122070312,685266
2024-10-01,541.4927978515625,547.0999755859375,573.2000122070312,540.1500244140625,570.0,1454901
2024-10-03,532.5850219726562,538.0999755859375,555.0,532.5999755859375,543.3499755859375,383297
2024-10-04,534.0696411132812,539.5999755859375,547.5,522.0,542.2999877929688,623995
2024-10-07,528.0322265625,533.5,543.9000244140625,519.9000244140625,542.5999755859375,601576
2024-10-08,535.8017578125,541.3499755859375,543.0499877929688,522.2000122070312,522.2000122070312,241983
2024-10-09,524.2216796875,529.6500244140625,548.8499755859375,528.0999755859375,542.5499877929688,441983
2024-10-10,529.4673461914062,534.9500122070312,536.2999877929688,528.0999755859375,534.9000244140625,249378
2024-10-11,521.8462524414062,527.25,538.2999877929688,526.0,534.9500122070312,128489
2024-10-14,516.2046508789062,521.5499877929688,529.9000244140625,517.5499877929688,528.0999755859375,329252
2024-10-15,523.23193359375,528.6500244140625,531.2000122070312,521.5999755859375,522.7000122070312,152755
2024-10-16,508.78155517578125,514.0499877929688,529.9500122070312,508.04998779296875,528.7000122070312,435937
2024-10-17,514.3241577148438,519.6500244140625,530.9000244140625,517.0499877929688,518.9500122070312,533152
2024-10-18,506.85150146484375,512.0999755859375,521.9000244140625,509.75,518.5,185845
2024-10-21,512.1961669921875,517.5,523.0499877929688,509.0,514.4000244140625,225132
2024-10-22,499.1314697265625,504.29998779296875,545.0,486.45001220703125,515.0,8314745
2024-10-23,494.9250183105469,500.04998779296875,517.2000122070312,495.20001220703125,503.95001220703125,488656
2024-10-24,495.5188903808594,500.6499938964844,519.7000122070312,496.1499938964844,506.95001220703125,883188
2024-10-25,482.0087890625,487.0,504.45001220703125,480.1499938964844,504.1000061035156,594198
2024-10-28,476.21875,481.1499938964844,494.29998779296875,474.04998779296875,487.0,654844
2024-10-29,500.1212158203125,505.29998779296875,509.0,481.1499938964844,481.1499938964844,2099275
2024-10-30,510.2167053222656,515.5,528.0,503.5,504.8999938964844,887185
2024-10-31,513.77978515625,519.0999755859375,524.25,509.3500061035156,519.0999755859375,506975
2024-11-01,522.4401245117188,527.8499755859375,535.0,521.5,522.75,175267
2024-11-04,503.23895263671875,508.45001220703125,528.9500122070312,505.1499938964844,527.9000244140625,289494
2024-11-05,486.3636779785156,491.3999938964844,504.0,487.54998779296875,498.0,955025
2024-11-06,484.97802734375,490.0,498.8500061035156,487.25,495.1000061035156,356962
2024-11-07,493.1929626464844,498.29998779296875,502.20001220703125,488.6000061035156,491.95001220703125,615486
2024-11-08,483.6418762207031,488.6499938964844,492.79998779296875,486.04998779296875,491.0,192668
2024-11-11,472.70513916015625,477.6000061035156,488.70001220703125,475.0,485.6499938964844,195708
2024-11-12,436.82666015625,441.3500061035156,502.8999938964844,436.3500061035156,477.6000061035156,2672996
2024-11-13,431.6304626464844,436.1000061035156,446.95001220703125,417.6499938964844,440.0,1594619
2024-11-14,422.62371826171875,427.0,439.3500061035156,421.1499938964844,434.0,687546
2024-11-18,411.83544921875,416.1000061035156,427.70001220703125,411.0,427.70001220703125,473243
2024-11-19,400.60174560546875,404.75,420.70001220703125,401.20001220703125,416.79998779296875,1029872
2024-11-21,401.19561767578125,405.3500061035156,409.0,394.70001220703125,404.75,823935
2024-11-22,400.0574035644531,404.20001220703125,411.29998779296875,396.1000061035156,409.70001220703125,831855
2024-11-25,406.9361572265625,411.1499938964844,422.0,409.04998779296875,414.45001220703125,552491
2024-11-26,398.1768493652344,402.29998779296875,415.75,401.25,411.1499938964844,486655
2024-11-27,403.4720153808594,407.6499938964844,409.0,399.0,402.8999938964844,458700
2024-11-28,416.23980712890625,420.54998779296875,426.5,405.0,407.04998779296875,1535358
2024-11-29,415.79443359375,420.1000061035156,423.95001220703125,417.0,422.25,372445
2024-12-02,410.2023620605469,414.45001220703125,422.25,411.3999938964844,422.1000061035156,444583
2024-12-03,407.678466796875,411.8999938964844,416.3500061035156,409.45001220703125,415.20001220703125,620601
2024-12-04,406.9361572265625,411.1499938964844,415.75,408.79998779296875,414.0,780206
2024-12-05,408.22283935546875,412.45001220703125,417.0,409.1499938964844,412.8999938964844,537531
2024-12-06,418.7142028808594,423.04998779296875,425.3999938964844,413.04998779296875,415.95001220703125,928977
2024-12-09,417.6749572753906,422.0,433.20001220703125,414.5,426.0,1166341
2024-12-10,409.8064270019531,414.04998779296875,419.45001220703125,411.6499938964844,419.45001220703125,765048
2024-12-11,412.8251953125,417.1000061035156,421.95001220703125,414.1000061035156,420.29998779296875,521927
2024-12-12,406.73822021484375,410.95001220703125,417.75,408.0,417.1000061035156,510236
2024-12-13,410.1033630371094,414.3500061035156,415.5,404.0,412.54998779296875,454544
2024-12-16,405.3030700683594,409.5,417.8999938964844,406.1000061035156,417.8999938964844,609051
2024-12-17,388.82373046875,392.8500061035156,409.70001220703125,387.70001220703125,407.25,1283936
2024-12-18,379.4705810546875,383.3999938964844,396.0,381.20001220703125,390.8500061035156,1028421
2024-12-19,378.6292724609375,382.54998779296875,389.1499938964844,374.3500061035156,383.3999938964844,1334835
2024-12-20,372.04742431640625,375.8999938964844,387.0,374.25,386.45001220703125,789938
2024-12-23,367.24713134765625,371.04998779296875,381.5,368.20001220703125,381.5,955376
2024-12-24,373.03717041015625,376.8999938964844,379.75,370.8999938964844,372.1499938964844,873771
2024-12-26,366.7027893066406,370.5,387.0,369.3999938964844,380.0,1491709
2024-12-27,385.8049621582031,389.79998779296875,395.0,371.3500061035156,372.75,2085264
2024-12-30,396.8407287597656,400.95001220703125,405.0,382.0,382.0,1776812
2024-12-31,393.0301818847656,397.1000061035156,400.79998779296875,394.29998779296875,399.8999938964844,381265
2025-01-01,396.8407287597656,400.95001220703125,402.54998779296875,394.3999938964844,396.0,264508
2025-01-02,401.5420227050781,405.70001220703125,407.29998779296875,398.0,401.0,367091
2025-01-03,399.0676574707031,403.20001220703125,406.0,399.79998779296875,405.79998779296875,353098
2025-01-06,385.1121520996094,389.1000061035156,405.0,385.70001220703125,404.70001220703125,604514
2025-01-07,393.8714599609375,397.95001220703125,399.45001220703125,386.20001220703125,389.1000061035156,312734
2025-01-08,396.29632568359375,400.3999938964844,412.95001220703125,394.70001220703125,402.29998779296875,992349
2025-01-09,403.91741943359375,408.1000061035156,413.54998779296875,397.8500061035156,403.29998779296875,1104008
2025-01-10,394.2673645019531,398.3500061035156,408.79998779296875,395.5,408.6499938964844,720540
2025-01-13,382.0934143066406,386.04998779296875,397.8999938964844,380.8999938964844,397.8999938964844,329711
2025-01-14,387.3885803222656,391.3999938964844,400.0,387.3999938964844,392.20001220703125,452212
2025-01-15,385.01318359375,389.0,397.5,385.5,394.3999938964844,230956
2025-01-16,388.6257629394531,392.6499938964844,394.1000061035156,386.1000061035156,391.54998779296875,407140
2025-01-17,393.6240234375,397.70001220703125,399.95001220703125,386.1499938964844,391.95001220703125,222599
2025-01-20,394.06939697265625,398.1499938964844,399.79998779296875,390.6499938964844,397.70001220703125,254860
2025-01-21,381.0541687011719,385.0,401.70001220703125,382.70001220703125,399.8999938964844,364668
2025-01-22,371.2061462402344,375.04998779296875,385.45001220703125,369.20001220703125,385.0,662449
2025-01-23,366.00994873046875,369.79998779296875,374.45001220703125,367.45001220703125,374.0,551482
2025-01-24,364.77276611328125,368.54998779296875,373.45001220703125,364.04998779296875,371.8999938964844,256016
2025-01-27,367.64306640625,371.45001220703125,374.70001220703125,356.04998779296875,371.3999938964844,557980
2025-01-28,370.3648681640625,374.20001220703125,379.3999938964844,367.0,368.1000061035156,911660
2025-01-29,386.9432067871094,390.95001220703125,391.95001220703125,377.0,378.95001220703125,434153
2025-01-30,392.6837463378906,396.75,400.0,389.0,395.0,345892
2025-01-31,394.31683349609375,398.3999938964844,401.5,382.95001220703125,394.25,1373913
2025-02-01,411.4395446777344,415.70001220703125,422.6000061035156,392.1499938964844,396.54998779296875,984730
2025-02-03,413.02313232421875,417.29998779296875,419.70001220703125,404.25,415.70001220703125,852987
2025-02-04,411.0931396484375,415.3500061035156,420.0,408.79998779296875,418.95001220703125,518151
2025-02-05,413.6664733886719,417.95001220703125,423.0,408.0,415.25,941091
2025-02-06,395.80145263671875,399.8999938964844,422.54998779296875,398.25,422.54998779296875,725550
2025-02-07,381.845947265625,385.79998779296875,404.75,384.0,403.25,780290
2025-02-10,374.8187561035156,378.70001220703125,389.20001220703125,375.0,385.8999938964844,355266
2025-02-11,362.3973693847656,366.1499938964844,379.45001220703125,360.04998779296875,378.6499938964844,300403
2025-02-12,364.2283935546875,368.0,370.1499938964844,349.1499938964844,366.1499938964844,736079
2025-02-13,359.4281005859375,363.1499938964844,379.25,361.04998779296875,369.3999938964844,438170
2025-02-14,355.0732116699219,358.75,366.0,353.79998779296875,364.6000061035156,446966
2025-02-17,341.51361083984375,345.04998779296875,359.70001220703125,343.20001220703125,356.75,761620
2025-02-18,334.189453125,337.6499938964844,348.95001220703125,332.54998779296875,348.6000061035156,673109
2025-02-19,351.5596008300781,355.20001220703125,357.5,333.20001220703125,335.0,533043
2025-02-20,340.6228332519531,344.1499938964844,352.95001220703125,342.6499938964844,352.0,927001
2025-02-21,339.9794921875,343.5,351.6000061035156,341.0,345.79998779296875,344922
2025-02-24,335.1297302246094,338.6000061035156,342.95001220703125,335.20001220703125,340.3999938964844,296316
2025-02-25,328.7953186035156,332.20001220703125,346.20001220703125,327.0,339.1499938964844,618832
2025-02-27,330.67584228515625,334.1000061035156,335.8500061035156,318.0,332.8999938964844,838561
2025-02-28,319.0957336425781,322.3999938964844,335.5,319.6499938964844,330.0,868344
2025-03-03,311.9695739746094,315.20001220703125,324.45001220703125,312.29998779296875,323.29998779296875,797135
2025-03-04,330.7253112792969,334.1499938964844,339.20001220703125,310.20001220703125,314.8999938964844,1051853
2025-03-05,325.1827087402344,328.54998779296875,337.3999938964844,325.6000061035156,334.95001220703125,1810602
2025-03-06,331.36865234375,334.79998779296875,339.0,326.3500061035156,334.95001220703125,919684
2025-03-07,326.4198913574219,329.79998779296875,336.6499938964844,328.0,335.0,1685687
2025-03-10,323.7475891113281,327.1000061035156,335.0,325.1000061035156,332.0,476411
2025-03-11,330.4778747558594,333.8999938964844,335.8500061035156,322.0,323.8999938964844,854696
2025-03-12,326.1724548339844,329.54998779296875,336.3999938964844,328.0,333.8999938964844,248841
2025-03-13,327.4096374511719,330.79998779296875,337.70001220703125,326.54998779296875,332.29998779296875,369413
2025-03-17,328.10247802734375,331.5,333.8500061035156,327.29998779296875,330.95001220703125,229740
2025-03-18,328.10247802734375,331.5,331.5,331.5,331.5,0
2025-03-19,328.2509460449219,331.6499938964844,343.0,330.25,342.0,673457
2025-03-20,333.7935485839844,337.25,341.1000061035156,330.75,333.04998779296875,1204571
2025-03-21,341.9590148925781,345.5,348.6499938964844,336.45001220703125,337.8999938964844,603542
2025-03-24,338.8907775878906,342.3999938964844,348.3999938964844,339.45001220703125,346.04998779296875,562845
2025-03-25,329.5871276855469,333.0,345.6499938964844,331.70001220703125,343.95001220703125,564857
2025-03-26,321.7185974121094,325.04998779296875,334.20001220703125,323.75,332.5,1011572
2025-03-27,326.4198913574219,329.79998779296875,331.1499938964844,322.75,324.79998779296875,540723
2025-03-28,325.3312072753906,328.70001220703125,334.8500061035156,327.3999938964844,331.1000061035156,416607
2025-04-01,325.5786437988281,328.95001220703125,333.0,325.25,328.5,279752
2025-04-02,331.3191833496094,334.75,336.29998779296875,318.6000061035156,327.3999938964844,493645
2025-04-03,339.0887451171875,342.6000061035156,343.6000061035156,322.04998779296875,332.04998779296875,335800
2025-04-04,328.3004455566406,331.70001220703125,342.0,330.0,342.0,301390
2025-04-07,330.5768737792969,334.0,337.45001220703125,300.1000061035156,301.54998779296875,590314
2025-04-08,340.7218017578125,344.25,345.8999938964844,331.3999938964844,333.0,461269
2025-04-09,375.70953369140625,379.6000061035156,389.3500061035156,340.29998779296875,342.95001220703125,14072874
2025-04-11,363.0406799316406,366.79998779296875,376.45001220703125,362.04998779296875,375.1499938964844,2624545
2025-04-15,367.6925354003906,371.5,372.8999938964844,366.25,370.0,757117
2025-04-16,373.03717041015625,376.8999938964844,378.0,370.95001220703125,373.5,412408
2025-04-17,371.7010192871094,375.54998779296875,378.04998779296875,371.3500061035156,376.8999938964844,333632
