date_,adj close_ultracemco.ns,close_ultracemco.ns,high_ultracemco.ns,low_ultracemco.ns,open_ultracemco.ns,volume_ultracemco.ns
2025-05-05,11596.4931640625,11670.0,11728.0,11652.0,11702.0,145699
2025-05-06,11619.3486328125,11693.0,11729.0,11544.0,11699.0,273048
2025-05-07,11584.568359375,11658.0,11700.0,11553.0,11651.0,217460
2025-05-08,11557.7392578125,11631.0,11740.0,11539.0,11601.0,388912
2025-05-09,11292.4208984375,11364.0,11558.0,11313.0,11480.0,200270
2025-05-12,11662.0771484375,11736.0,11767.0,11565.0,11590.0,182795
2025-05-13,11587.5498046875,11661.0,11748.0,11566.0,11700.0,307678
2025-05-14,11598.48046875,11672.0,11741.0,11624.0,11676.0,179337
2025-05-15,11819.08203125,11894.0,11932.0,11643.0,11672.0,371371
2025-05-16,11830.0126953125,11905.0,11990.0,11857.0,11950.0,209706
2025-05-19,11853.8623046875,11929.0,11991.0,11880.0,11904.0,128237
2025-05-20,11623.3232421875,11697.0,11980.0,11669.0,11969.0,158934
2025-05-21,11592.5185546875,11666.0,11910.0,11634.0,11697.0,173017
2025-05-22,11606.4306640625,11680.0,11700.0,11517.0,11666.0,175370
2025-05-23,11672.0146484375,11746.0,11875.0,11661.0,11727.0,181463
2025-05-26,11615.3740234375,11689.0,11884.0,11645.0,11800.0,198003
2025-05-27,11349.0615234375,11421.0,11722.0,11375.0,11676.0,478345
2025-05-28,11167.2138671875,11238.0,11470.0,11200.0,11455.0,201200
2025-05-29,11198.01953125,11269.0,11337.0,11151.0,11249.0,350206
2025-05-30,11139.390625,11210.0,11310.0,11170.0,11265.0,394181
2025-06-02,11124.4853515625,11195.0,11219.0,11019.0,11180.0,314936
2025-06-03,10965.4931640625,11035.0,11292.0,11000.0,11280.0,349615
2025-06-04,10963.505859375,11033.0,11055.0,10920.0,11040.0,345047
2025-06-05,11088.7119140625,11159.0,11180.0,11003.0,11038.0,191183
2025-06-06,11182.1201171875,11253.0,11311.0,11120.0,11180.0,143723
2025-06-09,11189.076171875,11260.0,11318.0,11166.0,11260.0,209231
2025-06-10,11319.2509765625,11391.0,11484.0,11335.0,11410.0,279918
2025-06-11,11391.791015625,11464.0,11518.0,11340.0,11380.0,237747
2025-06-12,11251.6787109375,11323.0,11505.0,11280.0,11475.0,262530
2025-06-13,11153.302734375,11224.0,11250.0,11018.0,11111.0,181355
2025-06-16,11422.595703125,11495.0,11518.0,11197.0,11270.0,401104
2025-06-17,11311.30078125,11383.0,11509.0,11360.0,11500.0,121415
2025-06-18,11334.15625,11406.0,11479.0,11343.0,11383.0,156816
2025-06-19,11348.068359375,11420.0,11485.0,11353.0,11400.0,157757
2025-06-20,11385.828125,11458.0,11525.0,11370.0,11420.0,629895
2025-06-23,11376.8857421875,11449.0,11490.0,11321.0,11401.0,304907
2025-06-24,11506.06640625,11579.0,11824.0,11514.0,11559.0,735700
2025-06-25,11659.0966796875,11733.0,11771.0,11634.0,11635.0,253134
2025-06-26,11875.7236328125,11951.0,11986.0,11681.0,11690.0,506580
2025-06-27,12136.0732421875,12213.0,12246.0,11917.0,11980.0,501287
2025-06-30,12016.8291015625,12093.0,12271.0,12018.0,12215.0,333104
2025-07-01,12133.091796875,12210.0,12225.0,12060.0,12105.0,207437
2025-07-02,12357.66796875,12436.0,12527.0,12170.0,12210.0,445829
2025-07-03,12319.908203125,12398.0,12575.0,12376.0,12436.0,275755
2025-07-04,12427.2275390625,12506.0,12542.0,12341.0,12400.0,191516
2025-07-07,12267.2412109375,12345.0,12500.0,12306.0,12476.0,149939
2025-07-08,12366.611328125,12445.0,12495.0,12305.0,12345.0,219226
2025-07-09,12482.875,12562.0,12580.0,12376.0,12410.0,379924
2025-07-10,12437.1640625,12516.0,12667.0,12482.0,12518.0,269323
2025-07-11,12416.296875,12495.0,12637.0,12452.0,12516.0,240034
2025-07-14,12437.1640625,12516.0,12579.0,12430.0,12495.0,278918
2025-07-15,12423.2529296875,12502.0,12545.0,12425.0,12545.0,154124
2025-07-16,12374.5615234375,12453.0,12515.0,12398.0,12504.0,156311
2025-07-17,12416.296875,12495.0,12548.0,12432.0,12465.0,166142
2025-07-18,12419.2783203125,12498.0,12558.0,12441.0,12520.0,98339
2025-07-21,12497.7802734375,12577.0,12714.0,12374.0,12560.0,512521
2025-07-22,12373.5673828125,12452.0,12699.0,12295.0,12649.0,533617
2025-07-23,12294.0712890625,12372.0,12515.0,12358.0,12460.0,189617
2025-07-24,12226.5,12304.0,12399.0,12230.0,12372.0,180080
2025-07-25,12250.0,12250.0,12345.0,12193.0,12245.0,290381
2025-07-28,12240.0,12240.0,12368.0,12210.0,12274.0,214107
2025-07-29,12221.0,12221.0,12262.0,12122.0,12200.0,208446
2025-07-30,12268.0,12268.0,12381.0,12201.0,12205.0,185681
2025-07-31,12249.0,12249.0,12329.0,12155.0,12201.0,150379
2025-08-01,12113.0,12113.0,12289.0,12075.0,12181.0,212570
2025-08-04,12257.0,12257.0,12290.0,12132.0,12158.0,207875
2025-08-05,12298.0,12298.0,12378.0,12262.0,12330.0,267535
2025-08-06,12226.0,12226.0,12390.0,12208.0,12298.0,192086
2025-08-07,12273.0,12273.0,12309.0,12125.0,12204.0,202031
2025-08-08,12157.0,12157.0,12315.0,12135.0,12285.0,201770
2025-08-11,12405.0,12405.0,12425.0,12161.0,12161.0,218605
2025-08-12,12449.0,12449.0,12530.0,12397.0,12447.0,334100
2025-08-13,12401.0,12401.0,12517.0,12388.0,12485.0,207359
2025-08-14,12317.0,12317.0,12428.0,12225.0,12413.0,235741
2025-08-18,12765.0,12765.0,12904.0,12556.0,12628.0,808480
2025-08-19,12863.0,12863.0,12880.0,12629.0,12787.0,351252
2025-08-20,12874.0,12874.0,12930.0,12765.0,12850.0,290957
2025-08-21,12870.0,12870.0,12906.0,12790.0,12890.0,155457
2025-08-22,12589.0,12589.0,12864.0,12563.0,12864.0,226948
2025-08-25,12606.0,12606.0,12731.0,12556.0,12648.0,199190
2025-08-26,12610.0,12610.0,12770.0,12480.0,12581.0,290322
2025-08-28,12521.0,12521.0,12648.0,12472.0,12570.0,283677
2025-08-29,12640.0,12640.0,12729.0,12521.0,12521.0,177858
2025-09-01,12826.0,12826.0,12852.0,12636.0,12639.0,214241
2025-09-02,12730.0,12730.0,12848.0,12687.0,12788.0,214101
2025-09-03,12733.0,12733.0,12770.0,12657.0,12700.0,140022
2025-09-04,12651.0,12651.0,13097.0,12634.0,13000.0,305040
2025-09-05,12601.0,12601.0,12738.0,12530.0,12680.0,153774
2025-09-08,12664.0,12664.0,12743.0,12601.0,12601.0,126448
2025-09-09,12572.0,12572.0,12708.0,12533.0,12699.0,240234
2025-09-10,12478.0,12478.0,12626.0,12420.0,12625.0,175576
2025-09-11,12392.0,12392.0,12517.0,12360.0,12478.0,132660
2025-09-12,12370.0,12370.0,12479.0,12343.0,12396.0,153086
2025-09-15,12435.0,12435.0,12481.0,12324.0,12370.0,179530
2025-09-16,12578.0,12578.0,12599.0,12446.0,12497.0,189043
2025-09-17,12721.0,12721.0,12800.0,12614.0,12678.0,264319
2025-09-18,12626.0,12626.0,12749.0,12562.0,12730.0,190079
2025-09-19,12508.0,12508.0,12644.0,12484.0,12602.0,571670
2025-09-22,12650.0,12650.0,12706.0,12542.0,12547.0,499548
2025-09-23,12401.0,12401.0,12698.0,12361.0,12650.0,403638
2025-09-24,12214.0,12214.0,12448.0,12200.0,12427.0,166517
2025-09-25,12141.0,12141.0,12275.0,12120.0,12210.0,272540
2025-09-26,12070.0,12070.0,12199.0,11990.0,12140.0,181541
2025-09-29,12041.0,12041.0,12146.0,11962.0,12100.0,214806
2025-09-30,12222.0,12222.0,12261.0,12041.0,12041.0,279155
2025-10-01,12095.0,12095.0,12274.0,12071.0,12274.0,129528
2025-10-03,12019.0,12019.0,12139.0,11982.0,12095.0,258411
2025-10-06,12055.0,12055.0,12100.0,11991.0,12019.0,106362
2025-10-07,12184.0,12184.0,12210.0,12025.0,12059.0,225472
2025-10-08,11991.0,11991.0,12182.0,11940.0,12150.0,173973
2025-10-09,12192.0,12192.0,12211.0,11973.0,11991.0,171737
2025-10-10,12281.0,12281.0,12324.0,12111.0,12180.0,198464
2025-10-13,12172.0,12172.0,12249.0,12150.0,12225.0,87745
2025-10-14,12070.0,12070.0,12251.0,12026.0,12172.0,129196
2025-10-15,12311.0,12311.0,12325.0,12085.0,12085.0,142328
2025-10-16,12358.0,12358.0,12405.0,12268.0,12306.0,129372
2025-10-17,12370.0,12370.0,12390.0,12259.0,12300.0,182242
2025-10-20,12346.0,12346.0,12448.0,12175.0,12420.0,393365
2025-10-21,12342.0,12342.0,12417.0,12271.0,12371.0,14465
2025-10-23,12145.0,12145.0,12415.0,12112.0,12390.0,370812
2025-10-24,11918.0,11918.0,12174.0,11876.0,12149.0,318840
2025-10-27,12015.0,12015.0,12049.0,11920.0,11922.0,408073
2025-10-28,11931.0,11931.0,12048.0,11866.0,12025.0,513095
2025-10-29,11999.0,11999.0,12060.0,11899.0,11940.0,394272
2025-10-30,12053.0,12053.0,12084.0,11950.0,12040.0,159943
2025-10-31,11947.0,11947.0,12102.0,11917.0,12053.0,175191
2025-11-03,11950.0,11950.0,11984.0,11885.0,11927.0,98394
2025-11-04,11819.0,11819.0,11960.0,11785.0,11960.0,199364
2025-11-05,11819.0,11819.0,11819.0,11819.0,11819.0,0
2025-11-06,11910.0,11910.0,11985.0,11798.0,11800.0,189652
2025-11-07,11849.0,11849.0,11951.0,11834.0,11871.0,148161
2025-11-10,11728.0,11728.0,11890.0,11701.0,11851.0,197085
2025-11-11,11825.0,11825.0,11849.0,11720.0,11750.0,125847
2025-11-12,11921.0,11921.0,11949.0,11831.0,11861.0,184542
2025-11-13,11934.0,11934.0,12016.0,11907.0,11921.0,174415
2025-11-14,11874.0,11874.0,11941.0,11786.0,11941.0,161315
2025-11-17,11778.0,11778.0,11855.0,11745.0,11810.0,194379
2025-11-18,11707.0,11707.0,11888.0,11688.0,11888.0,318116
2025-11-19,11666.0,11666.0,11754.0,11638.0,11707.0,271396
2025-11-20,11753.0,11753.0,11773.0,11661.0,11720.0,185397
2025-11-21,11729.0,11729.0,11788.0,11691.0,11758.0,192051
2025-11-24,11584.0,11584.0,11738.0,11561.0,11738.0,407297
2025-11-25,11580.0,11580.0,11647.0,11538.0,11600.0,200149
2025-11-26,11759.0,11759.0,11773.0,11585.0,11589.0,187481
2025-11-27,11617.0,11617.0,11787.0,11599.0,11776.0,275290
2025-11-28,11600.0,11600.0,11640.0,11557.0,11620.0,159990
2025-12-01,11662.0,11662.0,12021.0,11556.0,11620.0,228729
2025-12-02,11666.0,11666.0,11713.0,11590.0,11702.0,190930
2025-12-03,11591.0,11591.0,11702.0,11520.0,11700.0,206293
2025-12-04,11608.0,11608.0,11631.0,11524.0,11580.0,159687
2025-12-05,11597.0,11597.0,11665.0,11561.0,11630.0,226572
2025-12-08,11540.0,11540.0,11632.0,11490.0,11610.0,148186
2025-12-09,11414.0,11414.0,11525.0,11379.0,11500.0,274482
2025-12-10,11317.0,11317.0,11499.0,11297.0,11425.0,272923
2025-12-11,11472.0,11472.0,11484.0,11266.0,11340.0,196507
2025-12-12,11723.0,11723.0,11738.0,11481.0,11491.0,389481
2025-12-15,11728.0,11728.0,11804.0,11658.0,11658.0,178073
2025-12-16,11528.0,11528.0,11700.0,11510.0,11700.0,179690
2025-12-17,11540.0,11540.0,11591.0,11495.0,11505.0,205337
2025-12-18,11461.0,11461.0,11565.0,11412.0,11545.0,103462
2025-12-19,11496.0,11496.0,11529.0,11442.0,11503.0,152956
2025-12-22,11532.0,11532.0,11548.0,11431.0,11496.0,170807
2025-12-23,11678.0,11678.0,11750.0,11530.0,11550.0,161830
2025-12-24,11764.0,11764.0,11790.0,11671.0,11715.0,182050
2025-12-25,11764.0,11764.0,11764.0,11764.0,11764.0,0
2025-12-26,11794.0,11794.0,11855.0,11743.0,11766.0,193121
2025-12-29,11799.0,11799.0,11820.0,11731.0,11778.0,197600
2025-12-30,11705.0,11705.0,11811.0,11651.0,11810.0,236323
2025-12-31,11784.0,11784.0,11794.0,11680.0,11681.0,172267
2026-01-01,11901.0,11901.0,11915.0,11784.0,11792.0,71887
2026-01-02,11899.0,11899.0,11970.0,11821.0,11903.0,206244
2026-01-05,12087.0,12087.0,12114.0,11860.0,11931.0,302803
2026-01-06,12204.0,12204.0,12225.0,12066.0,12100.0,225766
2026-01-07,12184.0,12184.0,12250.0,12078.0,12230.0,246825
2026-01-08,12064.0,12064.0,12188.0,12034.0,12165.0,229175
2026-01-09,11937.0,11937.0,12065.0,11852.0,12058.0,263833
2026-01-12,12098.0,12098.0,12124.0,11786.0,11870.0,275484
2026-01-13,12044.0,12044.0,12199.0,11936.0,12050.0,290750
2026-01-14,12255.0,12255.0,12323.0,11942.0,12074.0,408660
2026-01-15,12255.0,12255.0,12255.0,12255.0,12255.0,0
2026-01-16,12378.0,12378.0,12405.0,11800.0,11800.0,454481
