date_,adj close_mphasis.ns,close_mphasis.ns,high_mphasis.ns,low_mphasis.ns,open_mphasis.ns,volume_mphasis.ns
2024-05-03,2199.477294921875,2291.89990234375,2349.89990234375,2286.0,2334.75,270305
2024-05-06,2206.43505859375,2299.14990234375,2348.25,2280.0,2306.0,319574
2024-05-07,2194.583251953125,2286.800048828125,2309.800048828125,2255.0,2300.0,407563
2024-05-08,2187.769287109375,2279.699951171875,2304.699951171875,2257.550048828125,2280.0,317405
2024-05-09,2158.643310546875,2249.35009765625,2296.89990234375,2236.199951171875,2281.0,150257
2024-05-10,2141.22509765625,2231.199951171875,2249.75,2211.75,2249.75,168817
2024-05-13,2163.7294921875,2254.64990234375,2269.0,2195.0,2231.199951171875,334981
2024-05-14,2209.21826171875,2302.050048828125,2317.0,2241.14990234375,2254.64990234375,293562
2024-05-15,2182.63525390625,2274.35009765625,2323.0,2270.050048828125,2320.0,299045
2024-05-16,2275.339599609375,2370.949951171875,2375.5,2294.35009765625,2295.0,1074601
2024-05-17,2218.383056640625,2311.60009765625,2389.300048828125,2305.5,2389.300048828125,472822
2024-05-21,2276.875,2372.550048828125,2375.0,2312.300048828125,2312.300048828125,479405
2024-05-22,2272.076904296875,2367.550048828125,2411.35009765625,2362.85009765625,2375.0,511687
2024-05-23,2300.38720703125,2397.050048828125,2419.800048828125,2364.050048828125,2372.0,360709
2024-05-24,2294.532958984375,2390.949951171875,2415.0,2381.14990234375,2397.0,296471
2024-05-27,2342.708740234375,2441.14990234375,2481.35009765625,2383.39990234375,2391.5,931304
2024-05-28,2303.60205078125,2400.39990234375,2461.10009765625,2393.89990234375,2452.0,283240
2024-05-29,2268.90966796875,2364.25,2419.0,2358.050048828125,2400.0,217435
2024-05-30,2219.53466796875,2312.800048828125,2362.89990234375,2303.050048828125,2362.89990234375,244442
2024-05-31,2191.9921875,2284.10009765625,2335.0,2275.699951171875,2324.0,377956
2024-06-03,2197.60595703125,2289.949951171875,2370.0,2269.449951171875,2368.0,461553
2024-06-04,2183.73876953125,2275.5,2304.85009765625,2187.0,2280.0,514594
2024-06-05,2266.8466796875,2362.10009765625,2424.949951171875,2270.050048828125,2270.050048828125,962817
2024-06-06,2338.054443359375,2436.300048828125,2474.449951171875,2399.800048828125,2409.75,650875
2024-06-07,2372.2666015625,2471.949951171875,2557.5,2440.0,2440.0,1327918
2024-06-10,2298.0361328125,2394.60009765625,2447.0,2352.60009765625,2388.0,33951028
2024-06-11,2295.44482421875,2391.89990234375,2414.800048828125,2383.5,2400.0,783817
2024-06-12,2301.250732421875,2397.949951171875,2426.0,2390.0,2404.5,1109076
2024-06-13,2357.43994140625,2456.5,2465.0,2409.050048828125,2419.949951171875,3107850
2024-06-14,2311.71142578125,2408.85009765625,2468.0,2395.550048828125,2468.0,1251250
2024-06-18,2319.86865234375,2417.35009765625,2434.89990234375,2405.0,2413.0,578483
2024-06-19,2314.158447265625,2411.39990234375,2433.0,2389.199951171875,2412.050048828125,464717
2024-06-20,2323.323486328125,2420.949951171875,2435.0,2397.050048828125,2433.0,695949
2024-06-21,2331.7685546875,2429.75,2489.0,2420.10009765625,2463.5,1727377
2024-06-24,2297.652099609375,2394.199951171875,2424.0,2380.10009765625,2402.10009765625,1356536
2024-06-25,2311.183349609375,2408.300048828125,2414.949951171875,2379.5,2395.050048828125,604516
2024-06-26,2321.884033203125,2419.449951171875,2439.25,2411.199951171875,2418.0,607685
2024-06-27,2343.62060546875,2442.10009765625,2451.75,2404.10009765625,2415.199951171875,746590
2024-06-28,2357.488037109375,2456.550048828125,2477.0,2433.0,2475.0,494140
2024-07-01,2394.291015625,2494.89990234375,2543.800048828125,2457.800048828125,2481.0,1287527
2024-07-02,2405.087646484375,2506.14990234375,2574.0,2497.050048828125,2511.0,1306698
2024-07-03,2465.8349609375,2569.449951171875,2572.85009765625,2503.5,2527.0,930888
2024-07-04,2479.030517578125,2583.199951171875,2619.0,2564.0,2569.449951171875,1197887
2024-07-05,2522.887451171875,2628.89990234375,2635.89990234375,2584.10009765625,2596.949951171875,958511
2024-07-08,2504.31787109375,2609.550048828125,2652.0,2589.85009765625,2635.0,1079731
2024-07-09,2495.6328125,2600.5,2627.199951171875,2587.0,2610.0,449070
2024-07-10,2500.044677734375,2550.0,2560.75,2510.5,2554.0,924472
2024-07-11,2510.14306640625,2560.300048828125,2571.35009765625,2538.60009765625,2550.0,371430
2024-07-12,2637.98828125,2690.699951171875,2745.0,2609.64990234375,2614.199951171875,2717617
2024-07-15,2683.234375,2736.85009765625,2769.0,2696.800048828125,2714.949951171875,1280637
2024-07-16,2744.60791015625,2799.449951171875,2806.949951171875,2704.050048828125,2711.0,777919
2024-07-18,2777.745849609375,2833.25,2860.0,2772.5,2810.0,880873
2024-07-19,2817.25634765625,2873.550048828125,2915.0,2827.75,2890.0,4513506
2024-07-22,2868.43359375,2925.75,2935.75,2803.300048828125,2868.0,1080523
2024-07-23,2879.610107421875,2937.14990234375,2966.800048828125,2842.75,2925.75,619277
2024-07-24,2813.62890625,2869.85009765625,2949.699951171875,2833.75,2943.800048828125,850350
2024-07-25,2788.87353515625,2844.60009765625,2861.39990234375,2790.14990234375,2830.050048828125,673584
2024-07-26,2970.4453125,3029.800048828125,3080.949951171875,2800.0,2800.0,3919873
2024-07-29,2874.169189453125,2931.60009765625,3043.0,2895.0,3040.0,1236258
2024-07-30,2857.943359375,2915.050048828125,2929.89990234375,2900.449951171875,2929.89990234375,368109
2024-07-31,2835.8349609375,2892.5,2949.89990234375,2876.25,2902.0,658298
2024-08-01,2799.069580078125,2855.0,2949.949951171875,2840.14990234375,2904.60009765625,945392
2024-08-02,2720.93115234375,2775.300048828125,2855.0,2769.0,2855.0,457613
2024-08-05,2600.29150390625,2652.25,2709.550048828125,2589.35009765625,2675.0,966802
2024-08-06,2587.35009765625,2639.050048828125,2721.949951171875,2632.050048828125,2650.0,937496
2024-08-07,2672.5966796875,2726.0,2732.64990234375,2680.0,2680.0,351454
2024-08-08,2593.673828125,2645.5,2724.0,2637.14990234375,2724.0,437051
2024-08-09,2667.20458984375,2720.5,2765.550048828125,2692.85009765625,2705.0,761355
2024-08-12,2649.94921875,2702.89990234375,2718.949951171875,2663.0,2700.0,431060
2024-08-13,2643.723876953125,2696.550048828125,2727.60009765625,2679.300048828125,2727.60009765625,272177
2024-08-14,2665.5869140625,2718.85009765625,2737.89990234375,2690.800048828125,2709.0,258066
2024-08-16,2853.923583984375,2910.949951171875,2918.5,2726.050048828125,2726.050048828125,1786753
2024-08-19,2919.365966796875,2977.699951171875,2992.949951171875,2922.300048828125,2933.0,1271105
2024-08-20,2950.003662109375,3008.949951171875,3036.949951171875,2985.0,2986.449951171875,619734
2024-08-21,2977.455078125,3036.949951171875,3043.199951171875,2981.050048828125,3000.050048828125,304884
2024-08-22,3005.5927734375,3065.64990234375,3153.0,3048.050048828125,3048.050048828125,979104
2024-08-23,2938.925048828125,2997.64990234375,3065.0,2981.0,3065.0,463489
2024-08-26,2960.592041015625,3019.75,3122.0,3003.25,3034.949951171875,1004715
2024-08-27,2974.56298828125,3034.0,3063.0,2990.35009765625,3024.050048828125,411818
2024-08-28,3028.9267578125,3089.449951171875,3131.949951171875,3007.0,3037.5,1186290
2024-08-29,3042.65234375,3103.449951171875,3118.949951171875,3052.0,3055.550048828125,308414
2024-08-30,3044.123046875,3104.949951171875,3130.0,3085.0,3130.0,791445
2024-09-02,3041.720947265625,3102.5,3145.0,3091.5,3104.949951171875,478366
2024-09-03,3064.12353515625,3125.35009765625,3165.0,3082.25,3102.0,693093
2024-09-04,3028.19140625,3088.699951171875,3092.85009765625,3011.25,3063.050048828125,1012802
2024-09-05,3027.2109375,3087.699951171875,3117.0,3073.300048828125,3109.89990234375,194748
2024-09-06,2991.72021484375,3051.5,3141.949951171875,3035.0,3097.800048828125,470725
2024-09-09,2935.052490234375,2993.699951171875,3052.0,2974.0,3051.5,906150
2024-09-10,3020.053955078125,3080.39990234375,3114.14990234375,3009.300048828125,3030.0,713019
2024-09-11,3006.5244140625,3066.60009765625,3117.35009765625,3050.0,3086.0,249403
2024-09-12,3037.358154296875,3098.050048828125,3124.89990234375,3074.449951171875,3108.0,440182
2024-09-13,3084.515869140625,3146.14990234375,3179.0,3103.85009765625,3117.0,391317
2024-09-16,3064.515625,3125.75,3176.75,3116.199951171875,3160.0,350121
2024-09-17,3115.5458984375,3177.800048828125,3187.800048828125,3113.35009765625,3125.050048828125,331390
2024-09-18,2945.542724609375,3004.39990234375,3167.64990234375,2975.0,3156.35009765625,2080405
2024-09-19,2919.905029296875,2978.25,3092.0,2918.550048828125,3035.0,1625629
2024-09-20,2969.023681640625,3028.35009765625,3046.0,2972.449951171875,3019.89990234375,662106
2024-09-23,2982.79833984375,3042.39990234375,3072.0,3013.449951171875,3050.0,355464
2024-09-24,3011.965576171875,3072.14990234375,3095.0,3030.050048828125,3056.39990234375,251100
2024-09-25,2959.36669921875,3018.5,3087.800048828125,2993.449951171875,3070.39990234375,387861
2024-09-26,2993.876953125,3053.699951171875,3060.050048828125,3020.10009765625,3039.89990234375,274458
2024-09-27,3022.2109375,3082.60009765625,3159.0,3051.14990234375,3100.0,903986
2024-09-30,2951.42529296875,3010.39990234375,3081.800048828125,3002.050048828125,3081.800048828125,282998
2024-10-01,2956.5234375,3015.60009765625,3051.800048828125,3004.050048828125,3034.800048828125,899959
2024-10-03,2863.776611328125,2921.0,3015.60009765625,2905.60009765625,2959.10009765625,809626
2024-10-04,2790.834228515625,2846.60009765625,2959.949951171875,2836.60009765625,2925.0,964389
2024-10-07,2818.138671875,2874.449951171875,2979.0,2848.14990234375,2899.0,2253797
2024-10-08,2844.2666015625,2901.10009765625,2912.89990234375,2841.14990234375,2888.0,628530
2024-10-09,2842.354736328125,2899.14990234375,2957.0,2886.0,2924.0,509427
2024-10-10,2798.13818359375,2854.050048828125,2932.949951171875,2841.800048828125,2921.0,311244
2024-10-11,2820.00146484375,2876.35009765625,2913.550048828125,2855.800048828125,2859.0,532435
2024-10-14,2904.561767578125,2962.60009765625,2973.89990234375,2890.199951171875,2890.199951171875,992489
2024-10-15,2872.404296875,2929.800048828125,3012.89990234375,2890.0,2977.39990234375,923501
2024-10-16,2854.31591796875,2911.35009765625,2952.050048828125,2878.35009765625,2929.0,764382
2024-10-17,3019.85791015625,3080.199951171875,3109.0,2947.0,3006.300048828125,5357551
2024-10-18,3035.103271484375,3095.75,3108.89990234375,3002.39990234375,3070.0,965115
2024-10-21,2927.01318359375,2985.5,3136.75,2977.699951171875,3100.0,710843
2024-10-22,2919.31689453125,2977.64990234375,3040.0,2965.5,2985.14990234375,659436
2024-10-23,3058.731201171875,3119.85009765625,3144.75,2977.699951171875,2986.0,1181872
2024-10-24,3038.04443359375,3098.75,3132.35009765625,3003.0,3003.0,384862
2024-10-25,2981.474853515625,3041.050048828125,3119.550048828125,3010.0,3100.949951171875,371508
2024-10-28,2953.827392578125,3012.85009765625,3084.85009765625,2988.89990234375,3057.10009765625,423578
2024-10-29,2963.288330078125,3022.5,3040.949951171875,2970.0,3025.0,244250
2024-10-30,2948.091796875,3007.0,3059.60009765625,3000.0,3027.0,443712
2024-10-31,2823.138671875,2879.550048828125,3004.050048828125,2852.300048828125,3004.050048828125,913642
2024-11-01,2837.45263671875,2894.14990234375,2919.0,2871.89990234375,2885.0,54169
2024-11-04,2813.9228515625,2870.14990234375,2899.949951171875,2858.050048828125,2899.949951171875,400459
2024-11-05,2801.716796875,2857.699951171875,2884.75,2825.0,2874.949951171875,439033
2024-11-06,2839.658447265625,2896.39990234375,2939.60009765625,2877.0,2900.0,1687168
2024-11-07,2783.530029296875,2839.14990234375,2914.0,2796.5,2914.0,451977
2024-11-08,2802.35400390625,2858.35009765625,2883.949951171875,2839.14990234375,2862.60009765625,815466
2024-11-11,2805.4423828125,2861.5,2888.0,2819.60009765625,2854.5,630602
2024-11-12,2797.550048828125,2853.449951171875,2903.75,2844.89990234375,2889.0,612297
2024-11-13,2789.60888671875,2845.35009765625,2882.10009765625,2823.14990234375,2854.0,530900
2024-11-14,2783.67724609375,2839.300048828125,2887.550048828125,2828.949951171875,2855.0,330713
2024-11-18,2704.116943359375,2758.14990234375,2849.0,2752.0,2840.0,790762
2024-11-19,2734.607666015625,2789.25,2848.75,2751.050048828125,2760.449951171875,514635
2024-11-21,2731.617431640625,2786.199951171875,2807.39990234375,2758.050048828125,2797.699951171875,468794
2024-11-22,2827.060302734375,2883.550048828125,2894.5,2822.050048828125,2830.0,1224485
2024-11-25,2923.9736328125,2982.39990234375,3016.25,2898.0,2948.89990234375,920408
2024-11-26,2940.3466796875,2999.10009765625,3021.10009765625,2931.050048828125,2990.14990234375,531802
2024-11-27,2957.89599609375,3017.0,3047.85009765625,2996.0,3005.10009765625,641475
2024-11-28,2899.65966796875,2957.60009765625,3026.85009765625,2938.64990234375,3024.0,569713
2024-11-29,2916.277587890625,2974.550048828125,2992.199951171875,2938.0,2960.0,408266
2024-12-02,2990.24951171875,3050.0,3056.85009765625,2953.550048828125,2974.949951171875,296057
2024-12-03,2959.807861328125,3018.949951171875,3066.10009765625,2997.800048828125,3066.10009765625,279243
2024-12-04,2958.582275390625,3017.699951171875,3059.0,3006.0,3024.949951171875,446699
2024-12-05,2991.524169921875,3051.300048828125,3072.699951171875,3019.64990234375,3019.64990234375,525393
2024-12-06,2994.1220703125,3053.949951171875,3097.0,3048.449951171875,3051.300048828125,303227
2024-12-09,3043.780029296875,3104.60009765625,3124.949951171875,3051.550048828125,3054.0,346936
2024-12-10,3119.467529296875,3181.800048828125,3201.89990234375,3105.0,3105.0,820084
2024-12-11,3122.163818359375,3184.550048828125,3192.0,3130.85009765625,3173.60009765625,517726
2024-12-12,3127.85009765625,3190.35009765625,3237.949951171875,3174.64990234375,3208.64990234375,695231
2024-12-13,3132.801025390625,3195.39990234375,3210.949951171875,3137.050048828125,3161.0,621349
2024-12-16,3134.663818359375,3197.300048828125,3227.449951171875,3176.89990234375,3207.449951171875,394375
2024-12-17,3118.879150390625,3181.199951171875,3228.449951171875,3154.60009765625,3197.25,405555
2024-12-18,3114.3203125,3176.550048828125,3212.85009765625,3152.0,3192.0,339580
2024-12-19,3056.03515625,3117.10009765625,3147.949951171875,3035.5,3081.25,485378
2024-12-20,2892.796875,2950.60009765625,3197.0,2935.300048828125,3190.0,835981
2024-12-23,2919.31689453125,2977.64990234375,3010.0,2940.5,2976.949951171875,345080
2024-12-24,2873.237548828125,2930.64990234375,3010.0,2910.0,2977.64990234375,376812
2024-12-26,2851.472412109375,2908.449951171875,2951.39990234375,2875.35009765625,2931.050048828125,284062
2024-12-27,2827.452392578125,2883.949951171875,2945.0,2880.199951171875,2928.89990234375,88411
2024-12-30,2877.74755859375,2935.25,2949.64990234375,2853.0,2885.050048828125,835227
2024-12-31,2791.42236328125,2847.199951171875,2915.10009765625,2812.5,2915.10009765625,514316
2025-01-01,2798.971435546875,2854.89990234375,2863.949951171875,2816.89990234375,2859.449951171875,198476
2025-01-02,2841.91357421875,2898.699951171875,2908.10009765625,2847.300048828125,2860.10009765625,250308
2025-01-03,2813.04052734375,2869.25,2909.0,2832.0,2899.0,517777
2025-01-06,2840.884033203125,2897.64990234375,2960.199951171875,2875.0,2960.199951171875,421827
2025-01-07,2868.874755859375,2926.199951171875,2937.949951171875,2892.75,2914.5,555628
2025-01-08,2867.55126953125,2924.85009765625,2932.0,2868.050048828125,2919.0,384582
2025-01-09,2815.6875,2871.949951171875,2942.949951171875,2869.300048828125,2924.10009765625,202661
2025-01-10,2857.894287109375,2915.0,2956.449951171875,2885.0,2885.0,1295966
2025-01-13,2723.087890625,2777.5,2897.89990234375,2768.050048828125,2885.0,327553
2025-01-14,2725.783935546875,2780.25,2801.39990234375,2736.5,2791.39990234375,736104
2025-01-15,2725.293701171875,2779.75,2816.60009765625,2768.10009765625,2798.0,346009
2025-01-16,2766.127685546875,2821.39990234375,2872.300048828125,2793.050048828125,2798.0,468033
2025-01-17,2762.010009765625,2817.199951171875,2833.85009765625,2785.25,2819.050048828125,294222
2025-01-20,2750.294189453125,2805.25,2833.0,2751.60009765625,2820.0,276667
2025-01-21,2719.21533203125,2773.550048828125,2854.199951171875,2769.35009765625,2805.25,322108
2025-01-22,2753.921630859375,2808.949951171875,2813.949951171875,2753.89990234375,2773.85009765625,421294
2025-01-23,2861.766845703125,2918.949951171875,2948.0,2803.60009765625,2808.949951171875,830570
2025-01-24,2950.346923828125,3009.300048828125,3078.39990234375,2754.550048828125,2861.0,4727360
2025-01-27,2879.561279296875,2937.10009765625,3043.949951171875,2928.050048828125,2963.35009765625,1054296
2025-01-28,2827.25634765625,2883.75,3002.85009765625,2867.050048828125,2924.699951171875,843006
2025-01-29,2950.2978515625,3009.25,3018.449951171875,2900.10009765625,2900.10009765625,636180
2025-01-30,2811.4228515625,2867.60009765625,3011.199951171875,2837.5,2998.75,1251426
2025-01-31,2811.765869140625,2867.949951171875,2901.39990234375,2853.35009765625,2900.0,434230
2025-02-01,2743.676513671875,2798.5,2869.0,2776.25,2850.0,301341
2025-02-03,2762.54931640625,2817.75,2838.550048828125,2728.10009765625,2790.0,606662
2025-02-04,2750.490234375,2805.449951171875,2874.949951171875,2763.199951171875,2840.0,550653
2025-02-05,2786.22607421875,2841.89990234375,2862.800048828125,2805.800048828125,2824.0,327625
2025-02-06,2770.29443359375,2825.64990234375,2896.699951171875,2817.85009765625,2859.5,389617
2025-02-07,2812.30517578125,2868.5,2889.35009765625,2817.800048828125,2834.0,211878
2025-02-10,2732.352783203125,2786.949951171875,2888.5,2769.949951171875,2870.0,359767
2025-02-11,2660.439697265625,2713.60009765625,2794.0,2688.89990234375,2789.0,249486
2025-02-12,2614.360595703125,2666.60009765625,2744.449951171875,2657.60009765625,2729.0,732007
2025-02-13,2550.976806640625,2601.949951171875,2698.35009765625,2594.5,2675.0,559365
2025-02-14,2504.21142578125,2554.25,2630.050048828125,2530.85009765625,2630.050048828125,469018
2025-02-17,2540.584716796875,2591.35009765625,2594.89990234375,2507.0,2544.0,227875
2025-02-18,2528.427490234375,2578.949951171875,2615.35009765625,2530.0,2591.0,276630
2025-02-19,2560.0947265625,2611.25,2630.0,2552.300048828125,2572.39990234375,251079
2025-02-20,2585.58544921875,2637.25,2642.10009765625,2589.5,2601.35009765625,279331
2025-02-21,2517.2509765625,2567.550048828125,2650.949951171875,2555.5,2640.0,248774
2025-02-24,2439.1611328125,2487.89990234375,2539.0,2463.050048828125,2536.550048828125,430982
2025-02-25,2404.846923828125,2452.89990234375,2495.25,2440.0,2470.5,268308
2025-02-27,2329.845458984375,2376.39990234375,2449.0,2360.0,2445.0,775514
2025-02-28,2203.2255859375,2247.25,2364.550048828125,2227.050048828125,2340.0,1097369
2025-03-03,2221.02001953125,2265.39990234375,2285.25,2238.300048828125,2260.0,442636
2025-03-04,2202.58837890625,2246.60009765625,2269.89990234375,2183.050048828125,2240.0,541824
2025-03-05,2262.638671875,2307.85009765625,2336.0,2173.0,2173.0,582517
2025-03-06,2297.099853515625,2343.0,2369.89990234375,2315.800048828125,2315.800048828125,560584
2025-03-07,2257.148193359375,2302.25,2329.949951171875,2275.0,2320.10009765625,314701
2025-03-10,2220.6279296875,2265.0,2317.5,2248.5,2276.14990234375,352043
2025-03-11,2233.226318359375,2277.85009765625,2284.14990234375,2200.0,2232.300048828125,281705
2025-03-12,2181.460693359375,2225.050048828125,2279.39990234375,2170.25,2261.0,436694
2025-03-13,2161.9501953125,2205.14990234375,2292.449951171875,2199.85009765625,2226.0,869498
2025-03-17,2157.097412109375,2200.199951171875,2236.199951171875,2181.550048828125,2207.10009765625,449847
2025-03-18,2157.097412109375,2200.199951171875,2200.199951171875,2200.199951171875,2200.199951171875,0
2025-03-19,2241.069580078125,2285.85009765625,2305.0,2236.5,2300.0,550648
2025-03-20,2260.677734375,2305.85009765625,2369.60009765625,2294.5,2300.25,637186
2025-03-21,2382.346435546875,2429.949951171875,2438.0,2240.39990234375,2280.0,1232731
2025-03-24,2434.30810546875,2482.949951171875,2508.0,2405.39990234375,2436.25,433340
2025-03-25,2484.750244140625,2534.39990234375,2559.800048828125,2475.050048828125,2513.300048828125,966857
2025-03-26,2465.877197265625,2515.14990234375,2572.300048828125,2505.10009765625,2530.0,781651
2025-03-27,2478.671630859375,2528.199951171875,2539.5,2488.0,2497.0,458236
2025-03-28,2451.22021484375,2500.199951171875,2559.0,2477.10009765625,2518.0,390216
2025-04-01,2398.8173828125,2446.75,2497.14990234375,2402.0,2402.0,379487
2025-04-02,2425.925537109375,2474.39990234375,2502.949951171875,2437.35009765625,2461.0,294985
2025-04-03,2327.541748046875,2374.050048828125,2418.449951171875,2354.0,2390.050048828125,556470
2025-04-04,2185.529296875,2229.199951171875,2369.949951171875,2220.0,2360.0,705009
2025-04-07,2061.01708984375,2102.199951171875,2120.949951171875,2044.550048828125,2063.5,573919
2025-04-08,2126.410400390625,2168.89990234375,2215.64990234375,2128.75,2155.5,645228
2025-04-09,2076.11572265625,2117.60009765625,2150.85009765625,2051.0,2110.0,1248075
2025-04-11,2118.22412109375,2160.550048828125,2220.0,2145.050048828125,2220.0,480772
2025-04-15,2225.23583984375,2269.699951171875,2278.0,2185.0,2202.89990234375,747484
2025-04-16,2222.686767578125,2267.10009765625,2283.5,2235.0,2270.10009765625,368946
