date_,adj close_crompton.ns,close_crompton.ns,high_crompton.ns,low_crompton.ns,open_crompton.ns,volume_crompton.ns
2025-04-02,336.3061828613281,339.29998779296875,347.29998779296875,338.20001220703125,345.6000061035156,3590929
2025-04-03,332.5892639160156,335.54998779296875,340.1499938964844,333.25,337.1000061035156,1776844
2025-04-04,326.3944091796875,329.29998779296875,336.8500061035156,325.6000061035156,336.8500061035156,1506674
2025-04-07,327.3855895996094,330.29998779296875,331.8999938964844,301.0,305.0,2738907
2025-04-08,329.71484375,332.6499938964844,345.6000061035156,331.1000061035156,345.6000061035156,2086692
2025-04-09,325.8988037109375,328.79998779296875,333.6000061035156,325.6000061035156,330.1000061035156,1403719
2025-04-11,331.1520690917969,334.1000061035156,340.95001220703125,331.1000061035156,340.95001220703125,883608
2025-04-15,332.6388244628906,335.6000061035156,339.70001220703125,333.54998779296875,336.0,3506868
2025-04-16,332.14324951171875,335.1000061035156,338.0,332.45001220703125,337.3999938964844,1037134
2025-04-17,329.2688293457031,332.20001220703125,338.6499938964844,331.79998779296875,335.0,2710533
2025-04-21,336.4548645019531,339.45001220703125,340.29998779296875,329.8500061035156,332.5,3398288
2025-04-22,350.0339660644531,353.1499938964844,355.5,340.3500061035156,342.8500061035156,3290230
2025-04-23,340.7664489746094,343.79998779296875,354.5,339.1499938964844,354.5,3969521
2025-04-24,339.8744201660156,342.8999938964844,345.20001220703125,337.1000061035156,344.79998779296875,2530400
2025-04-25,331.89544677734375,334.8500061035156,345.20001220703125,328.6499938964844,344.0,2561400
2025-04-28,329.9130859375,332.8500061035156,337.6499938964844,331.45001220703125,334.5,4171642
2025-04-29,333.7291259765625,336.70001220703125,341.70001220703125,333.0,335.5,4568829
2025-04-30,334.3238220214844,337.29998779296875,343.1499938964844,335.0,341.0,3408678
2025-05-02,319.5552978515625,322.3999938964844,337.8500061035156,321.3999938964844,335.54998779296875,4880083
2025-05-05,332.14324951171875,335.1000061035156,335.70001220703125,323.54998779296875,326.0,2520825
2025-05-06,325.3536682128906,328.25,337.1499938964844,327.3999938964844,337.0,2618254
2025-05-07,330.40869140625,333.3500061035156,334.1000061035156,325.20001220703125,325.5,1268033
2025-05-08,323.073974609375,325.95001220703125,339.5,324.54998779296875,333.3500061035156,1289483
2025-05-09,319.0101623535156,321.8500061035156,326.3500061035156,315.0,315.0,1857511
2025-05-12,332.5397033691406,335.5,336.5,327.6499938964844,332.70001220703125,1202730
2025-05-13,328.12896728515625,331.04998779296875,338.20001220703125,329.1499938964844,335.0,2006779
2025-05-14,328.47589111328125,331.3999938964844,339.45001220703125,327.5,334.6499938964844,4525738
2025-05-15,324.51116943359375,327.3999938964844,334.0,325.29998779296875,334.0,5076613
2025-05-16,348.1507263183594,351.25,353.3999938964844,338.29998779296875,339.3500061035156,21433849
2025-05-19,348.2498779296875,351.3500061035156,362.75,349.1000061035156,356.5,4119881
2025-05-20,342.7488098144531,345.79998779296875,353.04998779296875,345.25,353.0,1769089
2025-05-21,345.97015380859375,349.04998779296875,350.3500061035156,342.75,348.0,2416117
2025-05-22,342.9470520019531,346.0,348.45001220703125,344.3500061035156,347.3999938964844,2855538
2025-05-23,348.4480895996094,351.54998779296875,353.0,343.04998779296875,346.0,1288725
2025-05-26,353.8004455566406,356.95001220703125,359.29998779296875,350.54998779296875,354.0,2735085
2025-05-27,353.8500061035156,357.0,358.3500061035156,352.1499938964844,357.5,2310356
2025-05-28,349.53839111328125,352.6499938964844,358.25,351.1499938964844,358.04998779296875,1763858
2025-05-29,356.12969970703125,359.29998779296875,360.8999938964844,350.70001220703125,355.3500061035156,2161524
2025-05-30,349.7861633300781,352.8999938964844,360.20001220703125,350.8500061035156,359.5,1555328
2025-06-02,351.322509765625,354.45001220703125,355.20001220703125,350.0,352.8500061035156,1371440
2025-06-03,346.11883544921875,349.20001220703125,355.8999938964844,348.5,355.8999938964844,1416416
2025-06-04,344.433837890625,347.5,350.8999938964844,345.20001220703125,346.0,1607181
2025-06-05,347.3578186035156,350.45001220703125,351.5,347.1000061035156,347.5,1783253
2025-06-06,348.5472106933594,351.6499938964844,353.45001220703125,349.0,351.0,965707
2025-06-09,351.223388671875,354.3500061035156,356.3500061035156,352.70001220703125,354.1499938964844,1168088
2025-06-10,351.8676452636719,355.0,356.04998779296875,352.1499938964844,356.0,2238193
2025-06-11,349.43927001953125,352.54998779296875,356.8999938964844,349.20001220703125,355.45001220703125,1098549
2025-06-12,340.7169189453125,343.75,352.8999938964844,341.70001220703125,351.79998779296875,3146184
2025-06-13,340.8656005859375,343.8999938964844,344.5,336.75,337.0,1428304
2025-06-16,345.57366943359375,348.6499938964844,350.0,343.29998779296875,346.70001220703125,1250147
2025-06-17,346.4657287597656,349.54998779296875,352.3999938964844,347.54998779296875,350.0,948053
2025-06-18,343.59130859375,346.6499938964844,350.5,344.5,347.1000061035156,1080692
2025-06-19,336.553955078125,339.54998779296875,348.5,338.0,347.95001220703125,968732
2025-06-20,341.5594177246094,344.6000061035156,345.3999938964844,337.79998779296875,340.0,1462827
2025-06-23,344.38427734375,347.45001220703125,349.45001220703125,339.25,341.5,1503552
2025-06-24,344.9789733886719,348.04998779296875,352.5,347.25,351.0,1648120
2025-06-25,351.718994140625,354.8500061035156,355.75,346.70001220703125,350.04998779296875,2999157
2025-06-26,354.5933837890625,357.75,358.75,350.79998779296875,356.6000061035156,3027870
2025-06-27,353.9986877441406,357.1499938964844,362.0,355.6499938964844,360.0,1948776
2025-06-30,352.0163269042969,355.1499938964844,360.3999938964844,354.1000061035156,359.70001220703125,1635521
2025-07-01,348.1507263183594,351.25,356.1000061035156,350.1000061035156,355.1499938964844,2077669
2025-07-02,344.037353515625,347.1000061035156,352.25,344.3999938964844,351.25,1370449
2025-07-03,347.1595764160156,350.25,354.6499938964844,345.79998779296875,348.0,1217394
2025-07-04,351.9172058105469,355.04998779296875,356.29998779296875,350.1499938964844,351.25,1564163
2025-07-07,348.4480895996094,351.54998779296875,358.0,349.1499938964844,355.04998779296875,1110333
2025-07-08,340.4195861816406,343.45001220703125,351.95001220703125,342.3999938964844,351.54998779296875,2596736
2025-07-09,339.7752990722656,342.79998779296875,345.75,341.5,343.45001220703125,963557
2025-07-10,340.7664489746094,343.79998779296875,345.79998779296875,342.0,345.79998779296875,1421482
2025-07-11,332.6883850097656,335.6499938964844,343.8999938964844,333.5,343.8999938964844,1663456
2025-07-14,335.6618957519531,338.6499938964844,339.95001220703125,334.75,336.0,2419646
2025-07-15,348.7454528808594,351.8500061035156,353.1499938964844,339.5,339.5,3626870
2025-07-16,347.1595764160156,350.25,353.25,347.3999938964844,350.0,1553436
2025-07-17,346.51531982421875,349.6000061035156,352.3999938964844,348.0,351.0,2360948
2025-07-18,340.8160400390625,343.8500061035156,351.95001220703125,343.20001220703125,350.5,1798748
2025-07-21,338.1398620605469,341.1499938964844,344.95001220703125,337.8500061035156,344.95001220703125,1282305
2025-07-22,332.9857482910156,335.95001220703125,341.5,333.04998779296875,341.29998779296875,3615808
2025-07-23,337.0,340.0,343.0,334.8500061035156,336.95001220703125,2419048
2025-07-24,334.1499938964844,334.1499938964844,339.79998779296875,333.20001220703125,339.79998779296875,1276774
2025-07-25,328.95001220703125,328.95001220703125,334.5,328.0,334.5,1536672
2025-07-28,331.20001220703125,331.20001220703125,333.95001220703125,326.79998779296875,328.75,861761
2025-07-29,327.70001220703125,327.70001220703125,330.54998779296875,325.29998779296875,329.0,1266410
2025-07-30,324.1499938964844,324.1499938964844,330.79998779296875,320.75,330.45001220703125,2089982
2025-07-31,323.0,323.0,325.79998779296875,320.5,322.95001220703125,1568950
2025-08-01,321.20001220703125,321.20001220703125,324.95001220703125,320.45001220703125,322.6000061035156,1483613
2025-08-04,327.1000061035156,327.1000061035156,327.6000061035156,319.6499938964844,321.79998779296875,1375813
2025-08-05,323.25,323.25,327.1000061035156,321.04998779296875,327.1000061035156,2867169
2025-08-06,319.0,319.0,324.04998779296875,317.6000061035156,322.95001220703125,2591418
2025-08-07,319.3500061035156,319.3500061035156,322.75,317.0,319.0,2424367
2025-08-08,319.70001220703125,319.70001220703125,323.0,315.0,315.0,3901406
2025-08-11,317.8500061035156,317.8500061035156,320.29998779296875,314.0,318.1000061035156,1767812
2025-08-12,317.3500061035156,317.3500061035156,321.6499938964844,315.20001220703125,317.8500061035156,1890781
2025-08-13,318.5,318.5,321.1000061035156,316.75,317.75,1579937
2025-08-14,319.79998779296875,319.79998779296875,324.25,319.3999938964844,320.0,1246603
2025-08-18,325.45001220703125,325.45001220703125,329.1000061035156,324.1499938964844,325.1000061035156,2116903
2025-08-19,329.5,329.5,330.70001220703125,322.5,325.79998779296875,1781293
2025-08-20,328.3500061035156,328.3500061035156,330.29998779296875,326.1000061035156,329.8999938964844,2274711
2025-08-21,320.8500061035156,320.8500061035156,330.8999938964844,319.95001220703125,330.8999938964844,2354813
2025-08-22,316.70001220703125,316.70001220703125,326.0,316.0,320.8500061035156,2224130
2025-08-25,322.8999938964844,322.8999938964844,323.95001220703125,316.6000061035156,318.20001220703125,2048986
2025-08-26,324.95001220703125,324.95001220703125,327.29998779296875,321.25,323.0,2854082
2025-08-28,324.04998779296875,324.04998779296875,326.29998779296875,319.79998779296875,324.95001220703125,1777977
2025-08-29,330.0,330.0,334.3999938964844,323.04998779296875,323.04998779296875,3392084
2025-09-01,335.1499938964844,335.1499938964844,336.3999938964844,331.04998779296875,331.20001220703125,1345273
2025-09-02,333.70001220703125,333.70001220703125,337.5,331.25,337.04998779296875,1224187
2025-09-03,332.6000061035156,332.6000061035156,335.1499938964844,330.70001220703125,335.0,1280428
2025-09-04,327.8500061035156,327.8500061035156,337.0,326.5,337.0,1544039
2025-09-05,327.6000061035156,327.6000061035156,329.79998779296875,325.25,327.79998779296875,1589492
2025-09-08,327.0,327.0,335.0,325.25,328.6000061035156,1199089
2025-09-09,321.95001220703125,321.95001220703125,328.04998779296875,321.0,328.0,1939329
2025-09-10,317.79998779296875,317.79998779296875,325.3999938964844,317.0,324.5,3439176
2025-09-11,315.20001220703125,315.20001220703125,320.1499938964844,314.25,319.0,3190684
2025-09-12,314.45001220703125,314.45001220703125,318.1000061035156,313.54998779296875,318.1000061035156,1571326
2025-09-15,311.8500061035156,311.8500061035156,319.45001220703125,309.6000061035156,315.1499938964844,3227840
2025-09-16,313.95001220703125,313.95001220703125,315.0,311.0,312.79998779296875,1968239
2025-09-17,315.04998779296875,315.04998779296875,318.75,313.6499938964844,315.6000061035156,1842251
2025-09-18,316.8500061035156,316.8500061035156,319.0,314.70001220703125,319.0,1630108
2025-09-19,313.95001220703125,313.95001220703125,317.95001220703125,313.0,317.95001220703125,1453920
2025-09-22,308.75,308.75,314.5,307.1000061035156,314.0,2438609
2025-09-23,305.3500061035156,305.3500061035156,309.6000061035156,302.5,309.29998779296875,2832595
2025-09-24,300.04998779296875,300.04998779296875,306.6000061035156,299.0,305.04998779296875,2221061
2025-09-25,299.25,299.25,300.8999938964844,295.3999938964844,300.0,4969829
2025-09-26,292.6000061035156,292.6000061035156,300.04998779296875,290.3500061035156,299.25,5080459
2025-09-29,293.6499938964844,293.6499938964844,295.6000061035156,292.1000061035156,294.8999938964844,2414846
2025-09-30,291.29998779296875,291.29998779296875,295.5,286.0,294.0,4550209
2025-10-01,293.1000061035156,293.1000061035156,294.54998779296875,289.29998779296875,291.3500061035156,2403173
2025-10-03,295.20001220703125,295.20001220703125,296.04998779296875,292.3500061035156,295.0,2633199
2025-10-06,289.04998779296875,289.04998779296875,297.8500061035156,288.1000061035156,297.8500061035156,2671943
2025-10-07,287.5,287.5,291.1000061035156,286.1000061035156,290.0,2004020
2025-10-08,285.95001220703125,285.95001220703125,289.79998779296875,285.0,289.79998779296875,3609043
2025-10-09,284.54998779296875,284.54998779296875,287.95001220703125,283.1499938964844,287.3999938964844,4736898
2025-10-10,287.75,287.75,290.5,284.79998779296875,286.3999938964844,2686053
2025-10-13,284.5,284.5,288.54998779296875,283.3999938964844,288.54998779296875,2656931
2025-10-14,280.1000061035156,280.1000061035156,286.3999938964844,278.0,285.20001220703125,5279016
2025-10-15,288.3999938964844,288.3999938964844,288.95001220703125,281.3500061035156,282.29998779296875,3813531
2025-10-16,288.6000061035156,288.6000061035156,291.3500061035156,285.3500061035156,290.0,2388997
2025-10-17,287.5,287.5,291.29998779296875,286.0,289.0,1778582
2025-10-20,287.04998779296875,287.04998779296875,289.1000061035156,285.8500061035156,289.04998779296875,2852534
2025-10-21,288.6000061035156,288.6000061035156,290.29998779296875,287.6000061035156,290.1499938964844,318168
2025-10-23,290.95001220703125,290.95001220703125,293.04998779296875,287.6499938964844,290.0,2839746
2025-10-24,293.3500061035156,293.3500061035156,294.5,289.0,292.75,3224313
2025-10-27,292.04998779296875,292.04998779296875,296.8999938964844,291.5,296.8999938964844,3112928
2025-10-28,290.29998779296875,290.29998779296875,293.0,287.5,292.79998779296875,4533574
2025-10-29,291.04998779296875,291.04998779296875,292.5,288.75,291.45001220703125,2939138
2025-10-30,286.6499938964844,286.6499938964844,291.70001220703125,284.70001220703125,291.0,3894928
2025-10-31,282.70001220703125,282.70001220703125,289.29998779296875,281.95001220703125,286.6499938964844,4577706
2025-11-03,284.1000061035156,284.1000061035156,285.3999938964844,280.8500061035156,282.70001220703125,3215109
2025-11-04,283.25,283.25,286.0,282.3999938964844,285.0,2340525
2025-11-05,283.25,283.25,283.25,283.25,283.25,0
2025-11-06,278.54998779296875,278.54998779296875,284.3500061035156,276.3999938964844,283.5,2344095
2025-11-07,277.1499938964844,277.1499938964844,279.79998779296875,269.1000061035156,273.0,6292556
2025-11-10,280.29998779296875,280.29998779296875,286.3500061035156,276.04998779296875,277.1499938964844,5652838
2025-11-11,279.1000061035156,279.1000061035156,280.95001220703125,273.6499938964844,280.3999938964844,2263086
2025-11-12,281.29998779296875,281.29998779296875,282.6499938964844,278.29998779296875,280.1499938964844,4617350
2025-11-13,278.6000061035156,278.6000061035156,282.70001220703125,276.3500061035156,282.6499938964844,2083208
2025-11-14,276.1499938964844,276.1499938964844,279.6000061035156,274.3500061035156,278.45001220703125,3368751
2025-11-17,274.3500061035156,274.3500061035156,278.20001220703125,273.6499938964844,276.1499938964844,1786175
2025-11-18,273.1000061035156,273.1000061035156,277.8999938964844,271.1499938964844,274.45001220703125,2176991
2025-11-19,274.29998779296875,274.29998779296875,275.25,272.79998779296875,273.75,2675917
2025-11-20,270.0,270.0,275.95001220703125,268.8999938964844,275.95001220703125,2348660
2025-11-21,267.3500061035156,267.3500061035156,271.25,265.95001220703125,269.95001220703125,1797104
2025-11-24,265.3999938964844,265.3999938964844,269.8500061035156,265.0,267.95001220703125,1795957
2025-11-25,265.04998779296875,265.04998779296875,265.54998779296875,262.1499938964844,265.0,2618236
2025-11-26,268.3500061035156,268.3500061035156,271.8500061035156,264.3999938964844,265.95001220703125,2945617
2025-11-27,266.6499938964844,266.6499938964844,269.25,266.1499938964844,269.04998779296875,1488268
2025-11-28,265.3500061035156,265.3500061035156,267.79998779296875,264.6000061035156,266.75,1077848
2025-12-01,262.45001220703125,262.45001220703125,267.1499938964844,261.6000061035156,266.0,2493309
2025-12-02,260.8999938964844,260.8999938964844,264.70001220703125,260.25,263.75,1457185
2025-12-03,255.85000610351562,255.85000610351562,261.79998779296875,255.25,260.8999938964844,4895978
2025-12-04,258.8999938964844,258.8999938964844,261.79998779296875,255.10000610351562,255.10000610351562,1906296
2025-12-05,260.1000061035156,260.1000061035156,263.3500061035156,257.5,260.04998779296875,2322140
2025-12-08,252.6999969482422,252.6999969482422,260.5,251.5500030517578,260.1000061035156,1788625
2025-12-09,253.14999389648438,253.14999389648438,254.85000610351562,250.10000610351562,252.3000030517578,1704967
2025-12-10,249.89999389648438,249.89999389648438,256.29998779296875,249.0,253.5,2069091
2025-12-11,251.5,251.5,252.5500030517578,248.39999389648438,249.9499969482422,1659999
2025-12-12,254.10000610351562,254.10000610351562,255.25,250.3000030517578,251.89999389648438,1205605
2025-12-15,253.0500030517578,253.0500030517578,254.0,251.1999969482422,254.0,757160
2025-12-16,252.4499969482422,252.4499969482422,254.6999969482422,251.5500030517578,252.8000030517578,1629647
2025-12-17,249.14999389648438,249.14999389648438,253.60000610351562,248.0,253.14999389648438,1706218
2025-12-18,255.64999389648438,255.64999389648438,264.29998779296875,250.0,250.60000610351562,15018319
2025-12-19,255.60000610351562,255.60000610351562,256.95001220703125,250.75,255.64999389648438,3766354
2025-12-22,259.1000061035156,259.1000061035156,260.6000061035156,256.95001220703125,259.95001220703125,3417868
2025-12-23,259.70001220703125,259.70001220703125,261.3500061035156,257.45001220703125,260.8999938964844,2771302
2025-12-24,257.3999938964844,257.3999938964844,261.0,256.75,260.0,1650819
2025-12-25,257.3999938964844,257.3999938964844,257.3999938964844,257.3999938964844,257.3999938964844,0
2025-12-26,256.8500061035156,256.8500061035156,259.20001220703125,255.75,257.3999938964844,1421040
2025-12-29,255.39999389648438,255.39999389648438,258.0,253.8000030517578,257.8999938964844,1235378
2025-12-30,251.60000610351562,251.60000610351562,255.39999389648438,250.60000610351562,255.0,2674749
2025-12-31,252.25,252.25,253.60000610351562,247.5,252.0,3355281
2026-01-01,249.25,249.25,254.14999389648438,248.3000030517578,252.3000030517578,1673462
2026-01-02,252.10000610351562,252.10000610351562,255.89999389648438,247.89999389648438,250.0,7080593
2026-01-05,259.75,259.75,260.8999938964844,250.5,252.6999969482422,5740102
2026-01-06,259.8999938964844,259.8999938964844,262.8500061035156,257.29998779296875,260.5,3372581
2026-01-07,263.45001220703125,263.45001220703125,265.8999938964844,259.29998779296875,261.0,3737947
2026-01-08,257.6499938964844,257.6499938964844,266.0,256.75,264.0,2677012
2026-01-09,252.35000610351562,252.35000610351562,259.04998779296875,250.0,257.75,3912266
2026-01-12,251.14999389648438,251.14999389648438,252.85000610351562,247.0,251.5,2834350
2026-01-13,252.8000030517578,252.8000030517578,253.89999389648438,248.14999389648438,251.89999389648438,2258568
2026-01-14,254.6999969482422,254.6999969482422,256.0,251.64999389648438,252.60000610351562,1388641
2026-01-16,251.1999969482422,251.1999969482422,256.8999938964844,250.0,255.0,1899361
