date_,adj close_lauruslabs.ns,close_lauruslabs.ns,high_lauruslabs.ns,low_lauruslabs.ns,open_lauruslabs.ns,volume_lauruslabs.ns
2024-04-15,428.2597961425781,429.95001220703125,439.8500061035156,424.1000061035156,437.95001220703125,4040007
2024-04-16,441.40789794921875,443.1499938964844,445.0,426.8999938964844,429.6000061035156,2633516
2024-04-18,429.70404052734375,431.3999938964844,446.1000061035156,429.79998779296875,444.0,1453958
2024-04-19,424.82330322265625,426.5,431.29998779296875,423.5,429.5,1487447
2024-04-22,428.3593444824219,430.04998779296875,435.75,427.79998779296875,434.0,1200666
2024-04-23,431.39739990234375,433.1000061035156,439.04998779296875,430.0,432.20001220703125,1185359
2024-04-24,432.6922302246094,434.3999938964844,438.3999938964844,432.8500061035156,435.0,730062
2024-04-25,424.2256774902344,425.8999938964844,438.8999938964844,420.04998779296875,434.45001220703125,3421872
2024-04-26,435.2322692871094,436.95001220703125,443.8500061035156,414.6000061035156,420.20001220703125,8553636
2024-04-29,442.0055236816406,443.75,446.45001220703125,430.45001220703125,437.5,2183161
2024-04-30,448.23095703125,450.0,455.29998779296875,440.54998779296875,446.0,2479566
2024-05-02,448.43017578125,450.20001220703125,457.3999938964844,448.70001220703125,454.70001220703125,1804275
2024-05-03,445.5913391113281,447.3500061035156,454.0,442.04998779296875,450.75,1014437
2024-05-06,437.4734191894531,439.20001220703125,449.0,436.79998779296875,447.20001220703125,782829
2024-05-07,427.76171875,429.45001220703125,441.0,424.3999938964844,440.0,1209889
2024-05-08,432.79656982421875,434.1000061035156,436.3500061035156,424.75,429.45001220703125,758203
2024-05-09,426.0668640136719,427.3500061035156,440.0,424.79998779296875,434.1000061035156,1154427
2024-05-10,436.2361755371094,437.54998779296875,439.8999938964844,427.0,427.79998779296875,913826
2024-05-13,431.6998596191406,433.0,435.54998779296875,425.0,435.0,785428
2024-05-14,432.4974670410156,433.79998779296875,437.29998779296875,429.0,437.29998779296875,436385
2024-05-15,436.13653564453125,437.45001220703125,440.75,430.20001220703125,433.8500061035156,1176348
2024-05-16,441.42059326171875,442.75,445.20001220703125,435.79998779296875,437.5,1103816
2024-05-17,438.8283996582031,440.1499938964844,448.0,438.0,445.1000061035156,480593
2024-05-21,452.03863525390625,453.3999938964844,455.5,441.04998779296875,444.0,2151681
2024-05-22,455.02960205078125,456.3999938964844,460.45001220703125,451.25,454.04998779296875,2216524
2024-05-23,448.54913330078125,449.8999938964844,457.95001220703125,444.5,457.04998779296875,1181706
2024-05-24,437.2830810546875,438.6000061035156,450.6499938964844,430.5,448.04998779296875,3641388
2024-05-27,439.8254089355469,441.1499938964844,445.6000061035156,434.75,435.0,1036316
2024-05-28,445.4085998535156,446.75,448.95001220703125,441.3500061035156,443.75,2100058
2024-05-29,439.1773681640625,440.5,448.0,439.1000061035156,447.5,547931
2024-05-30,426.5653381347656,427.8500061035156,441.1000061035156,425.8999938964844,439.0,1157636
2024-05-31,417.69207763671875,418.95001220703125,432.54998779296875,416.29998779296875,428.75,1550837
2024-06-03,426.0668640136719,427.3500061035156,429.3999938964844,418.25,425.1000061035156,3083913
2024-06-04,403.03619384765625,404.25,429.95001220703125,385.45001220703125,427.8500061035156,2543235
2024-06-05,424.87042236328125,426.1499938964844,435.1000061035156,406.0,407.0,3793484
2024-06-06,427.6121826171875,428.8999938964844,440.0,425.54998779296875,432.0,4568849
2024-06-07,436.43560791015625,437.75,445.6499938964844,427.79998779296875,428.0,2656844
2024-06-10,442.3179016113281,443.6499938964844,447.3500061035156,436.1000061035156,439.0,1206982
2024-06-11,440.8223876953125,442.1499938964844,446.95001220703125,439.25,443.6499938964844,1546836
2024-06-12,437.63201904296875,438.95001220703125,443.6499938964844,433.70001220703125,441.8999938964844,1062344
2024-06-13,438.18035888671875,439.5,443.3500061035156,433.04998779296875,438.5,1295787
2024-06-14,433.59417724609375,434.8999938964844,441.75,434.04998779296875,438.5,1179968
2024-06-18,426.96417236328125,428.25,436.29998779296875,426.3999938964844,435.1000061035156,1153792
2024-06-19,429.057861328125,430.3500061035156,435.5,426.0,432.95001220703125,1262281
2024-06-20,431.5503234863281,432.8500061035156,433.5,426.79998779296875,431.0,690681
2024-06-21,428.7088623046875,430.0,437.70001220703125,428.95001220703125,432.8500061035156,1086195
2024-06-24,428.0608215332031,429.3500061035156,431.25,423.1499938964844,427.0,593559
2024-06-25,426.11669921875,427.3999938964844,432.1499938964844,425.5,427.20001220703125,627402
2024-06-26,426.1665344238281,427.45001220703125,433.8999938964844,423.8999938964844,427.3999938964844,1354323
2024-06-27,422.2284240722656,423.5,430.8500061035156,419.54998779296875,427.79998779296875,720200
2024-06-28,423.2752685546875,424.54998779296875,429.3999938964844,423.54998779296875,424.45001220703125,793710
2024-07-01,429.5065002441406,430.79998779296875,432.0,425.1000061035156,428.8999938964844,1413357
2024-07-02,436.43560791015625,437.75,443.20001220703125,428.70001220703125,435.0,2463719
2024-07-03,435.5881652832031,436.8999938964844,441.6000061035156,434.45001220703125,438.3999938964844,1964482
2024-07-04,453.0854797363281,454.45001220703125,460.45001220703125,436.04998779296875,437.0,6529514
2024-07-05,475.7173156738281,477.1499938964844,481.45001220703125,453.75,456.79998779296875,11785336
2024-07-08,473.0254211425781,474.45001220703125,482.75,464.1499938964844,480.0,4153538
2024-07-09,478.45904541015625,479.8999938964844,482.8999938964844,468.29998779296875,475.54998779296875,2465956
2024-07-10,471.38037109375,472.79998779296875,484.29998779296875,464.04998779296875,483.0,1620564
2024-07-11,470.1341247558594,471.54998779296875,475.0,468.04998779296875,474.0,2175874
2024-07-12,462.0085754394531,463.3999938964844,474.0,461.8999938964844,473.8999938964844,919551
2024-07-15,464.8001708984375,466.20001220703125,470.75,462.3500061035156,464.5,804331
2024-07-16,463.65362548828125,465.04998779296875,470.0,463.0,467.6000061035156,966959
2024-07-18,455.6278076171875,457.0,465.0,452.6499938964844,464.0,1160068
2024-07-19,439.07763671875,440.3999938964844,458.3999938964844,439.1000061035156,458.29998779296875,2398591
2024-07-22,440.17437744140625,441.5,444.6000061035156,436.04998779296875,440.70001220703125,1869261
2024-07-23,429.15753173828125,430.45001220703125,444.79998779296875,420.45001220703125,443.0,4846935
2024-07-24,433.24517822265625,434.54998779296875,440.0,430.0,431.3999938964844,4786618
2024-07-25,432.5473327636719,433.8500061035156,440.75,418.04998779296875,433.95001220703125,6274662
2024-07-26,447.7016906738281,449.04998779296875,456.70001220703125,414.0,414.0,7186333
2024-07-29,449.6458435058594,451.0,454.8500061035156,445.1000061035156,450.0,1693940
2024-07-30,457.37255859375,458.75,464.20001220703125,448.04998779296875,450.0,1707738
2024-07-31,462.507080078125,463.8999938964844,467.8999938964844,457.3500061035156,458.6000061035156,1366937
2024-08-01,450.3935852050781,451.75,466.1000061035156,448.3500061035156,465.0,2881673
2024-08-02,445.7575378417969,447.1000061035156,453.6000061035156,437.0,445.0,2113511
2024-08-05,428.010986328125,429.29998779296875,443.79998779296875,427.1000061035156,441.0,3049935
2024-08-06,421.530517578125,422.79998779296875,443.04998779296875,421.04998779296875,432.25,2440293
2024-08-07,430.6031799316406,431.8999938964844,434.0,424.54998779296875,427.25,3421532
2024-08-08,430.45361328125,431.75,446.0,430.45001220703125,434.0,2150488
2024-08-09,425.0199890136719,426.29998779296875,439.29998779296875,424.54998779296875,435.0,3838939
2024-08-12,424.9203186035156,426.20001220703125,428.3999938964844,422.54998779296875,426.29998779296875,1414056
2024-08-13,418.58935546875,419.8500061035156,434.0,418.5,427.45001220703125,985318
2024-08-14,427.21337890625,428.5,432.79998779296875,417.70001220703125,421.70001220703125,3003256
2024-08-16,428.21038818359375,429.5,433.25,426.95001220703125,430.0,3156656
2024-08-19,435.33892822265625,436.6499938964844,438.0,428.0,428.0,858697
2024-08-20,436.0866394042969,437.3999938964844,441.79998779296875,430.8999938964844,441.79998779296875,2112829
2024-08-21,442.86627197265625,444.20001220703125,447.8500061035156,437.0,438.6499938964844,1721998
2024-08-22,448.39959716796875,449.75,453.5,445.6499938964844,447.45001220703125,1956818
2024-08-23,444.8602600097656,446.20001220703125,453.75,444.29998779296875,449.75,1165399
2024-08-26,446.5551452636719,447.8999938964844,450.45001220703125,444.0,447.04998779296875,1865236
2024-08-27,451.6896667480469,453.04998779296875,458.1499938964844,446.29998779296875,448.04998779296875,1863007
2024-08-28,456.67462158203125,458.04998779296875,463.29998779296875,450.25,455.3500061035156,2844798
2024-08-29,456.4253845214844,457.79998779296875,465.0,452.0,458.5,1617710
2024-08-30,468.73834228515625,470.1499938964844,472.0,455.3500061035156,457.54998779296875,3110536
2024-09-02,461.1112976074219,462.5,472.20001220703125,458.6499938964844,470.3999938964844,1372788
2024-09-03,468.6884765625,470.1000061035156,473.0,461.75,464.8999938964844,1617741
2024-09-04,474.1719665527344,475.6000061035156,477.5,465.6499938964844,470.1000061035156,2474724
2024-09-05,487.53173828125,489.0,501.29998779296875,472.70001220703125,477.95001220703125,9562335
2024-09-06,479.9046936035156,481.3500061035156,493.5,479.0,491.70001220703125,2127362
2024-09-09,489.4759216308594,490.95001220703125,492.5,478.04998779296875,480.04998779296875,1769950
2024-09-10,505.1785888671875,506.70001220703125,518.0,494.75,495.8999938964844,9329478
2024-09-11,505.27825927734375,506.79998779296875,514.9000244140625,504.5,510.0,2942855
2024-09-12,505.7269287109375,507.25,516.0,505.75,508.0,2232529
2024-09-13,504.0320129394531,505.54998779296875,510.0,502.8999938964844,509.79998779296875,1221370
2024-09-16,503.0350036621094,504.54998779296875,515.7000122070312,498.8500061035156,512.2999877929688,1883950
2024-09-17,499.84466552734375,501.3500061035156,506.3999938964844,498.25,504.54998779296875,1010574
2024-09-18,483.9425354003906,485.3999938964844,502.0,477.1499938964844,501.45001220703125,2527913
2024-09-19,468.9875793457031,470.3999938964844,490.8999938964844,461.0,486.0,3348425
2024-09-20,465.9467468261719,467.3500061035156,473.6499938964844,462.29998779296875,472.0,2651519
2024-09-23,473.2746887207031,474.70001220703125,476.25,466.8500061035156,467.8500061035156,1834655
2024-09-24,468.8380432128906,470.25,474.3999938964844,467.1499938964844,473.8500061035156,1226139
2024-09-25,460.064453125,461.45001220703125,470.95001220703125,458.45001220703125,470.95001220703125,1010077
2024-09-26,461.8092041015625,463.20001220703125,465.0,455.3999938964844,460.0,1036238
2024-09-27,463.10528564453125,464.5,472.8999938964844,459.04998779296875,463.20001220703125,4168385
2024-09-30,462.2080078125,463.6000061035156,467.8999938964844,457.29998779296875,466.5,928835
2024-10-01,467.890869140625,469.29998779296875,472.0,460.3500061035156,462.95001220703125,1219646
2024-10-03,459.4163818359375,460.79998779296875,470.8999938964844,457.8500061035156,461.6499938964844,2101593
2024-10-04,443.8133850097656,445.1499938964844,464.5,442.8999938964844,458.95001220703125,1775168
2024-10-07,430.00494384765625,431.29998779296875,448.8999938964844,427.04998779296875,445.45001220703125,1518247
2024-10-08,437.93109130859375,439.25,442.0,429.1499938964844,431.6000061035156,764460
2024-10-09,452.537109375,453.8999938964844,457.54998779296875,441.3999938964844,441.6499938964844,2253328
2024-10-10,463.8530578613281,465.25,466.95001220703125,451.8500061035156,453.8999938964844,3856561
2024-10-11,472.7263488769531,474.1499938964844,477.79998779296875,466.1000061035156,468.5,3894223
2024-10-14,477.5119323730469,478.95001220703125,481.75,469.0,474.1000061035156,1766559
2024-10-15,480.552734375,482.0,486.5,474.29998779296875,478.95001220703125,2116380
2024-10-16,478.8578186035156,480.29998779296875,487.29998779296875,468.54998779296875,482.0,2269419
2024-10-17,464.8001708984375,466.20001220703125,482.45001220703125,463.8999938964844,480.0,1163315
2024-10-18,473.72332763671875,475.1499938964844,482.25,461.0,465.5,3771206
2024-10-21,463.8530578613281,465.25,478.79998779296875,461.8999938964844,477.29998779296875,1396466
2024-10-22,447.1533508300781,448.5,465.70001220703125,446.6000061035156,462.5,1338360
2024-10-23,448.1004943847656,449.45001220703125,462.54998779296875,444.0,445.0,1062408
2024-10-24,445.9569396972656,447.29998779296875,457.0,440.45001220703125,449.5,2420152
2024-10-25,464.4013671875,465.79998779296875,478.6000061035156,443.04998779296875,443.04998779296875,19881092
2024-10-28,490.7221374511719,492.20001220703125,495.95001220703125,459.54998779296875,463.6499938964844,5504631
2024-10-29,487.1827697753906,488.6499938964844,494.0,473.25,491.0,4722963
2024-10-30,483.84283447265625,485.29998779296875,489.70001220703125,482.0,487.6499938964844,5002816
2024-10-31,489.7749938964844,491.25,493.0,479.3500061035156,486.0,1775265
2024-11-01,498.2992858886719,499.79998779296875,502.54998779296875,493.20001220703125,493.20001220703125,534811
2024-11-04,485.98638916015625,487.45001220703125,502.0,484.04998779296875,502.0,1862717
2024-11-05,487.7809753417969,489.25,494.25,481.5,486.0,2564125
2024-11-06,495.3643798828125,496.45001220703125,498.5,484.25,489.0,5554354
2024-11-07,493.86767578125,494.95001220703125,502.45001220703125,489.70001220703125,497.5,3389208
2024-11-08,498.258056640625,499.3500061035156,507.0,494.1499938964844,496.5,3843439
2024-11-11,493.86767578125,494.95001220703125,499.8500061035156,489.0,499.5,1450498
2024-11-12,488.4794616699219,489.54998779296875,503.20001220703125,488.20001220703125,493.0,1141880
2024-11-13,475.607666015625,476.6499938964844,489.75,474.04998779296875,489.75,1280607
2024-11-14,484.9372253417969,486.0,487.75,477.0,477.8999938964844,878316
2024-11-18,482.59234619140625,483.6499938964844,493.0,475.1000061035156,485.04998779296875,1030870
2024-11-19,487.9306640625,489.0,495.8999938964844,483.6499938964844,486.0,650315
2024-11-21,488.080322265625,489.1499938964844,491.6499938964844,482.6000061035156,488.95001220703125,681697
2024-11-22,511.4790344238281,512.5999755859375,516.0,486.8500061035156,491.8999938964844,4514476
2024-11-25,530.886474609375,532.0499877929688,535.75,516.5499877929688,520.0,4181249
2024-11-26,545.055419921875,546.25,548.9500122070312,529.0,535.2000122070312,3918676
2024-11-27,542.1618041992188,543.3499755859375,555.0,541.5499877929688,546.2000122070312,3226911
2024-11-28,550.4935913085938,551.7000122070312,555.5499877929688,537.2000122070312,543.3499755859375,3515213
2024-11-29,565.9097900390625,567.1500244140625,570.0,548.25,548.25,5137943
2024-12-02,575.5386962890625,576.7999877929688,582.0999755859375,564.0,564.0,3783522
2024-12-03,579.43017578125,580.7000122070312,588.0,571.6500244140625,579.0,1994729
2024-12-04,582.1741333007812,583.4500122070312,586.7999877929688,576.2999877929688,581.2000122070312,1947256
2024-12-05,587.0634155273438,588.3499755859375,592.0,582.5,584.9500122070312,1401033
2024-12-06,588.4603881835938,589.75,593.0,583.2000122070312,589.0999755859375,1266265
2024-12-09,570.6494140625,571.9000244140625,589.7000122070312,554.0999755859375,589.7000122070312,8370075
2024-12-10,570.6494140625,571.9000244140625,575.4000244140625,566.5,570.0,1477697
2024-12-11,571.4974975585938,572.75,576.3499755859375,569.6500244140625,572.0,1453298
2024-12-12,562.5670776367188,563.7999877929688,575.3499755859375,562.25,572.0,1102649
2024-12-13,572.1959838867188,573.4500122070312,575.25,556.0999755859375,560.0,1866719
2024-12-16,572.2957763671875,573.5499877929688,578.7999877929688,568.9000244140625,571.0,1397964
2024-12-17,570.848876953125,572.0999755859375,576.5999755859375,569.2999877929688,574.0,1200140
2024-12-18,565.710205078125,566.9500122070312,577.7000122070312,565.8499755859375,570.5999755859375,1344188
2024-12-19,571.2979125976562,572.5499877929688,574.5,560.4000244140625,561.2000122070312,1272847
2024-12-20,557.9771118164062,559.2000122070312,575.0,556.2999877929688,572.7999877929688,1286282
2024-12-23,564.8619995117188,566.0999755859375,571.0,557.5,562.5999755859375,892303
2024-12-24,565.9097900390625,567.1500244140625,574.2000122070312,562.4000244140625,566.0999755859375,920626
2024-12-26,569.3521728515625,570.5999755859375,573.0,556.8499755859375,567.5,831290
2024-12-27,585.4170532226562,586.7000122070312,590.4500122070312,570.5,573.1500244140625,3780880
2024-12-30,586.1155395507812,587.4000244140625,595.6500244140625,582.5499877929688,591.0,2603588
2024-12-31,601.3820190429688,602.7000122070312,604.7000122070312,584.4500122070312,587.4000244140625,3153957
2025-01-01,614.3037109375,615.6500244140625,618.0,598.0,605.0499877929688,3014562
2025-01-02,611.7592163085938,613.0999755859375,618.25,605.7000122070312,617.5,1465317
2025-01-03,610.4122314453125,611.75,614.9500122070312,600.7000122070312,613.0,1512799
2025-01-06,598.2388916015625,599.5499877929688,615.9000244140625,594.0,615.2999877929688,1622012
2025-01-07,611.1107177734375,612.4500122070312,619.4000244140625,601.2999877929688,603.25,1601696
2025-01-08,609.7636108398438,611.0999755859375,617.9000244140625,605.0,615.0499877929688,1248839
2025-01-09,611.7093505859375,613.0499877929688,616.2999877929688,607.3499755859375,608.0,1400832
2025-01-10,582.423583984375,583.7000122070312,614.75,581.9500122070312,613.3499755859375,2159660
2025-01-13,557.8274536132812,559.0499877929688,586.0,555.9000244140625,577.0499877929688,1893300
2025-01-14,566.7579345703125,568.0,570.4500122070312,560.0999755859375,560.0999755859375,1049655
2025-01-15,555.6821899414062,556.9000244140625,570.1500244140625,541.7000122070312,568.0,3183480
2025-01-16,556.5802001953125,557.7999877929688,568.8499755859375,553.5,560.9000244140625,1402881
2025-01-17,566.5582885742188,567.7999877929688,569.6500244140625,551.8499755859375,557.7999877929688,1251413
2025-01-20,582.9723510742188,584.25,590.0,564.0999755859375,570.5,1836910
2025-01-21,575.638427734375,576.9000244140625,593.2000122070312,575.2000122070312,585.0999755859375,1132012
2025-01-22,569.6016235351562,570.8499755859375,582.0999755859375,554.5499877929688,580.0,1598673
2025-01-23,583.8704223632812,585.1500244140625,587.0,569.4000244140625,571.0499877929688,1495768
2025-01-24,601.3322143554688,602.6500244140625,612.6500244140625,577.0,590.7000122070312,7615084
2025-01-27,533.4808349609375,534.6500244140625,610.0,501.1499938964844,610.0,23508295
2025-01-28,509.63311767578125,510.75,537.5,504.5,535.7000122070312,7474953
2025-01-29,542.6107788085938,543.7999877929688,552.9500122070312,511.79998779296875,515.0,4394319
2025-01-30,587.1632080078125,588.4500122070312,598.1500244140625,557.4000244140625,565.9500122070312,18484544
2025-01-31,582.7728271484375,584.0499877929688,594.7999877929688,578.0,585.0,2815318
2025-02-01,594.2975463867188,595.5999755859375,608.0,574.4000244140625,582.0,2449827
2025-02-03,585.0677490234375,586.3499755859375,595.3499755859375,580.5,590.0999755859375,1648186
2025-02-04,610.61181640625,611.9500122070312,614.5,585.75,590.0,3655434
2025-02-05,629.7199096679688,631.0999755859375,636.3499755859375,609.5,614.7999877929688,4484623
2025-02-06,635.4074096679688,636.7999877929688,642.0,631.5999755859375,634.8499755859375,2671614
2025-02-07,639.947509765625,641.3499755859375,646.2000122070312,633.9000244140625,636.0499877929688,2615719
2025-02-10,624.9802856445312,626.3499755859375,639.8499755859375,617.0,637.2000122070312,1519383
2025-02-11,606.8700561523438,608.2000122070312,634.0,602.6500244140625,634.0,1865650
2025-02-12,599.735595703125,601.0499877929688,609.75,585.0,607.4000244140625,2909487
2025-02-13,599.6857299804688,601.0,619.2000122070312,595.0,610.0,2821527
2025-02-14,545.005615234375,546.2000122070312,604.0,531.5499877929688,602.0,7236600
2025-02-17,554.2852172851562,555.5,562.6500244140625,535.8499755859375,544.0,3278181
2025-02-18,544.8060302734375,546.0,559.0,528.6500244140625,559.0,2888468
2025-02-19,545.5543823242188,546.75,557.3499755859375,527.5,539.0,2110707
2025-02-20,535.5762329101562,536.75,549.5499877929688,531.5,541.1500244140625,1791125
2025-02-21,520.3096923828125,521.4500122070312,541.4500122070312,518.0,536.75,3104538
2025-02-24,535.5762329101562,536.75,542.25,512.3499755859375,513.0,3627096
2025-02-25,548.9469604492188,550.1500244140625,552.5999755859375,532.0,536.0,2927066
2025-02-27,541.8125610351562,543.0,551.5999755859375,534.5,550.0,1501153
2025-02-28,526.0471801757812,527.2000122070312,537.9000244140625,522.5499877929688,537.0,2085666
2025-03-03,527.6436157226562,528.7999877929688,534.8499755859375,518.2000122070312,527.9500122070312,1677330
2025-03-04,544.3070678710938,545.5,550.0,522.75,527.0499877929688,2006858
2025-03-05,565.2611694335938,566.5,568.25,536.1500244140625,540.0999755859375,2486341
2025-03-06,579.2804565429688,580.5499877929688,586.5499877929688,569.4500122070312,570.0,1870639
2025-03-07,569.6016235351562,570.8499755859375,583.7999877929688,567.5999755859375,583.7999877929688,1692575
2025-03-10,557.777587890625,559.0,577.9000244140625,556.0499877929688,571.0,2659784
2025-03-11,572.8944702148438,574.1500244140625,576.3499755859375,552.0,552.2999877929688,3578158
2025-03-12,583.0721435546875,584.3499755859375,585.75,563.1500244140625,577.8499755859375,1662053
2025-03-13,572.794677734375,574.0499877929688,585.5,572.25,584.3499755859375,823232
2025-03-17,580.0786743164062,581.3499755859375,586.4500122070312,572.0,578.0,853267
2025-03-18,580.0786743164062,581.3499755859375,581.3499755859375,581.3499755859375,581.3499755859375,0
2025-03-19,604.7745971679688,606.0999755859375,609.0,580.6500244140625,591.0,1992098
2025-03-20,603.128173828125,604.4500122070312,609.0999755859375,597.4000244140625,609.0,1200782
2025-03-21,609.8634643554688,611.2000122070312,616.75,602.7000122070312,603.5999755859375,1704714
2025-03-24,621.6376342773438,623.0,628.0,612.9500122070312,620.9500122070312,2003173
2025-03-25,613.8048706054688,615.1500244140625,626.75,610.1500244140625,626.7000122070312,1273131
2025-03-26,613.4555053710938,614.7999877929688,619.4000244140625,610.5,614.0,1044819
2025-03-27,616.3492431640625,617.7000122070312,621.0,606.0,614.5,1293605
2025-03-28,612.0586547851562,613.4000244140625,626.6500244140625,606.7000122070312,619.9000244140625,1528487
2025-04-01,597.59033203125,598.9000244140625,617.7999877929688,594.9500122070312,611.0,1348993
2025-04-02,607.7181396484375,609.0499877929688,610.8499755859375,594.5,604.0,876865
2025-04-03,619.2927856445312,620.6500244140625,638.9000244140625,611.1500244140625,620.1500244140625,3744040
2025-04-04,573.1937866210938,574.4500122070312,621.7999877929688,561.5,620.6500244140625,7286175
2025-04-07,560.022705078125,561.25,566.0499877929688,517.6500244140625,518.0,3409016
2025-04-08,577.9833374023438,579.25,595.0,563.4500122070312,579.0,1673248
2025-04-09,563.01611328125,564.25,575.2000122070312,551.0,564.25,2417850
2025-04-11,604.5250854492188,605.8499755859375,608.0,576.9000244140625,585.0,3439063
2025-04-15,623.782958984375,625.1500244140625,626.1500244140625,608.7999877929688,611.5499877929688,1956047
2025-04-16,625.5291137695312,626.9000244140625,634.25,621.0,625.5,1832047
