date_,adj close_motilalofs.ns,close_motilalofs.ns,high_motilalofs.ns,low_motilalofs.ns,open_motilalofs.ns,volume_motilalofs.ns
2024-01-16,365.4712829589844,371.2875061035156,386.75,362.5,385.0,2008176
2024-01-17,370.4544982910156,376.3500061035156,381.75,363.79998779296875,368.0874938964844,1113424
2024-01-18,374.9209289550781,380.88751220703125,386.9750061035156,345.3374938964844,373.75,1780692
2024-01-19,391.3346862792969,397.5625,406.25,381.875,382.63751220703125,2570996
2024-01-23,381.5528564453125,387.625,405.7250061035156,380.9125061035156,400.63751220703125,1172700
2024-01-24,421.3815002441406,428.0874938964844,465.1499938964844,380.54998779296875,386.0,7606212
2024-01-25,426.2293701171875,433.01251220703125,446.17498779296875,428.3125,437.5,4324192
2024-01-29,432.2953186035156,439.17498779296875,444.5,423.25,436.25,1404064
2024-01-30,429.3546142578125,436.1875,446.48748779296875,434.0249938964844,440.01251220703125,1086704
2024-01-31,440.09619140625,447.1000061035156,448.5,433.6625061035156,440.0,1112072
2024-02-01,445.0424499511719,452.125,459.92498779296875,443.57501220703125,456.98748779296875,1021832
2024-02-02,435.53131103515625,442.4624938964844,458.5,440.25,453.67498779296875,585128
2024-02-05,431.4832458496094,438.3500061035156,450.0,435.0,444.5,514876
2024-02-06,439.2352600097656,442.6625061035156,450.0,433.5,437.48748779296875,638396
2024-02-07,443.5391845703125,447.0,457.875,440.61248779296875,442.6499938964844,768740
2024-02-08,472.41387939453125,476.1000061035156,484.5625,449.0625,449.42498779296875,1679708
2024-02-09,462.9006042480469,466.51251220703125,482.20001220703125,450.0,479.0,829476
2024-02-12,450.4229736328125,453.9375,476.98748779296875,445.8374938964844,466.25,528656
2024-02-13,439.1856384277344,442.61248779296875,458.0,426.3125,458.0,623840
2024-02-14,446.8260192871094,450.3125,456.9375,437.76251220703125,442.5,524320
2024-02-15,448.7981262207031,452.29998779296875,464.98748779296875,450.5,453.75,368528
2024-02-16,456.0788269042969,459.63751220703125,468.76251220703125,455.75,456.3999938964844,359252
2024-02-19,435.46466064453125,438.86248779296875,457.51251220703125,437.5249938964844,457.51251220703125,833148
2024-02-20,435.9236145019531,439.32501220703125,443.625,432.76251220703125,440.5,319508
2024-02-21,416.8598327636719,420.11248779296875,443.23748779296875,416.57501220703125,441.2250061035156,675700
2024-02-22,411.37762451171875,414.5874938964844,422.375,410.1000061035156,421.36248779296875,451876
2024-02-23,414.6396789550781,417.875,422.48748779296875,412.7749938964844,418.3374938964844,303932
2024-02-26,410.5838317871094,413.7875061035156,426.75,411.75,417.875,434832
2024-02-27,430.9747009277344,434.3374938964844,439.75,413.125,413.7875061035156,785680
2024-02-28,403.0178527832031,406.1625061035156,441.4624938964844,403.0,439.5874938964844,897692
2024-02-29,400.6364440917969,403.76251220703125,412.2124938964844,395.4375,407.01251220703125,989036
2024-03-01,410.62103271484375,413.82501220703125,416.75,407.4624938964844,407.4624938964844,359908
2024-03-04,426.3607177734375,429.6875,433.75,410.38751220703125,418.4125061035156,459164
2024-03-05,422.6893310546875,425.98748779296875,435.48748779296875,422.57501220703125,433.75,295684
2024-03-06,404.158935546875,407.3125,424.75,401.5,424.75,906928
2024-03-07,391.9417724609375,395.0,411.48748779296875,390.0,407.8125,990740
2024-03-11,377.34320068359375,380.2875061035156,400.875,378.73748779296875,399.0249938964844,636028
2024-03-12,377.30596923828125,380.25,388.1875,375.01251220703125,382.75,658376
2024-03-13,347.5134582519531,350.2250061035156,385.98748779296875,346.7749938964844,380.38751220703125,929272
2024-03-14,368.30120849609375,371.17498779296875,377.25,345.36248779296875,348.125,678460
2024-03-15,367.2593688964844,370.125,373.75,355.25,369.4624938964844,753320
2024-03-18,362.1120300292969,364.9375,374.75,356.25,370.125,499180
2024-03-19,371.5509033203125,374.45001220703125,377.5,364.82501220703125,365.75,495960
2024-03-20,392.1898498535156,395.25,403.79998779296875,364.125,374.26251220703125,1134712
2024-03-21,398.34185791015625,401.45001220703125,413.7250061035156,393.0,399.5,749076
2024-03-22,414.81329345703125,418.04998779296875,420.7250061035156,403.375,403.3999938964844,494148
2024-03-26,413.46136474609375,416.6875,423.61248779296875,414.0,414.79998779296875,441952
2024-03-27,417.1327209472656,420.38751220703125,423.5,413.11248779296875,421.3374938964844,477148
2024-03-28,413.46136474609375,416.6875,425.2875061035156,414.0,421.5,567248
2024-04-01,434.782470703125,438.17498779296875,443.5,420.2749938964844,420.2749938964844,621120
2024-04-02,443.824462890625,447.2875061035156,451.25,431.25,440.5,768768
2024-04-03,452.76715087890625,456.29998779296875,457.5,442.2875061035156,447.0,353260
2024-04-04,454.7516784667969,458.29998779296875,462.5,448.20001220703125,461.1000061035156,392316
2024-04-05,454.42919921875,457.9750061035156,463.25,446.01251220703125,458.5,282264
2024-04-08,468.5316467285156,472.1875,477.75,459.75,461.9125061035156,511404
2024-04-09,520.2778930664062,524.3375244140625,530.625,470.5,473.75,3449140
2024-04-10,509.54913330078125,513.5250244140625,522.5,499.01251220703125,522.5,1711680
2024-04-12,510.39251708984375,514.375,519.0,502.5249938964844,509.5,910960
2024-04-15,493.5489501953125,497.3999938964844,514.3624877929688,488.9750061035156,514.3624877929688,1016244
2024-04-16,502.7149353027344,506.63751220703125,511.9375,489.76251220703125,495.0,1314684
2024-04-18,517.3755493164062,521.4124755859375,528.9874877929688,510.25,513.75,1542864
2024-04-19,553.6797485351562,558.0,567.375,506.3374938964844,511.25,3668888
2024-04-22,577.518798828125,582.0250244140625,589.7249755859375,568.9500122070312,573.75,2402008
2024-04-23,573.2892456054688,577.7625122070312,590.0,573.1624755859375,586.0999755859375,986300
2024-04-24,583.695556640625,588.25,598.4000244140625,567.25,585.0,1211652
2024-04-25,611.168701171875,615.9375,621.25,586.7374877929688,590.75,1698216
2024-04-26,644.2977294921875,649.3250122070312,669.5250244140625,610.5,625.0,5842096
2024-04-29,618.7718505859375,623.5999755859375,658.7000122070312,620.5125122070312,657.25,1895496
2024-04-30,589.624267578125,594.2249755859375,627.2874755859375,591.3375244140625,624.0125122070312,1665328
2024-05-02,605.9097290039062,610.6375122070312,622.0,596.2625122070312,598.3875122070312,1339876
2024-05-03,601.9655151367188,606.6624755859375,615.9000244140625,597.5,612.1124877929688,925660
2024-05-06,595.1189575195312,599.7625122070312,614.2374877929688,595.0374755859375,611.25,874404
2024-05-07,590.65380859375,595.2625122070312,615.0,592.5,598.75,1019008
2024-05-08,581.9591064453125,586.5,599.875,585.0,595.0,557244
2024-05-09,533.6237182617188,537.7874755859375,590.0,533.0250244140625,587.5,2317560
2024-05-10,532.6934814453125,536.8499755859375,552.4000244140625,521.5,543.75,2000296
2024-05-13,562.7216796875,567.1124877929688,572.75,541.6624755859375,548.1500244140625,1560832
2024-05-14,562.7465209960938,567.1375122070312,577.5,561.25,573.0,736328
2024-05-15,566.901611328125,571.3250122070312,574.25,561.25,570.1124877929688,788540
2024-05-16,580.2102661132812,584.7374877929688,589.9874877929688,573.0125122070312,584.375,822912
2024-05-17,585.4196166992188,589.9874877929688,593.2625122070312,574.25,587.125,737176
2024-05-21,568.2039794921875,572.6375122070312,605.0750122070312,563.75,603.5750122070312,1253432
2024-05-22,553.642578125,557.9625244140625,579.375,556.25,574.5499877929688,628452
2024-05-23,563.230224609375,567.625,570.0,556.0,560.9500122070312,482984
2024-05-24,558.0457153320312,562.4000244140625,571.4874877929688,557.5250244140625,566.9375,523384
2024-05-27,561.903076171875,566.2874755859375,576.25,559.9000244140625,562.4000244140625,617012
2024-05-28,556.73095703125,561.0750122070312,570.0,555.5125122070312,567.5,463604
2024-05-29,565.0162963867188,569.4249877929688,572.2374877929688,555.0750122070312,560.7999877929688,686936
2024-05-30,563.36669921875,567.7625122070312,579.9749755859375,565.0,572.4874877929688,465232
2024-05-31,550.6285400390625,554.9249877929688,575.0,550.7999877929688,568.75,648504
2024-06-03,588.9049072265625,593.5,602.875,571.7125244140625,584.5,1780088
2024-06-04,515.1553344726562,519.1749877929688,598.4874877929688,474.79998779296875,598.4874877929688,2183468
2024-06-05,556.4208984375,560.7625122070312,563.5,525.8125,537.0,1210280
2024-06-06,569.1217651367188,573.5625,588.75,564.0499877929688,567.6624755859375,866284
2024-06-07,601.9779052734375,606.6749877929688,612.5,575.1375122070312,576.5125122070312,2609244
2024-06-10,651.0202026367188,656.0999755859375,722.0,639.0,655.0499877929688,3619819
2024-06-11,659.603271484375,664.75,677.7000122070312,646.2999877929688,674.0,1070436
2024-06-12,665.159912109375,670.3499755859375,676.9500122070312,661.0,665.1500244140625,576760
2024-06-13,652.458984375,657.5499877929688,676.9500122070312,653.0499877929688,676.9500122070312,346073
2024-06-14,653.1536254882812,658.25,662.6500244140625,651.75,657.9000244140625,262413
2024-06-18,657.1226196289062,662.25,675.6500244140625,654.0499877929688,663.0,540268
2024-06-19,680.7383422851562,686.0499877929688,698.0,662.25,667.5,1355972
2024-06-20,684.608154296875,689.9500122070312,698.9500122070312,680.0,693.0,492420
2024-06-21,671.0638427734375,676.2999877929688,679.9500122070312,655.0,667.9500122070312,1160366
2024-06-24,642.7844848632812,647.7999877929688,657.5499877929688,636.9500122070312,650.0,992843
2024-06-25,627.900634765625,632.7999877929688,654.0,629.0,648.0,1060536
2024-06-26,615.5469970703125,620.3499755859375,639.0,616.0499877929688,628.0,701593
2024-06-27,624.1796875,629.0499877929688,646.0,618.2999877929688,625.0,883631
2024-06-28,609.7919311523438,614.5499877929688,636.5999755859375,607.0499877929688,634.5,864524
2024-07-01,586.92041015625,591.5,614.5499877929688,580.0,614.5499877929688,1813657
2024-07-02,562.16357421875,566.5499877929688,587.0,564.0,585.0,1751718
2024-07-03,557.8968505859375,562.25,589.2000122070312,560.0,570.0,1229660
2024-07-04,558.8395385742188,563.2000122070312,569.9500122070312,560.9000244140625,565.0,675539
2024-07-05,547.4285888671875,551.7000122070312,568.4500122070312,550.0,564.9500122070312,871956
2024-07-08,544.6005859375,548.8499755859375,561.0,544.25,556.9500122070312,625049
2024-07-09,538.7958984375,543.0,558.0,540.0,550.5,608964
2024-07-10,530.4609375,534.5999755859375,547.7999877929688,531.0,545.0,539491
2024-07-11,528.82373046875,532.9500122070312,539.2999877929688,532.0,534.5999755859375,345907
2024-07-12,528.377197265625,532.5,542.4000244140625,531.0,535.25,510656
2024-07-15,526.1942138671875,530.2999877929688,535.5,517.0,532.5,834987
2024-07-16,546.5850830078125,550.8499755859375,564.7000122070312,540.0,540.0,1367232
2024-07-18,538.6470336914062,542.8499755859375,560.7000122070312,538.0,559.0,1104870
2024-07-19,528.0795288085938,532.2000122070312,545.4500122070312,528.25,542.8499755859375,355097
2024-07-22,529.8159790039062,533.9500122070312,538.25,522.5999755859375,534.25,321780
2024-07-23,540.5323486328125,544.75,549.0,507.54998779296875,534.9500122070312,879312
2024-07-24,563.6519775390625,568.0499877929688,572.4000244140625,548.0,550.5,763880
2024-07-25,572.830322265625,577.2999877929688,583.7999877929688,555.0,566.0,1051064
2024-07-26,586.1762084960938,590.75,608.4500122070312,579.25,595.0,2251971
2024-07-29,602.0027465820312,606.7000122070312,611.5,590.9000244140625,600.0,1439978
2024-07-30,633.7053833007812,638.6500244140625,645.9500122070312,606.75,611.4000244140625,1689934
2024-07-31,653.35205078125,658.4500122070312,667.0,636.4500122070312,639.1500244140625,1847129
2024-08-01,648.3411865234375,653.4000244140625,678.0,645.4500122070312,660.0,1506753
2024-08-02,652.2605590820312,657.3499755859375,667.8499755859375,636.4000244140625,640.0999755859375,900979
2024-08-05,609.8911743164062,614.6500244140625,650.0,598.0,624.0499877929688,1710334
2024-08-06,586.225830078125,590.7999877929688,637.0,586.8499755859375,620.0,856433
2024-08-07,605.2275390625,609.9500122070312,616.9500122070312,594.6500244140625,606.0,1116056
2024-08-08,591.087890625,595.7000122070312,612.5499877929688,592.9500122070312,610.0,525020
2024-08-09,602.5980834960938,607.2999877929688,611.75,600.4000244140625,605.0,578712
2024-08-12,596.446044921875,601.0999755859375,609.8499755859375,596.9000244140625,603.4500122070312,456733
2024-08-13,580.470703125,585.0,605.0,578.0,601.0999755859375,410376
2024-08-14,597.8848266601562,602.5499877929688,608.0,590.0999755859375,590.0999755859375,775784
2024-08-16,618.3253784179688,623.1500244140625,628.7000122070312,603.0,607.4000244140625,1476847
2024-08-19,627.4541015625,632.3499755859375,637.0,627.1500244140625,630.0,596056
2024-08-20,672.2049560546875,677.4500122070312,683.8499755859375,633.0,639.0,3049086
2024-08-21,689.47021484375,694.8499755859375,716.5,665.0999755859375,677.0,2643719
2024-08-22,697.0609741210938,702.5,705.75,686.0499877929688,697.0,1021419
2024-08-23,691.057861328125,696.4500122070312,704.5999755859375,689.0999755859375,703.8499755859375,718654
2024-08-26,754.2150268554688,760.0999755859375,775.0,700.1500244140625,702.0,6561169
2024-08-27,749.3034057617188,755.1500244140625,778.0,747.5999755859375,766.9500122070312,1568598
2024-08-28,738.6365966796875,744.4000244140625,770.0,737.6500244140625,760.75,1173835
2024-08-29,719.8333129882812,725.4500122070312,755.0,720.5999755859375,748.7999877929688,1039633
2024-08-30,714.5247192382812,720.0999755859375,734.25,709.0,728.0499877929688,1144273
2024-09-02,746.128173828125,751.9500122070312,756.7000122070312,715.0,729.7000122070312,2235268
2024-09-03,751.982421875,757.8499755859375,766.3499755859375,747.4500122070312,756.7000122070312,1412876
2024-09-04,761.2600708007812,767.2000122070312,777.5,733.0999755859375,754.7999877929688,1844605
2024-09-05,769.5950317382812,775.5999755859375,782.0,753.0,775.3499755859375,1640534
2024-09-06,757.1917724609375,763.0999755859375,806.4500122070312,756.5999755859375,785.0,2395736
2024-09-09,721.6690063476562,727.2999877929688,765.0999755859375,722.9000244140625,763.0999755859375,2041586
2024-09-10,731.14501953125,736.8499755859375,749.5,727.0499877929688,735.0,924149
2024-09-11,745.9296875,751.75,757.0,736.0499877929688,739.0999755859375,997129
2024-09-12,736.5032348632812,742.25,760.2000122070312,733.2000122070312,759.2999877929688,711138
2024-09-13,750.8413696289062,756.7000122070312,759.0,741.5499877929688,747.5,827013
2024-09-16,757.5887451171875,763.5,778.0,754.0,765.9000244140625,808150
2024-09-17,764.8817749023438,770.8499755859375,774.2000122070312,756.0999755859375,766.5999755859375,771270
2024-09-18,768.9500732421875,774.9500122070312,828.8499755859375,771.0999755859375,780.0,3984017
2024-09-19,760.7639770507812,766.7000122070312,789.7000122070312,733.25,782.5,1485730
2024-09-20,784.6773681640625,790.7999877929688,799.9000244140625,751.75,760.0499877929688,4137607
2024-09-23,780.609130859375,786.7000122070312,803.0,781.1500244140625,798.0,821781
2024-09-24,769.2477416992188,775.25,791.0,773.0,789.0,521536
2024-09-25,758.2337036132812,764.1500244140625,781.4500122070312,761.4000244140625,775.9000244140625,526328
2024-09-26,748.9560546875,754.7999877929688,786.0,752.0,757.0499877929688,674520
2024-09-27,744.8382568359375,750.6500244140625,764.0999755859375,747.0,759.7000122070312,610990
2024-09-30,756.1995239257812,762.0999755859375,769.0,740.0,744.9500122070312,941121
2024-10-01,737.0489501953125,742.7999877929688,756.4500122070312,730.0,755.0,1628008
2024-10-03,714.1774291992188,719.75,738.5999755859375,696.9500122070312,729.9500122070312,1311023
2024-10-04,721.619384765625,727.25,733.9000244140625,691.1500244140625,719.75,997476
2024-10-07,698.4501953125,703.9000244140625,747.5,699.2999877929688,728.2999877929688,1644931
2024-10-08,745.9793090820312,751.7999877929688,758.0,696.5999755859375,707.0,1105731
2024-10-09,779.6168212890625,785.7000122070312,793.0,752.0499877929688,755.7999877929688,1365124
2024-10-10,766.8167114257812,772.7999877929688,794.0499877929688,768.9000244140625,790.0,845782
2024-10-11,802.2899169921875,808.5499877929688,813.4500122070312,768.8499755859375,778.7999877929688,2003863
2024-10-14,820.3986206054688,826.7999877929688,832.0,806.2999877929688,815.0,2002986
2024-10-15,917.2926025390625,924.4500122070312,941.9500122070312,833.5,834.0,15761777
2024-10-16,954.6014404296875,962.0499877929688,988.0999755859375,896.75,907.0499877929688,12018973
2024-10-17,922.2042846679688,929.4000244140625,971.7000122070312,917.0499877929688,962.0,4810536
2024-10-18,1021.7276611328125,1029.699951171875,1064.0,898.0999755859375,932.9000244140625,17840410
2024-10-21,956.784423828125,964.25,1040.5999755859375,956.1500244140625,1021.9500122070312,5124383
2024-10-22,919.9716796875,927.1500244140625,988.0,920.0,965.9000244140625,2800539
2024-10-23,938.973388671875,946.2999877929688,962.0,900.9500122070312,920.7000122070312,2702799
2024-10-24,931.9284057617188,939.2000122070312,955.5999755859375,921.5999755859375,946.2999877929688,856500
2024-10-25,865.2486572265625,872.0,943.9000244140625,852.2999877929688,938.0499877929688,2697556
2024-10-28,911.438232421875,918.5499877929688,952.5,864.0499877929688,884.9000244140625,4590360
2024-10-29,940.4617919921875,947.7999877929688,955.0499877929688,909.2999877929688,934.7000122070312,3457729
2024-10-30,916.8460693359375,924.0,954.9000244140625,917.0,952.4000244140625,2256473
2024-10-31,930.0430908203125,937.2999877929688,945.0,911.75,926.0499877929688,1628309
2024-11-01,969.0884399414062,976.6500244140625,989.1500244140625,945.8499755859375,948.0,1195516
2024-11-04,935.3516845703125,942.6500244140625,976.6500244140625,933.5499877929688,976.0,1772685
2024-11-05,923.8414916992188,931.0499877929688,963.5,913.0999755859375,946.0,2512404
2024-11-06,937.8323364257812,945.1500244140625,959.0,932.0,940.4000244140625,2033665
2024-11-07,926.8182373046875,934.0499877929688,969.7999877929688,930.0,947.4500122070312,1630428
2024-11-08,989.9259033203125,997.6500244140625,1025.0,917.7000122070312,942.0,11238697
2024-11-11,966.06201171875,973.5999755859375,1009.0,965.6500244140625,998.0499877929688,2710221
2024-11-12,961.4976806640625,969.0,995.7000122070312,963.0,983.9000244140625,1893071
2024-11-13,891.8411865234375,898.7999877929688,964.5,892.0499877929688,964.5,2915990
2024-11-14,893.9249267578125,900.9000244140625,938.9500122070312,886.6500244140625,900.1500244140625,2869090
2024-11-18,881.273681640625,888.1500244140625,916.3499755859375,882.7999877929688,910.5999755859375,1585350
2024-11-19,899.2830810546875,906.2999877929688,919.9500122070312,891.0,892.0499877929688,1746454
2024-11-21,874.6255493164062,881.4500122070312,904.0,868.8499755859375,904.0,1883961
2024-11-22,902.4087524414062,909.4500122070312,924.0,885.3499755859375,888.0,2248154
2024-11-25,900.4738159179688,907.5,948.0,900.0,941.0,1536711
2024-11-26,904.9885864257812,912.0499877929688,917.7000122070312,886.0499877929688,910.0,1563085
2024-11-27,902.9048461914062,909.9500122070312,922.5,901.0,913.5499877929688,1522321
2024-11-28,896.0582885742188,903.0499877929688,929.2999877929688,894.0999755859375,913.2999877929688,1070875
2024-11-29,912.1328735351562,919.25,924.0,898.4500122070312,906.5,1413035
2024-12-02,938.7749633789062,946.0999755859375,950.0,909.0999755859375,919.9500122070312,2570647
2024-12-03,947.4075927734375,954.7999877929688,969.0,951.0,952.7000122070312,1459511
2024-12-04,945.6215209960938,953.0,984.0,945.0,960.0999755859375,1629311
2024-12-05,966.3101196289062,973.8499755859375,1016.0,954.0999755859375,959.0,4360602
2024-12-06,964.0278930664062,971.5499877929688,986.5,962.0,979.3499755859375,1695436
2024-12-09,992.7537841796875,1000.5,1018.7000122070312,968.9500122070312,976.0,4025400
2024-12-10,968.9891967773438,976.5499877929688,1012.3499755859375,972.0,1006.0,1825877
2024-12-11,1001.9321899414062,1009.75,1035.0,971.4500122070312,979.9500122070312,5314945
