date_,adj close_motilalofs.ns,close_motilalofs.ns,high_motilalofs.ns,low_motilalofs.ns,open_motilalofs.ns,volume_motilalofs.ns
2024-12-12,1004.660888671875,1012.5,1025.5,1000.2999877929688,1014.5999755859375,2036743
2024-12-13,982.1862182617188,989.8499755859375,1008.9500122070312,973.5999755859375,1007.4000244140625,2154124
2024-12-16,987.8421020507812,995.5499877929688,1015.5,986.2000122070312,994.7999877929688,1582171
2024-12-17,979.4078979492188,987.0499877929688,1014.5,980.0999755859375,998.5999755859375,1378808
2024-12-18,946.36572265625,953.75,988.0,947.4000244140625,985.8499755859375,1932989
2024-12-19,945.8200073242188,953.2000122070312,973.4000244140625,928.5,944.0,1926687
2024-12-20,919.3267211914062,926.5,959.6500244140625,915.5,956.1500244140625,1794402
2024-12-23,920.5174560546875,927.7000122070312,940.5999755859375,911.25,930.0,1103845
2024-12-24,911.835205078125,918.9500122070312,937.9500122070312,915.0999755859375,932.0,697554
2024-12-26,908.163818359375,915.25,928.75,905.5,926.5,897473
2024-12-27,903.3513793945312,910.4000244140625,934.7999877929688,905.0,920.0,779997
2024-12-30,958.3720092773438,965.8499755859375,978.7999877929688,900.0999755859375,914.0,2473859
2024-12-31,946.4153442382812,953.7999877929688,964.9000244140625,932.1500244140625,962.0,1218660
2025-01-01,962.9364624023438,970.4500122070312,984.5,945.25,952.9500122070312,1457038
2025-01-02,977.572265625,985.2000122070312,997.9500122070312,967.0999755859375,972.0,1351757
2025-01-03,963.6806640625,971.2000122070312,999.9500122070312,968.3499755859375,989.5,1070697
2025-01-06,918.0863647460938,925.25,978.6500244140625,917.2000122070312,978.0,1568627
2025-01-07,962.4899291992188,970.0,975.9000244140625,927.0,927.0,1668102
2025-01-08,932.8214111328125,940.0999755859375,975.0,928.0,974.9000244140625,1162389
2025-01-09,894.2225952148438,901.2000122070312,943.0,892.6500244140625,943.0,1103252
2025-01-10,871.3014526367188,878.0999755859375,910.2999877929688,870.0,901.2000122070312,1774395
2025-01-13,819.8529052734375,826.25,871.9500122070312,816.75,861.0,1903029
2025-01-14,887.6240844726562,894.5499877929688,902.0,834.5,840.0,2922375
2025-01-15,856.4175415039062,863.0999755859375,916.9500122070312,854.2000122070312,885.0,2515769
2025-01-16,793.1611328125,799.3499755859375,887.0,796.0,870.0,3848822
2025-01-17,789.5890502929688,795.75,822.0,779.0999755859375,812.5,3517519
2025-01-20,801.248046875,807.5,827.1500244140625,800.0,806.0,2137841
2025-01-21,739.23193359375,745.0,812.5999755859375,739.1500244140625,810.0499877929688,4106030
2025-01-22,719.28759765625,724.9000244140625,750.0499877929688,706.0499877929688,746.0,3842592
2025-01-23,720.6766967773438,726.2999877929688,759.5,721.5999755859375,723.4500122070312,3786083
2025-01-24,688.9740600585938,694.3499755859375,734.8499755859375,691.2999877929688,730.9500122070312,2495956
2025-01-27,657.9660034179688,663.0999755859375,693.0,627.0999755859375,693.0,5415536
2025-01-28,640.9984741210938,646.0,670.5,612.0,667.0999755859375,4356281
2025-01-29,665.407958984375,670.5999755859375,675.5499877929688,607.2000122070312,613.4500122070312,5188093
2025-01-30,640.7999877929688,645.7999877929688,690.0,640.1500244140625,670.5999755859375,2759670
2025-01-31,637.1500244140625,637.1500244140625,648.6500244140625,622.4000244140625,622.4000244140625,3163381
2025-02-01,661.0499877929688,661.0499877929688,669.8499755859375,638.0,644.0,2009141
2025-02-03,625.6500244140625,625.6500244140625,649.6500244140625,616.2999877929688,646.5499877929688,2457939
2025-02-04,642.4500122070312,642.4500122070312,649.4000244140625,624.7000122070312,632.7999877929688,2205683
2025-02-05,701.6500244140625,701.6500244140625,738.5999755859375,645.0,645.0,24809182
2025-02-06,676.9500122070312,676.9500122070312,718.0,671.3499755859375,705.7000122070312,8174010
2025-02-07,674.2999877929688,674.2999877929688,693.6500244140625,668.2999877929688,681.0,3450093
2025-02-10,655.1500244140625,655.1500244140625,676.9000244140625,648.5999755859375,674.8499755859375,1706377
2025-02-11,631.3499755859375,631.3499755859375,655.0,626.5,651.0,1632760
2025-02-12,655.0,655.0,658.9000244140625,602.6500244140625,630.0,4408877
2025-02-13,646.2999877929688,646.2999877929688,665.7000122070312,642.0999755859375,658.0,2033845
2025-02-14,619.75,619.75,648.0,615.25,646.2999877929688,1689304
2025-02-17,614.3499755859375,614.3499755859375,630.5,603.0,617.0,2257720
2025-02-18,615.75,615.75,624.9000244140625,605.0999755859375,615.25,1560063
2025-02-19,613.0999755859375,613.0999755859375,631.25,608.0499877929688,614.0499877929688,1931280
2025-02-20,636.3499755859375,636.3499755859375,643.6500244140625,611.0999755859375,614.0,2760275
2025-02-21,613.4500122070312,613.4500122070312,650.5499877929688,610.1500244140625,632.9500122070312,2396378
2025-02-24,602.2999877929688,602.2999877929688,612.5499877929688,598.25,602.0,1895931
2025-02-25,597.0,597.0,614.9500122070312,590.7999877929688,605.25,1331976
2025-02-27,573.9000244140625,573.9000244140625,602.7999877929688,567.0499877929688,602.7999877929688,1926937
2025-02-28,588.5,588.5,594.0,560.1500244140625,564.0,3413857
2025-03-03,577.4000244140625,577.4000244140625,605.9500122070312,562.2999877929688,595.0499877929688,2147921
2025-03-04,574.8499755859375,574.8499755859375,601.25,567.5499877929688,570.0,2207505
2025-03-05,602.3499755859375,602.3499755859375,610.4500122070312,571.5499877929688,576.5999755859375,2588748
2025-03-06,611.1500244140625,611.1500244140625,619.2000122070312,602.0,609.0,1747575
2025-03-07,605.4500122070312,605.4500122070312,619.7000122070312,603.0,611.0,1474681
2025-03-10,592.75,592.75,616.0,588.5499877929688,606.25,1166229
2025-03-11,591.5,591.5,594.0,568.0,589.0,1100921
2025-03-12,583.4500122070312,583.4500122070312,597.9000244140625,572.4000244140625,593.7000122070312,983256
2025-03-13,576.4000244140625,576.4000244140625,591.9000244140625,575.0,589.0,730505
2025-03-17,578.0999755859375,578.0999755859375,589.3499755859375,575.2999877929688,578.0,1275036
2025-03-18,578.0999755859375,578.0999755859375,578.0999755859375,578.0999755859375,578.0999755859375,0
2025-03-19,627.0499877929688,627.0499877929688,639.8499755859375,610.0,610.0,2105384
2025-03-20,636.25,636.25,641.5,621.5,631.7000122070312,1711453
2025-03-21,637.2999877929688,637.2999877929688,674.9500122070312,622.9500122070312,639.0,4770204
2025-03-24,649.0999755859375,649.0999755859375,657.5999755859375,638.2000122070312,642.0,2120238
2025-03-25,623.25,623.25,655.5,620.2000122070312,654.0,2229994
2025-03-26,612.0999755859375,612.0999755859375,630.75,609.9000244140625,624.7000122070312,1381308
2025-03-27,624.7999877929688,624.7999877929688,631.0999755859375,605.2000122070312,611.0,2586293
2025-03-28,615.3499755859375,615.3499755859375,638.5,612.4000244140625,627.5499877929688,2196511
2025-04-01,602.3499755859375,602.3499755859375,620.5,599.0499877929688,616.9000244140625,1116719
2025-04-02,612.7000122070312,612.7000122070312,614.7000122070312,601.2000122070312,604.9000244140625,1312985
2025-04-03,620.4000244140625,620.4000244140625,628.8499755859375,604.5499877929688,605.9500122070312,1458002
2025-04-04,595.7999877929688,595.7999877929688,619.9500122070312,590.6500244140625,619.9500122070312,1402343
2025-04-07,565.6500244140625,565.6500244140625,577.7999877929688,513.0,513.0,1888258
2025-04-08,586.5999755859375,586.5999755859375,590.9000244140625,574.0,580.0,979562
2025-04-09,575.3499755859375,575.3499755859375,584.9000244140625,565.1500244140625,584.0999755859375,863739
2025-04-11,606.2000122070312,606.2000122070312,609.5,585.5999755859375,597.9500122070312,1256498
2025-04-15,632.0499877929688,632.0499877929688,639.5,615.5,627.9000244140625,1741847
2025-04-16,639.3499755859375,639.3499755859375,651.0,632.0499877929688,635.0,1286387
2025-04-17,653.3499755859375,653.3499755859375,656.4500122070312,631.7999877929688,636.0,1539377
2025-04-21,685.0499877929688,685.0499877929688,694.0,655.2999877929688,655.6500244140625,3407297
2025-04-22,724.4000244140625,724.4000244140625,730.0,681.0,689.0,3758000
2025-04-23,769.0,769.0,775.9500122070312,729.0,729.4500122070312,8292388
2025-04-24,756.0,756.0,777.5999755859375,753.7999877929688,772.25,2544787
2025-04-25,694.9000244140625,694.9000244140625,757.5499877929688,679.2000122070312,756.0,8702136
2025-04-28,677.75,677.75,689.7999877929688,660.0999755859375,681.0,4373181
2025-04-29,673.9000244140625,673.9000244140625,687.75,659.0,682.7000122070312,2118742
2025-04-30,652.75,652.75,673.9500122070312,648.4500122070312,670.0,1501693
