date_,adj close_coromandel.ns,close_coromandel.ns,high_coromandel.ns,low_coromandel.ns,open_coromandel.ns,volume_coromandel.ns
2024-09-11,1685.7242431640625,1697.550048828125,1728.25,1691.8499755859375,1715.1500244140625,340943
2024-09-12,1680.560302734375,1692.3499755859375,1713.4000244140625,1686.75,1710.8499755859375,285152
2024-09-13,1682.59619140625,1694.4000244140625,1709.550048828125,1686.800048828125,1690.199951171875,292163
2024-09-16,1693.2215576171875,1705.0999755859375,1711.949951171875,1651.4000244140625,1694.4000244140625,225407
2024-09-17,1703.20166015625,1715.1500244140625,1743.25,1705.300048828125,1711.0,453158
2024-09-18,1717.9481201171875,1730.0,1741.949951171875,1695.949951171875,1715.1500244140625,510090
2024-09-19,1662.7354736328125,1674.4000244140625,1741.949951171875,1664.0999755859375,1741.0,511170
2024-09-20,1647.5916748046875,1659.1500244140625,1691.199951171875,1606.9000244140625,1691.199951171875,835610
2024-09-23,1660.7989501953125,1672.449951171875,1679.4000244140625,1645.550048828125,1667.9000244140625,471706
2024-09-24,1651.3155517578125,1662.9000244140625,1686.0,1658.6500244140625,1685.949951171875,239688
2024-09-25,1632.7457275390625,1644.199951171875,1669.0,1626.5999755859375,1662.9000244140625,497911
2024-09-26,1622.7657470703125,1634.1500244140625,1657.3499755859375,1612.0,1657.0,404820
2024-09-27,1645.4566650390625,1657.0,1682.0,1627.9000244140625,1634.1500244140625,635096
2024-09-30,1662.9837646484375,1674.6500244140625,1680.9000244140625,1636.0999755859375,1660.8499755859375,515352
2024-10-01,1715.9620361328125,1728.0,1735.0,1675.0,1675.0,536936
2024-10-03,1657.6710205078125,1669.300048828125,1739.4000244140625,1652.050048828125,1728.0,594869
2024-10-04,1608.6151123046875,1619.9000244140625,1677.75,1614.5,1654.0999755859375,165799
2024-10-07,1555.3388671875,1566.25,1638.449951171875,1557.050048828125,1625.0,451674
2024-10-08,1563.183837890625,1574.1500244140625,1586.1500244140625,1545.6500244140625,1561.1500244140625,305749
2024-10-09,1599.330322265625,1610.550048828125,1642.3499755859375,1566.6500244140625,1581.75,618039
2024-10-10,1616.708251953125,1628.050048828125,1647.0,1610.550048828125,1614.5,142809
2024-10-11,1627.5323486328125,1638.949951171875,1643.0,1613.6500244140625,1623.0999755859375,99503
2024-10-14,1614.7718505859375,1626.0999755859375,1649.25,1617.6500244140625,1633.0,76656
2024-10-15,1620.0350341796875,1631.4000244140625,1639.0999755859375,1614.199951171875,1632.25,97546
2024-10-16,1616.7579345703125,1628.0999755859375,1634.5,1600.0,1625.1500244140625,459314
2024-10-17,1580.7109375,1591.800048828125,1628.949951171875,1587.75,1628.949951171875,109127
2024-10-18,1609.8067626953125,1621.0999755859375,1626.25,1570.699951171875,1577.300048828125,119351
2024-10-21,1594.067138671875,1605.25,1628.949951171875,1586.300048828125,1615.0,557751
2024-10-22,1555.5870361328125,1566.5,1616.550048828125,1560.0,1601.449951171875,190552
2024-10-23,1591.4853515625,1602.6500244140625,1621.199951171875,1561.800048828125,1566.5,234632
2024-10-24,1628.37646484375,1639.800048828125,1660.0,1587.050048828125,1611.0999755859375,440808
2024-10-25,1586.71875,1597.8499755859375,1670.0,1560.300048828125,1660.0,807723
2024-10-28,1590.2440185546875,1601.4000244140625,1639.0999755859375,1585.1500244140625,1598.050048828125,262830
2024-10-29,1596.84765625,1608.050048828125,1619.949951171875,1573.050048828125,1609.0,267356
2024-10-30,1634.5333251953125,1646.0,1647.800048828125,1601.6500244140625,1609.0,247414
2024-10-31,1657.0255126953125,1668.6500244140625,1677.199951171875,1636.050048828125,1645.949951171875,384209
2024-11-01,1680.01416015625,1691.800048828125,1694.800048828125,1665.800048828125,1665.800048828125,60942
2024-11-04,1623.1630859375,1634.550048828125,1700.0,1623.0,1700.0,444910
2024-11-05,1657.52197265625,1669.1500244140625,1673.949951171875,1635.050048828125,1635.1500244140625,345669
2024-11-06,1714.0751953125,1726.0999755859375,1732.75,1668.0999755859375,1672.9000244140625,330133
2024-11-07,1765.56396484375,1777.949951171875,1799.0,1729.0999755859375,1731.0,933392
2024-11-08,1739.7947998046875,1752.0,1784.949951171875,1741.0999755859375,1777.949951171875,298828
2024-11-11,1725.1474609375,1737.25,1760.3499755859375,1706.75,1752.25,359217
2024-11-12,1718.444580078125,1730.5,1756.5999755859375,1720.0,1737.25,344347
2024-11-13,1673.2119140625,1684.949951171875,1730.949951171875,1675.550048828125,1714.800048828125,225860
2024-11-14,1703.9959716796875,1715.949951171875,1725.0,1665.199951171875,1686.550048828125,572592
2024-11-18,1709.110107421875,1721.0999755859375,1743.949951171875,1695.050048828125,1715.0,362721
2024-11-19,1752.3070068359375,1764.5999755859375,1775.699951171875,1724.550048828125,1730.199951171875,231149
2024-11-21,1755.683349609375,1768.0,1790.0999755859375,1735.0,1765.3499755859375,424127
2024-11-22,1793.8653564453125,1806.449951171875,1815.0,1768.0,1768.0,554100
2024-11-25,1782.9420166015625,1795.449951171875,1839.0,1789.0,1825.0,561874
2024-11-26,1755.2861328125,1767.5999755859375,1809.949951171875,1760.050048828125,1809.949951171875,286755
2024-11-27,1746.5474853515625,1758.800048828125,1772.4000244140625,1746.0999755859375,1767.5999755859375,175372
2024-11-28,1743.5186767578125,1755.75,1774.949951171875,1745.4000244140625,1758.800048828125,175365
2024-11-29,1776.5369873046875,1789.0,1800.199951171875,1755.8499755859375,1765.0,382200
2024-12-02,1763.4786376953125,1775.8499755859375,1805.0,1769.550048828125,1798.9000244140625,173353
2024-12-03,1765.1171875,1777.5,1788.0,1758.1500244140625,1785.0,336860
2024-12-04,1745.703369140625,1757.949951171875,1808.949951171875,1750.0,1780.0,398972
2024-12-05,1756.6763916015625,1769.0,1772.0,1746.25,1767.199951171875,537230
2024-12-06,1750.1224365234375,1762.4000244140625,1794.8499755859375,1756.8499755859375,1776.800048828125,306411
2024-12-09,1757.470947265625,1769.800048828125,1772.949951171875,1730.5999755859375,1762.4000244140625,343856
2024-12-10,1767.947265625,1780.3499755859375,1801.1500244140625,1766.0999755859375,1770.0,501681
2024-12-11,1756.5274658203125,1768.8499755859375,1794.8499755859375,1766.949951171875,1787.5999755859375,166651
2024-12-12,1766.20947265625,1778.5999755859375,1794.699951171875,1762.199951171875,1770.8499755859375,467431
2024-12-13,1765.26611328125,1777.6500244140625,1789.5999755859375,1742.8499755859375,1778.9000244140625,221661
2024-12-16,1806.576416015625,1819.25,1824.8499755859375,1756.6500244140625,1770.0,851025
2024-12-17,1804.490966796875,1817.1500244140625,1855.0,1786.5,1825.0,1396764
2024-12-18,1818.095458984375,1830.8499755859375,1881.9000244140625,1806.0,1845.0,1370818
2024-12-19,1832.6434326171875,1845.5,1862.550048828125,1788.0,1805.0,881503
2024-12-20,1826.4866943359375,1839.300048828125,1858.800048828125,1819.5999755859375,1854.300048828125,807363
2024-12-23,1849.7236328125,1862.699951171875,1888.949951171875,1816.1500244140625,1842.050048828125,881011
2024-12-24,1842.4248046875,1855.3499755859375,1876.5,1847.050048828125,1862.699951171875,348224
2024-12-26,1832.1966552734375,1845.050048828125,1861.4000244140625,1818.199951171875,1855.3499755859375,404252
2024-12-27,1833.2889404296875,1846.1500244140625,1864.9000244140625,1835.4000244140625,1845.050048828125,316960
2024-12-30,1855.9300537109375,1868.949951171875,1890.75,1822.6500244140625,1835.1500244140625,669129
2024-12-31,1866.8533935546875,1879.949951171875,1885.0,1841.25,1859.550048828125,522470
2025-01-01,1915.3134765625,1928.75,1934.9000244140625,1875.5999755859375,1893.300048828125,822664
2025-01-02,1942.42333984375,1956.050048828125,1959.550048828125,1900.0,1926.449951171875,379072
2025-01-03,1944.6575927734375,1958.300048828125,1968.800048828125,1940.199951171875,1940.199951171875,253633
2025-01-06,1924.747314453125,1938.25,1977.9000244140625,1931.5,1950.9000244140625,306775
2025-01-07,1934.876220703125,1948.449951171875,1973.25,1940.550048828125,1948.5,359624
2025-01-08,1924.151611328125,1937.6500244140625,1952.3499755859375,1912.699951171875,1938.0,143269
2025-01-09,1938.351806640625,1951.949951171875,1977.699951171875,1927.5,1935.0,329372
2025-01-10,1909.057373046875,1922.449951171875,1955.0,1905.699951171875,1951.5,342073
2025-01-13,1795.4046630859375,1808.0,1903.699951171875,1790.300048828125,1900.0,590809
2025-01-14,1822.5145263671875,1835.300048828125,1843.75,1802.0,1802.0,247856
2025-01-15,1812.435302734375,1825.1500244140625,1849.8499755859375,1802.8499755859375,1835.0,195897
2025-01-16,1862.335205078125,1875.4000244140625,1902.0,1830.050048828125,1831.75,617106
2025-01-17,1861.7889404296875,1874.8499755859375,1890.0,1861.949951171875,1875.4000244140625,322965
2025-01-20,1844.85791015625,1857.800048828125,1878.6500244140625,1827.25,1874.9000244140625,283445
2025-01-21,1831.4022216796875,1844.25,1879.449951171875,1838.0999755859375,1865.0,251105
2025-01-22,1764.32275390625,1776.699951171875,1854.25,1740.0,1846.800048828125,529245
2025-01-23,1835.8211669921875,1848.699951171875,1873.449951171875,1769.3499755859375,1776.699951171875,477047
2025-01-24,1802.4056396484375,1815.050048828125,1870.25,1809.0,1849.0,241092
2025-01-27,1717.8487548828125,1729.9000244140625,1810.0,1706.5999755859375,1800.050048828125,271233
2025-01-28,1701.5133056640625,1713.449951171875,1744.4000244140625,1687.199951171875,1731.9000244140625,152250
2025-01-29,1780.3106689453125,1792.800048828125,1799.949951171875,1705.0,1705.0,261426
2025-01-30,1810.7470703125,1823.449951171875,1845.0,1790.0,1798.0,899678
2025-01-31,1796.9439697265625,1809.550048828125,1837.9000244140625,1802.8499755859375,1834.0,467526
2025-02-01,1777.0335693359375,1789.5,1828.050048828125,1776.5,1824.4000244140625,190134
2025-02-03,1799.078857421875,1811.699951171875,1828.949951171875,1752.25,1793.75,501819
2025-02-04,1865.0660400390625,1878.1500244140625,1883.5999755859375,1812.75,1818.0,709278
2025-02-05,1876.9708251953125,1884.0999755859375,1915.800048828125,1863.0,1885.6500244140625,1009392
2025-02-06,1858.0426025390625,1865.0999755859375,1899.9000244140625,1851.199951171875,1884.0999755859375,733389
2025-02-07,1851.168701171875,1858.199951171875,1879.5,1818.5999755859375,1865.0999755859375,585615
2025-02-10,1844.7930908203125,1851.800048828125,1872.449951171875,1828.3499755859375,1864.800048828125,354109
2025-02-11,1812.71484375,1819.5999755859375,1855.449951171875,1794.550048828125,1851.800048828125,482736
2025-02-12,1833.8843994140625,1840.8499755859375,1912.699951171875,1751.0,1795.9000244140625,1001364
2025-02-13,1844.2451171875,1851.25,1869.550048828125,1835.449951171875,1840.8499755859375,724951
2025-02-14,1745.56982421875,1752.199951171875,1860.449951171875,1739.449951171875,1860.25,289209
2025-02-17,1701.0888671875,1707.550048828125,1744.0,1681.1500244140625,1740.0,344836
2025-02-18,1703.5794677734375,1710.050048828125,1725.4000244140625,1658.5,1718.9000244140625,468103
2025-02-19,1708.1121826171875,1714.5999755859375,1745.0,1693.0999755859375,1712.0999755859375,549094
2025-02-20,1734.4122314453125,1741.0,1750.1500244140625,1704.0,1706.0,426646
2025-02-21,1702.0352783203125,1708.5,1754.8499755859375,1678.550048828125,1746.0,522853
2025-02-24,1663.9798583984375,1670.300048828125,1714.25,1661.4000244140625,1680.0,341304
2025-02-25,1683.206787109375,1689.5999755859375,1758.9000244140625,1610.800048828125,1670.300048828125,1471523
2025-02-27,1663.182861328125,1669.5,1731.550048828125,1617.800048828125,1710.199951171875,783256
2025-02-28,1660.6424560546875,1666.949951171875,1675.75,1623.75,1642.5,690645
2025-03-03,1659.2974853515625,1665.5999755859375,1679.0,1596.0,1664.75,371172
2025-03-04,1605.6014404296875,1611.699951171875,1659.449951171875,1602.199951171875,1656.5999755859375,424886
2025-03-05,1696.6556396484375,1703.0999755859375,1767.949951171875,1596.5,1597.0,2325195
2025-03-06,1726.1436767578125,1732.699951171875,1754.0,1700.1500244140625,1720.0,474985
2025-03-07,1749.6544189453125,1756.300048828125,1772.8499755859375,1735.0,1736.0,366163
2025-03-10,1742.431884765625,1749.050048828125,1784.0,1728.300048828125,1750.0,429888
2025-03-11,1719.9671630859375,1726.5,1740.6500244140625,1699.800048828125,1719.6500244140625,419937
2025-03-12,1755.083740234375,1761.75,1782.0999755859375,1733.699951171875,1740.300048828125,524397
2025-03-13,1790.897705078125,1797.699951171875,1805.0,1738.75,1750.0,646120
2025-03-17,1881.7027587890625,1888.8499755859375,1909.800048828125,1779.75,1799.449951171875,946278
2025-03-18,1881.7027587890625,1888.8499755859375,1888.8499755859375,1888.8499755859375,1888.8499755859375,0
2025-03-19,1971.1131591796875,1978.5999755859375,2014.6500244140625,1936.5999755859375,1960.0,980879
2025-03-20,1975.69580078125,1983.199951171875,2013.0,1969.050048828125,1983.5,653364
