date_,adj close_coromandel.ns,close_coromandel.ns,high_coromandel.ns,low_coromandel.ns,open_coromandel.ns,volume_coromandel.ns
2024-01-16,1175.0755615234375,1187.699951171875,1213.449951171875,1180.25,1205.0999755859375,168541
2024-01-17,1149.7476806640625,1162.0999755859375,1183.1500244140625,1159.0999755859375,1182.0,216312
2024-01-18,1140.447509765625,1152.699951171875,1168.949951171875,1126.5,1157.0999755859375,254243
2024-01-19,1170.128662109375,1182.699951171875,1185.6500244140625,1152.699951171875,1156.050048828125,177261
2024-01-23,1115.8616943359375,1127.8499755859375,1177.3499755859375,1119.8499755859375,1177.3499755859375,292065
2024-01-24,1137.9248046875,1150.1500244140625,1154.9000244140625,1128.25,1130.0,253621
2024-01-25,1116.99951171875,1129.0,1155.0,1125.0,1155.0,229113
2024-01-29,1125.458740234375,1137.550048828125,1146.4000244140625,1128.550048828125,1134.8499755859375,209061
2024-01-30,1039.086669921875,1050.25,1149.9000244140625,1044.050048828125,1149.800048828125,1670646
2024-01-31,1038.7403564453125,1049.9000244140625,1077.0,1034.5999755859375,1055.25,1442725
2024-02-01,1059.1214599609375,1070.5,1076.949951171875,1038.0,1055.949951171875,1619314
2024-02-02,1065.008056640625,1076.449951171875,1087.75,1064.0999755859375,1070.550048828125,548754
2024-02-05,1079.2550048828125,1090.8499755859375,1098.0,1076.449951171875,1077.0,385786
2024-02-06,1097.0635986328125,1108.8499755859375,1112.0,1091.0,1102.449951171875,308539
2024-02-07,1071.983154296875,1083.5,1111.949951171875,1081.699951171875,1110.0,318467
2024-02-08,1063.52392578125,1074.949951171875,1088.9000244140625,1065.0,1087.8499755859375,280684
2024-02-09,1075.9405517578125,1087.5,1092.0,1065.449951171875,1072.5,266059
2024-02-12,1068.42138671875,1079.9000244140625,1095.949951171875,1073.4000244140625,1093.6500244140625,135469
2024-02-13,1088.9508056640625,1100.6500244140625,1103.949951171875,1071.550048828125,1080.0,172792
2024-02-14,1081.2833251953125,1092.9000244140625,1100.0,1082.5999755859375,1100.0,295228
2024-02-15,1092.9083251953125,1104.6500244140625,1111.0,1093.0,1095.0,139567
2024-02-16,1078.1173095703125,1089.699951171875,1110.949951171875,1081.699951171875,1108.0,207389
2024-02-19,1091.226318359375,1102.949951171875,1109.699951171875,1082.0,1089.699951171875,270806
2024-02-20,1083.7568359375,1095.4000244140625,1124.0,1081.5,1112.5999755859375,429406
2024-02-21,1073.912353515625,1085.449951171875,1104.699951171875,1082.0,1100.0,238135
2024-02-22,1086.6258544921875,1098.300048828125,1102.8499755859375,1081.25,1090.0,158278
2024-02-23,1069.757080078125,1081.25,1102.199951171875,1076.0999755859375,1092.0,119791
2024-02-26,1051.255859375,1062.550048828125,1100.0,1055.0999755859375,1093.949951171875,465917
2024-02-27,1028.450927734375,1039.5,1063.800048828125,1024.5999755859375,1062.550048828125,778424
2024-02-28,1037.1573486328125,1048.300048828125,1057.300048828125,1040.0,1040.0,238993
2024-02-29,1064.8101806640625,1076.25,1083.0,1038.8499755859375,1050.0,474424
2024-03-01,1075.89111328125,1087.449951171875,1095.0,1066.1500244140625,1081.9000244140625,407919
2024-03-04,1080.6402587890625,1092.25,1097.699951171875,1076.050048828125,1080.0,225860
2024-03-05,1079.502197265625,1091.0999755859375,1103.0,1075.300048828125,1095.0,634824
2024-03-06,1087.0216064453125,1098.699951171875,1101.449951171875,1076.0,1091.949951171875,154816
2024-03-07,1102.703125,1114.550048828125,1123.0,1101.800048828125,1104.9000244140625,558623
2024-03-11,1107.3531494140625,1119.25,1130.0999755859375,1104.050048828125,1122.0,532858
2024-03-12,1105.968017578125,1117.8499755859375,1123.449951171875,1107.199951171875,1119.949951171875,467672
2024-03-13,1065.3048095703125,1076.75,1123.6500244140625,1067.800048828125,1115.4000244140625,358551
2024-03-14,1074.3577880859375,1085.9000244140625,1095.6500244140625,1054.800048828125,1074.0,538865
2024-03-15,1063.425048828125,1074.8499755859375,1110.0,1059.75,1090.25,1215774
2024-03-18,1057.3900146484375,1068.75,1079.0,1055.5,1079.0,185084
2024-03-19,1043.588134765625,1054.800048828125,1069.5999755859375,1049.300048828125,1062.3499755859375,594754
2024-03-20,1042.945068359375,1054.1500244140625,1058.550048828125,1036.75,1050.0,295678
2024-03-21,1054.6690673828125,1066.0,1070.449951171875,1059.0,1064.75,703368
2024-03-22,1054.125,1065.449951171875,1076.0,1055.199951171875,1063.949951171875,896943
2024-03-26,1051.4041748046875,1062.699951171875,1068.0,1040.0,1064.5,457979
2024-03-27,1061.347412109375,1072.75,1077.449951171875,1060.050048828125,1062.699951171875,900124
2024-03-28,1063.6229248046875,1075.050048828125,1085.0,1061.0,1072.75,373298
2024-04-01,1102.6041259765625,1114.449951171875,1121.800048828125,1075.050048828125,1084.25,359468
2024-04-02,1121.2537841796875,1133.300048828125,1135.0,1110.6500244140625,1118.0,324900
2024-04-03,1132.6317138671875,1144.800048828125,1148.300048828125,1118.550048828125,1137.050048828125,420752
2024-04-04,1132.87890625,1145.050048828125,1154.0,1131.550048828125,1145.0,325105
2024-04-05,1149.0550537109375,1161.4000244140625,1163.0,1141.800048828125,1144.949951171875,520510
2024-04-08,1142.2779541015625,1154.550048828125,1166.9000244140625,1141.5999755859375,1165.0,181426
2024-04-09,1135.6986083984375,1147.9000244140625,1168.75,1144.199951171875,1156.9000244140625,164829
2024-04-10,1151.3306884765625,1163.699951171875,1173.75,1146.050048828125,1147.949951171875,204000
2024-04-12,1142.9210205078125,1155.199951171875,1179.449951171875,1149.300048828125,1164.949951171875,223901
2024-04-15,1121.8475341796875,1133.9000244140625,1152.550048828125,1122.5999755859375,1142.0,193241
2024-04-16,1124.9639892578125,1137.050048828125,1141.300048828125,1120.0,1131.4000244140625,613602
2024-04-18,1107.9962158203125,1119.9000244140625,1152.949951171875,1116.550048828125,1137.050048828125,531405
2024-04-19,1109.5296630859375,1121.449951171875,1125.75,1092.550048828125,1101.0999755859375,312229
2024-04-22,1082.1737060546875,1093.800048828125,1134.0,1090.300048828125,1124.199951171875,532890
2024-04-23,1088.3572998046875,1100.050048828125,1109.5,1079.0999755859375,1097.949951171875,257294
2024-04-24,1076.18798828125,1087.75,1110.199951171875,1085.0,1105.800048828125,513398
2024-04-25,1100.130615234375,1111.949951171875,1141.949951171875,1071.9000244140625,1095.4000244140625,996110
2024-04-26,1171.9095458984375,1184.5,1199.0,1108.300048828125,1111.9000244140625,2181682
2024-04-29,1191.1527099609375,1203.949951171875,1211.4000244140625,1174.050048828125,1192.8499755859375,467052
2024-04-30,1195.011474609375,1207.8499755859375,1211.25,1186.199951171875,1208.949951171875,409939
2024-05-02,1195.9512939453125,1208.800048828125,1217.3499755859375,1196.550048828125,1207.8499755859375,254334
2024-05-03,1195.2586669921875,1208.0999755859375,1215.0,1196.0,1212.0,250533
2024-05-06,1209.40673828125,1222.4000244140625,1229.449951171875,1193.050048828125,1209.800048828125,339469
2024-05-07,1188.2342529296875,1201.0,1228.5999755859375,1181.050048828125,1226.0,255290
2024-05-08,1198.9688720703125,1211.8499755859375,1217.199951171875,1188.949951171875,1197.050048828125,130011
2024-05-09,1170.9697265625,1183.550048828125,1216.050048828125,1177.4000244140625,1213.25,321293
2024-05-10,1168.4962158203125,1181.050048828125,1197.4000244140625,1170.0,1183.25,213447
2024-05-13,1191.1033935546875,1203.9000244140625,1209.5,1174.0,1182.0,366142
2024-05-14,1219.003662109375,1232.0999755859375,1239.800048828125,1195.8499755859375,1213.0,317367
2024-05-15,1222.3179931640625,1235.449951171875,1242.8499755859375,1223.199951171875,1239.0,277176
2024-05-16,1235.4271240234375,1248.699951171875,1250.0,1231.300048828125,1235.449951171875,161486
2024-05-17,1246.804931640625,1260.199951171875,1262.949951171875,1244.0,1251.0,335309
2024-05-21,1227.561767578125,1240.75,1257.0,1226.050048828125,1255.9000244140625,255905
2024-05-22,1226.5228271484375,1239.699951171875,1242.4000244140625,1224.050048828125,1240.0,159853
2024-05-23,1219.003662109375,1232.0999755859375,1249.0,1224.0999755859375,1239.699951171875,121620
2024-05-24,1240.02783203125,1253.3499755859375,1273.949951171875,1225.4000244140625,1232.25,722444
2024-05-27,1233.2010498046875,1246.449951171875,1264.0,1241.0999755859375,1253.3499755859375,185319
2024-05-28,1277.37646484375,1291.0999755859375,1299.3499755859375,1250.0999755859375,1256.0,1073528
2024-05-29,1274.1610107421875,1287.8499755859375,1298.0,1274.050048828125,1298.0,594838
2024-05-30,1286.3797607421875,1300.199951171875,1310.0,1266.550048828125,1284.9000244140625,646063
2024-05-31,1293.4044189453125,1307.300048828125,1313.9000244140625,1292.4000244140625,1307.300048828125,474230
2024-06-03,1326.9935302734375,1341.25,1346.4000244140625,1302.9000244140625,1330.0,610996
2024-06-04,1291.128662109375,1305.0,1340.9000244140625,1245.550048828125,1340.9000244140625,981300
2024-06-05,1355.239990234375,1369.800048828125,1384.75,1292.050048828125,1311.9000244140625,581495
2024-06-06,1372.6529541015625,1387.4000244140625,1395.0,1359.550048828125,1370.800048828125,565986
2024-06-07,1377.3028564453125,1392.0999755859375,1410.0,1382.8499755859375,1405.0,692105
2024-06-10,1424.19921875,1439.5,1450.0999755859375,1387.0,1405.0,786180
2024-06-11,1450.763671875,1466.3499755859375,1483.0999755859375,1435.550048828125,1442.949951171875,638822
2024-06-12,1459.2723388671875,1474.949951171875,1490.0,1450.050048828125,1465.050048828125,452009
2024-06-13,1482.423583984375,1498.3499755859375,1505.9000244140625,1471.050048828125,1475.949951171875,406115
2024-06-14,1492.7625732421875,1508.800048828125,1534.75,1482.0999755859375,1493.0,581505
2024-06-18,1513.8856201171875,1530.1500244140625,1542.300048828125,1490.550048828125,1508.800048828125,742181
2024-06-19,1556.3790283203125,1573.0999755859375,1594.9000244140625,1545.0,1545.0,1250531
2024-06-20,1626.32763671875,1643.800048828125,1688.449951171875,1554.300048828125,1576.0,2668159
2024-06-21,1533.4256591796875,1549.9000244140625,1640.0,1544.0,1640.0,1218564
2024-06-24,1515.5675048828125,1531.8499755859375,1551.949951171875,1493.3499755859375,1515.0999755859375,804153
2024-06-25,1509.1365966796875,1525.3499755859375,1555.0,1517.0,1540.0,395928
2024-06-26,1543.3687744140625,1559.949951171875,1576.449951171875,1521.0,1527.449951171875,746570
2024-06-27,1545.149658203125,1561.75,1590.0,1529.050048828125,1560.0,495746
2024-06-28,1583.8341064453125,1600.8499755859375,1614.0,1555.75,1561.25,523177
2024-07-01,1580.2227783203125,1597.199951171875,1608.949951171875,1580.0,1596.9000244140625,271474
2024-07-02,1553.7078857421875,1570.4000244140625,1605.050048828125,1562.050048828125,1597.949951171875,226592
2024-07-03,1566.7674560546875,1583.5999755859375,1590.449951171875,1568.5,1579.949951171875,173456
2024-07-04,1562.760498046875,1579.550048828125,1598.449951171875,1567.199951171875,1592.0,154335
2024-07-05,1575.8201904296875,1592.75,1596.4000244140625,1565.5999755859375,1579.550048828125,152813
2024-07-08,1598.57568359375,1615.75,1637.5,1582.300048828125,1599.0,581775
2024-07-09,1593.5299072265625,1610.6500244140625,1638.800048828125,1602.0,1625.0,427044
2024-07-10,1594.7171630859375,1611.8499755859375,1625.0,1571.5,1610.6500244140625,380664
2024-07-11,1586.1097412109375,1603.1500244140625,1621.9000244140625,1595.0,1611.0,217731
2024-07-12,1584.971923828125,1602.0,1631.75,1597.449951171875,1600.9000244140625,208668
2024-07-15,1580.61865234375,1597.5999755859375,1622.6500244140625,1590.3499755859375,1602.0999755859375,376336
2024-07-16,1567.1632080078125,1584.0,1610.0,1575.5,1600.699951171875,256219
2024-07-18,1576.3148193359375,1593.25,1603.0,1576.550048828125,1591.5,447469
2024-07-19,1578.4420166015625,1595.4000244140625,1608.949951171875,1558.199951171875,1601.050048828125,479563
2024-07-22,1595.0633544921875,1612.199951171875,1644.949951171875,1499.699951171875,1595.4000244140625,970889
2024-07-23,1567.5093994140625,1584.3499755859375,1630.0,1534.4000244140625,1630.0,848432
2024-07-24,1613.564697265625,1630.9000244140625,1637.8499755859375,1580.25,1582.550048828125,707817
2024-07-25,1609.35986328125,1626.6500244140625,1646.4000244140625,1596.050048828125,1619.050048828125,768044
2024-07-26,1613.381591796875,1624.699951171875,1644.3499755859375,1602.0,1620.0,373711
2024-07-29,1668.34619140625,1680.050048828125,1688.699951171875,1632.199951171875,1632.199951171875,859587
2024-07-30,1648.7337646484375,1660.300048828125,1694.4000244140625,1653.0,1680.050048828125,313903
2024-07-31,1650.4217529296875,1662.0,1682.050048828125,1649.0999755859375,1666.050048828125,267713
2024-08-01,1622.31884765625,1633.699951171875,1668.1500244140625,1622.25,1666.0,175760
2024-08-02,1627.5323486328125,1638.949951171875,1649.0999755859375,1605.0,1620.0,200833
2024-08-05,1602.35888671875,1613.5999755859375,1634.0,1585.550048828125,1610.0,417897
2024-08-06,1596.9468994140625,1608.1500244140625,1659.9000244140625,1601.1500244140625,1614.75,457049
2024-08-07,1614.523681640625,1625.8499755859375,1651.949951171875,1586.050048828125,1613.449951171875,1184519
2024-08-08,1629.3695068359375,1640.800048828125,1694.25,1608.0,1608.0,1346743
2024-08-09,1681.90087890625,1693.699951171875,1704.0,1639.0,1639.0,1325045
2024-08-12,1721.969970703125,1734.050048828125,1764.4000244140625,1706.0,1709.0,1141141
2024-08-13,1704.9393310546875,1716.9000244140625,1739.449951171875,1705.3499755859375,1737.0,284601
2024-08-14,1675.7442626953125,1687.5,1730.6500244140625,1673.550048828125,1725.0,365288
2024-08-16,1747.4908447265625,1759.75,1780.0,1690.0,1692.8499755859375,693778
2024-08-19,1728.7225341796875,1740.8499755859375,1773.949951171875,1713.3499755859375,1773.949951171875,439781
2024-08-20,1737.312255859375,1749.5,1757.5,1715.0,1743.6500244140625,341506
2024-08-21,1749.675537109375,1761.949951171875,1784.5999755859375,1735.0999755859375,1745.0,515976
2024-08-22,1769.1390380859375,1781.550048828125,1789.0,1762.199951171875,1767.0,495949
2024-08-23,1736.3192138671875,1748.5,1780.5,1745.25,1779.0,226283
2024-08-26,1741.4830322265625,1753.699951171875,1766.449951171875,1746.1500244140625,1748.5,228484
2024-08-27,1730.4603271484375,1742.5999755859375,1768.5,1740.0,1757.0,379612
2024-08-28,1723.8565673828125,1735.949951171875,1754.75,1726.0,1740.0,289715
2024-08-29,1712.833984375,1724.8499755859375,1741.4000244140625,1706.050048828125,1737.0,380265
2024-08-30,1746.0013427734375,1758.25,1773.75,1728.0,1733.800048828125,315808
2024-09-02,1731.2049560546875,1743.3499755859375,1773.550048828125,1738.6500244140625,1758.25,278397
2024-09-03,1720.1326904296875,1732.199951171875,1765.4000244140625,1728.5999755859375,1746.800048828125,393536
2024-09-04,1711.5926513671875,1723.5999755859375,1739.5,1705.5,1725.0,339834
2024-09-05,1708.1170654296875,1720.0999755859375,1737.3499755859375,1718.0,1732.699951171875,182090
2024-09-06,1679.36865234375,1691.1500244140625,1725.0,1681.0,1711.050048828125,259034
2024-09-09,1695.05859375,1706.949951171875,1711.949951171875,1667.050048828125,1688.0,168857
2024-09-10,1694.4627685546875,1706.3499755859375,1726.5999755859375,1700.8499755859375,1712.1500244140625,231811
