date_,adj close_jwl.ns,close_jwl.ns,high_jwl.ns,low_jwl.ns,open_jwl.ns,volume_jwl.ns
2024-02-22,378.6134033203125,380.8500061035156,384.20001220703125,369.25,378.0,625309
2024-02-23,382.7886962890625,385.04998779296875,390.0,381.54998779296875,382.70001220703125,547044
2024-02-26,373.841552734375,376.04998779296875,393.0,375.0,386.79998779296875,1152870
2024-02-27,367.9264831542969,370.1000061035156,382.0,366.45001220703125,378.0,546930
2024-02-28,353.3625793457031,355.45001220703125,373.1000061035156,353.0,370.04998779296875,689090
2024-02-29,369.9784851074219,371.8500061035156,375.0,348.1000061035156,355.5,1226902
2024-03-01,365.60064697265625,367.45001220703125,379.54998779296875,365.25,375.70001220703125,409254
2024-03-04,365.4513854980469,367.29998779296875,371.95001220703125,361.25,368.79998779296875,518434
2024-03-05,376.3462829589844,378.25,385.0,365.79998779296875,367.75,1615038
2024-03-06,360.2278137207031,362.04998779296875,379.45001220703125,358.04998779296875,378.25,979845
2024-03-07,368.0382995605469,369.8999938964844,398.0,368.0,398.0,4594745
2024-03-11,361.17303466796875,363.0,376.29998779296875,357.5,373.5,1222648
2024-03-12,338.83599853515625,340.54998779296875,372.0,339.0,370.0,1982186
2024-03-13,306.94732666015625,308.5,345.0,306.5,341.8999938964844,3480618
2024-03-14,337.24407958984375,338.95001220703125,339.3500061035156,300.5,310.95001220703125,1754971
2024-03-15,340.8259582519531,342.54998779296875,355.0,326.6000061035156,335.0,4756050
2024-03-18,341.4229431152344,343.1499938964844,357.0,339.0,346.0,1924307
2024-03-19,337.2938232421875,339.0,346.0,336.70001220703125,343.0,574878
2024-03-20,331.7717590332031,333.45001220703125,345.0,329.8500061035156,338.95001220703125,1109519
2024-03-21,342.41790771484375,344.1499938964844,349.0,342.0,344.0,626899
2024-03-22,353.51177978515625,355.29998779296875,357.20001220703125,344.5,345.0,883582
2024-03-26,363.95892333984375,365.79998779296875,371.3999938964844,352.75,355.29998779296875,1156759
2024-03-27,367.7398376464844,369.6000061035156,372.3999938964844,363.0,367.79998779296875,1176595
2024-03-28,372.2669372558594,374.1499938964844,378.54998779296875,367.54998779296875,370.95001220703125,1093981
2024-04-01,378.8834228515625,380.79998779296875,383.95001220703125,374.1499938964844,377.8999938964844,804839
2024-04-02,384.6542663574219,386.6000061035156,392.0,379.79998779296875,381.3999938964844,937556
2024-04-03,395.89739990234375,397.8999938964844,407.70001220703125,383.0,386.3999938964844,2547162
2024-04-04,386.49493408203125,388.45001220703125,402.6499938964844,386.20001220703125,401.5,799304
2024-04-05,386.6441955566406,388.6000061035156,393.8999938964844,386.25,389.75,681504
2024-04-08,386.4451904296875,388.3999938964844,397.5,387.0,392.5,516585
2024-04-09,377.63970947265625,379.54998779296875,392.0,376.0,390.45001220703125,747637
2024-04-10,375.6995849609375,377.6000061035156,384.54998779296875,376.45001220703125,381.6000061035156,369274
2024-04-12,371.52069091796875,373.3999938964844,381.75,371.29998779296875,376.0,369506
2024-04-15,364.35693359375,366.20001220703125,374.45001220703125,354.8999938964844,354.8999938964844,1068971
2024-04-16,369.4312438964844,371.29998779296875,374.0,357.0,357.0,423755
2024-04-18,374.10760498046875,376.0,385.0,374.1499938964844,375.8999938964844,820485
2024-04-19,368.5357971191406,370.3999938964844,374.20001220703125,363.70001220703125,368.8999938964844,510138
2024-04-22,395.35015869140625,397.3500061035156,398.6000061035156,374.0,374.0,2523193
2024-04-23,385.7487487792969,387.70001220703125,402.0,385.54998779296875,399.79998779296875,1142079
2024-04-24,389.4300842285156,391.3999938964844,397.70001220703125,388.8500061035156,390.0,518652
2024-04-25,417.43841552734375,419.54998779296875,442.3999938964844,392.0,393.8999938964844,15169959
2024-04-26,408.8817138671875,410.95001220703125,424.79998779296875,409.0,424.79998779296875,1759122
2024-04-29,405.7475280761719,407.79998779296875,414.79998779296875,404.04998779296875,410.95001220703125,1109879
2024-04-30,406.3943176269531,408.45001220703125,425.0,406.3500061035156,409.0,1396227
2024-05-02,410.92138671875,413.0,419.70001220703125,410.0,410.79998779296875,1045235
2024-05-03,404.702880859375,406.75,418.79998779296875,396.8500061035156,415.75,1196072
2024-05-06,399.0812683105469,401.1000061035156,410.6000061035156,390.45001220703125,409.8999938964844,1213526
2024-05-07,403.1606750488281,405.20001220703125,414.8999938964844,392.45001220703125,404.79998779296875,2104513
2024-05-08,406.1952819824219,408.25,424.0,403.70001220703125,414.6499938964844,2784828
2024-05-09,418.1349182128906,420.25,448.8500061035156,410.0,411.0,16482570
2024-05-10,486.09112548828125,488.54998779296875,497.8999938964844,428.95001220703125,430.6499938964844,26291274
2024-05-13,481.0168151855469,483.45001220703125,507.0,470.1499938964844,490.0,9785283
2024-05-14,487.5835876464844,490.04998779296875,520.7999877929688,483.45001220703125,487.95001220703125,6799214
2024-05-15,510.1195983886719,512.7000122070312,523.0,494.0,498.0,5009781
2024-05-16,510.5673828125,513.1500244140625,526.0,507.75,517.2000122070312,3183831
2024-05-17,525.7406005859375,528.4000244140625,535.0,512.0499877929688,513.9000244140625,2427987
2024-05-21,526.5365600585938,529.2000122070312,542.3499755859375,519.25,521.0,2188309
2024-05-22,553.6494140625,556.4500122070312,566.7999877929688,511.0,535.0,2303378
2024-05-23,534.8942260742188,537.5999755859375,566.7999877929688,534.0,558.6500244140625,1986203
2024-05-24,522.5567016601562,525.2000122070312,547.0,516.6500244140625,539.3499755859375,1195745
2024-05-27,561.6588745117188,564.5,577.8499755859375,527.5,528.4500122070312,4587238
2024-05-28,549.37109375,552.1500244140625,574.2999877929688,546.4500122070312,571.9000244140625,2574486
2024-05-29,563.49951171875,566.3499755859375,579.5,538.0999755859375,546.0999755859375,3280685
2024-05-30,566.9321899414062,569.7999877929688,594.0,566.6500244140625,570.7999877929688,4078301
2024-05-31,599.169189453125,602.2000122070312,615.0,553.0499877929688,574.5,5511309
2024-06-03,643.9426879882812,647.2000122070312,683.4500122070312,634.2000122070312,665.0499877929688,5089149
2024-06-04,522.2581787109375,524.9000244140625,645.0,517.7999877929688,645.0,7096578
2024-06-05,539.2721557617188,542.0,548.5,446.45001220703125,526.0,5881942
2024-06-06,574.294921875,577.2000122070312,613.25,562.2999877929688,565.0499877929688,6339354
2024-06-07,589.0701904296875,592.0499877929688,596.7999877929688,567.2000122070312,581.0,2303085
2024-06-10,618.4216918945312,621.5499877929688,626.0,593.1500244140625,596.5,3774649
2024-06-11,655.1361083984375,658.4500122070312,682.9000244140625,633.0,633.0,8037234
2024-06-12,691.402587890625,694.9000244140625,708.7999877929688,648.3499755859375,661.5999755859375,8555152
2024-06-13,696.4769287109375,700.0,727.8499755859375,686.5499877929688,702.7000122070312,6442507
2024-06-14,686.278564453125,689.75,711.0,681.0,699.8499755859375,2736332
2024-06-18,686.87548828125,690.3499755859375,704.0,675.2000122070312,693.25,2344200
2024-06-19,671.0057983398438,674.4000244140625,693.8499755859375,658.2999877929688,693.8499755859375,1566547
2024-06-20,688.7161865234375,692.2000122070312,700.4000244140625,662.0999755859375,675.0,2934576
2024-06-21,692.4473266601562,695.9500122070312,709.25,692.2000122070312,695.7999877929688,2143081
2024-06-24,677.9207763671875,681.3499755859375,697.7999877929688,678.0,693.9000244140625,1452696
2024-06-25,653.1460571289062,656.4500122070312,686.0999755859375,652.0,684.2999877929688,6023446
2024-06-26,674.7369384765625,678.1500244140625,685.0,661.7999877929688,662.0,1517206
2024-06-27,678.2192993164062,681.6500244140625,691.8499755859375,667.2000122070312,680.0,1918037
2024-06-28,685.781005859375,689.25,695.0,672.0,683.7999877929688,1522308
2024-07-01,688.4674072265625,691.9500122070312,706.0,686.5999755859375,692.7000122070312,1197407
2024-07-02,678.716796875,682.1500244140625,701.9000244140625,675.0,694.0,966441
2024-07-03,689.6116333007812,693.0999755859375,704.0,678.4000244140625,686.0499877929688,1613216
2024-07-04,717.5701904296875,721.2000122070312,736.7000122070312,689.0,696.5999755859375,4360589
2024-07-05,726.325927734375,730.0,748.0999755859375,716.0,725.0,3528796
2024-07-08,720.0079345703125,723.6500244140625,745.75,706.0499877929688,736.5999755859375,2924588
2024-07-09,696.42724609375,699.9500122070312,719.0,694.3499755859375,718.7000122070312,2379384
2024-07-10,684.3880615234375,687.8499755859375,707.8499755859375,664.8499755859375,704.9500122070312,2039697
2024-07-11,685.8804931640625,689.3499755859375,700.0,680.7000122070312,689.0,1096487
2024-07-12,692.4970703125,696.0,714.5,686.2000122070312,689.0,1741517
2024-07-15,698.6658935546875,702.2000122070312,727.7000122070312,698.0,701.7999877929688,1923476
2024-07-16,658.7179565429688,662.0499877929688,671.1500244140625,657.0999755859375,665.0,4933287
2024-07-18,637.8236083984375,641.0499877929688,666.0999755859375,635.1500244140625,665.4000244140625,1721568
2024-07-19,616.5313720703125,619.6500244140625,639.3499755859375,598.0499877929688,638.9500122070312,2418397
2024-07-22,638.7190551757812,641.9500122070312,645.0,603.0499877929688,605.0,1633364
2024-07-23,617.6257934570312,620.75,649.0,581.0499877929688,647.7000122070312,3007494
2024-07-24,642.7487182617188,646.0,649.8499755859375,618.9000244140625,621.5999755859375,1377144
2024-07-25,623.695068359375,626.8499755859375,645.9000244140625,624.0999755859375,630.0,1260592
2024-07-26,613.8946533203125,617.0,644.9500122070312,615.7999877929688,632.0499877929688,1631581
2024-07-29,621.9041137695312,625.0499877929688,629.0,611.9000244140625,623.7000122070312,1657361
2024-07-30,611.4569702148438,614.5499877929688,631.9500122070312,613.0,631.9500122070312,817127
2024-07-31,606.2333984375,609.2999877929688,621.0,608.0,615.0499877929688,630652
2024-08-01,596.7314453125,599.75,613.2000122070312,598.0,610.0,750186
2024-08-02,608.2233276367188,611.2999877929688,617.5999755859375,582.5999755859375,585.0,1541256
2024-08-05,570.8125610351562,573.7000122070312,592.9500122070312,562.5999755859375,563.0,1625145
2024-08-06,549.4208374023438,552.2000122070312,595.0,548.4500122070312,576.0499877929688,1236655
2024-08-07,559.9674072265625,562.7999877929688,569.7999877929688,549.0499877929688,566.0,664201
2024-08-08,552.554931640625,555.3499755859375,572.9500122070312,552.0,569.0,703465
2024-08-09,552.7539672851562,555.5499877929688,564.25,550.0499877929688,561.0,831721
2024-08-12,565.6387939453125,568.5,581.9000244140625,549.4500122070312,559.0999755859375,1235674
2024-08-13,554.5946655273438,557.4000244140625,577.9000244140625,554.25,575.0,562727
2024-08-14,548.6248779296875,551.4000244140625,559.1500244140625,544.0999755859375,559.0,481160
2024-08-16,546.3363647460938,549.0999755859375,562.0,547.2000122070312,556.0999755859375,615556
2024-08-19,531.2129516601562,533.9000244140625,552.9000244140625,528.75,550.0,1499508
2024-08-20,539.3218994140625,542.0499877929688,549.5999755859375,532.5999755859375,534.1500244140625,865964
2024-08-21,565.34033203125,568.2000122070312,570.9000244140625,539.0,541.0999755859375,1859594
2024-08-22,552.8037109375,555.5999755859375,578.0,551.0999755859375,571.9000244140625,1196822
2024-08-23,552.3062133789062,555.0999755859375,559.7000122070312,551.25,557.9500122070312,529871
2024-08-26,540.963623046875,543.7000122070312,560.9500122070312,540.7999877929688,558.2999877929688,968473
2024-08-27,555.9378662109375,558.75,563.7000122070312,545.0,546.0499877929688,699983
2024-08-28,559.8182983398438,562.6500244140625,568.0,558.2000122070312,560.9000244140625,554856
2024-08-29,555.639404296875,558.4500122070312,572.4000244140625,552.75,562.0499877929688,1080739
2024-08-30,572.7528076171875,575.6500244140625,579.4000244140625,560.5,561.7000122070312,1529287
2024-09-02,552.9032592773438,555.7000122070312,577.4500122070312,548.9000244140625,575.0,812906
2024-09-03,544.396240234375,547.1500244140625,559.7000122070312,544.0,555.7000122070312,629297
2024-09-04,553.5001831054688,556.2999877929688,559.0,540.1500244140625,542.0499877929688,462840
2024-09-05,548.4231567382812,550.9000244140625,559.5,550.0,556.2999877929688,351684
2024-09-06,544.6900024414062,547.1500244140625,560.0,546.0,553.2000122070312,478610
2024-09-09,506.2137145996094,508.5,539.6500244140625,507.45001220703125,530.7999877929688,2025371
2024-09-10,508.80206298828125,511.1000061035156,516.0,489.6000061035156,511.29998779296875,1638483
2024-09-11,521.4448852539062,523.7999877929688,528.7000122070312,508.0,511.1000061035156,988249
2024-09-12,522.1417846679688,524.5,533.7999877929688,518.6500244140625,526.7999877929688,664012
2024-09-13,556.685791015625,559.2000122070312,568.0,525.8499755859375,528.1500244140625,2127280
2024-09-16,542.748779296875,545.2000122070312,568.0999755859375,542.0999755859375,563.2000122070312,910290
2024-09-17,530.0560913085938,532.4500122070312,553.5,521.4500122070312,548.7999877929688,1821621
2024-09-18,531.897705078125,534.2999877929688,546.7999877929688,527.0,534.0,991273
2024-09-19,515.2230224609375,517.5499877929688,541.0,511.0,536.4500122070312,1101939
2024-09-20,526.8206787109375,529.2000122070312,547.2999877929688,518.2999877929688,520.0,1699655
2024-09-23,536.974853515625,539.4000244140625,541.5,530.6500244140625,534.0,754471
2024-09-24,521.3951416015625,523.75,542.0,522.0,542.0,721221
2024-09-25,529.060546875,531.4500122070312,536.4500122070312,516.4500122070312,523.75,906591
2024-09-26,519.7525634765625,522.0999755859375,534.0999755859375,518.25,532.0,589738
2024-09-27,516.5172119140625,518.8499755859375,523.6500244140625,516.0,523.0,573867
2024-09-30,510.79302978515625,513.0999755859375,517.1500244140625,507.25,515.0,593653
2024-10-01,512.0374145507812,514.3499755859375,522.0499877929688,511.54998779296875,517.3499755859375,520553
2024-10-03,494.9147644042969,497.1499938964844,510.6499938964844,494.29998779296875,503.0,883503
2024-10-04,489.0412902832031,491.25,506.95001220703125,483.8500061035156,499.04998779296875,1180962
2024-10-07,467.6441650390625,468.79998779296875,495.0,460.0,486.0,1770599
2024-10-08,490.58746337890625,491.79998779296875,494.6499938964844,456.45001220703125,460.5,886562
2024-10-09,498.9667663574219,500.20001220703125,507.79998779296875,493.0,494.70001220703125,630532
2024-10-10,500.06402587890625,501.29998779296875,509.8999938964844,492.1499938964844,502.95001220703125,632894
2024-10-11,504.5030822753906,505.75,519.4000244140625,494.8999938964844,499.95001220703125,759058
2024-10-14,520.5633544921875,521.8499755859375,526.6500244140625,506.20001220703125,509.0,1333603
2024-10-15,516.722900390625,518.0,529.4500122070312,515.5,526.5,694289
2024-10-16,513.8799438476562,515.1500244140625,524.4500122070312,510.6000061035156,518.0,625158
2024-10-17,521.5609130859375,522.8499755859375,537.2999877929688,514.3499755859375,516.0,1950095
2024-10-18,522.109619140625,523.4000244140625,525.7000122070312,505.54998779296875,520.0499877929688,586072
2024-10-21,510.2388916015625,511.5,525.6500244140625,505.1000061035156,525.0,583254
2024-10-22,466.99578857421875,468.1499938964844,513.7000122070312,464.04998779296875,512.0,2249079
2024-10-23,483.65460205078125,484.8500061035156,489.5,462.20001220703125,473.6000061035156,1022677
2024-10-24,474.17803955078125,475.3500061035156,488.25,473.0,486.0,624469
2024-10-25,457.12017822265625,458.25,477.75,452.1000061035156,476.95001220703125,984927
2024-10-28,466.8960266113281,468.04998779296875,474.6000061035156,450.04998779296875,455.0,667012
2024-10-29,465.0007019042969,466.1499938964844,476.70001220703125,459.04998779296875,469.29998779296875,554131
2024-10-30,485.4501647949219,486.6499938964844,499.0,464.1499938964844,467.70001220703125,1315240
2024-10-31,514.4784545898438,515.75,522.0,490.0,492.8500061035156,5234731
2024-11-01,521.3614501953125,522.6500244140625,526.5,518.0499877929688,518.0499877929688,410057
2024-11-04,499.61517333984375,500.8500061035156,525.4500122070312,498.04998779296875,524.4000244140625,1218970
2024-11-05,495.5252685546875,496.75,507.8999938964844,491.1000061035156,503.20001220703125,1138688
2024-11-06,512.9322509765625,514.2000122070312,516.9500122070312,499.0,499.0,816330
2024-11-07,508.84234619140625,510.1000061035156,522.2999877929688,508.04998779296875,514.0,717375
2024-11-08,492.732177734375,493.95001220703125,513.0,486.20001220703125,513.0,965724
2024-11-11,469.240234375,470.3999938964844,479.70001220703125,465.5,470.0,1242656
2024-11-12,455.9231262207031,457.04998779296875,482.29998779296875,455.8999938964844,475.70001220703125,712436
2024-11-13,438.6159362792969,439.70001220703125,473.3999938964844,437.8500061035156,458.0,2699910
2024-11-14,435.12457275390625,436.20001220703125,454.0,434.04998779296875,441.0,968071
2024-11-18,435.3240661621094,436.3999938964844,440.0,425.20001220703125,436.25,695005
2024-11-19,439.71319580078125,440.79998779296875,453.79998779296875,436.54998779296875,440.0,685036
2024-11-21,425.7477111816406,426.79998779296875,442.45001220703125,425.5,440.0,610543
2024-11-22,423.55316162109375,424.6000061035156,433.54998779296875,422.29998779296875,431.3500061035156,808742
2024-11-25,455.9231262207031,457.04998779296875,460.0,436.1499938964844,444.79998779296875,1674275
2024-11-26,455.1251220703125,456.25,464.79998779296875,454.04998779296875,464.79998779296875,567578
2024-11-27,470.98590087890625,472.1499938964844,474.20001220703125,454.6499938964844,458.6499938964844,764567
2024-11-28,492.4827880859375,493.70001220703125,500.8500061035156,471.45001220703125,475.0,2267168
2024-11-29,489.5400695800781,490.75,496.95001220703125,483.25,494.3999938964844,597762
2024-12-02,495.57513427734375,496.79998779296875,502.79998779296875,486.1000061035156,491.0,962697
2024-12-03,488.692138671875,489.8999938964844,503.29998779296875,488.75,497.8999938964844,638685
2024-12-04,492.53265380859375,493.75,511.95001220703125,489.29998779296875,492.3500061035156,1517419
2024-12-05,483.5050048828125,484.70001220703125,498.6000061035156,481.6000061035156,494.8999938964844,1091348
2024-12-06,491.8343811035156,493.04998779296875,495.8999938964844,483.20001220703125,486.8999938964844,833651
2024-12-09,501.1114807128906,502.3500061035156,506.20001220703125,493.8500061035156,496.04998779296875,1014705
2024-12-10,495.774658203125,497.0,504.79998779296875,489.04998779296875,504.04998779296875,683865
2024-12-11,550.9382934570312,552.2999877929688,565.9500122070312,496.70001220703125,498.70001220703125,31895817
2024-12-12,559.7166137695312,561.0999755859375,588.0,555.0999755859375,570.0,19140115
2024-12-13,554.08056640625,555.4500122070312,562.2999877929688,538.0,560.0,3756338
2024-12-16,556.1753540039062,557.5499877929688,571.5,553.1500244140625,556.9500122070312,2334451
2024-12-17,545.9506225585938,547.2999877929688,562.25,545.0499877929688,560.0,1168669
2024-12-18,528.8429565429688,530.1500244140625,549.7000122070312,527.5999755859375,549.5499877929688,1192236
2024-12-19,534.828125,536.1500244140625,544.0,512.75,513.0,1334334
2024-12-20,539.4666748046875,540.7999877929688,548.5,516.75,538.0,1670223
2024-12-23,526.1495971679688,527.4500122070312,544.7999877929688,521.2999877929688,542.0,945655
2024-12-24,518.3189086914062,519.5999755859375,532.9000244140625,515.25,527.4500122070312,697905
2024-12-26,508.5929870605469,509.8500061035156,524.5499877929688,508.0,519.5999755859375,535185
2024-12-27,503.4057922363281,504.6499938964844,519.1500244140625,500.0,511.8999938964844,567215
2024-12-30,484.5025329589844,485.70001220703125,511.5,482.1000061035156,505.3999938964844,1002629
2024-12-31,499.7149353027344,500.95001220703125,511.0,485.54998779296875,486.75,1636170
2025-01-01,505.79986572265625,507.04998779296875,509.0,499.70001220703125,504.5,653183
2025-01-02,505.5006103515625,506.75,510.3500061035156,501.04998779296875,509.3999938964844,717297
2025-01-03,508.1939697265625,509.45001220703125,524.3499755859375,506.75,506.75,1403491
2025-01-06,476.7716369628906,477.95001220703125,511.0,475.54998779296875,511.0,1729763
2025-01-07,487.3953552246094,488.6000061035156,494.0,478.3999938964844,478.95001220703125,983747
2025-01-08,479.8140869140625,481.0,490.0,475.1000061035156,489.0,836094
2025-01-09,467.1952819824219,468.3500061035156,482.04998779296875,466.1499938964844,481.0,642827
2025-01-10,447.7433776855469,448.8500061035156,469.8999938964844,444.3500061035156,469.1000061035156,1047265
2025-01-13,421.4583435058594,422.5,447.95001220703125,420.0,438.54998779296875,1244095
2025-01-14,440.11224365234375,441.20001220703125,444.0,424.0,430.04998779296875,1049954
2025-01-15,432.0820617675781,433.1499938964844,450.45001220703125,430.0,446.8999938964844,821458
2025-01-16,493.53021240234375,494.75,514.4000244140625,438.0,438.0,26285753
2025-01-17,488.343017578125,489.54998779296875,497.8999938964844,479.25,484.79998779296875,4786265
2025-01-20,501.7598571777344,503.0,522.0,483.0,490.0,6682001
2025-01-21,483.8042297363281,485.0,503.79998779296875,480.70001220703125,502.70001220703125,1499948
2025-01-22,472.3824462890625,473.54998779296875,484.0,459.0,484.0,1484663
2025-01-23,473.33013916015625,474.5,485.8999938964844,468.1000061035156,473.5,927092
2025-01-24,421.4084777832031,422.45001220703125,478.5,410.5,474.5,7844885
2025-01-27,401.3580322265625,402.3500061035156,420.45001220703125,395.1499938964844,420.3500061035156,3131227
2025-01-28,394.7742919921875,395.75,417.3999938964844,374.29998779296875,406.8500061035156,4384975
2025-01-29,362.10504150390625,363.0,417.3999938964844,358.04998779296875,399.54998779296875,12939473
2025-01-30,354.9227600097656,355.79998779296875,407.0,349.0,380.0,36750489
2025-01-31,399.6622009277344,400.6499938964844,418.0,358.25,369.29998779296875,56251354
2025-02-01,376.7189025878906,377.6499938964844,431.0,370.0,409.0,33414621
2025-02-03,356.7682189941406,357.6499938964844,371.25,345.1499938964844,370.0,10836115
2025-02-04,349.9350891113281,350.79998779296875,373.0,345.04998779296875,364.0,8809401
2025-02-05,355.8704528808594,356.75,367.6499938964844,355.0,355.3500061035156,4300579
2025-02-06,351.5311584472656,352.3999938964844,362.0,350.1000061035156,360.04998779296875,1877609
2025-02-07,341.2066650390625,342.04998779296875,353.79998779296875,340.3999938964844,352.95001220703125,2239754
2025-02-10,333.02691650390625,333.8500061035156,348.3500061035156,331.0,344.5,2335469
2025-02-11,317.1661071777344,317.95001220703125,333.3999938964844,314.1499938964844,333.3999938964844,2926515
2025-02-12,324.8970031738281,325.70001220703125,335.8500061035156,301.04998779296875,322.04998779296875,10588324
2025-02-13,325.09649658203125,325.8999938964844,333.0,321.25,326.5,3381265
2025-02-14,311.7295227050781,312.5,328.8999938964844,309.0,327.8999938964844,2866290
2025-02-17,306.1932373046875,306.95001220703125,316.5,300.8500061035156,310.75,3746966
2025-02-18,298.71173095703125,299.45001220703125,312.45001220703125,290.1000061035156,306.0,4550075
2025-02-19,321.006591796875,321.79998779296875,328.75,292.25,294.0,7673655
2025-02-20,317.3656005859375,318.1499938964844,324.70001220703125,314.6000061035156,319.0,3108732
2025-02-21,314.7221374511719,315.5,330.8999938964844,313.1000061035156,317.8999938964844,3712510
2025-02-24,307.7892761230469,308.54998779296875,313.6499938964844,301.70001220703125,310.0,2528287
2025-02-25,307.0411071777344,307.79998779296875,315.5,306.54998779296875,309.20001220703125,1597273
2025-02-27,298.6119689941406,299.3500061035156,312.54998779296875,297.29998779296875,311.6000061035156,1997015
2025-02-28,289.43463134765625,290.1499938964844,301.6499938964844,285.75,295.95001220703125,2914583
2025-03-03,283.2000427246094,283.8999938964844,296.45001220703125,270.04998779296875,291.45001220703125,4396045
2025-03-04,292.0282287597656,292.75,301.29998779296875,278.29998779296875,281.0,5240792
2025-03-05,300.9062805175781,301.6499938964844,307.29998779296875,294.04998779296875,294.04998779296875,3625804
2025-03-06,305.794189453125,306.54998779296875,312.25,302.1000061035156,307.0,2504192
2025-03-07,315.0712890625,315.8500061035156,323.8500061035156,303.45001220703125,305.79998779296875,4271407
2025-03-10,300.0583801269531,300.79998779296875,319.70001220703125,298.0,316.0,2160711
2025-03-11,297.61444091796875,298.3500061035156,300.75,289.0,295.1000061035156,2238898
2025-03-12,294.4721984863281,295.20001220703125,304.95001220703125,292.04998779296875,301.04998779296875,2046115
2025-03-13,294.3225402832031,295.04998779296875,298.6000061035156,289.54998779296875,296.29998779296875,1820614
2025-03-17,289.43463134765625,290.1499938964844,298.79998779296875,287.0,296.1499938964844,1854394
2025-03-18,289.43463134765625,290.1499938964844,290.1499938964844,290.1499938964844,290.1499938964844,0
2025-03-19,314.4228820800781,315.20001220703125,319.6000061035156,304.1000061035156,304.1000061035156,3368504
2025-03-20,312.7270812988281,313.5,322.70001220703125,309.54998779296875,317.25,2424359
2025-03-21,347.042236328125,347.8999938964844,362.79998779296875,312.04998779296875,313.8999938964844,32984200
2025-03-24,364.14996337890625,365.04998779296875,373.8999938964844,353.70001220703125,353.70001220703125,15361119
2025-03-25,362.8033142089844,363.70001220703125,369.79998779296875,359.29998779296875,367.8500061035156,4299293
2025-03-26,369.28729248046875,370.20001220703125,382.0,359.6499938964844,363.5,7795488
2025-03-27,370.73370361328125,371.6499938964844,376.75,360.6000061035156,370.8500061035156,3964878
2025-03-28,368.3396301269531,369.25,383.25,365.0,373.04998779296875,3545855
2025-04-01,370.73370361328125,371.6499938964844,374.70001220703125,361.25,364.79998779296875,2018604
2025-04-02,370.0852966308594,371.0,373.54998779296875,360.70001220703125,373.0,1373402
2025-04-03,375.5218811035156,376.45001220703125,380.0,362.70001220703125,366.0,2147591
2025-04-04,367.8907165527344,368.79998779296875,383.0,361.54998779296875,378.45001220703125,3177157
2025-04-07,371.2324523925781,372.1499938964844,375.0,311.0,315.0,5074955
2025-04-08,372.92828369140625,373.8500061035156,381.3999938964844,368.5,380.0,2472969
2025-04-09,360.5588684082031,361.45001220703125,373.5,354.79998779296875,370.20001220703125,1800497
2025-04-11,369.98553466796875,370.8999938964844,373.5,364.5,368.04998779296875,1489095
2025-04-15,378.9134826660156,379.8500061035156,391.8999938964844,373.79998779296875,376.0,3144833
2025-04-16,382.2053527832031,383.1499938964844,388.8999938964844,378.6499938964844,380.0,1767852
2025-04-17,383.0033874511719,383.95001220703125,387.79998779296875,380.1499938964844,382.0,1231876
