date_,adj close_prestige.ns,close_prestige.ns,high_prestige.ns,low_prestige.ns,open_prestige.ns,volume_prestige.ns
2024-09-10,1832.631103515625,1836.5,1854.0,1771.0,1807.800048828125,1429192
2024-09-11,1785.480712890625,1789.25,1830.0,1770.0999755859375,1830.0,1271510
2024-09-12,1880.92919921875,1884.9000244140625,1919.4000244140625,1775.0,1794.0,1751409
2024-09-13,1854.6845703125,1858.5999755859375,1918.5,1844.0,1860.0,1374268
2024-09-16,1831.0345458984375,1834.9000244140625,1891.5999755859375,1805.0,1851.199951171875,1108831
2024-09-17,1913.3607177734375,1917.4000244140625,1972.0,1801.1500244140625,1847.699951171875,3853977
2024-09-18,1870.4512939453125,1874.4000244140625,1917.0,1855.0,1917.0,797327
2024-09-19,1895.49853515625,1899.5,1950.949951171875,1846.0,1884.949951171875,1464864
2024-09-20,1874.94189453125,1878.9000244140625,1951.75,1866.9000244140625,1889.0,1158294
2024-09-23,1890.224365234375,1892.4000244140625,1919.0,1865.0,1893.9000244140625,1017548
2024-09-24,1866.901123046875,1869.050048828125,1928.800048828125,1847.4000244140625,1900.0,1149021
2024-09-25,1837.984375,1840.0999755859375,1865.949951171875,1800.0,1850.0,1475358
2024-09-26,1823.8505859375,1825.949951171875,1915.0,1797.1500244140625,1850.0,1608171
2024-09-27,1866.351806640625,1868.5,1879.800048828125,1781.3499755859375,1825.949951171875,1135179
2024-09-30,1843.1285400390625,1845.25,1870.0,1801.0,1838.0,900018
2024-10-01,1815.560302734375,1817.6500244140625,1832.5,1792.550048828125,1832.5,814457
2024-10-03,1753.7813720703125,1755.800048828125,1833.9000244140625,1740.0,1781.0,910056
2024-10-04,1748.787109375,1750.800048828125,1775.0,1687.0999755859375,1744.050048828125,847689
2024-10-07,1737.550048828125,1739.550048828125,1751.0,1700.550048828125,1735.0,669474
2024-10-08,1814.361572265625,1816.449951171875,1829.0,1703.4000244140625,1705.0,753857
2024-10-09,1856.0635986328125,1858.199951171875,1873.0,1797.050048828125,1816.449951171875,840242
2024-10-10,1859.9091796875,1862.050048828125,1870.0,1840.050048828125,1870.0,495113
2024-10-11,1852.3677978515625,1854.5,1878.9000244140625,1833.449951171875,1860.050048828125,300548
2024-10-14,1853.5166015625,1855.6500244140625,1904.0,1847.050048828125,1864.949951171875,693775
2024-10-15,1900.2127685546875,1902.4000244140625,1909.8499755859375,1851.550048828125,1865.0,479360
2024-10-16,1862.4561767578125,1864.5999755859375,1906.75,1851.050048828125,1899.050048828125,460772
2024-10-17,1791.537841796875,1793.5999755859375,1847.9000244140625,1778.550048828125,1836.0,782319
2024-10-18,1764.7686767578125,1766.800048828125,1773.5,1732.0,1750.0,582412
2024-10-21,1750.285400390625,1752.300048828125,1791.9000244140625,1725.050048828125,1773.0,380417
2024-10-22,1716.524169921875,1718.5,1743.8499755859375,1690.449951171875,1737.0,439341
2024-10-23,1718.17236328125,1720.1500244140625,1725.949951171875,1663.25,1699.9000244140625,390868
2024-10-24,1690.0546875,1692.0,1751.699951171875,1680.25,1736.5,426800
2024-10-25,1704.9874267578125,1706.949951171875,1729.0,1645.199951171875,1685.050048828125,296904
2024-10-28,1653.346923828125,1655.25,1695.6500244140625,1650.0,1695.0,462706
2024-10-29,1603.0548095703125,1604.9000244140625,1673.050048828125,1596.050048828125,1664.0,902504
2024-10-30,1644.3572998046875,1646.25,1675.0,1530.0,1575.0,1040037
2024-10-31,1634.5684814453125,1636.449951171875,1657.949951171875,1602.699951171875,1646.949951171875,558521
2024-11-01,1637.86474609375,1639.75,1671.949951171875,1619.949951171875,1636.449951171875,70555
2024-11-04,1590.2196044921875,1592.050048828125,1654.8499755859375,1583.449951171875,1640.0,393884
2024-11-05,1597.8607177734375,1599.699951171875,1611.949951171875,1555.1500244140625,1599.4000244140625,708228
2024-11-06,1672.1253662109375,1674.050048828125,1713.0,1606.300048828125,1618.0,1165166
2024-11-07,1645.1563720703125,1647.050048828125,1710.050048828125,1640.0,1677.0,385607
2024-11-08,1578.0335693359375,1579.8499755859375,1658.0,1573.050048828125,1652.8499755859375,668541
2024-11-11,1610.3963623046875,1612.25,1646.0,1557.0999755859375,1580.0,674221
2024-11-12,1590.7689208984375,1592.5999755859375,1633.0,1580.0,1600.050048828125,403123
2024-11-13,1517.8529052734375,1519.5999755859375,1590.550048828125,1505.949951171875,1587.699951171875,861736
2024-11-14,1545.421142578125,1547.199951171875,1553.0,1508.6500244140625,1524.5999755859375,615995
2024-11-18,1539.378173828125,1541.1500244140625,1590.0,1527.300048828125,1569.949951171875,562367
2024-11-19,1581.1300048828125,1582.949951171875,1595.0,1526.050048828125,1531.0,654595
2024-11-21,1647.953125,1649.8499755859375,1655.050048828125,1580.0,1603.25,741709
2024-11-22,1629.1748046875,1631.050048828125,1651.9000244140625,1598.050048828125,1640.0,441917
2024-11-25,1727.9610595703125,1729.949951171875,1749.949951171875,1645.0,1665.0,1525736
2024-11-26,1704.1884765625,1706.1500244140625,1755.0,1700.050048828125,1744.300048828125,256692
2024-11-27,1627.5765380859375,1629.449951171875,1674.3499755859375,1620.0,1654.0,1327672
2024-11-28,1669.6282958984375,1671.550048828125,1690.25,1633.050048828125,1644.0,546347
2024-11-29,1648.65234375,1650.550048828125,1668.9000244140625,1628.5,1660.0,999199
2024-12-02,1716.2745361328125,1718.25,1735.0,1615.9000244140625,1634.699951171875,1253750
2024-12-03,1722.167724609375,1724.1500244140625,1753.8499755859375,1715.0,1733.449951171875,550710
2024-12-04,1768.514404296875,1770.550048828125,1779.300048828125,1711.550048828125,1719.199951171875,753423
2024-12-05,1732.00634765625,1734.0,1780.0,1718.5999755859375,1780.0,378500
2024-12-06,1736.151611328125,1738.1500244140625,1756.6500244140625,1725.0999755859375,1747.9000244140625,313886
2024-12-09,1740.0970458984375,1742.0999755859375,1764.75,1732.0,1738.449951171875,307698
2024-12-10,1748.4874267578125,1750.5,1762.949951171875,1722.6500244140625,1755.0,393134
2024-12-11,1749.8858642578125,1751.9000244140625,1758.0,1725.75,1751.25,279628
2024-12-12,1739.298095703125,1741.300048828125,1777.3499755859375,1735.0,1744.0,664800
2024-12-13,1752.6326904296875,1754.6500244140625,1768.949951171875,1710.0,1738.0,781498
2024-12-16,1828.6451416015625,1830.75,1837.4000244140625,1760.0,1764.199951171875,2188201
2024-12-17,1852.2679443359375,1854.4000244140625,1900.0,1830.75,1831.0,2017891
2024-12-18,1885.8792724609375,1888.050048828125,1895.800048828125,1826.0999755859375,1860.0,1237817
2024-12-19,1861.607177734375,1863.75,1890.0,1843.949951171875,1853.949951171875,652028
2024-12-20,1792.4368896484375,1794.5,1878.550048828125,1760.0,1868.949951171875,2860828
2024-12-23,1753.0322265625,1755.050048828125,1779.550048828125,1725.6500244140625,1777.75,833331
2024-12-24,1749.8858642578125,1751.9000244140625,1787.0,1737.0,1762.9000244140625,612341
2024-12-26,1749.7860107421875,1751.800048828125,1761.550048828125,1698.449951171875,1745.0,481456
2024-12-27,1750.485107421875,1752.5,1762.5,1730.300048828125,1745.0,235400
2024-12-30,1673.07421875,1675.0,1774.0999755859375,1652.0,1751.9000244140625,953245
2024-12-31,1692.0523681640625,1694.0,1708.0,1665.5999755859375,1678.0,535023
2025-01-01,1651.64892578125,1653.550048828125,1693.949951171875,1645.5,1688.300048828125,457902
2025-01-02,1660.53857421875,1662.449951171875,1668.25,1632.050048828125,1666.4000244140625,434737
2025-01-03,1654.3458251953125,1656.25,1682.0,1646.699951171875,1662.449951171875,320490
2025-01-06,1593.1162109375,1594.949951171875,1670.0,1578.199951171875,1660.050048828125,819534
2025-01-07,1581.62939453125,1583.449951171875,1611.699951171875,1575.0,1590.0,787790
2025-01-08,1566.7965087890625,1568.5999755859375,1584.949951171875,1545.0999755859375,1577.550048828125,525611
2025-01-09,1519.5009765625,1521.25,1571.3499755859375,1515.550048828125,1570.0,368327
2025-01-10,1490.6842041015625,1492.4000244140625,1539.0,1485.6500244140625,1532.0,557750
2025-01-13,1425.009765625,1426.6500244140625,1470.0,1408.0999755859375,1450.0999755859375,1025557
2025-01-14,1424.66015625,1426.300048828125,1451.1500244140625,1413.9000244140625,1426.0,943578
2025-01-15,1437.6951904296875,1439.3499755859375,1451.5999755859375,1406.949951171875,1440.0,423470
2025-01-16,1448.18310546875,1449.8499755859375,1497.0,1440.050048828125,1450.0,322369
2025-01-17,1470.50732421875,1472.199951171875,1484.0,1439.199951171875,1452.0,570227
2025-01-20,1461.8173828125,1463.5,1484.4000244140625,1454.8499755859375,1472.9000244140625,338038
2025-01-21,1387.30322265625,1388.9000244140625,1481.949951171875,1382.0,1463.5,975343
2025-01-22,1317.783203125,1319.300048828125,1391.949951171875,1297.3499755859375,1390.0,2838088
2025-01-23,1341.056396484375,1342.5999755859375,1366.1500244140625,1305.449951171875,1312.75,1519127
2025-01-24,1254.2064208984375,1255.6500244140625,1358.6500244140625,1235.0,1344.8499755859375,1730028
2025-01-27,1242.419921875,1243.8499755859375,1256.5,1221.3499755859375,1240.0,1664609
2025-01-28,1269.6385498046875,1271.0999755859375,1305.0,1211.1500244140625,1259.6500244140625,1026594
2025-01-29,1316.88427734375,1318.4000244140625,1322.0,1261.25,1271.0999755859375,818604
2025-01-30,1340.806640625,1342.3499755859375,1353.300048828125,1312.199951171875,1320.0,541192
2025-01-31,1357.93701171875,1359.5,1387.550048828125,1250.1500244140625,1283.8499755859375,1513344
2025-02-01,1430.053955078125,1431.699951171875,1490.800048828125,1370.199951171875,1370.199951171875,2982704
2025-02-03,1423.511474609375,1425.1500244140625,1457.3499755859375,1385.0,1421.0,1116995
2025-02-04,1419.765869140625,1421.4000244140625,1431.949951171875,1402.949951171875,1425.1500244140625,953776
2025-02-05,1377.76416015625,1379.3499755859375,1430.0,1372.0,1421.4000244140625,1371415
2025-02-06,1364.779052734375,1366.3499755859375,1391.449951171875,1355.550048828125,1386.4000244140625,621465
2025-02-07,1346.1505126953125,1347.699951171875,1379.9000244140625,1331.0,1366.3499755859375,1067338
2025-02-10,1323.3267822265625,1324.8499755859375,1348.949951171875,1298.0,1347.3499755859375,525607
2025-02-11,1309.642578125,1311.1500244140625,1322.4000244140625,1271.050048828125,1319.0,780980
2025-02-12,1218.7471923828125,1220.1500244140625,1310.0,1213.6500244140625,1310.0,3308431
2025-02-13,1236.476806640625,1237.9000244140625,1256.050048828125,1192.1500244140625,1192.1500244140625,2113080
2025-02-14,1225.7391357421875,1227.1500244140625,1245.800048828125,1206.3499755859375,1236.0,703491
2025-02-17,1238.973876953125,1240.4000244140625,1245.6500244140625,1185.5,1202.699951171875,725092
2025-02-18,1215.7506103515625,1217.1500244140625,1254.699951171875,1201.0999755859375,1245.0,1009231
2025-02-19,1228.6358642578125,1230.050048828125,1248.949951171875,1206.800048828125,1218.0999755859375,1279701
2025-02-20,1248.862548828125,1250.300048828125,1260.0,1197.199951171875,1228.0,1265922
2025-02-21,1214.901611328125,1216.300048828125,1262.9000244140625,1204.0,1245.0,913356
2025-02-24,1184.736328125,1186.0999755859375,1212.449951171875,1160.0,1209.5999755859375,2658937
2025-02-25,1190.6295166015625,1192.0,1208.949951171875,1173.6500244140625,1187.8499755859375,592872
2025-02-27,1133.24560546875,1134.550048828125,1179.0,1128.550048828125,1178.949951171875,1523020
2025-02-28,1125.3046875,1126.5999755859375,1142.1500244140625,1083.6500244140625,1131.949951171875,1906279
2025-03-03,1182.6387939453125,1184.0,1200.0,1108.1500244140625,1110.0,1529756
2025-03-04,1186.5841064453125,1187.949951171875,1193.050048828125,1147.3499755859375,1166.050048828125,493473
2025-03-05,1176.7955322265625,1178.1500244140625,1215.6500244140625,1170.0,1182.0,837734
2025-03-06,1170.302978515625,1171.6500244140625,1194.3499755859375,1160.0999755859375,1191.0,590033
2025-03-07,1143.53369140625,1144.8499755859375,1171.9000244140625,1129.050048828125,1166.0,1135938
2025-03-10,1122.65771484375,1123.949951171875,1158.6500244140625,1114.8499755859375,1142.0,494350
2025-03-11,1125.10498046875,1126.4000244140625,1134.4000244140625,1099.5,1112.0,1075620
2025-03-12,1117.413818359375,1118.699951171875,1150.0,1105.050048828125,1138.0,824372
2025-03-13,1128.30126953125,1129.5999755859375,1146.9000244140625,1119.050048828125,1129.0,672238
2025-03-17,1098.23583984375,1099.5,1143.949951171875,1092.0,1139.9000244140625,832959
2025-03-18,1098.23583984375,1099.5,1099.5,1099.5,1099.5,0
2025-03-19,1199.3695068359375,1200.75,1209.0,1133.0,1135.0,1269783
2025-03-20,1206.86083984375,1208.25,1234.75,1197.75,1210.449951171875,710546
2025-03-21,1224.7403564453125,1226.1500244140625,1258.9000244140625,1209.0,1209.6500244140625,1131917
2025-03-24,1218.8970947265625,1220.300048828125,1260.550048828125,1215.1500244140625,1231.300048828125,727782
2025-03-25,1221.4940185546875,1222.9000244140625,1272.0,1212.0,1225.1500244140625,1163563
