date_,adj close_prestige.ns,close_prestige.ns,high_prestige.ns,low_prestige.ns,open_prestige.ns,volume_prestige.ns
2024-01-16,1319.9134521484375,1322.699951171875,1397.699951171875,1281.5,1365.0,1382518
2024-01-17,1286.184814453125,1288.9000244140625,1311.050048828125,1273.0,1302.0,659790
2024-01-18,1299.35693359375,1302.0999755859375,1318.25,1226.0,1288.9000244140625,863090
2024-01-19,1273.511474609375,1276.199951171875,1324.050048828125,1235.0,1318.800048828125,853862
2024-01-23,1134.0557861328125,1136.449951171875,1299.9000244140625,1077.449951171875,1295.5999755859375,1523802
2024-01-24,1193.9793701171875,1196.5,1262.25,1065.199951171875,1145.0,2350268
2024-01-25,1202.162109375,1204.699951171875,1257.0,1145.050048828125,1180.0999755859375,1327051
2024-01-29,1210.2451171875,1212.800048828125,1230.25,1162.800048828125,1205.0,1005109
2024-01-30,1214.0870361328125,1216.6500244140625,1230.949951171875,1195.3499755859375,1215.0,977333
2024-01-31,1262.7342529296875,1265.4000244140625,1302.949951171875,1217.0,1228.9000244140625,908595
2024-02-01,1239.0841064453125,1241.699951171875,1272.949951171875,1226.300048828125,1265.4000244140625,418078
2024-02-02,1209.247314453125,1211.800048828125,1269.5999755859375,1190.3499755859375,1248.0,406348
2024-02-05,1197.721435546875,1200.25,1229.699951171875,1163.0,1180.0,785469
2024-02-06,1220.3238525390625,1222.9000244140625,1249.9000244140625,1195.800048828125,1200.949951171875,267190
2024-02-07,1223.8663330078125,1226.449951171875,1254.8499755859375,1206.949951171875,1237.0,281927
2024-02-08,1209.895751953125,1212.449951171875,1240.949951171875,1201.050048828125,1224.0,611497
2024-02-09,1199.9666748046875,1202.5,1219.8499755859375,1157.5,1212.449951171875,558738
2024-02-12,1172.57470703125,1175.050048828125,1224.300048828125,1151.1500244140625,1203.0999755859375,357708
2024-02-13,1140.8916015625,1143.300048828125,1164.949951171875,1101.0,1140.0,643137
2024-02-14,1098.43115234375,1100.75,1149.800048828125,1043.300048828125,1050.0,1021950
2024-02-15,1130.1142578125,1132.5,1140.449951171875,1104.0999755859375,1126.949951171875,1092414
2024-02-16,1195.3265380859375,1197.8499755859375,1214.0,1125.25,1142.9000244140625,650945
2024-02-19,1160.2008056640625,1162.6500244140625,1228.449951171875,1151.5,1215.0,650188
2024-02-20,1162.0467529296875,1164.5,1183.9000244140625,1133.800048828125,1169.800048828125,642882
2024-02-21,1187.7425537109375,1190.25,1204.0999755859375,1166.0,1168.800048828125,837602
2024-02-22,1209.5465087890625,1212.0999755859375,1228.8499755859375,1189.0,1190.0999755859375,645625
2024-02-23,1227.80810546875,1230.4000244140625,1267.0,1210.8499755859375,1221.5,1389711
2024-02-26,1220.3238525390625,1222.9000244140625,1254.800048828125,1214.0,1223.0,285015
2024-02-27,1207.4010009765625,1209.949951171875,1232.5999755859375,1190.0,1216.25,983837
2024-02-28,1226.4608154296875,1229.050048828125,1246.699951171875,1162.0,1209.949951171875,879240
2024-02-29,1164.2921142578125,1166.75,1218.4000244140625,1132.699951171875,1201.0999755859375,5787071
2024-03-01,1164.990478515625,1167.449951171875,1185.949951171875,1143.1500244140625,1154.300048828125,805788
2024-03-04,1177.51416015625,1180.0,1213.0,1173.1500244140625,1213.0,931156
2024-03-05,1192.0833740234375,1194.5999755859375,1202.0,1168.9000244140625,1187.0,613674
2024-03-06,1192.8319091796875,1195.3499755859375,1211.449951171875,1180.0,1191.9000244140625,579147
2024-03-07,1178.6617431640625,1181.1500244140625,1246.75,1159.050048828125,1210.0,512742
2024-03-11,1177.1650390625,1179.6500244140625,1189.800048828125,1160.3499755859375,1181.1500244140625,569650
2024-03-12,1155.959716796875,1158.4000244140625,1202.75,1113.050048828125,1182.8499755859375,961616
2024-03-13,1120.63427734375,1123.0,1159.0,1048.25,1135.199951171875,2104976
2024-03-14,1069.4422607421875,1071.699951171875,1119.449951171875,1061.550048828125,1093.0,1363698
2024-03-15,1041.3017578125,1043.5,1097.9000244140625,1025.0,1066.8499755859375,2567838
2024-03-18,1003.0325317382812,1005.1500244140625,1038.8499755859375,995.0,1020.0,1256250
2024-03-19,990.5089111328125,992.5999755859375,1014.0,967.2999877929688,1005.0,830869
2024-03-20,1034.3663330078125,1036.550048828125,1045.949951171875,995.0,998.0,531753
2024-03-21,1046.44091796875,1048.6500244140625,1069.0,1007.2000122070312,1047.050048828125,1322879
2024-03-22,1098.181640625,1100.5,1119.4000244140625,1065.0,1065.5,1096113
2024-03-26,1147.77685546875,1150.199951171875,1157.199951171875,1112.050048828125,1119.0,1069965
2024-03-27,1188.2415771484375,1190.75,1197.9000244140625,1154.9000244140625,1154.9000244140625,737202
2024-03-28,1167.53515625,1170.0,1193.550048828125,1136.050048828125,1181.0,962594
2024-04-01,1264.3807373046875,1267.050048828125,1274.0,1188.0,1188.0,931780
2024-04-02,1310.882568359375,1313.6500244140625,1344.5,1279.25,1279.75,1813880
2024-04-03,1298.80810546875,1301.550048828125,1338.3499755859375,1271.0,1308.0999755859375,790813
2024-04-04,1301.6522216796875,1304.4000244140625,1320.0,1262.449951171875,1299.949951171875,803341
2024-04-05,1289.07861328125,1291.800048828125,1349.800048828125,1283.0,1338.0,794266
2024-04-08,1272.7630615234375,1275.449951171875,1328.0,1262.050048828125,1309.0,1184371
2024-04-09,1255.5992431640625,1258.25,1317.699951171875,1250.0,1295.0,595545
2024-04-10,1245.7200927734375,1248.3499755859375,1286.300048828125,1235.25,1265.5,293819
2024-04-12,1188.1417236328125,1190.6500244140625,1246.9000244140625,1180.0,1238.0,1085911
2024-04-15,1214.8851318359375,1217.449951171875,1238.949951171875,1160.050048828125,1166.0,752583
2024-04-16,1200.6153564453125,1203.1500244140625,1243.75,1199.1500244140625,1217.800048828125,530342
2024-04-18,1224.5648193359375,1227.1500244140625,1249.800048828125,1201.050048828125,1206.050048828125,1086324
2024-04-19,1228.4566650390625,1231.050048828125,1244.0,1195.699951171875,1203.0,448359
2024-04-22,1240.28173828125,1242.9000244140625,1273.0,1231.0,1234.5,1768616
2024-04-23,1284.73779296875,1287.449951171875,1290.0,1248.449951171875,1251.949951171875,573231
2024-04-24,1308.2381591796875,1311.0,1317.25,1280.9000244140625,1295.0,366978
2024-04-25,1308.138427734375,1310.9000244140625,1316.25,1287.0,1309.949951171875,281549
2024-04-26,1352.0457763671875,1354.9000244140625,1360.0,1291.0,1291.0,562076
2024-04-29,1324.25439453125,1327.050048828125,1374.75,1322.300048828125,1362.800048828125,401616
2024-04-30,1377.34228515625,1380.25,1390.0,1318.5999755859375,1331.25,815384
2024-05-02,1397.89892578125,1400.8499755859375,1415.0,1354.3499755859375,1375.949951171875,698169
2024-05-03,1457.52294921875,1460.5999755859375,1478.25,1400.5,1411.8499755859375,2627902
2024-05-06,1554.218994140625,1557.5,1566.0,1427.300048828125,1482.0,1891822
2024-05-07,1467.5518798828125,1470.6500244140625,1559.0,1421.6500244140625,1548.5999755859375,1804645
2024-05-08,1543.54150390625,1546.800048828125,1562.8499755859375,1422.0,1470.0,1535933
2024-05-09,1485.4141845703125,1488.550048828125,1541.800048828125,1461.1500244140625,1540.0,1244138
2024-05-10,1516.3988037109375,1519.5999755859375,1537.25,1426.1500244140625,1488.550048828125,1082573
2024-05-13,1479.4766845703125,1482.5999755859375,1499.75,1426.949951171875,1480.0,1185236
2024-05-14,1487.1605224609375,1490.300048828125,1539.0,1477.0999755859375,1482.5999755859375,864669
2024-05-15,1541.795166015625,1545.050048828125,1557.0,1480.050048828125,1492.449951171875,1072564
2024-05-16,1521.587890625,1524.800048828125,1582.4000244140625,1515.0,1555.0,1195071
2024-05-17,1558.1107177734375,1561.4000244140625,1590.0,1510.050048828125,1530.0,888136
2024-05-21,1595.53173828125,1598.9000244140625,1634.8499755859375,1556.3499755859375,1600.199951171875,811232
2024-05-22,1600.1719970703125,1603.550048828125,1645.0,1580.0,1599.949951171875,1465733
2024-05-23,1655.006103515625,1658.5,1676.0,1597.5,1615.0,711000
2024-05-24,1615.04052734375,1618.449951171875,1674.0,1600.0,1652.050048828125,795315
2024-05-27,1608.1051025390625,1611.5,1649.4000244140625,1603.050048828125,1637.9000244140625,732570
2024-05-28,1548.7803955078125,1552.050048828125,1633.050048828125,1503.0,1611.5,601868
2024-05-29,1501.92919921875,1505.0999755859375,1600.4000244140625,1496.9000244140625,1534.5999755859375,1570831
2024-05-30,1535.0093994140625,1538.25,1552.0,1506.3499755859375,1512.6500244140625,941306
2024-05-31,1594.1846923828125,1597.550048828125,1624.9000244140625,1561.8499755859375,1579.0,1529688
2024-06-03,1731.5445556640625,1735.199951171875,1785.0,1664.0999755859375,1675.0,2148632
2024-06-04,1508.5653076171875,1511.75,1749.800048828125,1388.199951171875,1749.800048828125,1835536
2024-06-05,1639.638671875,1643.0999755859375,1736.300048828125,1386.050048828125,1506.050048828125,2045541
2024-06-06,1755.6436767578125,1759.3499755859375,1798.800048828125,1685.0,1698.550048828125,1288450
2024-06-07,1757.2901611328125,1761.0,1822.0,1723.4000244140625,1784.0,1175405
2024-06-10,1837.4708251953125,1841.3499755859375,1870.0,1767.5999755859375,1771.949951171875,1800712
2024-06-11,1868.3057861328125,1872.25,1899.449951171875,1843.550048828125,1877.9000244140625,979758
2024-06-12,1843.857421875,1847.75,1870.0,1802.3499755859375,1867.5999755859375,1427538
2024-06-13,1868.655029296875,1872.5999755859375,1910.0,1854.199951171875,1869.949951171875,1025720
2024-06-14,1922.790771484375,1926.8499755859375,1998.0,1901.0,1910.949951171875,1887272
2024-06-18,1931.0733642578125,1935.1500244140625,2000.0,1913.050048828125,1940.0,1509558
2024-06-19,1863.466064453125,1867.4000244140625,1929.050048828125,1837.0,1929.050048828125,1182059
2024-06-20,2009.5577392578125,2013.800048828125,2050.550048828125,1867.1500244140625,1882.0,2237306
2024-06-21,1979.02197265625,1983.199951171875,2038.75,1975.0,1985.0,2424858
2024-06-24,2052.467041015625,2056.800048828125,2074.800048828125,1942.800048828125,2039.0,1930738
2024-06-25,1985.6082763671875,1989.800048828125,2066.60009765625,1962.0,2066.0,1358629
2024-06-26,1922.990478515625,1927.050048828125,2025.0,1906.8499755859375,2005.5,1490105
2024-06-27,1851.1920166015625,1855.0999755859375,1923.6500244140625,1815.050048828125,1905.0999755859375,1394620
2024-06-28,1888.613037109375,1892.5999755859375,1916.050048828125,1830.199951171875,1863.949951171875,1605160
2024-07-01,1836.52294921875,1840.4000244140625,1893.4000244140625,1823.5,1892.949951171875,1143475
2024-07-02,1839.76611328125,1843.6500244140625,1884.5,1817.6500244140625,1852.0,1570874
2024-07-03,1795.90869140625,1799.699951171875,1859.75,1766.0,1856.0,1250173
2024-07-04,1791.56787109375,1795.3499755859375,1825.6500244140625,1776.25,1802.199951171875,1016524
2024-07-05,1811.3759765625,1815.199951171875,1831.5,1784.1500244140625,1801.949951171875,1371075
2024-07-08,1774.7532958984375,1778.5,1842.6500244140625,1763.0999755859375,1820.800048828125,821746
2024-07-09,1778.6949462890625,1782.449951171875,1804.699951171875,1765.0,1777.050048828125,524115
2024-07-10,1783.0858154296875,1786.8499755859375,1804.699951171875,1739.449951171875,1795.0,810175
2024-07-11,1763.97607421875,1767.699951171875,1803.3499755859375,1750.0,1800.0,1444574
2024-07-12,1761.4315185546875,1765.1500244140625,1810.5,1751.050048828125,1767.699951171875,796464
2024-07-15,1750.95361328125,1754.6500244140625,1788.949951171875,1701.550048828125,1751.0,1030909
2024-07-16,1804.1412353515625,1807.949951171875,1854.699951171875,1751.0,1751.0,2667043
2024-07-18,1752.8995361328125,1756.5999755859375,1832.0,1730.0,1805.0,928449
2024-07-19,1783.7344970703125,1787.5,1795.0,1712.449951171875,1761.0,853776
2024-07-22,1770.562255859375,1774.300048828125,1793.3499755859375,1733.75,1746.050048828125,711527
2024-07-23,1758.53759765625,1762.25,1834.949951171875,1669.199951171875,1768.0,1357712
2024-07-24,1883.773193359375,1887.75,1900.0,1755.75,1765.0,1605106
2024-07-25,1846.152587890625,1850.050048828125,1887.75,1829.8499755859375,1887.75,1540843
2024-07-26,1829.5875244140625,1833.449951171875,1917.0,1820.0,1854.949951171875,829213
2024-07-29,1877.2369384765625,1881.199951171875,1904.949951171875,1816.3499755859375,1834.5999755859375,1161585
2024-07-30,1844.3065185546875,1848.199951171875,1880.949951171875,1837.0,1880.0,557791
2024-07-31,1812.0745849609375,1815.9000244140625,1876.949951171875,1805.550048828125,1866.699951171875,753139
2024-08-01,1751.652099609375,1755.3499755859375,1820.0,1748.050048828125,1817.8499755859375,949470
2024-08-02,1692.177734375,1695.75,1745.0,1670.9000244140625,1745.0,1919960
2024-08-05,1620.030029296875,1623.449951171875,1686.4000244140625,1592.3499755859375,1651.0,1881878
2024-08-06,1632.40380859375,1635.8499755859375,1714.75,1628.300048828125,1695.0,1246359
2024-08-07,1643.2808837890625,1646.75,1695.0,1632.5,1681.0,706982
2024-08-08,1665.484130859375,1669.0,1698.5,1649.050048828125,1649.050048828125,955043
2024-08-09,1714.530517578125,1718.1500244140625,1725.0,1666.5999755859375,1698.0,662853
2024-08-12,1762.9283447265625,1766.6500244140625,1771.0,1693.199951171875,1715.0999755859375,826399
2024-08-13,1774.304443359375,1778.050048828125,1792.949951171875,1726.300048828125,1770.0,1227799
2024-08-14,1783.7344970703125,1787.5,1858.5,1775.5999755859375,1788.4000244140625,1754791
2024-08-16,1813.421630859375,1817.25,1844.9000244140625,1790.5,1805.0,981320
2024-08-19,1837.7203369140625,1841.5999755859375,1878.5,1836.1500244140625,1847.25,798704
2024-08-20,1767.4188232421875,1771.1500244140625,1841.5999755859375,1761.300048828125,1840.0,763209
2024-08-21,1735.8853759765625,1739.550048828125,1775.0,1728.050048828125,1772.0999755859375,811800
2024-08-22,1741.2242431640625,1744.9000244140625,1765.550048828125,1715.0,1758.5999755859375,656497
2024-08-23,1674.1158447265625,1677.6500244140625,1754.550048828125,1668.5999755859375,1740.0,1075265
2024-08-26,1757.839111328125,1761.550048828125,1774.0,1655.0,1681.4000244140625,1244073
2024-08-27,1702.7054443359375,1706.300048828125,1771.9000244140625,1694.25,1760.0,1752960
2024-08-28,1710.88818359375,1714.5,1762.9000244140625,1697.0,1718.3499755859375,1512626
2024-08-29,1721.9149169921875,1725.550048828125,1757.449951171875,1692.3499755859375,1730.0,2267184
2024-08-30,1809.330322265625,1813.1500244140625,1871.6500244140625,1738.800048828125,1755.0,22806543
2024-09-02,1781.8382568359375,1785.5999755859375,1845.0,1776.0,1789.699951171875,1913058
2024-09-03,1782.9859619140625,1786.75,1827.9000244140625,1770.0999755859375,1785.5999755859375,1515507
2024-09-04,1864.71337890625,1868.6500244140625,1881.0,1757.25,1780.050048828125,1592631
2024-09-05,1778.395751953125,1782.1500244140625,1884.9000244140625,1765.0999755859375,1870.0,1972935
2024-09-06,1815.1680908203125,1819.0,1829.949951171875,1770.0,1815.0,1224053
2024-09-09,1797.255859375,1801.050048828125,1828.0,1740.050048828125,1795.0,1793244
