date_,adj close_wipro.ns,close_wipro.ns,high_wipro.ns,low_wipro.ns,open_wipro.ns,volume_wipro.ns
2024-01-16,232.69223022460938,242.5,247.5,240.25,247.5,25912492
2024-01-17,231.44480895996094,241.1999969482422,245.75,236.0,237.5749969482422,28668932
2024-01-18,231.5647430419922,241.3249969482422,244.5,234.1999969482422,241.1999969482422,26144924
2024-01-19,232.71621704101562,242.52499389648438,246.6750030517578,241.8000030517578,244.0,15498620
2024-01-23,225.4475860595703,234.9499969482422,243.0,233.52499389648438,239.02499389648438,19972336
2024-01-24,229.846923828125,239.02499389648438,239.5,234.02499389648438,235.5,11708750
2024-01-25,225.97647094726562,235.0,239.6750030517578,234.27499389648438,239.02499389648438,12852980
2024-01-29,227.41888427734375,236.5,238.5,235.0,235.0,10051300
2024-01-30,227.17848205566406,236.25,241.4499969482422,235.75,237.1999969482422,11828014
2024-01-31,229.89500427246094,239.0749969482422,239.9499969482422,234.5,236.25,10584480
2024-02-01,226.6255645751953,235.6750030517578,238.85000610351562,235.3000030517578,238.77499389648438,7828120
2024-02-02,232.2989959716797,241.5749969482422,243.25,237.5,237.5,16296222
2024-02-05,231.91436767578125,241.1750030517578,244.75,239.5749969482422,241.5,11566604
2024-02-06,240.23220825195312,249.8249969482422,250.89999389648438,241.5500030517578,242.35000610351562,29024038
2024-02-07,238.09266662597656,247.60000610351562,250.85000610351562,246.27499389648438,250.47500610351562,9103534
2024-02-08,235.03956604003906,244.4250030517578,250.0500030517578,242.5500030517578,247.9499969482422,11303840
2024-02-09,235.80886840820312,245.22500610351562,247.375,241.375,245.4499969482422,7893788
2024-02-12,241.09767150878906,250.72500610351562,255.39999389648438,245.5,245.5,48873500
2024-02-13,245.97779846191406,255.8000030517578,256.5,245.85000610351562,251.5500030517578,22373576
2024-02-14,247.3721160888672,257.25,258.5,248.52499389648438,251.97500610351562,22594656
2024-02-15,249.29531860351562,259.25,261.42498779296875,256.5249938964844,258.4750061035156,14570776
2024-02-16,261.074951171875,271.5,272.5,260.4750061035156,261.25,34942644
2024-02-19,257.685302734375,267.9750061035156,272.95001220703125,265.67498779296875,272.95001220703125,18602758
2024-02-20,255.7620849609375,265.9750061035156,269.07501220703125,263.125,267.8999938964844,10374126
2024-02-21,250.6896514892578,260.70001220703125,268.1499938964844,259.75,267.95001220703125,13115574
2024-02-22,255.32937622070312,265.5249938964844,266.5,260.7250061035156,261.3999938964844,14596482
2024-02-23,257.7814636230469,268.07501220703125,270.625,266.6499938964844,267.5,19860994
2024-02-26,256.2188720703125,266.45001220703125,268.25,263.0249938964844,268.125,8820636
2024-02-27,255.5216827392578,265.7250061035156,268.70001220703125,263.7749938964844,267.0,10399260
2024-02-28,248.9106903076172,258.8500061035156,265.4750061035156,257.5,265.0,12789056
2024-02-29,249.3433837890625,259.29998779296875,262.125,256.6000061035156,258.6499938964844,14462764
2024-03-01,249.5837860107422,259.54998779296875,262.6000061035156,258.7749938964844,261.20001220703125,9420630
2024-03-04,250.25692749023438,260.25,263.20001220703125,259.2749938964844,261.4750061035156,5662370
2024-03-05,246.79515075683594,256.6499938964844,260.25,255.3249969482422,258.875,10521548
2024-03-06,246.72305297851562,256.57501220703125,257.42498779296875,250.0,256.8500061035156,11091922
2024-03-07,247.85292053222656,257.75,260.20001220703125,255.25,256.875,9707982
2024-03-11,247.39614868164062,257.2749938964844,259.4750061035156,256.1499938964844,258.70001220703125,11131512
2024-03-12,245.61720275878906,255.4250030517578,261.25,253.875,256.375,11652760
2024-03-13,242.51602172851562,252.1999969482422,259.3500061035156,248.39999389648438,256.8999938964844,13580480
2024-03-14,249.0308837890625,258.9750061035156,259.45001220703125,247.5749969482422,250.5749969482422,12825472
2024-03-15,248.57412719726562,258.5,259.125,253.1999969482422,257.375,13649086
2024-03-18,245.3046875,255.10000610351562,259.2749938964844,254.5,259.0,6393960
2024-03-19,237.9243927001953,247.4250030517578,254.5,246.5749969482422,254.5,9617386
2024-03-20,237.27529907226562,246.75,250.625,244.60000610351562,248.02499389648438,8385344
2024-03-21,240.6168670654297,250.22500610351562,252.64999389648438,249.22500610351562,249.8249969482422,11644580
2024-03-22,234.1981658935547,243.5500030517578,245.375,239.77499389648438,244.625,28646502
2024-03-26,230.71237182617188,239.9250030517578,245.47500610351562,239.52499389648438,243.0,18273346
2024-03-27,227.08230590820312,236.14999389648438,240.47500610351562,235.625,239.85000610351562,14320668
2024-03-28,230.8325653076172,240.0500030517578,241.52499389648438,237.64999389648438,238.35000610351562,15455150
2024-04-01,233.16444396972656,242.47500610351562,243.1999969482422,240.77499389648438,241.85000610351562,6041008
2024-04-02,231.3614501953125,240.60000610351562,241.35000610351562,239.8000030517578,240.97500610351562,6932654
2024-04-03,232.3230438232422,241.60000610351562,243.85000610351562,237.97500610351562,240.0,13794516
2024-04-04,234.3424072265625,243.6999969482422,245.97500610351562,239.8000030517578,242.89999389648438,16004046
2024-04-05,233.2125244140625,242.52499389648438,243.5749969482422,241.27499389648438,243.25,6414344
2024-04-08,230.73638916015625,239.9499969482422,245.8000030517578,239.10000610351562,245.0,26640770
2024-04-09,228.76510620117188,237.89999389648438,242.625,237.60000610351562,241.97500610351562,15801250
2024-04-10,229.48631286621094,238.64999389648438,239.72500610351562,236.5500030517578,238.75,10771534
2024-04-12,226.33706665039062,235.375,240.0,235.0,237.5,13170046
2024-04-15,220.85594177246094,229.6750030517578,234.1750030517578,229.10000610351562,233.22500610351562,12176472
2024-04-16,215.567138671875,224.1750030517578,229.25,222.39999389648438,226.52499389648438,21439424
2024-04-18,213.64393615722656,222.1750030517578,227.72500610351562,221.4250030517578,226.25,21986258
2024-04-19,217.6826629638672,226.375,226.9499969482422,218.5,220.0,20470106
2024-04-22,222.13006591796875,231.0,233.0749969482422,225.0,226.375,18881740
2024-04-23,222.1781463623047,231.0500030517578,233.39999389648438,230.10000610351562,233.39999389648438,10322712
2024-04-24,221.12037658691406,229.9499969482422,232.3249969482422,229.3000030517578,231.9499969482422,5915168
2024-04-25,221.64926147460938,230.5,231.27499389648438,227.89999389648438,229.4499969482422,11805090
2024-04-26,223.38015747070312,232.3000030517578,237.89999389648438,230.8000030517578,230.9499969482422,21478294
2024-04-29,222.58682250976562,231.47500610351562,234.0,230.8000030517578,233.8249969482422,7249940
2024-04-30,222.32237243652344,231.1999969482422,233.375,230.75,231.5,8902956
2024-05-02,219.9183807373047,228.6999969482422,231.5,227.72500610351562,231.1999969482422,14937276
2024-05-03,219.8943328857422,228.6750030517578,231.0,226.60000610351562,230.1999969482422,9730626
2024-05-06,220.51937866210938,229.3249969482422,231.3000030517578,228.0,229.39999389648438,6918126
2024-05-07,223.0435791015625,231.9499969482422,232.6750030517578,227.0,230.89999389648438,9278528
2024-05-08,222.70703125,231.60000610351562,233.1999969482422,230.64999389648438,232.5,8205680
2024-05-09,219.19717407226562,227.9499969482422,232.1999969482422,227.02499389648438,230.875,9233484
2024-05-10,217.24993896484375,225.9250030517578,228.75,225.14999389648438,228.02499389648438,6654714
2024-05-13,217.2980194091797,225.97500610351562,226.625,222.5,225.9250030517578,7111608
2024-05-14,219.41354370117188,228.1750030517578,229.9499969482422,226.10000610351562,226.35000610351562,4909420
2024-05-15,220.35110473632812,229.14999389648438,229.875,227.3249969482422,228.1750030517578,4793424
2024-05-16,223.3080291748047,232.22500610351562,233.75,228.0500030517578,231.0,14621472
2024-05-17,221.64926147460938,230.5,232.1999969482422,230.02499389648438,232.1999969482422,6876820
2024-05-21,221.60118103027344,230.4499969482422,232.39999389648438,229.85000610351562,231.5,8467448
2024-05-22,221.79348754882812,230.64999389648438,231.72500610351562,229.4250030517578,231.4499969482422,7765884
2024-05-23,223.9571075439453,232.89999389648438,234.0,230.875,231.25,13171332
2024-05-24,222.9233856201172,231.8249969482422,235.25,231.0,233.5,8205526
2024-05-27,217.53842163085938,226.22500610351562,231.0749969482422,225.8000030517578,231.0,40983758
2024-05-28,219.269287109375,228.02499389648438,228.625,226.5500030517578,227.0,15778126
2024-05-29,216.74508666992188,225.39999389648438,227.75,224.75,227.0,9756036
2024-05-30,210.08599853515625,218.47500610351562,224.75,217.5500030517578,224.5,20724568
2024-05-31,210.68701171875,219.10000610351562,221.0749969482422,217.75,218.77499389648438,21438004
2024-06-03,213.52374267578125,222.0500030517578,225.27499389648438,220.77499389648438,225.10000610351562,8964424
2024-06-04,210.6629638671875,219.0749969482422,222.9499969482422,208.5,222.9499969482422,17730732
2024-06-05,217.08164978027344,225.75,227.5,219.52499389648438,219.85000610351562,12267428
2024-06-06,221.64926147460938,230.5,231.0,226.3000030517578,227.47500610351562,15425568
2024-06-07,232.9721221923828,242.27499389648438,243.1999969482422,234.14999389648438,235.0,72672440
2024-06-10,228.5006866455078,237.625,244.1999969482422,236.6750030517578,244.1999969482422,18311752
2024-06-11,228.88531494140625,238.02499389648438,239.60000610351562,237.1750030517578,239.60000610351562,9371714
2024-06-12,229.29400634765625,238.4499969482422,242.1999969482422,237.77499389648438,239.0,13875116
2024-06-13,232.03457641601562,241.3000030517578,242.6750030517578,239.0749969482422,240.0,12995932
2024-06-14,229.5824737548828,238.75,242.8000030517578,238.10000610351562,242.5,11322596
2024-06-18,236.4819793701172,245.9250030517578,246.5,240.02499389648438,240.5,31870984
2024-06-19,238.3571014404297,247.875,248.5749969482422,243.375,246.125,20880284
2024-06-20,235.78480529785156,245.1999969482422,248.75,244.125,248.75,12571126
2024-06-21,235.85693359375,245.27499389648438,250.47500610351562,244.5500030517578,248.97500610351562,95171176
2024-06-24,235.85693359375,245.27499389648438,247.4499969482422,244.72500610351562,245.0500030517578,9934518
2024-06-25,238.88597106933594,248.4250030517578,249.0,244.64999389648438,245.27499389648438,9258210
2024-06-26,238.09266662597656,247.60000610351562,249.9499969482422,246.89999389648438,248.4250030517578,12812090
2024-06-27,245.59315490722656,255.39999389648438,255.97500610351562,244.60000610351562,246.0749969482422,42137138
2024-06-28,247.54039001464844,257.42498779296875,258.1499938964844,252.9250030517578,256.0,16405832
2024-07-01,253.55039978027344,263.67498779296875,267.8999938964844,257.04998779296875,258.95001220703125,30757528
2024-07-02,258.7671203613281,269.1000061035156,272.5,264.1499938964844,264.6499938964844,36276968
2024-07-03,259.1517333984375,269.5,272.7250061035156,267.75,270.95001220703125,16049384
2024-07-04,255.1610870361328,265.3500061035156,274.3999938964844,264.54998779296875,270.70001220703125,19524632
2024-07-05,257.276611328125,267.54998779296875,268.25,264.7250061035156,265.67498779296875,10376090
2024-07-08,260.2095031738281,270.6000061035156,271.5,267.5,267.9750061035156,12176360
2024-07-09,260.11334228515625,270.5,272.4750061035156,268.79998779296875,272.0,8681444
2024-07-10,257.49298095703125,267.7749938964844,271.67498779296875,265.875,270.5,9233748
2024-07-11,256.7958068847656,267.04998779296875,269.7749938964844,265.0,268.3500061035156,8807618
2024-07-12,269.3207092285156,280.07501220703125,282.3999938964844,270.7749938964844,272.5,54186042
2024-07-15,269.1043395996094,279.8500061035156,283.45001220703125,278.07501220703125,283.45001220703125,16099478
2024-07-16,269.1043395996094,279.8500061035156,281.29998779296875,278.20001220703125,280.92498779296875,11239032
2024-07-18,275.5951232910156,286.6000061035156,287.20001220703125,278.17498779296875,278.2749938964844,25019786
2024-07-19,267.9023132324219,278.6000061035156,289.95001220703125,277.3500061035156,289.95001220703125,26523490
2024-07-22,243.18914794921875,252.89999389648438,263.375,250.77499389648438,260.5,76014568
2024-07-23,240.66494750976562,250.27499389648438,254.0,243.1750030517578,254.0,25847632
2024-07-24,240.44857788085938,250.0500030517578,253.1750030517578,249.9250030517578,251.25,12240276
2024-07-25,243.69398498535156,253.4250030517578,253.75,246.64999389648438,248.0,21887890
2024-07-26,252.32435607910156,262.3999938964844,264.2749938964844,254.25,255.0,26153996
2024-07-29,252.13204956054688,262.20001220703125,265.2749938964844,261.42498779296875,264.0,12011554
2024-07-30,250.7377166748047,260.75,263.4750061035156,259.875,262.20001220703125,10816526
