date_,adj close_wipro.ns,close_wipro.ns,high_wipro.ns,low_wipro.ns,open_wipro.ns,volume_wipro.ns
2024-07-31,250.97811889648438,261.0,262.45001220703125,259.7250061035156,260.8999938964844,7758508
2024-08-01,250.76174926757812,260.7749938964844,263.3999938964844,258.75,261.5,10759752
2024-08-02,241.43421936035156,251.0749969482422,259.625,250.5,257.5,15652228
2024-08-05,233.18849182128906,242.5,247.9250030517578,240.125,245.0,21938080
2024-08-06,235.35208129882812,244.75,249.6750030517578,243.3000030517578,244.875,11271584
2024-08-07,239.15042114257812,248.6999969482422,250.0500030517578,246.3249969482422,249.35000610351562,7079826
2024-08-08,234.29432678222656,243.64999389648438,247.0,243.1750030517578,247.0,13160570
2024-08-09,236.21751403808594,245.64999389648438,248.22500610351562,244.8249969482422,247.6750030517578,6065948
2024-08-12,235.13572692871094,244.52499389648438,247.0,243.6999969482422,245.77499389648438,7338468
2024-08-13,235.8328857421875,245.25,246.35000610351562,243.5749969482422,244.52499389648438,6289418
2024-08-14,238.06861877441406,247.5749969482422,248.4250030517578,245.22500610351562,246.5,11121756
2024-08-16,248.21353149414062,258.125,258.7250061035156,248.97500610351562,250.5,25931140
2024-08-19,249.8963165283203,259.875,261.6000061035156,256.8500061035156,258.0,11466562
2024-08-20,252.2522430419922,262.32501220703125,263.79998779296875,259.82501220703125,259.95001220703125,9543812
2024-08-21,253.06959533691406,263.17498779296875,264.04998779296875,260.5249938964844,261.70001220703125,6454402
2024-08-22,249.5357208251953,259.5,265.2749938964844,259.0249938964844,263.8999938964844,11496506
2024-08-23,246.36244201660156,256.20001220703125,260.7250061035156,255.6750030517578,259.95001220703125,11277706
2024-08-26,250.0165252685547,260.0,262.3999938964844,257.9750061035156,258.0,17351380
2024-08-27,248.64625549316406,258.57501220703125,261.625,258.0,260.0,7965796
2024-08-28,257.0362243652344,267.29998779296875,269.04998779296875,258.92498779296875,260.0,34375566
2024-08-29,259.00750732421875,269.3500061035156,270.9750061035156,267.0249938964844,267.5,25685318
2024-08-30,258.86328125,269.20001220703125,271.0,267.8500061035156,270.8500061035156,19434804
2024-09-02,256.00250244140625,266.2250061035156,271.0,265.92498779296875,269.20001220703125,15735982
2024-09-03,257.7333984375,268.0249938964844,270.42498779296875,264.75,266.5,15056686
2024-09-04,249.60784912109375,259.57501220703125,264.125,258.375,264.0,20402128
2024-09-05,252.348388671875,262.42498779296875,263.0,259.75,260.6000061035156,12069118
2024-09-06,250.30499267578125,260.29998779296875,264.95001220703125,259.2250061035156,262.42498779296875,14579954
2024-09-09,247.54039001464844,257.42498779296875,260.875,256.7250061035156,258.54998779296875,11919540
2024-09-10,252.7811279296875,262.875,264.0,257.0,258.3999938964844,10287272
2024-09-11,247.29998779296875,257.17498779296875,263.125,256.625,262.5,8261524
2024-09-12,254.84857177734375,265.0249938964844,266.0,258.875,260.2250061035156,15779474
2024-09-13,264.7290344238281,275.29998779296875,276.25,265.42498779296875,266.8999938964844,35919706
2024-09-16,265.3540954589844,275.95001220703125,278.42498779296875,274.5,276.5,11088578
2024-09-17,265.3540954589844,275.95001220703125,277.45001220703125,273.5249938964844,274.5,8728238
2024-09-18,258.7430725097656,269.07501220703125,274.5249938964844,266.32501220703125,274.5249938964844,16665520
2024-09-19,256.4352111816406,266.67498779296875,275.7250061035156,264.57501220703125,272.1000061035156,20969182
2024-09-20,259.1998291015625,269.54998779296875,270.375,265.5,268.95001220703125,16664232
2024-09-23,257.18048095703125,267.45001220703125,270.20001220703125,266.0,269.54998779296875,8544290
2024-09-24,259.4161682128906,269.7749938964844,270.95001220703125,264.67498779296875,266.1000061035156,12355694
2024-09-25,257.8055114746094,268.1000061035156,269.70001220703125,265.375,269.3999938964844,8065196
2024-09-26,260.54608154296875,270.95001220703125,271.54998779296875,267.8500061035156,269.3500061035156,11403400
2024-09-27,260.49798583984375,270.8999938964844,279.45001220703125,270.3500061035156,274.45001220703125,26462384
2024-09-30,260.3297119140625,270.7250061035156,272.25,267.0,269.0,8199446
2024-10-01,262.8779602050781,273.375,274.79998779296875,270.1000061035156,270.1000061035156,9411274
2024-10-03,254.8966522216797,265.07501220703125,271.20001220703125,263.125,270.04998779296875,14035368
2024-10-04,256.5313720703125,266.7749938964844,270.9750061035156,264.0249938964844,264.0249938964844,11922754
2024-10-07,255.5216827392578,265.7250061035156,270.8500061035156,262.9750061035156,269.0,9878074
2024-10-08,253.3581085205078,263.4750061035156,266.8999938964844,260.1499938964844,265.7749938964844,11502804
2024-10-09,255.37745666503906,265.57501220703125,269.3500061035156,264.25,264.8999938964844,8841688
2024-10-10,252.4205322265625,262.5,268.79998779296875,261.7250061035156,267.5,12620244
2024-10-11,254.00717163085938,264.1499938964844,267.20001220703125,260.17498779296875,260.17498779296875,8436982
2024-10-14,264.22418212890625,274.7749938964844,275.92498779296875,268.1499938964844,269.3500061035156,33136266
2024-10-15,256.2428894042969,266.4750061035156,276.42498779296875,265.42498779296875,276.42498779296875,21601252
2024-10-16,255.85826110839844,266.07501220703125,269.3999938964844,264.5,266.5,12553622
2024-10-17,254.22354125976562,264.375,269.0,262.5249938964844,267.4750061035156,23755278
2024-10-18,263.7914733886719,274.32501220703125,279.20001220703125,262.3999938964844,266.0,74653054
2024-10-21,263.5270080566406,274.04998779296875,280.95001220703125,273.5,275.79998779296875,23966964
2024-10-22,262.2529296875,272.7250061035156,277.75,271.92498779296875,274.8999938964844,18478300
2024-10-23,263.0943298339844,273.6000061035156,277.25,271.1000061035156,273.75,12698576
2024-10-24,262.9500732421875,273.45001220703125,275.25,272.57501220703125,273.6000061035156,9576604
2024-10-25,261.29132080078125,271.7250061035156,276.0,270.25,274.875,10124540
2024-10-28,268.575439453125,279.29998779296875,279.8999938964844,271.3500061035156,271.7250061035156,11185858
2024-10-29,270.30633544921875,281.1000061035156,281.70001220703125,276.625,279.8999938964844,12055630
2024-10-30,271.77276611328125,282.625,289.375,280.54998779296875,281.25,20755492
2024-10-31,265.3059997558594,275.8999938964844,283.1499938964844,274.1499938964844,282.3999938964844,15680094
2024-11-01,265.0896301269531,275.67498779296875,277.45001220703125,275.0,275.8500061035156,1962810
2024-11-04,260.0171813964844,270.3999938964844,276.2250061035156,267.1000061035156,275.5,9855560
2024-11-05,261.4115295410156,271.8500061035156,272.67498779296875,270.20001220703125,271.5,6862260
2024-11-06,271.12371826171875,281.95001220703125,282.92498779296875,270.5,273.7250061035156,19554884
2024-11-07,270.88330078125,281.70001220703125,284.8500061035156,277.2250061035156,283.0,11997142
2024-11-08,273.5757751464844,284.5,289.3999938964844,282.5,282.5,20852658
2024-11-11,275.7393493652344,286.75,291.6000061035156,283.0249938964844,284.5,16139444
2024-11-12,274.3691101074219,285.32501220703125,289.8500061035156,284.5249938964844,287.5,11260890
2024-11-13,273.5757751464844,284.5,286.79998779296875,282.7749938964844,285.0,11391200
2024-11-14,272.4699401855469,283.3500061035156,287.2749938964844,282.1000061035156,284.4750061035156,9783520
2024-11-18,265.8108215332031,276.42498779296875,283.3500061035156,270.1499938964844,283.3500061035156,15289764
2024-11-19,270.2101745605469,281.0,284.8999938964844,277.3500061035156,278.0,12919778
2024-11-21,267.8782958984375,278.57501220703125,283.79998779296875,277.6499938964844,281.0,11672608
2024-11-22,274.84991455078125,285.82501220703125,286.79998779296875,278.95001220703125,280.9750061035156,14733232
2024-11-25,280.0425720214844,291.2250061035156,293.7749938964844,286.95001220703125,287.75,23297474
2024-11-26,283.1918029785156,294.5,295.17498779296875,289.6499938964844,292.5,15771340
2024-11-27,280.2589416503906,291.45001220703125,298.0,290.95001220703125,295.75,13659676
2024-11-28,275.11431884765625,286.1000061035156,293.0,285.2749938964844,292.875,11896556
2024-11-29,277.83087158203125,288.92498779296875,290.375,285.79998779296875,287.5,8540112
2024-12-02,281.0522155761719,292.2749938964844,292.7749938964844,289.1000061035156,291.2250061035156,11194000
2024-12-03,280.4512023925781,291.6499938964844,296.20001220703125,289.29998779296875,295.3500061035156,15445286
2024-12-04,282.71099853515625,294.0,297.0,291.79998779296875,294.6499938964844,14036431
2024-12-05,287.8074951171875,299.29998779296875,300.8999938964844,293.8999938964844,295.0,13487264
2024-12-06,285.932373046875,297.3500061035156,299.1499938964844,296.20001220703125,299.1499938964844,7894350
2024-12-09,292.08660888671875,303.75,305.70001220703125,293.75,295.0,9285213
2024-12-10,296.26959228515625,308.1000061035156,311.0,303.45001220703125,306.0,17028502
2024-12-11,297.135009765625,309.0,309.8999938964844,305.54998779296875,308.1499938964844,8608406
2024-12-12,297.231201171875,309.1000061035156,313.79998779296875,307.45001220703125,308.0,12958440
2024-12-13,298.0485534667969,309.95001220703125,311.04998779296875,304.20001220703125,309.1000061035156,7382211
2024-12-16,297.3273620605469,309.20001220703125,311.3999938964844,307.1000061035156,310.0,7221189
2024-12-17,296.99078369140625,308.8500061035156,312.25,307.29998779296875,311.0,10568517
2024-12-18,300.5968017578125,312.6000061035156,313.25,308.54998779296875,309.0,10965226
2024-12-19,300.74102783203125,312.75,313.3999938964844,301.1499938964844,306.3500061035156,12405595
2024-12-20,293.4809265136719,305.20001220703125,320.0,304.3999938964844,315.5,22214824
2024-12-23,296.0772705078125,307.8999938964844,310.6499938964844,305.0,306.6000061035156,6693583
2024-12-24,293.57708740234375,305.29998779296875,309.20001220703125,302.79998779296875,307.5,8837902
2024-12-26,293.336669921875,305.04998779296875,306.95001220703125,304.0,305.3999938964844,6516148
2024-12-27,297.231201171875,309.1000061035156,310.8999938964844,304.70001220703125,305.20001220703125,8063921
2024-12-30,292.0385437011719,303.70001220703125,309.3999938964844,302.6499938964844,309.1000061035156,13709891
2024-12-31,290.25958251953125,301.8500061035156,303.0,295.25,300.95001220703125,9337030
2025-01-01,288.76904296875,300.29998779296875,303.3500061035156,298.95001220703125,300.0,7878201
2025-01-02,292.1346740722656,303.79998779296875,304.45001220703125,297.1499938964844,298.0,8800435
2025-01-03,283.1437072753906,294.45001220703125,303.79998779296875,294.0,303.29998779296875,12535720
2025-01-06,282.99945068359375,294.29998779296875,297.79998779296875,290.54998779296875,295.0,9173687
2025-01-07,282.7590637207031,294.04998779296875,297.5,291.29998779296875,294.29998779296875,7381943
2025-01-08,286.1246643066406,297.54998779296875,298.45001220703125,289.29998779296875,293.0,7937785
2025-01-09,281.07623291015625,292.29998779296875,298.0,291.3500061035156,297.0,7964702
2025-01-10,289.00946044921875,300.54998779296875,303.25,294.29998779296875,294.29998779296875,19505556
2025-01-13,280.6435546875,291.8500061035156,299.25,290.25,298.95001220703125,9541248
2025-01-14,281.60516357421875,292.8500061035156,294.54998779296875,286.54998779296875,291.79998779296875,7670070
2025-01-15,281.4128112792969,292.6499938964844,294.70001220703125,289.70001220703125,293.0,4662694
2025-01-16,276.98944091796875,288.04998779296875,296.5,286.70001220703125,295.8999938964844,10345666
2025-01-17,271.12371826171875,281.95001220703125,287.79998779296875,280.5,287.79998779296875,9358955
2025-01-20,288.72100830078125,300.25,305.3999938964844,296.95001220703125,302.0,39380165
2025-01-21,286.8939514160156,298.3500061035156,305.8500061035156,297.79998779296875,302.3999938964844,15619474
2025-01-22,297.231201171875,309.1000061035156,310.0,299.3500061035156,299.3500061035156,30859317
2025-01-23,305.5009765625,317.70001220703125,324.6000061035156,310.6499938964844,311.1000061035156,39904371
2025-01-24,307.8088073730469,320.1000061035156,322.5,316.6000061035156,319.0,17479586
2025-01-27,296.1253662109375,307.95001220703125,319.1499938964844,306.75,317.79998779296875,12372895
2025-01-28,297.7435302734375,303.6000061035156,307.6000061035156,301.54998779296875,304.0,12077491
2025-01-29,306.42279052734375,312.45001220703125,314.70001220703125,305.04998779296875,305.04998779296875,16338112
2025-01-30,303.0393371582031,309.0,313.70001220703125,305.95001220703125,311.0,9984186
2025-01-31,305.8833923339844,311.8999938964844,315.70001220703125,309.54998779296875,311.70001220703125,15597644
2025-02-01,298.92034912109375,304.79998779296875,313.25,303.3500061035156,312.54998779296875,6046117
2025-02-03,307.5506286621094,313.6000061035156,314.0,300.29998779296875,303.0,14877076
2025-02-04,310.14947509765625,316.25,318.8500061035156,313.3500061035156,318.0,15366864
2025-02-05,310.98309326171875,317.1000061035156,321.45001220703125,314.8999938964844,317.79998779296875,9628027
2025-02-06,311.81671142578125,317.95001220703125,323.6000061035156,314.54998779296875,320.0,15062390
2025-02-07,311.86572265625,318.0,319.0,314.0,319.0,8589587
2025-02-10,312.8954772949219,319.04998779296875,321.0,315.8500061035156,318.79998779296875,12304840
2025-02-11,306.9621887207031,313.0,320.3999938964844,311.6000061035156,319.5,10627890
2025-02-12,304.2162170410156,310.20001220703125,315.75,309.3500061035156,313.45001220703125,9668342
2025-02-13,302.5980224609375,308.54998779296875,313.6499938964844,306.95001220703125,310.29998779296875,8832731
2025-02-14,302.1567077636719,308.1000061035156,312.3999938964844,304.54998779296875,310.04998779296875,7371341
2025-02-17,299.4597473144531,305.3500061035156,310.29998779296875,302.0,308.1000061035156,7507772
2025-02-18,306.1776123046875,312.20001220703125,312.75,305.3500061035156,305.3500061035156,10368789
2025-02-19,308.0409851074219,314.1000061035156,316.5,308.29998779296875,311.25,7835672
2025-02-20,307.2563781738281,313.29998779296875,314.29998779296875,310.25,311.20001220703125,7697134
2025-02-21,300.4404602050781,306.3500061035156,312.79998779296875,305.04998779296875,312.79998779296875,8722925
2025-02-24,289.3584289550781,295.04998779296875,303.29998779296875,293.3500061035156,302.95001220703125,12600963
2025-02-25,285.6807556152344,291.29998779296875,296.29998779296875,290.1000061035156,294.3500061035156,10810040
2025-02-27,288.8190612792969,294.5,295.79998779296875,291.3500061035156,294.0,15555649
2025-02-28,272.2940979003906,277.6499938964844,294.0,277.0,294.0,17458839
2025-03-03,278.08026123046875,283.54998779296875,286.3500061035156,279.29998779296875,279.45001220703125,11471554
2025-03-04,274.5987548828125,280.0,283.1000061035156,276.29998779296875,279.0,9331785
2025-03-05,279.6003723144531,285.1000061035156,286.95001220703125,278.6499938964844,281.3999938964844,10285712
2025-03-06,280.38494873046875,285.8999938964844,292.0,283.5,288.45001220703125,9782051
2025-03-07,279.30615234375,284.79998779296875,287.70001220703125,282.8999938964844,287.3999938964844,8097300
2025-03-10,275.48138427734375,280.8999938964844,285.6499938964844,277.95001220703125,284.45001220703125,8165123
2025-03-11,272.39215087890625,277.75,279.29998779296875,273.20001220703125,277.0,8602609
2025-03-12,263.36962890625,268.54998779296875,277.70001220703125,262.20001220703125,277.70001220703125,18584311
2025-03-13,258.90740966796875,264.0,271.1000061035156,263.3500061035156,268.54998779296875,8683943
2025-03-17,254.83746337890625,259.8500061035156,265.20001220703125,258.8999938964844,264.0,12697926
2025-03-18,254.83746337890625,259.8500061035156,259.8500061035156,259.8500061035156,259.8500061035156,0
2025-03-19,260.5746154785156,265.70001220703125,266.5,256.25,262.0,14044300
2025-03-20,262.8302307128906,268.0,273.95001220703125,267.5,269.20001220703125,17038774
2025-03-21,259.20159912109375,264.29998779296875,269.54998779296875,260.20001220703125,264.0,22659168
2025-03-24,264.2032165527344,269.3999938964844,271.6499938964844,265.3999938964844,267.04998779296875,9269617
2025-03-25,265.7723693847656,271.0,274.70001220703125,269.3500061035156,272.0,12563930
2025-03-26,262.2418212890625,267.3999938964844,272.25,266.75,272.0,7308412
2025-03-27,266.94921875,272.20001220703125,273.54998779296875,269.6000061035156,270.0,14783522
2025-03-28,257.191162109375,262.25,271.8500061035156,261.6000061035156,271.0,14283389
2025-04-01,257.534423828125,262.6000061035156,263.0,258.5,260.3500061035156,8388635
2025-04-02,258.51513671875,263.6000061035156,265.54998779296875,261.1000061035156,262.79998779296875,7136992
2025-04-03,251.4049835205078,256.3500061035156,260.5,255.3000030517578,259.8999938964844,12262561
2025-04-04,241.54884338378906,246.3000030517578,253.9499969482422,244.85000610351562,253.0,14639785
