date_,adj close_mahscooter.ns,close_mahscooter.ns,high_mahscooter.ns,low_mahscooter.ns,open_mahscooter.ns,volume_mahscooter.ns
2024-11-07,10154.736328125,10290.4501953125,10599.849609375,10225.0,10599.849609375,1047
2024-11-08,10437.5078125,10577.0,10690.0,10301.0,10399.0,3178
2024-11-11,10601.416015625,10743.099609375,10920.0,10450.0,10887.9501953125,3236
2024-11-12,10390.4853515625,10529.349609375,11243.099609375,10431.0,10982.0,4000
2024-11-13,9804.369140625,9935.400390625,10800.0,9700.9501953125,10800.0,4966
2024-11-14,10485.9111328125,10626.0498046875,10799.75,9935.4501953125,10100.0,9358
2024-11-18,9995.0703125,10128.650390625,10975.4501953125,10050.099609375,10200.2001953125,12352
2024-11-19,9835.798828125,9967.25,10398.0,9795.099609375,10280.599609375,14360
2024-11-21,9169.798828125,9292.349609375,10100.0,9260.0,9990.099609375,15873
2024-11-22,9270.849609375,9394.75,9625.0,9292.349609375,9292.349609375,10051
2024-11-25,9272.9716796875,9396.900390625,9679.9501953125,9310.75,9650.0,11054
2024-11-26,9262.166015625,9385.9501953125,9540.0,9350.0,9424.4501953125,4887
2024-11-27,9316.78515625,9441.2998046875,9575.9501953125,9322.25,9479.7998046875,4554
2024-11-28,9297.2958984375,9421.5498046875,9631.900390625,9375.0,9470.0,4686
2024-11-29,9298.875,9423.150390625,9595.0,9325.0,9480.0,7573
2024-12-02,9297.54296875,9421.7998046875,9539.75,9401.0,9423.2001953125,5480
2024-12-03,9375.1064453125,9500.400390625,9789.0,9400.0,9400.0,16552
2024-12-04,9440.333984375,9566.5,9719.9501953125,9450.0498046875,9485.0,8457
2024-12-05,9285.849609375,9409.9501953125,9659.9501953125,9356.7998046875,9566.650390625,6734
2024-12-06,9294.779296875,9419.0,9650.0,9406.0,9418.75,12227
2024-12-09,9190.12890625,9312.9501953125,9443.9501953125,9276.599609375,9426.0,9128
2024-12-10,9273.908203125,9397.849609375,9440.0,9296.150390625,9340.25,8943
2024-12-11,9338.8896484375,9463.7001953125,9740.0,9353.5498046875,9440.0,13227
2024-12-12,9369.974609375,9495.2001953125,9679.849609375,9449.650390625,9470.0,10709
2024-12-13,9332.57421875,9457.2998046875,9650.0,9358.400390625,9500.0,12915
2024-12-16,9462.439453125,9588.900390625,9646.0,9476.0,9541.0,11216
2024-12-17,9538.126953125,9665.599609375,9740.0,9541.0498046875,9594.9501953125,14621
2024-12-18,9526.087890625,9653.400390625,9974.75,9646.599609375,9690.0,11730
2024-12-19,9534.1796875,9661.599609375,9788.0,9487.4501953125,9599.900390625,8149
2024-12-20,9467.5205078125,9594.0498046875,9789.0,9525.0,9699.900390625,8920
2024-12-23,9410.333984375,9536.099609375,9670.0,9450.099609375,9599.0,6845
2024-12-24,9447.982421875,9574.25,9715.9501953125,9505.0,9536.099609375,2679
2024-12-26,9429.28125,9555.2998046875,9635.9501953125,9496.0,9635.9501953125,1828
2024-12-27,9481.287109375,9608.0,9660.0,9537.9501953125,9559.0,2181
2024-12-30,9549.57421875,9677.2001953125,9813.099609375,9505.0,9690.0,11082
2024-12-31,9494.0654296875,9620.9501953125,9765.650390625,9574.25,9677.25,3474
2025-01-01,9506.4990234375,9633.5498046875,9729.5,9601.0,9629.0,2271
2025-01-02,9643.666015625,9772.5498046875,9815.0,9587.25,9690.0,10135
2025-01-03,9609.62109375,9738.0498046875,9900.0,9711.0498046875,9800.0,6969
2025-01-06,9322.41015625,9447.0,9850.0,9415.0,9820.0,7801
2025-01-07,9382.1611328125,9507.5498046875,9584.2998046875,9408.099609375,9500.0,4322
2025-01-08,9473.0966796875,9599.7001953125,9640.0,9454.9501953125,9509.900390625,3792
2025-01-09,9425.828125,9551.7998046875,9636.0,9534.0498046875,9591.0,1933
2025-01-10,9297.0,9421.25,9600.2998046875,9315.2001953125,9580.400390625,2839
2025-01-13,8983.4892578125,9103.5498046875,9425.650390625,9014.0,9306.0,4200
2025-01-14,9114.1435546875,9235.9501953125,9336.599609375,9010.0,9138.9501953125,4304
2025-01-15,9214.255859375,9337.400390625,9734.0,9210.0,9339.0,11506
2025-01-16,9331.3408203125,9456.0498046875,9487.5,9203.0,9337.400390625,3146
2025-01-17,9203.5478515625,9326.5498046875,9420.0,9215.0,9380.0,4810
2025-01-20,9268.1845703125,9392.0498046875,9400.0,9247.5498046875,9350.0,1966
2025-01-21,9285.8974609375,9410.0,9596.900390625,9365.0,9426.900390625,4429
2025-01-22,9363.4609375,9488.599609375,9550.0,9351.0,9410.0,6670
2025-01-23,9255.5048828125,9379.2001953125,9500.0,9353.0,9500.0,1582
2025-01-24,9230.2919921875,9353.650390625,9489.9501953125,9350.0,9365.0,3420
2025-01-27,9139.1103515625,9261.25,9398.0,9195.0,9352.2998046875,3798
2025-01-28,8937.603515625,9057.0498046875,9309.900390625,8914.25,9226.0,10618
2025-01-29,9074.91796875,9196.2001953125,9249.2001953125,9000.0,9000.0,3286
2025-01-30,9192.9404296875,9315.7998046875,9461.7001953125,9246.7998046875,9251.0,5511
2025-01-31,9188.0556640625,9310.849609375,9359.9501953125,9263.099609375,9319.7998046875,6392
2025-02-01,9162.3984375,9284.849609375,9360.0,9240.0,9350.0,4037
2025-02-03,9628.8154296875,9757.5,9850.0,9226.0498046875,9291.0498046875,17864
2025-02-04,9515.677734375,9642.849609375,9799.0,9422.0498046875,9511.0,13869
2025-02-05,9622.6474609375,9751.25,9845.599609375,9630.0498046875,9700.0,9461
2025-02-06,9483.556640625,9610.2998046875,9870.0,9560.0,9819.9501953125,4753
2025-02-07,9290.091796875,9414.25,9684.9501953125,9400.0,9650.0,4085
2025-02-10,9133.6328125,9255.7001953125,9490.0,9177.0,9490.0,4851
2025-02-11,9153.171875,9275.5,9350.0,9140.0,9193.400390625,4858
2025-02-12,9095.39453125,9216.9501953125,9310.0,8999.900390625,9310.0,9430
2025-02-13,9191.015625,9313.849609375,9575.0,9082.2001953125,9082.2001953125,11235
2025-02-14,9113.2548828125,9235.0498046875,9349.0,9201.0,9349.0,5359
2025-02-17,9085.822265625,9207.25,9279.9501953125,9021.900390625,9240.0,4000
2025-02-18,9161.3623046875,9283.7998046875,9316.7001953125,9140.150390625,9140.150390625,8228
2025-02-19,9213.7119140625,9336.849609375,9470.099609375,9214.9501953125,9300.0,2537
2025-02-20,9261.03125,9384.7998046875,9480.0,9325.0,9383.4501953125,5308
2025-02-21,9463.326171875,9589.7998046875,9698.0,9356.900390625,9356.900390625,4379
2025-02-24,9278.990234375,9403.0,9767.9501953125,9397.0,9670.0,6484
2025-02-25,9153.763671875,9276.099609375,9475.75,9267.0,9385.099609375,8411
2025-02-27,9282.0,9406.0498046875,9463.900390625,9290.0,9300.0,3947
2025-02-28,9111.7744140625,9233.5498046875,9367.2001953125,9210.0,9307.0,10204
2025-03-03,9097.4169921875,9219.0,9269.9501953125,9100.0498046875,9200.0498046875,3383
2025-03-04,9167.0361328125,9289.5498046875,9343.2001953125,9097.75,9100.099609375,2065
2025-03-05,9192.2001953125,9315.0498046875,9340.0,8822.0,8822.0,10678
2025-03-06,9272.6748046875,9396.599609375,9543.9501953125,9361.0,9361.650390625,12443
2025-03-07,9268.3828125,9392.25,9642.2001953125,9319.9501953125,9396.0,9855
2025-03-10,9277.9541015625,9401.9501953125,9547.0,9338.0498046875,9478.7998046875,8982
2025-03-11,9218.9443359375,9342.150390625,9479.7001953125,9202.0,9202.0,7219
2025-03-12,9218.7451171875,9341.9501953125,9487.4501953125,9300.0,9398.7998046875,7483
2025-03-13,9191.4599609375,9314.2998046875,9405.4501953125,9280.0,9324.400390625,6777
2025-03-17,9193.6796875,9316.5498046875,9360.849609375,9230.0,9360.7998046875,4700
2025-03-18,9193.6796875,9316.5498046875,9316.5498046875,9316.5498046875,9316.5498046875,0
2025-03-19,9625.6572265625,9754.2998046875,9871.0,9402.2998046875,9498.0,8112
2025-03-20,9914.4482421875,10046.9501953125,10200.0,9807.150390625,9810.0,14223
2025-03-21,9993.6884765625,10127.25,10370.0,9975.349609375,10120.0,14911
2025-03-24,10186.90625,10323.0498046875,10395.0,10078.0,10200.0,7674
2025-03-25,10212.859375,10349.349609375,10655.0,10247.0,10450.0,11637
2025-03-26,10153.20703125,10288.900390625,10530.0,10270.0,10400.0,10108
2025-03-27,11569.775390625,11724.400390625,12099.0,10220.4501953125,10249.5498046875,53927
2025-03-28,11076.4677734375,11224.5,11574.900390625,11027.4501953125,11486.5,12476
2025-04-01,10545.267578125,10686.2001953125,11223.9501953125,10600.0,11223.9501953125,7639
2025-04-02,10873.431640625,11018.75,11150.0,10522.0,10690.0,11590
2025-04-03,10751.4619140625,10895.150390625,11154.849609375,10688.0,10745.0,5901
2025-04-04,10492.275390625,10632.5,10949.9501953125,10580.0,10916.0,4788
2025-04-07,9957.0283203125,10090.099609375,10150.0,9405.0,9405.0,12050
2025-04-08,10255.638671875,10392.7001953125,10466.0,10120.0,10275.0,7148
2025-04-09,10215.1796875,10351.7001953125,10549.0,10248.0,10392.7001953125,7831
2025-04-11,10310.5048828125,10448.2998046875,10700.0,10400.0,10646.0,6369
2025-04-15,10601.318359375,10743.0,10939.0,10592.0,10798.0,6718
2025-04-16,10982.2275390625,11129.0,11171.0,10672.0,10672.0,8681
2025-04-17,10971.3720703125,11118.0,11149.0,11017.0,11125.0,5692
2025-04-21,11193.4052734375,11343.0,11481.0,11000.0,11118.0,7846
2025-04-22,11284.19140625,11435.0,11480.0,11217.0,11380.0,4891
2025-04-23,11506.224609375,11660.0,12774.0,11395.0,11489.0,51838
2025-04-24,11506.224609375,11660.0,12120.0,11600.0,11785.0,14037
2025-04-25,11483.5283203125,11637.0,11805.0,11181.0,11753.0,16593
2025-04-28,11228.9306640625,11379.0,11637.0,11350.0,11637.0,5821
2025-04-29,11605.892578125,11761.0,11900.0,11381.0,11381.0,7494
2025-04-30,11323.6650390625,11475.0,11793.0,11410.0,11793.0,10626
2025-05-02,11263.46875,11414.0,11539.0,11350.0,11350.0,5388
2025-05-05,11305.90234375,11457.0,11649.0,11306.0,11510.0,3743
2025-05-06,10913.150390625,11059.0,11451.0,11017.0,11401.0,4680
2025-05-07,11120.380859375,11269.0,11300.0,10792.0,11056.0,7426
2025-05-08,10685.197265625,10828.0,11330.0,10750.0,11291.0,2769
2025-05-09,10656.580078125,10799.0,10912.0,10500.0,10501.0,4370
