date_,adj close_mahscooter.ns,close_mahscooter.ns,high_mahscooter.ns,low_mahscooter.ns,open_mahscooter.ns,volume_mahscooter.ns
2024-01-16,7629.5234375,7854.4501953125,7934.9501953125,7798.60009765625,7841.2998046875,4228
2024-01-17,7575.126953125,7798.4501953125,7949.9501953125,7760.0498046875,7760.0498046875,6108
2024-01-18,7359.14453125,7576.10009765625,7854.0,7521.0,7811.9501953125,6288
2024-01-19,7445.74072265625,7665.25,7700.10009765625,7576.10009765625,7576.10009765625,4192
2024-01-23,7223.25,7436.2001953125,7695.89990234375,7350.0,7695.89990234375,5714
2024-01-24,7193.52685546875,7405.60009765625,7499.75,7331.9501953125,7473.39990234375,4655
2024-01-25,7127.81396484375,7337.9501953125,7478.5,7281.0,7405.60009765625,5218
2024-01-29,7047.62744140625,7255.39990234375,7406.85009765625,7241.10009765625,7337.9501953125,7150
2024-01-30,7200.71484375,7413.0,7487.89990234375,7275.0,7321.0,5074
2024-01-31,7322.8154296875,7538.7001953125,7587.35009765625,7382.5,7455.0,7909
2024-02-01,7364.3896484375,7581.5,7599.0,7455.25,7576.0,4408
2024-02-02,7400.13525390625,7618.2998046875,7649.9501953125,7533.85009765625,7600.0,2451
2024-02-05,7440.73876953125,7660.10009765625,7696.2998046875,7616.2998046875,7651.0,6203
2024-02-06,7388.91650390625,7606.75,7767.4501953125,7600.0,7699.0,6285
2024-02-07,7363.3701171875,7580.4501953125,7706.5498046875,7500.0,7606.75,4771
2024-02-08,7392.4130859375,7610.35009765625,7749.0,7522.0,7620.0,4167
2024-02-09,7387.2646484375,7605.0498046875,7677.0,7500.0,7610.35009765625,2990
2024-02-12,7314.60693359375,7530.25,7645.0,7499.0,7555.5,3105
2024-02-13,7266.2333984375,7480.4501953125,7598.35009765625,7451.0,7567.9501953125,3176
2024-02-14,7238.64599609375,7452.0498046875,7517.75,7410.25,7481.64990234375,1753
2024-02-15,7227.86474609375,7440.9501953125,7531.89990234375,7413.0,7489.2998046875,3805
2024-02-16,7259.9677734375,7474.0,7599.9501953125,7440.9501953125,7440.9501953125,2967
2024-02-19,7242.43505859375,7455.9501953125,7550.0,7431.5498046875,7510.9501953125,4521
2024-02-20,7394.11279296875,7612.10009765625,7812.89990234375,7501.0,7595.0,15516
2024-02-21,7284.1064453125,7498.85009765625,7679.0,7470.0,7521.0,3903
2024-02-22,7321.74658203125,7537.60009765625,7639.89990234375,7499.0,7499.0,4236
2024-02-23,7346.51611328125,7563.10009765625,7596.0,7500.0,7596.0,2090
2024-02-26,7310.91650390625,7526.4501953125,7564.0498046875,7510.0,7511.5498046875,1319
2024-02-27,7362.10693359375,7579.14990234375,7594.0,7515.0,7549.39990234375,3940
2024-02-28,7275.60693359375,7490.10009765625,7617.0,7451.0,7617.0,5494
2024-02-29,7273.955078125,7488.39990234375,7521.75,7416.2001953125,7416.2001953125,6993
2024-03-01,7303.291015625,7518.60009765625,7549.85009765625,7465.10009765625,7525.85009765625,4269
2024-03-04,7298.7255859375,7513.89990234375,7650.0,7500.0,7610.0,1738
2024-03-05,7279.92919921875,7494.5498046875,7586.4501953125,7420.0,7513.89990234375,3993
2024-03-06,7132.865234375,7343.14990234375,7550.0,7258.5,7550.0,7476
2024-03-07,7189.8837890625,7401.85009765625,7460.0,7350.0,7350.0,2049
2024-03-11,7048.6962890625,7256.5,7435.9501953125,7231.10009765625,7376.14990234375,3460
2024-03-12,7024.50927734375,7231.60009765625,7307.5498046875,7155.60009765625,7292.7998046875,2112
2024-03-13,6679.77294921875,6876.7001953125,7253.0,6732.10009765625,7229.75,5920
2024-03-14,6892.69580078125,7095.89990234375,7163.0498046875,6829.25,6876.7001953125,6860
2024-03-15,6712.458984375,6910.35009765625,7123.64990234375,6900.0,7095.7001953125,6535
2024-03-18,6609.49462890625,6804.35009765625,6949.0,6781.0,6944.9501953125,4876
2024-03-19,6651.603515625,6847.7001953125,6880.0,6781.0,6804.35009765625,4140
2024-03-20,6663.6474609375,6860.10009765625,6950.0,6801.0498046875,6820.0,3545
2024-03-21,6706.09619140625,6903.7998046875,6968.39990234375,6850.0,6870.0,3920
2024-03-22,6858.0185546875,7060.2001953125,7100.39990234375,6880.10009765625,6938.35009765625,4476
2024-03-26,6860.4462890625,7062.7001953125,7110.0,7025.0498046875,7070.0,3785
2024-03-27,6898.18359375,7101.5498046875,7169.9501953125,7062.64990234375,7062.7001953125,5158
2024-03-28,6965.013671875,7170.35009765625,7239.89990234375,7114.4501953125,7121.2998046875,6342
2024-04-01,7292.84912109375,7507.85009765625,7530.0,7237.4501953125,7270.0,6885
2024-04-02,7128.2509765625,7338.39990234375,7595.0,7294.85009765625,7401.0,6558
2024-04-03,7300.376953125,7515.60009765625,7550.0,7332.0498046875,7411.7998046875,4752
2024-04-04,7289.4970703125,7504.39990234375,7550.0,7450.0498046875,7521.9501953125,1716
2024-04-05,7279.3466796875,7493.9501953125,7547.0,7416.35009765625,7525.0,1978
2024-04-08,7330.876953125,7547.0,7590.0,7470.0,7494.0,2863
2024-04-09,7244.134765625,7457.7001953125,7657.0,7416.0,7594.0,2989
2024-04-10,7285.70849609375,7500.5,7520.0,7405.7001953125,7495.0,2034
2024-04-12,7372.64599609375,7590.0,7780.35009765625,7500.5,7500.5,7868
2024-04-15,7241.80322265625,7455.2998046875,7769.5,7292.2998046875,7590.0,5259
2024-04-16,7219.65625,7432.5,7700.0,7410.2001953125,7492.60009765625,2683
2024-04-18,7303.291015625,7518.60009765625,7599.9501953125,7439.85009765625,7449.9501953125,4075
2024-04-19,7281.43505859375,7496.10009765625,7590.0,7446.0498046875,7469.0,3865
2024-04-22,7728.01904296875,7955.85009765625,8079.0,7666.0,7666.10009765625,29957
2024-04-23,7682.55908203125,7909.0498046875,7987.25,7816.2001953125,7975.0,8099
2024-04-24,7860.65869140625,8092.39990234375,8249.0,7845.25,7925.0,24254
2024-04-25,7810.6337890625,8040.89990234375,8279.9501953125,8010.0,8045.0,10274
2024-04-26,7678.62548828125,7905.0,8121.2998046875,7782.5,8121.2998046875,12014
2024-04-29,7679.3056640625,7905.7001953125,8085.0,7873.2001953125,7905.0,5049
2024-04-30,7559.5361328125,7782.39990234375,7977.85009765625,7755.0498046875,7945.2001953125,3631
2024-05-02,7548.60791015625,7771.14990234375,7874.5,7700.0498046875,7821.35009765625,4038
2024-05-03,7574.8349609375,7798.14990234375,7988.9501953125,7751.0,7869.0,6272
2024-05-06,7500.720703125,7721.85009765625,7901.0,7625.0498046875,7901.0,2480
2024-05-07,7474.396484375,7694.75,7760.5,7575.0,7724.9501953125,2648
2024-05-08,7487.849609375,7708.60009765625,7749.89990234375,7623.0498046875,7720.0,2684
2024-05-09,7232.77001953125,7446.0,7740.0,7421.5,7740.0,4923
2024-05-10,7350.4501953125,7567.14990234375,7644.0,7425.25,7450.0,2760
2024-05-13,7374.2001953125,7591.60009765625,7615.0,7451.85009765625,7480.2001953125,2442
2024-05-14,7425.6337890625,7644.5498046875,7750.0,7476.85009765625,7591.0,4505
2024-05-15,7433.939453125,7653.10009765625,7729.0,7607.25,7729.0,1112
2024-05-16,7418.49462890625,7637.2001953125,7721.9501953125,7580.0,7688.9501953125,1405
2024-05-17,7387.556640625,7605.35009765625,7719.0,7550.0,7637.0,2176
2024-05-21,7355.744140625,7572.60009765625,7608.89990234375,7531.4501953125,7552.0,3293
2024-05-22,7391.19970703125,7609.10009765625,7620.0,7550.0,7572.60009765625,1152
2024-05-23,7393.2392578125,7611.2001953125,7659.64990234375,7551.5,7609.10009765625,6744
2024-05-24,7361.7666015625,7578.7998046875,7650.0,7509.0498046875,7650.0,8109
2024-05-27,7372.93701171875,7590.2998046875,7639.0,7523.0,7608.9501953125,9121
2024-05-28,7417.814453125,7636.5,7657.0,7540.0,7590.2998046875,4179
2024-05-29,7539.7685546875,7762.0498046875,7810.0,7568.0498046875,7636.0,5913
2024-05-30,7433.501953125,7652.64990234375,7805.0,7530.0498046875,7805.0,3334
2024-05-31,7527.86962890625,7749.7998046875,7799.85009765625,7592.0498046875,7601.14990234375,3041
2024-06-03,7498.72900390625,7719.7998046875,7949.4501953125,7701.14990234375,7850.0,5009
2024-06-04,7248.89501953125,7462.60009765625,7835.60009765625,7347.2001953125,7835.60009765625,10662
2024-06-05,7281.1435546875,7495.7998046875,7700.0,7402.0,7462.60009765625,5439
2024-06-06,7421.40771484375,7640.2001953125,7694.9501953125,7500.0,7500.0,2327
2024-06-07,7527.7724609375,7749.7001953125,7777.0,7650.0,7650.0,4774
2024-06-10,7523.8388671875,7745.64990234375,7869.89990234375,7668.4501953125,7760.0,4203
2024-06-11,7495.0859375,7716.0498046875,7933.0,7675.0,7745.64990234375,8121
2024-06-12,7589.357421875,7813.10009765625,7877.0,7723.7998046875,7723.7998046875,4517
2024-06-13,7954.39501953125,8188.89990234375,8330.650390625,7815.10009765625,7815.10009765625,16748
2024-06-14,7940.8447265625,8174.9501953125,8350.7998046875,8080.0,8308.7998046875,9800
2024-06-18,7854.87939453125,8086.4501953125,8288.0,8065.0,8288.0,2960
2024-06-19,7816.60693359375,8047.0498046875,8126.89990234375,7980.0,8087.0,2018
2024-06-20,7783.14404296875,8012.60009765625,8080.9501953125,7965.0,8050.0,2187
2024-06-21,8072.46435546875,8310.4501953125,8489.0,8120.0,8120.0,23024
2024-06-24,8685.5888671875,8941.650390625,9178.0,8320.0498046875,8320.0498046875,95293
2024-06-25,8634.689453125,8889.25,9088.0,8800.0,8982.400390625,22918
2024-06-26,8500.3984375,8751.0,8916.400390625,8651.0,8899.900390625,8843
2024-06-27,8520.9921875,8772.2001953125,8996.0,8670.0,8670.0,11410
2024-06-28,8767.509765625,8964.25,9245.0,8772.0,8772.0,30798
2024-07-01,8692.591796875,8887.650390625,9011.0498046875,8791.650390625,9010.150390625,8145
2024-07-02,8809.3701171875,9007.0498046875,9124.0,8887.650390625,8950.0,8327
2024-07-03,8834.603515625,9032.849609375,9098.9501953125,8948.650390625,9082.0,5377
2024-07-04,9132.8623046875,9337.7998046875,9417.400390625,9050.0,9050.0,17488
2024-07-05,9112.0771484375,9316.5498046875,9377.900390625,9244.2001953125,9337.7998046875,7136
2024-07-08,9039.9462890625,9242.7998046875,9367.849609375,9149.0,9317.0,8653
2024-07-09,9185.67578125,9391.7998046875,9429.900390625,9219.75,9242.7998046875,4846
2024-07-10,9091.490234375,9295.5,9490.0,9265.9501953125,9390.0,8173
2024-07-11,9157.1669921875,9362.650390625,9425.0,9335.349609375,9342.0,4157
2024-07-12,9166.310546875,9372.0,9425.0,9285.25,9425.0,5650
2024-07-15,9175.11328125,9381.0,9400.0,9311.0,9400.0,5033
2024-07-16,9164.0615234375,9369.7001953125,9487.599609375,9340.0,9425.0,3386
2024-07-18,9195.06640625,9401.400390625,9424.0,9320.5,9369.7001953125,9008
2024-07-19,9131.00390625,9335.900390625,9449.9501953125,9283.150390625,9375.0,7702
2024-07-22,9173.0595703125,9378.900390625,9400.0,9059.75,9335.900390625,4127
2024-07-23,9154.037109375,9359.4501953125,9500.0,9250.0,9500.0,14193
2024-07-24,9084.9365234375,9288.7998046875,9420.0,9241.0,9360.0,8611
2024-07-25,9098.8740234375,9303.0498046875,9320.2998046875,9228.7998046875,9273.25,6412
2024-07-26,9050.314453125,9253.400390625,9310.0,9222.0,9304.0,3828
2024-07-29,9088.06640625,9292.0,9358.7998046875,9225.0498046875,9225.0498046875,20936
2024-07-30,9160.98046875,9366.5498046875,9399.0,9223.5498046875,9376.849609375,14136
2024-07-31,9101.1240234375,9305.349609375,9413.400390625,9269.0498046875,9413.400390625,5693
2024-08-01,9012.4140625,9214.650390625,9371.9501953125,9180.0498046875,9338.0,7983
2024-08-02,8742.8623046875,8939.0498046875,9200.0,8930.0,9200.0,6806
2024-08-05,8516.3955078125,8707.5,8939.0498046875,8490.599609375,8939.0498046875,14446
2024-08-06,8609.1142578125,8802.2998046875,8871.400390625,8708.0,8708.0,3438
2024-08-07,8664.0810546875,8858.5,8888.0,8760.099609375,8846.349609375,3219
2024-08-08,8765.650390625,8962.349609375,8988.0,8851.0,8879.0,3181
2024-08-09,9090.609375,9294.599609375,9527.0,8918.0,8944.7001953125,18105
2024-08-12,9093.6416015625,9297.7001953125,9361.5498046875,9168.0498046875,9295.0,5180
2024-08-13,8946.640625,9147.400390625,9344.150390625,9100.0,9212.099609375,3695
2024-08-14,8924.1943359375,9124.4501953125,9222.75,9031.0,9100.099609375,4463
2024-08-16,8996.6181640625,9198.5,9244.5498046875,9101.5498046875,9170.0,2666
2024-08-19,8907.56640625,9107.4501953125,9249.9501953125,9048.5,9125.0498046875,4728
2024-08-20,8926.5419921875,9126.849609375,9158.0,9051.0,9080.099609375,4150
2024-08-21,9136.3818359375,9341.400390625,9350.0,9126.849609375,9126.849609375,4924
2024-08-22,9149.341796875,9354.650390625,9550.0,9303.5498046875,9525.0,3637
2024-08-23,9222.8896484375,9429.849609375,9461.9501953125,9309.599609375,9325.0,3119
2024-08-26,9257.4169921875,9465.150390625,9498.900390625,9320.150390625,9435.0,4564
2024-08-27,9292.9208984375,9501.4501953125,9550.0,9440.0,9465.150390625,3378
2024-08-28,9531.369140625,9745.25,10088.0,9474.2998046875,9525.0,25448
2024-08-29,9541.7353515625,9755.849609375,9854.599609375,9615.150390625,9842.7001953125,4618
2024-08-30,9527.75,9741.5498046875,9841.7998046875,9711.0,9760.0,5849
2024-09-02,9771.578125,9990.849609375,10027.849609375,9730.0,9730.0,14917
2024-09-03,9750.0126953125,9968.7998046875,10050.0,9850.0,10005.650390625,14014
2024-09-04,9692.3076171875,9909.7998046875,10180.0,9825.0,9978.150390625,15956
2024-09-05,9696.66015625,9914.25,9980.349609375,9761.0,9939.5498046875,9245
2024-09-06,9848.2578125,10069.25,10245.0,9895.4501953125,9914.25,15102
2024-09-09,9766.982421875,9986.150390625,10244.900390625,9889.0498046875,10198.9501953125,7318
2024-09-10,9884.201171875,10106.0,10195.0,9926.0498046875,10135.9501953125,9495
2024-09-11,10016.3359375,10241.099609375,10361.0,10040.349609375,10207.0498046875,16272
2024-09-12,10043.9169921875,10269.2998046875,10374.0,10239.900390625,10343.5,6650
2024-09-13,10293.3701171875,10524.349609375,10587.0498046875,10269.0498046875,10360.0,8452
2024-09-16,10634.5634765625,10873.2001953125,11450.0,10601.099609375,10646.9501953125,68729
2024-09-17,10903.6748046875,11148.349609375,11290.0,10900.0,10900.0,23488
2024-09-18,11605.720703125,11866.150390625,11949.9501953125,11014.7001953125,11250.0,37181
2024-09-19,11789.3505859375,12053.900390625,12400.0,11802.650390625,11915.0,44905
2024-09-20,11929.1142578125,12196.7998046875,12439.0,12000.0,12350.0,24594
2024-09-23,11919.28515625,12186.75,12425.0,12018.0,12196.7998046875,11836
2024-09-24,12121.056640625,12393.0498046875,12450.0,12022.0,12200.0,20845
2024-09-25,12367.859375,12533.150390625,12788.0,12315.150390625,12393.0,14995
2024-09-26,12035.8466796875,12196.7001953125,12550.0,12112.0,12533.0,11977
2024-09-27,11985.1240234375,12145.2998046875,12350.7001953125,12022.650390625,12200.0,11582
2024-09-30,11588.9677734375,11743.849609375,12239.9501953125,11657.650390625,12148.599609375,9208
2024-10-01,11702.5517578125,11858.9501953125,12100.0,11711.0,11840.75,4314
2024-10-03,11440.75,11593.650390625,12200.0,11450.5,11526.0,9924
2024-10-04,11160.3955078125,11309.5498046875,11550.0,11190.0,11477.7001953125,9014
2024-10-07,10729.455078125,10872.849609375,11366.9501953125,10801.0,11218.25,7977
2024-10-08,11149.9365234375,11298.9501953125,11388.0,10800.0,10865.5498046875,7254
2024-10-09,11320.505859375,11471.7998046875,11545.0,11172.0498046875,11355.4501953125,7429
2024-10-10,11159.951171875,11309.099609375,11598.9501953125,11243.0,11549.7998046875,7628
2024-10-11,10971.96484375,11118.599609375,11375.9501953125,10805.0,11329.2998046875,3142
2024-10-14,10877.9208984375,11023.2998046875,11295.9501953125,10999.9501953125,11116.9501953125,4197
2024-10-15,11482.9853515625,11636.4501953125,11849.400390625,11105.2001953125,11105.2001953125,25531
2024-10-16,11308.1220703125,11459.25,11789.0,11400.0,11600.099609375,7268
2024-10-17,10942.212890625,11088.4501953125,11644.9501953125,11000.0,11542.9501953125,10002
2024-10-18,11440.798828125,11593.7001953125,11980.0,11010.25,11980.0,29223
2024-10-21,12188.3095703125,12351.2001953125,12784.7998046875,11700.900390625,12000.0,106083
2024-10-22,11566.125,11720.7001953125,12700.0,11625.75,12699.0,25679
2024-10-23,11544.314453125,11698.599609375,11938.900390625,11402.650390625,11500.0,14207
2024-10-24,10940.2392578125,11086.4501953125,11639.9501953125,10992.0498046875,11600.0,11717
2024-10-25,10744.50390625,10888.099609375,11162.5,10840.0,11155.5498046875,8401
2024-10-28,10744.50390625,10888.099609375,10888.099609375,10888.099609375,10888.099609375,0
2024-10-29,10218.4345703125,10355.0,10355.0,10355.0,10355.0,1674
2024-10-30,9775.0615234375,9905.7001953125,10355.0,9837.25,9837.25,13628
2024-10-31,10101.103515625,10236.099609375,10400.9501953125,9900.0,10199.9501953125,4399
2024-11-01,10548.8193359375,10689.7998046875,10719.0,10650.0,10699.0,2315
2024-11-04,10197.3671875,10333.650390625,11150.0,10301.099609375,11000.0,3111
2024-11-05,10254.0595703125,10391.099609375,10699.0,10201.0,10310.0,1831
2024-11-06,10280.9990234375,10418.400390625,10700.0,10210.0,10700.0,2709
