date_,adj close_apollotyre.ns,close_apollotyre.ns,high_apollotyre.ns,low_apollotyre.ns,open_apollotyre.ns,volume_apollotyre.ns
2024-02-22,511.44122314453125,522.8499755859375,524.5499877929688,513.0999755859375,519.5,716238
2024-02-23,512.3215942382812,523.75,528.0499877929688,520.75,524.0,736032
2024-02-26,514.7670288085938,526.25,530.0499877929688,519.6500244140625,524.5,1059568
2024-02-27,506.7459716796875,518.0499877929688,528.3499755859375,515.5499877929688,526.25,873528
2024-02-28,496.4261779785156,507.5,522.0999755859375,505.6499938964844,518.4000244140625,1012079
2024-02-29,507.1861572265625,518.5,521.0,505.6000061035156,509.70001220703125,1504165
2024-03-01,518.2395629882812,529.7999877929688,532.5999755859375,519.4500122070312,519.4500122070312,1375573
2024-03-04,523.4238891601562,535.0999755859375,537.8499755859375,521.7000122070312,530.5499877929688,1620165
2024-03-05,530.1734008789062,542.0,546.0,534.0499877929688,536.4500122070312,2474793
2024-03-06,523.6195678710938,535.2999877929688,542.9500122070312,524.8499755859375,542.0,1088131
2024-03-07,505.42547607421875,516.7000122070312,536.5,515.5499877929688,536.5,2393023
2024-03-11,499.5074462890625,510.6499938964844,519.7999877929688,499.3500061035156,519.7999877929688,3071219
2024-03-12,496.034912109375,507.1000061035156,512.4000244140625,500.70001220703125,508.0,2396316
2024-03-13,481.3622131347656,492.1000061035156,514.5499877929688,489.0,510.45001220703125,2850815
2024-03-14,491.5841979980469,502.54998779296875,505.54998779296875,481.75,493.3500061035156,2421237
2024-03-15,462.6300964355469,472.95001220703125,503.3500061035156,470.70001220703125,501.1000061035156,2923532
2024-03-18,448.1040954589844,458.1000061035156,475.8999938964844,457.20001220703125,475.0,5046215
2024-03-19,445.0228576660156,454.95001220703125,458.0,441.6499938964844,458.0,2469179
2024-03-20,442.18609619140625,452.04998779296875,459.70001220703125,444.0,459.70001220703125,1714931
2024-03-21,450.9408264160156,461.0,462.75,453.6000061035156,456.6000061035156,1351780
2024-03-22,458.13043212890625,468.3500061035156,471.3500061035156,457.20001220703125,463.0,1670126
2024-03-26,461.1628112792969,471.45001220703125,474.25,465.1000061035156,469.5,1494231
2024-03-27,457.49462890625,467.70001220703125,476.45001220703125,466.29998779296875,472.0,1248009
2024-03-28,456.27191162109375,466.45001220703125,470.6499938964844,462.70001220703125,468.0,1161982
2024-04-01,455.1470031738281,465.29998779296875,472.75,463.0,468.95001220703125,2061868
2024-04-02,459.8422546386719,470.1000061035156,474.0,464.6000061035156,466.79998779296875,2290801
2024-04-03,458.4239196777344,468.6499938964844,472.8500061035156,467.0,472.8500061035156,1304780
2024-04-04,449.81591796875,459.8500061035156,474.75,458.95001220703125,472.3999938964844,1977977
2024-04-05,458.228271484375,468.45001220703125,469.95001220703125,452.79998779296875,459.04998779296875,2777318
2024-04-08,459.6466369628906,469.8999938964844,473.95001220703125,467.29998779296875,473.3500061035156,1551758
2024-04-09,459.59771728515625,469.8500061035156,472.0,464.5,472.0,1399936
2024-04-10,478.0852966308594,488.75,491.1000061035156,472.0,472.0,4950136
2024-04-12,471.77606201171875,482.29998779296875,488.95001220703125,480.25,488.70001220703125,1955613
2024-04-15,462.9724426269531,473.29998779296875,480.6000061035156,462.6499938964844,472.0,1607704
2024-04-16,467.12969970703125,477.54998779296875,480.8999938964844,457.5,464.3500061035156,2466801
2024-04-18,462.8746337890625,473.20001220703125,485.3999938964844,470.25,480.1000061035156,1826053
2024-04-19,463.07025146484375,473.3999938964844,477.25,460.1499938964844,465.0,1677526
2024-04-22,469.57513427734375,480.04998779296875,494.1499938964844,475.45001220703125,476.0,3589441
2024-04-23,475.7865905761719,486.3999938964844,490.45001220703125,480.5,482.8999938964844,1449810
2024-04-24,475.9333190917969,486.54998779296875,490.3999938964844,484.75,489.3500061035156,928098
2024-04-25,488.4051208496094,499.29998779296875,501.0,483.5,485.95001220703125,1971088
2024-04-26,481.6556396484375,492.3999938964844,501.29998779296875,489.79998779296875,500.45001220703125,1266683
2024-04-29,483.8565673828125,494.6499938964844,505.5,488.1000061035156,495.70001220703125,1830142
2024-04-30,498.9694519042969,510.1000061035156,517.0,495.1000061035156,497.45001220703125,5403633
2024-05-02,502.1485290527344,513.3499755859375,518.7999877929688,510.20001220703125,513.8499755859375,1486206
2024-05-03,491.5841979980469,502.54998779296875,510.8999938964844,495.1000061035156,505.0,2947783
2024-05-06,472.1673278808594,482.70001220703125,506.0,479.5,506.0,2692166
2024-05-07,467.9122314453125,478.3500061035156,486.0,473.20001220703125,484.0,1431009
2024-05-08,468.74371337890625,479.20001220703125,484.3500061035156,472.79998779296875,473.04998779296875,1248973
2024-05-09,468.1078796386719,478.54998779296875,485.3500061035156,476.0,481.75,1492554
2024-05-10,470.2598571777344,480.75,482.95001220703125,466.8999938964844,479.8999938964844,1246498
2024-05-13,467.42315673828125,477.8500061035156,485.6499938964844,472.79998779296875,484.95001220703125,999769
2024-05-14,463.80389404296875,474.1499938964844,481.5,469.1000061035156,477.1000061035156,1964775
2024-05-15,463.7549743652344,474.1000061035156,481.8999938964844,459.0,460.0,11896368
2024-05-16,477.4983825683594,488.1499938964844,508.29998779296875,479.04998779296875,484.8999938964844,15576619
2024-05-17,478.6233215332031,489.29998779296875,501.1000061035156,486.0,490.1000061035156,3731519
2024-05-21,472.06951904296875,482.6000061035156,493.0,478.3500061035156,492.6000061035156,3001710
2024-05-22,480.0416564941406,490.75,510.0,480.3999938964844,502.0,9506341
2024-05-23,472.9009704589844,483.45001220703125,493.70001220703125,481.20001220703125,493.70001220703125,2904558
2024-05-24,471.1402587890625,481.6499938964844,487.6000061035156,480.3999938964844,483.45001220703125,1703680
2024-05-27,466.5428161621094,476.95001220703125,483.0,473.95001220703125,481.70001220703125,5617854
2024-05-28,463.6082763671875,473.95001220703125,479.70001220703125,471.1499938964844,476.95001220703125,2887519
2024-05-29,460.7715148925781,471.04998779296875,472.0,466.3999938964844,470.25,2459093
2024-05-30,455.5871887207031,465.75,477.6000061035156,463.0,471.04998779296875,4052768
2024-05-31,453.38629150390625,463.5,476.0,461.95001220703125,470.0,3935307
2024-06-03,466.2493591308594,476.6499938964844,479.75,469.1000061035156,477.0,2122390
2024-06-04,441.55029296875,451.3999938964844,476.6499938964844,429.0,476.6000061035156,3876955
2024-06-05,459.89117431640625,470.1499938964844,473.3999938964844,447.3999938964844,454.0,2206982
2024-06-06,460.7226257324219,471.0,474.0,466.25,474.0,2364537
2024-06-07,474.4660339355469,485.04998779296875,486.54998779296875,470.1000061035156,474.0,3264588
2024-06-10,476.52020263671875,487.1499938964844,488.3999938964844,481.75,486.04998779296875,2132005
2024-06-11,470.8467712402344,481.3500061035156,488.0,480.3999938964844,487.1499938964844,2186575
2024-06-12,467.4720764160156,477.8999938964844,484.95001220703125,475.29998779296875,481.3500061035156,2130425
2024-06-13,466.2982482910156,476.70001220703125,481.79998779296875,475.95001220703125,478.25,1644139
2024-06-14,466.0537109375,476.45001220703125,479.1499938964844,472.1000061035156,476.70001220703125,1748591
2024-06-18,474.22149658203125,484.79998779296875,488.6499938964844,477.0,477.25,3169655
2024-06-19,474.0747985839844,484.6499938964844,489.0,479.6499938964844,486.0,3228626
2024-06-20,483.2696533203125,494.04998779296875,495.8999938964844,483.3999938964844,485.0,4238014
2024-06-21,491.0950927734375,502.04998779296875,507.0,490.45001220703125,496.95001220703125,5309186
2024-06-24,488.25836181640625,499.1499938964844,501.0,488.3999938964844,501.0,3168748
2024-06-25,507.9197692871094,519.25,521.0,496.3500061035156,500.79998779296875,8427606
2024-06-26,506.4525146484375,517.75,527.8499755859375,515.0,525.0,6268773
2024-06-27,506.2568664550781,517.5499877929688,522.0,510.25,518.0,3845267
2024-06-28,530.0755615234375,541.9000244140625,547.5999755859375,516.5499877929688,518.0,11400917
2024-07-01,533.98828125,545.9000244140625,549.5,534.5499877929688,543.7000122070312,3427707
2024-07-02,523.8152465820312,535.5,550.1500244140625,533.8499755859375,547.4500122070312,2740659
2024-07-03,523.1304931640625,534.7999877929688,539.6500244140625,528.5999755859375,538.0,2004346
2024-07-04,516.9679565429688,528.5,534.5,522.9000244140625,533.4000244140625,2987714
2024-07-05,518.79833984375,524.3499755859375,532.5,521.0,525.0,2008857
2024-07-08,516.8195190429688,522.3499755859375,533.5,520.0,527.0999755859375,2084124
2024-07-09,531.2155151367188,536.9000244140625,541.7999877929688,522.5499877929688,524.5499877929688,4915377
2024-07-10,522.2612915039062,527.8499755859375,542.4500122070312,518.4500122070312,542.3499755859375,3199536
2024-07-11,520.8267211914062,526.4000244140625,532.4000244140625,525.5,530.0,1190567
2024-07-12,513.30712890625,518.7999877929688,527.6500244140625,518.0,527.0499877929688,1113874
2024-07-15,534.0353393554688,539.75,547.9000244140625,522.5,525.0,9379442
2024-07-16,544.6220703125,550.4500122070312,553.9000244140625,540.0,542.7000122070312,5548382
2024-07-18,544.1273193359375,549.9500122070312,555.1500244140625,544.9000244140625,550.4500122070312,5415470
2024-07-19,520.0350952148438,525.5999755859375,538.0,501.54998779296875,538.0,13115529
2024-07-22,519.8372802734375,525.4000244140625,528.75,519.6500244140625,524.0,1510500
2024-07-23,513.1092529296875,518.5999755859375,526.2000122070312,500.5,525.4000244140625,2977480
2024-07-24,533.5406494140625,539.25,541.0,516.3499755859375,518.5499877929688,2424545
2024-07-25,531.314453125,537.0,541.5,531.25,535.0,1848936
2024-07-26,544.5725708007812,550.4000244140625,558.5,532.5,544.2999877929688,5476585
2024-07-29,545.9082641601562,551.75,564.5999755859375,546.0,557.0,2850913
2024-07-30,553.7246704101562,559.6500244140625,568.0499877929688,543.6500244140625,551.0,3711263
2024-07-31,549.8164672851562,555.7000122070312,562.3499755859375,555.0,561.3499755859375,1230173
2024-08-01,545.7598266601562,551.5999755859375,560.0,545.5499877929688,556.4500122070312,1683013
2024-08-02,530.9682006835938,536.6500244140625,551.9000244140625,535.5,544.9500122070312,2286266
2024-08-05,518.1552734375,523.7000122070312,536.5499877929688,519.0,527.9000244140625,1741274
2024-08-06,509.8936462402344,515.3499755859375,532.5,512.7999877929688,523.9500122070312,1205402
2024-08-07,514.6923217773438,520.2000122070312,526.9500122070312,515.25,520.25,1817252
2024-08-08,506.08441162109375,511.5,516.2000122070312,505.0,509.0,6058675
2024-08-09,486.6424865722656,491.8500061035156,510.0,489.70001220703125,510.0,4084029
2024-08-12,488.2749938964844,493.5,497.3999938964844,487.20001220703125,491.8500061035156,1950474
2024-08-13,480.2607421875,485.3999938964844,495.75,482.79998779296875,495.75,1443176
2024-08-14,481.25018310546875,486.3999938964844,489.29998779296875,477.1499938964844,483.0,1512958
2024-08-16,480.0133972167969,485.1499938964844,491.54998779296875,480.04998779296875,490.0,1682594
2024-08-19,477.88616943359375,483.0,488.79998779296875,482.20001220703125,486.6000061035156,1262033
2024-08-20,493.7662353515625,499.04998779296875,499.8500061035156,483.6499938964844,485.0,3164460
2024-08-21,500.8900146484375,506.25,508.5,500.04998779296875,500.95001220703125,2794620
2024-08-22,502.2257385253906,507.6000061035156,510.8500061035156,500.5,500.5,1146477
2024-08-23,503.21514892578125,508.6000061035156,511.75,501.6000061035156,507.6000061035156,1160888
2024-08-26,497.1302490234375,502.45001220703125,511.29998779296875,501.04998779296875,510.0,1014998
2024-08-27,499.0596008300781,504.3999938964844,512.0,503.0,503.8999938964844,2140553
2024-08-28,492.232666015625,497.5,506.3999938964844,496.0,504.6000061035156,1022790
2024-08-29,487.1371765136719,492.3500061035156,500.5,485.0,497.5,2589238
2024-08-30,487.68133544921875,492.8999938964844,498.70001220703125,491.6000061035156,495.75,2065720
2024-09-02,494.0630798339844,499.3500061035156,500.25,492.79998779296875,494.04998779296875,1146829
2024-09-03,497.5754699707031,502.8999938964844,503.95001220703125,497.70001220703125,500.0,1304842
2024-09-04,503.3140869140625,508.70001220703125,509.70001220703125,500.1000061035156,500.1000061035156,2143460
2024-09-05,506.5791320800781,512.0,515.5,509.1000061035156,512.9000244140625,1525806
2024-09-06,502.3741149902344,507.75,513.9000244140625,499.75,512.0499877929688,2354990
2024-09-09,506.9254150390625,512.3499755859375,513.0,499.1000061035156,507.0,2001905
2024-09-10,513.1587524414062,518.6500244140625,520.9000244140625,512.6500244140625,514.8499755859375,1291556
2024-09-11,518.1058349609375,523.6500244140625,526.2999877929688,515.0999755859375,523.0,2109435
2024-09-12,512.5650634765625,518.0499877929688,528.5,515.7000122070312,525.0499877929688,1652747
2024-09-13,521.12353515625,526.7000122070312,531.3499755859375,517.0,520.7999877929688,1926342
2024-09-16,520.7771606445312,526.3499755859375,534.0999755859375,519.0999755859375,529.7000122070312,2222664
2024-09-17,512.762939453125,518.25,527.9000244140625,515.0499877929688,527.9000244140625,1558438
2024-09-18,505.49078369140625,510.8999938964844,521.0,507.6499938964844,518.25,1013982
2024-09-19,512.9608764648438,518.4500122070312,519.8499755859375,505.6499938964844,512.7000122070312,1819180
2024-09-20,510.1409912109375,515.5999755859375,521.5999755859375,512.7999877929688,518.4500122070312,1691024
2024-09-23,514.5438842773438,520.0499877929688,522.9500122070312,515.7999877929688,516.9500122070312,848202
2024-09-24,523.0528564453125,528.6500244140625,530.5,517.6500244140625,520.0,1633423
2024-09-25,538.7844848632812,544.5499877929688,549.2999877929688,535.0,535.0,7034413
2024-09-26,558.2759399414062,564.25,584.9000244140625,537.4000244140625,545.0,3348655
2024-09-27,541.7527465820312,547.5499877929688,555.9000244140625,545.0,550.0,3442227
2024-09-30,542.049560546875,547.8499755859375,551.0,538.5,547.5,1379284
2024-10-01,544.9188842773438,550.75,552.1500244140625,546.2000122070312,548.9500122070312,1285872
2024-10-03,520.2330322265625,525.7999877929688,550.0,523.6500244140625,531.2000122070312,2536501
2024-10-04,506.1338806152344,511.54998779296875,526.7000122070312,508.6499938964844,525.0,2664861
2024-10-07,496.932373046875,502.25,515.0,498.79998779296875,511.6000061035156,1811289
2024-10-08,503.5614318847656,508.95001220703125,511.0,491.3999938964844,493.3500061035156,1904743
2024-10-09,501.7804870605469,507.1499938964844,519.3499755859375,505.75,515.0,1901453
2024-10-10,500.9394836425781,506.29998779296875,509.6499938964844,503.04998779296875,508.0,971249
2024-10-11,499.70269775390625,505.04998779296875,510.95001220703125,501.25,507.0,914550
2024-10-14,498.2185974121094,503.54998779296875,506.6499938964844,500.29998779296875,505.0,565136
2024-10-15,509.54736328125,515.0,518.7000122070312,505.8500061035156,507.29998779296875,2520223
2024-10-16,513.30712890625,518.7999877929688,522.9000244140625,508.45001220703125,515.75,1468467
2024-10-17,498.91119384765625,504.25,521.9000244140625,502.6000061035156,521.9000244140625,1451399
2024-10-18,500.3952941894531,505.75,510.8999938964844,494.95001220703125,495.0,1892408
2024-10-21,504.8971252441406,510.29998779296875,514.4000244140625,502.8999938964844,506.6499938964844,1264960
2024-10-22,491.8368835449219,497.1000061035156,513.0,493.45001220703125,512.5,1449912
2024-10-23,488.5718078613281,493.79998779296875,505.45001220703125,490.0,497.0,1457774
2024-10-24,482.3385314941406,487.5,498.0,483.20001220703125,498.0,1335924
2024-10-25,474.9674072265625,480.04998779296875,491.04998779296875,474.25,488.04998779296875,1156896
2024-10-28,481.25018310546875,486.3999938964844,490.6000061035156,479.75,481.1000061035156,611546
2024-10-29,493.7662353515625,499.04998779296875,500.3999938964844,478.1000061035156,487.29998779296875,1355140
2024-10-30,492.33160400390625,497.6000061035156,505.3500061035156,495.3500061035156,498.25,1207029
2024-10-31,499.6037902832031,504.95001220703125,508.0,494.6499938964844,497.3999938964844,1063823
2024-11-01,497.872314453125,503.20001220703125,505.5,499.25,499.25,198515
2024-11-04,480.0628967285156,485.20001220703125,504.0,480.1000061035156,502.95001220703125,1707365
2024-11-05,477.3420104980469,482.45001220703125,490.3500061035156,474.75,485.20001220703125,1014214
2024-11-06,485.20782470703125,490.3999938964844,491.79998779296875,479.25,482.95001220703125,902846
2024-11-07,492.232666015625,497.5,498.3999938964844,492.0,492.79998779296875,1144341
2024-11-08,485.8509216308594,491.04998779296875,499.70001220703125,486.54998779296875,497.5,701717
2024-11-11,478.1335144042969,483.25,493.45001220703125,481.04998779296875,491.54998779296875,1150891
2024-11-12,466.3595275878906,471.3500061035156,487.3500061035156,470.3500061035156,483.29998779296875,1268350
2024-11-13,451.76568603515625,456.6000061035156,472.3500061035156,454.8999938964844,468.8500061035156,1567349
2024-11-14,470.2677001953125,475.29998779296875,478.54998779296875,448.1499938964844,449.95001220703125,4069068
2024-11-18,467.0520935058594,472.04998779296875,477.8999938964844,465.6000061035156,471.29998779296875,1013363
2024-11-19,481.1017761230469,486.25,491.3500061035156,471.0,471.79998779296875,1562532
2024-11-21,476.20416259765625,481.29998779296875,486.25,477.1499938964844,479.0,878039
2024-11-22,489.7591247558594,495.0,496.1000061035156,479.8999938964844,481.29998779296875,1105580
2024-11-25,498.4659423828125,503.79998779296875,508.1499938964844,495.1000061035156,495.1000061035156,1334995
2024-11-26,514.4449462890625,519.9500122070312,521.3499755859375,504.3500061035156,505.3500061035156,1562417
2024-11-27,507.71697998046875,513.1500244140625,522.4000244140625,509.0,519.9500122070312,1041251
2024-11-28,504.9960632324219,510.3999938964844,515.0,506.1000061035156,513.1500244140625,821040
2024-11-29,504.2539978027344,509.6499938964844,511.8500061035156,504.3999938964844,509.79998779296875,832397
2024-12-02,508.31060791015625,513.75,516.2000122070312,506.3500061035156,509.8999938964844,706642
2024-12-03,515.9290771484375,521.4500122070312,524.75,513.8499755859375,515.4000244140625,725837
2024-12-04,528.7914428710938,534.4500122070312,536.9000244140625,518.75,523.9500122070312,1521606
2024-12-05,534.7279052734375,540.4500122070312,543.9000244140625,534.9000244140625,537.4500122070312,1629867
2024-12-06,536.0635986328125,541.7999877929688,544.6500244140625,536.2999877929688,540.4500122070312,1032518
2024-12-09,543.2863159179688,549.0999755859375,557.0,537.2000122070312,538.0,1732714
2024-12-10,535.469970703125,541.2000122070312,547.0,538.0999755859375,546.25,1667380
2024-12-11,535.6183471679688,541.3499755859375,545.2999877929688,538.0999755859375,538.0999755859375,869855
2024-12-12,535.2720947265625,541.0,544.25,536.6500244140625,541.0,1103461
2024-12-13,542.0000610351562,547.7999877929688,550.0,537.9000244140625,540.9000244140625,2150181
2024-12-16,534.381591796875,540.0999755859375,550.4500122070312,539.25,548.0,1016683
2024-12-17,527.2083740234375,532.8499755859375,540.4500122070312,530.3499755859375,540.0,1754369
2024-12-18,525.130615234375,530.75,535.2999877929688,529.2000122070312,530.0499877929688,1174356
2024-12-19,524.3885498046875,530.0,530.9000244140625,520.0499877929688,520.0999755859375,704464
2024-12-20,526.3179321289062,531.9500122070312,536.0,526.1500244140625,527.0,2669277
2024-12-23,526.46630859375,532.0999755859375,536.9000244140625,527.0,533.9000244140625,637912
2024-12-24,529.1376953125,534.7999877929688,540.0,531.0,532.0999755859375,1418312
2024-12-26,536.5088500976562,542.25,544.25,534.0999755859375,537.7999877929688,1433508
2024-12-27,534.9752807617188,540.7000122070312,546.0,534.7999877929688,540.0,2240285
2024-12-30,530.9682006835938,536.6500244140625,540.5499877929688,530.3499755859375,538.0,1319122
2024-12-31,523.794921875,529.4000244140625,540.25,528.0,533.9500122070312,452808
2025-01-01,521.9644775390625,527.5499877929688,530.5,521.5999755859375,529.4000244140625,452770
2025-01-02,520.97509765625,526.5499877929688,530.7000122070312,517.0,529.9000244140625,945975
2025-01-03,506.5296630859375,511.95001220703125,529.2000122070312,510.54998779296875,526.6500244140625,1530218
2025-01-06,495.4482421875,500.75,513.5,497.1000061035156,511.5,1029267
2025-01-07,492.8262939453125,498.1000061035156,505.6499938964844,496.54998779296875,501.3500061035156,2127349
2025-01-08,477.7872314453125,482.8999938964844,498.0,479.3999938964844,498.0,1082081
2025-01-09,470.56451416015625,475.6000061035156,486.1000061035156,474.04998779296875,485.04998779296875,1426100
2025-01-10,457.1085205078125,462.0,476.95001220703125,458.5,475.54998779296875,3414061
2025-01-13,438.4580993652344,443.1499938964844,460.45001220703125,440.95001220703125,452.0,1225767
2025-01-14,448.00592041015625,452.79998779296875,456.70001220703125,446.1499938964844,446.8999938964844,923545
2025-01-15,449.9352722167969,454.75,459.3500061035156,452.20001220703125,454.29998779296875,1855864
2025-01-16,450.7762756347656,455.6000061035156,465.3500061035156,453.75,457.0,1544374
2025-01-17,448.00592041015625,452.79998779296875,458.70001220703125,449.0,457.5,674210
2025-01-20,446.52178955078125,451.29998779296875,454.8999938964844,447.25,452.79998779296875,2372010
2025-01-21,442.8609924316406,447.6000061035156,458.20001220703125,446.3500061035156,453.6000061035156,1474758
2025-01-22,434.3520202636719,439.0,453.45001220703125,432.6499938964844,449.95001220703125,1380036
2025-01-23,434.2530822753906,438.8999938964844,442.20001220703125,431.79998779296875,438.45001220703125,965428
2025-01-24,418.91717529296875,423.3999938964844,440.79998779296875,422.45001220703125,439.04998779296875,1226597
2025-01-27,415.1079406738281,419.54998779296875,421.0,407.04998779296875,421.0,3135587
2025-01-28,419.26348876953125,423.75,430.0,418.1000061035156,424.8999938964844,3136478
2025-01-29,419.4613952636719,423.95001220703125,429.29998779296875,422.04998779296875,424.0,1827081
2025-01-30,428.2176513671875,432.79998779296875,434.8999938964844,420.0,425.1000061035156,2822251
2025-01-31,432.6700134277344,437.29998779296875,439.1000061035156,430.75,433.0,1118848
2025-02-01,421.8359680175781,426.3500061035156,441.25,421.3500061035156,440.1499938964844,1195015
2025-02-03,410.25982666015625,414.6499938964844,428.3999938964844,411.3500061035156,424.0,1118063
2025-02-04,417.4825744628906,421.95001220703125,423.3500061035156,415.5,416.04998779296875,1065386
2025-02-05,415.6521301269531,420.1000061035156,426.1499938964844,419.25,421.95001220703125,928712
2025-02-06,411.9913024902344,416.3999938964844,422.95001220703125,413.54998779296875,422.95001220703125,967039
2025-02-07,421.6380615234375,426.1499938964844,430.8999938964844,414.0,414.0,5953396
2025-02-10,418.224609375,422.70001220703125,437.3500061035156,420.1000061035156,429.0,2734651
2025-02-11,413.1291198730469,417.54998779296875,426.8999938964844,413.6499938964844,423.04998779296875,1534407
2025-02-12,408.4294128417969,412.79998779296875,419.6499938964844,408.1000061035156,417.1499938964844,1397333
2025-02-13,416.24578857421875,420.70001220703125,425.5,412.3999938964844,415.6499938964844,1540335
2025-02-14,408.8251953125,413.20001220703125,424.29998779296875,410.0,422.54998779296875,817075
2025-02-17,411.8923645019531,416.29998779296875,417.6000061035156,403.5,414.0,713099
2025-02-18,407.7368469238281,412.1000061035156,418.20001220703125,406.6000061035156,414.04998779296875,706450
2025-02-19,409.0230712890625,413.3999938964844,415.45001220703125,407.29998779296875,410.95001220703125,725275
2025-02-20,413.9701232910156,418.3999938964844,419.45001220703125,409.29998779296875,412.0,663978
2025-02-21,404.3233642578125,408.6499938964844,423.54998779296875,407.25,418.3999938964844,1152287
2025-02-24,397.10064697265625,401.3500061035156,408.5,399.29998779296875,408.5,1539491
2025-02-25,394.72607421875,398.95001220703125,404.70001220703125,398.1000061035156,401.3500061035156,2001189
2025-02-27,385.82135009765625,389.95001220703125,400.20001220703125,389.0,398.95001220703125,1377674
2025-02-28,370.3370361328125,374.29998779296875,389.6499938964844,373.3500061035156,388.8999938964844,1471211
2025-03-03,383.19940185546875,387.29998779296875,388.8999938964844,370.8999938964844,378.1000061035156,1529627
2025-03-04,374.69049072265625,378.70001220703125,386.8999938964844,377.79998779296875,386.8999938964844,1414972
2025-03-05,385.32666015625,389.45001220703125,390.6499938964844,379.1499938964844,379.1499938964844,1515699
2025-03-06,396.60595703125,400.8500061035156,407.70001220703125,393.5,399.0,2546433
2025-03-07,407.3410949707031,411.70001220703125,413.5,397.6499938964844,400.8500061035156,2631376
2025-03-10,404.4717712402344,408.79998779296875,414.75,406.1499938964844,411.5,1423560
2025-03-11,397.84271240234375,402.1000061035156,407.3500061035156,401.04998779296875,404.8999938964844,888015
2025-03-12,403.0371398925781,407.3500061035156,410.8999938964844,402.29998779296875,404.54998779296875,1005723
2025-03-13,396.70489501953125,400.95001220703125,409.20001220703125,399.1000061035156,408.0,507073
2025-03-17,398.04058837890625,402.29998779296875,404.0,396.20001220703125,399.5,632742
2025-03-18,398.04058837890625,402.29998779296875,402.29998779296875,402.29998779296875,402.29998779296875,0
2025-03-19,420.5497131347656,425.04998779296875,428.6499938964844,410.0,412.1000061035156,1571421
2025-03-20,422.4790954589844,427.0,428.54998779296875,420.54998779296875,425.04998779296875,1396944
2025-03-21,421.34124755859375,425.8500061035156,428.70001220703125,422.6000061035156,426.6000061035156,1318195
2025-03-24,428.3660888671875,432.95001220703125,435.29998779296875,422.8500061035156,428.70001220703125,1315906
2025-03-25,427.6240234375,432.20001220703125,440.6499938964844,424.6000061035156,440.5,2006204
2025-03-26,425.0515441894531,429.6000061035156,435.29998779296875,426.1499938964844,431.45001220703125,1499465
2025-03-27,423.468505859375,428.0,432.0,420.04998779296875,429.6000061035156,1946020
2025-03-28,421.53912353515625,426.04998779296875,433.04998779296875,422.75,430.04998779296875,1445919
2025-04-01,418.076171875,422.54998779296875,429.3500061035156,420.54998779296875,425.0,569201
2025-04-02,423.7158508300781,428.25,429.0,417.75,422.0,394646
2025-04-03,418.768798828125,423.25,427.29998779296875,420.04998779296875,422.1000061035156,1875908
2025-04-04,403.63079833984375,407.95001220703125,425.5,406.20001220703125,425.0,718028
2025-04-07,393.241943359375,397.45001220703125,406.70001220703125,375.0,375.0,1562496
