date_,adj close_sunpharma.ns,close_sunpharma.ns,high_sunpharma.ns,low_sunpharma.ns,open_sunpharma.ns,volume_sunpharma.ns
2024-03-14,1550.7550048828125,1570.199951171875,1574.300048828125,1546.25,1567.25,3062556
2024-03-15,1529.02734375,1548.199951171875,1573.5,1541.199951171875,1568.75,3421374
2024-03-18,1551.7919921875,1571.25,1576.25,1543.449951171875,1548.25,2281873
2024-03-19,1529.2742919921875,1548.449951171875,1579.75,1540.4000244140625,1574.0,3692624
2024-03-20,1530.1632080078125,1549.3499755859375,1559.949951171875,1520.5,1559.949951171875,3412218
2024-03-21,1545.8167724609375,1565.199951171875,1570.8499755859375,1542.550048828125,1564.800048828125,2567975
2024-03-22,1588.975830078125,1608.9000244140625,1621.0,1566.0999755859375,1568.9000244140625,4941447
2024-03-26,1578.309326171875,1598.0999755859375,1614.699951171875,1593.0999755859375,1595.050048828125,3649049
2024-03-27,1584.2845458984375,1604.1500244140625,1626.1500244140625,1592.0999755859375,1602.0,2530169
2024-03-28,1600.4814453125,1620.550048828125,1634.0,1607.949951171875,1609.949951171875,4427587
2024-04-01,1609.07373046875,1629.25,1633.75,1618.5,1631.5999755859375,1148498
2024-04-02,1602.160400390625,1622.25,1633.0,1609.9000244140625,1629.25,1921533
2024-04-03,1599.7901611328125,1619.8499755859375,1628.949951171875,1594.199951171875,1609.0,2098379
2024-04-04,1599.2962646484375,1619.3499755859375,1628.0,1587.1500244140625,1620.9000244140625,2439461
2024-04-05,1589.074462890625,1609.0,1638.8499755859375,1606.0999755859375,1611.0,1548980
2024-04-08,1579.8896484375,1599.699951171875,1618.9000244140625,1597.0,1611.0,1170390
2024-04-09,1582.704345703125,1602.550048828125,1608.8499755859375,1591.949951171875,1601.0,1389391
2024-04-10,1584.185791015625,1604.050048828125,1608.5,1583.75,1603.050048828125,1928878
2024-04-12,1520.928955078125,1540.0,1595.0,1534.0,1595.0,8258068
2024-04-15,1520.978515625,1540.050048828125,1544.0999755859375,1503.800048828125,1517.5999755859375,2474028
2024-04-16,1518.50927734375,1537.550048828125,1543.300048828125,1525.1500244140625,1535.0,2058697
2024-04-18,1497.6212158203125,1516.4000244140625,1545.550048828125,1506.449951171875,1545.550048828125,3266796
2024-04-19,1503.9420166015625,1522.800048828125,1528.300048828125,1503.699951171875,1505.0,2536516
2024-04-22,1521.027587890625,1540.0999755859375,1548.0,1521.949951171875,1528.449951171875,1680307
2024-04-23,1466.264404296875,1484.6500244140625,1562.449951171875,1477.699951171875,1562.0,9160422
2024-04-24,1467.350830078125,1485.75,1503.0,1479.3499755859375,1484.6500244140625,4652803
2024-04-25,1501.3248291015625,1520.1500244140625,1527.300048828125,1488.6500244140625,1490.0,3846327
2024-04-26,1487.8931884765625,1506.550048828125,1532.0,1500.050048828125,1531.0,1794350
2024-04-29,1502.7567138671875,1521.5999755859375,1527.800048828125,1510.050048828125,1516.0,1091667
2024-04-30,1483.498291015625,1502.0999755859375,1529.1500244140625,1497.0,1527.0,1991646
2024-05-02,1500.1890869140625,1519.0,1530.0,1502.0,1503.0,2494925
2024-05-03,1492.436279296875,1511.1500244140625,1537.0,1501.5,1527.0,3183226
2024-05-06,1510.21337890625,1529.1500244140625,1534.0,1508.75,1518.0,1240626
2024-05-07,1496.584228515625,1515.3499755859375,1543.1500244140625,1510.0999755859375,1535.949951171875,1532550
2024-05-08,1502.905029296875,1521.75,1525.800048828125,1502.25,1510.0,1026357
2024-05-09,1476.1405029296875,1494.6500244140625,1529.949951171875,1489.800048828125,1521.199951171875,1477007
2024-05-10,1487.8931884765625,1506.550048828125,1526.449951171875,1491.0,1494.6500244140625,1528487
2024-05-13,1506.1641845703125,1525.050048828125,1530.0,1502.0,1513.0,1628326
2024-05-14,1526.1138916015625,1545.25,1547.949951171875,1516.050048828125,1525.0,2206236
2024-05-15,1508.4849853515625,1527.4000244140625,1550.25,1520.3499755859375,1545.25,1207536
2024-05-16,1517.2747802734375,1536.300048828125,1541.1500244140625,1508.300048828125,1529.0,2684392
2024-05-17,1512.435546875,1531.4000244140625,1537.300048828125,1520.1500244140625,1536.0,1341676
2024-05-21,1521.8671875,1540.949951171875,1558.300048828125,1524.0,1530.0,1791791
2024-05-22,1520.2376708984375,1539.300048828125,1564.0,1505.4000244140625,1547.0,3948239
2024-05-23,1476.5849609375,1495.0999755859375,1510.0,1467.0,1510.0,11618479
2024-05-24,1468.2889404296875,1486.699951171875,1505.699951171875,1477.0999755859375,1504.0,5307322
2024-05-27,1447.894775390625,1466.050048828125,1501.0,1460.550048828125,1486.699951171875,3474806
2024-05-28,1446.759033203125,1464.9000244140625,1479.0999755859375,1455.949951171875,1468.949951171875,2616438
2024-05-29,1460.635009765625,1478.949951171875,1495.0,1465.6500244140625,1468.0999755859375,2843365
2024-05-30,1441.0308837890625,1459.0999755859375,1477.4000244140625,1449.5,1476.0,3133423
2024-05-31,1441.7222900390625,1459.800048828125,1479.4000244140625,1440.0,1465.0,5503924
2024-06-03,1435.055908203125,1453.050048828125,1498.0,1451.0,1496.5,1855318
2024-06-04,1412.1429443359375,1429.8499755859375,1476.300048828125,1377.199951171875,1461.5999755859375,5055952
2024-06-05,1468.8817138671875,1487.300048828125,1490.0,1432.0,1449.699951171875,2487724
2024-06-06,1454.46240234375,1472.699951171875,1494.0,1455.050048828125,1494.0,3004955
2024-06-07,1488.1893310546875,1506.8499755859375,1510.0999755859375,1472.1500244140625,1479.9000244140625,3404664
2024-06-10,1494.3621826171875,1513.0999755859375,1521.699951171875,1505.0999755859375,1519.0,1433942
2024-06-11,1481.177490234375,1499.75,1525.0,1497.3499755859375,1524.0,1441589
2024-06-12,1488.1893310546875,1506.8499755859375,1514.550048828125,1495.8499755859375,1500.0,994784
2024-06-13,1492.090576171875,1510.800048828125,1514.5999755859375,1498.0,1514.5999755859375,1412477
2024-06-14,1497.22607421875,1516.0,1518.0,1505.550048828125,1513.8499755859375,937490
2024-06-18,1502.11474609375,1520.949951171875,1522.8499755859375,1510.199951171875,1522.5999755859375,1478241
2024-06-19,1485.374755859375,1504.0,1529.8499755859375,1500.0,1524.949951171875,1537367
2024-06-20,1452.783447265625,1471.0,1487.949951171875,1467.0,1487.949951171875,4168375
2024-06-21,1449.079833984375,1467.25,1488.0,1460.9000244140625,1480.0999755859375,4426556
2024-06-24,1475.992431640625,1494.5,1502.9000244140625,1475.050048828125,1475.050048828125,3726155
2024-06-25,1486.559814453125,1505.199951171875,1508.0,1492.300048828125,1498.050048828125,1833311
2024-06-26,1502.3123779296875,1521.1500244140625,1528.9000244140625,1495.25,1502.0,2563493
2024-06-27,1497.4730224609375,1516.25,1528.050048828125,1505.0,1525.0,3881458
2024-06-28,1502.01611328125,1520.8499755859375,1538.949951171875,1515.5999755859375,1520.0,2634599
2024-07-01,1501.2752685546875,1520.0999755859375,1530.0,1503.8499755859375,1520.8499755859375,1451094
2024-07-02,1505.176513671875,1524.050048828125,1534.9000244140625,1508.25,1514.0,1336816
2024-07-03,1514.953857421875,1533.949951171875,1536.25,1498.300048828125,1519.3499755859375,1061099
2024-07-04,1538.607177734375,1557.9000244140625,1571.0,1526.0,1535.0,2630823
2024-07-05,1548.9771728515625,1568.4000244140625,1574.75,1557.0,1562.0,2481046
2024-07-08,1537.1258544921875,1556.4000244140625,1574.800048828125,1550.949951171875,1570.5999755859375,1120204
2024-07-09,1565.7667236328125,1585.4000244140625,1589.9000244140625,1549.800048828125,1564.800048828125,1492840
2024-07-10,1578.75390625,1598.550048828125,1601.1500244140625,1567.5999755859375,1592.800048828125,1899956
2024-07-11,1562.161865234375,1581.75,1602.5,1572.300048828125,1601.0,1707500
2024-07-12,1562.7069091796875,1577.300048828125,1587.3499755859375,1550.0,1582.0,1426598
2024-07-15,1571.5244140625,1586.199951171875,1594.699951171875,1577.300048828125,1579.949951171875,832804
2024-07-16,1564.6884765625,1579.300048828125,1595.0,1574.949951171875,1589.0,688481
2024-07-18,1579.5,1594.25,1596.5999755859375,1570.25,1575.0,1665636
2024-07-19,1554.136962890625,1568.6500244140625,1589.75,1565.1500244140625,1584.699951171875,1649335
2024-07-22,1572.6639404296875,1587.3499755859375,1589.5,1555.050048828125,1555.050048828125,826636
2024-07-23,1586.7821044921875,1601.5999755859375,1605.6500244140625,1574.300048828125,1587.0,1502677
2024-07-24,1604.4669189453125,1619.449951171875,1624.949951171875,1592.0,1602.0,2923358
2024-07-25,1650.38818359375,1665.800048828125,1681.300048828125,1602.199951171875,1614.8499755859375,5329712
2024-07-26,1698.389892578125,1714.25,1723.800048828125,1665.0,1670.449951171875,4591049
2024-07-29,1707.3065185546875,1723.25,1728.75,1692.75,1715.25,3187339
2024-07-30,1685.8568115234375,1701.5999755859375,1725.449951171875,1697.0,1716.0999755859375,1525840
2024-07-31,1703.442626953125,1719.3499755859375,1730.949951171875,1695.199951171875,1702.0999755859375,1594881
2024-08-01,1699.3309326171875,1715.199951171875,1746.449951171875,1681.300048828125,1725.5,5258291
2024-08-02,1715.62890625,1731.6500244140625,1741.800048828125,1683.8499755859375,1700.0,2992406
2024-08-05,1704.433349609375,1720.3499755859375,1758.0,1715.0,1725.0,5165558
2024-08-06,1691.7518310546875,1707.550048828125,1734.0,1703.949951171875,1725.0,1710278
2024-08-07,1718.4029541015625,1734.449951171875,1736.8499755859375,1709.4000244140625,1720.0,1922313
2024-08-08,1720.9788818359375,1737.050048828125,1748.6500244140625,1728.3499755859375,1735.0,2480113
2024-08-09,1719.2451171875,1735.300048828125,1749.800048828125,1730.050048828125,1749.800048828125,751683
2024-08-12,1717.8084716796875,1733.8499755859375,1748.5,1730.050048828125,1735.0,1526788
2024-08-13,1724.0006103515625,1740.0999755859375,1751.8499755859375,1725.5999755859375,1740.0,2076963
2024-08-14,1725.5362548828125,1741.6500244140625,1753.0,1732.5999755859375,1747.5,2207250
2024-08-16,1726.626220703125,1742.75,1751.1500244140625,1728.6500244140625,1749.5999755859375,2180718
2024-08-19,1731.6295166015625,1747.800048828125,1752.8499755859375,1740.6500244140625,1752.8499755859375,1363446
2024-08-20,1750.0076904296875,1766.3499755859375,1770.800048828125,1745.1500244140625,1751.800048828125,1766597
2024-08-21,1748.323486328125,1764.6500244140625,1771.949951171875,1757.300048828125,1770.0,1184193
2024-08-22,1734.4530029296875,1750.6500244140625,1769.5,1748.4000244140625,1769.5,1369554
2024-08-23,1759.3209228515625,1775.75,1781.449951171875,1751.9000244140625,1753.75,3515492
2024-08-26,1756.05126953125,1772.449951171875,1780.0,1764.5,1780.0,933372
2024-08-27,1772.8446044921875,1789.4000244140625,1792.5999755859375,1767.1500244140625,1778.0,1231023
2024-08-28,1795.0867919921875,1811.8499755859375,1823.0,1786.3499755859375,1796.9000244140625,1768949
2024-08-29,1782.5537109375,1799.199951171875,1826.8499755859375,1790.25,1809.9000244140625,3205924
2024-08-30,1804.796142578125,1821.6500244140625,1828.1500244140625,1791.300048828125,1798.1500244140625,3036374
2024-09-02,1799.1488037109375,1815.949951171875,1837.0,1805.199951171875,1829.949951171875,1617946
2024-09-03,1794.7401123046875,1811.5,1839.550048828125,1805.0999755859375,1820.0,2148689
2024-09-04,1815.892578125,1832.8499755859375,1835.0,1801.300048828125,1811.5,2473477
2024-09-05,1809.601318359375,1826.5,1843.9000244140625,1820.0,1833.199951171875,1902919
2024-09-06,1807.66943359375,1824.550048828125,1850.0,1805.0,1819.550048828125,1701134
2024-09-09,1804.994384765625,1821.8499755859375,1835.4000244140625,1812.8499755859375,1824.550048828125,1544883
2024-09-10,1819.360107421875,1836.3499755859375,1842.25,1825.699951171875,1830.0,1460472
2024-09-11,1828.6236572265625,1845.699951171875,1857.5,1831.0999755859375,1836.4000244140625,1701900
2024-09-12,1848.141357421875,1865.4000244140625,1871.5,1840.4000244140625,1855.1500244140625,2744070
2024-09-13,1836.59912109375,1853.75,1865.0,1851.4000244140625,1865.0,1322430
2024-09-16,1845.7139892578125,1862.949951171875,1873.3499755859375,1850.9000244140625,1862.0,1284085
2024-09-17,1848.8348388671875,1866.0999755859375,1869.6500244140625,1859.25,1863.0,738265
2024-09-18,1819.0133056640625,1836.0,1868.0,1829.5999755859375,1868.0,1202676
2024-09-19,1828.970458984375,1846.050048828125,1856.0,1835.0,1845.199951171875,1675819
2024-09-20,1848.4881591796875,1865.75,1871.0,1841.9000244140625,1851.0999755859375,4229991
2024-09-23,1845.46630859375,1862.699951171875,1875.0,1857.5,1867.0,812520
2024-09-24,1850.8162841796875,1868.0999755859375,1880.6500244140625,1856.0,1856.0,2528953
2024-09-25,1853.2437744140625,1870.550048828125,1876.0,1858.550048828125,1874.0,956893
2024-09-26,1880.8360595703125,1898.4000244140625,1905.0,1867.050048828125,1870.550048828125,2452807
2024-09-27,1930.670654296875,1948.699951171875,1959.300048828125,1915.25,1917.949951171875,3809008
2024-09-30,1908.8741455078125,1926.699951171875,1960.3499755859375,1921.050048828125,1949.0,2608461
2024-10-01,1902.1866455078125,1919.949951171875,1934.75,1902.3499755859375,1924.8499755859375,1275678
2024-10-03,1893.1707763671875,1910.8499755859375,1936.300048828125,1896.050048828125,1900.800048828125,2492195
2024-10-04,1892.3782958984375,1910.050048828125,1952.25,1903.6500244140625,1910.8499755859375,2798189
2024-10-07,1887.6226806640625,1905.25,1917.949951171875,1888.050048828125,1910.050048828125,1691999
2024-10-08,1899.41259765625,1917.1500244140625,1921.449951171875,1901.550048828125,1904.0,2309881
2024-10-09,1912.98583984375,1930.8499755859375,1947.0,1894.5,1894.550048828125,1597182
2024-10-10,1870.2845458984375,1887.75,1937.949951171875,1883.9000244140625,1929.5999755859375,2383012
2024-10-11,1884.353271484375,1901.949951171875,1909.3499755859375,1890.5,1899.0,1019117
2024-10-14,1892.0810546875,1909.75,1915.75,1895.0999755859375,1903.0,676879
2024-10-15,1880.8856201171875,1898.449951171875,1920.4000244140625,1894.6500244140625,1918.0,1383203
2024-10-16,1880.93505859375,1898.5,1914.699951171875,1887.0,1908.949951171875,1401914
2024-10-17,1872.0679931640625,1889.550048828125,1923.6500244140625,1879.6500244140625,1923.550048828125,1447059
2024-10-18,1892.675537109375,1910.3499755859375,1917.9000244140625,1872.699951171875,1900.0,1203693
2024-10-21,1879.4490966796875,1897.0,1920.550048828125,1890.550048828125,1918.800048828125,660583
2024-10-22,1870.0865478515625,1887.550048828125,1906.0,1881.0,1892.0,1192915
2024-10-23,1822.3323974609375,1839.3499755859375,1889.550048828125,1832.0,1880.050048828125,1673366
2024-10-24,1831.7939453125,1848.9000244140625,1859.550048828125,1829.449951171875,1830.0,1739776
2024-10-25,1843.1876220703125,1860.4000244140625,1875.5999755859375,1850.0999755859375,1856.800048828125,2148004
2024-10-28,1885.29443359375,1902.9000244140625,1916.0,1835.0,1863.199951171875,2445724
2024-10-29,1854.283935546875,1871.5999755859375,1922.699951171875,1862.0,1922.0,2295542
2024-10-30,1834.96435546875,1852.0999755859375,1880.9000244140625,1820.0,1868.5,1900203
2024-10-31,1831.7939453125,1848.9000244140625,1872.5,1842.0999755859375,1860.0,2572932
2024-11-01,1841.2061767578125,1858.4000244140625,1864.949951171875,1831.550048828125,1860.0,107596
2024-11-04,1792.1641845703125,1808.9000244140625,1845.0,1760.0999755859375,1845.0,5031861
2024-11-05,1786.9130859375,1803.5999755859375,1833.0,1799.449951171875,1805.0,1658010
2024-11-06,1810.54248046875,1827.449951171875,1840.0,1802.199951171875,1815.550048828125,2060619
2024-11-07,1774.380126953125,1790.949951171875,1845.0,1778.800048828125,1845.0,1909269
2024-11-08,1792.857666015625,1809.5999755859375,1815.050048828125,1790.949951171875,1799.800048828125,1644075
2024-11-11,1777.996337890625,1794.5999755859375,1817.6500244140625,1791.949951171875,1817.4000244140625,1069649
2024-11-12,1784.1885986328125,1800.8499755859375,1825.0,1795.0999755859375,1801.9000244140625,2471888
2024-11-13,1762.540771484375,1779.0,1797.300048828125,1770.449951171875,1791.0,1810332
2024-11-14,1751.8406982421875,1768.199951171875,1796.0,1763.1500244140625,1779.699951171875,1473358
2024-11-18,1731.579833984375,1747.75,1799.0,1743.199951171875,1799.0,1533025
2024-11-19,1760.806884765625,1777.25,1806.75,1730.0,1730.050048828125,1933316
2024-11-21,1763.531494140625,1780.0,1791.449951171875,1758.050048828125,1772.0,2014349
2024-11-22,1778.68994140625,1795.300048828125,1814.949951171875,1768.050048828125,1785.0,1420813
2024-11-25,1782.256591796875,1798.9000244140625,1830.0,1784.1500244140625,1806.0,3137448
2024-11-26,1745.3017578125,1761.5999755859375,1806.75,1753.199951171875,1806.75,1589883
2024-11-27,1733.26416015625,1749.449951171875,1778.5999755859375,1740.25,1760.0999755859375,1982546
2024-11-28,1718.2047119140625,1734.25,1760.699951171875,1723.4000244140625,1749.449951171875,3071758
2024-11-29,1764.4232177734375,1780.9000244140625,1795.800048828125,1739.199951171875,1742.9000244140625,2427677
2024-12-02,1791.8173828125,1808.550048828125,1814.0,1792.1500244140625,1800.0,1948045
2024-12-03,1783.3961181640625,1800.050048828125,1832.0,1788.3499755859375,1831.25,1543970
2024-12-04,1783.5445556640625,1800.199951171875,1814.8499755859375,1785.0,1810.5,2320116
2024-12-05,1796.671875,1813.449951171875,1825.949951171875,1775.4000244140625,1808.699951171875,2742263
2024-12-06,1788.1514892578125,1804.8499755859375,1823.949951171875,1801.0,1815.8499755859375,1590478
2024-12-09,1789.9349365234375,1806.6500244140625,1819.949951171875,1796.699951171875,1814.800048828125,1528215
2024-12-10,1793.204345703125,1809.949951171875,1823.0,1796.0,1821.0,2043634
2024-12-11,1797.217041015625,1814.0,1826.3499755859375,1805.050048828125,1824.300048828125,1745911
2024-12-12,1788.7459716796875,1805.449951171875,1820.0,1798.050048828125,1819.0,1082394
2024-12-13,1796.671875,1813.449951171875,1816.800048828125,1774.050048828125,1804.75,1391111
2024-12-16,1793.0557861328125,1809.800048828125,1822.5,1792.3499755859375,1818.699951171875,1483330
2024-12-17,1772.497802734375,1789.050048828125,1815.75,1783.0999755859375,1810.0,1608164
2024-12-18,1784.3868408203125,1801.050048828125,1822.449951171875,1792.800048828125,1798.0,1732860
2024-12-19,1806.4310302734375,1823.300048828125,1829.4000244140625,1790.800048828125,1801.0,1924091
2024-12-20,1792.114501953125,1808.8499755859375,1825.949951171875,1794.0999755859375,1823.300048828125,2513418
2024-12-23,1797.811279296875,1814.5999755859375,1828.0,1796.6500244140625,1811.0,1299181
2024-12-24,1802.170654296875,1819.0,1831.75,1803.1500244140625,1814.9000244140625,1121058
2024-12-26,1824.3138427734375,1841.3499755859375,1845.050048828125,1814.4000244140625,1820.0,1402706
2024-12-27,1844.02978515625,1861.25,1866.0,1836.75,1845.5,1668898
2024-12-30,1866.47021484375,1883.9000244140625,1895.75,1855.0,1862.050048828125,6021550
2024-12-31,1868.8975830078125,1886.3499755859375,1910.0,1868.800048828125,1876.800048828125,1844944
2025-01-01,1872.4642333984375,1889.949951171875,1902.949951171875,1878.6500244140625,1889.9000244140625,1338092
2025-01-02,1860.624755859375,1878.0,1896.0,1864.949951171875,1892.0,2507223
2025-01-03,1832.537109375,1849.6500244140625,1884.0,1844.0,1878.0,1515825
2025-01-06,1830.3079833984375,1847.4000244140625,1856.5,1825.6500244140625,1850.5,1397724
2025-01-07,1836.25244140625,1853.4000244140625,1865.0,1845.6500244140625,1848.550048828125,1615649
2025-01-08,1820.7471923828125,1837.75,1862.5999755859375,1829.199951171875,1862.5999755859375,1298188
2025-01-09,1809.45263671875,1826.3499755859375,1841.0,1814.0,1841.0,1199181
2025-01-10,1768.287109375,1784.800048828125,1834.5999755859375,1772.75,1825.449951171875,857827
2025-01-13,1730.73779296875,1746.9000244140625,1785.550048828125,1742.449951171875,1784.5999755859375,1645287
2025-01-14,1754.466064453125,1770.8499755859375,1784.050048828125,1742.0999755859375,1755.0,1962645
2025-01-15,1740.595703125,1756.8499755859375,1775.0,1747.699951171875,1772.800048828125,857867
2025-01-16,1746.9859619140625,1763.300048828125,1775.5999755859375,1740.800048828125,1775.050048828125,2180496
2025-01-17,1770.0208740234375,1786.550048828125,1791.949951171875,1767.5999755859375,1779.0,1163986
2025-01-20,1761.797607421875,1778.25,1800.449951171875,1768.300048828125,1789.3499755859375,1341246
2025-01-21,1746.3914794921875,1762.699951171875,1805.75,1759.5,1772.0999755859375,2489267
2025-01-22,1782.30615234375,1798.949951171875,1803.5999755859375,1773.8499755859375,1777.0,2262270
2025-01-23,1816.6356201171875,1833.5999755859375,1839.75,1786.050048828125,1788.0999755859375,1974760
2025-01-24,1805.3409423828125,1822.199951171875,1843.0999755859375,1808.199951171875,1829.0,1277935
2025-01-27,1770.318115234375,1786.8499755859375,1824.25,1774.300048828125,1818.0999755859375,1452975
2025-01-28,1689.7208251953125,1705.5,1780.0,1693.0999755859375,1779.800048828125,5972497
2025-01-29,1719.294677734375,1735.3499755859375,1744.0,1696.0,1705.5,1433336
2025-01-30,1723.0098876953125,1739.0999755859375,1760.300048828125,1725.300048828125,1740.449951171875,2017991
2025-01-31,1727.81494140625,1743.949951171875,1769.8499755859375,1706.050048828125,1742.0,4275269
2025-02-01,1726.0811767578125,1742.199951171875,1789.0,1733.300048828125,1740.0,1477972
2025-02-03,1724.4959716796875,1740.5999755859375,1785.9000244140625,1710.550048828125,1781.449951171875,2210231
2025-02-04,1748.91796875,1765.25,1776.25,1740.6500244140625,1749.300048828125,2796294
2025-02-05,1736.53369140625,1752.75,1773.800048828125,1735.199951171875,1773.800048828125,1787905
2025-02-06,1736.284423828125,1742.0,1768.3499755859375,1736.300048828125,1753.0,3421791
2025-02-07,1744.058837890625,1749.800048828125,1753.0,1727.300048828125,1751.4000244140625,1371545
2025-02-10,1726.4168701171875,1732.0999755859375,1750.0,1723.699951171875,1741.25,1237839
2025-02-11,1694.1729736328125,1699.75,1734.199951171875,1695.050048828125,1725.199951171875,2779274
2025-02-12,1688.2923583984375,1693.8499755859375,1714.949951171875,1688.050048828125,1706.449951171875,1757284
2025-02-13,1740.6201171875,1746.3499755859375,1752.75,1699.949951171875,1700.0,2750390
2025-02-14,1694.9205322265625,1700.5,1748.949951171875,1685.0,1747.3499755859375,2123774
2025-02-17,1708.5755615234375,1714.199951171875,1735.3499755859375,1696.050048828125,1700.5,2277889
2025-02-18,1696.0169677734375,1701.5999755859375,1729.75,1698.4000244140625,1714.199951171875,2163972
2025-02-19,1671.0989990234375,1676.5999755859375,1699.0,1647.0999755859375,1665.0999755859375,2576319
2025-02-20,1663.822998046875,1669.300048828125,1677.949951171875,1663.0,1667.1500244140625,1670915
2025-02-21,1638.3568115234375,1643.75,1684.4000244140625,1632.0,1678.050048828125,2244190
2025-02-24,1634.1207275390625,1639.5,1669.9000244140625,1627.050048828125,1629.75,2357441
2025-02-25,1608.3056640625,1613.5999755859375,1647.800048828125,1606.25,1639.5,2836717
2025-02-27,1642.094482421875,1647.5,1653.0999755859375,1605.050048828125,1628.949951171875,2744489
2025-02-28,1588.0224609375,1593.25,1671.0,1586.4000244140625,1671.0,3549979
2025-03-03,1579.899169921875,1585.0999755859375,1607.4000244140625,1582.199951171875,1585.300048828125,1425492
2025-03-04,1561.3602294921875,1566.5,1590.0,1556.0,1585.0,1717135
2025-03-05,1577.2578125,1582.449951171875,1586.300048828125,1553.050048828125,1564.5999755859375,2428171
2025-03-06,1608.704345703125,1614.0,1617.9000244140625,1572.550048828125,1598.25,2458676
2025-03-07,1604.0198974609375,1609.300048828125,1628.75,1605.6500244140625,1624.0,980890
2025-03-10,1606.2125244140625,1611.5,1641.449951171875,1602.75,1621.949951171875,1600589
2025-03-11,1649.868896484375,1655.300048828125,1663.5999755859375,1605.3499755859375,1616.0999755859375,3325416
2025-03-12,1671.34814453125,1676.8499755859375,1680.25,1658.050048828125,1662.0,2389362
2025-03-13,1677.926513671875,1683.449951171875,1687.1500244140625,1663.449951171875,1672.0,1666929
