date_,adj close_cgcl.ns,close_cgcl.ns,high_cgcl.ns,low_cgcl.ns,open_cgcl.ns,volume_cgcl.ns
2024-04-05,221.5079803466797,221.89999389648438,226.25,220.75,224.0,661128
2024-04-08,223.90374755859375,224.3000030517578,227.0,220.0500030517578,223.14999389648438,551806
2024-04-09,218.01416015625,218.39999389648438,226.0,216.60000610351562,224.3000030517578,281158
2024-04-10,217.6148681640625,218.0,221.35000610351562,216.0500030517578,218.60000610351562,211833
2024-04-12,218.51327514648438,218.89999389648438,225.89999389648438,216.5,223.4499969482422,311036
2024-04-15,244.61708068847656,245.0500030517578,251.75,210.0,210.35000610351562,11416369
2024-04-16,238.82733154296875,239.25,244.75,225.0,240.0,2365533
2024-04-18,230.04286193847656,230.4499969482422,241.1999969482422,228.10000610351562,241.0,385638
2024-04-19,226.14976501464844,226.5500030517578,234.10000610351562,225.14999389648438,230.3000030517578,398342
2024-04-22,228.19615173339844,228.60000610351562,231.8000030517578,226.14999389648438,226.5,290751
2024-04-23,226.99826049804688,227.39999389648438,230.6999969482422,225.0,229.25,170806
2024-04-24,225.1515350341797,225.5500030517578,229.9499969482422,223.0,228.85000610351562,234103
2024-04-25,226.44923400878906,226.85000610351562,230.5,225.39999389648438,226.10000610351562,192193
2024-04-26,224.6524200439453,225.0500030517578,230.6999969482422,223.0500030517578,228.6999969482422,454833
2024-04-29,223.40463256835938,223.8000030517578,229.89999389648438,221.14999389648438,226.0,480712
2024-04-30,220.6095733642578,221.0,226.8000030517578,216.10000610351562,224.60000610351562,198771
2024-05-02,222.25665283203125,222.64999389648438,225.5,221.0,221.4499969482422,124038
2024-05-03,221.8074493408203,222.1999969482422,224.4499969482422,220.6999969482422,224.4499969482422,86675
2024-05-06,219.01239013671875,219.39999389648438,224.0,217.8000030517578,221.10000610351562,114671
2024-05-07,212.6736297607422,213.0500030517578,220.60000610351562,210.1999969482422,219.39999389648438,169809
2024-05-08,232.83792114257812,233.25,237.39999389648438,212.25,214.60000610351562,4938419
2024-05-09,221.1086883544922,221.5,232.0,218.85000610351562,232.0,764375
2024-05-10,234.28536987304688,234.6999969482422,240.89999389648438,220.8000030517578,224.14999389648438,3552009
2024-05-13,229.9929656982422,230.39999389648438,234.0,227.5500030517578,230.6999969482422,312953
2024-05-14,225.10162353515625,225.5,232.8000030517578,224.0,229.0,490133
2024-05-15,222.95541381835938,223.35000610351562,228.75,217.25,227.35000610351562,218928
2024-05-16,225.35118103027344,225.75,227.75,223.0500030517578,224.85000610351562,121652
2024-05-17,222.6060333251953,223.0,227.85000610351562,222.3000030517578,225.75,119825
2024-05-21,222.15682983398438,222.5500030517578,226.5,220.89999389648438,226.5,208036
2024-05-22,222.25665283203125,222.64999389648438,226.35000610351562,220.85000610351562,223.25,155079
2024-05-23,222.15682983398438,222.5500030517578,224.64999389648438,221.0,223.89999389648438,89834
2024-05-24,221.55789184570312,221.9499969482422,224.0,220.60000610351562,224.0,95868
2024-05-27,221.35824584960938,221.75,224.89999389648438,218.89999389648438,221.9499969482422,138123
2024-05-28,210.5773162841797,210.9499969482422,222.4499969482422,208.6999969482422,220.85000610351562,1215167
2024-05-29,211.7751922607422,212.14999389648438,215.4499969482422,210.14999389648438,213.0,142578
2024-05-30,210.6272430419922,211.0,212.85000610351562,208.64999389648438,212.85000610351562,468950
2024-05-31,211.2760772705078,211.64999389648438,212.89999389648438,209.64999389648438,211.0,105938
2024-06-03,223.15505981445312,223.5500030517578,229.8000030517578,211.5500030517578,217.0,1561233
2024-06-04,209.2796173095703,209.64999389648438,223.10000610351562,197.6999969482422,220.0,237673
2024-06-05,214.1709747314453,214.5500030517578,218.5,201.9499969482422,210.8000030517578,205501
2024-06-06,214.1709747314453,214.5500030517578,218.85000610351562,213.0,213.0,103496
2024-06-07,214.7698974609375,215.14999389648438,218.0500030517578,212.0,213.9499969482422,138935
2024-06-10,214.18093872070312,214.55999755859375,218.0500030517578,213.8000030517578,218.0,108499
2024-06-11,213.46221923828125,213.83999633789062,216.80999755859375,212.86000061035156,214.55999755859375,127552
2024-06-12,213.06292724609375,213.44000244140625,217.5500030517578,212.80999755859375,213.0,136342
2024-06-13,213.661865234375,214.0399932861328,216.2100067138672,212.50999450683594,215.69000244140625,108891
2024-06-14,223.8039093017578,224.1999969482422,226.89999389648438,213.00999450683594,214.5500030517578,679031
2024-06-18,222.18678283691406,222.5800018310547,234.0,220.35000610351562,229.0,764646
2024-06-19,218.85269165039062,219.24000549316406,226.61000061035156,218.13999938964844,223.94000244140625,205865
2024-06-20,222.366455078125,222.75999450683594,226.4499969482422,219.14999389648438,219.24000549316406,228510
2024-06-21,219.86090087890625,220.25,225.55999755859375,218.4199981689453,222.6999969482422,417571
2024-06-24,216.1774139404297,216.55999755859375,221.92999267578125,214.83999633789062,220.00999450683594,199681
2024-06-25,214.1210479736328,214.5,236.25,213.0500030517578,224.9499969482422,3844238
2024-06-26,212.54385375976562,212.9199981689453,217.85000610351562,212.5,215.89999389648438,356456
2024-06-27,213.83157348632812,214.2100067138672,223.49000549316406,212.10000610351562,220.0,624161
2024-06-28,214.82980346679688,215.2100067138672,218.92999267578125,212.1199951171875,217.5,402463
2024-07-01,212.40408325195312,212.77999877929688,218.5,210.77000427246094,218.0,437392
2024-07-02,214.24082946777344,214.6199951171875,217.6999969482422,212.17999267578125,217.0,217863
2024-07-03,213.4422607421875,213.82000732421875,216.52000427246094,212.8000030517578,216.0,184197
2024-07-04,212.47398376464844,212.85000610351562,216.1999969482422,211.75,214.39999389648438,194535
2024-07-05,211.5555877685547,211.92999267578125,214.25999450683594,211.5,213.0,159299
2024-07-08,210.55734252929688,210.92999267578125,213.39999389648438,207.8000030517578,213.39999389648438,288239
2024-07-09,213.89146423339844,214.27000427246094,215.1999969482422,210.00999450683594,211.5,350410
2024-07-10,225.22140502929688,225.6199951171875,229.5,210.58999633789062,215.83999633789062,1058768
2024-07-11,220.8391571044922,221.22999572753906,225.1999969482422,220.5,224.97999572753906,289879
2024-07-12,226.099853515625,226.5,229.22000122070312,218.3300018310547,222.3800048828125,664706
2024-07-15,219.47158813476562,219.86000061035156,227.3000030517578,218.89999389648438,227.3000030517578,244278
2024-07-16,217.00595092773438,217.38999938964844,225.72999572753906,216.47999572753906,220.25,305708
2024-07-18,215.4686737060547,215.85000610351562,218.4600067138672,215.27000427246094,217.60000610351562,74503
2024-07-19,212.19447326660156,212.57000732421875,215.85000610351562,211.25,215.0,117045
2024-07-22,211.4857177734375,211.86000061035156,213.05999755859375,209.8000030517578,212.57000732421875,83747
2024-07-23,213.36239624023438,213.74000549316406,220.0,208.0,212.8800048828125,165695
2024-07-24,210.55734252929688,210.92999267578125,214.14999389648438,210.66000366210938,213.2899932861328,109359
2024-07-25,209.0899658203125,209.4600067138672,213.47999572753906,208.5,211.14999389648438,128250
2024-07-26,208.52096557617188,208.88999938964844,213.5,208.39999389648438,210.5500030517578,295980
2024-07-29,209.62899780273438,210.0,212.5500030517578,209.41000366210938,210.94000244140625,157328
2024-07-30,209.2197265625,209.58999633789062,216.16000366210938,209.0,211.85000610351562,243472
2024-07-31,208.600830078125,208.97000122070312,211.75,208.6999969482422,209.85000610351562,145814
2024-08-01,225.1515350341797,225.5500030517578,228.5,209.22000122070312,210.58999633789062,2366738
2024-08-02,213.65188598632812,214.02999877929688,220.89999389648438,213.11000061035156,218.9199981689453,613133
2024-08-05,208.09173583984375,208.4600067138672,212.86000061035156,206.5500030517578,209.0,303992
2024-08-06,205.85568237304688,206.22000122070312,211.39999389648438,204.35000610351562,208.0,176198
2024-08-07,206.34483337402344,206.7100067138672,208.60000610351562,205.75,207.8000030517578,126306
2024-08-08,204.65780639648438,205.02000427246094,208.60000610351562,204.75,205.75,115628
2024-08-09,207.44287109375,207.80999755859375,210.72999572753906,201.3000030517578,206.25,213418
2024-08-12,205.22679138183594,205.58999633789062,208.25999450683594,204.60000610351562,207.1999969482422,102395
2024-08-13,201.2937469482422,201.64999389648438,206.39999389648438,201.0,203.58999633789062,113733
2024-08-14,199.95611572265625,200.30999755859375,202.94000244140625,199.22999572753906,201.89999389648438,74659
2024-08-16,202.83103942871094,203.19000244140625,204.67999267578125,200.49000549316406,201.6999969482422,67096
2024-08-19,203.70948791503906,204.07000732421875,206.0,202.7899932861328,203.8000030517578,76336
2024-08-20,204.4681396484375,204.8300018310547,208.5500030517578,203.5500030517578,204.10000610351562,192028
2024-08-21,211.49569702148438,211.8699951171875,226.0,205.39999389648438,207.89999389648438,7744724
2024-08-22,213.8615264892578,214.24000549316406,218.89999389648438,206.39999389648438,214.3000030517578,2240234
2024-08-23,213.76168823242188,214.13999938964844,217.0,207.25999450683594,212.0,2138329
2024-08-26,214.4904022216797,214.8699951171875,216.99000549316406,212.39999389648438,214.13999938964844,221268
2024-08-27,213.13279724121094,213.50999450683594,217.1699981689453,207.89999389648438,214.14999389648438,1820502
2024-08-28,213.39234924316406,213.77000427246094,215.88999938964844,211.39999389648438,214.0,192157
2024-08-29,212.02476501464844,212.39999389648438,219.0,211.00999450683594,215.02999877929688,628763
2024-08-30,205.15692138671875,205.52000427246094,216.2899932861328,200.66000366210938,212.60000610351562,7480393
2024-09-02,207.26318359375,207.6300048828125,211.9499969482422,205.5500030517578,209.8800048828125,459929
2024-09-03,211.7252960205078,212.10000610351562,213.39999389648438,207.0,207.6300048828125,581312
2024-09-04,213.16273498535156,213.5399932861328,214.4499969482422,210.0,214.0,356247
2024-09-05,214.5203399658203,214.89999389648438,216.1300048828125,212.64999389648438,215.0,329872
2024-09-06,212.84332275390625,213.22000122070312,217.9499969482422,211.1999969482422,214.30999755859375,271123
2024-09-09,213.592529296875,213.82000732421875,215.0,209.9199981689453,210.0,207401
2024-09-10,214.39166259765625,214.6199951171875,215.4600067138672,211.27000427246094,213.82000732421875,195294
2024-09-11,211.78443908691406,212.00999450683594,214.5,211.72000122070312,213.60000610351562,217863
2024-09-12,212.80335998535156,213.02999877929688,213.8000030517578,209.0,211.0,162322
2024-09-13,213.93215942382812,214.16000366210938,221.9499969482422,211.97999572753906,214.0,393595
2024-09-16,212.393798828125,212.6199951171875,216.6999969482422,212.07000732421875,215.0,83163
2024-09-17,212.97317504882812,213.1999969482422,214.0,210.0,212.25999450683594,234284
2024-09-18,210.5757293701172,210.8000030517578,215.3000030517578,210.0,215.3000030517578,98870
2024-09-19,209.44692993164062,209.6699981689453,211.2899932861328,207.22999572753906,208.75,172677
2024-09-20,208.5978546142578,208.82000732421875,210.5,208.0,209.50999450683594,94764
2024-09-23,206.53004455566406,206.75,210.0,206.17999267578125,209.0,135546
2024-09-24,204.58212280273438,204.8000030517578,207.69000244140625,204.5,206.6300048828125,129674
2024-09-25,207.968505859375,208.19000244140625,210.85000610351562,204.5500030517578,204.88999938964844,242711
2024-09-26,206.95957946777344,207.17999267578125,210.35000610351562,205.3000030517578,207.1999969482422,2708326
2024-09-27,205.8807373046875,206.10000610351562,208.49000549316406,204.27999877929688,208.25999450683594,302523
2024-09-30,206.72982788085938,206.9499969482422,207.85000610351562,202.8000030517578,206.0,362085
2024-10-01,206.2403564453125,206.4600067138672,208.0,203.61000061035156,203.61000061035156,235652
2024-10-03,204.29241943359375,204.50999450683594,206.39999389648438,202.00999450683594,206.39999389648438,128366
2024-10-04,202.75405883789062,202.97000122070312,204.08999633789062,201.3000030517578,202.6999969482422,118197
2024-10-07,197.4896697998047,197.6999969482422,203.74000549316406,196.1999969482422,202.0,220219
2024-10-08,202.54428100585938,202.75999450683594,203.0,195.5,197.0,165792
2024-10-09,201.88499450683594,202.10000610351562,204.47999572753906,196.50999450683594,202.5,358773
2024-10-10,199.37765502929688,199.58999633789062,202.3800048828125,198.5,202.10000610351562,106891
2024-10-11,197.2099609375,197.4199981689453,200.25,196.89999389648438,199.89999389648438,132453
2024-10-14,195.22207641601562,195.42999267578125,198.72999572753906,193.89999389648438,198.0,261665
2024-10-15,195.07225036621094,195.27999877929688,203.39999389648438,194.0,195.83999633789062,503180
2024-10-16,196.53070068359375,196.74000549316406,200.89999389648438,194.57000732421875,198.0,262641
2024-10-17,194.6227264404297,194.8300018310547,197.75,193.63999938964844,197.6699981689453,152448
2024-10-18,195.45184326171875,195.66000366210938,196.7899932861328,193.0,194.0,85512
2024-10-21,191.56597900390625,191.77000427246094,196.24000549316406,191.0,195.64999389648438,56341
2024-10-22,185.01296997070312,185.2100067138672,193.0,183.8000030517578,193.0,138506
2024-10-23,182.60552978515625,182.8000030517578,186.24000549316406,181.4600067138672,185.0,110079
2024-10-24,180.14813232421875,180.33999633789062,183.97000122070312,180.0,182.8000030517578,117755
2024-10-25,182.86524963378906,183.05999755859375,185.8000030517578,177.99000549316406,181.0,232306
2024-10-28,184.25376892089844,184.4499969482422,185.0,179.10000610351562,183.10000610351562,121596
2024-10-29,184.29373168945312,184.49000549316406,186.5,183.0,184.4499969482422,47866
2024-10-30,210.4558563232422,210.67999267578125,216.0,191.0,191.0,23178129
2024-10-31,202.2745819091797,202.49000549316406,212.39999389648438,201.0,204.27999877929688,3400197
2024-11-01,206.07052612304688,206.2899932861328,207.5,204.0,204.0,155622
2024-11-04,205.89071655273438,206.11000061035156,209.2100067138672,201.14999389648438,202.2899932861328,1301342
2024-11-05,210.51580810546875,210.74000549316406,214.5,206.10000610351562,208.0,1878745
2024-11-06,209.83651733398438,210.05999755859375,213.6999969482422,208.42999267578125,213.6999969482422,472686
2024-11-07,207.24928283691406,207.47000122070312,210.77000427246094,206.69000244140625,208.89999389648438,212145
2024-11-08,206.3802032470703,206.60000610351562,210.5500030517578,205.0500030517578,207.4499969482422,391994
2024-11-11,202.56427001953125,202.77999877929688,206.4600067138672,200.80999755859375,205.4499969482422,174037
2024-11-12,199.77723693847656,199.99000549316406,206.8000030517578,198.35000610351562,203.3000030517578,207892
2024-11-13,191.00657653808594,191.2100067138672,199.0,190.0,198.35000610351562,124058
2024-11-14,191.2762908935547,191.47999572753906,194.14999389648438,189.1699981689453,190.5,91851
2024-11-18,189.22845458984375,189.42999267578125,191.10000610351562,186.97000122070312,191.10000610351562,99934
2024-11-19,190.56704711914062,190.77000427246094,193.58999633789062,189.00999450683594,189.5,114741
2024-11-21,186.42144775390625,186.6199951171875,192.27999877929688,185.11000061035156,190.77000427246094,201635
2024-11-22,188.52920532226562,188.72999572753906,189.83999633789062,184.83999633789062,187.10000610351562,94103
2024-11-25,194.47286987304688,194.67999267578125,210.67999267578125,189.66000366210938,190.0,3714966
2024-11-26,211.3449249267578,211.57000732421875,214.39999389648438,192.99000549316406,194.67999267578125,2890332
2024-11-27,212.9931640625,213.22000122070312,215.0,206.10000610351562,206.8000030517578,1187985
2024-11-28,209.2271728515625,209.4499969482422,216.14999389648438,208.77000427246094,214.49000549316406,463993
2024-11-29,208.6477813720703,208.8699951171875,211.3000030517578,206.3699951171875,209.39999389648438,217611
2024-12-02,207.89857482910156,208.1199951171875,210.64999389648438,206.2100067138672,208.9499969482422,150052
2024-12-03,208.1682891845703,208.38999938964844,212.3000030517578,207.6699981689453,208.1199951171875,237704
2024-12-04,206.78976440429688,207.00999450683594,210.63999938964844,206.2899932861328,209.58999633789062,103389
2024-12-05,206.4501190185547,206.6699981689453,209.0500030517578,205.0,207.39999389648438,96654
2024-12-06,206.1005096435547,206.32000732421875,208.38999938964844,205.02000427246094,207.8000030517578,82939
2024-12-09,208.61781311035156,208.83999633789062,213.0,205.50999450683594,207.39999389648438,528984
2024-12-10,205.60104370117188,205.82000732421875,209.89999389648438,205.1999969482422,208.83999633789062,89878
2024-12-11,206.2103729248047,206.42999267578125,207.97000122070312,205.10000610351562,206.1999969482422,82140
2024-12-12,202.40443420410156,202.6199951171875,207.2899932861328,201.8000030517578,207.2899932861328,92418
2024-12-13,203.41336059570312,203.6300048828125,207.89999389648438,198.14999389648438,202.63999938964844,155411
2024-12-16,200.076904296875,200.2899932861328,203.8000030517578,199.25,202.0,85735
2024-12-17,196.44078063964844,196.64999389648438,204.85000610351562,195.61000061035156,202.3000030517578,113127
2024-12-18,195.95130920410156,196.16000366210938,198.0,195.02000427246094,196.3000030517578,46546
2024-12-19,193.25418090820312,193.4600067138672,194.89999389648438,192.9499969482422,193.1999969482422,49361
2024-12-20,188.63909912109375,188.83999633789062,194.75,188.1999969482422,192.5500030517578,84487
2024-12-23,188.37937927246094,188.5800018310547,190.7100067138672,185.80999755859375,188.85000610351562,80199
2024-12-24,187.48031616210938,187.67999267578125,190.5800018310547,185.0,188.6999969482422,100087
2024-12-26,185.20274353027344,185.39999389648438,189.10000610351562,184.85000610351562,187.3000030517578,60948
2024-12-27,188.9987030029297,189.1999969482422,190.0,185.35000610351562,185.39999389648438,76380
2024-12-30,185.55238342285156,185.75,192.27000427246094,181.8000030517578,189.64999389648438,225275
2024-12-31,186.43145751953125,186.6300048828125,188.8800048828125,184.10000610351562,184.6300048828125,65152
2025-01-01,187.14068603515625,187.33999633789062,187.97999572753906,185.7100067138672,186.3000030517578,34985
2025-01-02,191.1564178466797,191.36000061035156,192.97999572753906,187.1999969482422,187.3000030517578,103896
2025-01-03,191.356201171875,191.55999755859375,194.0,190.39999389648438,191.0500030517578,57476
2025-01-06,182.61550903320312,182.80999755859375,192.60000610351562,181.8000030517578,192.10000610351562,74318
2025-01-07,185.4425048828125,185.63999938964844,187.0,182.30999755859375,183.35000610351562,40958
2025-01-08,189.0586395263672,189.25999450683594,191.52999877929688,182.8800048828125,184.8000030517578,537821
2025-01-09,186.98085021972656,187.17999267578125,190.0,185.0399932861328,188.13999938964844,469184
2025-01-10,182.7253875732422,182.9199981689453,186.97000122070312,180.97000122070312,186.0,557433
2025-01-13,174.79383850097656,174.97999572753906,181.42999267578125,173.5,181.42999267578125,324823
2025-01-14,181.0571746826172,181.25,182.0,173.00999450683594,175.10000610351562,615561
2025-01-15,174.43421936035156,174.6199951171875,182.1999969482422,173.8699951171875,181.89999389648438,362653
2025-01-16,179.9683380126953,180.16000366210938,182.32000732421875,174.8300018310547,175.8000030517578,444673
2025-01-17,179.3090362548828,179.5,180.77000427246094,177.30999755859375,178.89999389648438,216084
2025-01-20,180.76748657226562,180.9600067138672,182.3800048828125,178.0,179.5,531107
2025-01-21,178.21018981933594,178.39999389648438,184.02999877929688,178.0,181.10000610351562,450220
2025-01-22,179.35897827148438,179.5500030517578,181.17999267578125,176.55999755859375,178.50999450683594,345240
2025-01-23,181.56661987304688,181.75999450683594,184.1999969482422,177.50999450683594,179.19000244140625,268782
2025-01-24,200.3865966796875,200.60000610351562,207.75,187.88999938964844,187.89999389648438,36691033
2025-01-27,186.59127807617188,186.7899932861328,193.89999389648438,182.30999755859375,192.8000030517578,3551867
2025-01-28,175.40318298339844,175.58999633789062,186.3800048828125,174.77000427246094,186.3800048828125,1302141
2025-01-29,179.93836975097656,180.1300048828125,184.39999389648438,166.6199951171875,168.0,1257307
2025-01-30,176.40213012695312,176.58999633789062,182.9499969482422,175.3699951171875,180.0,375440
2025-01-31,177.94049072265625,178.1300048828125,179.41000366210938,175.30999755859375,178.0,368277
2025-02-01,176.30224609375,176.49000549316406,178.75,172.10000610351562,178.75,164417
2025-02-03,178.330078125,178.52000427246094,179.94000244140625,174.27999877929688,175.60000610351562,255576
2025-02-04,176.47206115722656,176.66000366210938,180.0,175.50999450683594,179.75,123838
2025-02-05,178.3900146484375,178.5800018310547,179.99000549316406,176.35000610351562,176.89999389648438,199172
2025-02-06,176.8017120361328,176.99000549316406,180.25,176.30999755859375,180.25,94884
2025-02-07,174.4841766357422,174.6699981689453,179.99000549316406,173.75999450683594,177.3000030517578,102551
2025-02-10,176.55197143554688,176.74000549316406,178.7899932861328,170.38999938964844,174.67999267578125,249763
2025-02-11,172.24655151367188,172.42999267578125,175.89999389648438,168.7100067138672,175.3000030517578,266252
2025-02-12,164.3050079345703,164.47999572753906,172.8000030517578,161.80999755859375,172.5,308608
2025-02-13,165.7534637451172,165.92999267578125,166.8300018310547,163.3300018310547,165.3000030517578,117441
2025-02-14,161.6178741455078,161.7899932861328,165.89999389648438,160.61000061035156,165.6999969482422,115051
2025-02-17,166.50267028808594,166.67999267578125,171.0800018310547,156.22000122070312,160.0,487156
2025-02-18,160.29928588867188,160.47000122070312,168.67999267578125,157.10000610351562,167.60000610351562,419954
2025-02-19,180.9373016357422,181.1300048828125,189.35000610351562,157.47999572753906,158.89999389648438,950090
2025-02-20,176.7917022705078,176.97999572753906,178.88999938964844,172.89999389648438,177.5,468566
2025-02-21,173.36537170410156,173.5500030517578,178.0399932861328,171.8000030517578,174.35000610351562,185863
2025-02-24,170.98789978027344,171.1699981689453,173.5,169.5,172.0,312404
2025-02-25,166.57260131835938,166.75,171.7899932861328,165.0,171.1699981689453,273237
2025-02-27,164.49481201171875,164.6699981689453,166.8699951171875,163.00999450683594,166.75,292234
2025-02-28,159.55007934570312,159.72000122070312,163.6199951171875,157.10000610351562,163.00999450683594,321781
2025-03-03,161.4980010986328,161.6699981689453,166.0,152.11000061035156,159.6999969482422,189970
2025-03-04,160.96856689453125,161.13999938964844,161.89999389648438,156.00999450683594,159.6300048828125,123867
2025-03-05,163.63572692871094,163.80999755859375,164.10000610351562,159.6999969482422,159.6999969482422,316800
2025-03-06,166.17303466796875,166.35000610351562,166.9600067138672,164.39999389648438,164.75,277945
2025-03-07,163.56581115722656,163.74000549316406,169.13999938964844,162.10000610351562,165.49000549316406,353611
2025-03-10,159.44020080566406,159.61000061035156,165.8000030517578,157.35000610351562,164.6300048828125,319757
2025-03-11,161.95751953125,162.1300048828125,166.0,153.41000366210938,157.10000610351562,320045
2025-03-12,159.67994689941406,159.85000610351562,162.72999572753906,157.8000030517578,160.64999389648438,317242
2025-03-13,158.9107666015625,159.0800018310547,160.5,157.74000549316406,159.85000610351562,265415
2025-03-17,158.32139587402344,158.49000549316406,159.9499969482422,157.60000610351562,159.0800018310547,274962
2025-03-18,158.32139587402344,158.49000549316406,158.49000549316406,158.49000549316406,158.49000549316406,0
2025-03-19,162.73667907714844,162.91000366210938,163.89999389648438,159.89999389648438,159.89999389648438,297161
2025-03-20,165.5636749267578,165.74000549316406,167.0,162.02000427246094,162.8000030517578,108348
2025-03-21,166.56260681152344,166.74000549316406,168.1999969482422,163.25,165.3000030517578,116569
2025-03-24,168.290771484375,168.47000122070312,169.11000061035156,165.0,165.0,286864
2025-03-25,167.80128479003906,167.97999572753906,170.99000549316406,166.50999450683594,168.60000610351562,385559
2025-03-26,194.65269470214844,194.86000061035156,201.57000732421875,167.2100067138672,167.97999572753906,46718408
2025-03-27,164.7245635986328,164.89999389648438,231.35000610351562,162.0,191.8800048828125,120844388
2025-03-28,170.0289306640625,170.2100067138672,178.7899932861328,166.3000030517578,168.0,60781862
2025-04-01,171.277587890625,171.4600067138672,177.5,167.60000610351562,175.0,14134240
2025-04-02,169.5793914794922,169.75999450683594,176.97000122070312,167.1199951171875,176.97000122070312,6382206
