date_,adj close_indiamart.ns,close_indiamart.ns,high_indiamart.ns,low_indiamart.ns,open_indiamart.ns,volume_indiamart.ns
2024-04-26,2559.762451171875,2634.050048828125,2684.949951171875,2622.550048828125,2684.39990234375,75069
2024-04-29,2549.266845703125,2623.25,2645.300048828125,2600.10009765625,2640.050048828125,94282
2024-04-30,2569.33447265625,2643.89990234375,2678.199951171875,2624.199951171875,2638.800048828125,98153
2024-05-02,2780.360107421875,2861.050048828125,2908.25,2702.0,2702.0,3234178
2024-05-03,2720.69189453125,2799.64990234375,2892.39990234375,2775.0,2889.64990234375,407560
2024-05-06,2704.80322265625,2783.300048828125,2821.39990234375,2753.0,2819.949951171875,185861
2024-05-07,2677.009521484375,2754.699951171875,2811.949951171875,2700.10009765625,2783.25,215895
2024-05-08,2640.9560546875,2717.60009765625,2778.0,2706.64990234375,2749.800048828125,113299
2024-05-09,2570.4033203125,2645.0,2755.0,2635.050048828125,2730.0,159480
2024-05-10,2590.61669921875,2665.800048828125,2674.0,2628.550048828125,2665.0,236000
2024-05-13,2571.763671875,2646.39990234375,2675.64990234375,2620.0,2665.0,83954
2024-05-14,2552.133544921875,2626.199951171875,2659.89990234375,2615.35009765625,2659.89990234375,181891
2024-05-15,2553.639892578125,2627.75,2652.800048828125,2620.0,2634.89990234375,87176
2024-05-16,2547.80908203125,2621.75,2655.0,2602.60009765625,2655.0,129589
2024-05-17,2562.240478515625,2636.60009765625,2653.25,2588.050048828125,2630.0,154765
2024-05-21,2531.531494140625,2605.0,2629.60009765625,2590.0,2629.300048828125,99707
2024-05-22,2542.366943359375,2616.14990234375,2689.0,2593.199951171875,2629.85009765625,223457
2024-05-23,2519.23828125,2592.35009765625,2634.199951171875,2561.10009765625,2619.89990234375,203090
2024-05-24,2487.9462890625,2560.14990234375,2598.0,2555.0,2592.300048828125,88046
2024-05-27,2476.867919921875,2548.75,2577.85009765625,2522.0,2560.25,234367
2024-05-28,2455.19677734375,2526.449951171875,2559.75,2515.0,2559.75,118418
2024-05-29,2438.48193359375,2509.25,2536.60009765625,2501.0,2536.60009765625,96034
2024-05-30,2374.489013671875,2443.39990234375,2516.89990234375,2437.60009765625,2509.25,138465
2024-05-31,2349.513916015625,2417.699951171875,2467.800048828125,2409.35009765625,2467.800048828125,444924
2024-06-03,2376.0927734375,2445.050048828125,2530.0,2420.0,2530.0,232868
2024-06-04,2303.88818359375,2370.75,2459.85009765625,2230.0,2457.0,348167
2024-06-05,2419.2890625,2489.5,2503.050048828125,2370.0,2400.0,339325
2024-06-06,2474.77880859375,2546.60009765625,2559.5,2508.050048828125,2514.800048828125,144846
2024-06-07,2490.597412109375,2542.75,2575.89990234375,2531.699951171875,2535.0,118854
2024-06-10,2510.481201171875,2563.050048828125,2580.0,2520.0,2569.5,110786
2024-06-11,2502.057373046875,2554.449951171875,2589.0,2545.050048828125,2563.89990234375,68395
2024-06-12,2542.6083984375,2595.85009765625,2624.85009765625,2554.199951171875,2571.89990234375,223362
2024-06-13,2518.512939453125,2571.25,2624.0,2563.14990234375,2624.0,118670
2024-06-14,2524.68359375,2577.550048828125,2596.949951171875,2556.39990234375,2590.0,71024
2024-06-18,2510.970947265625,2563.550048828125,2592.699951171875,2535.75,2575.0,140805
2024-06-19,2540.50244140625,2593.699951171875,2645.0,2537.85009765625,2565.0,305318
2024-06-20,2561.022705078125,2614.64990234375,2652.0,2579.75,2614.5,230328
2024-06-21,2600.64306640625,2655.10009765625,2717.25,2627.14990234375,2637.89990234375,438773
2024-06-24,2609.50732421875,2664.14990234375,2705.0,2643.25,2663.949951171875,206026
2024-06-25,2646.38525390625,2701.800048828125,2734.199951171875,2670.35009765625,2684.85009765625,269880
2024-06-26,2628.41162109375,2683.449951171875,2718.949951171875,2663.39990234375,2706.0,117751
2024-06-27,2632.623291015625,2687.75,2733.14990234375,2659.0,2675.0,213474
2024-06-28,2625.864990234375,2680.85009765625,2718.85009765625,2676.0,2698.800048828125,118918
2024-07-01,2629.73388671875,2684.800048828125,2697.949951171875,2638.199951171875,2681.0,100671
2024-07-02,2618.32275390625,2673.14990234375,2695.800048828125,2667.699951171875,2693.89990234375,83719
2024-07-03,2641.634765625,2696.949951171875,2742.75,2668.050048828125,2682.050048828125,283319
2024-07-04,2643.78955078125,2699.14990234375,2720.75,2678.35009765625,2706.0,80525
2024-07-05,2643.44677734375,2698.800048828125,2737.5,2690.0,2699.14990234375,94370
2024-07-08,2592.121337890625,2646.39990234375,2715.39990234375,2631.449951171875,2712.0,96302
2024-07-09,2661.91015625,2717.64990234375,2731.60009765625,2655.25,2674.0,165205
2024-07-10,2684.046630859375,2740.25,2760.0,2662.75,2735.0,249381
2024-07-11,2704.56689453125,2761.199951171875,2798.75,2725.050048828125,2741.0,215881
2024-07-12,2754.324951171875,2812.0,2846.39990234375,2761.199951171875,2761.199951171875,622488
2024-07-15,2835.377685546875,2894.75,2953.949951171875,2816.0,2820.35009765625,881339
2024-07-16,2803.88720703125,2862.60009765625,2925.449951171875,2835.35009765625,2900.0,285778
2024-07-18,2859.42431640625,2919.300048828125,2937.550048828125,2826.699951171875,2840.0,324149
2024-07-19,2740.80810546875,2798.199951171875,2942.949951171875,2780.85009765625,2920.0,265881
2024-07-22,2797.177734375,2855.75,2869.39990234375,2738.35009765625,2789.949951171875,148153
2024-07-23,2828.815185546875,2888.050048828125,2918.199951171875,2728.050048828125,2859.949951171875,205279
2024-07-24,2945.8642578125,3007.550048828125,3020.800048828125,2870.050048828125,2888.050048828125,550172
2024-07-25,2930.927001953125,2992.300048828125,3051.0,2962.5,2994.85009765625,475889
2024-07-26,2970.7431640625,3032.949951171875,3050.0,2981.64990234375,3000.0,195982
2024-07-29,2986.4150390625,3048.949951171875,3067.949951171875,3005.0,3064.0,224657
2024-07-30,3087.792236328125,3152.449951171875,3198.39990234375,3005.89990234375,3055.0,626413
2024-07-31,2884.4501953125,2944.85009765625,3150.0,2882.300048828125,3150.0,1474140
2024-08-01,2789.7333984375,2848.14990234375,2957.60009765625,2835.0,2956.050048828125,632505
2024-08-02,2731.5517578125,2788.75,2862.85009765625,2765.0,2807.0,431280
2024-08-05,2612.5927734375,2667.300048828125,2748.949951171875,2626.25,2716.64990234375,486143
2024-08-06,2623.3671875,2678.300048828125,2720.0,2644.699951171875,2698.5,365005
2024-08-07,2695.604736328125,2752.050048828125,2788.0,2650.0,2718.0,288918
2024-08-08,2742.962890625,2800.39990234375,2832.85009765625,2735.89990234375,2750.0,301925
2024-08-09,2720.287841796875,2777.25,2848.39990234375,2757.5,2808.699951171875,138022
2024-08-12,2700.7470703125,2757.300048828125,2821.300048828125,2714.0,2780.0,132477
2024-08-13,2644.034423828125,2699.39990234375,2757.300048828125,2690.0,2757.300048828125,128834
2024-08-14,2618.518798828125,2673.35009765625,2721.550048828125,2662.0,2709.75,200630
2024-08-16,2692.3232421875,2748.699951171875,2779.85009765625,2676.300048828125,2681.0,203254
2024-08-19,2794.04345703125,2852.550048828125,2867.0,2749.0,2770.0,295080
2024-08-20,2846.152099609375,2905.75,2917.0,2860.0,2875.0,378531
2024-08-21,2851.29443359375,2911.0,2992.89990234375,2882.449951171875,2920.449951171875,492515
2024-08-22,2855.653076171875,2915.449951171875,2977.89990234375,2907.199951171875,2926.699951171875,202021
2024-08-23,2837.23876953125,2896.64990234375,2934.89990234375,2884.550048828125,2925.0,208660
2024-08-26,2900.61181640625,2961.35009765625,3029.800048828125,2898.0,2898.0,450936
2024-08-27,2932.8369140625,2994.25,3008.89990234375,2967.050048828125,2988.25,245703
2024-08-28,2982.30126953125,3044.75,3067.550048828125,2982.85009765625,2995.0,553655
2024-08-29,2958.3037109375,3020.25,3050.0,2968.0,3050.0,227954
2024-08-30,2938.51806640625,3000.050048828125,3057.0,2985.0,3025.050048828125,134044
2024-09-02,2908.398681640625,2969.300048828125,3011.5,2939.800048828125,3009.0,257590
2024-09-03,2962.41748046875,3024.449951171875,3066.0,2964.85009765625,2969.0,439249
2024-09-04,2992.047119140625,3054.699951171875,3122.0,2960.300048828125,3009.89990234375,838825
2024-09-05,2967.02099609375,3029.14990234375,3084.35009765625,3013.550048828125,3067.949951171875,138685
2024-09-06,2922.601318359375,2983.800048828125,3025.0,2963.449951171875,3012.199951171875,167359
2024-09-09,2976.71826171875,3039.050048828125,3050.0,2976.10009765625,2996.0,407276
2024-09-10,3063.794677734375,3127.949951171875,3142.800048828125,3034.300048828125,3076.5,482916
2024-09-11,3039.3564453125,3103.0,3145.0,3080.0,3140.0,205051
2024-09-12,3064.578369140625,3128.75,3145.14990234375,3101.0,3117.949951171875,85185
2024-09-13,3064.529296875,3128.699951171875,3176.0,3125.0,3143.0,137282
2024-09-16,3047.486328125,3111.300048828125,3145.60009765625,3096.14990234375,3140.0,133790
2024-09-17,2982.350341796875,3044.800048828125,3121.39990234375,3022.050048828125,3115.0,145185
2024-09-18,2927.74365234375,2989.050048828125,3059.89990234375,2966.050048828125,3059.89990234375,152536
2024-09-19,2924.560302734375,2985.800048828125,3049.699951171875,2918.050048828125,3004.949951171875,198884
2024-09-20,2992.43896484375,3055.10009765625,3092.0,2991.050048828125,3006.699951171875,200751
2024-09-23,2980.34228515625,3042.75,3091.0,3025.699951171875,3031.5,106225
2024-09-24,2916.822265625,2977.89990234375,3055.0,2971.60009765625,3045.0,243162
2024-09-25,2866.133544921875,2926.14990234375,3004.75,2907.14990234375,2977.89990234375,247661
2024-09-26,2830.2353515625,2889.5,2960.0,2875.89990234375,2936.5,364716
2024-09-27,2858.3466796875,2918.199951171875,2950.89990234375,2890.0,2890.0,89633
2024-09-30,2891.2578125,2951.800048828125,2966.35009765625,2900.050048828125,2918.199951171875,109003
2024-10-01,2937.048828125,2998.550048828125,3021.0,2960.050048828125,2970.0,256779
2024-10-03,2853.3515625,2913.10009765625,2985.5,2874.5,2975.0,148198
2024-10-04,2782.632080078125,2840.89990234375,2935.14990234375,2826.10009765625,2925.14990234375,76146
2024-10-07,2722.148681640625,2779.14990234375,2884.0,2758.0,2877.949951171875,160107
2024-10-08,2900.415771484375,2961.14990234375,2982.449951171875,2770.050048828125,2794.0,445398
2024-10-09,2937.4404296875,2998.949951171875,3039.75,2972.050048828125,2980.0,307190
2024-10-10,2931.906494140625,2993.300048828125,3022.5,2982.35009765625,3020.0,97420
2024-10-11,2949.63525390625,3011.39990234375,3021.199951171875,2985.050048828125,2990.64990234375,106727
2024-10-14,2967.853759765625,3030.0,3100.0,2960.64990234375,3011.39990234375,590863
2024-10-15,2978.1875,3040.550048828125,3127.60009765625,3030.0,3075.0,408780
2024-10-16,2982.69287109375,3045.14990234375,3101.0,3007.050048828125,3021.0,462936
2024-10-17,2975.73876953125,3038.050048828125,3074.949951171875,2980.050048828125,3070.35009765625,528694
2024-10-18,2951.349365234375,3013.14990234375,3066.60009765625,2969.050048828125,3010.0,302849
2024-10-21,2457.14794921875,2508.60009765625,2879.050048828125,2447.5,2879.050048828125,5190298
2024-10-22,2452.59326171875,2503.949951171875,2572.35009765625,2485.0,2524.89990234375,1299721
2024-10-23,2434.423583984375,2485.39990234375,2505.0,2450.0,2503.949951171875,493950
2024-10-24,2443.239013671875,2494.39990234375,2517.550048828125,2454.0,2479.949951171875,268295
2024-10-25,2388.73046875,2438.75,2500.0,2416.0,2500.0,278182
2024-10-28,2464.346923828125,2515.949951171875,2527.949951171875,2401.0,2443.949951171875,351753
2024-10-29,2501.4208984375,2553.800048828125,2576.85009765625,2486.75,2516.0,295859
2024-10-30,2497.69873046875,2550.0,2594.75,2501.0,2550.0,562529
2024-10-31,2448.72412109375,2500.0,2555.75,2488.5,2550.0,488935
2024-11-01,2498.824951171875,2551.14990234375,2561.949951171875,2511.75,2518.0,105769
2024-11-04,2412.385009765625,2462.89990234375,2578.85009765625,2421.0,2574.85009765625,535328
2024-11-05,2383.2451171875,2433.14990234375,2472.14990234375,2402.0,2460.0,279317
2024-11-06,2412.287353515625,2462.800048828125,2473.550048828125,2420.699951171875,2465.0,360009
2024-11-07,2359.49267578125,2408.89990234375,2473.35009765625,2400.0,2469.949951171875,236724
2024-11-08,2324.769775390625,2373.449951171875,2425.449951171875,2361.699951171875,2413.0,279067
2024-11-11,2320.60693359375,2369.199951171875,2394.0,2351.800048828125,2373.449951171875,100805
2024-11-12,2260.80908203125,2308.14990234375,2387.64990234375,2300.0,2379.949951171875,158104
2024-11-13,2250.4755859375,2297.60009765625,2332.0,2283.199951171875,2308.14990234375,286532
2024-11-14,2237.30126953125,2284.14990234375,2335.300048828125,2276.449951171875,2307.550048828125,250209
2024-11-18,2196.015869140625,2242.0,2288.800048828125,2234.14990234375,2280.0,284801
2024-11-19,2216.830078125,2263.25,2312.0,2245.050048828125,2245.050048828125,227007
2024-11-21,2207.720703125,2253.949951171875,2274.449951171875,2244.0,2251.050048828125,202738
2024-11-22,2232.110107421875,2278.85009765625,2287.60009765625,2244.10009765625,2253.949951171875,180507
2024-11-25,2262.033447265625,2309.39990234375,2320.949951171875,2255.75,2300.949951171875,691659
2024-11-26,2286.275634765625,2334.14990234375,2355.64990234375,2309.699951171875,2309.699951171875,380827
2024-11-27,2318.598876953125,2367.14990234375,2380.949951171875,2324.800048828125,2340.39990234375,190150
2024-11-28,2293.376953125,2341.39990234375,2394.60009765625,2335.0,2389.0,268139
2024-11-29,2296.80517578125,2344.89990234375,2355.89990234375,2323.050048828125,2344.699951171875,98585
2024-12-02,2314.33837890625,2362.800048828125,2449.0,2251.0,2344.89990234375,174198
2024-12-03,2309.196044921875,2357.550048828125,2387.699951171875,2339.10009765625,2356.0,143184
2024-12-04,2316.884765625,2365.39990234375,2378.199951171875,2352.0,2360.0,107184
2024-12-05,2319.039794921875,2367.60009765625,2387.949951171875,2349.25,2387.949951171875,103890
2024-12-06,2309.48974609375,2357.85009765625,2379.949951171875,2350.0,2369.800048828125,135928
2024-12-09,2322.516845703125,2371.14990234375,2378.0,2357.0,2357.85009765625,103487
2024-12-10,2328.58984375,2377.35009765625,2405.64990234375,2361.199951171875,2371.0,160737
2024-12-11,2349.501953125,2398.699951171875,2409.949951171875,2377.35009765625,2380.0,194339
2024-12-12,2283.533447265625,2331.35009765625,2409.0,2328.0,2398.949951171875,255332
2024-12-13,2336.62158203125,2385.550048828125,2390.949951171875,2300.550048828125,2339.199951171875,164204
2024-12-16,2329.177490234375,2377.949951171875,2401.5,2371.10009765625,2385.550048828125,114408
2024-12-17,2318.64794921875,2367.199951171875,2399.0,2361.800048828125,2385.0,138887
2024-12-18,2311.49755859375,2359.89990234375,2389.64990234375,2346.10009765625,2367.949951171875,253905
2024-12-19,2314.92578125,2363.39990234375,2370.0,2322.0,2322.0,171380
2024-12-20,2203.802734375,2249.949951171875,2373.0,2242.75,2360.0,272969
2024-12-23,2206.006591796875,2252.199951171875,2275.5,2241.85009765625,2265.0,161773
2024-12-24,2199.39501953125,2245.449951171875,2275.0,2235.60009765625,2259.949951171875,143630
2024-12-26,2185.731201171875,2231.5,2251.85009765625,2199.89990234375,2250.0,288582
2024-12-27,2210.071533203125,2256.35009765625,2271.75,2230.0,2234.0,280034
2024-12-30,2222.266357421875,2268.800048828125,2282.0,2244.0,2262.0,481181
2024-12-31,2202.676513671875,2248.800048828125,2275.0,2226.14990234375,2268.800048828125,270289
2025-01-01,2237.93798828125,2284.800048828125,2291.85009765625,2245.14990234375,2254.85009765625,75411
2025-01-02,2260.417236328125,2307.75,2310.449951171875,2275.050048828125,2288.0,54293
2025-01-03,2204.243408203125,2250.39990234375,2338.050048828125,2244.449951171875,2319.0,236058
2025-01-06,2131.810302734375,2176.449951171875,2275.0,2165.550048828125,2273.050048828125,295756
2025-01-07,2246.508544921875,2293.550048828125,2312.699951171875,2188.89990234375,2218.0,671612
2025-01-08,2252.4833984375,2299.64990234375,2316.0,2272.75,2301.0,254717
2025-01-09,2274.6689453125,2322.300048828125,2371.0,2295.050048828125,2301.0,239180
2025-01-10,2277.46044921875,2325.14990234375,2339.35009765625,2279.10009765625,2315.050048828125,214208
2025-01-13,2196.701416015625,2242.699951171875,2314.949951171875,2234.10009765625,2314.10009765625,144279
2025-01-14,2208.455322265625,2254.699951171875,2290.39990234375,2228.25,2245.35009765625,350675
2025-01-15,2164.329345703125,2209.64990234375,2278.60009765625,2198.0,2266.0,263290
2025-01-16,2193.12646484375,2239.050048828125,2254.35009765625,2213.14990234375,2220.699951171875,221073
2025-01-17,2235.783203125,2282.60009765625,2290.0,2224.699951171875,2245.0,249982
2025-01-20,2223.441650390625,2270.0,2311.449951171875,2239.10009765625,2286.0,210157
2025-01-21,2247.781982421875,2294.85009765625,2325.0,2258.550048828125,2279.89990234375,720483
2025-01-22,2099.487060546875,2143.449951171875,2157.800048828125,2065.39990234375,2100.0,2981410
2025-01-23,2043.7542724609375,2086.550048828125,2143.39990234375,2073.0,2132.75,814555
2025-01-24,2040.668701171875,2083.39990234375,2095.949951171875,2072.550048828125,2091.39990234375,194079
2025-01-27,2041.3055419921875,2084.050048828125,2103.0,2045.5999755859375,2075.0,554309
2025-01-28,2044.537841796875,2087.35009765625,2118.0,2066.64990234375,2080.550048828125,323506
2025-01-29,2034.106201171875,2076.699951171875,2100.449951171875,2063.199951171875,2085.550048828125,520222
2025-01-30,2035.281494140625,2077.89990234375,2108.0,2046.0,2077.0,298376
2025-01-31,2024.017333984375,2066.39990234375,2097.0,2057.60009765625,2089.800048828125,347027
2025-02-01,2122.211181640625,2166.64990234375,2174.25,2058.0,2068.0,213847
2025-02-03,2138.372802734375,2183.14990234375,2211.5,2111.0,2175.0,146972
2025-02-04,2142.14404296875,2187.0,2198.449951171875,2144.25,2180.0,95795
2025-02-05,2151.498046875,2196.550048828125,2213.75,2163.0,2185.0,104244
2025-02-06,2137.344482421875,2182.10009765625,2210.0,2162.050048828125,2207.39990234375,78848
2025-02-07,2128.088134765625,2172.64990234375,2192.0,2152.0,2191.10009765625,80659
2025-02-10,2139.940185546875,2184.75,2207.39990234375,2171.949951171875,2172.64990234375,78514
2025-02-11,2104.8251953125,2148.89990234375,2189.35009765625,2124.0,2185.10009765625,108160
2025-02-12,2128.43115234375,2173.0,2187.0,2097.60009765625,2137.5,101762
2025-02-13,2154.24072265625,2199.35009765625,2238.699951171875,2173.0,2173.0,137063
2025-02-14,2081.02392578125,2124.60009765625,2207.89990234375,2097.0,2199.35009765625,133440
2025-02-17,2059.279052734375,2102.39990234375,2153.199951171875,2085.0,2100.0,121761
2025-02-18,2026.3682861328125,2068.800048828125,2105.050048828125,2045.0,2091.800048828125,108541
2025-02-19,2021.8134765625,2064.14990234375,2089.89990234375,2048.800048828125,2070.0,194755
2025-02-20,2027.543701171875,2070.0,2082.5,2045.1500244140625,2060.0,177997
2025-02-21,1981.2137451171875,2022.699951171875,2072.800048828125,2016.0,2071.0,121746
2025-02-24,1961.6239013671875,2002.699951171875,2039.5999755859375,1986.050048828125,2000.0,149780
2025-02-25,1959.3712158203125,2000.4000244140625,2035.800048828125,1980.0,2000.0,190799
2025-02-27,1920.92626953125,1961.1500244140625,2009.800048828125,1910.0,2009.800048828125,458363
2025-02-28,1924.648193359375,1964.949951171875,2050.0,1903.800048828125,1951.0,193285
2025-03-03,1915.6859130859375,1955.800048828125,1997.6500244140625,1950.0,1973.050048828125,136653
2025-03-04,1920.142578125,1960.3499755859375,1975.0,1925.6500244140625,1949.0999755859375,94890
2025-03-05,1942.0831298828125,1982.75,1994.199951171875,1951.5999755859375,1960.449951171875,187051
2025-03-06,1969.8516845703125,2011.0999755859375,2020.6500244140625,1981.5999755859375,2010.949951171875,115719
2025-03-07,1969.4598388671875,2010.699951171875,2027.8499755859375,1990.1500244140625,2010.9000244140625,99528
2025-03-10,1967.5499267578125,2008.75,2030.0,1977.0,2022.1500244140625,143180
2025-03-11,1906.135986328125,1946.050048828125,1981.550048828125,1934.949951171875,1981.550048828125,82002
2025-03-12,1895.067626953125,1934.75,1964.0,1915.6500244140625,1946.449951171875,50178
2025-03-13,1915.832763671875,1955.949951171875,1959.8499755859375,1914.949951171875,1958.050048828125,99884
2025-03-17,1918.918212890625,1959.0999755859375,1984.449951171875,1930.0,1950.050048828125,136823
2025-03-18,1918.918212890625,1959.0999755859375,1959.0999755859375,1959.0999755859375,1959.0999755859375,0
2025-03-19,2046.30078125,2089.14990234375,2098.0,2046.800048828125,2055.14990234375,90492
2025-03-20,2083.66845703125,2127.300048828125,2134.0,2083.949951171875,2111.75,135375
2025-03-21,2098.115966796875,2142.050048828125,2150.0,2094.75,2149.0,93957
2025-03-24,2094.14892578125,2138.0,2161.949951171875,2121.0,2145.0,96431
2025-03-25,2056.830322265625,2099.89990234375,2160.0,2088.25,2160.0,84911
2025-03-26,2026.9071044921875,2069.35009765625,2110.0,2058.0,2100.0,48959
2025-03-27,2027.5926513671875,2070.050048828125,2095.64990234375,2050.0,2050.0,150714
2025-03-28,2026.270263671875,2068.699951171875,2100.0,2017.699951171875,2070.949951171875,174994
2025-04-01,2016.23046875,2058.449951171875,2079.89990234375,2030.0999755859375,2065.75,135408
2025-04-02,2063.490966796875,2106.699951171875,2121.0,2050.199951171875,2058.449951171875,61003
2025-04-03,2097.038330078125,2140.949951171875,2153.449951171875,2090.5,2090.5,80518
2025-04-04,2027.298828125,2069.75,2120.449951171875,2035.550048828125,2120.0,113040
2025-04-07,1886.154296875,1925.6500244140625,2020.0,1900.0999755859375,1903.800048828125,265918
2025-04-08,1945.0216064453125,1985.75,2018.5,1941.050048828125,1988.0,123042
2025-04-09,1952.9066162109375,1993.800048828125,2002.5,1956.800048828125,1985.9000244140625,61799
