date_,adj close_oil.ns,close_oil.ns,high_oil.ns,low_oil.ns,open_oil.ns,volume_oil.ns
2024-05-24,424.2708435058594,441.26666259765625,446.6666564941406,433.4666748046875,435.20001220703125,4045638
2024-05-27,428.3731994628906,445.5333251953125,450.0,437.3333435058594,442.8666687011719,4634193
2024-05-28,418.4057922363281,435.1666564941406,449.0666809082031,430.0666809082031,448.70001220703125,3611617
2024-05-29,408.37432861328125,424.73333740234375,437.3333435058594,422.70001220703125,435.1333312988281,3164139
2024-05-30,403.24639892578125,419.3999938964844,429.20001220703125,417.1000061035156,426.8666687011719,2897983
2024-05-31,407.4769287109375,423.79998779296875,425.8666687011719,412.0666809082031,420.0666809082031,2879497
2024-06-03,429.0462341308594,446.23333740234375,459.8999938964844,431.76666259765625,459.8999938964844,7389685
2024-06-04,381.0682067871094,396.3333435058594,445.9666748046875,363.3333435058594,445.9666748046875,10078398
2024-06-05,372.0943298339844,387.0,410.0666809082031,370.29998779296875,404.0,11640388
2024-06-06,391.2598876953125,406.9333190917969,410.5333251953125,390.8666687011719,394.0,6616500
2024-06-07,394.3045959472656,410.1000061035156,412.79998779296875,404.1333312988281,410.5333251953125,2529961
2024-06-10,389.24078369140625,404.8333435058594,417.1333312988281,403.3333435058594,413.1666564941406,3045891
2024-06-11,415.7136535644531,432.3666687011719,439.0333251953125,405.70001220703125,406.0,8462167
2024-06-12,424.4952087402344,441.5,449.20001220703125,430.0,435.8999938964844,5562666
2024-06-13,434.4946594238281,451.8999938964844,457.5333251953125,435.6666564941406,442.5666809082031,9977940
2024-06-14,448.34002685546875,466.29998779296875,472.6666564941406,446.6666564941406,446.6666564941406,10426965
2024-06-18,442.8916015625,460.6333312988281,468.76666259765625,456.0,468.6000061035156,5828025
2024-06-19,446.3849792480469,464.26666259765625,468.0,448.1000061035156,461.8999938964844,8451043
2024-06-20,439.1097717285156,456.70001220703125,468.0,454.9333190917969,464.26666259765625,4012047
2024-06-21,448.5643005371094,466.5333251953125,469.6666564941406,456.73333740234375,460.20001220703125,8081263
2024-06-24,448.0836181640625,466.0333251953125,474.6333312988281,462.0333251953125,469.9666748046875,5028388
2024-06-25,448.2118225097656,466.1666564941406,474.1666564941406,461.0666809082031,468.20001220703125,4559235
2024-06-26,449.26947021484375,467.26666259765625,471.6666564941406,462.4666748046875,466.3333435058594,3063030
2024-06-27,452.0577392578125,470.1666564941406,474.6666564941406,464.6666564941406,471.8666687011719,4854513
2024-06-28,463.46734619140625,482.0333251953125,495.73333740234375,473.3333435058594,474.6666564941406,9549547
2024-07-01,457.5702819824219,475.8999938964844,489.3333435058594,470.0333251953125,488.9666748046875,5275065
2024-07-02,466.6562805175781,485.3500061035156,512.0,480.1499938964844,481.0,12658263
2024-07-03,476.2230529785156,495.29998779296875,499.0,479.3500061035156,491.3999938964844,3237838
2024-07-04,473.38665771484375,492.3500061035156,506.0,489.3500061035156,499.0,2722700
2024-07-05,470.6464538574219,489.5,495.0,487.20001220703125,494.8999938964844,2132461
2024-07-08,480.7900695800781,500.04998779296875,517.9500122070312,490.04998779296875,492.8999938964844,5373870
2024-07-09,489.53961181640625,509.1499938964844,515.5,504.8500061035156,507.95001220703125,2355473
2024-07-10,493.0970764160156,512.8499755859375,515.0,494.04998779296875,512.7999877929688,2515806
2024-07-11,529.7777099609375,551.0,583.4500122070312,513.5,514.7000122070312,10303383
2024-07-12,590.783935546875,614.4500122070312,653.0,562.0,572.0,28989089
2024-07-15,614.0999145507812,638.7000122070312,644.5,592.0999755859375,598.0,15786984
2024-07-16,594.6778564453125,618.5,640.0,615.0,640.0,11050736
2024-07-18,562.3720092773438,584.9000244140625,624.7000122070312,580.0,622.0,12569307
2024-07-19,549.103515625,571.0999755859375,580.0,556.6500244140625,580.0,9200372
2024-07-22,533.864013671875,555.25,565.2000122070312,546.0499877929688,562.0,8938610
2024-07-23,527.229736328125,548.3499755859375,575.7999877929688,512.0,563.0999755859375,14343791
2024-07-24,522.5665893554688,543.5,560.7999877929688,541.4000244140625,549.7999877929688,5933103
2024-07-25,545.0653076171875,566.9000244140625,594.5,538.4000244140625,542.0,21807623
2024-07-26,539.0560302734375,560.6500244140625,576.9000244140625,557.4500122070312,575.0,6875211
2024-07-29,558.0453491210938,580.4000244140625,592.9000244140625,556.7000122070312,565.7000122070312,9295179
2024-07-30,560.5933227539062,583.0499877929688,605.5,575.4500122070312,582.3499755859375,9656804
2024-07-31,555.3051147460938,577.5499877929688,588.75,576.0,588.75,5839253
2024-08-01,575.9769897460938,599.0499877929688,615.0,582.0,583.4000244140625,18687167
2024-08-02,582.6592407226562,606.0,614.9000244140625,590.0,595.9500122070312,10032774
2024-08-05,553.4783325195312,575.6500244140625,597.7999877929688,568.2999877929688,590.9000244140625,6908025
2024-08-06,549.2957763671875,571.2999877929688,591.5,570.0999755859375,574.0,5409173
2024-08-07,594.0047607421875,617.7999877929688,624.9000244140625,585.5999755859375,590.0,23272182
2024-08-08,589.2454833984375,612.8499755859375,618.5,597.25,617.7999877929688,7145183
2024-08-09,619.1475830078125,643.9500122070312,655.9000244140625,611.2000122070312,619.0,19857286
2024-08-12,641.5502319335938,667.25,682.0,630.5499877929688,642.5,13026500
2024-08-13,660.8760986328125,687.3499755859375,692.0,674.0,678.7000122070312,14550940
2024-08-14,633.5217895507812,658.9000244140625,714.2999877929688,645.2000122070312,692.0,19816227
2024-08-16,651.5977783203125,677.7000122070312,686.5499877929688,660.5999755859375,664.9500122070312,7469028
2024-08-19,662.9913330078125,689.5499877929688,702.2999877929688,685.0999755859375,690.0,6055414
2024-08-20,646.7903442382812,672.7000122070312,695.25,670.0499877929688,694.7999877929688,4232327
2024-08-21,645.4442138671875,671.2999877929688,683.0,670.0499877929688,675.5,3726311
2024-08-22,654.9149169921875,681.1500244140625,684.7000122070312,672.75,677.75,3506656
2024-08-23,655.4918212890625,681.75,686.9000244140625,675.2999877929688,680.7999877929688,3227594
2024-08-26,675.2982788085938,702.3499755859375,714.0,686.4500122070312,687.0,9749464
2024-08-27,690.8743286132812,718.5499877929688,729.7999877929688,708.0,710.0,6716477
2024-08-28,698.4220581054688,726.4000244140625,729.9000244140625,703.5,722.0,5658011
2024-08-29,705.6331787109375,733.9000244140625,745.0,707.4500122070312,727.9000244140625,6785969
2024-08-30,714.8949584960938,741.0,767.9000244140625,721.0,735.0,79429798
2024-09-02,700.66455078125,726.25,734.7000122070312,717.25,725.3499755859375,5735191
2024-09-03,704.1376953125,729.8499755859375,734.0,711.0499877929688,720.0,5884801
2024-09-04,658.2146606445312,682.25,727.2999877929688,677.5999755859375,723.9000244140625,7645313
2024-09-05,631.8282470703125,654.9000244140625,695.3499755859375,651.75,688.9500122070312,8018321
2024-09-06,604.8628540039062,626.9500122070312,665.9500122070312,625.5,659.8499755859375,7382176
2024-09-09,611.7127075195312,634.0499877929688,640.0,606.5499877929688,626.0999755859375,8052402
2024-09-10,587.4487915039062,608.9000244140625,645.0,606.0,641.9000244140625,5509452
2024-09-11,561.2069702148438,581.7000122070312,608.0,570.0,607.7999877929688,12283035
2024-09-12,558.5538940429688,578.9500122070312,587.9000244140625,565.2999877929688,584.0,9441722
2024-09-13,564.9695434570312,585.5999755859375,588.0,574.0,578.0,5434486
2024-09-16,586.1945190429688,607.5999755859375,609.9500122070312,577.7000122070312,585.0,6438482
2024-09-17,593.7680053710938,615.4500122070312,627.9000244140625,597.5499877929688,612.0499877929688,9251355
2024-09-18,574.0385131835938,595.0,627.0,590.8499755859375,626.0,7376182
2024-09-19,551.318115234375,571.4500122070312,602.5,553.8499755859375,595.0,9094949
2024-09-20,542.9728393554688,562.7999877929688,582.5,560.0,580.0,9500390
2024-09-23,561.544677734375,582.0499877929688,586.5,557.1500244140625,565.0,5005764
2024-09-24,571.7229614257812,592.5999755859375,594.9000244140625,581.0,587.0,3796775
2024-09-25,558.3126831054688,578.7000122070312,605.0,577.0,594.9500122070312,4262021
2024-09-26,544.3236083984375,564.2000122070312,579.75,554.7999877929688,579.75,5512784
2024-09-27,566.0790405273438,586.75,595.0,558.0,564.0,5855512
2024-09-30,560.1940307617188,580.6500244140625,590.0,573.2999877929688,586.9500122070312,3318663
2024-10-01,548.7132568359375,568.75,583.9000244140625,567.9000244140625,572.5,1959496
2024-10-03,519.8182983398438,538.7999877929688,577.0,534.9000244140625,574.4000244140625,7687449
2024-10-04,552.5723266601562,572.75,578.0,543.9000244140625,544.1500244140625,11396936
2024-10-07,528.0670776367188,547.3499755859375,575.0,542.2999877929688,570.0,4426253
2024-10-08,545.6741943359375,565.5999755859375,567.75,540.9000244140625,549.4500122070312,3810847
2024-10-09,554.1159057617188,574.3499755859375,577.0,558.0499877929688,563.0,3379666
2024-10-10,552.3310546875,572.5,594.0,570.2000122070312,580.0,3260024
2024-10-11,563.9564819335938,584.5499877929688,589.0,571.0999755859375,575.0,1855197
2024-10-14,565.6448974609375,586.2999877929688,590.9500122070312,573.2000122070312,588.0,1986479
2024-10-15,539.7408447265625,559.4500122070312,584.75,552.0999755859375,584.75,4514251
2024-10-16,508.6270446777344,527.2000122070312,560.5999755859375,518.0,559.4000244140625,12606593
2024-10-17,506.60101318359375,525.0999755859375,533.5,519.3499755859375,528.7000122070312,4053280
2024-10-18,514.608642578125,533.4000244140625,546.9500122070312,522.75,525.0999755859375,4624545
2024-10-21,511.23193359375,529.9000244140625,533.4000244140625,521.3499755859375,533.4000244140625,2331311
2024-10-22,498.4004211425781,516.5999755859375,534.6500244140625,512.5,530.0,2206145
2024-10-23,487.160888671875,504.95001220703125,523.5499877929688,493.04998779296875,516.5999755859375,3453696
2024-10-24,492.274169921875,510.25,518.5499877929688,503.5,507.0,2688448
2024-10-25,468.2513427734375,485.3500061035156,516.0,481.95001220703125,513.7999877929688,3417307
2024-10-28,459.2789611816406,476.04998779296875,491.95001220703125,468.20001220703125,479.6000061035156,3722104
2024-10-29,462.5592346191406,479.45001220703125,488.79998779296875,472.6499938964844,478.0,2136430
2024-10-30,454.5998840332031,471.20001220703125,487.95001220703125,468.6000061035156,482.70001220703125,1866841
2024-10-31,455.1304626464844,471.75,477.8999938964844,462.54998779296875,474.0,2491383
2024-11-01,456.3364562988281,473.0,478.25,469.0,471.70001220703125,418453
2024-11-04,455.6611022949219,472.29998779296875,476.6000061035156,459.04998779296875,473.6499938964844,2993901
2024-11-05,478.1402587890625,495.6000061035156,498.5,467.1499938964844,470.0,3876641
2024-11-06,506.60101318359375,525.0999755859375,531.2000122070312,495.29998779296875,503.0,5991131
2024-11-07,506.0703430175781,524.5499877929688,535.8499755859375,513.1500244140625,528.5499877929688,3523566
2024-11-08,490.634033203125,508.54998779296875,524.5499877929688,501.79998779296875,524.5499877929688,2521219
2024-11-11,488.65625,506.5,510.8500061035156,492.8999938964844,505.0,1196906
2024-11-12,479.1532897949219,496.6499938964844,511.8500061035156,492.70001220703125,506.5,1152726
2024-11-13,463.909912109375,480.8500061035156,501.3999938964844,475.0,494.3999938964844,2249137
2024-11-14,461.5799255371094,475.45001220703125,482.6000061035156,464.3500061035156,476.0,2114574
2024-11-18,458.66741943359375,472.45001220703125,481.8500061035156,464.0,475.45001220703125,999530
2024-11-19,471.2882080078125,485.45001220703125,491.45001220703125,477.0,477.29998779296875,1270704
2024-11-21,471.87066650390625,486.04998779296875,488.25,475.1000061035156,480.0,1209903
2024-11-22,492.3551330566406,507.1499938964844,509.54998779296875,487.5,487.5,1956028
2024-11-25,503.6167907714844,518.75,529.0,510.04998779296875,518.4500122070312,4179863
2024-11-26,489.5882873535156,504.29998779296875,524.5,502.0,519.5,1448543
2024-11-27,490.2678527832031,505.0,507.5,490.0,507.0,1705641
2024-11-28,490.025146484375,504.75,511.45001220703125,493.1000061035156,500.54998779296875,2538775
2024-11-29,476.2879638671875,490.6000061035156,503.75,488.29998779296875,495.1000061035156,3714719
2024-12-02,465.36614990234375,479.3500061035156,493.25,478.0,485.20001220703125,3993058
2024-12-03,475.99664306640625,490.29998779296875,492.54998779296875,482.0,484.79998779296875,2086164
2024-12-04,474.83172607421875,489.1000061035156,502.95001220703125,487.04998779296875,493.0,2969020
2024-12-05,459.92950439453125,473.75,492.0,470.04998779296875,492.0,4375627
2024-12-06,461.04595947265625,474.8999938964844,477.79998779296875,473.29998779296875,476.6000061035156,1982279
2024-12-09,454.20159912109375,467.8500061035156,476.6000061035156,466.04998779296875,475.1000061035156,2305005
2024-12-10,455.60931396484375,469.29998779296875,472.95001220703125,463.3500061035156,469.1000061035156,1733645
2024-12-11,455.85198974609375,469.54998779296875,475.0,468.6000061035156,470.0,1181212
2024-12-12,452.5997619628906,466.20001220703125,472.0,465.75,471.95001220703125,1011901
2024-12-13,441.095458984375,454.3500061035156,471.3999938964844,451.1000061035156,468.0,2862359
2024-12-16,447.7456359863281,461.20001220703125,462.6499938964844,454.5,455.0,1766363
2024-12-17,431.8240661621094,444.79998779296875,461.1499938964844,444.0,459.3999938964844,1768145
2024-12-18,432.4065246582031,445.3999938964844,451.0,440.20001220703125,446.79998779296875,2568119
2024-12-19,426.14471435546875,438.95001220703125,447.3500061035156,434.20001220703125,436.0,3369177
2024-12-20,409.4949951171875,421.79998779296875,441.79998779296875,417.0,439.0,3345519
2024-12-23,408.3785400390625,420.6499938964844,426.8999938964844,414.0,422.04998779296875,2754816
2024-12-24,413.1841735839844,425.6000061035156,428.70001220703125,418.54998779296875,423.0,1408323
2024-12-26,414.59185791015625,427.04998779296875,429.0,422.1000061035156,426.3500061035156,1140246
2024-12-27,412.7472839355469,425.1499938964844,429.54998779296875,421.79998779296875,428.0,994577
2024-12-30,409.00958251953125,421.29998779296875,433.95001220703125,415.20001220703125,425.79998779296875,6466718
2024-12-31,418.1839294433594,430.75,437.1499938964844,417.8999938964844,420.75,3137020
2025-01-01,424.3486633300781,437.1000061035156,438.45001220703125,428.29998779296875,434.0,1408767
2025-01-02,449.7843322753906,463.29998779296875,467.0,435.54998779296875,435.6499938964844,8809869
2025-01-03,467.0650634765625,481.1000061035156,491.25,466.0,468.0,12072883
2025-01-06,444.34771728515625,457.70001220703125,485.54998779296875,455.54998779296875,484.04998779296875,2853849
2025-01-07,460.5119934082031,474.3500061035156,478.6499938964844,460.0,460.0,5339442
2025-01-08,477.3558654785156,491.70001220703125,494.54998779296875,473.6499938964844,475.29998779296875,7307026
2025-01-09,453.37640380859375,467.0,490.0,454.0,490.0,9333706
2025-01-10,442.55169677734375,455.8500061035156,471.6499938964844,454.5,470.0,3609946
2025-01-13,439.20233154296875,452.3999938964844,478.6499938964844,448.8500061035156,465.0,9815743
2025-01-14,451.58038330078125,465.1499938964844,467.95001220703125,452.3999938964844,452.3999938964844,2788151
2025-01-15,450.512451171875,464.04998779296875,474.0,461.0,466.0,1858906
2025-01-16,457.0655517578125,470.79998779296875,484.3999938964844,466.1000061035156,479.0,2574384
2025-01-17,460.9488525390625,474.79998779296875,477.95001220703125,469.5,470.0,1688995
2025-01-20,469.6863098144531,483.79998779296875,487.3500061035156,470.1499938964844,474.79998779296875,2542513
2025-01-21,460.4148864746094,474.25,489.8999938964844,472.3500061035156,483.8500061035156,2543729
2025-01-22,441.095458984375,454.3500061035156,475.04998779296875,448.29998779296875,474.25,4206722
2025-01-23,438.1344299316406,451.29998779296875,470.0,442.25,452.04998779296875,3508784
2025-01-24,412.1162414550781,424.5,453.70001220703125,423.04998779296875,449.75,4061399
2025-01-27,394.7869567871094,406.6499938964844,424.5,405.45001220703125,424.5,2668031
2025-01-28,385.4670104980469,397.04998779296875,411.70001220703125,390.5,409.0,2714364
2025-01-29,395.66070556640625,407.54998779296875,408.79998779296875,392.1000061035156,398.0,2555776
2025-01-30,405.5631408691406,417.75,421.0,402.1499938964844,408.0,3432662
2025-01-31,408.1844177246094,420.45001220703125,425.04998779296875,411.1000061035156,417.75,2624269
2025-02-01,398.7188415527344,410.70001220703125,426.95001220703125,406.5,421.0,1123769
2025-02-03,383.28265380859375,394.79998779296875,414.0,389.3500061035156,410.54998779296875,2667713
2025-02-04,393.62200927734375,405.45001220703125,406.95001220703125,396.79998779296875,401.3999938964844,1597972
2025-02-05,419.0091247558594,431.6000061035156,432.8999938964844,406.95001220703125,407.0,4779988
2025-02-06,412.6016845703125,425.0,436.5,421.3500061035156,436.5,2345991
2025-02-07,412.407470703125,424.79998779296875,427.75,411.70001220703125,425.0,2037690
2025-02-10,393.4278259277344,405.25,415.54998779296875,397.5,414.79998779296875,5734994
2025-02-11,400.1750793457031,412.20001220703125,414.3500061035156,395.1000061035156,405.04998779296875,4121580
2025-02-12,405.3689880371094,417.54998779296875,421.1000061035156,404.0,412.5,4836753
2025-02-13,400.8546447753906,412.8999938964844,418.0,405.70001220703125,417.54998779296875,3027874
2025-02-14,384.7874450683594,396.3500061035156,417.54998779296875,390.1000061035156,415.0,3299511
2025-02-17,395.856201171875,400.54998779296875,401.75,375.0,384.95001220703125,2989496
2025-02-18,393.879638671875,398.54998779296875,404.6499938964844,386.1000061035156,404.6499938964844,3238537
2025-02-19,391.7054138183594,396.3500061035156,406.25,391.6499938964844,395.0,2327087
2025-02-20,400.89642333984375,405.6499938964844,409.5,391.6000061035156,398.0,2790526
2025-02-21,387.80169677734375,392.3999938964844,412.3500061035156,390.6000061035156,405.1000061035156,2221369
2025-02-24,374.361083984375,378.79998779296875,393.45001220703125,377.1000061035156,392.3999938964844,2394354
2025-02-25,368.03607177734375,372.3999938964844,386.0,368.29998779296875,379.04998779296875,2575940
2025-02-27,361.6122131347656,365.8999938964844,376.3999938964844,362.1499938964844,373.8999938964844,2591172
2025-02-28,338.6841125488281,342.70001220703125,367.45001220703125,340.95001220703125,364.95001220703125,5947063
2025-03-03,337.6463928222656,341.6499938964844,350.6499938964844,339.04998779296875,345.1000061035156,3001287
2025-03-04,347.0845031738281,351.20001220703125,353.1000061035156,328.1499938964844,335.5,3464023
2025-03-05,363.88531494140625,368.20001220703125,376.5,352.0,353.1499938964844,4917698
2025-03-06,367.83843994140625,372.20001220703125,376.1499938964844,365.29998779296875,371.29998779296875,3232955
2025-03-07,365.4171142578125,369.75,372.0,364.79998779296875,372.0,3422495
2025-03-10,358.5979919433594,362.8500061035156,377.75,359.25,371.0,2691390
2025-03-11,364.82415771484375,369.1499938964844,371.6499938964844,353.75,360.0,1942431
2025-03-12,362.501708984375,366.79998779296875,374.5,361.75,371.0,1926697
2025-03-13,371.0997314453125,375.5,382.0,368.1000061035156,370.0,4620549
2025-03-17,373.71868896484375,378.1499938964844,384.70001220703125,376.04998779296875,377.0,1959640
2025-03-18,373.71868896484375,378.1499938964844,378.1499938964844,378.1499938964844,378.1499938964844,0
2025-03-19,381.3284606933594,385.8500061035156,388.0,380.6499938964844,386.0,2152373
2025-03-20,386.714599609375,391.29998779296875,393.8999938964844,383.54998779296875,388.8500061035156,2113205
2025-03-21,388.9876403808594,393.6000061035156,400.5,389.6000061035156,393.0,3858351
2025-03-24,393.4349060058594,398.1000061035156,404.3999938964844,396.45001220703125,398.0,1611951
2025-03-25,385.726318359375,390.29998779296875,402.8500061035156,383.70001220703125,402.8500061035156,2899258
2025-03-26,376.4364929199219,380.8999938964844,396.8999938964844,379.1499938964844,390.29998779296875,3544394
2025-03-27,381.526123046875,386.04998779296875,391.79998779296875,381.0,382.0,6258419
2025-03-28,382.2178955078125,386.75,396.6000061035156,382.1000061035156,388.3999938964844,3059820
2025-04-01,380.93316650390625,385.45001220703125,394.8500061035156,384.5,386.75,1893089
