date_,adj close_sail.ns,close_sail.ns,high_sail.ns,low_sail.ns,open_sail.ns,volume_sail.ns
2024-04-16,146.31463623046875,149.3000030517578,152.4499969482422,148.39999389648438,149.5,30401301
2024-04-18,141.9046173095703,144.8000030517578,151.60000610351562,144.0,150.0,31187482
2024-04-19,143.12962341308594,146.0500030517578,147.5,140.8000030517578,142.89999389648438,34742999
2024-04-22,145.4326171875,148.39999389648438,151.10000610351562,147.10000610351562,148.25,27095176
2024-04-23,149.2056427001953,152.25,152.9499969482422,148.39999389648438,149.6999969482422,39973475
2024-04-24,161.35769653320312,164.64999389648438,165.9499969482422,151.5500030517578,153.10000610351562,176471110
2024-04-25,161.6516876220703,164.9499969482422,167.25,162.3000030517578,164.8000030517578,59808767
2024-04-26,165.17971801757812,168.5500030517578,170.5,163.64999389648438,165.39999389648438,91168616
2024-04-29,161.50469970703125,164.8000030517578,170.1999969482422,164.35000610351562,169.89999389648438,30478737
2024-04-30,160.91668701171875,164.1999969482422,168.6999969482422,163.0500030517578,165.8000030517578,40651688
2024-05-02,162.14170837402344,165.4499969482422,168.25,163.60000610351562,165.39999389648438,44264557
2024-05-03,164.59170532226562,167.9499969482422,170.9499969482422,164.60000610351562,167.10000610351562,71734933
2024-05-06,159.64268493652344,162.89999389648438,168.85000610351562,158.3000030517578,168.5,44387249
2024-05-07,153.0276641845703,156.14999389648438,163.0,155.25,163.0,33767901
2024-05-08,157.14369201660156,160.35000610351562,161.89999389648438,155.10000610351562,156.0,26121298
2024-05-09,149.98965454101562,153.0500030517578,161.25,152.10000610351562,161.0,20993230
2024-05-10,153.76266479492188,156.89999389648438,157.9499969482422,151.6999969482422,154.9499969482422,18485806
2024-05-13,153.90966796875,157.0500030517578,157.85000610351562,151.0,157.35000610351562,20953744
2024-05-14,161.35769653320312,164.64999389648438,166.64999389648438,158.0,158.0,39072871
2024-05-15,163.07269287109375,166.39999389648438,168.6999969482422,165.0,165.0,24990811
2024-05-16,160.32870483398438,163.60000610351562,168.75,161.60000610351562,168.4499969482422,20715081
2024-05-17,163.56271362304688,166.89999389648438,169.0,164.0,164.0,24968544
2024-05-21,170.86375427246094,174.35000610351562,175.10000610351562,166.4499969482422,170.14999389648438,66484390
2024-05-22,165.6697235107422,169.0500030517578,175.35000610351562,167.10000610351562,175.0,53954827
2024-05-23,165.9147186279297,169.3000030517578,169.9499969482422,166.5,168.75,24560357
2024-05-24,166.1107177734375,169.5,172.5,167.39999389648438,167.39999389648438,29513626
2024-05-27,163.3177032470703,166.64999389648438,171.3000030517578,166.0,170.5,22933660
2024-05-28,159.15267944335938,162.39999389648438,169.1999969482422,161.5500030517578,167.5,26336009
2024-05-29,159.15267944335938,162.39999389648438,165.6999969482422,160.60000610351562,162.1999969482422,22527881
2024-05-30,154.59567260742188,157.75,162.25,156.6999969482422,161.5,19706386
2024-05-31,155.33067321777344,158.5,161.25,156.75,160.0,23260857
2024-06-03,163.02371215820312,166.35000610351562,168.0,163.14999389648438,168.0,33154820
2024-06-04,130.38955688476562,133.0500030517578,164.89999389648438,124.80000305175781,164.89999389648438,114541715
2024-06-05,142.63961791992188,145.5500030517578,147.4499969482422,128.0500030517578,138.6999969482422,61202268
2024-06-06,143.96261596679688,146.89999389648438,151.8000030517578,144.3000030517578,145.0,57006811
2024-06-07,149.69564819335938,152.75,153.85000610351562,145.60000610351562,146.9499969482422,41207266
2024-06-10,147.58863830566406,150.60000610351562,153.0,150.0500030517578,152.60000610351562,23373558
2024-06-11,147.9904327392578,151.00999450683594,153.0,149.5,151.1199951171875,20500708
2024-06-12,147.9904327392578,151.00999450683594,152.64999389648438,150.5500030517578,151.3000030517578,19275571
2024-06-13,146.63803100585938,149.6300048828125,152.52000427246094,149.0,151.8000030517578,17125245
2024-06-14,150.55804443359375,153.6300048828125,153.89999389648438,147.75999450683594,149.6999969482422,30233323
2024-06-18,150.3424530029297,153.41000366210938,155.13999938964844,152.5,154.38999938964844,18708072
2024-06-19,146.95164489746094,149.9499969482422,154.0500030517578,149.5,154.0500030517578,18855153
2024-06-20,150.95004272460938,154.02999877929688,154.3000030517578,150.5,150.5,28456396
2024-06-21,152.3318634033203,155.44000244140625,159.3000030517578,153.91000366210938,154.60000610351562,69503068
2024-06-24,146.8536376953125,149.85000610351562,152.91000366210938,148.5,152.91000366210938,40874886
2024-06-25,144.07041931152344,147.00999450683594,151.4199981689453,146.10000610351562,150.8000030517578,25039730
2024-06-26,141.09120178222656,143.97000122070312,147.58999633789062,143.60000610351562,147.4499969482422,31444537
2024-06-27,140.02301025390625,142.8800048828125,146.9499969482422,137.1999969482422,144.6999969482422,57711655
2024-06-28,145.67762756347656,148.64999389648438,151.25,143.80999755859375,144.0,72583869
2024-07-01,146.07943725585938,149.05999755859375,150.4499969482422,147.72000122070312,149.89999389648438,25711956
2024-07-02,143.7470245361328,146.67999267578125,149.8800048828125,145.39999389648438,149.60000610351562,24720763
2024-07-03,148.58822631835938,151.6199951171875,152.0,146.36000061035156,147.64999389648438,34424841
2024-07-04,148.02964782714844,151.0500030517578,153.61000061035156,150.66000366210938,153.0,29926272
2024-07-05,152.4984588623047,155.61000061035156,158.75,149.85000610351562,151.39999389648438,62621310
2024-07-08,153.35105895996094,156.47999572753906,158.0,154.2100067138672,156.5,33290711
2024-07-09,152.87086486816406,155.99000549316406,158.22000122070312,155.19000244140625,157.3000030517578,21076732
2024-07-10,147.85324096679688,150.8699951171875,156.3000030517578,146.35000610351562,156.1999969482422,39898433
2024-07-11,148.8136444091797,151.85000610351562,153.14999389648438,150.58999633789062,151.85000610351562,30388365
2024-07-12,147.4122314453125,150.4199981689453,153.3300018310547,149.1699981689453,152.5500030517578,16353263
2024-07-15,148.9900360107422,152.02999877929688,153.1999969482422,148.8000030517578,151.0,43598260
2024-07-16,147.97084045410156,150.99000549316406,153.9499969482422,150.60000610351562,152.5,17044483
2024-07-18,144.93283081054688,147.88999938964844,150.8000030517578,146.6999969482422,150.8000030517578,24504144
2024-07-19,138.9842071533203,141.82000732421875,147.4499969482422,140.8300018310547,147.4499969482422,34312977
2024-07-22,140.41500854492188,143.27999877929688,143.60000610351562,138.22000122070312,141.39999389648438,23158599
2024-07-23,138.56280517578125,141.38999938964844,144.58999633789062,135.3000030517578,143.89999389648438,25864567
2024-07-24,144.0508270263672,146.99000549316406,147.60000610351562,141.38999938964844,141.5,31951790
2024-07-25,139.73880004882812,142.58999633789062,144.89999389648438,141.41000366210938,144.89999389648438,31653400
2024-07-26,144.4428253173828,147.38999938964844,147.97999572753906,143.83999633789062,145.0,25911057
2024-07-29,144.7858428955078,147.74000549316406,150.0,146.8000030517578,149.13999938964844,15136406
2024-07-30,145.13864135742188,148.10000610351562,149.61000061035156,146.3000030517578,147.47000122070312,12316097
2024-07-31,149.97984313964844,153.0399932861328,154.00999450683594,147.66000366210938,149.5,35735761
2024-08-01,147.030029296875,150.02999877929688,156.35000610351562,149.02999877929688,154.0500030517578,37281190
2024-08-02,143.30601501464844,146.22999572753906,148.17999267578125,145.10000610351562,147.72999572753906,29660329
2024-08-05,133.88818359375,136.6199951171875,142.0,135.0,141.0,49706240
2024-08-06,132.75137329101562,135.4600067138672,141.5,134.67999267578125,139.2899932861328,23211408
2024-08-07,138.79800415039062,141.6300048828125,142.85000610351562,137.2100067138672,139.8000030517578,22300426
2024-08-08,134.7015838623047,137.4499969482422,141.3000030517578,136.5,141.3000030517578,25849915
2024-08-09,126.76355743408203,129.35000610351562,137.16000366210938,128.88999938964844,136.0,76287884
2024-08-12,129.06655883789062,131.6999969482422,132.9499969482422,127.0999984741211,129.25,33401039
2024-08-13,125.5777359008789,128.13999938964844,132.5,127.72000122070312,132.1999969482422,16376718
2024-08-14,122.7259292602539,125.2300033569336,129.5,125.0,129.0500030517578,22221242
2024-08-16,125.7149429321289,128.27999877929688,128.67999267578125,126.5999984741211,127.7699966430664,15743875
2024-08-19,128.6941680908203,131.32000732421875,131.64999389648438,129.25,130.0,14677989
2024-08-20,130.48756408691406,133.14999389648438,133.4499969482422,130.80999755859375,132.49000549316406,16842938
2024-08-21,132.33975219726562,135.0399932861328,135.33999633789062,132.4499969482422,133.3000030517578,14879021
2024-08-22,131.20297241210938,133.8800048828125,135.38999938964844,133.27000427246094,135.1699981689453,17039181
2024-08-23,129.15475463867188,131.7899932861328,135.02999877929688,131.5,133.89999389648438,14050547
2024-08-26,134.99559020996094,137.75,138.77999877929688,132.39999389648438,133.38999938964844,32800586
2024-08-27,133.1825714111328,135.89999389648438,138.25,135.60000610351562,137.75,12380923
2024-08-28,131.35975646972656,134.0399932861328,136.39999389648438,133.35000610351562,135.89999389648438,11414976
2024-08-29,131.56556701660156,134.25,135.0,131.85000610351562,133.89999389648438,12348963
2024-08-30,131.0167694091797,133.69000244140625,136.0500030517578,133.35000610351562,134.58999633789062,13016284
2024-09-02,130.50717163085938,133.1699981689453,134.13999938964844,131.7100067138672,133.86000061035156,12601742
2024-09-03,129.14495849609375,131.77999877929688,133.60000610351562,131.25999450683594,132.50999450683594,10986546
2024-09-04,127.85136413574219,130.4600067138672,131.83999633789062,128.6999969482422,129.0,18956457
2024-09-05,128.5961456298828,131.22000122070312,132.3000030517578,130.4600067138672,130.5500030517578,8679395
2024-09-06,126.7929458618164,129.3800048828125,131.9499969482422,128.3000030517578,131.39999389648438,17177552
2024-09-09,125.35234832763672,127.91000366210938,129.35000610351562,126.11000061035156,128.89999389648438,19613019
2024-09-10,126.55774688720703,129.13999938964844,131.0500030517578,127.91000366210938,128.0,12603493
2024-09-11,124.43113708496094,126.97000122070312,129.99000549316406,126.29000091552734,129.0800018310547,13139629
2024-09-12,128.07675170898438,130.69000244140625,131.07000732421875,126.9000015258789,129.5,19264974
2024-09-13,129.5565643310547,132.1999969482422,134.38999938964844,131.4199981689453,131.5,20166379
2024-09-16,130.37974548339844,133.0399932861328,134.0800018310547,131.75,133.0,13553090
2024-09-17,129.2919464111328,131.92999267578125,133.0,130.5,132.75999450683594,10754987
2024-09-18,127.05754089355469,129.64999389648438,131.88999938964844,128.64999389648438,131.64999389648438,10725965
2024-09-19,124.97367095947266,126.54000091552734,130.99000549316406,123.80000305175781,130.5,25229973
2024-09-20,124.71688842773438,126.27999877929688,128.2899932861328,125.41000366210938,127.25,13885160
2024-09-23,128.07479858398438,129.67999267578125,130.0,126.5,126.5,13387033
2024-09-24,132.2228240966797,133.8800048828125,135.07000732421875,131.2899932861328,131.5,41641928
2024-09-25,132.5684814453125,134.22999572753906,137.14999389648438,134.0,135.0,35498522
2024-09-26,137.47695922851562,139.1999969482422,139.58999633789062,132.3000030517578,135.0,49823297
2024-09-27,138.8003692626953,140.5399932861328,144.1999969482422,139.66000366210938,140.0,37975068
2024-09-30,139.6102294921875,141.36000061035156,143.94000244140625,140.35000610351562,141.39999389648438,38187620
2024-10-01,139.2843017578125,141.02999877929688,142.1199951171875,137.88999938964844,141.38999938964844,24528692
2024-10-03,135.3338165283203,137.02999877929688,141.64999389648438,136.14999389648438,138.5500030517578,35238490
2024-10-04,137.289306640625,139.00999450683594,140.60000610351562,134.13999938964844,136.5500030517578,31936926
2024-10-07,130.55374145507812,132.19000244140625,140.52000427246094,130.72000122070312,139.97000122070312,28331416
2024-10-08,129.74388122558594,131.3699951171875,133.6199951171875,127.83999633789062,130.60000610351562,40037615
2024-10-09,128.7167510986328,130.3300018310547,133.32000732421875,129.86000061035156,131.39999389648438,14125865
2024-10-10,128.3612060546875,129.97000122070312,132.9499969482422,129.6199951171875,131.0,12920873
2024-10-11,132.37095642089844,134.02999877929688,135.1199951171875,129.97000122070312,130.1999969482422,22981754
2024-10-14,132.66725158691406,134.3300018310547,137.3300018310547,133.66000366210938,135.8000030517578,16794560
2024-10-15,129.3192138671875,130.94000244140625,134.89999389648438,130.5,134.3300018310547,11128839
2024-10-16,128.31182861328125,129.9199981689453,131.64999389648438,129.0800018310547,130.1999969482422,13606967
2024-10-17,126.2477035522461,127.83000183105469,130.99000549316406,127.55000305175781,130.89999389648438,15490412
2024-10-18,127.43284606933594,129.02999877929688,130.58999633789062,125.41999816894531,126.5,26363209
2024-10-21,124.89466094970703,126.45999908447266,131.19000244140625,126.02999877929688,130.2100067138672,15437195
2024-10-22,120.29234313964844,121.80000305175781,127.37999725341797,120.6500015258789,126.5999984741211,22167864
2024-10-23,116.66776275634766,118.12999725341797,122.63999938964844,116.30000305175781,120.5,37778891
2024-10-24,115.68014526367188,117.12999725341797,118.88999938964844,116.69999694824219,118.69999694824219,16209896
2024-10-25,110.10009002685547,111.4800033569336,118.01000213623047,110.4000015258789,117.12999725341797,30812614
2024-10-28,113.25059509277344,114.66999816894531,115.87000274658203,111.19999694824219,112.36000061035156,19503346
2024-10-29,114.27772521972656,115.70999908447266,116.19999694824219,112.7300033569336,114.87999725341797,14707069
2024-10-30,114.59375762939453,116.02999877929688,117.58999633789062,113.5999984741211,115.05000305175781,16236280
2024-10-31,114.31723022460938,115.75,117.69999694824219,114.36000061035156,116.19999694824219,15887511
2024-11-01,116.29247283935547,117.75,118.80000305175781,116.36000061035156,116.5199966430664,4260519
2024-11-04,112.49012756347656,113.9000015258789,118.2300033569336,112.5999984741211,118.0,21792990
2024-11-05,117.06281280517578,118.52999877929688,118.79000091552734,113.75,113.75,25938942
2024-11-06,122.3564682006836,123.88999938964844,124.25,117.45999908447266,120.0,30950696
2024-11-07,121.8330307006836,123.36000061035156,126.8499984741211,122.58000183105469,124.0,28078071
2024-11-08,116.74678039550781,118.20999908447266,121.01000213623047,114.87999725341797,120.5,47743659
2024-11-11,114.45549774169922,115.88999938964844,119.19999694824219,115.5,117.80000305175781,18118474
2024-11-12,112.75678253173828,114.16999816894531,117.4000015258789,113.66000366210938,116.0,14476729
2024-11-13,110.30748748779297,111.69000244140625,114.48999786376953,111.0,113.0999984741211,24360081
2024-11-14,110.45561981201172,111.83999633789062,114.37999725341797,111.43000030517578,111.69000244140625,15061567
2024-11-18,111.37411499023438,112.7699966430664,115.11000061035156,111.26000213623047,112.19999694824219,17936991
2024-11-19,110.07044982910156,111.44999694824219,114.44999694824219,111.08000183105469,113.1500015258789,11670566
2024-11-21,109.22109985351562,110.58999633789062,112.19999694824219,108.6500015258789,111.5,19630086
2024-11-22,111.4333724975586,112.83000183105469,113.63999938964844,110.4000015258789,110.69999694824219,12858702
2024-11-25,112.67777252197266,114.08999633789062,115.8499984741211,113.8499984741211,115.0,13170183
2024-11-26,114.396240234375,115.83000183105469,116.44000244140625,113.87999725341797,114.19999694824219,12229850
2024-11-27,114.82091522216797,116.26000213623047,117.06999969482422,114.51000213623047,115.55999755859375,13214253
2024-11-28,114.84066772460938,116.27999877929688,117.31999969482422,115.20999908447266,116.26000213623047,13714391
2024-11-29,115.66039276123047,117.11000061035156,118.0999984741211,115.80000305175781,116.5,11464692
2024-12-02,117.60601043701172,119.08000183105469,119.41999816894531,115.86000061035156,116.5,13161154
2024-12-03,121.27008819580078,122.79000091552734,123.18000030517578,119.19999694824219,119.19999694824219,24051522
2024-12-04,120.65776062011719,122.16999816894531,123.54000091552734,121.08999633789062,123.0,19645095
2024-12-05,120.95404815673828,122.47000122070312,123.6500015258789,121.12000274658203,122.51000213623047,20205297
2024-12-06,122.3564682006836,123.88999938964844,125.12000274658203,122.06999969482422,122.47000122070312,17105118
2024-12-09,124.56874084472656,126.12999725341797,126.5199966430664,122.61000061035156,124.0,22928606
2024-12-10,125.24032592773438,126.80999755859375,128.5,126.25,127.0,19581439
2024-12-11,125.37859344482422,126.94999694824219,128.7100067138672,126.04000091552734,126.6500015258789,10668920
2024-12-12,127.65999603271484,129.25999450683594,130.08999633789062,125.52999877929688,126.91999816894531,31966205
2024-12-13,123.21570587158203,124.76000213623047,128.75,121.83999633789062,128.61000061035156,39292810
2024-12-16,122.0799331665039,123.61000061035156,124.8499984741211,123.05000305175781,124.55999755859375,8419719
2024-12-17,119.61088562011719,121.11000061035156,124.44999694824219,120.25,122.80000305175781,9982096
2024-12-18,118.32697296142578,119.80999755859375,122.4000015258789,117.9000015258789,122.0,15624814
2024-12-19,117.43811798095703,118.91000366210938,119.80999755859375,116.5,117.12999725341797,12028931
2024-12-20,114.66289520263672,116.0999984741211,120.86000061035156,115.19999694824219,118.1500015258789,17911163
2024-12-23,119.68989562988281,121.19000244140625,121.61000061035156,116.98999786376953,117.0,24706531
2024-12-24,117.58625793457031,119.05999755859375,121.19000244140625,118.1500015258789,120.44999694824219,17000879
2024-12-26,116.13444519042969,117.58999633789062,119.4000015258789,116.26000213623047,118.51000213623047,15502315
2024-12-27,114.0999526977539,115.52999877929688,118.48999786376953,115.2699966430664,117.47000122070312,7502006
2024-12-30,110.34699249267578,111.7300033569336,115.51000213623047,111.0,115.5,14270907
2024-12-31,111.72966003417969,113.12999725341797,113.6500015258789,111.30999755859375,111.7300033569336,8967876
2025-01-01,111.53213500976562,112.93000030517578,113.33000183105469,112.1500015258789,112.5199966430664,7512039
2025-01-02,112.65802001953125,114.06999969482422,114.3499984741211,112.02999877929688,112.93000030517578,7663473
2025-01-03,112.75678253173828,114.16999816894531,115.9000015258789,113.5,113.9000015258789,9466354
2025-01-06,109.0531997680664,110.41999816894531,114.55000305175781,110.0,114.0999984741211,17656887
2025-01-07,110.0902099609375,111.47000122070312,112.25,110.41999816894531,110.41999816894531,7161545
2025-01-08,108.40137481689453,109.76000213623047,111.44999694824219,109.05000305175781,111.19999694824219,15060506
2025-01-09,106.9199447631836,108.26000213623047,110.62999725341797,108.05000305175781,110.0999984741211,11144353
2025-01-10,104.71754455566406,106.02999877929688,109.0999984741211,104.80000305175781,108.26000213623047,18718493
2025-01-13,98.85106658935547,100.08999633789062,105.5,99.66000366210938,104.9000015258789,21293325
2025-01-14,104.56939697265625,105.87999725341797,106.33999633789062,101.31999969482422,101.69000244140625,19913009
2025-01-15,103.9076919555664,105.20999908447266,107.73999786376953,104.4000015258789,106.30000305175781,10322196
2025-01-16,106.18909454345703,107.5199966430664,108.38999938964844,105.93000030517578,106.5,10971452
2025-01-17,107.47300720214844,108.81999969482422,109.44999694824219,106.93000030517578,107.0999984741211,9191948
2025-01-20,108.51001739501953,109.87000274658203,110.25,107.7300033569336,109.0,11548609
2025-01-21,108.51988220214844,109.87999725341797,111.56999969482422,108.19999694824219,110.0,17016648
2025-01-22,105.77429962158203,107.0999984741211,110.4000015258789,104.7699966430664,109.51000213623047,12682214
2025-01-23,107.78904724121094,109.13999938964844,109.8499984741211,106.5,106.58000183105469,7849758
2025-01-24,106.8310546875,108.16999816894531,110.80000305175781,107.58000183105469,109.0,11993883
2025-01-27,102.14972686767578,103.43000030517578,106.94999694824219,102.86000061035156,106.75,14423517
2025-01-28,101.56702423095703,102.83999633789062,105.0,101.19999694824219,105.0,12819834
2025-01-29,103.0682144165039,104.36000061035156,105.16999816894531,103.0,103.0,10829311
2025-01-30,104.14472198486328,105.44999694824219,106.5999984741211,104.0999984741211,104.5,11418706
2025-01-31,106.10021209716797,107.43000030517578,108.19000244140625,103.95999908447266,105.58000183105469,15726923
2025-02-01,105.21135711669922,106.52999877929688,108.30000305175781,104.4000015258789,107.69000244140625,12068981
2025-02-03,101.00408172607422,102.2699966430664,104.30999755859375,100.30000305175781,104.0,16535047
2025-02-04,105.3594970703125,106.68000030517578,107.2699966430664,103.69999694824219,104.0,14409187
2025-02-05,107.49275970458984,108.83999633789062,109.6500015258789,106.68000030517578,106.68000030517578,12920395
2025-02-06,106.6434097290039,107.9800033569336,109.66000366210938,107.19000244140625,109.0,8883930
2025-02-07,108.9544448852539,110.31999969482422,111.30000305175781,107.45999908447266,108.05000305175781,22943084
2025-02-10,103.87806701660156,105.18000030517578,109.5,104.80999755859375,109.05000305175781,14604374
2025-02-11,98.78193664550781,100.0199966430664,105.3499984741211,99.5,105.19000244140625,19394967
2025-02-12,104.44100952148438,105.75,106.06999969482422,99.1500015258789,100.0999984741211,49570655
2025-02-13,107.97669982910156,109.33000183105469,111.30000305175781,104.94999694824219,105.37999725341797,36029038
2025-02-14,104.40150451660156,105.70999908447266,113.19999694824219,104.43000030517578,110.0999984741211,32127888
2025-02-17,104.02620697021484,105.33000183105469,105.80000305175781,102.56999969482422,104.4000015258789,14572452
2025-02-18,103.09784698486328,104.38999938964844,105.75,102.0,104.79000091552734,13096291
2025-02-19,105.21135711669922,106.52999877929688,107.19000244140625,103.3499984741211,103.41000366210938,10954930
2025-02-20,108.48037719726562,109.83999633789062,110.44999694824219,105.55000305175781,106.0,13193348
2025-02-21,111.36424255371094,112.76000213623047,115.16000366210938,108.75,109.30000305175781,44746596
2025-02-24,106.87055969238281,108.20999908447266,112.16999816894531,107.6500015258789,111.0999984741211,24208995
2025-02-25,104.8558120727539,106.16999816894531,109.48999786376953,105.80000305175781,108.11000061035156,18825311
2025-02-27,104.66816711425781,105.9800033569336,107.9800033569336,104.66999816894531,106.19999694824219,18631329
2025-02-28,103.72003936767578,105.0199966430664,105.5,101.5999984741211,104.75,27074952
2025-03-03,105.04345703125,106.36000061035156,107.30000305175781,102.7300033569336,105.30000305175781,23398877
2025-03-04,106.3273696899414,107.66000366210938,108.80000305175781,104.05999755859375,104.58000183105469,25741726
2025-03-05,111.1370849609375,112.52999877929688,112.9000015258789,107.5,107.5,39444472
2025-03-06,110.58402252197266,111.97000122070312,114.9000015258789,110.9000015258789,113.5,34685528
2025-03-07,109.53713989257812,110.91000366210938,112.91000366210938,110.19999694824219,111.5,21834195
2025-03-10,105.94219207763672,107.2699966430664,112.66000366210938,106.80000305175781,110.9000015258789,24250223
2025-03-11,106.79154968261719,108.12999725341797,108.81999969482422,104.5999984741211,105.5,32428743
2025-03-12,105.33975219726562,106.66000366210938,108.88999938964844,104.8499984741211,108.44999694824219,23131611
2025-03-13,104.57927703857422,105.88999938964844,109.68000030517578,105.52999877929688,107.19000244140625,24988240
2025-03-17,104.82617950439453,106.13999938964844,107.33000183105469,105.05000305175781,106.6500015258789,15750246
2025-03-18,104.82617950439453,106.13999938964844,106.13999938964844,106.13999938964844,106.13999938964844,0
2025-03-19,111.82842254638672,113.2300033569336,114.4000015258789,110.61000061035156,113.5,47657793
2025-03-20,112.54938507080078,113.95999908447266,114.94999694824219,111.62999725341797,114.05000305175781,23249893
2025-03-21,113.872802734375,115.30000305175781,115.88999938964844,113.44999694824219,114.0,25675545
