date_,adj close_dbrealty.ns,close_dbrealty.ns,high_dbrealty.ns,low_dbrealty.ns,open_dbrealty.ns,volume_dbrealty.ns
2024-01-16,233.4499969482422,233.4499969482422,250.39999389648438,226.4499969482422,245.0,9279031
2024-01-17,226.8000030517578,226.8000030517578,240.75,221.14999389648438,233.0,6217153
2024-01-18,237.9499969482422,237.9499969482422,240.9499969482422,223.60000610351562,228.0,5449687
2024-01-19,247.60000610351562,247.60000610351562,251.5500030517578,237.0,242.0,5505748
2024-01-23,239.10000610351562,239.10000610351562,258.0,231.6999969482422,254.0,3879850
2024-01-24,248.89999389648438,248.89999389648438,251.6999969482422,229.1999969482422,235.0,2855421
2024-01-25,249.39999389648438,249.39999389648438,256.79998779296875,246.25,249.0,2476777
2024-01-29,244.3000030517578,244.3000030517578,255.1999969482422,241.10000610351562,251.10000610351562,1732715
2024-01-30,242.6999969482422,242.6999969482422,252.8000030517578,240.5500030517578,246.6999969482422,1983205
2024-01-31,252.5500030517578,252.5500030517578,254.0,243.0500030517578,243.0500030517578,2275360
2024-02-01,251.35000610351562,251.35000610351562,260.0,245.0,260.0,2698082
2024-02-02,264.1499938964844,264.1499938964844,270.0,251.25,254.0,5130772
2024-02-05,273.04998779296875,273.04998779296875,284.3999938964844,267.54998779296875,271.5,7276649
2024-02-06,273.79998779296875,273.79998779296875,282.0,270.6499938964844,281.5,1544629
2024-02-07,271.45001220703125,271.45001220703125,279.1499938964844,268.3500061035156,276.70001220703125,1516835
2024-02-08,267.1499938964844,267.1499938964844,277.3999938964844,264.0,272.0,1995412
2024-02-09,275.3999938964844,275.3999938964844,284.79998779296875,257.6499938964844,267.95001220703125,4216850
2024-02-12,256.79998779296875,256.79998779296875,277.8999938964844,253.3000030517578,275.3999938964844,2372766
2024-02-13,262.20001220703125,262.20001220703125,263.70001220703125,244.3000030517578,259.25,2441100
2024-02-14,267.6000061035156,267.6000061035156,269.70001220703125,253.0,253.0,1727068
2024-02-15,268.6000061035156,268.6000061035156,272.79998779296875,266.95001220703125,270.0,956387
2024-02-16,266.79998779296875,266.79998779296875,273.70001220703125,264.0,270.25,954436
2024-02-19,270.54998779296875,270.54998779296875,272.0,262.0,269.3999938964844,1489203
2024-02-20,270.3999938964844,270.3999938964844,274.79998779296875,266.70001220703125,272.0,1211003
2024-02-21,263.8500061035156,263.8500061035156,274.0,260.0,272.04998779296875,1947940
2024-02-22,270.54998779296875,270.54998779296875,274.20001220703125,262.8500061035156,264.8500061035156,1471532
2024-02-23,275.8500061035156,275.8500061035156,279.79998779296875,270.3500061035156,272.5,2182305
2024-02-26,274.0,274.0,281.0,271.54998779296875,278.5,1725493
2024-02-27,275.0,275.0,276.79998779296875,266.1000061035156,276.5,1758246
2024-02-28,265.95001220703125,265.95001220703125,277.0,261.29998779296875,275.20001220703125,2240315
2024-02-29,268.1499938964844,268.1499938964844,273.25,256.1000061035156,262.0,4779896
2024-03-01,268.25,268.25,271.0,262.04998779296875,269.75,1586022
2024-03-04,268.1000061035156,268.1000061035156,273.3999938964844,264.0,271.29998779296875,1799897
2024-03-05,272.0,272.0,273.1000061035156,261.1000061035156,266.95001220703125,4281091
2024-03-06,273.54998779296875,273.54998779296875,276.29998779296875,260.0,272.04998779296875,5578225
2024-03-07,282.70001220703125,282.70001220703125,284.8999938964844,268.1499938964844,269.8500061035156,10592115
2024-03-11,267.3500061035156,267.3500061035156,282.5,264.0,282.5,7330437
2024-03-12,250.5,250.5,268.6499938964844,242.14999389648438,266.8999938964844,6083336
2024-03-13,225.4499969482422,225.4499969482422,250.5,225.4499969482422,250.5,5321211
2024-03-14,232.8000030517578,232.8000030517578,236.89999389648438,214.0,215.60000610351562,6925680
2024-03-15,219.5500030517578,219.5500030517578,232.6999969482422,213.5500030517578,230.9499969482422,4576817
2024-03-18,215.10000610351562,215.10000610351562,226.0,212.10000610351562,220.14999389648438,2946066
2024-03-19,204.35000610351562,204.35000610351562,214.89999389648438,204.35000610351562,214.89999389648438,1952771
2024-03-20,205.89999389648438,205.89999389648438,213.89999389648438,195.0500030517578,195.0500030517578,18246771
2024-03-21,204.25,204.25,211.5,201.6999969482422,210.0,12453638
2024-03-22,198.6999969482422,198.6999969482422,210.5,196.6999969482422,205.14999389648438,13487517
2024-03-26,199.0500030517578,199.0500030517578,208.60000610351562,190.60000610351562,200.39999389648438,11174446
2024-03-27,198.5,198.5,207.0,195.75,201.14999389648438,8528692
2024-03-28,196.35000610351562,196.35000610351562,203.35000610351562,194.0,202.1999969482422,5199068
2024-04-01,206.14999389648438,206.14999389648438,206.14999389648438,199.5,200.4499969482422,4973620
2024-04-02,205.6999969482422,205.6999969482422,212.0,204.10000610351562,208.89999389648438,8240835
2024-04-03,209.10000610351562,209.10000610351562,215.5,204.10000610351562,204.75,7148002
2024-04-04,213.1999969482422,213.1999969482422,217.39999389648438,203.64999389648438,211.0,11117076
2024-04-05,229.60000610351562,229.60000610351562,231.9499969482422,211.39999389648438,215.0,18393243
2024-04-08,221.5500030517578,221.5500030517578,232.5,220.10000610351562,231.0,6764789
2024-04-09,214.8000030517578,214.8000030517578,226.60000610351562,213.1999969482422,223.35000610351562,7509126
2024-04-10,225.35000610351562,225.35000610351562,228.0,213.1999969482422,215.89999389648438,6751509
2024-04-12,220.9499969482422,220.9499969482422,228.6999969482422,219.39999389648438,223.89999389648438,4258375
2024-04-15,210.75,210.75,218.10000610351562,208.5,216.5,3711831
2024-04-16,209.25,209.25,212.35000610351562,207.5,208.9499969482422,2404649
2024-04-18,209.89999389648438,209.89999389648438,218.0,208.5500030517578,211.39999389648438,3482240
2024-04-19,206.14999389648438,206.14999389648438,208.0,202.64999389648438,206.1999969482422,3426367
2024-04-22,215.14999389648438,215.14999389648438,216.8000030517578,207.0500030517578,210.0,4303969
2024-04-23,221.5,221.5,223.8000030517578,216.1999969482422,217.64999389648438,5790073
2024-04-24,217.85000610351562,217.85000610351562,223.5,216.89999389648438,223.39999389648438,4220716
2024-04-25,221.35000610351562,221.35000610351562,226.3000030517578,217.0,218.0,6755522
2024-04-26,231.8000030517578,231.8000030517578,235.64999389648438,220.89999389648438,222.60000610351562,10799203
2024-04-29,234.5,234.5,235.9499969482422,225.14999389648438,235.0,8951152
2024-04-30,235.89999389648438,235.89999389648438,242.4499969482422,230.1999969482422,234.89999389648438,8510700
2024-05-02,234.39999389648438,234.39999389648438,239.0,233.0,237.5,3540774
2024-05-03,228.64999389648438,228.64999389648438,238.6999969482422,223.9499969482422,235.85000610351562,4295325
2024-05-06,214.25,214.25,230.1999969482422,213.64999389648438,229.39999389648438,4522382
2024-05-07,204.8000030517578,204.8000030517578,218.75,204.10000610351562,214.25,5236458
2024-05-08,204.35000610351562,204.35000610351562,209.3000030517578,200.89999389648438,204.75,3568068
2024-05-09,193.0,193.0,206.85000610351562,191.0,205.39999389648438,3849678
2024-05-10,207.5,207.5,209.3000030517578,193.3000030517578,195.0,5592136
2024-05-13,199.9499969482422,199.9499969482422,205.89999389648438,198.0,205.89999389648438,2803892
2024-05-14,209.14999389648438,209.14999389648438,211.14999389648438,201.1999969482422,201.1999969482422,3161431
2024-05-15,210.3000030517578,210.3000030517578,215.0,208.4499969482422,210.0,3121796
2024-05-16,210.35000610351562,210.35000610351562,213.89999389648438,207.5,212.0,1574962
2024-05-17,210.3000030517578,210.3000030517578,214.6999969482422,209.10000610351562,211.39999389648438,1610495
2024-05-21,215.1999969482422,215.1999969482422,220.75,206.5500030517578,208.9499969482422,5925006
2024-05-22,213.10000610351562,213.10000610351562,216.5,210.0,216.39999389648438,2797359
2024-05-23,210.75,210.75,216.5500030517578,209.39999389648438,214.3000030517578,2433914
2024-05-24,205.64999389648438,205.64999389648438,212.6999969482422,204.39999389648438,210.0,2534933
2024-05-27,203.25,203.25,209.14999389648438,199.5500030517578,206.14999389648438,2269187
2024-05-28,198.0500030517578,198.0500030517578,205.0,197.0,203.25,1702598
2024-05-29,199.64999389648438,199.64999389648438,201.39999389648438,196.0,196.9499969482422,1740106
2024-05-30,188.10000610351562,188.10000610351562,197.89999389648438,186.4499969482422,197.0,3156920
2024-05-31,203.4499969482422,203.4499969482422,205.0,181.5,190.6999969482422,6338421
2024-06-03,203.9499969482422,203.9499969482422,214.0,199.25,213.89999389648438,4856635
2024-06-04,164.3000030517578,164.3000030517578,200.0,163.1999969482422,200.0,9475030
2024-06-05,177.35000610351562,177.35000610351562,180.0,156.8000030517578,164.0,5347017
2024-06-06,191.25,191.25,198.9499969482422,179.10000610351562,179.10000610351562,4579093
2024-06-07,197.5500030517578,197.5500030517578,201.0,195.4499969482422,198.9499969482422,3962058
2024-06-10,192.99000549316406,192.99000549316406,199.08999633789062,191.85000610351562,198.0500030517578,2769747
2024-06-11,198.8300018310547,198.8300018310547,200.75,190.36000061035156,195.0,3071637
2024-06-12,205.2899932861328,205.2899932861328,206.5500030517578,197.42999267578125,199.0500030517578,4342092
2024-06-13,201.69000244140625,201.69000244140625,207.2899932861328,200.60000610351562,207.0,1701350
2024-06-14,202.3000030517578,202.3000030517578,206.89999389648438,201.6999969482422,202.25,2506782
2024-06-18,198.27999877929688,198.27999877929688,204.8699951171875,197.13999938964844,203.1999969482422,2591213
2024-06-19,192.5500030517578,192.5500030517578,199.85000610351562,191.64999389648438,199.85000610351562,2591869
2024-06-20,198.16000366210938,198.16000366210938,205.8000030517578,192.5,193.89999389648438,5129345
2024-06-21,200.80999755859375,200.80999755859375,204.10000610351562,196.60000610351562,200.1999969482422,2367961
2024-06-24,196.0399932861328,196.0399932861328,200.0399932861328,195.0,200.0,2163110
2024-06-25,193.19000244140625,193.19000244140625,198.6999969482422,193.0,196.5,1746309
2024-06-26,192.39999389648438,192.39999389648438,197.67999267578125,191.3000030517578,193.8000030517578,3521326
2024-06-27,187.91000366210938,187.91000366210938,193.89999389648438,184.99000549316406,193.00999450683594,2478349
2024-06-28,186.0500030517578,186.0500030517578,194.0,185.14999389648438,188.5,2614719
2024-07-01,203.1300048828125,203.1300048828125,206.47000122070312,185.39999389648438,187.4499969482422,8334947
2024-07-02,200.47000122070312,200.47000122070312,207.4499969482422,198.75,203.0,4476212
2024-07-03,204.02000427246094,204.02000427246094,209.6999969482422,200.60000610351562,201.5399932861328,4785330
2024-07-04,200.97999572753906,200.97999572753906,207.42999267578125,200.00999450683594,205.5,2215688
2024-07-05,219.19000244140625,219.19000244140625,225.0,199.8800048828125,200.7899932861328,17008906
2024-07-08,225.8300018310547,225.8300018310547,228.9499969482422,215.41000366210938,222.0,9394752
2024-07-09,218.2899932861328,218.2899932861328,225.27999877929688,217.0500030517578,224.41000366210938,4005188
2024-07-10,205.5399932861328,205.5399932861328,220.5,202.60000610351562,218.89999389648438,6776868
2024-07-11,212.41000366210938,212.41000366210938,213.89999389648438,205.3000030517578,206.9499969482422,3793967
2024-07-12,207.77999877929688,207.77999877929688,218.5,205.80999755859375,213.89999389648438,3764777
2024-07-15,207.13999938964844,207.13999938964844,212.77000427246094,206.10000610351562,209.8000030517578,2426178
2024-07-16,202.75999450683594,202.75999450683594,210.39999389648438,201.97999572753906,207.49000549316406,2438759
2024-07-18,207.07000732421875,207.07000732421875,211.6999969482422,201.9499969482422,203.0,3915439
2024-07-19,195.66000366210938,195.66000366210938,207.75,195.0,207.0,3608330
2024-07-22,192.19000244140625,192.19000244140625,198.8699951171875,191.25,194.6999969482422,2925020
2024-07-23,190.75,190.75,195.39999389648438,181.0,193.69000244140625,3353286
2024-07-24,201.85000610351562,201.85000610351562,204.89999389648438,189.0500030517578,189.99000549316406,4626831
2024-07-25,205.77000427246094,205.77000427246094,209.38999938964844,196.5500030517578,198.10000610351562,4489672
2024-07-26,204.41000366210938,204.41000366210938,209.5,203.14999389648438,206.5,3487138
2024-07-29,211.97999572753906,211.97999572753906,217.8000030517578,208.35000610351562,213.0,8742286
2024-07-30,214.85000610351562,214.85000610351562,223.8000030517578,211.05999755859375,213.8699951171875,8936147
2024-07-31,210.7899932861328,210.7899932861328,217.7899932861328,209.97999572753906,216.49000549316406,2601097
2024-08-01,207.38999938964844,207.38999938964844,212.3000030517578,205.0,211.19000244140625,3335276
2024-08-02,213.69000244140625,213.69000244140625,218.5,200.25999450683594,202.5,6808804
2024-08-05,199.39999389648438,199.39999389648438,208.32000732421875,196.82000732421875,204.60000610351562,5675791
2024-08-06,197.02999877929688,197.02999877929688,208.3000030517578,196.0,202.99000549316406,3495224
2024-08-07,206.89999389648438,206.89999389648438,208.0,198.74000549316406,205.5,3621823
2024-08-08,201.25999450683594,201.25999450683594,209.89999389648438,200.5,208.0,2540668
2024-08-09,203.1699981689453,203.1699981689453,206.3300018310547,201.8000030517578,205.0,1793656
2024-08-12,202.35000610351562,202.35000610351562,203.7899932861328,198.2899932861328,200.14999389648438,1989923
2024-08-13,201.89999389648438,201.89999389648438,208.0,200.14999389648438,204.25,3889863
2024-08-14,192.5500030517578,192.5500030517578,203.94000244140625,190.91000366210938,203.5,2643106
2024-08-16,198.60000610351562,198.60000610351562,200.0,194.5,198.0,1922059
2024-08-19,200.0,200.0,202.99000549316406,197.5,199.8000030517578,2055080
2024-08-20,200.39999389648438,200.39999389648438,205.3000030517578,198.4499969482422,199.97000122070312,2176485
2024-08-21,206.22999572753906,206.22999572753906,212.0,200.1999969482422,200.8000030517578,4741267
2024-08-22,207.2100067138672,207.2100067138672,210.6999969482422,204.39999389648438,205.88999938964844,2779768
2024-08-23,207.38999938964844,207.38999938964844,209.3000030517578,202.89999389648438,209.25,2991154
2024-08-26,203.83999633789062,203.83999633789062,208.8300018310547,203.00999450683594,207.0500030517578,1523155
