date_,adj close_bankindia.ns,close_bankindia.ns,high_bankindia.ns,low_bankindia.ns,open_bankindia.ns,volume_bankindia.ns
2024-02-26,128.97706604003906,136.6999969482422,137.8000030517578,135.8000030517578,137.0,7667258
2024-02-27,128.12791442871094,135.8000030517578,137.6999969482422,134.0,136.0,10123884
2024-02-28,125.10870361328125,132.60000610351562,136.6999969482422,130.25,136.3000030517578,11162257
2024-02-29,124.0236587524414,131.4499969482422,134.25,128.8000030517578,132.60000610351562,27788093
2024-03-01,128.69400024414062,136.39999389648438,137.1999969482422,133.89999389648438,134.89999389648438,10702960
2024-03-04,131.5717010498047,139.4499969482422,139.9499969482422,135.89999389648438,138.39999389648438,13083002
2024-03-05,135.58160400390625,143.6999969482422,145.1999969482422,138.0500030517578,138.0500030517578,30920424
2024-03-06,137.09121704101562,145.3000030517578,147.0,139.9499969482422,143.35000610351562,35383879
2024-03-07,137.7044677734375,145.9499969482422,148.14999389648438,144.5500030517578,144.8000030517578,17449961
2024-03-11,135.77029418945312,143.89999389648438,149.4499969482422,142.8000030517578,147.3000030517578,16358360
2024-03-12,132.27932739257812,140.1999969482422,144.64999389648438,138.10000610351562,144.0,13318583
2024-03-13,121.19314575195312,128.4499969482422,142.10000610351562,126.9000015258789,140.75,21197858
2024-03-14,123.0329818725586,130.39999389648438,133.5,125.0999984741211,127.0,18478220
2024-03-15,126.71266174316406,134.3000030517578,135.60000610351562,125.5999984741211,130.8000030517578,25112860
2024-03-18,125.58045959472656,133.10000610351562,135.25,131.3000030517578,134.0,10652375
2024-03-19,126.33524322509766,133.89999389648438,134.6999969482422,131.1999969482422,133.10000610351562,11009392
2024-03-20,124.0236587524414,131.4499969482422,135.60000610351562,128.10000610351562,134.0500030517578,8243643
2024-03-21,126.9957046508789,134.60000610351562,136.25,133.9499969482422,134.14999389648438,8302052
2024-03-22,128.12791442871094,135.8000030517578,137.6999969482422,134.89999389648438,135.6999969482422,8881966
2024-03-26,125.95784759521484,133.5,136.9499969482422,133.0500030517578,135.85000610351562,9406196
2024-03-27,124.44823455810547,131.89999389648438,135.0,131.39999389648438,134.64999389648438,8724839
2024-03-28,129.3072967529297,137.0500030517578,137.85000610351562,132.8000030517578,133.1999969482422,13378241
2024-04-01,132.89260864257812,140.85000610351562,142.6999969482422,133.89999389648438,134.0,19130984
2024-04-02,132.79824829101562,140.75,143.0,139.3000030517578,140.64999389648438,11621470
2024-04-03,137.09121704101562,145.3000030517578,146.25,138.3000030517578,140.60000610351562,27889662
2024-04-04,139.11973571777344,147.4499969482422,151.3000030517578,145.75,147.1999969482422,31794824
2024-04-05,140.11041259765625,148.5,149.5,145.10000610351562,147.4499969482422,13754759
2024-04-08,136.0533447265625,144.1999969482422,150.6999969482422,143.4499969482422,148.5,10648467
2024-04-09,133.8361053466797,141.85000610351562,146.5,141.1999969482422,145.5500030517578,8617456
2024-04-10,136.28921508789062,144.4499969482422,145.39999389648438,141.1999969482422,142.3000030517578,10630745
2024-04-12,135.48724365234375,143.60000610351562,146.1999969482422,143.0,143.6999969482422,7894694
2024-04-15,130.91123962402344,138.75,140.75,136.25,138.0,8646073
2024-04-16,130.62820434570312,138.4499969482422,139.89999389648438,137.0500030517578,137.8000030517578,4486047
2024-04-18,130.01492309570312,137.8000030517578,141.9499969482422,136.85000610351562,138.89999389648438,5817755
2024-04-19,128.0807342529297,135.75,137.5,133.1999969482422,135.0,8745605
2024-04-22,133.27000427246094,141.25,141.89999389648438,137.5,139.0,9355760
2024-04-23,136.147705078125,144.3000030517578,145.3000030517578,140.8000030517578,142.64999389648438,14355630
2024-04-24,136.28921508789062,144.4499969482422,145.35000610351562,143.60000610351562,144.5,5045213
2024-04-25,141.8559112548828,150.35000610351562,152.14999389648438,144.10000610351562,144.5,26477024
2024-04-26,141.8559112548828,150.35000610351562,154.39999389648438,149.1999969482422,151.60000610351562,16215350
2024-04-29,146.85646057128906,155.64999389648438,156.1999969482422,150.75,151.64999389648438,27238149
2024-04-30,146.33755493164062,155.10000610351562,157.9499969482422,154.10000610351562,156.85000610351562,15978504
2024-05-02,143.08245849609375,151.64999389648438,156.39999389648438,151.10000610351562,155.39999389648438,9130409
2024-05-03,141.33697509765625,149.8000030517578,153.0,148.25,153.0,9411856
2024-05-06,137.84600830078125,146.10000610351562,150.64999389648438,140.6999969482422,150.5,19028324
2024-05-07,132.98695373535156,140.9499969482422,147.39999389648438,139.3000030517578,146.10000610351562,12901348
2024-05-08,134.1663360595703,142.1999969482422,145.14999389648438,139.6999969482422,140.9499969482422,12838726
2024-05-09,131.14712524414062,139.0,144.39999389648438,138.14999389648438,143.3000030517578,10552927
2024-05-10,130.91123962402344,138.75,140.89999389648438,136.60000610351562,140.0,10533907
2024-05-13,117.56065368652344,124.5999984741211,131.0,121.5,128.0,57308261
2024-05-14,115.90953063964844,122.8499984741211,126.80000305175781,122.0,126.4000015258789,24312119
2024-05-15,117.56065368652344,124.5999984741211,128.10000610351562,123.75,124.0999984741211,17075065
2024-05-16,114.82449340820312,121.69999694824219,126.69999694824219,120.80000305175781,126.0,20908061
2024-05-17,116.09822845458984,123.05000305175781,124.0999984741211,122.3499984741211,122.80000305175781,11055315
2024-05-21,116.23975372314453,123.19999694824219,126.0,122.75,124.80000305175781,16225214
2024-05-22,119.6363754272461,126.80000305175781,127.4000015258789,123.94999694824219,124.19999694824219,14805581
2024-05-23,121.85359954833984,129.14999389648438,130.8000030517578,127.5999984741211,127.5999984741211,13782938
2024-05-24,122.56122589111328,129.89999389648438,131.1999969482422,128.89999389648438,129.25,9755587
2024-05-27,124.9671630859375,132.4499969482422,133.6999969482422,129.0,130.75,16918404
2024-05-28,123.0329818725586,130.39999389648438,134.5,128.0,133.0500030517578,14334121
2024-05-29,122.23101043701172,129.5500030517578,130.8000030517578,128.35000610351562,129.35000610351562,8418504
2024-05-30,120.81575775146484,128.0500030517578,130.9499969482422,127.5,128.25,7601982
2024-05-31,121.42902374267578,128.6999969482422,129.8000030517578,125.5,128.5500030517578,15463943
2024-06-03,127.89202880859375,135.5500030517578,137.4499969482422,133.14999389648438,135.0,34037315
2024-06-04,109.77674102783203,116.3499984741211,135.85000610351562,110.19999694824219,135.85000610351562,49514325
2024-06-05,110.34284973144531,116.94999694824219,120.5999984741211,109.55000305175781,119.0,39376239
2024-06-06,111.19200134277344,117.8499984741211,122.25,117.4000015258789,119.0,35581829
2024-06-07,114.21122741699219,121.05000305175781,121.4000015258789,117.9000015258789,118.5999984741211,15029332
2024-06-10,116.37184143066406,123.33999633789062,125.44999694824219,122.0,122.0,16610021
2024-06-11,116.06049346923828,123.01000213623047,124.33000183105469,122.4000015258789,124.25,11182412
2024-06-12,117.05116271972656,124.05999755859375,125.30000305175781,122.62999725341797,123.69999694824219,17063890
2024-06-13,117.47574615478516,124.51000213623047,126.19999694824219,124.05000305175781,125.0,10097817
2024-06-14,118.6551284790039,125.76000213623047,126.38999938964844,124.11000061035156,124.9000015258789,11737543
2024-06-18,117.94103240966797,122.22000122070312,124.9000015258789,121.81999969482422,124.9000015258789,19283739
2024-06-19,118.58757019042969,122.88999938964844,124.05000305175781,121.37999725341797,122.80000305175781,12551561
2024-06-20,118.67442321777344,122.9800033569336,123.94999694824219,122.55999755859375,122.80000305175781,8706010
2024-06-21,117.34273529052734,121.5999984741211,123.6500015258789,121.0999984741211,123.5,9886490
2024-06-24,116.29090118408203,120.51000213623047,121.44999694824219,119.37000274658203,121.4000015258789,10217149
2024-06-25,118.98322296142578,123.30000305175781,123.5999984741211,119.75,121.25,12003890
2024-06-26,119.56221008300781,123.9000015258789,124.45999908447266,122.23999786376953,123.0,10064059
2024-06-27,116.6575927734375,120.88999938964844,123.76000213623047,119.87999725341797,123.11000061035156,10452879
2024-06-28,116.29090118408203,120.51000213623047,123.5999984741211,120.0999984741211,121.68000030517578,9504554
2024-07-01,116.77339172363281,121.01000213623047,121.4000015258789,119.91000366210938,120.80000305175781,5636426
2024-07-02,113.67578125,117.80000305175781,121.55000305175781,117.30000305175781,121.23999786376953,11457472
2024-07-03,114.15827178955078,118.30000305175781,119.30000305175781,117.88999938964844,118.5,8004538
2024-07-04,114.48636627197266,118.63999938964844,119.30000305175781,117.5,119.0,8346070
2024-07-05,116.23299407958984,120.44999694824219,121.44999694824219,118.55000305175781,118.9000015258789,8038993
2024-07-08,116.72514343261719,120.95999908447266,121.19999694824219,119.5,120.5999984741211,7363153
2024-07-09,119.33061981201172,123.66000366210938,125.9000015258789,120.95999908447266,121.4000015258789,20126207
2024-07-10,118.18228149414062,122.47000122070312,124.30000305175781,119.0,124.0,12071610
2024-07-11,117.70943450927734,121.9800033569336,122.8499984741211,120.4000015258789,122.69999694824219,7049342
2024-07-12,116.07859802246094,120.29000091552734,124.19999694824219,119.6500015258789,122.0,7470847
2024-07-15,119.38851165771484,123.72000122070312,125.05000305175781,119.69999694824219,120.52999877929688,19866405
2024-07-16,118.72267150878906,123.02999877929688,124.44999694824219,121.80999755859375,123.98999786376953,7294961
2024-07-18,119.31131744384766,123.63999938964844,125.08999633789062,121.5,123.0199966430664,16067348
2024-07-19,116.6575927734375,120.88999938964844,123.88999938964844,120.5,123.63999938964844,7642979
2024-07-22,117.7383804321289,122.01000213623047,122.44999694824219,118.30000305175781,120.0,7851832
2024-07-23,115.11360931396484,119.29000091552734,122.29000091552734,117.0,122.19999694824219,7691292
2024-07-24,116.12684631347656,120.33999633789062,122.45999908447266,119.38999938964844,119.98999786376953,8868180
2024-07-25,114.62146759033203,118.77999877929688,120.58999633789062,118.5,119.80999755859375,5203991
2024-07-26,115.19081115722656,119.37000274658203,120.38999938964844,118.20999908447266,118.8499984741211,7556629
2024-07-29,120.75879669189453,125.13999938964844,126.16000366210938,120.4000015258789,120.8499984741211,24362585
2024-07-30,121.41499328613281,125.81999969482422,126.95999908447266,125.0199966430664,125.75,7669460
2024-07-31,121.39569854736328,125.80000305175781,126.44999694824219,125.02999877929688,126.0,5064752
2024-08-01,121.69483947753906,126.11000061035156,126.6500015258789,125.3499984741211,126.52999877929688,7225687
2024-08-02,121.82028198242188,126.23999786376953,128.1999969482422,122.55000305175781,124.05999755859375,14492663
2024-08-05,118.06647491455078,122.3499984741211,124.5,119.5,123.5999984741211,20938121
2024-08-06,114.7662124633789,118.93000030517578,124.9000015258789,118.20999908447266,123.0999984741211,8017235
2024-08-07,114.70831298828125,118.87000274658203,122.25,118.30000305175781,122.0,7853002
2024-08-08,115.20045471191406,119.37999725341797,121.4000015258789,117.25,118.9000015258789,10734357
2024-08-09,114.78550720214844,118.94999694824219,121.1500015258789,117.94999694824219,119.63999938964844,8235427
2024-08-12,113.84947967529297,117.9800033569336,119.5,117.5,118.79000091552734,4432969
2024-08-13,111.67825317382812,115.7300033569336,118.75,115.01000213623047,118.08999633789062,8949764
2024-08-14,110.77115631103516,114.79000091552734,116.38999938964844,114.0,116.0,4845249
2024-08-16,111.94844818115234,116.01000213623047,116.73999786376953,115.54000091552734,115.94999694824219,3826316
2024-08-19,113.21257781982422,117.31999969482422,118.80000305175781,116.69000244140625,116.94999694824219,3373191
2024-08-20,115.07501220703125,119.25,120.1500015258789,117.5,118.06999969482422,5367129
2024-08-21,115.25836181640625,119.44000244140625,119.80000305175781,118.6500015258789,119.80000305175781,2412949
2024-08-22,116.74444580078125,120.9800033569336,121.25,119.51000213623047,120.01000213623047,4976967
2024-08-23,116.33914184570312,120.55999755859375,121.5,120.08999633789062,121.43000030517578,4407329
2024-08-26,113.45382690429688,117.56999969482422,121.48999786376953,117.0999984741211,121.0,12124682
2024-08-27,114.3898696899414,118.54000091552734,118.80000305175781,117.62000274658203,118.0,3507110
2024-08-28,113.80122375488281,117.93000030517578,119.19999694824219,117.80000305175781,118.94999694824219,2033737
2024-08-29,112.89413452148438,116.98999786376953,118.1500015258789,116.5,117.5,6780777
2024-08-30,113.61787414550781,117.73999786376953,118.52999877929688,117.44999694824219,117.5,2452499
2024-09-02,113.28977966308594,117.4000015258789,118.79000091552734,116.6500015258789,118.79000091552734,3784509
2024-09-03,114.73726654052734,118.9000015258789,119.38999938964844,117.16000366210938,118.0,5373501
2024-09-04,113.80122375488281,117.93000030517578,118.25,116.8499984741211,117.73999786376953,4975266
2024-09-05,113.1546859741211,117.26000213623047,118.44999694824219,117.0,118.19000244140625,3748813
2024-09-06,111.69754791259766,115.75,118.08999633789062,115.25,118.0,5934006
2024-09-09,109.45877075195312,113.43000030517578,115.58000183105469,112.30999755859375,115.0,8367849
2024-09-10,108.49378204345703,112.43000030517578,114.97000122070312,112.19999694824219,114.11000061035156,4932265
2024-09-11,107.33580017089844,111.2300033569336,113.19999694824219,110.9000015258789,113.19999694824219,6176713
2024-09-12,106.97874450683594,110.86000061035156,112.48999786376953,110.22000122070312,112.0,5439526
2024-09-13,108.42623138427734,112.36000061035156,113.8499984741211,110.91999816894531,111.55000305175781,5278568
2024-09-16,109.05347442626953,113.01000213623047,115.25,112.5199966430664,112.88999938964844,5555617
2024-09-17,108.34902954101562,112.27999877929688,113.5,112.02999877929688,113.44999694824219,2727821
2024-09-18,106.88224792480469,110.76000213623047,112.41999816894531,110.5,112.38999938964844,3149002
2024-09-19,106.14885711669922,110.0,111.83999633789062,109.51000213623047,111.83999633789062,5563088
2024-09-20,106.4383544921875,110.30000305175781,110.79000091552734,109.72000122070312,110.7300033569336,4333880
2024-09-23,108.4551773071289,112.38999938964844,113.58999633789062,110.30000305175781,111.1500015258789,6797090
2024-09-24,108.04023742675781,111.95999908447266,112.94999694824219,111.80000305175781,112.94999694824219,4405905
2024-09-25,106.66995239257812,110.54000091552734,112.27999877929688,110.30000305175781,112.27999877929688,3870712
2024-09-26,106.64100646972656,110.51000213623047,111.8499984741211,109.66000366210938,110.94999694824219,4939056
2024-09-27,106.89189147949219,110.7699966430664,111.44000244140625,110.18000030517578,110.9000015258789,6063334
2024-09-30,106.72785186767578,110.5999984741211,111.30000305175781,109.69999694824219,110.81999969482422,5267144
2024-10-01,107.00769805908203,110.88999938964844,111.69000244140625,110.51000213623047,110.75,3541577
2024-10-03,105.44441223144531,109.2699966430664,109.94999694824219,108.5999984741211,109.16999816894531,3787250
2024-10-04,104.9522705078125,108.76000213623047,109.63999938964844,106.80000305175781,109.29000091552734,5400033
2024-10-07,101.82569885253906,105.5199966430664,109.45999908447266,103.91999816894531,109.0,5658321
2024-10-08,102.23100280761719,105.94000244140625,107.27999877929688,101.06999969482422,105.30000305175781,5918241
2024-10-09,101.69060516357422,105.37999725341797,107.69999694824219,105.0,107.4000015258789,3576172
2024-10-10,101.77745819091797,105.47000122070312,106.5,105.0999984741211,106.08999633789062,2888761
2024-10-11,101.8353500366211,105.52999877929688,105.98999786376953,105.05000305175781,105.47000122070312,1870268
2024-10-14,101.04405975341797,104.70999908447266,106.30000305175781,104.33000183105469,105.91000366210938,3004596
2024-10-15,101.0151138305664,104.68000030517578,105.58999633789062,104.36000061035156,105.0,2454679
2024-10-16,101.15985870361328,104.83000183105469,105.25,104.3499984741211,104.66000366210938,2453578
2024-10-17,101.0151138305664,104.68000030517578,105.38999938964844,103.76000213623047,104.8499984741211,2476072
2024-10-18,101.15020751953125,104.81999969482422,105.9000015258789,102.81999969482422,104.0,3787617
2024-10-21,100.4650650024414,104.11000061035156,106.18000030517578,103.30000305175781,105.30000305175781,3539723
2024-10-22,96.4024658203125,99.9000015258789,104.4800033569336,99.30000305175781,104.4800033569336,8322247
2024-10-23,95.44712829589844,98.91000366210938,100.44999694824219,96.5,99.77999877929688,5957517
2024-10-24,95.75592041015625,99.2300033569336,100.94999694824219,98.3499984741211,98.94000244140625,9111566
2024-10-25,93.17938995361328,96.55999755859375,99.77999877929688,96.0,99.77999877929688,6505468
2024-10-28,96.68231201171875,100.19000244140625,101.05000305175781,96.5999984741211,98.0,6797633
2024-10-29,99.03688049316406,102.62999725341797,102.94999694824219,99.51000213623047,100.63999938964844,5039745
2024-10-30,103.58197784423828,107.33999633789062,108.63999938964844,102.23999786376953,102.5,16153252
2024-10-31,104.88471984863281,108.69000244140625,109.5,106.41000366210938,107.5,5828107
2024-11-01,106.32255554199219,110.18000030517578,110.79000091552734,107.20999908447266,109.30000305175781,2774089
2024-11-04,104.53732299804688,108.33000183105469,110.44000244140625,106.86000061035156,110.44000244140625,4062781
2024-11-05,106.50590515136719,110.37000274658203,111.44999694824219,107.33000183105469,108.23999786376953,6602415
2024-11-06,109.7772216796875,113.76000213623047,114.38999938964844,110.8499984741211,112.0,10552466
2024-11-07,109.11137390136719,113.06999969482422,115.0,112.62000274658203,113.69000244140625,5585389
2024-11-08,107.73143768310547,111.63999938964844,113.4000015258789,110.37000274658203,112.98999786376953,3799518
2024-11-11,108.2718276977539,112.19999694824219,115.0,111.02999877929688,111.02999877929688,9862906
2024-11-12,104.88471984863281,108.69000244140625,114.36000061035156,108.0,111.9800033569336,11559079
2024-11-13,101.07300567626953,104.73999786376953,108.30000305175781,104.26000213623047,108.30000305175781,6511151
2024-11-14,100.64842224121094,104.30000305175781,106.9000015258789,103.80000305175781,106.0,3862235
2024-11-18,99.46147918701172,103.06999969482422,104.80000305175781,101.5,104.4000015258789,6355112
2024-11-19,100.90896606445312,104.56999969482422,107.5999984741211,103.43000030517578,103.48999786376953,5196762
2024-11-21,97.96574401855469,101.5199966430664,104.83999633789062,100.69999694824219,104.80999755859375,5927171
2024-11-22,99.45182800292969,103.05999755859375,103.5999984741211,101.80000305175781,102.5999984741211,4958015
2024-11-25,103.25389099121094,107.0,108.1500015258789,105.33999633789062,106.58999633789062,6394173
2024-11-26,104.01622772216797,107.79000091552734,107.97000122070312,106.5999984741211,107.5,3020229
2024-11-27,107.62528991699219,111.52999877929688,112.19999694824219,107.3499984741211,108.51000213623047,7682086
2024-11-28,107.98233795166016,111.9000015258789,114.62999725341797,109.83999633789062,111.9000015258789,11794214
2024-11-29,106.63134765625,110.5,114.69999694824219,108.81999969482422,112.13999938964844,13029139
2024-12-02,106.26465606689453,110.12000274658203,110.69999694824219,107.44999694824219,110.3499984741211,11469057
2024-12-03,110.02811431884766,114.0199966430664,114.19999694824219,109.8499984741211,109.8499984741211,10340458
2024-12-04,113.75297546386719,117.87999725341797,118.8499984741211,114.26000213623047,114.5999984741211,25931163
2024-12-05,114.17756652832031,118.31999969482422,119.51000213623047,116.19999694824219,118.69999694824219,11603457
2024-12-06,113.6854248046875,117.80999755859375,120.5,116.56999969482422,118.5,12310232
2024-12-09,111.82299041748047,115.87999725341797,118.37999725341797,115.61000061035156,117.5999984741211,5912817
2024-12-10,111.35980224609375,115.4000015258789,116.83000183105469,115.0,116.19999694824219,5298245
2024-12-11,110.2983169555664,114.30000305175781,116.08999633789062,114.11000061035156,115.83999633789062,3907762
2024-12-12,109.05347442626953,113.01000213623047,114.77999877929688,112.4800033569336,114.4800033569336,4084044
2024-12-13,109.09207916259766,113.05000305175781,113.61000061035156,109.80999755859375,112.55000305175781,6821762
2024-12-16,110.25006103515625,114.25,115.5999984741211,112.54000091552734,112.54000091552734,4725717
2024-12-17,106.37080383300781,110.2300033569336,114.30000305175781,110.0,113.98999786376953,6740261
2024-12-18,104.17062377929688,107.94999694824219,110.5,107.45999908447266,110.2300033569336,10177305
2024-12-19,102.81964874267578,106.55000305175781,107.41999816894531,105.30999755859375,105.83000183105469,4796423
2024-12-20,99.4228744506836,103.02999877929688,107.1500015258789,102.69999694824219,106.55000305175781,7041416
2024-12-23,98.84388732910156,102.43000030517578,104.75,102.0,103.5,7040251
2024-12-24,98.76668548583984,102.3499984741211,102.91999816894531,101.86000061035156,102.5,4645820
2024-12-26,99.55797576904297,103.16999816894531,104.47000122070312,102.0199966430664,102.30999755859375,7724432
2024-12-27,99.20093536376953,102.80000305175781,103.98999786376953,102.61000061035156,102.8499984741211,3177526
2024-12-30,97.39640045166016,100.93000030517578,103.58999633789062,100.41000366210938,102.61000061035156,6848363
2024-12-31,98.33244323730469,101.9000015258789,102.44000244140625,100.22000122070312,101.0,6050468
2025-01-01,99.0465316772461,102.63999938964844,103.19999694824219,101.05999755859375,101.80000305175781,3260501
2025-01-02,100.14662170410156,103.77999877929688,105.19000244140625,100.80999755859375,104.27999877929688,14259943
2025-01-03,101.0537109375,104.72000122070312,107.1500015258789,104.05000305175781,104.19000244140625,12858263
2025-01-06,96.31561279296875,99.80999755859375,106.31999969482422,99.26000213623047,106.0,12258443
2025-01-07,96.70160675048828,100.20999908447266,101.12999725341797,99.52999877929688,100.16999816894531,6149090
2025-01-08,96.60511016845703,100.11000061035156,101.0,98.5199966430664,100.20999908447266,7748353
2025-01-09,95.22517395019531,98.68000030517578,100.16000366210938,98.36000061035156,100.0,4710225
2025-01-10,90.96956634521484,94.2699966430664,98.69999694824219,94.0,98.30999755859375,10132531
2025-01-13,87.18680572509766,90.3499984741211,94.37000274658203,90.05000305175781,93.2699966430664,9889266
2025-01-14,91.30731964111328,94.62000274658203,95.44000244140625,90.51000213623047,90.51000213623047,17015919
2025-01-15,92.76445007324219,96.12999725341797,96.70999908447266,93.88999938964844,95.86000061035156,7021894
2025-01-16,96.24806213378906,99.73999786376953,100.5999984741211,97.29000091552734,97.29000091552734,8542663
2025-01-17,96.72090911865234,100.2300033569336,100.66999816894531,98.73999786376953,99.0,5277338
2025-01-20,98.11048889160156,101.66999816894531,102.86000061035156,99.58999633789062,100.2300033569336,5601585
2025-01-21,96.55685424804688,100.05999755859375,102.23999786376953,99.88999938964844,102.0,3640500
2025-01-22,95.56291961669922,99.02999877929688,100.26000213623047,96.8499984741211,100.0,4809029
2025-01-23,96.21910858154297,99.70999908447266,100.33999633789062,97.91000366210938,99.0,3393691
2025-01-24,94.92603302001953,98.37000274658203,101.0,98.0,99.94999694824219,4111994
2025-01-27,100.63876342773438,104.29000091552734,105.80000305175781,99.11000061035156,100.0,62764655
2025-01-28,105.67601013183594,109.51000213623047,111.20999908447266,103.80000305175781,103.81999969482422,52405075
2025-01-29,106.94014739990234,110.81999969482422,111.16999816894531,107.91999816894531,108.91000366210938,13568733
2025-01-30,107.33580017089844,111.2300033569336,113.19000244140625,110.25,110.81999969482422,11344654
2025-01-31,108.58062744140625,112.5199966430664,113.0999984741211,110.33000183105469,112.0,9417605
2025-02-01,104.48907470703125,108.27999877929688,112.9000015258789,106.33000183105469,112.9000015258789,10476590
2025-02-03,100.2817153930664,103.91999816894531,106.43000030517578,103.45999908447266,106.0,13485224
2025-02-04,103.11878967285156,106.86000061035156,109.48999786376953,104.9000015258789,104.94999694824219,12915454
2025-02-05,104.11272430419922,107.88999938964844,110.13999938964844,107.5,107.94999694824219,10574281
2025-02-06,103.86183166503906,107.62999725341797,109.12000274658203,107.19999694824219,108.69999694824219,9397668
2025-02-07,102.44329833984375,106.16000366210938,109.62000274658203,104.88999938964844,107.98999786376953,13415003
2025-02-10,100.29136657714844,103.93000030517578,106.80999755859375,103.19999694824219,106.80999755859375,5384683
2025-02-11,97.6762466430664,101.22000122070312,104.29000091552734,100.69999694824219,103.98999786376953,5308829
2025-02-12,98.91143798828125,102.5,102.94999694824219,97.91999816894531,101.25,8692391
2025-02-13,97.5604476928711,101.0999984741211,103.70999908447266,100.55000305175781,103.48999786376953,6063347
2025-02-14,95.82347106933594,99.30000305175781,102.0,97.68000030517578,101.68000030517578,6099055
2025-02-17,95.56291961669922,99.02999877929688,99.20999908447266,96.30000305175781,99.0,5421187
2025-02-18,92.63899993896484,96.0,99.6500015258789,95.5,99.0,8872125
2025-02-19,95.89102172851562,99.37000274658203,99.97000122070312,95.41000366210938,96.0,8383145
2025-02-20,101.07300567626953,104.73999786376953,104.98999786376953,98.5,98.9000015258789,12657368
2025-02-21,97.95609283447266,101.51000213623047,104.41999816894531,100.55999755859375,103.80000305175781,10401247
2025-02-24,97.35780334472656,100.88999938964844,101.80000305175781,99.86000061035156,101.19999694824219,6007057
2025-02-25,94.64617919921875,98.08000183105469,101.72000122070312,97.75,101.37999725341797,4698591
2025-02-27,93.19869995117188,96.58000183105469,98.91999816894531,96.05000305175781,98.08999633789062,8392622
2025-02-28,91.82841491699219,95.16000366210938,97.4000015258789,94.77999877929688,96.5,9648668
2025-03-03,92.1758041381836,95.5199966430664,96.68000030517578,92.69999694824219,95.9000015258789,8400268
2025-03-04,92.5425033569336,95.9000015258789,97.33000183105469,93.9000015258789,95.0,9010467
2025-03-05,94.45317840576172,97.87999725341797,98.6500015258789,96.19999694824219,96.4000015258789,9515677
2025-03-06,94.49178314208984,97.91999816894531,100.25,97.5,99.79000091552734,10401338
2025-03-07,93.99964141845703,97.41000366210938,98.4000015258789,96.69000244140625,97.55000305175781,7561031
2025-03-10,91.08536529541016,94.38999938964844,97.68000030517578,94.0,97.6500015258789,6998486
2025-03-11,91.66436004638672,94.98999786376953,95.4000015258789,92.66000366210938,93.4000015258789,6909115
2025-03-12,90.67042541503906,93.95999908447266,95.94999694824219,93.19000244140625,95.94000244140625,6578981
2025-03-13,90.82482147216797,94.12000274658203,95.38999938964844,93.75,94.80000305175781,5522916
2025-03-17,91.48101806640625,94.80000305175781,95.29000091552734,94.22000122070312,94.25,4495889
