date_,adj close_ipcalab.ns,close_ipcalab.ns,high_ipcalab.ns,low_ipcalab.ns,open_ipcalab.ns,volume_ipcalab.ns
2024-02-20,1230.192626953125,1235.4000244140625,1249.3499755859375,1208.199951171875,1241.449951171875,267316
2024-02-21,1215.2060546875,1220.3499755859375,1246.8499755859375,1213.300048828125,1240.0,191023
2024-02-22,1225.5123291015625,1230.699951171875,1236.0,1213.3499755859375,1225.0,180032
2024-02-23,1212.5672607421875,1217.699951171875,1235.699951171875,1214.4000244140625,1235.0,89570
2024-02-26,1209.3807373046875,1214.5,1224.050048828125,1206.050048828125,1217.699951171875,163516
2024-02-27,1189.8135986328125,1194.8499755859375,1224.699951171875,1190.5999755859375,1215.0,212369
2024-02-28,1183.2911376953125,1188.300048828125,1208.699951171875,1174.3499755859375,1195.0,314291
2024-02-29,1188.2203369140625,1193.25,1202.199951171875,1168.550048828125,1184.0,448113
2024-03-01,1188.021240234375,1193.050048828125,1201.8499755859375,1186.0999755859375,1199.5,114577
2024-03-04,1196.7342529296875,1201.800048828125,1220.0,1198.300048828125,1202.050048828125,236014
2024-03-05,1184.6851806640625,1189.699951171875,1207.75,1182.1500244140625,1200.0,112283
2024-03-06,1193.647216796875,1198.699951171875,1211.5,1168.449951171875,1189.699951171875,270547
2024-03-07,1182.5443115234375,1187.550048828125,1207.4000244140625,1171.1500244140625,1171.1500244140625,134051
2024-03-11,1184.6353759765625,1189.6500244140625,1217.0,1184.0,1194.9000244140625,218941
2024-03-12,1172.2877197265625,1177.25,1194.0,1157.050048828125,1185.0,265483
2024-03-13,1128.47314453125,1133.25,1181.550048828125,1122.25,1168.0999755859375,189961
2024-03-14,1178.2125244140625,1183.199951171875,1216.0999755859375,1145.0999755859375,1147.949951171875,1341365
2024-03-15,1160.686767578125,1165.5999755859375,1194.9000244140625,1143.9000244140625,1183.199951171875,231007
2024-03-18,1160.13916015625,1165.050048828125,1180.8499755859375,1153.0,1168.550048828125,254407
2024-03-19,1139.3272705078125,1144.1500244140625,1165.050048828125,1135.75,1161.050048828125,191008
2024-03-20,1156.056396484375,1160.949951171875,1167.949951171875,1129.1500244140625,1140.5999755859375,241592
2024-03-21,1169.2008056640625,1174.1500244140625,1178.800048828125,1140.800048828125,1172.0,309808
2024-03-22,1191.0084228515625,1196.050048828125,1209.1500244140625,1170.199951171875,1176.4000244140625,748972
2024-03-26,1195.8380126953125,1200.9000244140625,1219.0,1186.0,1186.0,484695
2024-03-27,1200.219482421875,1205.300048828125,1220.949951171875,1185.0,1205.0,383672
2024-03-28,1232.18408203125,1237.4000244140625,1245.0,1202.3499755859375,1205.4000244140625,668011
2024-04-01,1235.81884765625,1241.050048828125,1257.449951171875,1221.5,1241.0,349243
2024-04-02,1228.3504638671875,1233.550048828125,1247.5999755859375,1225.300048828125,1247.5999755859375,198825
2024-04-03,1219.1890869140625,1224.3499755859375,1240.0,1215.8499755859375,1240.0,1653542
2024-04-04,1270.7708740234375,1276.1500244140625,1281.949951171875,1224.0,1230.800048828125,1879382
2024-04-05,1309.009033203125,1314.550048828125,1321.5999755859375,1272.4000244140625,1289.9000244140625,2753390
2024-04-08,1289.0435791015625,1294.5,1338.0,1285.0,1319.9000244140625,1531611
2024-04-09,1316.5770263671875,1322.1500244140625,1336.9000244140625,1286.5,1306.5,1078562
2024-04-10,1325.240234375,1330.8499755859375,1345.0,1316.300048828125,1330.0,453328
2024-04-12,1333.3558349609375,1339.0,1348.0999755859375,1320.0,1320.0,623680
2024-04-15,1322.0537109375,1327.6500244140625,1336.0,1306.6500244140625,1322.0,443344
2024-04-16,1335.8453369140625,1341.5,1360.75,1316.050048828125,1326.699951171875,719341
2024-04-18,1346.5999755859375,1352.300048828125,1374.5999755859375,1335.0,1354.550048828125,985533
2024-04-19,1332.310302734375,1337.949951171875,1347.5,1324.0999755859375,1330.5999755859375,243803
2024-04-22,1323.3482666015625,1328.949951171875,1353.300048828125,1324.0999755859375,1337.949951171875,269676
2024-04-23,1318.3692626953125,1323.949951171875,1335.9000244140625,1310.550048828125,1335.9000244140625,260533
2024-04-24,1341.571044921875,1347.25,1356.300048828125,1319.25,1322.1500244140625,564608
2024-04-25,1322.8502197265625,1328.449951171875,1354.0,1322.0,1348.949951171875,209171
2024-04-26,1332.8580322265625,1338.5,1343.949951171875,1330.0,1330.0,196893
2024-04-29,1328.376953125,1334.0,1350.0,1324.550048828125,1345.4000244140625,384574
2024-04-30,1333.853759765625,1339.5,1363.0,1331.6500244140625,1335.300048828125,358148
2024-05-02,1345.3052978515625,1351.0,1355.0,1332.5999755859375,1340.0,291150
2024-05-03,1332.061279296875,1337.699951171875,1359.050048828125,1324.050048828125,1358.0,278430
2024-05-06,1330.6673583984375,1336.300048828125,1351.9000244140625,1324.5999755859375,1332.25,194153
2024-05-07,1287.8486328125,1293.300048828125,1344.449951171875,1273.75,1336.300048828125,360488
2024-05-08,1310.90087890625,1316.449951171875,1328.3499755859375,1250.0,1250.0,532186
2024-05-09,1278.8365478515625,1284.25,1335.0,1280.0,1316.449951171875,117602
2024-05-10,1307.4156494140625,1312.949951171875,1319.9000244140625,1283.949951171875,1284.25,316687
2024-05-13,1292.8275146484375,1298.300048828125,1314.300048828125,1291.449951171875,1301.0,417644
2024-05-14,1284.5126953125,1289.949951171875,1305.050048828125,1280.0,1300.050048828125,280228
2024-05-15,1270.920166015625,1276.300048828125,1295.0,1266.5,1295.0,139522
2024-05-16,1282.072998046875,1287.5,1293.9000244140625,1269.800048828125,1284.6500244140625,87052
2024-05-17,1296.2130126953125,1301.699951171875,1306.6500244140625,1276.8499755859375,1293.949951171875,160999
2024-05-21,1301.4410400390625,1306.949951171875,1314.8499755859375,1283.6500244140625,1309.75,321671
2024-05-22,1312.9422607421875,1318.5,1324.699951171875,1293.800048828125,1310.0,173094
2024-05-23,1303.283203125,1308.800048828125,1327.9000244140625,1301.0,1327.9000244140625,170445
2024-05-24,1292.27978515625,1297.75,1319.050048828125,1285.199951171875,1310.75,318132
2024-05-27,1291.1346435546875,1296.5999755859375,1310.9000244140625,1291.300048828125,1302.050048828125,132016
2024-05-28,1314.18701171875,1319.75,1325.699951171875,1286.449951171875,1296.5999755859375,422797
2024-05-29,1288.545654296875,1294.0,1354.5,1276.0999755859375,1327.0,2025821
2024-05-30,1244.133544921875,1249.4000244140625,1291.5999755859375,1231.1500244140625,1291.5999755859375,644782
2024-05-31,1147.2935791015625,1152.1500244140625,1239.9000244140625,1146.5999755859375,1232.0999755859375,2421958
2024-06-03,1122.54833984375,1127.300048828125,1174.4000244140625,1124.0,1174.4000244140625,1217343
2024-06-04,1135.04541015625,1139.8499755859375,1148.1500244140625,1073.5999755859375,1128.0,1033914
2024-06-05,1171.3914794921875,1176.3499755859375,1186.5,1137.5,1145.699951171875,410432
2024-06-06,1156.85302734375,1161.75,1179.949951171875,1150.0,1178.699951171875,312305
2024-06-07,1164.76953125,1169.699951171875,1182.050048828125,1153.5,1170.4000244140625,323013
2024-06-10,1171.7398681640625,1176.699951171875,1186.199951171875,1169.699951171875,1169.699951171875,162598
2024-06-11,1168.752685546875,1173.699951171875,1181.949951171875,1164.0999755859375,1180.0,542486
2024-06-12,1174.4783935546875,1179.449951171875,1188.5,1173.0,1179.550048828125,942555
2024-06-13,1194.7425537109375,1199.800048828125,1210.0,1185.0,1185.550048828125,1053240
2024-06-14,1176.3704833984375,1181.3499755859375,1213.699951171875,1175.75,1200.0,285975
2024-06-18,1157.9483642578125,1162.8499755859375,1187.9000244140625,1160.5,1175.0,524432
2024-06-19,1128.62255859375,1133.4000244140625,1171.4000244140625,1130.050048828125,1169.0,373279
2024-06-20,1120.7059326171875,1125.449951171875,1139.4000244140625,1124.050048828125,1139.4000244140625,558269
2024-06-21,1131.6099853515625,1136.4000244140625,1143.800048828125,1124.050048828125,1128.0,799558
2024-06-24,1120.65625,1125.4000244140625,1142.0,1123.199951171875,1137.4000244140625,278691
2024-06-25,1097.10595703125,1101.75,1137.5,1090.0,1130.0,772609
2024-06-26,1102.632568359375,1107.300048828125,1119.0,1095.8499755859375,1105.699951171875,513552
2024-06-27,1083.5633544921875,1088.1500244140625,1114.300048828125,1080.0,1114.300048828125,1755171
2024-06-28,1124.93798828125,1129.699951171875,1138.8499755859375,1052.0,1052.0,1057281
2024-07-01,1130.4647216796875,1135.25,1147.9000244140625,1130.800048828125,1137.9000244140625,437651
2024-07-02,1126.830078125,1131.5999755859375,1146.0,1113.300048828125,1136.0,956188
2024-07-03,1148.5880126953125,1153.449951171875,1172.800048828125,1128.0,1132.0,950710
2024-07-04,1172.83544921875,1177.800048828125,1181.1500244140625,1149.0,1162.0,734508
2024-07-05,1187.7222900390625,1192.75,1198.800048828125,1174.5,1175.050048828125,1038443
2024-07-08,1183.1417236328125,1188.1500244140625,1200.199951171875,1181.6500244140625,1192.75,156248
2024-07-09,1215.6043701171875,1220.75,1224.9000244140625,1180.550048828125,1190.550048828125,650186
2024-07-10,1221.0811767578125,1226.25,1232.0,1200.0999755859375,1228.25,674743
2024-07-11,1218.691162109375,1223.8499755859375,1232.0,1214.4000244140625,1230.050048828125,218538
2024-07-12,1218.392578125,1223.550048828125,1229.9000244140625,1197.0999755859375,1229.9000244140625,240195
2024-07-15,1222.375732421875,1227.550048828125,1239.8499755859375,1223.550048828125,1230.0,218636
2024-07-16,1213.0650634765625,1218.199951171875,1237.0,1206.050048828125,1234.75,375405
2024-07-18,1222.076904296875,1227.25,1233.4000244140625,1213.1500244140625,1224.5,224631
2024-07-19,1188.7679443359375,1193.800048828125,1228.1500244140625,1190.0,1228.0999755859375,178305
2024-07-22,1208.6837158203125,1213.800048828125,1219.5999755859375,1181.0,1182.9000244140625,130975
2024-07-23,1235.968017578125,1241.199951171875,1246.9000244140625,1191.550048828125,1213.800048828125,401104
2024-07-24,1231.7359619140625,1236.949951171875,1251.1500244140625,1227.0,1243.0,460105
2024-07-25,1253.2451171875,1258.550048828125,1264.449951171875,1218.6500244140625,1222.050048828125,476137
2024-07-26,1279.8822021484375,1285.300048828125,1296.0,1260.0,1270.0,502512
2024-07-29,1286.802978515625,1292.25,1308.0,1285.300048828125,1292.1500244140625,282161
2024-07-30,1285.75732421875,1291.199951171875,1304.8499755859375,1286.9000244140625,1299.050048828125,119839
2024-07-31,1302.436767578125,1307.949951171875,1322.8499755859375,1292.0999755859375,1297.8499755859375,335687
2024-08-01,1299.300048828125,1304.800048828125,1315.199951171875,1291.449951171875,1307.949951171875,492218
2024-08-02,1294.8189697265625,1300.300048828125,1313.1500244140625,1280.050048828125,1288.5999755859375,714731
2024-08-05,1278.08984375,1283.5,1319.949951171875,1276.050048828125,1289.75,670628
2024-08-06,1315.839111328125,1319.3499755859375,1328.949951171875,1287.3499755859375,1288.300048828125,605194
2024-08-07,1336.932861328125,1340.5,1350.0,1320.0,1321.5999755859375,595353
2024-08-08,1357.727294921875,1361.3499755859375,1374.550048828125,1338.699951171875,1344.300048828125,773760
2024-08-09,1362.015869140625,1365.6500244140625,1393.0,1360.1500244140625,1372.75,718448
2024-08-12,1378.2724609375,1381.949951171875,1390.0,1353.199951171875,1365.6500244140625,421300
2024-08-13,1393.1328125,1396.8499755859375,1413.699951171875,1357.5999755859375,1390.050048828125,1419861
2024-08-14,1345.460205078125,1349.050048828125,1410.0,1338.8499755859375,1406.050048828125,1065886
2024-08-16,1334.3896484375,1337.949951171875,1369.800048828125,1314.0999755859375,1369.800048828125,452124
2024-08-19,1349.64892578125,1353.25,1367.949951171875,1338.050048828125,1338.050048828125,301798
2024-08-20,1380.6163330078125,1384.300048828125,1387.0,1339.25,1361.800048828125,411449
2024-08-21,1402.6075439453125,1406.3499755859375,1430.050048828125,1381.0999755859375,1390.0,1340817
2024-08-22,1399.216552734375,1402.949951171875,1415.0999755859375,1392.0,1415.0999755859375,220679
2024-08-23,1383.059814453125,1386.75,1407.75,1377.050048828125,1404.0,198363
2024-08-26,1389.09375,1392.800048828125,1409.050048828125,1382.050048828125,1395.800048828125,158074
2024-08-27,1389.2930908203125,1393.0,1406.550048828125,1388.5999755859375,1400.800048828125,247309
2024-08-28,1393.3323974609375,1397.050048828125,1410.0,1389.050048828125,1395.75,514593
2024-08-29,1363.910888671875,1367.550048828125,1403.449951171875,1356.050048828125,1396.75,522773
2024-08-30,1380.9654541015625,1384.6500244140625,1397.9000244140625,1366.0,1366.0,309172
2024-09-02,1376.626953125,1380.300048828125,1401.9000244140625,1375.0,1394.0,159446
2024-09-03,1395.6761474609375,1399.4000244140625,1408.550048828125,1382.5,1385.0,463174
2024-09-04,1408.6416015625,1412.4000244140625,1417.1500244140625,1381.800048828125,1398.75,517883
2024-09-05,1440.3070068359375,1444.1500244140625,1460.0,1406.050048828125,1420.6500244140625,1431782
2024-09-06,1419.113525390625,1422.9000244140625,1455.0,1416.0999755859375,1453.800048828125,480697
2024-09-09,1400.0145263671875,1403.75,1422.9000244140625,1388.800048828125,1422.9000244140625,165970
2024-09-10,1439.4593505859375,1443.300048828125,1448.1500244140625,1410.550048828125,1410.550048828125,332545
2024-09-11,1432.328369140625,1436.1500244140625,1454.949951171875,1423.0,1454.949951171875,347495
2024-09-12,1452.9234619140625,1456.800048828125,1462.949951171875,1437.5999755859375,1446.300048828125,245021
2024-09-13,1470.227294921875,1474.1500244140625,1479.9000244140625,1443.75,1464.050048828125,242695
2024-09-16,1456.01513671875,1459.9000244140625,1477.949951171875,1455.199951171875,1475.199951171875,93526
2024-09-17,1453.0230712890625,1456.9000244140625,1468.0999755859375,1452.699951171875,1466.0,104559
2024-09-18,1442.85009765625,1446.699951171875,1461.0,1425.050048828125,1456.0,291649
2024-09-19,1450.4798583984375,1454.3499755859375,1470.3499755859375,1428.449951171875,1449.949951171875,597198
2024-09-20,1430.832275390625,1434.6500244140625,1459.0,1427.699951171875,1445.0,446166
2024-09-23,1452.674072265625,1456.550048828125,1461.5999755859375,1431.949951171875,1435.0,154450
2024-09-24,1476.0616455078125,1480.0,1509.0,1446.0,1471.0999755859375,1459827
2024-09-25,1494.4625244140625,1498.449951171875,1519.8499755859375,1480.3499755859375,1482.0,540865
2024-09-26,1475.1141357421875,1479.050048828125,1507.3499755859375,1462.449951171875,1504.8499755859375,267429
2024-09-27,1474.1666259765625,1478.0999755859375,1488.4000244140625,1465.8499755859375,1480.0,304761
2024-09-30,1494.1134033203125,1498.0999755859375,1505.0,1455.0,1455.0,321482
2024-10-01,1487.4312744140625,1491.4000244140625,1504.800048828125,1473.050048828125,1498.050048828125,128841
2024-10-03,1466.9359130859375,1470.8499755859375,1490.949951171875,1459.449951171875,1462.0,213150
2024-10-04,1487.4312744140625,1491.4000244140625,1512.0,1453.0999755859375,1475.0,360133
2024-10-07,1482.494384765625,1486.449951171875,1504.800048828125,1464.0999755859375,1504.800048828125,283712
2024-10-08,1533.657958984375,1537.75,1544.0,1470.300048828125,1470.300048828125,571910
2024-10-09,1607.90966796875,1612.199951171875,1618.0,1540.0,1545.0,753305
2024-10-10,1585.81884765625,1590.050048828125,1625.949951171875,1583.5999755859375,1618.0,720245
2024-10-11,1650.6458740234375,1655.050048828125,1659.0999755859375,1596.5,1604.800048828125,1850010
2024-10-14,1677.7235107421875,1682.199951171875,1707.699951171875,1660.1500244140625,1660.1500244140625,933357
2024-10-15,1698.717529296875,1703.25,1708.6500244140625,1676.4000244140625,1697.699951171875,391243
2024-10-16,1651.2442626953125,1655.6500244140625,1702.4000244140625,1638.550048828125,1692.0,776695
2024-10-17,1642.91650390625,1647.300048828125,1662.3499755859375,1628.8499755859375,1646.550048828125,463806
2024-10-18,1645.4595947265625,1649.8499755859375,1673.550048828125,1630.050048828125,1630.050048828125,406426
2024-10-21,1610.0540771484375,1614.3499755859375,1667.1500244140625,1604.5999755859375,1646.0,644123
2024-10-22,1584.1732177734375,1588.4000244140625,1638.0,1585.8499755859375,1615.0,284357
2024-10-23,1561.63330078125,1565.800048828125,1602.1500244140625,1562.1500244140625,1565.0999755859375,239154
2024-10-24,1576.742919921875,1580.949951171875,1585.9000244140625,1543.75,1558.3499755859375,168167
2024-10-25,1578.637939453125,1582.8499755859375,1596.9000244140625,1561.0999755859375,1588.5,197761
2024-10-28,1589.2095947265625,1593.449951171875,1607.949951171875,1569.75,1585.699951171875,195920
2024-10-29,1580.8819580078125,1585.0999755859375,1605.5,1544.9000244140625,1598.0999755859375,155038
2024-10-30,1558.0428466796875,1562.199951171875,1584.9000244140625,1557.25,1584.0,154019
2024-10-31,1584.5721435546875,1588.800048828125,1596.0,1556.050048828125,1562.0,542097
2024-11-01,1602.8233642578125,1607.0999755859375,1618.050048828125,1598.0,1600.0,39326
2024-11-04,1581.1312255859375,1585.3499755859375,1610.199951171875,1572.0,1610.199951171875,327462
2024-11-05,1592.55078125,1596.800048828125,1601.449951171875,1567.0999755859375,1585.3499755859375,149251
2024-11-06,1579.3858642578125,1583.5999755859375,1605.0,1573.75,1599.800048828125,260678
2024-11-07,1554.2530517578125,1558.4000244140625,1592.449951171875,1552.300048828125,1585.6500244140625,146213
2024-11-08,1554.5023193359375,1558.6500244140625,1576.5,1548.8499755859375,1564.300048828125,111886
2024-11-11,1527.2252197265625,1531.300048828125,1566.0999755859375,1515.5999755859375,1558.0,300848
2024-11-12,1555.35009765625,1559.5,1610.0,1539.949951171875,1539.949951171875,840592
2024-11-13,1500.845458984375,1504.8499755859375,1566.9000244140625,1492.300048828125,1559.5,368252
2024-11-14,1532.461181640625,1536.550048828125,1557.4000244140625,1489.25,1494.949951171875,1239370
2024-11-18,1562.5308837890625,1566.699951171875,1595.0,1507.25,1544.0999755859375,376265
2024-11-19,1570.31005859375,1574.5,1606.699951171875,1555.8499755859375,1557.0,337791
2024-11-21,1569.3626708984375,1573.550048828125,1587.5,1554.4000244140625,1569.8499755859375,151571
2024-11-22,1587.115234375,1591.3499755859375,1597.8499755859375,1566.5999755859375,1573.550048828125,295562
2024-11-25,1602.873291015625,1607.1500244140625,1621.800048828125,1595.25,1600.550048828125,643318
2024-11-26,1561.982421875,1566.1500244140625,1617.3499755859375,1558.0,1614.0,313481
2024-11-27,1526.4317626953125,1528.550048828125,1573.9000244140625,1521.0999755859375,1566.1500244140625,253630
2024-11-28,1510.9033203125,1513.0,1533.9000244140625,1503.550048828125,1529.949951171875,531041
2024-11-29,1540.412353515625,1542.550048828125,1545.25,1514.550048828125,1515.0,188397
2024-12-02,1530.8756103515625,1533.0,1559.75,1530.699951171875,1543.0,328827
2024-12-03,1500.66748046875,1502.75,1542.0,1496.0,1541.0999755859375,346276
2024-12-04,1486.537109375,1488.5999755859375,1508.0,1477.0,1504.949951171875,696120
2024-12-05,1491.280517578125,1493.3499755859375,1503.5,1470.5,1503.5,256747
2024-12-06,1536.068359375,1538.199951171875,1542.1500244140625,1500.0,1500.5,574891
2024-12-09,1521.638427734375,1523.75,1535.5,1503.550048828125,1527.5,190260
2024-12-10,1532.2236328125,1534.3499755859375,1554.75,1517.8499755859375,1517.8499755859375,311718
2024-12-11,1550.0489501953125,1552.199951171875,1558.0,1528.300048828125,1542.0,347320
2024-12-12,1558.33740234375,1560.5,1571.8499755859375,1555.0,1562.0,571035
2024-12-13,1531.9241943359375,1534.050048828125,1565.949951171875,1530.0,1549.699951171875,111607
2024-12-16,1563.9296875,1566.0999755859375,1570.1500244140625,1534.0,1544.4000244140625,125142
2024-12-17,1555.99072265625,1558.1500244140625,1581.4000244140625,1552.8499755859375,1570.800048828125,485729
2024-12-18,1511.1029052734375,1513.199951171875,1595.25,1503.550048828125,1561.4000244140625,3843702
2024-12-19,1592.7396240234375,1594.949951171875,1602.5,1478.5,1485.949951171875,1726013
2024-12-20,1580.3070068359375,1582.5,1616.4000244140625,1578.0,1607.949951171875,683300
2024-12-23,1583.6024169921875,1585.800048828125,1603.75,1569.3499755859375,1597.0,246768
2024-12-24,1579.508056640625,1581.699951171875,1625.050048828125,1570.0999755859375,1585.800048828125,409991
2024-12-26,1592.1905517578125,1594.4000244140625,1600.0,1568.3499755859375,1582.0,343179
2024-12-27,1630.387451171875,1632.6500244140625,1640.0,1587.800048828125,1594.4000244140625,473894
2024-12-30,1660.6453857421875,1662.949951171875,1681.75,1635.8499755859375,1647.699951171875,974673
2024-12-31,1692.8507080078125,1695.199951171875,1699.1500244140625,1648.5,1661.0,686957
2025-01-01,1690.6038818359375,1692.949951171875,1718.0,1675.0,1704.0,814926
2025-01-02,1741.6331787109375,1744.050048828125,1746.5999755859375,1686.449951171875,1690.0,1046987
2025-01-03,1732.5955810546875,1735.0,1750.0,1715.800048828125,1744.050048828125,499010
2025-01-06,1716.6177978515625,1719.0,1736.0,1703.0999755859375,1725.8499755859375,342710
2025-01-07,1733.6441650390625,1736.050048828125,1755.9000244140625,1712.050048828125,1713.0999755859375,434214
2025-01-08,1691.502685546875,1693.8499755859375,1749.300048828125,1676.0,1732.050048828125,578696
2025-01-09,1659.6468505859375,1661.949951171875,1709.550048828125,1657.0,1678.5,219126
2025-01-10,1630.087890625,1632.3499755859375,1672.4000244140625,1621.5,1654.0,359313
2025-01-13,1577.4609375,1579.6500244140625,1634.75,1572.800048828125,1618.4000244140625,210145
2025-01-14,1585.9490966796875,1588.1500244140625,1600.3499755859375,1574.550048828125,1597.8499755859375,201246
2025-01-15,1563.3804931640625,1565.550048828125,1588.449951171875,1544.949951171875,1588.199951171875,270570
2025-01-16,1548.151611328125,1550.300048828125,1578.949951171875,1541.300048828125,1573.75,155260
2025-01-17,1541.111328125,1543.25,1549.0,1528.0,1542.5,175258
2025-01-20,1544.9559326171875,1547.0999755859375,1555.5,1501.0,1531.0,416211
2025-01-21,1543.6578369140625,1545.800048828125,1581.949951171875,1537.75,1554.800048828125,265316
2025-01-22,1557.0892333984375,1559.25,1562.5,1521.050048828125,1546.9000244140625,225920
2025-01-23,1581.3555908203125,1583.550048828125,1593.8499755859375,1553.0,1562.9000244140625,206974
2025-01-24,1513.749267578125,1515.8499755859375,1587.0,1510.0,1585.0,699633
2025-01-27,1440.5509033203125,1442.550048828125,1513.0999755859375,1430.0999755859375,1502.0999755859375,541410
2025-01-28,1380.833740234375,1382.75,1443.9000244140625,1374.300048828125,1442.699951171875,355223
2025-01-29,1441.2999267578125,1443.300048828125,1454.449951171875,1376.449951171875,1385.5,791584
2025-01-30,1452.7340087890625,1454.75,1479.300048828125,1435.699951171875,1454.0,344361
2025-01-31,1441.2999267578125,1443.300048828125,1473.5999755859375,1428.949951171875,1455.5,295083
2025-02-01,1415.3857421875,1417.3499755859375,1469.949951171875,1409.949951171875,1451.949951171875,111487
2025-02-03,1426.6202392578125,1428.5999755859375,1435.0,1391.050048828125,1404.0,189537
2025-02-04,1466.015625,1468.050048828125,1472.449951171875,1425.0,1425.0,393939
2025-02-05,1489.383056640625,1491.449951171875,1501.300048828125,1452.449951171875,1468.050048828125,520151
2025-02-06,1512.8006591796875,1514.9000244140625,1524.449951171875,1460.0,1499.0999755859375,622678
2025-02-07,1505.1612548828125,1507.25,1532.449951171875,1484.25,1514.9000244140625,217861
2025-02-10,1445.943359375,1447.949951171875,1500.949951171875,1436.3499755859375,1500.0,162035
2025-02-11,1417.932373046875,1419.9000244140625,1447.550048828125,1407.449951171875,1447.0,208407
2025-02-12,1417.83251953125,1419.800048828125,1430.800048828125,1389.449951171875,1428.800048828125,204290
2025-02-13,1488.8338623046875,1490.9000244140625,1524.8499755859375,1412.1500244140625,1417.4000244140625,2202647
2025-02-14,1461.871337890625,1463.9000244140625,1517.9000244140625,1443.050048828125,1497.0,1260734
2025-02-17,1474.7034912109375,1476.75,1493.449951171875,1436.550048828125,1443.199951171875,507336
2025-02-18,1471.0086669921875,1473.050048828125,1481.25,1451.5999755859375,1476.75,234360
2025-02-19,1465.8157958984375,1467.8499755859375,1473.050048828125,1430.199951171875,1473.050048828125,245262
2025-02-20,1494.6258544921875,1496.699951171875,1503.9000244140625,1454.449951171875,1461.0999755859375,251702
2025-02-21,1442.947509765625,1444.949951171875,1508.0,1417.0999755859375,1498.199951171875,487901
2025-02-24,1436.7061767578125,1438.699951171875,1463.050048828125,1424.550048828125,1444.949951171875,372729
2025-02-25,1415.435791015625,1417.4000244140625,1462.699951171875,1389.0,1438.699951171875,417539
2025-02-27,1366.8531494140625,1368.75,1434.6500244140625,1346.9000244140625,1417.9000244140625,759594
2025-02-28,1353.4716796875,1355.3499755859375,1375.050048828125,1337.0,1363.25,283716
2025-03-03,1353.2220458984375,1355.0999755859375,1369.550048828125,1317.550048828125,1350.0,188261
2025-03-04,1340.6895751953125,1342.550048828125,1350.949951171875,1322.550048828125,1350.949951171875,109593
2025-03-05,1362.90869140625,1364.800048828125,1370.6500244140625,1335.550048828125,1342.550048828125,150870
2025-03-06,1360.2623291015625,1362.1500244140625,1396.5999755859375,1345.0999755859375,1370.0,194079
2025-03-07,1331.2525634765625,1333.0999755859375,1366.0,1323.3499755859375,1362.1500244140625,133695
2025-03-10,1325.1610107421875,1327.0,1357.449951171875,1311.0,1325.0,140769
2025-03-11,1292.206787109375,1294.0,1327.0,1283.1500244140625,1300.0999755859375,280154
2025-03-12,1314.1263427734375,1315.949951171875,1323.5,1278.0,1294.0,304976
2025-03-13,1297.49951171875,1299.300048828125,1339.449951171875,1293.300048828125,1326.0,120840
2025-03-17,1315.8739013671875,1317.699951171875,1330.0,1296.550048828125,1303.3499755859375,219037
2025-03-18,1315.8739013671875,1317.699951171875,1317.699951171875,1317.699951171875,1317.699951171875,0
