date_,adj close_beml.ns,close_beml.ns,high_beml.ns,low_beml.ns,open_beml.ns,volume_beml.ns
2024-03-07,1591.8802490234375,1608.449951171875,1629.5250244140625,1592.5250244140625,1607.949951171875,419076
2024-03-11,1581.66162109375,1598.125,1624.9749755859375,1571.800048828125,1624.5,412888
2024-03-12,1529.40576171875,1545.324951171875,1592.5,1517.5,1592.5,632084
2024-03-13,1353.70947265625,1367.800048828125,1569.050048828125,1335.949951171875,1554.925048828125,1136162
2024-03-14,1370.8311767578125,1385.0999755859375,1416.4000244140625,1339.0,1352.5250244140625,1303958
2024-03-15,1386.666259765625,1401.0999755859375,1429.0,1345.0,1404.0,2162438
2024-03-18,1422.815185546875,1437.625,1470.0250244140625,1406.675048828125,1414.4000244140625,783156
2024-03-19,1375.8292236328125,1390.1500244140625,1448.0,1385.0,1442.5,836082
2024-03-20,1420.1923828125,1434.9749755859375,1449.5,1398.0250244140625,1400.0,846608
2024-03-21,1490.68359375,1506.199951171875,1516.9749755859375,1454.9000244140625,1454.9000244140625,1139970
2024-03-22,1529.6036376953125,1545.5250244140625,1555.800048828125,1498.800048828125,1506.0,567050
2024-03-26,1539.302490234375,1555.324951171875,1569.0,1526.1500244140625,1526.1500244140625,483574
2024-03-27,1578.4947509765625,1594.925048828125,1623.8499755859375,1557.5,1560.0,927024
2024-03-28,1575.4512939453125,1591.8499755859375,1608.8499755859375,1587.0,1595.0,408264
2024-04-01,1601.430908203125,1618.0999755859375,1623.425048828125,1600.0,1610.0,434416
2024-04-02,1615.0145263671875,1631.824951171875,1649.25,1601.425048828125,1624.875,485098
2024-04-03,1611.130126953125,1627.9000244140625,1666.5,1616.175048828125,1631.5,587456
2024-04-04,1635.798095703125,1652.824951171875,1687.0,1625.5250244140625,1632.4749755859375,1378002
2024-04-05,1660.9862060546875,1678.2750244140625,1695.949951171875,1657.75,1659.9749755859375,944786
2024-04-08,1693.20068359375,1710.824951171875,1747.0,1670.5250244140625,1682.4749755859375,1138098
2024-04-09,1705.0770263671875,1722.824951171875,1730.0,1693.175048828125,1724.4749755859375,497136
2024-04-10,1714.553466796875,1732.4000244140625,1775.125,1725.0,1725.0,519480
2024-04-12,1692.0872802734375,1709.699951171875,1755.875,1701.0,1732.2750244140625,349434
2024-04-15,1695.526611328125,1713.175048828125,1735.0,1630.699951171875,1687.5,645356
2024-04-16,1718.166015625,1736.050048828125,1746.949951171875,1683.8499755859375,1700.0,460586
2024-04-18,1707.130859375,1724.9000244140625,1764.0,1709.0,1740.0,527134
2024-04-19,1702.3060302734375,1720.0250244140625,1728.0,1682.550048828125,1714.5,326820
2024-04-22,1711.831787109375,1729.6500244140625,1753.199951171875,1725.0250244140625,1734.5,210706
2024-04-23,1740.9537353515625,1759.074951171875,1765.0,1734.8499755859375,1741.8499755859375,489080
2024-04-24,1787.8653564453125,1806.4749755859375,1838.699951171875,1762.5250244140625,1775.0,1035940
2024-04-25,1786.751953125,1805.3499755859375,1823.675048828125,1792.699951171875,1806.0,370698
2024-04-26,1753.572265625,1771.824951171875,1813.449951171875,1766.5,1813.449951171875,311608
2024-04-29,1715.1719970703125,1733.0250244140625,1787.9749755859375,1727.5,1784.9749755859375,317342
2024-04-30,1735.65869140625,1753.7249755859375,1773.449951171875,1725.0250244140625,1742.4749755859375,404052
2024-05-02,1721.8524169921875,1739.7750244140625,1771.949951171875,1734.8499755859375,1758.425048828125,233702
2024-05-03,1757.8775634765625,1776.175048828125,1841.5,1744.0,1755.3499755859375,1431856
2024-05-06,1715.34521484375,1733.199951171875,1792.5,1724.0,1782.4749755859375,335242
2024-05-07,1640.7962646484375,1657.875,1738.175048828125,1645.9749755859375,1737.5,487318
2024-05-08,1667.3944091796875,1684.75,1714.5,1650.0,1664.925048828125,399828
2024-05-09,1584.581298828125,1601.074951171875,1729.0,1564.425048828125,1690.0,788810
2024-05-10,1588.49072265625,1605.0250244140625,1640.0,1587.5,1620.675048828125,331536
2024-05-13,1819.2882080078125,1838.2249755859375,1859.0,1626.0,1674.699951171875,6625464
2024-05-14,1881.9114990234375,1901.5,1998.8499755859375,1822.5,1838.0,4975694
2024-05-15,1869.4908447265625,1888.949951171875,1930.0,1861.9749755859375,1909.0,1092418
2024-05-16,1830.917236328125,1849.9749755859375,1909.0,1812.5,1902.5,1332688
2024-05-17,1986.448486328125,2007.125,2034.5,1849.324951171875,1856.0,4368780
2024-05-21,2067.232421875,2088.75,2121.0,2021.2750244140625,2100.0,1586808
2024-05-22,2256.017333984375,2279.5,2340.0,2090.800048828125,2112.5,5797718
2024-05-23,2251.266845703125,2274.699951171875,2385.5,2262.64990234375,2284.375,2307776
2024-05-24,2259.8525390625,2283.375,2326.824951171875,2235.0,2275.27490234375,1137102
2024-05-27,2275.712158203125,2299.39990234375,2340.0,2202.925048828125,2294.5,1479038
2024-05-28,2215.588134765625,2238.64990234375,2326.0,2217.199951171875,2304.5,853944
2024-05-29,2203.662353515625,2226.60009765625,2286.5,2206.25,2235.0,1220276
2024-05-30,2116.395751953125,2138.425048828125,2237.0,2125.0,2231.85009765625,923526
2024-05-31,2177.658203125,2200.324951171875,2299.949951171875,2103.324951171875,2150.89990234375,2677922
2024-06-03,2312.702392578125,2336.77490234375,2400.0,2225.550048828125,2400.0,2335294
2024-06-04,1859.173095703125,1878.5250244140625,2324.97509765625,1869.425048828125,2324.97509765625,2907142
2024-06-05,1823.741943359375,1842.7249755859375,1948.925048828125,1700.050048828125,1948.925048828125,2333354
2024-06-06,1963.5120849609375,1983.949951171875,2063.625,1875.2249755859375,1875.2249755859375,2664444
2024-06-07,1967.2481689453125,1987.7249755859375,2011.074951171875,1940.0,1999.5,1164056
2024-06-10,1928.3035888671875,1948.375,2018.449951171875,1937.0,2005.0,846506
2024-06-11,2000.1309814453125,2020.949951171875,2045.0,1957.675048828125,1977.4749755859375,1663216
2024-06-12,1958.7615966796875,1979.1500244140625,2035.2249755859375,1955.5,2021.074951171875,1313154
2024-06-13,1993.8463134765625,2014.5999755859375,2027.449951171875,1959.5,2000.0,1199154
2024-06-14,2333.782958984375,2358.074951171875,2392.0,2000.0,2025.0,9956592
2024-06-18,2330.145751953125,2354.39990234375,2424.85009765625,2318.14990234375,2374.27490234375,2901932
2024-06-19,2238.72265625,2262.02490234375,2364.5,2236.0,2364.5,1437930
2024-06-20,2202.22705078125,2225.14990234375,2305.0,2209.875,2261.97509765625,958406
2024-06-21,2161.674560546875,2184.175048828125,2265.0,2176.5,2238.175048828125,861002
2024-06-24,2226.821533203125,2250.0,2343.925048828125,2169.77490234375,2190.0,2731462
2024-06-25,2236.86669921875,2260.14990234375,2324.949951171875,2246.14990234375,2270.0,1085430
2024-06-26,2241.2958984375,2264.625,2339.5,2250.625,2275.074951171875,1367284
2024-06-27,2227.093505859375,2250.27490234375,2304.925048828125,2235.5,2272.5,811384
2024-06-28,2196.16552734375,2219.02490234375,2272.5,2203.050048828125,2267.5,501332
2024-07-01,2242.90380859375,2266.25,2281.97509765625,2215.0,2225.0,471222
2024-07-02,2215.98388671875,2239.050048828125,2290.0,2221.0,2267.52490234375,580610
2024-07-03,2258.442138671875,2281.949951171875,2335.0,2243.5,2253.5,1790388
2024-07-04,2303.770263671875,2327.75,2374.5,2282.52490234375,2300.0,1941884
2024-07-05,2503.912353515625,2529.97509765625,2744.0,2331.39990234375,2347.39990234375,13361684
2024-07-08,2574.353759765625,2601.14990234375,2697.39990234375,2573.5,2600.0,3579988
2024-07-09,2459.30126953125,2484.89990234375,2625.875,2440.0,2616.0,2680378
2024-07-10,2410.0146484375,2435.10009765625,2537.5,2385.050048828125,2499.5,1653312
2024-07-11,2528.234130859375,2554.550048828125,2592.5,2437.52490234375,2449.949951171875,3128538
2024-07-12,2503.392578125,2529.449951171875,2604.425048828125,2505.0,2570.0,1459084
2024-07-15,2476.744873046875,2502.52490234375,2549.97509765625,2481.5,2541.0,736590
2024-07-16,2457.173828125,2482.75,2579.5,2470.52490234375,2512.550048828125,1291550
2024-07-18,2386.85546875,2411.699951171875,2490.0,2370.52490234375,2480.0,961264
2024-07-19,2294.59130859375,2318.47509765625,2443.800048828125,2310.0,2414.89990234375,1118810
2024-07-22,2334.376953125,2358.675048828125,2404.449951171875,2270.0,2300.0,1143102
2024-07-23,2285.98046875,2309.77490234375,2405.050048828125,2140.0,2372.5,1249184
2024-07-24,2274.153564453125,2297.824951171875,2372.5,2290.22509765625,2311.0,622794
2024-07-25,2217.245849609375,2240.324951171875,2286.324951171875,2210.97509765625,2286.324951171875,680538
2024-07-26,2218.408935546875,2241.5,2294.97509765625,2232.02490234375,2252.550048828125,690080
2024-07-29,2296.495849609375,2320.39990234375,2337.0,2259.550048828125,2260.0,936482
2024-07-30,2308.347900390625,2332.375,2396.85009765625,2325.0,2329.0,899900
2024-07-31,2259.085693359375,2282.60009765625,2347.449951171875,2266.77490234375,2344.0,476114
2024-08-01,2254.8544921875,2278.324951171875,2290.425048828125,2250.050048828125,2290.0,451604
2024-08-02,2196.709716796875,2219.574951171875,2249.5,2212.5,2249.5,501560
2024-08-05,2069.137939453125,2090.675048828125,2155.0,2080.0,2107.5,965390
2024-08-06,1936.7159423828125,1956.875,2139.324951171875,1938.675048828125,2100.0,1729928
2024-08-07,2015.322998046875,2036.300048828125,2064.5,1953.675048828125,1977.7750244140625,1143608
2024-08-08,1990.135009765625,2010.8499755859375,2075.5,1995.0,2042.0,643356
2024-08-09,1990.8524169921875,2011.574951171875,2058.60009765625,2002.050048828125,2044.0,637002
2024-08-12,2007.9742431640625,2028.875,2041.300048828125,1982.2249755859375,2014.449951171875,621220
2024-08-13,1898.6622314453125,1918.425048828125,2051.0,1900.0,2047.5,929706
2024-08-14,1797.96044921875,1816.675048828125,1931.449951171875,1801.0,1925.0250244140625,1956886
2024-08-16,1846.802001953125,1866.0250244140625,1884.925048828125,1827.75,1867.449951171875,945670
2024-08-19,1899.94873046875,1919.7249755859375,1992.875,1901.7750244140625,1925.0,2036436
2024-08-20,1865.037109375,1884.449951171875,1953.5250244140625,1858.5250244140625,1942.0,1047134
2024-08-21,1902.2745361328125,1922.074951171875,1959.5,1900.0,1900.0,1495188
2024-08-22,1936.468505859375,1956.625,1993.0999755859375,1945.0,1974.5,1331544
2024-08-23,1938.0767822265625,1958.25,1975.0,1926.625,1960.5,646846
2024-08-26,1937.3345947265625,1957.5,1972.5,1936.625,1962.0,454068
2024-08-27,1917.5654296875,1937.5250244140625,1956.4749755859375,1931.5,1950.0,294810
2024-08-28,1927.7098388671875,1947.7750244140625,1957.5,1931.074951171875,1943.925048828125,233312
2024-08-29,1892.2291259765625,1911.925048828125,1969.4749755859375,1904.0,1951.0,345580
2024-08-30,1879.585693359375,1899.1500244140625,1944.0,1890.0,1919.9749755859375,383892
2024-09-02,1879.6845703125,1899.25,1925.0,1885.125,1925.0,471906
2024-09-03,1905.54052734375,1925.375,1967.5,1910.9000244140625,1914.5,805470
2024-09-04,2032.197265625,2053.35009765625,2094.39990234375,1912.175048828125,1919.9749755859375,4542304
2024-09-05,2008.61767578125,2029.5250244140625,2093.125,2017.5,2070.0,739032
2024-09-06,1957.9945068359375,1978.375,2023.4000244140625,1961.0,2016.0250244140625,586708
2024-09-09,1940.8973388671875,1961.0999755859375,1977.5,1916.0,1977.5,450450
2024-09-10,1920.8807373046875,1940.875,1985.0,1935.0,1967.0,331720
2024-09-11,1924.8642578125,1944.9000244140625,1952.5,1921.0,1940.699951171875,286732
2024-09-12,1949.557373046875,1969.8499755859375,1977.699951171875,1949.75,1964.3499755859375,291310
2024-09-13,1950.05419921875,1962.5999755859375,2044.5,1953.4000244140625,1967.5999755859375,814054
2024-09-16,1950.998046875,1963.550048828125,1982.4749755859375,1946.0250244140625,1963.0,245924
2024-09-17,1931.2998046875,1943.7249755859375,1969.875,1938.0250244140625,1963.5,166338
2024-09-18,1862.5919189453125,1874.574951171875,1954.9000244140625,1862.550048828125,1945.0,372150
2024-09-19,1780.69384765625,1792.1500244140625,1897.574951171875,1771.375,1887.4000244140625,744784
2024-09-20,1857.7728271484375,1869.7249755859375,1888.75,1786.0250244140625,1807.0,939640
2024-09-23,1902.9820556640625,1915.2249755859375,1925.25,1883.0250244140625,1887.0,380764
2024-09-24,1899.703125,1911.925048828125,1934.375,1901.425048828125,1914.050048828125,225606
2024-09-25,1860.8778076171875,1872.8499755859375,1919.0,1867.5,1915.0,294174
2024-09-26,1858.3939208984375,1870.3499755859375,1899.4000244140625,1847.5,1882.4749755859375,383170
2024-09-27,1843.6636962890625,1855.5250244140625,1886.5,1850.675048828125,1882.0,202476
2024-09-30,1832.3365478515625,1844.125,1864.9749755859375,1831.5,1855.5250244140625,228174
2024-10-01,1824.81005859375,1836.550048828125,1864.800048828125,1830.5999755859375,1844.125,207552
2024-10-03,1815.6688232421875,1827.3499755859375,1840.5,1801.8499755859375,1818.0,333976
2024-10-04,1820.2890625,1832.0,1858.5,1779.7750244140625,1837.4749755859375,383340
2024-10-07,1736.2298583984375,1747.4000244140625,1868.4749755859375,1712.199951171875,1858.5,459980
2024-10-08,1784.668212890625,1796.1500244140625,1802.0,1730.0250244140625,1750.0,287066
2024-10-09,1777.3155517578125,1788.75,1834.449951171875,1783.824951171875,1818.0,176756
2024-10-10,1869.5718994140625,1881.5999755859375,1899.9749755859375,1793.949951171875,1800.7750244140625,874706
2024-10-11,1883.7806396484375,1895.9000244140625,1952.5,1880.2750244140625,1882.5,912296
2024-10-14,1852.158935546875,1864.074951171875,1907.0,1857.875,1896.0,235794
2024-10-15,1848.855224609375,1860.75,1896.8499755859375,1845.5,1857.7750244140625,735262
2024-10-16,1923.574462890625,1935.949951171875,2004.3499755859375,1885.0250244140625,1885.0250244140625,3503318
2024-10-17,1942.20458984375,1954.699951171875,1970.5,1915.0,1942.5,844868
2024-10-18,2006.615234375,2019.5250244140625,2070.0,1915.050048828125,1955.0,3247324
2024-10-21,2021.4697265625,2034.4749755859375,2073.97509765625,2019.300048828125,2032.5,825896
2024-10-22,1889.8414306640625,1902.0,2030.0,1890.050048828125,2030.0,949696
2024-10-23,1926.754150390625,1939.1500244140625,1969.4000244140625,1862.550048828125,1902.0,724620
2024-10-24,1922.829345703125,1935.199951171875,1964.449951171875,1921.5,1940.0,349678
2024-10-25,1855.8848876953125,1867.824951171875,1957.75,1841.1500244140625,1935.3499755859375,418236
2024-10-28,1875.9310302734375,1888.0,1912.5,1841.3499755859375,1873.800048828125,292242
2024-10-29,1893.3936767578125,1905.574951171875,1922.4749755859375,1871.199951171875,1880.0250244140625,264332
2024-10-30,1977.0306396484375,1989.75,2043.5,1900.4000244140625,1904.4000244140625,1085344
2024-10-31,2022.761474609375,2035.7750244140625,2042.9000244140625,1980.0,1991.449951171875,469334
2024-11-01,2018.5137939453125,2031.5,2049.5,2020.0,2045.5,101538
2024-11-04,1980.8311767578125,1993.574951171875,2033.8499755859375,1975.5,2033.8499755859375,298604
2024-11-05,2012.0552978515625,2025.0,2049.0,1966.5,1984.25,565488
2024-11-06,2060.568115234375,2073.824951171875,2147.5,2031.050048828125,2031.074951171875,1455490
2024-11-07,2119.787353515625,2133.425048828125,2174.0,2076.27490234375,2077.925048828125,1579658
2024-11-08,2082.42724609375,2095.824951171875,2174.5,2081.5,2138.875,1010628
2024-11-11,2034.1630859375,2047.25,2124.5,2030.050048828125,2092.5,1008838
2024-11-12,1962.5985107421875,1975.2249755859375,2069.97509765625,1956.300048828125,2047.2750244140625,435472
2024-11-13,1893.592529296875,1905.7750244140625,2069.875,1893.824951171875,1975.0,940620
2024-11-14,1883.4825439453125,1895.5999755859375,1941.4000244140625,1860.25,1910.0999755859375,763174
2024-11-18,1852.9041748046875,1864.824951171875,1913.949951171875,1827.75,1895.75,592816
2024-11-19,1837.7515869140625,1849.574951171875,1922.5,1835.0,1875.4749755859375,438026
2024-11-21,1848.880126953125,1860.7750244140625,1874.4749755859375,1817.0,1872.5,681968
2024-11-22,1895.380859375,1907.574951171875,1916.0,1852.5,1867.7249755859375,413746
2024-11-25,1957.729736328125,1970.324951171875,2029.3499755859375,1937.5,1947.5,634266
2024-11-26,1994.7913818359375,2007.625,2059.074951171875,1965.0250244140625,1980.0,1065310
2024-11-27,2081.011474609375,2094.39990234375,2100.0,2009.300048828125,2021.5,886926
2024-11-28,2120.83056640625,2134.47509765625,2169.5,2092.72509765625,2100.0,1571960
2024-11-29,2106.19970703125,2119.75,2161.25,2106.074951171875,2147.0,814682
2024-12-02,2103.516845703125,2117.050048828125,2144.89990234375,2101.22509765625,2119.75,414842
2024-12-03,2113.378662109375,2126.97509765625,2164.0,2119.10009765625,2119.949951171875,376390
2024-12-04,2125.40087890625,2139.074951171875,2192.699951171875,2126.25,2134.949951171875,814088
2024-12-05,2131.63623046875,2145.35009765625,2153.0,2112.0,2147.0,365798
2024-12-06,2166.188720703125,2180.125,2229.47509765625,2143.824951171875,2150.0,1400172
2024-12-09,2181.813232421875,2195.85009765625,2218.10009765625,2180.22509765625,2182.25,497872
2024-12-10,2167.5546875,2181.5,2214.5,2161.39990234375,2204.97509765625,358906
2024-12-11,2218.22900390625,2232.5,2274.5,2191.550048828125,2200.0,2039348
2024-12-12,2220.961181640625,2235.25,2261.22509765625,2202.85009765625,2244.5,689732
2024-12-13,2190.159423828125,2204.25,2250.425048828125,2155.0,2250.0,665026
2024-12-16,2214.5029296875,2228.75,2246.97509765625,2206.0,2206.0,436128
2024-12-17,2202.629150390625,2216.800048828125,2261.574951171875,2202.199951171875,2230.5,445946
2024-12-18,2167.40576171875,2181.35009765625,2216.75,2170.75,2216.75,352932
2024-12-19,2127.263916015625,2140.949951171875,2167.25,2112.52490234375,2115.0,282582
2024-12-20,2023.879150390625,2036.9000244140625,2154.75,2025.5,2142.875,406072
2024-12-23,2010.3662109375,2023.300048828125,2074.72509765625,1997.2249755859375,2064.5,412940
2024-12-24,2010.664306640625,2023.5999755859375,2058.39990234375,2002.5250244140625,2024.5,246722
2024-12-26,1992.8291015625,2005.6500244140625,2043.050048828125,2000.8499755859375,2027.5,181800
2024-12-27,2023.4818115234375,2036.5,2047.4749755859375,2001.3499755859375,2007.449951171875,285608
2024-12-30,2006.2178955078125,2019.125,2072.5,2002.800048828125,2037.5,318392
2024-12-31,2021.370361328125,2034.375,2041.699951171875,1984.125,2003.9749755859375,213530
2025-01-01,2047.079833984375,2060.25,2064.675048828125,2030.0,2035.0,198726
2025-01-02,2082.899658203125,2096.300048828125,2124.02490234375,2061.35009765625,2066.0,385398
2025-01-03,2057.9599609375,2071.199951171875,2114.60009765625,2065.699951171875,2095.0,190872
2025-01-06,1936.0443115234375,1948.5,2071.22509765625,1935.0,2071.0,373650
2025-01-07,1907.031005859375,1919.300048828125,1965.0,1905.0,1953.75,404472
2025-01-08,1854.5186767578125,1866.449951171875,1925.0,1858.0,1922.5,382520
2025-01-09,1881.197265625,1893.300048828125,1907.5,1828.0,1859.949951171875,690736
2025-01-10,1839.1676025390625,1851.0,1892.4749755859375,1830.0,1892.4749755859375,512266
2025-01-13,1788.0712890625,1799.574951171875,1834.9749755859375,1778.875,1827.5,539018
2025-01-14,1745.8927001953125,1757.125,1819.5,1752.5250244140625,1800.0,480272
2025-01-15,1742.514404296875,1753.7249755859375,1802.75,1737.3499755859375,1776.0,889292
2025-01-16,1784.693115234375,1796.175048828125,1816.300048828125,1771.0250244140625,1775.300048828125,431894
2025-01-17,1805.8817138671875,1817.5,1832.5,1778.2750244140625,1796.175048828125,592004
2025-01-20,1883.606689453125,1895.7249755859375,1911.800048828125,1815.0250244140625,1820.0,635784
2025-01-21,1824.8843994140625,1836.625,1907.2249755859375,1826.75,1897.675048828125,353986
2025-01-22,1795.5234375,1807.074951171875,1848.75,1773.2249755859375,1840.0,309842
2025-01-23,1820.9598388671875,1832.675048828125,1873.925048828125,1791.9000244140625,1802.5,296346
2025-01-24,1806.9498291015625,1818.574951171875,1860.5,1796.5,1834.5,266848
2025-01-27,1715.662109375,1726.699951171875,1797.324951171875,1715.0,1797.324951171875,299062
2025-01-28,1665.5098876953125,1676.2249755859375,1745.4749755859375,1635.5,1727.0,471748
2025-01-29,1736.2547607421875,1747.425048828125,1757.0,1677.5,1677.5,286544
2025-01-30,1758.9835205078125,1770.300048828125,1790.6500244140625,1750.75,1764.5,193932
2025-01-31,1910.0615234375,1922.3499755859375,1941.0,1772.0,1772.0,1754286
2025-02-01,1822.499755859375,1834.2249755859375,1989.5,1816.2750244140625,1944.800048828125,1319506
2025-02-03,1722.5926513671875,1733.675048828125,1814.050048828125,1722.5,1810.0,495056
2025-02-04,1701.1553955078125,1712.0999755859375,1778.3499755859375,1695.9749755859375,1749.5,539166
2025-02-05,1682.848388671875,1693.675048828125,1774.300048828125,1686.5,1722.449951171875,806394
2025-02-06,1628.8455810546875,1639.324951171875,1711.925048828125,1621.0,1710.2750244140625,1032210
2025-02-07,1556.1881103515625,1566.199951171875,1638.0,1560.0,1638.0,802286
2025-02-10,1532.763916015625,1542.625,1598.449951171875,1531.25,1575.5,538536
2025-02-11,1461.62158203125,1471.0250244140625,1547.4000244140625,1460.199951171875,1542.625,582990
2025-02-12,1432.7821044921875,1442.0,1481.550048828125,1392.0,1468.6500244140625,767958
2025-02-13,1460.23046875,1469.625,1525.4749755859375,1445.0250244140625,1445.0250244140625,907976
2025-02-14,1373.4404296875,1379.925048828125,1484.0999755859375,1356.199951171875,1472.5,700624
2025-02-17,1339.4757080078125,1345.800048828125,1422.0,1325.6500244140625,1374.5,1037592
2025-02-18,1287.620361328125,1293.699951171875,1346.449951171875,1278.0,1344.9749755859375,644500
2025-02-19,1319.7188720703125,1325.949951171875,1345.0,1268.2750244140625,1280.25,968836
2025-02-20,1306.1082763671875,1312.2750244140625,1345.0,1306.0,1316.5,1027612
2025-02-21,1310.9105224609375,1317.0999755859375,1364.9000244140625,1309.425048828125,1312.5,783736
2025-02-24,1313.77197265625,1319.9749755859375,1336.4000244140625,1268.0999755859375,1305.0,649258
2025-02-25,1304.391357421875,1310.550048828125,1336.9749755859375,1297.5999755859375,1315.5,419070
2025-02-27,1279.01123046875,1285.050048828125,1309.4749755859375,1276.2750244140625,1303.5,397766
2025-02-28,1221.532470703125,1227.300048828125,1294.3499755859375,1223.949951171875,1266.25,568660
2025-03-03,1201.5269775390625,1207.199951171875,1251.0,1175.0,1228.0999755859375,690282
2025-03-04,1239.870849609375,1245.7249755859375,1258.425048828125,1182.199951171875,1185.0999755859375,632538
2025-03-05,1262.4144287109375,1268.375,1275.0,1236.0250244140625,1238.9000244140625,347040
2025-03-06,1284.93310546875,1291.0,1303.8499755859375,1273.4000244140625,1273.4000244140625,362966
2025-03-07,1328.1292724609375,1334.4000244140625,1357.25,1288.425048828125,1291.0,786386
2025-03-10,1278.3392333984375,1284.375,1348.5,1274.5,1334.3499755859375,448580
2025-03-11,1213.047607421875,1218.7750244140625,1267.0,1215.0,1257.2249755859375,926216
2025-03-12,1239.19921875,1245.050048828125,1266.0,1226.2750244140625,1227.0,645604
2025-03-13,1270.849609375,1276.8499755859375,1320.550048828125,1235.0,1265.0,1539594
2025-03-17,1252.909423828125,1258.824951171875,1290.9749755859375,1247.75,1283.5,490632
2025-03-18,1252.909423828125,1258.824951171875,1258.824951171875,1258.824951171875,1258.824951171875,0
2025-03-19,1364.70654296875,1371.1500244140625,1381.0,1285.0,1286.625,1714638
2025-03-20,1365.4779052734375,1371.925048828125,1415.0,1349.5,1380.0250244140625,974694
2025-03-21,1390.7584228515625,1397.324951171875,1439.0,1373.675048828125,1374.5,1045614
2025-03-24,1442.165771484375,1448.9749755859375,1494.0,1415.0,1415.800048828125,1825138
2025-03-25,1384.2890625,1390.824951171875,1479.0,1382.0999755859375,1462.5,874398
2025-03-26,1373.7139892578125,1380.199951171875,1409.9749755859375,1367.550048828125,1382.5250244140625,751072
2025-03-27,1562.821044921875,1570.199951171875,1632.5,1360.5999755859375,1374.8499755859375,3372530
2025-03-28,1602.210205078125,1609.7750244140625,1683.949951171875,1582.9000244140625,1599.9000244140625,4597072
2025-04-01,1577.5018310546875,1584.949951171875,1626.9749755859375,1570.125,1613.925048828125,721138
2025-04-02,1555.057861328125,1562.4000244140625,1598.2249755859375,1534.0,1595.0250244140625,545956
2025-04-03,1569.8131103515625,1577.2249755859375,1590.0,1532.5250244140625,1535.699951171875,539108
2025-04-04,1470.432373046875,1477.375,1576.0250244140625,1467.949951171875,1576.0250244140625,695036
