date_,adj close_msumi.ns,close_msumi.ns,high_msumi.ns,low_msumi.ns,open_msumi.ns,volume_msumi.ns
2024-01-16,40.82241439819336,41.93333435058594,42.766666412353516,41.400001525878906,42.666664123535156,6033324
2024-01-17,40.17340850830078,41.266666412353516,42.0,41.03333282470703,41.666664123535156,9193864
2024-01-18,39.94625473022461,41.03333282470703,41.5,40.29999923706055,41.03333282470703,9946036
2024-01-19,39.978702545166016,41.06666564941406,41.766666412353516,40.79999923706055,41.33333206176758,8685046
2024-01-23,39.8813591003418,40.96666717529297,42.0,40.86666488647461,41.86666488647461,8096982
2024-01-24,40.04360580444336,41.133331298828125,41.233333587646484,40.233333587646484,40.93333435058594,5206584
2024-01-25,39.55685043334961,40.633331298828125,41.79999923706055,40.166664123535156,41.133331298828125,9548824
2024-01-29,40.04360580444336,41.133331298828125,41.29999923706055,40.900001525878906,41.0,7193271
2024-01-30,41.211814880371094,42.33333206176758,43.666664123535156,41.33333206176758,41.43333435058594,26929200
2024-01-31,42.217769622802734,43.36666488647461,43.83333206176758,42.233333587646484,43.0,25933131
2024-02-01,45.39789581298828,46.633331298828125,47.633331298828125,44.166664123535156,44.233333587646484,97582933
2024-02-02,45.04094314575195,46.266666412353516,48.133331298828125,46.0,47.43333435058594,34402702
2024-02-05,46.04690170288086,47.29999923706055,49.233333587646484,46.20000076293945,46.53333282470703,40382190
2024-02-06,47.312461853027344,48.599998474121094,49.86666488647461,47.79999923706055,48.33333206176758,34964920
2024-02-07,45.75484848022461,47.0,49.233333587646484,46.79999923706055,48.86666488647461,17776971
2024-02-08,46.566104888916016,47.83333206176758,48.46666717529297,46.56666564941406,47.96666717529297,25931380
2024-02-09,44.7488899230957,45.96666717529297,48.06666564941406,45.233333587646484,48.0,18902368
2024-02-12,43.19127655029297,44.36666488647461,46.56666564941406,44.0,46.233333587646484,12075450
2024-02-13,43.80783462524414,45.0,46.266666412353516,43.06666564941406,44.36666488647461,15813261
2024-02-14,45.30054473876953,46.53333282470703,46.633331298828125,44.233333587646484,44.96666717529297,15937672
2024-02-15,45.81974792480469,47.06666564941406,47.33333206176758,46.133331298828125,46.900001525878906,11119137
2024-02-16,46.955509185791016,48.233333587646484,49.86666488647461,46.733333587646484,46.733333587646484,32003583
2024-02-19,47.4422607421875,48.733333587646484,49.166664123535156,48.400001525878906,48.53333282470703,8820108
2024-02-20,46.566104888916016,47.83333206176758,48.86666488647461,47.53333282470703,48.83333206176758,7709629
2024-02-21,45.39789581298828,46.633331298828125,48.099998474121094,46.46666717529297,48.0,8032627
2024-02-22,46.20915222167969,47.46666717529297,47.599998474121094,45.900001525878906,46.733333587646484,8130750
2024-02-23,45.59259796142578,46.83333206176758,47.70000076293945,46.666664123535156,47.70000076293945,6514231
2024-02-26,47.020408630371094,48.29999923706055,48.56666564941406,47.03333282470703,47.33333206176758,12577842
2024-02-27,46.72835922241211,48.0,49.133331298828125,47.666664123535156,48.666664123535156,12687204
2024-02-28,46.11180114746094,47.36666488647461,48.70000076293945,46.70000076293945,48.133331298828125,9613461
2024-02-29,45.5276985168457,46.766666412353516,47.133331298828125,45.79999923706055,47.133331298828125,9368148
2024-03-01,45.43034362792969,46.666664123535156,47.86666488647461,46.400001525878906,46.900001525878906,10566096
2024-03-04,45.39789581298828,46.633331298828125,47.79999923706055,46.43333435058594,47.79999923706055,11067373
2024-03-05,45.6899528503418,46.93333435058594,47.56666564941406,46.36666488647461,47.0,10330734
2024-03-06,45.49524688720703,46.733333587646484,47.53333282470703,46.0,47.20000076293945,9350263
2024-03-07,43.9376335144043,45.133331298828125,46.733333587646484,44.79999923706055,45.666664123535156,12352458
2024-03-11,42.93167495727539,44.099998474121094,45.400001525878906,43.86666488647461,45.400001525878906,10677010
2024-03-12,41.95817184448242,43.099998474121094,44.266666412353516,42.099998474121094,44.099998474121094,16513189
2024-03-13,39.94625473022461,41.03333282470703,43.96666717529297,40.666664123535156,43.099998474121094,25176024
2024-03-14,41.27671813964844,42.400001525878906,42.83333206176758,40.099998474121094,40.733333587646484,22989315
2024-03-15,40.49790954589844,41.599998474121094,43.20000076293945,41.33333206176758,42.599998474121094,18545373
2024-03-18,40.40055847167969,41.5,42.86666488647461,41.36666488647461,41.93333435058594,14321896
2024-03-19,40.17340850830078,41.266666412353516,42.133331298828125,40.86666488647461,41.79999923706055,8842191
2024-03-20,39.91380310058594,41.0,41.96666717529297,40.733333587646484,41.70000076293945,7707717
2024-03-21,40.725059509277344,41.83333206176758,42.099998474121094,41.33333206176758,41.599998474121094,9526756
2024-03-22,41.503868103027344,42.633331298828125,42.733333587646484,41.733333587646484,41.900001525878906,7360320
2024-03-26,42.055519104003906,43.20000076293945,43.43333435058594,42.29999923706055,42.53333282470703,11270950
2024-03-27,42.38002395629883,43.53333282470703,44.86666488647461,43.20000076293945,43.266666412353516,16096372
2024-03-28,42.899227142333984,44.06666564941406,44.53333282470703,43.233333587646484,44.0,14876197
2024-04-01,43.80783462524414,45.0,45.233333587646484,44.133331298828125,44.46666717529297,8605108
2024-04-02,44.48929214477539,45.70000076293945,45.83333206176758,45.06666564941406,45.46666717529297,7918839
2024-04-03,45.85219955444336,47.099998474121094,47.266666412353516,45.33333206176758,45.83333206176758,13980064
2024-04-04,45.81974792480469,47.06666564941406,47.53333282470703,46.233333587646484,47.46666717529297,12660855
2024-04-05,45.657501220703125,46.900001525878906,47.70000076293945,46.599998474121094,47.33333206176758,8873430
2024-04-08,45.39789581298828,46.633331298828125,47.133331298828125,46.20000076293945,47.133331298828125,5541562
2024-04-09,44.3594856262207,45.56666564941406,47.099998474121094,45.46666717529297,46.86666488647461,6136837
2024-04-10,44.65154266357422,45.86666488647461,46.33333206176758,45.56666564941406,45.900001525878906,8781237
