date_,adj close_jbma.ns,close_jbma.ns,high_jbma.ns,low_jbma.ns,open_jbma.ns,volume_jbma.ns
2024-02-19,1188.3558349609375,1190.875,1214.175048828125,1027.0,1027.0,2194944
2024-02-20,1142.3284912109375,1144.75,1177.199951171875,1131.949951171875,1152.0,534872
2024-02-21,1152.6815185546875,1155.125,1207.125,1136.0,1150.0,736652
2024-02-22,1111.0946044921875,1113.449951171875,1159.5999755859375,1105.0,1158.5,788500
2024-02-23,1100.142822265625,1102.4749755859375,1159.4000244140625,1095.0,1118.25,599050
2024-02-26,1091.83544921875,1094.1500244140625,1117.9749755859375,1089.9000244140625,1100.4749755859375,220692
2024-02-27,1122.969482421875,1125.3499755859375,1159.4000244140625,1093.5250244140625,1097.5,583462
2024-02-28,1085.6485595703125,1087.949951171875,1125.3499755859375,1077.5,1125.3499755859375,243350
2024-02-29,1081.1580810546875,1083.449951171875,1115.0,1056.4000244140625,1087.925048828125,679754
2024-03-01,1069.2833251953125,1071.550048828125,1100.425048828125,1064.5,1092.300048828125,248178
2024-03-04,1042.29052734375,1044.5,1078.949951171875,1038.0,1077.449951171875,271264
2024-03-05,999.0821533203125,1001.2000122070312,1056.9749755859375,995.5,1043.9749755859375,361388
2024-03-06,949.113037109375,951.125,1003.0499877929688,945.0,1002.4000244140625,328118
2024-03-07,946.892822265625,948.9000244140625,994.125,945.0,951.1500244140625,366348
2024-03-11,899.8923950195312,901.7999877929688,960.5250244140625,889.5,958.375,314782
2024-03-12,894.3541259765625,896.25,947.5,875.0,910.0,489994
2024-03-13,853.1415405273438,854.9500122070312,918.7249755859375,842.5,899.1749877929688,430414
2024-03-14,931.4005737304688,933.375,972.0,832.5,839.9749755859375,700468
2024-03-15,943.9989013671875,946.0,967.4749755859375,925.0,938.0499877929688,400762
2024-03-18,935.8660888671875,937.8499755859375,951.4749755859375,930.125,946.0,143628
2024-03-19,946.3938598632812,948.4000244140625,1032.7249755859375,933.7750244140625,940.0,1294586
2024-03-20,926.0868530273438,928.0499877929688,980.625,925.0,964.0,502590
2024-03-21,932.64794921875,934.625,984.9000244140625,931.0,945.0,547130
2024-03-22,932.947265625,934.9249877929688,952.4500122070312,932.5250244140625,936.9249877929688,296232
2024-03-26,895.2023315429688,897.0999755859375,925.0250244140625,893.0,925.0250244140625,671714
2024-03-27,883.4273071289062,885.2999877929688,929.0750122070312,880.0,904.0,1117750
2024-03-28,900.1668090820312,902.0750122070312,931.4749755859375,897.8250122070312,901.9749755859375,636914
2024-04-01,917.9541015625,919.9000244140625,933.4749755859375,912.0,912.0,293500
2024-04-02,899.069091796875,900.9749755859375,926.0,898.5499877929688,923.5,472768
2024-04-03,892.9321899414062,894.8250122070312,905.0,893.0999755859375,902.5,455732
2024-04-04,893.2564697265625,895.1500244140625,916.4749755859375,882.5,907.3250122070312,583256
2024-04-05,884.4501342773438,886.3250122070312,899.6500244140625,882.5,890.0250244140625,459840
2024-04-08,873.198974609375,875.0499877929688,899.0,872.7750244140625,896.4000244140625,350186
2024-04-09,883.2276611328125,885.0999755859375,897.5,879.7999877929688,879.7999877929688,247660
2024-04-10,875.0700073242188,876.9249877929688,890.2249755859375,854.2249755859375,889.4749755859375,368716
2024-04-12,877.0907592773438,878.9500122070312,894.625,875.5250244140625,881.25,205580
2024-04-15,853.889892578125,855.7000122070312,869.5,837.5,854.2750244140625,251620
2024-04-16,870.30517578125,872.1500244140625,886.8250122070312,841.0250244140625,855.5,185140
2024-04-18,877.564697265625,879.4249877929688,898.0,875.625,886.5999755859375,261826
2024-04-19,872.00146484375,873.8499755859375,880.4500122070312,853.0250244140625,857.5250244140625,142706
2024-04-22,881.3317260742188,883.2000122070312,897.4000244140625,879.9749755859375,880.5,217268
2024-04-23,883.7765502929688,885.6500244140625,895.0250244140625,882.5,889.4749755859375,123884
2024-04-24,908.69873046875,910.625,920.0,889.0,890.25,387950
2024-04-25,908.7735595703125,910.7000122070312,920.4500122070312,907.0250244140625,912.0,178244
2024-04-26,888.5414428710938,890.4249877929688,910.7999877929688,887.5,910.7000122070312,206164
2024-04-29,951.7325439453125,953.75,960.0,909.7000122070312,925.0,1179254
2024-04-30,950.2356567382812,952.25,972.5,947.5,963.2000122070312,577588
2024-05-02,977.8272094726562,979.9000244140625,995.0,950.6749877929688,962.3499755859375,922940
2024-05-03,981.743896484375,983.8250122070312,1025.0,961.7249755859375,1025.0,1296636
2024-05-06,958.0441284179688,960.0750122070312,992.0,945.4249877929688,987.5,329590
2024-05-07,921.3967895507812,923.3499755859375,967.5,919.5,967.5,266868
2024-05-08,935.3172607421875,937.2999877929688,955.5,905.0,925.0499877929688,249558
2024-05-09,899.3934326171875,901.2999877929688,947.5,895.0,947.5,232466
2024-05-10,936.1904296875,938.1749877929688,946.9249877929688,880.5499877929688,907.5,312398
2024-05-13,905.1312866210938,907.0499877929688,947.5,900.5250244140625,947.5,233626
2024-05-14,905.5303955078125,907.4500122070312,916.9500122070312,899.125,908.3499755859375,197280
2024-05-15,914.1871337890625,916.125,927.5,910.0,912.4249877929688,178432
2024-05-16,917.9041748046875,919.8499755859375,932.4749755859375,914.0,926.0499877929688,167978
2024-05-17,914.7858276367188,916.7249755859375,927.4749755859375,912.0,924.2999877929688,134114
2024-05-21,901.8881225585938,903.7999877929688,918.6749877929688,902.0,916.75,220268
2024-05-22,958.617919921875,960.6500244140625,968.2999877929688,901.3499755859375,905.0,1800954
2024-05-23,948.9384155273438,950.9500122070312,984.9500122070312,941.5499877929688,970.0,593454
2024-05-24,981.1201782226562,983.2000122070312,1022.7000122070312,958.0250244140625,960.4500122070312,2299364
2024-05-27,1056.3607177734375,1058.5999755859375,1071.300048828125,983.7000122070312,990.0,5014952
2024-05-28,1056.335693359375,1058.574951171875,1074.449951171875,1028.5,1070.0,1976916
2024-05-29,1038.3988037109375,1040.5999755859375,1062.4000244140625,1028.125,1062.074951171875,710458
2024-05-30,1017.7175903320312,1019.875,1055.300048828125,1015.8499755859375,1040.0,496804
2024-05-31,1043.5628662109375,1045.7750244140625,1054.5,992.5,1019.875,928932
2024-06-03,1044.810302734375,1047.0250244140625,1095.0,1040.0,1095.0,566028
2024-06-04,967.74853515625,969.7999877929688,1046.5,900.0250244140625,1046.5,881760
2024-06-05,987.6314086914062,989.7249755859375,997.5,935.0,975.0,423762
2024-06-06,1071.528564453125,1073.800048828125,1091.5,1005.0,1009.9749755859375,1191050
2024-06-07,1010.2334594726562,1012.375,1127.5,1003.9500122070312,1075.5,3183648
2024-06-10,1019.6635131835938,1021.8250122070312,1049.0,986.5,1015.0,1287404
2024-06-11,1039.147216796875,1041.3499755859375,1059.949951171875,1025.0,1050.050048828125,1370594
2024-06-12,1036.2781982421875,1038.4749755859375,1049.5999755859375,1035.0,1040.0,424488
2024-06-13,1028.9937744140625,1031.175048828125,1042.5,1022.5499877929688,1042.0,310012
2024-06-14,1029.193359375,1031.375,1049.5,1015.25,1036.375,459310
2024-06-18,1029.7421875,1031.925048828125,1046.375,1024.949951171875,1035.0,374362
2024-06-19,1014.7489013671875,1016.9000244140625,1035.0,1014.25,1035.0,237036
2024-06-20,1002.4249877929688,1004.5499877929688,1024.375,1002.0,1019.9749755859375,260120
2024-06-21,1016.9193115234375,1019.0750122070312,1034.9749755859375,1002.0999755859375,1010.0250244140625,399968
2024-06-24,1029.5675048828125,1031.75,1042.5,1007.4749755859375,1019.0,539570
2024-06-25,1071.7281494140625,1074.0,1103.4000244140625,1035.5999755859375,1049.5,2349224
2024-06-26,1059.005126953125,1061.25,1096.5,1053.5,1077.5,581012
2024-06-27,1032.23681640625,1034.425048828125,1063.4749755859375,1021.9249877929688,1061.25,385722
2024-06-28,1023.4803466796875,1025.6500244140625,1044.0,1022.5,1044.0,203714
2024-07-01,1096.3260498046875,1098.6500244140625,1138.5,1026.0,1026.0,3418568
2024-07-02,1076.967041015625,1079.25,1110.425048828125,1072.5250244140625,1107.449951171875,641584
2024-07-03,1069.3331298828125,1071.5999755859375,1089.0250244140625,1062.199951171875,1084.0,368244
2024-07-04,1072.1771240234375,1074.449951171875,1084.0,1068.0999755859375,1076.5250244140625,327176
2024-07-05,1072.5264892578125,1074.800048828125,1099.0,1062.6500244140625,1083.449951171875,466428
2024-07-08,1113.5394287109375,1115.9000244140625,1159.875,1065.3499755859375,1079.0,2526444
2024-07-09,1140.931396484375,1143.3499755859375,1169.375,1119.3499755859375,1122.949951171875,1376540
2024-07-10,1113.36474609375,1115.7249755859375,1155.5,1093.199951171875,1147.5,876502
2024-07-11,1103.8101806640625,1106.1500244140625,1123.0999755859375,1100.625,1119.699951171875,314096
2024-07-12,1059.2545166015625,1061.5,1114.8499755859375,1014.9749755859375,1107.0,466740
2024-07-15,1056.984375,1059.2249755859375,1079.699951171875,1050.0,1071.050048828125,262640
2024-07-16,1041.0181884765625,1043.2249755859375,1070.5,1035.75,1061.4000244140625,345246
2024-07-18,1014.27490234375,1016.4249877929688,1050.7249755859375,1010.875,1044.050048828125,298550
2024-07-19,971.8399047851562,973.9000244140625,1022.0,963.0499877929688,1014.9500122070312,784748
2024-07-22,992.1468505859375,994.25,998.6500244140625,959.2249755859375,973.2750244140625,269776
2024-07-23,968.696533203125,970.75,1006.7249755859375,941.0499877929688,1006.7249755859375,323736
2024-07-24,993.5438842773438,995.6500244140625,1018.2999877929688,972.5,973.0,743222
2024-07-25,1000.3045043945312,1002.4249877929688,1012.5,976.0,992.5250244140625,262422
2024-07-26,1010.6326904296875,1012.7750244140625,1036.5,1001.0,1009.5,216036
2024-07-29,1042.0660400390625,1044.2750244140625,1047.7249755859375,1017.25,1025.425048828125,345544
2024-07-30,1049.9991455078125,1052.2249755859375,1070.0999755859375,1037.625,1052.75,344008
2024-07-31,1021.4097900390625,1023.5750122070312,1079.0,997.0499877929688,1060.5,956202
2024-08-01,1009.7345581054688,1011.875,1046.125,1008.0,1012.5,353546
2024-08-02,971.4906005859375,973.5499877929688,1004.5750122070312,967.5,999.75,388084
2024-08-05,927.8082275390625,929.7750244140625,957.5750122070312,925.75,946.0,410016
2024-08-06,902.4120483398438,904.3250122070312,976.7249755859375,899.125,937.3250122070312,496450
2024-08-07,930.751953125,932.7249755859375,939.0,911.0999755859375,922.0,164830
2024-08-08,920.5236206054688,922.4749755859375,955.5,920.0,939.0,283230
2024-08-09,920.7232055664062,922.6749877929688,941.5,910.0,941.0250244140625,272592
2024-08-12,918.1536865234375,920.0999755859375,934.9749755859375,901.5,901.5,278394
2024-08-13,949.7117309570312,951.7249755859375,999.0,920.9000244140625,926.5,2178156
2024-08-14,947.5413818359375,949.5499877929688,961.5,930.625,957.5,259902
2024-08-16,952.655517578125,954.6749877929688,965.9749755859375,947.0750122070312,957.5,161030
2024-08-19,967.1747436523438,969.2249755859375,984.5,951.5250244140625,962.4000244140625,251812
2024-08-20,960.5138549804688,962.5499877929688,978.9749755859375,959.5750122070312,975.0,90714
2024-08-21,957.4953002929688,959.5250244140625,967.7249755859375,954.9749755859375,967.7249755859375,110336
2024-08-22,961.8360595703125,963.875,980.0,956.5499877929688,962.5,161930
2024-08-23,952.0817260742188,954.0999755859375,967.75,950.9749755859375,964.0499877929688,112182
2024-08-26,944.223388671875,946.2249755859375,972.0,941.25,962.0,120490
2024-08-27,947.4915161132812,949.5,956.5250244140625,938.0250244140625,947.5750122070312,143968
2024-08-28,974.6089477539062,976.6749877929688,1006.0,953.9500122070312,955.2000122070312,1241438
2024-08-29,957.1211547851562,959.1500244140625,983.9500122070312,950.5,980.0,190692
2024-08-30,956.173095703125,958.2000122070312,973.4249877929688,950.5,968.5,236556
2024-09-02,942.7515869140625,944.75,964.5,940.5,962.0,160076
2024-09-03,950.7595825195312,952.7750244140625,977.6749877929688,944.8250122070312,949.5,216954
2024-09-04,957.9193725585938,959.9500122070312,971.5,942.8250122070312,950.0,272204
2024-09-05,970.0281982421875,971.3250122070312,994.0,960.75,960.75,333120
2024-09-06,951.8275146484375,953.0999755859375,979.5750122070312,950.7750244140625,972.5,186890
2024-09-09,949.7553100585938,951.0250244140625,964.0,939.0250244140625,952.0250244140625,156582
2024-09-10,963.911376953125,965.2000122070312,969.25,950.5250244140625,951.0,110446
2024-09-11,961.7892456054688,963.0750122070312,985.0,952.0250244140625,967.9749755859375,841374
2024-09-12,995.8936157226562,997.2249755859375,1046.8499755859375,972.7999877929688,974.9500122070312,2893472
2024-09-13,1021.9588012695312,1023.3250122070312,1047.5,1008.0,1010.0,1289974
2024-09-16,1011.4977416992188,1012.8499755859375,1031.5,1007.0,1027.5,351440
2024-09-17,989.8766479492188,991.2000122070312,1032.5,988.9749755859375,1014.9749755859375,709782
2024-09-18,983.4602661132812,984.7750244140625,1008.5,980.25,998.4500122070312,342276
2024-09-19,975.0215454101562,976.3250122070312,993.5,960.7000122070312,993.5,247554
2024-09-20,945.7855834960938,947.0499877929688,982.875,942.5,978.7750244140625,602384
2024-09-23,933.9015502929688,935.1500244140625,968.9000244140625,929.0,967.0,509644
2024-09-24,927.3851928710938,928.625,943.4249877929688,919.5499877929688,936.0,336172
2024-09-25,920.7440795898438,921.9749755859375,933.5,913.7000122070312,933.5,223026
2024-09-26,908.6852416992188,909.9000244140625,937.2999877929688,905.9500122070312,930.3250122070312,347042
2024-09-27,905.4644775390625,906.6749877929688,917.0999755859375,903.0250244140625,913.9749755859375,258436
2024-09-30,898.1492919921875,899.3499755859375,912.2000122070312,895.5750122070312,905.5250244140625,188594
2024-10-01,915.6259155273438,916.8499755859375,929.5,895.7999877929688,902.7000122070312,542670
2024-10-03,897.4002685546875,898.5999755859375,916.0,895.0,916.0,213386
2024-10-04,889.2112426757812,890.4000244140625,905.4749755859375,880.5,896.5999755859375,180898
2024-10-07,853.43408203125,854.5750122070312,905.2999877929688,848.75,890.4000244140625,293212
2024-10-08,870.036865234375,871.2000122070312,875.0,847.7999877929688,854.2000122070312,204364
2024-10-09,883.8434448242188,885.0250244140625,895.0,870.75,884.0,245624
2024-10-10,877.5018920898438,878.6749877929688,890.0,870.0499877929688,885.0250244140625,157144
2024-10-11,886.0904541015625,887.2750244140625,900.0,872.2000122070312,880.5999755859375,214796
2024-10-14,890.7092895507812,891.9000244140625,894.9749755859375,880.0250244140625,891.5,149026
2024-10-15,885.790771484375,886.9749755859375,897.4749755859375,882.9249877929688,890.0,106532
2024-10-16,872.4336547851562,873.5999755859375,892.5,870.0,884.5250244140625,124846
2024-10-17,851.3118896484375,852.4500122070312,874.9500122070312,850.0,874.5,143726
2024-10-18,854.108154296875,855.25,862.2750244140625,837.5499877929688,848.0,213254
2024-10-21,871.6347045898438,872.7999877929688,892.3499755859375,870.0,876.0499877929688,406738
2024-10-22,836.0573120117188,837.1749877929688,877.1749877929688,834.1500244140625,877.0,264012
2024-10-23,826.220458984375,827.3250122070312,848.9000244140625,820.1749877929688,842.5,245528
2024-10-24,813.6123046875,814.7000122070312,833.9749755859375,810.625,832.0,160854
2024-10-25,784.5511474609375,785.5999755859375,820.9000244140625,778.1500244140625,817.2000122070312,278566
2024-10-28,752.3192749023438,753.3250122070312,795.0,735.0,785.0,1164972
2024-10-29,757.0629272460938,758.0750122070312,773.7249755859375,751.0,760.1500244140625,263974
2024-10-30,791.516845703125,792.5750122070312,808.0,770.6749877929688,780.0,1121150
2024-10-31,807.6702270507812,808.75,813.25,774.0,792.0750122070312,263274
2024-11-01,814.461181640625,815.5499877929688,822.0,810.0,812.2249755859375,52746
2024-11-04,794.26318359375,795.3250122070312,817.5750122070312,787.9000244140625,815.0499877929688,139760
2024-11-05,794.6126708984375,795.6749877929688,802.9749755859375,787.4749755859375,794.9749755859375,105400
2024-11-06,814.4861450195312,815.5750122070312,819.0250244140625,796.5250244140625,801.4249877929688,161544
2024-11-07,804.9239501953125,806.0,823.5499877929688,802.5,823.5499877929688,100134
2024-11-08,782.7286376953125,783.7750244140625,815.0,778.5,815.0,148894
2024-11-11,773.5408935546875,774.5750122070312,786.7999877929688,770.0,783.7750244140625,154358
2024-11-12,764.2283325195312,765.25,780.0,728.4249877929688,774.5750122070312,947332
2024-11-13,733.1698608398438,734.1500244140625,756.7999877929688,732.0,756.25,207568
2024-11-14,726.0543823242188,727.0250244140625,745.0999755859375,725.0,736.9749755859375,165286
2024-11-18,726.4537963867188,727.4249877929688,746.9000244140625,718.5750122070312,740.0,159840
2024-11-19,720.0374145507812,721.0,754.5,712.5,735.0,222596
2024-11-21,698.0667724609375,699.0,713.8250122070312,694.0,711.125,278260
2024-11-22,708.3779907226562,709.3250122070312,713.1500244140625,695.75,702.0,172344
2024-11-25,737.7886962890625,738.7750244140625,743.9749755859375,720.0250244140625,723.4500122070312,176612
2024-11-26,743.2813720703125,744.2750244140625,749.4749755859375,735.7249755859375,738.7750244140625,139384
2024-11-27,767.3241577148438,768.3499755859375,771.625,739.5,751.7249755859375,183236
2024-11-28,771.6932983398438,772.7249755859375,786.4249877929688,763.7000122070312,773.625,153672
2024-11-29,783.0531616210938,784.0999755859375,790.0,770.0,777.0,165554
2024-12-02,786.7232666015625,787.7750244140625,792.0,772.7999877929688,792.0,125656
2024-12-03,803.6007080078125,804.6749877929688,809.5,780.7999877929688,782.5250244140625,160194
2024-12-04,812.2141723632812,813.2999877929688,818.5,801.2999877929688,804.6749877929688,146154
2024-12-05,810.3167114257812,811.4000244140625,821.7999877929688,808.5,816.5,108986
2024-12-06,804.599365234375,805.6749877929688,821.9500122070312,804.0,821.9500122070312,162290
2024-12-09,806.4219360351562,807.5,814.0,802.0499877929688,807.125,120296
2024-12-10,867.4902954101562,868.6500244140625,875.0,805.0,815.5750122070312,3295816
2024-12-11,883.79345703125,884.9749755859375,898.8250122070312,865.625,874.5,867308
2024-12-12,852.4354248046875,853.5750122070312,883.1749877929688,852.0,883.1749877929688,307344
2024-12-13,880.4479370117188,881.625,894.5,844.5250244140625,851.0,3444432
2024-12-16,880.1483764648438,881.3250122070312,891.0,875.5,881.0999755859375,275310
2024-12-17,870.486328125,871.6500244140625,885.0,863.2750244140625,881.5250244140625,174784
2024-12-18,837.7051391601562,838.8250122070312,876.375,835.0,876.0999755859375,315858
2024-12-19,846.718017578125,847.8499755859375,853.5,813.0,830.0,366908
2024-12-20,818.53076171875,819.625,859.2249755859375,813.9749755859375,850.7000122070312,168446
2024-12-23,830.5646362304688,831.6749877929688,860.0,822.4249877929688,857.5,778834
2024-12-24,809.61767578125,810.7000122070312,831.4249877929688,806.9000244140625,831.4249877929688,215628
2024-12-26,798.9069213867188,799.9749755859375,819.9749755859375,798.0,811.375,213898
2024-12-27,782.6536865234375,783.7000122070312,807.0250244140625,779.0,799.0,273360
2024-12-30,763.3045654296875,764.3250122070312,788.1500244140625,760.5,787.0,272066
2024-12-31,762.7303466796875,763.75,768.4749755859375,757.5,764.3250122070312,137784
2025-01-01,771.8431396484375,772.875,776.5,765.0250244140625,768.0250244140625,133542
2025-01-02,791.61669921875,792.6749877929688,797.0,771.5250244140625,778.875,207700
2025-01-03,788.1213989257812,789.1749877929688,805.5,787.4749755859375,800.5,127950
2025-01-06,755.7146606445312,756.7249755859375,799.2000122070312,750.5250244140625,799.2000122070312,385750
2025-01-07,764.5278930664062,765.5499877929688,772.9749755859375,755.7249755859375,759.8499755859375,105320
2025-01-08,757.5123291015625,758.5250244140625,769.7750244140625,752.5,769.75,72218
2025-01-09,745.8029174804688,746.7999877929688,764.0,745.0,757.375,120600
2025-01-10,731.7218017578125,732.7000122070312,757.0,725.5,745.5999755859375,133582
2025-01-13,701.0377807617188,701.9749755859375,726.625,695.5,721.2750244140625,193960
2025-01-14,785.4000244140625,786.4500122070312,802.5,703.75,712.3250122070312,1965708
2025-01-15,780.1570434570312,781.2000122070312,786.0,757.5,776.0499877929688,278346
2025-01-16,753.49267578125,754.5,799.5,750.75,786.1749877929688,411418
2025-01-17,753.8421630859375,754.8499755859375,764.7999877929688,752.0499877929688,756.2750244140625,112414
2025-01-20,764.9024047851562,765.9249877929688,768.5,753.75,754.9749755859375,117978
2025-01-21,763.7039794921875,764.7249755859375,804.9749755859375,757.625,787.5,988148
2025-01-22,758.6607666015625,759.6749877929688,768.7249755859375,745.0,763.5,224984
2025-01-23,754.0918579101562,755.0999755859375,769.375,753.4249877929688,765.0499877929688,86554
2025-01-24,737.464111328125,738.4500122070312,766.4249877929688,730.375,766.4249877929688,224716
2025-01-27,688.8541259765625,689.7750244140625,735.0250244140625,673.2000122070312,735.0250244140625,365978
2025-01-28,680.3404541015625,681.25,698.2999877929688,663.0250244140625,685.9749755859375,350672
2025-01-29,698.765869140625,699.7000122070312,726.0250244140625,677.5,677.5,501966
2025-01-30,752.6188354492188,753.625,782.5,705.0,705.0750122070312,3704556
2025-01-31,800.4798583984375,801.5499877929688,824.0,764.1500244140625,764.5999755859375,622876
2025-02-01,780.3068237304688,781.3499755859375,818.9000244140625,770.5,810.0,171472
2025-02-03,731.12255859375,732.0999755859375,783.8499755859375,726.0499877929688,765.7000122070312,291963
2025-02-04,732.7703857421875,733.75,759.9500122070312,724.8499755859375,749.0,259067
2025-02-05,732.0213623046875,733.0,745.5999755859375,729.4000244140625,738.0,138123
2025-02-06,722.7837524414062,723.75,739.5,719.1500244140625,733.0,161865
2025-02-07,711.3489990234375,712.2999877929688,728.0,701.0,723.0,233879
2025-02-10,682.3876953125,683.2999877929688,721.4500122070312,679.0999755859375,715.6500244140625,282599
2025-02-11,655.923095703125,656.7999877929688,684.9000244140625,653.0,683.0,203016
2025-02-12,623.9158935546875,624.75,654.9500122070312,595.25,653.2000122070312,1104114
2025-02-13,629.45849609375,630.2999877929688,652.9000244140625,625.0,625.0,558968
2025-02-14,594.005859375,594.7999877929688,639.4500122070312,589.9500122070312,635.0,343773
2025-02-17,586.7156372070312,587.5,601.7999877929688,565.7000122070312,593.0,428776
2025-02-18,566.0932006835938,566.8499755859375,606.9000244140625,557.0,585.0,460374
2025-02-19,646.7353515625,647.5999755859375,674.0,559.1500244140625,563.75,879879
2025-02-20,608.885986328125,609.7000122070312,676.2000122070312,602.0,659.1500244140625,5209221
2025-02-21,604.1922607421875,605.0,617.5,591.4000244140625,609.7000122070312,1498224
2025-02-24,596.9020385742188,597.7000122070312,609.4000244140625,586.2000122070312,597.0499877929688,417029
2025-02-25,582.8707885742188,583.6500244140625,606.3499755859375,580.0,595.0,454712
2025-02-27,545.6205444335938,546.3499755859375,588.8499755859375,543.3499755859375,583.6500244140625,961252
2025-02-28,515.8104248046875,516.5,547.2999877929688,514.0,543.3499755859375,678153
2025-03-03,517.2085571289062,517.9000244140625,529.4000244140625,491.45001220703125,513.9500122070312,814222
2025-03-04,523.2005615234375,523.9000244140625,532.9500122070312,501.1000061035156,512.0,461731
2025-03-05,539.4288940429688,540.1500244140625,548.7999877929688,519.9500122070312,521.0,709100
2025-03-06,539.4788208007812,540.2000122070312,556.9500122070312,537.2000122070312,537.2000122070312,390149
2025-03-07,548.3668823242188,549.0999755859375,568.8499755859375,537.2000122070312,537.2000122070312,769666
2025-03-10,525.6472778320312,526.3499755859375,556.7000122070312,521.2000122070312,554.2999877929688,348732
2025-03-11,509.7685241699219,510.45001220703125,522.6500244140625,505.29998779296875,521.0,473280
2025-03-12,508.170654296875,508.8500061035156,524.7999877929688,501.95001220703125,510.1499938964844,345372
2025-03-13,496.1866760253906,496.8500061035156,515.8499755859375,494.1499938964844,507.0,491727
2025-03-17,492.4916076660156,493.1499938964844,509.0,489.79998779296875,495.0,467609
2025-03-18,492.4916076660156,493.1499938964844,493.1499938964844,493.1499938964844,493.1499938964844,0
2025-03-19,539.57861328125,540.2999877929688,544.0,524.75,527.6500244140625,502962
2025-03-20,544.671875,545.4000244140625,552.9500122070312,533.0,541.0,535661
2025-03-21,567.24169921875,568.0,573.0,538.0499877929688,542.4500122070312,802615
2025-03-24,661.1660766601562,662.0499877929688,672.9000244140625,574.7000122070312,574.7000122070312,13389877
2025-03-25,640.2440795898438,641.0999755859375,661.9000244140625,633.2000122070312,661.9000244140625,1869087
2025-03-26,616.9252319335938,617.75,645.0,615.0,639.0,749946
2025-03-27,604.5418090820312,605.3499755859375,622.7999877929688,600.0,614.0,855782
2025-03-28,591.0098876953125,591.7999877929688,624.9500122070312,575.0,608.0,523427
2025-04-01,605.1409912109375,605.9500122070312,615.9500122070312,581.3499755859375,582.5,549959
2025-04-02,611.0830688476562,611.9000244140625,618.6500244140625,588.0499877929688,609.0,312261
2025-04-03,619.0723876953125,619.9000244140625,626.0,598.0,604.0,283336
2025-04-04,605.7901000976562,606.5999755859375,624.3499755859375,593.7999877929688,619.0,314449
2025-04-07,586.865478515625,587.6500244140625,594.0,505.1499938964844,505.1499938964844,528104
2025-04-08,598.5498046875,599.3499755859375,614.4000244140625,589.0,600.0,267100
2025-04-09,586.21630859375,587.0,599.9000244140625,583.2999877929688,595.0,152113
2025-04-11,617.3247680664062,618.1500244140625,623.7000122070312,598.7999877929688,612.0499877929688,497195
2025-04-15,624.2155151367188,625.0499877929688,634.9500122070312,603.7999877929688,633.0,268180
2025-04-16,693.8224487304688,694.75,707.5999755859375,633.0,633.0,22076001
2025-04-17,699.714599609375,700.6500244140625,704.75,682.5499877929688,694.75,2374531
2025-04-21,706.0061645507812,706.9500122070312,716.2999877929688,694.0,701.0,865689
2025-04-22,701.062744140625,702.0,716.25,698.5499877929688,708.0499877929688,787142
2025-04-23,706.1060180664062,707.0499877929688,716.0,685.7999877929688,705.0,783601
2025-04-24,695.07080078125,696.0,713.8499755859375,691.5499877929688,707.9000244140625,336847
2025-04-25,674.0988159179688,675.0,698.0,659.0499877929688,694.0,699682
2025-04-28,674.5482177734375,675.4500122070312,685.4500122070312,665.4500122070312,672.0499877929688,354678
