date_,adj close_concordbio.ns,close_concordbio.ns,high_concordbio.ns,low_concordbio.ns,open_concordbio.ns,volume_concordbio.ns
2024-05-28,1379.2342529296875,1395.800048828125,1428.0,1355.0,1387.5,4968921
2024-05-29,1431.555908203125,1448.75,1529.8499755859375,1426.050048828125,1450.199951171875,1270565
2024-05-30,1432.1488037109375,1449.3499755859375,1487.0,1432.800048828125,1443.0,228090
2024-05-31,1446.1307373046875,1463.5,1489.0,1423.300048828125,1449.0,244318
2024-06-03,1429.7279052734375,1446.9000244140625,1490.449951171875,1434.6500244140625,1478.0,92182
2024-06-04,1396.230224609375,1413.0,1475.0,1327.050048828125,1450.0,115463
2024-06-05,1468.413330078125,1486.050048828125,1497.300048828125,1397.050048828125,1456.8499755859375,123783
2024-06-06,1449.58935546875,1467.0,1507.050048828125,1447.75,1506.0,146451
2024-06-07,1436.24951171875,1453.5,1475.0,1450.050048828125,1465.0,48040
2024-06-10,1430.6666259765625,1447.8499755859375,1472.0,1441.0999755859375,1461.9000244140625,135781
2024-06-11,1431.75341796875,1448.949951171875,1456.949951171875,1442.050048828125,1445.0,51485
2024-06-12,1414.56005859375,1431.550048828125,1454.0,1426.050048828125,1449.449951171875,49844
2024-06-13,1427.5538330078125,1444.699951171875,1456.699951171875,1432.0,1452.949951171875,49398
2024-06-14,1512.3355712890625,1530.5,1545.9000244140625,1441.4000244140625,1444.0,221609
2024-06-18,1563.9161376953125,1582.699951171875,1592.0,1526.6500244140625,1534.9000244140625,97548
2024-06-19,1557.1968994140625,1575.9000244140625,1585.550048828125,1541.6500244140625,1585.25,43629
2024-06-20,1553.1455078125,1571.800048828125,1583.199951171875,1557.550048828125,1576.5,54011
2024-06-21,1549.76708984375,1559.6500244140625,1595.4000244140625,1547.550048828125,1574.75,78790
2024-06-24,1512.3555908203125,1522.0,1559.949951171875,1516.0,1541.300048828125,31956
2024-06-25,1531.483642578125,1541.25,1555.0,1489.25,1509.0,54993
2024-06-26,1491.6378173828125,1501.1500244140625,1560.0,1460.5,1520.0,32629
2024-06-27,1551.35693359375,1561.25,1585.0,1481.1500244140625,1485.0,91786
2024-06-28,1539.2342529296875,1549.050048828125,1582.5999755859375,1527.0,1575.0,39342
2024-07-01,1518.317626953125,1528.0,1546.5,1520.0,1544.050048828125,52119
2024-07-02,1532.7257080078125,1542.5,1547.6500244140625,1513.800048828125,1536.550048828125,39357
2024-07-03,1579.72607421875,1589.800048828125,1597.949951171875,1550.0,1557.9000244140625,64359
2024-07-04,1706.0206298828125,1716.9000244140625,1745.0,1551.050048828125,1591.75,213822
2024-07-05,1673.031005859375,1683.699951171875,1715.050048828125,1665.0999755859375,1715.050048828125,120079
2024-07-08,1678.396728515625,1689.0999755859375,1702.5,1655.0,1694.9000244140625,44187
2024-07-09,1685.89892578125,1696.6500244140625,1715.0,1675.0,1689.0999755859375,61141
2024-07-10,1691.7615966796875,1702.550048828125,1799.0,1666.800048828125,1682.75,142564
2024-07-11,1679.1917724609375,1689.9000244140625,1717.0,1672.75,1703.0999755859375,29685
2024-07-12,1679.1917724609375,1689.9000244140625,1713.1500244140625,1669.25,1676.0,37920
2024-07-15,1702.393798828125,1713.25,1720.949951171875,1677.5,1700.0,103468
2024-07-16,1691.0660400390625,1701.8499755859375,1738.949951171875,1679.0,1738.949951171875,52663
2024-07-18,1685.4517822265625,1696.199951171875,1705.949951171875,1680.050048828125,1701.8499755859375,33841
2024-07-19,1661.95166015625,1672.550048828125,1706.199951171875,1631.300048828125,1706.199951171875,34139
2024-07-22,1652.462158203125,1663.0,1710.0,1636.949951171875,1636.949951171875,75460
2024-07-23,1709.1507568359375,1720.050048828125,1729.3499755859375,1653.25,1661.0,105573
2024-07-24,1710.044921875,1720.949951171875,1756.300048828125,1695.050048828125,1730.0,50479
2024-07-25,1683.9613037109375,1694.699951171875,1728.550048828125,1690.050048828125,1720.949951171875,50917
2024-07-26,1691.8609619140625,1702.6500244140625,1711.699951171875,1687.050048828125,1705.0,29036
2024-07-29,1675.1673583984375,1685.8499755859375,1721.8499755859375,1670.0,1711.0,35781
2024-07-30,1634.9737548828125,1645.4000244140625,1708.199951171875,1638.1500244140625,1689.5999755859375,58687
2024-07-31,1630.00537109375,1640.4000244140625,1664.949951171875,1626.1500244140625,1663.4000244140625,158890
2024-08-01,1590.8052978515625,1600.949951171875,1655.0999755859375,1580.550048828125,1651.6500244140625,62113
2024-08-02,1569.2926025390625,1579.300048828125,1608.5,1568.75,1604.9000244140625,75538
2024-08-05,1533.8187255859375,1543.5999755859375,1577.5,1515.9000244140625,1540.0,58733
2024-08-06,1536.55126953125,1546.3499755859375,1565.949951171875,1479.449951171875,1560.0,122665
2024-08-07,1567.5537109375,1577.550048828125,1640.0,1525.0,1640.0,55272
2024-08-08,1575.403564453125,1585.449951171875,1629.199951171875,1570.0999755859375,1570.0999755859375,50212
2024-08-09,1543.80517578125,1553.6500244140625,1624.9000244140625,1543.449951171875,1587.300048828125,136520
2024-08-12,1500.978271484375,1510.550048828125,1546.3499755859375,1478.699951171875,1546.3499755859375,159933
2024-08-13,1547.7301025390625,1557.5999755859375,1576.949951171875,1472.699951171875,1502.449951171875,84487
2024-08-14,1562.13818359375,1572.0999755859375,1585.25,1548.449951171875,1561.0,52266
2024-08-16,1623.8446044921875,1634.199951171875,1655.75,1573.300048828125,1577.75,100537
2024-08-19,1631.64501953125,1642.050048828125,1679.0,1609.800048828125,1634.0,40395
2024-08-20,1645.0594482421875,1655.550048828125,1670.949951171875,1623.449951171875,1645.550048828125,57968
2024-08-21,1599.3509521484375,1609.550048828125,1686.949951171875,1601.050048828125,1686.949951171875,45853
2024-08-22,1588.47021484375,1598.5999755859375,1641.3499755859375,1592.0,1595.800048828125,34058
2024-08-23,1633.3341064453125,1643.75,1659.199951171875,1585.25,1585.25,43710
2024-08-26,1602.6796875,1612.9000244140625,1649.949951171875,1586.050048828125,1640.0,124761
2024-08-27,1582.4586181640625,1592.550048828125,1617.449951171875,1570.0,1612.9000244140625,40635
2024-08-28,1602.3814697265625,1612.5999755859375,1628.800048828125,1584.5,1604.0,47377
2024-08-29,1694.792236328125,1705.5999755859375,1815.0,1582.0,1629.949951171875,2265950
2024-08-30,1655.3438720703125,1665.9000244140625,1719.449951171875,1645.050048828125,1705.5999755859375,457144
2024-09-02,1723.558837890625,1734.550048828125,1760.0,1694.75,1700.0,592587
2024-09-03,1757.4427490234375,1768.6500244140625,1777.5,1734.550048828125,1743.050048828125,251338
2024-09-04,1776.12353515625,1787.449951171875,1803.6500244140625,1740.449951171875,1746.699951171875,187257
2024-09-05,1841.9537353515625,1853.699951171875,1900.0,1795.0,1800.0,714764
2024-09-06,1824.2666015625,1835.9000244140625,1914.449951171875,1825.0,1864.0,264402
2024-09-09,1842.6494140625,1854.4000244140625,1862.949951171875,1821.6500244140625,1829.949951171875,281657
2024-09-10,1885.6253662109375,1897.6500244140625,1920.0,1843.3499755859375,1860.0,258849
2024-09-11,1928.7005615234375,1941.0,1948.949951171875,1879.0,1897.6500244140625,194126
2024-09-12,1992.046630859375,2004.75,2063.050048828125,1926.0999755859375,1956.949951171875,174125
2024-09-13,2066.124267578125,2079.300048828125,2138.75,1988.449951171875,2000.0,435094
2024-09-16,2072.732177734375,2085.949951171875,2117.0,2035.4000244140625,2050.0,206071
2024-09-17,2063.0439453125,2076.199951171875,2115.449951171875,2025.5999755859375,2086.050048828125,197963
2024-09-18,2167.726318359375,2181.550048828125,2332.199951171875,2040.0,2075.75,172976
2024-09-19,2236.2890625,2250.550048828125,2299.949951171875,2132.5,2197.199951171875,451684
2024-09-20,2584.617919921875,2601.10009765625,2664.0,2140.0,2250.14990234375,4008375
2024-09-23,2367.25390625,2382.35009765625,2609.60009765625,2361.10009765625,2507.25,838159
2024-09-24,2210.404052734375,2224.5,2412.25,2210.0,2370.0,345040
2024-09-25,2210.751953125,2224.85009765625,2313.89990234375,2184.550048828125,2249.949951171875,278050
2024-09-26,2118.142333984375,2131.64990234375,2260.0,2115.0,2225.0,153149
2024-09-27,2034.8238525390625,2047.800048828125,2190.0,2030.0,2151.39990234375,181039
2024-09-30,2019.6705322265625,2032.550048828125,2066.449951171875,1949.5999755859375,2048.10009765625,243676
2024-10-01,1967.2547607421875,1979.800048828125,2038.3499755859375,1962.25,2035.3499755859375,67646
2024-10-03,1911.410888671875,1923.5999755859375,1995.449951171875,1910.050048828125,1960.0,82006
2024-10-04,1909.0758056640625,1921.25,1994.0,1872.050048828125,1925.0,118885
2024-10-07,1825.3099365234375,1836.949951171875,1953.9000244140625,1826.050048828125,1921.9000244140625,100362
2024-10-08,1888.407470703125,1900.449951171875,1938.050048828125,1820.0,1831.0,84530
2024-10-09,1936.2027587890625,1948.550048828125,1989.0,1915.050048828125,1939.949951171875,79768
2024-10-10,1866.050048828125,1877.949951171875,1977.75,1868.0,1963.6500244140625,62758
2024-10-11,1883.637939453125,1895.6500244140625,1920.0,1861.050048828125,1890.0,42788
2024-10-14,1910.0694580078125,1922.25,1960.0,1877.050048828125,1899.949951171875,102209
2024-10-15,1922.3411865234375,1934.5999755859375,1952.9000244140625,1920.8499755859375,1952.9000244140625,37350
2024-10-16,1985.6375732421875,1998.300048828125,2033.75,1922.949951171875,1934.6500244140625,183155
2024-10-17,2006.1070556640625,2018.9000244140625,2120.5,2000.0,2034.0,375127
2024-10-18,2005.262451171875,2018.050048828125,2043.449951171875,1958.0999755859375,1996.0,78649
2024-10-21,1942.810546875,1955.199951171875,2029.75,1930.300048828125,2018.050048828125,46320
2024-10-22,1827.396728515625,1839.050048828125,1953.800048828125,1818.199951171875,1953.800048828125,113073
2024-10-23,1831.6693115234375,1843.3499755859375,1881.300048828125,1801.25,1837.0,67039
2024-10-24,1803.4493408203125,1814.949951171875,1869.300048828125,1803.800048828125,1845.8499755859375,72162
2024-10-25,1795.9471435546875,1807.4000244140625,1845.050048828125,1773.5999755859375,1824.199951171875,97504
2024-10-28,1817.26123046875,1828.8499755859375,1848.0,1761.5999755859375,1780.300048828125,53402
2024-10-29,1808.964111328125,1820.5,1848.0,1795.0,1825.0,53829
2024-10-30,1794.5560302734375,1806.0,1875.199951171875,1793.300048828125,1820.5,82741
2024-10-31,1818.7021484375,1830.300048828125,1882.3499755859375,1810.199951171875,1810.199951171875,185703
2024-11-01,1849.5057373046875,1861.300048828125,1875.0999755859375,1832.3499755859375,1832.3499755859375,9377
2024-11-04,1803.7474365234375,1815.25,1875.300048828125,1795.0,1875.300048828125,29733
2024-11-05,1799.375244140625,1810.8499755859375,1830.0,1802.1500244140625,1815.25,58030
2024-11-06,1826.6016845703125,1838.25,1842.949951171875,1810.050048828125,1810.050048828125,36096
2024-11-07,1816.1185302734375,1827.699951171875,1869.8499755859375,1824.050048828125,1838.300048828125,28769
2024-11-08,1838.2772216796875,1850.0,1867.0999755859375,1804.5,1827.699951171875,43172
2024-11-11,1871.0184326171875,1882.949951171875,1927.699951171875,1823.050048828125,1849.949951171875,249836
2024-11-12,1850.4495849609375,1862.25,1933.949951171875,1858.050048828125,1912.0,50673
2024-11-13,1842.00341796875,1853.75,1908.449951171875,1836.050048828125,1895.0,95313
2024-11-14,1885.724609375,1897.75,1915.0999755859375,1834.0,1835.5,76738
2024-11-18,1902.8653564453125,1915.0,1933.75,1844.949951171875,1929.949951171875,62414
2024-11-19,1888.854736328125,1900.9000244140625,1938.0,1872.050048828125,1915.0,36596
2024-11-21,1978.5823974609375,1991.199951171875,2019.0,1905.0,1905.949951171875,396104
2024-11-22,2006.5045166015625,2019.300048828125,2045.0,1959.1500244140625,1992.1500244140625,74968
2024-11-25,2048.735107421875,2061.800048828125,2097.0,2004.449951171875,2073.0,166279
2024-11-26,2059.56591796875,2072.699951171875,2100.85009765625,2011.800048828125,2070.0,94373
2024-11-27,2054.5478515625,2067.64990234375,2093.0,2014.1500244140625,2088.89990234375,63758
2024-11-28,2020.8131103515625,2033.699951171875,2083.0,2023.800048828125,2066.0,33801
2024-11-29,2114.018798828125,2127.5,2145.0,2031.050048828125,2040.0,91057
2024-12-02,2170.4091796875,2184.25,2208.449951171875,2129.89990234375,2145.0,178038
2024-12-03,2183.72412109375,2197.64990234375,2220.0,2167.0,2220.0,75806
2024-12-04,2167.279296875,2181.10009765625,2220.0,2135.10009765625,2199.0,79147
2024-12-05,2184.419921875,2198.35009765625,2207.0,2140.35009765625,2161.0,58728
2024-12-06,2157.938720703125,2171.699951171875,2198.0,2136.10009765625,2195.10009765625,65346
2024-12-09,2088.431884765625,2101.75,2185.0,2090.0,2185.0,56040
2024-12-10,2079.787109375,2093.050048828125,2109.60009765625,2072.60009765625,2090.0,45558
2024-12-11,2180.79296875,2194.699951171875,2216.5,2071.050048828125,2124.800048828125,103440
2024-12-12,2128.8740234375,2142.449951171875,2206.0,2130.0,2199.35009765625,50781
2024-12-13,2098.020751953125,2111.39990234375,2145.0,2095.800048828125,2139.85009765625,30840
2024-12-16,2090.1708984375,2103.5,2133.0,2080.85009765625,2117.449951171875,38276
2024-12-17,2046.0523681640625,2059.10009765625,2103.5,2035.5,2103.5,89415
2024-12-18,2159.578369140625,2173.35009765625,2185.5,2050.050048828125,2078.0,225175
2024-12-19,2111.7333984375,2125.199951171875,2178.800048828125,2110.050048828125,2130.35009765625,121853
2024-12-20,2115.857177734375,2129.35009765625,2162.949951171875,2096.050048828125,2150.0,55257
2024-12-23,2122.365478515625,2135.89990234375,2153.0,2062.0,2125.0,61779
2024-12-24,2137.419677734375,2151.050048828125,2182.0,2099.89990234375,2128.25,24792
2024-12-26,2175.278076171875,2189.14990234375,2235.0,2115.050048828125,2153.800048828125,89816
2024-12-27,2151.47998046875,2165.199951171875,2207.800048828125,2148.0,2202.550048828125,41423
2024-12-30,2178.4580078125,2192.35009765625,2241.0,2141.64990234375,2151.050048828125,102803
2024-12-31,2196.7412109375,2210.75,2401.0,2192.35009765625,2217.5,1261993
2025-01-01,2135.13427734375,2148.75,2219.949951171875,2131.050048828125,2211.10009765625,135544
2025-01-02,2108.40478515625,2121.85009765625,2164.89990234375,2094.25,2164.89990234375,74186
2025-01-03,2070.695068359375,2083.89990234375,2137.699951171875,2075.550048828125,2128.39990234375,40195
2025-01-06,2141.394287109375,2155.050048828125,2201.0,2086.550048828125,2114.0,189345
2025-01-07,2159.1806640625,2172.949951171875,2188.0,2143.75,2173.800048828125,93785
2025-01-08,2248.560791015625,2262.89990234375,2285.0,2152.300048828125,2175.0,314790
2025-01-09,2305.447998046875,2320.14990234375,2345.0,2246.199951171875,2262.0,334251
2025-01-10,2242.201416015625,2256.5,2310.050048828125,2184.75,2310.050048828125,129599
2025-01-13,2252.83349609375,2267.199951171875,2359.0,2187.25,2255.89990234375,367096
2025-01-14,2312.652099609375,2327.39990234375,2340.0,2276.10009765625,2301.85009765625,129256
2025-01-15,2238.673828125,2252.949951171875,2357.39990234375,2215.10009765625,2327.39990234375,186728
2025-01-16,2226.55126953125,2240.75,2315.0,2225.10009765625,2261.75,76577
2025-01-17,2164.19873046875,2178.0,2254.75,2173.800048828125,2236.0,47326
2025-01-20,2154.957763671875,2168.699951171875,2253.25,2154.949951171875,2208.0,124160
2025-01-21,2146.760009765625,2160.449951171875,2226.85009765625,2150.0,2170.10009765625,348210
2025-01-22,2107.11279296875,2120.550048828125,2163.5,2095.0,2160.449951171875,55846
2025-01-23,2111.3359375,2124.800048828125,2172.949951171875,2101.0,2101.0,32973
2025-01-24,2083.264892578125,2096.550048828125,2156.449951171875,2076.699951171875,2127.699951171875,78190
2025-01-27,1968.19873046875,1980.75,2089.050048828125,1951.0,2087.39990234375,102902
2025-01-28,2030.2529296875,2043.199951171875,2097.949951171875,1945.050048828125,1980.0,130706
2025-01-29,2038.5501708984375,2051.550048828125,2066.0,2003.0,2012.550048828125,38008
2025-01-30,2053.455078125,2066.550048828125,2098.050048828125,2038.5,2052.25,165638
2025-01-31,2140.99658203125,2154.64990234375,2226.949951171875,2057.949951171875,2057.949951171875,103664
2025-02-01,2086.544189453125,2099.85009765625,2154.449951171875,2084.25,2131.10009765625,62888
2025-02-03,2126.340087890625,2139.89990234375,2150.0,2050.0,2050.0,30183
2025-02-04,2223.073486328125,2237.25,2265.0,2156.800048828125,2172.0,112855
2025-02-05,2258.398193359375,2272.800048828125,2309.949951171875,2233.550048828125,2278.699951171875,141113
2025-02-06,2327.3583984375,2342.199951171875,2347.050048828125,2245.0,2245.550048828125,124229
2025-02-07,2330.73681640625,2345.60009765625,2369.85009765625,2313.89990234375,2349.10009765625,65795
2025-02-10,2221.036376953125,2235.199951171875,2451.699951171875,2215.449951171875,2350.0,548445
2025-02-11,2117.6953125,2131.199951171875,2253.949951171875,2075.800048828125,2240.0,124226
2025-02-12,2105.57275390625,2119.0,2156.800048828125,2085.64990234375,2131.199951171875,56475
2025-02-13,2098.31884765625,2111.699951171875,2184.89990234375,2090.0,2117.050048828125,60836
2025-02-14,1681.5765380859375,1692.300048828125,2000.0,1689.4000244140625,2000.0,1049039
2025-02-17,1671.7392578125,1682.4000244140625,1728.949951171875,1482.5999755859375,1668.4000244140625,1130976
2025-02-18,1747.2576904296875,1758.4000244140625,1841.0,1662.050048828125,1675.0,645389
2025-02-19,1668.211669921875,1678.8499755859375,1754.9000244140625,1660.0,1754.9000244140625,131473
2025-02-20,1667.3671875,1678.0,1710.050048828125,1622.0,1655.0,92052
2025-02-21,1639.7432861328125,1650.199951171875,1692.949951171875,1632.0,1677.0,109044
2025-02-24,1677.3037109375,1688.0,1717.0,1550.0999755859375,1640.0,135314
2025-02-25,1618.329833984375,1628.6500244140625,1699.0,1615.0999755859375,1699.0,68533
2025-02-27,1579.229248046875,1589.300048828125,1633.449951171875,1557.8499755859375,1628.6500244140625,125156
2025-02-28,1486.6197509765625,1496.0999755859375,1577.050048828125,1480.050048828125,1577.050048828125,202243
2025-03-03,1511.759521484375,1521.4000244140625,1542.6500244140625,1510.0,1510.0,81181
2025-03-04,1732.4520263671875,1743.5,1794.4000244140625,1506.050048828125,1521.4000244140625,1857804
2025-03-05,1736.376953125,1747.449951171875,1805.4000244140625,1684.5999755859375,1684.5999755859375,553263
2025-03-06,1736.1783447265625,1747.25,1776.0,1731.0999755859375,1747.449951171875,90536
2025-03-07,1714.6158447265625,1725.550048828125,1761.0999755859375,1710.050048828125,1747.25,39561
2025-03-10,1666.4232177734375,1677.050048828125,1749.9000244140625,1669.5,1749.9000244140625,38065
2025-03-11,1633.5328369140625,1643.949951171875,1688.0,1631.25,1670.0,48249
2025-03-12,1611.6722412109375,1621.949951171875,1660.199951171875,1571.0,1660.199951171875,77112
2025-03-13,1638.699951171875,1649.1500244140625,1661.9000244140625,1600.0999755859375,1646.9000244140625,43839
2025-03-17,1583.7503662109375,1593.8499755859375,1645.949951171875,1580.0,1640.0,40866
2025-03-18,1583.7503662109375,1593.8499755859375,1593.8499755859375,1593.8499755859375,1593.8499755859375,0
2025-03-19,1641.283447265625,1651.75,1705.949951171875,1618.050048828125,1678.699951171875,141998
2025-03-20,1632.8870849609375,1643.300048828125,1676.949951171875,1595.4000244140625,1676.949951171875,184649
2025-03-21,1669.6029052734375,1680.25,1693.0,1640.050048828125,1651.949951171875,62058
2025-03-24,1651.865966796875,1662.4000244140625,1746.5999755859375,1646.1500244140625,1680.0,68474
2025-03-25,1679.837646484375,1690.550048828125,1699.800048828125,1626.800048828125,1686.9000244140625,122651
2025-03-26,1643.419921875,1653.9000244140625,1705.0,1642.199951171875,1705.0,93716
