date_,adj close_hdfclife.ns,close_hdfclife.ns,high_hdfclife.ns,low_hdfclife.ns,open_hdfclife.ns,volume_hdfclife.ns
2024-03-13,606.3064575195312,610.0499877929688,626.7000122070312,604.0499877929688,623.25,2840155
2024-03-14,618.431640625,622.25,624.5,598.2000122070312,603.0,3750622
2024-03-15,628.4696655273438,632.3499755859375,634.7999877929688,611.2999877929688,620.0,4896049
2024-03-18,630.2089233398438,634.0999755859375,636.5499877929688,628.25,634.9500122070312,2911589
2024-03-19,628.6187744140625,632.5,636.5,623.3499755859375,634.0,3861068
2024-03-20,622.55615234375,626.4000244140625,632.5,619.4000244140625,630.0,1712459
2024-03-21,618.431640625,622.25,639.0,620.0,629.0,7197320
2024-03-22,620.0217895507812,623.8499755859375,628.6500244140625,616.0,623.9000244140625,3636733
2024-03-26,623.0531616210938,626.9000244140625,642.7999877929688,625.5,638.8499755859375,13822598
2024-03-27,622.5064697265625,626.3499755859375,638.4000244140625,624.0499877929688,627.5,13848953
2024-03-28,629.4635620117188,633.3499755859375,638.75,626.3499755859375,626.3499755859375,6878964
2024-04-01,630.85498046875,634.75,638.0,628.0,638.0,3874744
2024-04-02,628.0224609375,631.9000244140625,641.6500244140625,631.0999755859375,631.0999755859375,5179918
2024-04-03,620.270263671875,624.0999755859375,630.0,620.4000244140625,629.8499755859375,3822465
2024-04-04,618.5807495117188,622.4000244140625,626.5,618.0999755859375,625.0,3858229
2024-04-05,625.5377807617188,629.4000244140625,630.4500122070312,616.2999877929688,621.0,3860995
2024-04-08,630.705810546875,634.5999755859375,635.9000244140625,626.5499877929688,630.0,3403360
2024-04-09,630.0598754882812,633.9500122070312,639.1500244140625,632.6500244140625,639.0,2873703
2024-04-10,617.686279296875,621.5,637.0999755859375,620.0,636.0,6753666
2024-04-12,614.7046508789062,618.5,624.0,616.25,621.0,5081775
2024-04-15,609.188720703125,612.9500122070312,616.5,604.0999755859375,610.0499877929688,2594888
2024-04-16,600.8899536132812,604.5999755859375,611.0999755859375,600.5999755859375,609.0499877929688,4970256
2024-04-18,601.9335327148438,605.6500244140625,624.0,604.1500244140625,618.0,11984298
2024-04-19,597.858642578125,601.5499877929688,604.4000244140625,581.0999755859375,600.0,10243493
2024-04-22,602.231689453125,605.9500122070312,608.8499755859375,598.0999755859375,601.8499755859375,3076888
2024-04-23,597.461181640625,601.1500244140625,609.1500244140625,598.0,606.0499877929688,4527775
2024-04-24,590.5537719726562,594.2000122070312,601.0999755859375,593.0,600.0499877929688,4095087
2024-04-25,591.0507202148438,594.7000122070312,596.4000244140625,585.5999755859375,595.4500122070312,6150372
2024-04-26,584.24267578125,587.8499755859375,603.4000244140625,587.0,597.0,3094364
2024-04-29,571.5709228515625,575.0999755859375,591.9500122070312,571.0,590.0,8879207
2024-04-30,580.0684814453125,583.6500244140625,588.5,576.0499877929688,576.5499877929688,9926485
2024-05-02,572.8132934570312,576.3499755859375,586.5499877929688,573.4000244140625,584.2999877929688,8292342
2024-05-03,562.4274291992188,565.9000244140625,581.7999877929688,565.25,581.7999877929688,8574215
2024-05-06,551.6439819335938,555.0499877929688,569.9000244140625,550.2000122070312,569.9000244140625,8759027
2024-05-07,548.9605102539062,552.3499755859375,561.9500122070312,549.5999755859375,559.5,7783593
2024-05-08,547.072265625,550.4500122070312,553.9500122070312,548.0,552.0999755859375,6715043
2024-05-09,536.2390747070312,539.5499877929688,551.9000244140625,538.0,551.0499877929688,13570152
2024-05-10,545.183837890625,548.5499877929688,553.7999877929688,539.5499877929688,542.7999877929688,7524779
2024-05-13,556.2158203125,559.6500244140625,568.4500122070312,547.1500244140625,553.7999877929688,7867089
2024-05-14,558.1041259765625,561.5499877929688,568.0,560.0,566.0,5348599
2024-05-15,552.5384521484375,555.9500122070312,562.0,555.0,561.5499877929688,2415161
2024-05-16,563.5703735351562,567.0499877929688,568.2000122070312,550.7000122070312,557.0,4543902
2024-05-17,566.7010498046875,570.2000122070312,572.0,561.4500122070312,567.0499877929688,3992575
2024-05-21,562.1292724609375,565.5999755859375,570.0,563.0499877929688,569.4000244140625,5583840
2024-05-22,556.961181640625,560.4000244140625,566.7999877929688,559.6500244140625,565.5999755859375,3820060
2024-05-23,562.1790161132812,565.6500244140625,569.2000122070312,558.0499877929688,564.0,7106820
2024-05-24,561.6322631835938,565.0999755859375,571.7999877929688,563.4500122070312,565.0,3433290
2024-05-27,560.78759765625,564.25,569.2999877929688,562.0999755859375,565.2000122070312,2624929
2024-05-28,574.9004516601562,578.4500122070312,579.9500122070312,563.6500244140625,567.0,5797999
2024-05-29,558.4022827148438,561.8499755859375,578.4500122070312,560.9000244140625,578.4500122070312,6259646
2024-05-30,547.370361328125,550.75,563.8499755859375,548.25,552.75,6312875
2024-05-31,546.4758911132812,549.8499755859375,556.2999877929688,546.5499877929688,551.9000244140625,9707990
2024-06-03,546.724365234375,550.0999755859375,569.25,547.0499877929688,568.9500122070312,9263670
2024-06-04,531.17041015625,534.4500122070312,555.0,511.3999938964844,555.0,9783762
2024-06-05,548.5630493164062,551.9500122070312,554.2999877929688,536.0999755859375,540.0,3234914
2024-06-06,551.8427734375,555.25,558.75,550.4000244140625,555.0,3970217
2024-06-07,559.4955444335938,562.9500122070312,563.5999755859375,553.5,555.0499877929688,3382962
2024-06-10,565.7072143554688,569.2000122070312,574.5499877929688,561.2999877929688,563.25,3863289
2024-06-11,568.1918334960938,571.7000122070312,576.9000244140625,566.2000122070312,571.5,6417670
2024-06-12,569.1856689453125,572.7000122070312,577.75,569.5999755859375,571.7000122070312,4304369
2024-06-13,589.8580322265625,593.5,598.4000244140625,565.0,565.0,24352341
2024-06-14,594.6782836914062,598.3499755859375,601.7999877929688,594.0499877929688,599.1500244140625,7308942
2024-06-18,597.5108642578125,601.2000122070312,605.0,591.7999877929688,596.8499755859375,5120280
2024-06-19,592.54150390625,596.2000122070312,605.1500244140625,592.3499755859375,602.0999755859375,4453729
2024-06-20,586.4788818359375,590.0999755859375,597.5,582.7000122070312,596.2000122070312,6133067
2024-06-21,579.3486328125,580.9500122070312,592.5999755859375,580.0,588.0,7263396
2024-06-24,577.9026489257812,579.5,582.4500122070312,575.6500244140625,580.0,3226301
2024-06-25,589.321044921875,590.9500122070312,592.25,576.9500122070312,579.0,6593288
2024-06-26,587.42626953125,589.0499877929688,599.0,587.2000122070312,591.6500244140625,3672989
2024-06-27,591.61474609375,593.25,595.0,586.5999755859375,589.0499877929688,4772196
2024-06-28,593.4097290039062,595.0499877929688,599.7999877929688,590.0,594.0,3646272
2024-07-01,599.0940551757812,600.75,603.0499877929688,589.5999755859375,590.1500244140625,3342913
2024-07-02,588.1741943359375,589.7999877929688,603.75,586.5,603.7000122070312,6477279
2024-07-03,594.5067749023438,596.1500244140625,598.8499755859375,590.5,592.4000244140625,2134587
2024-07-04,602.2852172851562,603.9500122070312,607.2999877929688,594.2999877929688,596.0,5028421
2024-07-05,605.6758422851562,607.3499755859375,608.7999877929688,600.6500244140625,606.2000122070312,3493050
2024-07-08,619.1885375976562,620.9000244140625,622.0499877929688,608.5999755859375,609.0,6800857
2024-07-09,621.9309692382812,623.6500244140625,629.3499755859375,620.9000244140625,622.0,5000797
2024-07-10,631.005859375,632.75,640.75,615.5999755859375,624.0,6186968
2024-07-11,632.501708984375,634.25,636.5999755859375,629.2999877929688,635.9500122070312,3573349
2024-07-12,633.798095703125,635.5499877929688,636.4000244140625,627.0999755859375,634.0,2643647
2024-07-15,636.2911987304688,638.0499877929688,648.0,630.5,635.5499877929688,6951688
2024-07-16,644.9672241210938,646.75,655.0,633.3499755859375,642.0,9167071
2024-07-18,647.111328125,648.9000244140625,651.4000244140625,641.0999755859375,646.75,3975243
2024-07-19,634.1471557617188,635.9000244140625,646.0,634.1500244140625,644.6500244140625,2496778
2024-07-22,635.64306640625,637.4000244140625,641.0,628.9500122070312,631.9000244140625,3854108
2024-07-23,642.1749877929688,643.9500122070312,649.7000122070312,623.25,642.0,9082995
2024-07-24,670.9454345703125,672.7999877929688,675.0,639.2999877929688,639.5999755859375,12377638
2024-07-25,681.2669677734375,683.1500244140625,685.5999755859375,665.5499877929688,666.0,9386864
2024-07-26,701.4111938476562,703.3499755859375,709.7999877929688,682.0499877929688,683.1500244140625,8933046
2024-07-29,694.9291381835938,696.8499755859375,710.0,693.75,703.5499877929688,4676765
2024-07-30,695.2781982421875,697.2000122070312,708.3499755859375,683.9000244140625,696.0999755859375,6134510
2024-07-31,713.5277709960938,715.5,719.0,693.0999755859375,697.2000122070312,6683204
2024-08-01,711.6329345703125,713.5999755859375,722.5,710.0499877929688,715.0,4074648
2024-08-02,705.4500732421875,707.4000244140625,712.75,699.0499877929688,707.5,2710858
2024-08-05,708.9404296875,710.9000244140625,713.9000244140625,690.0499877929688,693.0,9327217
2024-08-06,677.7266845703125,679.5999755859375,719.0,677.2999877929688,711.6500244140625,6106310
2024-08-07,694.330810546875,696.25,697.7000122070312,682.0999755859375,682.0999755859375,5154327
2024-08-08,708.3919067382812,710.3499755859375,713.2000122070312,689.7000122070312,691.0999755859375,5953315
2024-08-09,700.4638671875,702.4000244140625,715.0,701.4500122070312,714.2000122070312,2848313
2024-08-12,700.5137329101562,702.4500122070312,713.6500244140625,692.2000122070312,698.5999755859375,3723417
2024-08-13,683.11181640625,685.0,707.2999877929688,677.5,698.0999755859375,5741391
2024-08-14,684.4580688476562,686.3499755859375,690.5999755859375,676.4000244140625,686.0,2962358
2024-08-16,687.4996948242188,689.4000244140625,690.5999755859375,664.6500244140625,664.6500244140625,4584181
2024-08-19,683.8098754882812,685.7000122070312,689.4000244140625,678.5,689.4000244140625,2352893
2024-08-20,708.6412353515625,710.5999755859375,713.0,684.0499877929688,687.0,6828474
2024-08-21,722.5527954101562,724.5499877929688,727.5999755859375,708.6500244140625,714.3499755859375,6186935
2024-08-22,723.998779296875,726.0,729.9000244140625,720.0499877929688,726.0,3889249
2024-08-23,726.9905395507812,729.0,730.5,723.4500122070312,725.0,3898989
2024-08-26,723.6497802734375,725.6500244140625,734.0,719.25,734.0,2131814
2024-08-27,737.5114135742188,739.5499877929688,742.4500122070312,719.2999877929688,724.0,5627130
2024-08-28,740.0543823242188,742.0999755859375,746.5499877929688,734.0499877929688,739.9500122070312,2995930
2024-08-29,734.8687744140625,736.9000244140625,748.5,731.8499755859375,740.0,3962913
2024-08-30,736.663818359375,738.7000122070312,742.7000122070312,733.5,736.9000244140625,6227807
2024-09-02,743.24560546875,745.2999877929688,754.0,739.8499755859375,743.1500244140625,3073926
2024-09-03,756.6585083007812,758.75,761.2000122070312,741.6500244140625,754.0,6268050
2024-09-04,756.7083740234375,758.7999877929688,759.4500122070312,748.4000244140625,751.7000122070312,3031650
2024-09-05,749.7775268554688,751.8499755859375,758.6500244140625,750.4000244140625,758.0,1759438
2024-09-06,736.3646240234375,738.4000244140625,754.0999755859375,736.0499877929688,750.0,2765612
2024-09-09,733.7717895507812,735.7999877929688,749.0,731.25,735.0999755859375,2635184
2024-09-10,700.9625244140625,702.9000244140625,732.1500244140625,701.2000122070312,730.0,7366304
2024-09-11,698.2200927734375,700.1500244140625,704.2999877929688,696.0,701.0,4604184
2024-09-12,712.580322265625,714.5499877929688,715.9500122070312,698.2999877929688,703.1500244140625,3487862
2024-09-13,703.4556274414062,705.4000244140625,713.75,703.1500244140625,712.0,1886832
2024-09-16,699.416748046875,701.3499755859375,709.2000122070312,698.0,708.8499755859375,2754818
2024-09-17,696.9735107421875,698.9000244140625,702.9000244140625,691.5499877929688,701.3499755859375,2985585
2024-09-18,696.873779296875,698.7999877929688,705.2000122070312,693.4000244140625,698.9000244140625,1527865
2024-09-19,699.5663452148438,701.5,708.0999755859375,697.75,700.3499755859375,2202499
2024-09-20,709.1398315429688,711.0999755859375,721.0,702.0,702.0,7891171
2024-09-23,725.4946899414062,727.5,730.0,714.0499877929688,718.8499755859375,2943802
2024-09-24,718.7134399414062,720.7000122070312,728.9500122070312,715.1500244140625,727.5,3212859
2024-09-25,714.5748291015625,716.5499877929688,723.0999755859375,710.0999755859375,722.0,1096265
2024-09-26,727.5390014648438,729.5499877929688,732.0,714.2999877929688,716.5499877929688,2797065
2024-09-27,728.187255859375,730.2000122070312,740.6500244140625,726.3499755859375,729.4500122070312,4567661
2024-09-30,716.0208740234375,718.0,736.3499755859375,716.0,735.0,2488795
2024-10-01,708.2423706054688,710.2000122070312,723.3499755859375,706.5999755859375,716.0,1987048
2024-10-03,700.3142700195312,702.25,711.9500122070312,696.5,696.5499877929688,2542774
2024-10-04,706.84619140625,708.7999877929688,713.5,701.5499877929688,702.25,2616851
2024-10-07,703.904296875,705.8499755859375,719.2999877929688,702.9000244140625,711.6500244140625,3474485
2024-10-08,708.142578125,710.0999755859375,712.5499877929688,699.7999877929688,700.5,3767320
2024-10-09,715.32275390625,717.2999877929688,725.4500122070312,703.75,709.8499755859375,1743202
2024-10-10,721.6552734375,723.6500244140625,726.2000122070312,713.2999877929688,721.0,2249443
2024-10-11,721.8546752929688,723.8499755859375,725.5,717.0,721.5,1984588
2024-10-14,738.5585327148438,740.5999755859375,741.5999755859375,726.2999877929688,728.0,3985624
2024-10-15,712.2811889648438,714.25,746.4500122070312,711.2999877929688,742.7999877929688,6665822
2024-10-16,724.7965698242188,726.7999877929688,732.4500122070312,714.8499755859375,723.4500122070312,5375005
2024-10-17,724.0985107421875,726.0999755859375,731.5,715.9500122070312,730.0,4310887
2024-10-18,740.4034423828125,742.4500122070312,744.0,720.0999755859375,726.0,3703858
2024-10-21,743.7940673828125,745.8499755859375,755.4500122070312,742.4500122070312,748.8499755859375,4508689
2024-10-22,726.1927490234375,728.2000122070312,749.75,724.3499755859375,745.7999877929688,3346783
2024-10-23,721.7550048828125,723.75,732.0,718.2000122070312,725.0,1668266
2024-10-24,712.8795166015625,714.8499755859375,735.0,711.0499877929688,725.0,1806714
2024-10-25,707.4944458007812,709.4500122070312,719.7000122070312,700.0,718.0,2852838
2024-10-28,716.2701416015625,718.25,721.7999877929688,705.7000122070312,710.25,1448334
2024-10-29,740.3536376953125,742.4000244140625,745.0999755859375,708.1500244140625,718.0,4585180
2024-10-30,725.0458984375,727.0499877929688,745.0,724.5499877929688,744.25,1645358
2024-10-31,718.1649780273438,720.1500244140625,726.75,713.1500244140625,723.0999755859375,2028752
2024-11-01,721.7051391601562,723.7000122070312,726.0,720.1500244140625,721.9500122070312,198743
2024-11-04,708.8905639648438,710.8499755859375,727.5999755859375,706.0999755859375,720.2000122070312,2047984
2024-11-05,715.2728881835938,717.25,726.5999755859375,685.4000244140625,710.7999877929688,5036300
2024-11-06,706.7465209960938,708.7000122070312,718.0,704.3499755859375,717.0,2878220
2024-11-07,709.7382202148438,711.7000122070312,713.7000122070312,703.2999877929688,708.7000122070312,1935062
2024-11-08,706.5470581054688,708.5,719.8499755859375,707.0,709.5,1272302
2024-11-11,703.4057006835938,705.3499755859375,711.5999755859375,695.7999877929688,704.0999755859375,1888427
2024-11-12,698.0704956054688,700.0,719.8499755859375,696.0999755859375,707.5499877929688,2502158
2024-11-13,683.1616821289062,685.0499877929688,698.8499755859375,683.1500244140625,695.0,2080391
2024-11-14,692.0869750976562,694.0,696.7000122070312,681.5,681.5,1715862
2024-11-18,688.5966796875,690.5,693.9500122070312,682.5,687.0,1666040
2024-11-19,678.5245361328125,680.4000244140625,693.0,668.2999877929688,688.0499877929688,6438490
2024-11-21,672.5410766601562,674.4000244140625,680.9500122070312,668.8499755859375,680.4000244140625,2194259
2024-11-22,686.302978515625,688.2000122070312,691.2999877929688,674.1500244140625,680.0,1788502
2024-11-25,682.912353515625,684.7999877929688,695.7999877929688,681.4000244140625,690.0,4622983
2024-11-26,680.5189819335938,682.4000244140625,693.4000244140625,675.0,684.0,1767673
2024-11-27,678.674072265625,680.5499877929688,689.2999877929688,679.2999877929688,681.8499755859375,2422336
2024-11-28,655.8870849609375,657.7000122070312,690.1500244140625,638.6500244140625,682.0,13625371
2024-11-29,655.9369506835938,657.75,674.0999755859375,651.2999877929688,670.0,5934406
2024-12-02,638.435302734375,640.2000122070312,664.0,639.0999755859375,650.0,4977558
2024-12-03,632.2523803710938,634.0,646.7999877929688,632.2999877929688,646.7999877929688,8256858
2024-12-04,648.4575805664062,650.25,651.0,635.0,635.0,7392523
2024-12-05,641.377197265625,643.1500244140625,653.5,639.3499755859375,650.2000122070312,6163444
2024-12-06,634.7454833984375,636.5,647.4500122070312,635.2000122070312,645.0,6455327
2024-12-09,640.0308837890625,641.7999877929688,646.3499755859375,634.7000122070312,637.9000244140625,4027169
2024-12-10,631.5543212890625,633.2999877929688,644.4500122070312,630.3499755859375,641.7999877929688,6158405
2024-12-11,632.900634765625,634.6500244140625,640.5999755859375,632.7999877929688,634.7999877929688,2396993
2024-12-12,624.8229370117188,626.5499877929688,636.7999877929688,619.9000244140625,636.0,3807072
2024-12-13,630.806396484375,632.5499877929688,633.9000244140625,621.1500244140625,625.0,2573194
2024-12-16,633.1997680664062,634.9500122070312,636.4000244140625,628.5499877929688,632.5499877929688,2175242
2024-12-17,625.0223999023438,626.75,636.3499755859375,625.5999755859375,634.9500122070312,3179067
2024-12-18,622.8284301757812,624.5499877929688,629.7999877929688,620.2999877929688,623.1500244140625,4331195
2024-12-19,621.8311767578125,623.5499877929688,625.0,615.2999877929688,618.0499877929688,3779968
2024-12-20,622.0805053710938,623.7999877929688,626.5,618.2000122070312,619.7000122070312,3996244
2024-12-23,620.8339233398438,622.5499877929688,626.4500122070312,613.5999755859375,625.0499877929688,2924609
2024-12-24,620.7841186523438,622.5,628.0499877929688,619.0,622.5499877929688,1445089
2024-12-26,624.67333984375,626.4000244140625,629.4500122070312,619.2000122070312,619.9000244140625,3523864
2024-12-27,620.185791015625,621.9000244140625,629.4000244140625,620.5999755859375,626.4000244140625,726298
2024-12-30,615.6981811523438,617.4000244140625,623.9000244140625,614.3499755859375,620.3499755859375,1564417
2024-12-31,615.34912109375,617.0499877929688,619.1500244140625,611.0499877929688,617.2000122070312,2645522
2025-01-01,615.4987182617188,617.2000122070312,619.5,612.6500244140625,615.0999755859375,1386549
2025-01-02,618.4406127929688,620.1500244140625,621.0999755859375,614.0,617.0,2449967
2025-01-03,621.28271484375,623.0,624.0499877929688,615.6500244140625,619.0,2956679
2025-01-06,604.2797241210938,605.9500122070312,627.0,603.3499755859375,627.0,5743310
2025-01-07,618.141357421875,619.8499755859375,620.7000122070312,605.5,606.0,2813892
2025-01-08,616.2965087890625,618.0,623.25,615.0999755859375,620.0499877929688,1861556
2025-01-09,610.5125122070312,612.2000122070312,621.0999755859375,609.9000244140625,616.0999755859375,2141675
2025-01-10,606.9722900390625,608.6500244140625,614.9000244140625,603.0,610.0499877929688,1966939
2025-01-13,598.0968017578125,599.75,608.4500122070312,597.2999877929688,607.0,2105862
2025-01-14,598.7948608398438,600.4500122070312,608.0499877929688,594.8499755859375,605.0,3122102
2025-01-15,592.5621337890625,594.2000122070312,604.5,584.2999877929688,604.5,5633587
2025-01-16,639.6320190429688,641.4000244140625,663.5999755859375,628.9500122070312,630.0999755859375,24198675
2025-01-17,640.4298095703125,642.2000122070312,649.9500122070312,633.4000244140625,640.0,3671715
2025-01-20,632.30224609375,634.0499877929688,644.0499877929688,630.5499877929688,642.0,1956252
2025-01-21,622.2799682617188,624.0,637.0499877929688,622.9000244140625,636.0,1820019
2025-01-22,616.4959716796875,618.2000122070312,629.0,612.9000244140625,629.0,2296057
2025-01-23,619.2882080078125,621.0,625.2000122070312,612.5999755859375,618.0,1673008
2025-01-24,619.387939453125,621.0999755859375,625.0,613.2999877929688,620.5499877929688,1793560
2025-01-27,608.5180053710938,610.2000122070312,619.75,606.4000244140625,618.0,1730503
2025-01-28,609.8642578125,611.5499877929688,614.0,600.0999755859375,610.9500122070312,2662789
2025-01-29,626.617919921875,628.3499755859375,629.7000122070312,605.1500244140625,612.0,2005819
2025-01-30,632.4019775390625,634.1500244140625,636.0999755859375,624.0,624.7000122070312,2899445
2025-01-31,636.2911987304688,638.0499877929688,641.0,630.1500244140625,638.0,1012392
2025-02-01,623.7758178710938,625.5,667.5499877929688,595.25,639.0499877929688,10039413
2025-02-03,619.6871337890625,621.4000244140625,630.3499755859375,610.0,615.5,3293387
2025-02-04,624.1747436523438,625.9000244140625,628.0,615.4000244140625,627.9500122070312,3244955
2025-02-05,626.1193237304688,627.8499755859375,639.0,624.7000122070312,626.0,4467504
2025-02-06,630.2080688476562,631.9500122070312,638.4000244140625,623.1500244140625,626.4500122070312,4837012
2025-02-07,633.9476928710938,635.7000122070312,637.5,624.5499877929688,631.9500122070312,2538330
2025-02-10,633.9476928710938,635.7000122070312,640.7999877929688,626.75,636.0,3394573
2025-02-11,616.8948364257812,618.5999755859375,634.8499755859375,612.9500122070312,632.25,2327875
2025-02-12,627.415771484375,629.1500244140625,636.9000244140625,608.1500244140625,618.0999755859375,3378279
2025-02-13,627.864501953125,629.5999755859375,640.0,627.6500244140625,629.1500244140625,2808139
2025-02-14,624.473876953125,626.2000122070312,633.9000244140625,622.5,630.0,1693078
2025-02-17,621.5320434570312,623.25,627.0,613.9500122070312,626.2000122070312,1860572
2025-02-18,617.243896484375,618.9500122070312,626.0,611.3499755859375,624.0,1887686
2025-02-19,621.1331176757812,622.8499755859375,624.0,613.7999877929688,617.0,2007325
2025-02-20,618.2909545898438,620.0,630.0,616.2999877929688,623.0,2881981
2025-02-21,621.1331176757812,622.8499755859375,623.9000244140625,613.4500122070312,617.7999877929688,1627631
2025-02-24,615.2992553710938,617.0,621.5,614.5,616.0,983443
2025-02-25,620.43505859375,622.1500244140625,623.2999877929688,613.0999755859375,617.0499877929688,1606709
2025-02-27,616.6954345703125,618.4000244140625,627.8499755859375,615.0,625.0,1831493
2025-02-28,606.8226928710938,608.5,616.9500122070312,600.3499755859375,614.0,5013148
2025-03-03,616.2965087890625,618.0,620.1500244140625,607.0,608.5,3624490
2025-03-04,614.8006591796875,616.5,620.7999877929688,609.2999877929688,613.0999755859375,3262295
2025-03-05,619.4876708984375,621.2000122070312,625.0,612.0,613.0,2661830
2025-03-06,616.5458374023438,618.25,628.0,612.5999755859375,621.2000122070312,2491123
2025-03-07,623.4766845703125,625.2000122070312,633.0,618.1500244140625,618.2999877929688,3169440
2025-03-10,624.1747436523438,625.9000244140625,633.0,623.0,625.0499877929688,2316148
2025-03-11,635.1942749023438,636.9500122070312,637.5499877929688,614.6500244140625,623.0,2677293
2025-03-12,630.2579345703125,632.0,639.75,627.0999755859375,636.9500122070312,2704337
2025-03-13,620.6843872070312,622.4000244140625,632.2999877929688,619.4500122070312,631.0,2211232
2025-03-17,628.06396484375,629.7999877929688,631.3499755859375,622.4000244140625,622.4000244140625,1075106
2025-03-18,628.06396484375,629.7999877929688,629.7999877929688,629.7999877929688,629.7999877929688,0
2025-03-19,662.7182006835938,664.5499877929688,665.9000244140625,640.6500244140625,642.0,2470532
2025-03-20,672.4911499023438,674.3499755859375,678.3499755859375,659.0999755859375,665.0,4425855
2025-03-21,677.7266845703125,679.5999755859375,681.0999755859375,669.0499877929688,677.7999877929688,3725271
2025-03-24,678.02587890625,679.9000244140625,687.4500122070312,675.5999755859375,679.5999755859375,1401023
2025-03-25,671.2445678710938,673.0999755859375,686.0,671.3499755859375,683.0,2019661
2025-03-26,666.5576171875,668.4000244140625,680.4000244140625,664.8499755859375,673.0999755859375,2231203
2025-03-27,680.0203857421875,681.9000244140625,684.5999755859375,667.0499877929688,668.4000244140625,5951034
2025-03-28,683.8098754882812,685.7000122070312,688.25,677.9500122070312,683.9000244140625,3116601
2025-04-01,690.9900512695312,692.9000244140625,698.0499877929688,680.0,683.0,4620146
2025-04-02,694.2310791015625,696.1500244140625,701.75,690.2000122070312,693.2999877929688,3047499
2025-04-03,690.9900512695312,692.9000244140625,697.7999877929688,675.0,688.5,1353987
2025-04-04,687.150634765625,689.0499877929688,695.0,684.1500244140625,687.0,3867188
2025-04-07,664.1143188476562,665.9500122070312,680.0,651.7000122070312,663.75,3861746
2025-04-08,683.8597412109375,685.75,689.75,668.2999877929688,674.5,3279965
2025-04-09,682.912353515625,684.7999877929688,691.5999755859375,679.1500244140625,685.5,3054715
