date_,adj close_nava.ns,close_nava.ns,high_nava.ns,low_nava.ns,open_nava.ns,volume_nava.ns
2024-02-20,252.70433044433594,258.8500061035156,265.9750061035156,257.5,262.0,1206974
2024-02-21,244.796630859375,250.75,263.0249938964844,249.8249969482422,260.6000061035156,722462
2024-02-22,249.11659240722656,255.1750030517578,256.5,249.64999389648438,253.5,482662
2024-02-23,253.02159118652344,259.17498779296875,260.2749938964844,254.875,256.5,438234
2024-02-26,251.28875732421875,257.3999938964844,261.70001220703125,254.0,261.0,561828
2024-02-27,248.75048828125,254.8000030517578,261.5,253.64999389648438,256.5,632604
2024-02-28,245.0651092529297,251.02499389648438,267.0,249.6750030517578,254.5,1423930
2024-02-29,244.60140991210938,250.5500030517578,253.35000610351562,246.0,251.02499389648438,776322
2024-03-01,256.09686279296875,262.32501220703125,265.95001220703125,251.0500030517578,253.0,1474644
2024-03-04,257.48797607421875,263.75,265.9750061035156,261.4750061035156,263.5249938964844,442364
2024-03-05,253.80262756347656,259.9750061035156,269.5,257.75,264.20001220703125,1000550
2024-03-06,250.09283447265625,256.17498779296875,263.3999938964844,251.0749969482422,261.0,861874
2024-03-07,251.58164978027344,257.70001220703125,260.5,255.5,255.5,316562
2024-03-11,245.82171630859375,251.8000030517578,257.5,251.0,257.5,372472
2024-03-12,240.54989624023438,246.39999389648438,253.5,242.35000610351562,253.0,902294
2024-03-13,217.14414978027344,222.4250030517578,248.375,220.8000030517578,247.52499389648438,2014668
2024-03-14,234.93641662597656,240.64999389648438,243.25,217.72500610351562,223.5,1756038
2024-03-15,246.5050811767578,252.5,257.45001220703125,232.5,239.9499969482422,1264980
2024-03-18,236.6204833984375,242.375,253.4499969482422,241.0,253.4499969482422,604874
2024-03-19,229.8110809326172,235.39999389648438,245.8249969482422,234.5500030517578,240.27499389648438,380756
2024-03-20,228.6639862060547,234.22500610351562,239.97500610351562,233.14999389648438,237.0,442208
2024-03-21,233.05715942382812,238.72500610351562,244.0,237.5500030517578,244.0,744468
2024-03-22,234.69235229492188,240.39999389648438,242.375,234.97500610351562,238.97500610351562,597156
2024-03-26,241.13568115234375,247.0,251.6999969482422,236.0,236.0,905668
2024-03-27,244.52816772460938,250.47500610351562,252.0,246.39999389648438,249.39999389648438,442586
2024-03-28,237.05978393554688,242.8249969482422,251.8000030517578,240.0,251.5,836394
2024-04-01,243.16140747070312,249.0749969482422,251.10000610351562,244.89999389648438,244.89999389648438,342692
2024-04-02,244.60140991210938,250.5500030517578,256.5,245.52499389648438,249.0749969482422,659612
2024-04-03,250.62979125976562,256.7250061035156,259.9750061035156,251.0749969482422,252.5,1347710
2024-04-04,247.99388122558594,254.02499389648438,259.8999938964844,252.9250030517578,259.8999938964844,459522
2024-04-05,250.99586486816406,257.1000061035156,258.8999938964844,252.77499389648438,254.5,373966
2024-04-08,248.5796356201172,254.625,264.2250061035156,253.1750030517578,258.57501220703125,600922
2024-04-09,247.99388122558594,254.02499389648438,258.5,252.02499389648438,258.5,514702
2024-04-10,247.871826171875,253.89999389648438,257.82501220703125,252.5500030517578,252.5500030517578,283810
2024-04-12,242.5756378173828,248.47500610351562,254.5749969482422,248.0,253.3000030517578,520060
2024-04-15,240.11061096191406,245.9499969482422,249.72500610351562,237.8249969482422,245.02499389648438,536944
2024-04-16,241.0136260986328,246.875,248.85000610351562,240.5500030517578,241.5,303600
2024-04-18,237.42588806152344,243.1999969482422,250.64999389648438,242.52499389648438,249.5,282448
2024-04-19,234.9120330810547,240.625,244.39999389648438,237.5,237.5,378208
2024-04-22,237.25503540039062,243.02499389648438,250.0,241.89999389648438,242.4499969482422,434010
2024-04-23,240.20823669433594,246.0500030517578,247.25,243.3000030517578,244.9499969482422,319880
2024-04-24,242.3315887451172,248.22500610351562,252.5,247.02499389648438,248.0,433666
2024-04-25,243.25904846191406,249.1750030517578,251.6999969482422,246.8000030517578,247.6750030517578,210282
2024-04-26,244.5525665283203,250.5,251.72500610351562,247.77499389648438,250.3000030517578,253558
2024-04-29,246.1389923095703,252.125,256.7250061035156,251.3249969482422,252.3249969482422,292970
2024-04-30,245.48001098632812,251.4499969482422,255.0,250.10000610351562,253.5,437924
2024-05-02,248.5308074951172,254.5749969482422,258.4750061035156,251.4499969482422,254.5,430314
2024-05-03,253.65615844726562,259.82501220703125,265.5,252.52499389648438,256.2749938964844,1404402
2024-05-06,250.4833526611328,256.57501220703125,272.20001220703125,254.0,262.5,1956100
2024-05-07,242.94174194335938,248.85000610351562,263.0,247.0500030517578,258.9750061035156,893976
2024-05-08,250.31248474121094,256.3999938964844,257.92498779296875,245.75,250.3249969482422,478740
2024-05-09,242.0875244140625,247.97500610351562,259.25,246.5,256.3999938964844,351030
2024-05-10,242.3315887451172,248.22500610351562,250.85000610351562,244.0,248.0,304624
2024-05-13,241.8922576904297,247.77499389648438,250.5,243.47500610351562,248.5,356196
2024-05-14,247.1396484375,253.14999389648438,254.97500610351562,246.5,247.3249969482422,281122
2024-05-15,255.46224975585938,261.67498779296875,263.5,254.9250030517578,256.5,665140
2024-05-16,259.46490478515625,265.7749938964844,267.5,261.5,263.625,949332
2024-05-17,243.8691864013672,249.8000030517578,269.45001220703125,246.77499389648438,268.875,3943282
2024-05-21,243.99122619628906,249.9250030517578,257.0,246.8249969482422,256.95001220703125,1266400
2024-05-22,249.16539001464844,255.22500610351562,257.3999938964844,248.39999389648438,248.39999389648438,782494
2024-05-23,248.77488708496094,254.8249969482422,258.75,252.8000030517578,253.25,535144
2024-05-24,247.62777709960938,253.64999389648438,256.9750061035156,252.52499389648438,255.0,321832
2024-05-27,246.30982971191406,252.3000030517578,256.5,252.0,254.89999389648438,280880
2024-05-28,242.7220916748047,248.625,253.6999969482422,247.5,253.6999969482422,369174
2024-05-29,243.8691864013672,249.8000030517578,254.97500610351562,247.47500610351562,248.52499389648438,642002
2024-05-30,243.0149688720703,248.9250030517578,253.27499389648438,247.5,250.0,676336
2024-05-31,237.5479278564453,243.3249969482422,251.4499969482422,241.6750030517578,250.375,693086
2024-06-03,249.2630157470703,255.3249969482422,258.375,247.5,249.97500610351562,1044890
2024-06-04,237.8651885986328,243.64999389648438,254.5,227.75,254.5,1180720
2024-06-05,250.4345245361328,256.5249938964844,257.9750061035156,238.5,243.0,958582
2024-06-06,285.7994689941406,292.75,297.57501220703125,258.5,258.5,6179192
2024-06-07,287.3858642578125,294.375,297.45001220703125,289.95001220703125,297.20001220703125,2017890
2024-06-10,292.5844421386719,299.70001220703125,304.8999938964844,294.375,294.5,1177810
2024-06-11,318.2112121582031,325.95001220703125,336.45001220703125,291.17498779296875,291.17498779296875,3431476
2024-06-12,314.9895935058594,322.6499938964844,332.5,318.7749938964844,325.3500061035156,1283656
2024-06-13,309.91302490234375,317.45001220703125,324.875,315.7250061035156,324.875,448042
2024-06-14,313.89129638671875,321.5249938964844,324.07501220703125,315.0,319.3500061035156,457802
2024-06-18,340.37225341796875,348.6499938964844,351.0,319.6499938964844,324.8500061035156,1930514
2024-06-19,351.74566650390625,360.29998779296875,364.04998779296875,345.0,353.17498779296875,1255698
2024-06-20,351.5992126464844,360.1499938964844,364.95001220703125,358.5249938964844,360.5,415312
2024-06-21,360.82489013671875,369.6000061035156,374.0,355.5,355.5,629604
2024-06-24,366.853271484375,375.7749938964844,381.3999938964844,373.0,373.0,640706
2024-06-25,358.0669250488281,366.7749938964844,388.5,365.5,376.7749938964844,749312
2024-06-26,361.1177062988281,369.8999938964844,379.5,367.5249938964844,367.92498779296875,406662
2024-06-27,355.4554748535156,364.1000061035156,374.5249938964844,357.7250061035156,373.5,437438
2024-06-28,364.24176025390625,373.1000061035156,378.75,363.42498779296875,366.5249938964844,476492
2024-07-01,368.1468200683594,377.1000061035156,384.95001220703125,369.3500061035156,374.9750061035156,400390
2024-07-02,369.68438720703125,378.67498779296875,381.0,367.5249938964844,374.95001220703125,309694
2024-07-03,367.5610656738281,376.5,387.5,368.4750061035156,381.0249938964844,513412
2024-07-04,353.4785461425781,362.07501220703125,380.5,360.0,379.5,630880
2024-07-05,347.4501647949219,355.8999938964844,365.5,351.75,364.95001220703125,485954
2024-07-08,363.2899475097656,372.125,380.0,366.5249938964844,371.0,864886
2024-07-09,365.1692199707031,374.04998779296875,378.79998779296875,366.0,374.25,580308
2024-07-10,359.14080810546875,367.875,377.0,358.67498779296875,376.0,384800
2024-07-11,362.7530212402344,371.57501220703125,374.92498779296875,369.0,369.54998779296875,202170
2024-07-12,375.2734680175781,384.3999938964844,397.42498779296875,374.1499938964844,374.1499938964844,1237212
2024-07-15,385.3289794921875,394.70001220703125,397.45001220703125,377.5,389.3999938964844,529410
2024-07-16,413.2254943847656,423.2749938964844,425.0,395.7749938964844,397.20001220703125,2093292
2024-07-18,398.2155456542969,407.8999938964844,424.4750061035156,402.0,423.0249938964844,1713192
2024-07-19,378.6171875,387.82501220703125,405.57501220703125,380.8500061035156,403.125,940742
2024-07-22,401.77886962890625,411.54998779296875,414.0,378.04998779296875,385.5,929048
2024-07-23,396.28741455078125,405.92498779296875,419.3999938964844,390.2250061035156,414.125,868758
2024-07-24,406.51373291015625,416.3999938964844,434.375,406.5,408.29998779296875,930938
2024-07-25,412.46893310546875,422.5,425.3999938964844,411.5249938964844,411.75,496744
2024-07-26,433.84893798828125,444.3999938964844,449.0,422.82501220703125,425.5,928698
2024-07-29,434.5567626953125,445.125,462.1499938964844,439.0,449.5,703954
2024-07-30,436.58245849609375,447.20001220703125,452.67498779296875,441.20001220703125,447.125,379920
2024-07-31,446.5891418457031,457.45001220703125,465.0,450.1499938964844,450.1499938964844,592520
2024-08-01,444.0642395019531,452.875,465.8500061035156,448.45001220703125,460.54998779296875,426674
2024-08-02,452.594970703125,461.57501220703125,467.42498779296875,442.5249938964844,452.0,677378
2024-08-05,422.9580078125,431.3500061035156,456.20001220703125,426.6000061035156,449.04998779296875,1073554
2024-08-06,440.093017578125,448.82501220703125,456.95001220703125,435.0,435.0,1139506
2024-08-07,446.41754150390625,455.2749938964844,464.9750061035156,448.2250061035156,457.4750061035156,720344
2024-08-08,461.17474365234375,470.32501220703125,484.0,454.04998779296875,457.5,3187636
2024-08-09,449.70233154296875,458.625,499.5,450.1499938964844,480.0,2599730
2024-08-12,453.2813415527344,462.2749938964844,472.5,448.8500061035156,461.2250061035156,801166
2024-08-13,446.343994140625,455.20001220703125,474.5,451.82501220703125,463.0,727840
2024-08-14,449.9230041503906,458.8500061035156,467.0,451.45001220703125,460.0,524914
2024-08-16,456.22296142578125,465.2749938964844,473.2749938964844,461.5249938964844,462.2749938964844,652842
2024-08-19,461.54241943359375,470.70001220703125,480.7749938964844,467.2749938964844,470.0,643242
2024-08-20,459.8265075683594,468.95001220703125,475.5249938964844,466.0249938964844,474.70001220703125,400888
2024-08-21,451.8840637207031,460.8500061035156,475.8500061035156,460.0,468.8999938964844,436062
2024-08-22,457.3751220703125,466.45001220703125,469.20001220703125,458.25,464.25,380436
2024-08-23,458.2331237792969,467.32501220703125,472.4750061035156,461.0,468.2250061035156,632730
2024-08-26,472.05877685546875,481.42498779296875,483.25,467.7749938964844,471.5,726590
2024-08-27,475.1719970703125,484.6000061035156,487.5,477.29998779296875,481.5,392770
2024-08-28,474.85333251953125,484.2749938964844,489.125,476.5,486.0,340178
2024-08-29,470.391845703125,479.7250061035156,509.5,476.57501220703125,487.32501220703125,2392612
2024-08-30,468.9148864746094,476.2250061035156,483.45001220703125,473.25,479.8500061035156,614914
2024-09-02,462.7362060546875,469.95001220703125,480.5,465.0,479.0,534266
2024-09-03,470.12109375,477.45001220703125,480.5,470.25,471.2250061035156,428616
2024-09-04,471.42572021484375,478.7749938964844,493.8999938964844,475.0,475.57501220703125,867056
2024-09-05,479.7706298828125,487.25,499.5,480.0249938964844,481.8999938964844,662332
2024-09-06,481.2475891113281,488.75,498.82501220703125,486.25,492.5,868396
2024-09-09,485.0877380371094,492.6499938964844,494.92498779296875,480.0249938964844,489.9750061035156,501878
2024-09-10,491.5125732421875,499.17498779296875,505.54998779296875,494.92498779296875,497.5249938964844,523746
2024-09-11,488.878662109375,496.5,507.5,493.07501220703125,500.79998779296875,588312
2024-09-12,508.6700744628906,516.5999755859375,519.75,500.07501220703125,501.3999938964844,1059468
2024-09-13,536.16650390625,544.5250244140625,547.5,511.04998779296875,518.9749755859375,1208298
2024-09-16,545.299072265625,553.7999877929688,561.8499755859375,541.25,555.0250244140625,978766
2024-09-17,618.7539672851562,628.4000244140625,656.5,551.7249755859375,555.5250244140625,8364368
2024-09-18,647.998046875,658.0999755859375,673.9000244140625,624.0750122070312,639.9000244140625,3942540
2024-09-19,598.9132690429688,608.25,658.0999755859375,600.5,658.0750122070312,1502830
2024-09-20,590.1253051757812,599.3250122070312,625.0,563.5,610.0,6069930
2024-09-23,626.5081176757812,636.2750244140625,639.9000244140625,610.5,615.0,881646
2024-09-24,577.694091796875,586.7000122070312,634.0,584.0,634.0,1145894
2024-09-25,570.1122436523438,579.0,607.4749755859375,574.6749877929688,586.7000122070312,728266
2024-09-26,578.949462890625,587.9749755859375,596.5,572.6500244140625,586.0,565906
2024-09-27,581.1895751953125,590.25,610.0,582.5999755859375,599.5,523142
2024-09-30,565.8782958984375,574.7000122070312,592.4749755859375,571.3250122070312,591.125,319270
2024-10-01,544.9052734375,553.4000244140625,576.3250122070312,547.9749755859375,574.7000122070312,515458
2024-10-03,518.0242919921875,526.0999755859375,548.9500122070312,522.5250244140625,545.0,557176
2024-10-04,514.5534057617188,522.5750122070312,534.3250122070312,505.5,521.5,556776
2024-10-07,494.171142578125,501.875,526.0750122070312,483.5,524.9749755859375,653728
2024-10-08,507.58697509765625,515.5,516.4500122070312,482.5,495.0,378680
2024-10-09,510.02398681640625,517.9749755859375,542.5,515.0750122070312,521.0,428056
2024-10-10,516.8427124023438,524.9000244140625,529.9749755859375,518.1500244140625,518.1500244140625,173968
2024-10-11,513.5933227539062,521.5999755859375,529.2999877929688,520.125,525.2249755859375,148848
2024-10-14,504.53460693359375,512.4000244140625,524.9000244140625,504.57501220703125,522.5,214716
2024-10-15,505.9377136230469,513.8250122070312,516.9500122070312,509.70001220703125,513.0,228916
2024-10-16,505.0269470214844,512.9000244140625,515.9749755859375,507.54998779296875,513.8250122070312,182138
2024-10-17,500.94061279296875,508.75,513.3499755859375,500.0,506.0,271366
2024-10-18,494.41729736328125,502.125,506.79998779296875,492.7749938964844,500.0,178018
2024-10-21,473.22271728515625,480.6000061035156,505.7250061035156,478.0,502.125,505264
2024-10-22,454.6866760253906,461.7749938964844,487.25,459.92498779296875,487.25,482322
2024-10-23,461.1361389160156,468.32501220703125,491.0,447.04998779296875,460.0,571206
2024-10-24,448.3110656738281,455.29998779296875,474.8999938964844,450.5,471.0,318138
2024-10-25,439.4984436035156,446.3500061035156,455.54998779296875,432.0,455.0,525226
2024-10-28,453.9974060058594,461.07501220703125,466.45001220703125,435.5,447.0,546978
2024-10-29,463.10546875,470.32501220703125,474.45001220703125,458.57501220703125,467.3999938964844,367698
2024-10-30,464.9762878417969,472.2250061035156,484.04998779296875,468.375,473.57501220703125,311778
2024-10-31,473.71502685546875,481.1000061035156,483.5,471.25,474.0,337174
2024-11-01,477.9490051269531,485.3999938964844,488.6000061035156,481.75,482.6499938964844,60420
2024-11-04,485.3831481933594,492.95001220703125,499.375,481.29998779296875,492.20001220703125,402286
2024-11-05,492.1526184082031,499.82501220703125,505.375,486.79998779296875,493.0249938964844,318672
2024-11-06,494.9588317871094,502.67498779296875,509.375,500.0,504.9750061035156,224260
2024-11-07,485.6539306640625,493.2250061035156,507.7749938964844,490.5,507.5,199734
2024-11-08,460.5945739746094,467.7749938964844,493.125,465.57501220703125,492.75,272122
2024-11-11,459.46221923828125,466.625,481.5,456.45001220703125,467.5,296788
2024-11-12,456.9759826660156,464.1000061035156,487.7250061035156,461.42498779296875,472.82501220703125,278554
2024-11-13,438.9568786621094,445.79998779296875,466.0249938964844,443.5249938964844,465.9750061035156,400626
2024-11-14,441.7631530761719,448.6499938964844,467.5,440.32501220703125,451.17498779296875,766314
2024-11-18,462.61309814453125,469.82501220703125,474.04998779296875,438.54998779296875,461.95001220703125,616182
2024-11-19,465.1978454589844,472.45001220703125,487.4750061035156,467.2749938964844,472.5249938964844,164496
2024-11-21,460.1761169433594,467.3500061035156,477.625,462.8500061035156,472.0,334582
2024-11-22,456.9267578125,464.04998779296875,477.45001220703125,461.82501220703125,469.0,140214
2024-11-25,507.09466552734375,515.0,524.5,469.82501220703125,469.82501220703125,2008570
2024-11-26,505.8638610839844,513.75,524.5,502.5,524.5,467190
2024-11-27,505.8638610839844,513.75,517.4749755859375,510.54998779296875,515.0,184220
2024-11-28,542.4189453125,550.875,559.5,514.0,514.0,923140
2024-11-29,521.5690307617188,529.7000122070312,561.4500122070312,525.75,560.0,499996
2024-12-02,505.6669006347656,513.5499877929688,532.4749755859375,508.375,531.5,487780
2024-12-03,517.7288818359375,525.7999877929688,531.9000244140625,511.7749938964844,514.9749755859375,339654
2024-12-04,507.365478515625,515.2750244140625,525.7999877929688,512.5,525.7999877929688,267606
2024-12-05,511.353271484375,519.3250122070312,534.8250122070312,513.0499877929688,515.4500122070312,256066
2024-12-06,511.771728515625,519.75,529.9749755859375,517.5,522.5999755859375,196784
2024-12-09,513.8641357421875,521.875,535.0,505.0249938964844,520.0,479626
2024-12-10,508.0301208496094,515.9500122070312,524.375,508.29998779296875,517.5250244140625,231046
2024-12-11,502.909912109375,510.75,520.5,508.0249938964844,515.9500122070312,165850
2024-12-12,499.9559631347656,507.75,517.5,504.5,512.7000122070312,184342
2024-12-13,493.11260986328125,500.79998779296875,507.70001220703125,495.0,507.29998779296875,188274
2024-12-16,500.22674560546875,508.0249938964844,514.5,500.79998779296875,500.79998779296875,195762
2024-12-17,505.0022888183594,512.875,517.4749755859375,500.0,507.75,289158
2024-12-18,498.158935546875,505.92498779296875,515.25,503.5,512.3499755859375,174330
2024-12-19,499.5128479003906,507.29998779296875,510.3500061035156,495.0,497.0,327112
2024-12-20,489.2724914550781,496.8999938964844,515.0,487.5,505.67498779296875,343342
2024-12-23,484.9154357910156,492.4750061035156,503.5,486.0249938964844,499.375,253354
2024-12-24,488.97711181640625,496.6000061035156,508.5,493.45001220703125,494.42498779296875,241140
2024-12-26,486.31854248046875,493.8999938964844,502.5,490.8500061035156,499.5,188854
2024-12-27,490.89715576171875,498.54998779296875,501.4750061035156,492.67498779296875,495.95001220703125,103900
2024-12-30,485.5800476074219,493.1499938964844,503.75,491.625,503.70001220703125,188616
2024-12-31,486.6385803222656,494.2250061035156,497.5,490.875,491.79998779296875,123888
2025-01-01,492.3249206542969,500.0,505.25,494.2250061035156,494.29998779296875,118040
2025-01-02,493.33416748046875,501.0249938964844,504.95001220703125,492.67498779296875,502.5,192826
2025-01-03,478.73675537109375,486.20001220703125,507.45001220703125,484.0,501.70001220703125,310042
2025-01-06,450.7234802246094,457.75,491.0249938964844,456.0,487.6499938964844,383148
2025-01-07,471.7703552246094,479.125,484.125,455.70001220703125,458.9750061035156,324684
2025-01-08,462.90850830078125,470.125,484.82501220703125,463.04998779296875,481.125,232082
2025-01-09,454.9328308105469,462.0249938964844,475.0,458.1000061035156,470.4750061035156,127842
2025-01-10,438.26763916015625,445.1000061035156,462.0,443.0,462.0,234146
2025-01-13,414.4145202636719,420.875,444.1000061035156,417.0,433.5,402922
2025-01-14,419.0915832519531,425.625,433.92498779296875,411.5,423.4750061035156,549308
2025-01-15,430.2181091308594,436.92498779296875,441.0,419.95001220703125,427.54998779296875,287406
2025-01-16,434.3782653808594,441.1499938964844,453.67498779296875,431.95001220703125,437.5,302192
2025-01-17,427.1903381347656,433.8500061035156,453.625,424.82501220703125,446.0,525716
2025-01-20,430.04583740234375,436.75,444.8500061035156,430.0,438.70001220703125,162962
2025-01-21,419.3623352050781,425.8999938964844,435.3999938964844,423.0,430.0,167551
2025-01-22,415.96533203125,422.45001220703125,426.95001220703125,405.0,425.0,321560
2025-01-23,437.13531494140625,443.95001220703125,446.04998779296875,416.0,425.29998779296875,321480
2025-01-24,429.30731201171875,436.0,451.25,428.5,438.0,378270
2025-01-27,408.5312194824219,414.8999938964844,431.25,406.0,429.45001220703125,358135
2025-01-28,399.2755126953125,405.5,418.20001220703125,387.29998779296875,408.70001220703125,409396
2025-01-29,429.848876953125,436.54998779296875,438.70001220703125,398.25,402.0,286028
2025-01-30,426.2549133300781,432.8999938964844,459.6000061035156,425.54998779296875,425.54998779296875,591993
2025-01-31,434.6736755371094,441.45001220703125,444.5,424.0,434.8500061035156,287403
2025-02-01,429.45501708984375,436.1499938964844,446.29998779296875,431.1000061035156,439.45001220703125,202647
2025-02-03,423.3994140625,430.0,438.95001220703125,415.3999938964844,430.0,324608
2025-02-04,424.1871337890625,430.79998779296875,447.0,424.25,435.79998779296875,283985
2025-02-05,426.0579833984375,432.70001220703125,440.95001220703125,421.29998779296875,437.25,315119
2025-02-06,433.7382507324219,440.5,444.79998779296875,428.20001220703125,434.25,297529
2025-02-07,417.49151611328125,424.0,440.95001220703125,421.0,438.20001220703125,616464
2025-02-10,397.5523681640625,403.75,424.8999938964844,401.29998779296875,421.75,265366
2025-02-11,378.6470947265625,384.54998779296875,403.95001220703125,375.1000061035156,401.3999938964844,621545
2025-02-12,377.0716857910156,382.95001220703125,384.6000061035156,360.0,376.0,831178
2025-02-13,368.0621032714844,373.79998779296875,392.8500061035156,371.79998779296875,387.20001220703125,302985
2025-02-14,358.5110168457031,364.1000061035156,384.29998779296875,356.04998779296875,376.0,355192
2025-02-17,387.9520263671875,394.0,398.79998779296875,370.5,374.0,911456
2025-02-18,372.5422668457031,378.3500061035156,410.95001220703125,370.45001220703125,396.0,827505
2025-02-19,416.7530517578125,423.25,429.70001220703125,380.29998779296875,380.29998779296875,1709305
2025-02-20,410.1066589355469,416.5,425.75,407.04998779296875,418.0,636929
2025-02-21,399.767822265625,406.0,424.75,405.0,416.5,577830
2025-02-24,395.7799987792969,401.95001220703125,415.0,398.95001220703125,400.5,421289
2025-02-25,407.8912048339844,414.25,416.79998779296875,404.0,404.0,414997
2025-02-27,407.84197998046875,414.20001220703125,419.5,413.29998779296875,416.45001220703125,562067
2025-02-28,391.79217529296875,397.8999938964844,403.95001220703125,381.1000061035156,385.0,636643
2025-03-03,380.862548828125,386.79998779296875,403.5,375.25,397.8999938964844,506981
2025-03-04,377.2193603515625,383.1000061035156,394.45001220703125,377.0,382.0,274203
2025-03-05,408.97430419921875,415.3500061035156,418.6499938964844,386.75,386.75,551845
2025-03-06,433.88592529296875,440.6499938964844,449.0,415.1000061035156,415.1000061035156,603964
2025-03-07,432.70440673828125,439.45001220703125,448.0,431.8500061035156,440.04998779296875,438494
2025-03-10,418.7715759277344,425.29998779296875,442.0,423.1499938964844,439.04998779296875,302877
2025-03-11,410.54974365234375,416.95001220703125,428.3999938964844,406.54998779296875,421.5,379823
2025-03-12,403.2633361816406,409.54998779296875,421.54998779296875,407.70001220703125,414.5,256565
2025-03-13,398.0939025878906,404.29998779296875,417.29998779296875,403.04998779296875,413.0,211246
2025-03-17,404.7895812988281,411.1000061035156,423.8999938964844,406.54998779296875,406.6000061035156,342619
2025-03-18,404.7895812988281,411.1000061035156,411.1000061035156,411.1000061035156,411.1000061035156,0
2025-03-19,439.596923828125,446.45001220703125,456.1499938964844,419.1000061035156,419.6499938964844,579562
2025-03-20,459.1421813964844,466.29998779296875,478.0,451.0,451.45001220703125,1093034
2025-03-21,470.41644287109375,477.75,484.0,469.04998779296875,469.04998779296875,514625
2025-03-24,477.55517578125,485.0,496.75,476.1499938964844,478.29998779296875,547393
2025-03-25,463.0315856933594,470.25,496.20001220703125,467.0,492.0,413363
2025-03-26,484.54620361328125,492.1000061035156,499.0,463.8500061035156,470.25,786166
2025-03-27,487.7463073730469,495.3500061035156,519.5,463.25,488.95001220703125,1477140
2025-03-28,510.7870788574219,518.75,535.7000122070312,500.6000061035156,510.5,1732154
2025-04-01,519.4520263671875,527.5499877929688,548.9500122070312,514.4500122070312,516.9000244140625,1406364
2025-04-02,517.3350219726562,525.4000244140625,540.0,520.2000122070312,530.9500122070312,738253
2025-04-03,516.8919677734375,524.9500122070312,534.2000122070312,515.0,520.0,470662
2025-04-04,487.7463073730469,495.3500061035156,525.0,489.5,525.0,585538
2025-04-07,455.8436584472656,462.95001220703125,467.04998779296875,396.29998779296875,396.29998779296875,1042429
2025-04-08,460.4222717285156,467.6000061035156,489.5,449.0,476.6000061035156,638768
2025-04-09,449.344970703125,456.3500061035156,473.70001220703125,452.5,466.0,343902
2025-04-11,477.9982604980469,485.45001220703125,489.95001220703125,464.8500061035156,465.0,1251779
2025-04-15,483.1184387207031,490.6499938964844,496.0,482.3999938964844,487.0,556711
2025-04-16,475.14276123046875,482.54998779296875,490.75,479.0,490.70001220703125,381607
2025-04-17,462.7854309082031,470.0,493.25,465.5,484.5,676701
2025-04-21,474.552001953125,481.95001220703125,485.45001220703125,471.0,473.79998779296875,298683
2025-04-22,478.6875305175781,486.1499938964844,492.54998779296875,480.04998779296875,482.04998779296875,311387
2025-04-23,485.03851318359375,492.6000061035156,503.95001220703125,489.0,490.0,415719
2025-04-24,462.3423156738281,469.54998779296875,492.70001220703125,468.0,492.6000061035156,702411
2025-04-25,471.7949523925781,479.1499938964844,499.3999938964844,462.8500061035156,472.04998779296875,3104530
2025-04-28,466.6255798339844,473.8999938964844,483.8999938964844,471.04998779296875,479.95001220703125,264156
2025-04-29,470.41644287109375,477.75,483.70001220703125,469.79998779296875,475.20001220703125,224583
